Timestamp,11WD7WEIS5B--E-Y,11WD7WEIS5GVGTGU,11WD7WEIS5GVGTHS,11WD7WEIS1B--F-M,11WD7WEIS1B--G-J,11WD7WEIS1B--H-G
2019-01-01 00:00:00,219,0,0,0,0,291
2019-01-01 01:00:00,180,0,0,0,0,289
2019-01-01 02:00:00,176,0,0,0,0,289
2019-01-01 03:00:00,178,0,0,0,0,288
2019-01-01 04:00:00,177,0,0,0,0,288
2019-01-01 05:00:00,171,0,0,0,0,288
2019-01-01 06:00:00,170,0,0,0,0,287
2019-01-01 07:00:00,168,0,0,0,0,289
2019-01-01 08:00:00,169,0,0,0,0,289
2019-01-01 09:00:00,171,0,0,0,0,289
2019-01-01 10:00:00,172,0,0,0,0,289
2019-01-01 11:00:00,172,0,0,0,0,289
2019-01-01 12:00:00,171,0,0,0,0,288
2019-01-01 13:00:00,173,0,0,0,0,289
2019-01-01 14:00:00,172,0,0,0,0,288
2019-01-01 15:00:00,172,0,0,0,0,290
2019-01-01 16:00:00,172,0,0,0,0,291
2019-01-01 17:00:00,171,0,0,0,0,289
2019-01-01 18:00:00,169,0,0,0,0,288
2019-01-01 19:00:00,169,0,0,0,0,288
2019-01-01 20:00:00,169,0,0,0,0,288
2019-01-01 21:00:00,169,0,0,0,0,288
2019-01-01 22:00:00,170,0,0,0,0,278
2019-01-01 23:00:00,169,0,0,0,0,276
2019-01-02 00:00:00,169,0,0,0,0,287
2019-01-02 01:00:00,170,0,0,0,0,288
2019-01-02 02:00:00,170,0,0,0,0,288
2019-01-02 03:00:00,170,0,0,0,0,287
2019-01-02 04:00:00,169,0,0,0,0,287
2019-01-02 05:00:00,169,0,0,0,0,301
2019-01-02 06:00:00,170,0,0,0,0,308
2019-01-02 07:00:00,227,0,0,0,80,309
2019-01-02 08:00:00,271,0,0,22,283,316
2019-01-02 09:00:00,290,1,2,90,347,477
2019-01-02 10:00:00,302,0,0,74,486,615
2019-01-02 11:00:00,296,0,0,0,580,601
2019-01-02 12:00:00,300,0,0,106,498,601
2019-01-02 13:00:00,240,0,0,140,361,472
2019-01-02 14:00:00,191,0,0,142,533,616
2019-01-02 15:00:00,203,0,0,143,649,642
2019-01-02 16:00:00,205,0,0,159,648,644
2019-01-02 17:00:00,273,0,0,276,650,654
2019-01-02 18:00:00,320,0,0,320,649,656
2019-01-02 19:00:00,321,0,0,322,649,655
2019-01-02 20:00:00,321,0,0,322,654,657
2019-01-02 21:00:00,320,0,0,322,659,657
2019-01-02 22:00:00,316,0,0,322,659,664
2019-01-02 23:00:00,317,0,0,323,656,664
2019-01-03 00:00:00,319,0,0,320,653,662
2019-01-03 01:00:00,318,0,0,321,656,665
2019-01-03 02:00:00,319,0,0,319,653,663
2019-01-03 03:00:00,317,0,0,321,653,662
2019-01-03 04:00:00,318,0,0,322,651,663
2019-01-03 05:00:00,318,0,0,322,647,661
2019-01-03 06:00:00,317,0,0,322,648,662
2019-01-03 07:00:00,319,0,0,321,646,660
2019-01-03 08:00:00,319,0,0,321,647,660
2019-01-03 09:00:00,318,0,0,320,650,660
2019-01-03 10:00:00,319,0,0,322,648,604
2019-01-03 11:00:00,318,0,0,324,649,591
2019-01-03 12:00:00,320,0,0,322,649,653
2019-01-03 13:00:00,319,0,0,321,652,652
2019-01-03 14:00:00,321,0,0,320,652,653
2019-01-03 15:00:00,319,0,0,320,651,654
2019-01-03 16:00:00,319,0,0,323,649,653
2019-01-03 17:00:00,315,0,0,321,650,654
2019-01-03 18:00:00,319,0,0,322,650,657
2019-01-03 19:00:00,322,0,0,323,649,659
2019-01-03 20:00:00,321,0,0,320,652,660
2019-01-03 21:00:00,315,0,0,319,651,658
2019-01-03 22:00:00,306,0,0,319,649,657
2019-01-03 23:00:00,315,0,0,322,650,661
2019-01-04 00:00:00,320,0,0,324,650,662
2019-01-04 01:00:00,318,0,0,321,649,662
2019-01-04 02:00:00,317,0,0,322,651,664
2019-01-04 03:00:00,317,0,0,321,652,663
2019-01-04 04:00:00,318,0,0,321,652,662
2019-01-04 05:00:00,319,0,0,322,655,662
2019-01-04 06:00:00,320,0,0,322,654,662
2019-01-04 07:00:00,320,0,0,323,649,661
2019-01-04 08:00:00,321,0,0,323,649,662
2019-01-04 09:00:00,321,0,0,321,649,661
2019-01-04 10:00:00,319,0,0,320,650,661
2019-01-04 11:00:00,320,0,0,323,644,661
2019-01-04 12:00:00,321,0,0,323,648,662
2019-01-04 13:00:00,321,0,0,321,646,662
2019-01-04 14:00:00,319,0,0,321,646,661
2019-01-04 15:00:00,320,0,0,321,652,660
2019-01-04 16:00:00,320,0,0,321,650,657
2019-01-04 17:00:00,319,0,0,320,648,661
2019-01-04 18:00:00,319,0,0,321,649,661
2019-01-04 19:00:00,321,0,0,321,647,662
2019-01-04 20:00:00,322,0,0,322,652,662
2019-01-04 21:00:00,322,0,0,323,649,662
2019-01-04 22:00:00,319,0,0,322,626,619
2019-01-04 23:00:00,258,0,0,262,364,353
2019-01-05 00:00:00,176,0,0,222,247,277
2019-01-05 01:00:00,175,0,0,219,248,277
2019-01-05 02:00:00,176,0,0,217,248,278
2019-01-05 03:00:00,177,0,0,218,248,278
2019-01-05 04:00:00,176,0,0,218,248,277
2019-01-05 05:00:00,177,0,0,217,246,275
2019-01-05 06:00:00,176,0,0,216,248,276
2019-01-05 07:00:00,221,0,0,276,327,341
2019-01-05 08:00:00,289,0,0,321,579,553
2019-01-05 09:00:00,295,0,0,321,646,660
2019-01-05 10:00:00,295,0,0,322,648,656
2019-01-05 11:00:00,295,0,0,321,646,657
2019-01-05 12:00:00,294,0,0,322,644,658
2019-01-05 13:00:00,293,0,0,322,646,657
2019-01-05 14:00:00,292,0,0,322,648,659
