date,start,end,11WD8BOXB1L---R0,11WD8BOXB1L---Q2
1012022,00:00,01:00,0.0,400.0
1012022,01:00,02:00,0.0,398.0
1012022,02:00,03:00,0.0,398.0
1012022,03:00,04:00,0.0,404.0
1012022,04:00,05:00,0.0,424.0
1012022,05:00,06:00,0.0,546.0
1012022,06:00,07:00,0.0,560.0
1012022,07:00,08:00,0.0,557.0
1012022,08:00,09:00,0.0,506.0
1012022,09:00,10:00,0.0,506.0
1012022,10:00,11:00,0.0,505.0
1012022,11:00,12:00,0.0,504.0
1012022,12:00,13:00,0.0,502.0
1012022,13:00,14:00,0.0,503.0
1012022,14:00,15:00,0.0,564.0
1012022,15:00,16:00,0.0,727.0
1012022,16:00,17:00,0.0,785.0
1012022,17:00,18:00,0.0,795.0
1012022,18:00,19:00,0.0,819.0
1012022,19:00,20:00,0.0,819.0
1012022,20:00,21:00,0.0,694.0
1012022,21:00,22:00,0.0,693.0
1012022,22:00,23:00,0.0,701.0
1012022,23:00,00:00,0.0,565.0
2012022,00:00,01:00,0.0,511.0
2012022,01:00,02:00,0.0,546.0
2012022,02:00,03:00,0.0,415.0
2012022,03:00,04:00,0.0,400.0
2012022,04:00,05:00,0.0,400.0
2012022,05:00,06:00,0.0,401.0
2012022,06:00,07:00,0.0,400.0
2012022,07:00,08:00,0.0,418.0
2012022,08:00,09:00,0.0,550.0
2012022,09:00,10:00,0.0,550.0
2012022,10:00,11:00,0.0,507.0
2012022,11:00,12:00,0.0,414.0
2012022,12:00,13:00,0.0,401.0
2012022,13:00,14:00,0.0,405.0
2012022,14:00,15:00,0.0,404.0
2012022,15:00,16:00,0.0,405.0
2012022,16:00,17:00,0.0,420.0
2012022,17:00,18:00,0.0,546.0
2012022,18:00,19:00,0.0,533.0
2012022,19:00,20:00,0.0,415.0
2012022,20:00,21:00,0.0,396.0
2012022,21:00,22:00,0.0,396.0
2012022,22:00,23:00,0.0,398.0
2012022,23:00,00:00,0.0,422.0
3012022,00:00,01:00,0.0,545.0
3012022,01:00,02:00,0.0,531.0
3012022,02:00,03:00,0.0,411.0
3012022,03:00,04:00,0.0,405.0
3012022,04:00,05:00,0.0,405.0
3012022,05:00,06:00,0.0,420.0
3012022,06:00,07:00,0.0,549.0
3012022,07:00,08:00,0.0,552.0
3012022,08:00,09:00,0.0,526.0
3012022,09:00,10:00,0.0,573.0
3012022,10:00,11:00,0.0,691.0
3012022,11:00,12:00,0.0,725.0
3012022,12:00,13:00,0.0,621.0
3012022,13:00,14:00,0.0,599.0
3012022,14:00,15:00,0.0,648.0
3012022,15:00,16:00,0.0,829.0
3012022,16:00,17:00,0.0,803.0
3012022,17:00,18:00,0.0,687.0
3012022,18:00,19:00,0.0,604.0
3012022,19:00,20:00,0.0,710.0
3012022,20:00,21:00,0.0,825.0
3012022,21:00,22:00,0.0,815.0
3012022,22:00,23:00,0.0,808.0
3012022,23:00,00:00,37.0,726.0
4012022,00:00,01:00,192.0,819.0
4012022,01:00,02:00,295.0,810.0
4012022,02:00,03:00,387.0,797.0
4012022,03:00,04:00,423.0,751.0
4012022,04:00,05:00,521.0,826.0
4012022,05:00,06:00,563.0,827.0
4012022,06:00,07:00,576.0,826.0
4012022,07:00,08:00,580.0,827.0
4012022,08:00,09:00,587.0,827.0
4012022,09:00,10:00,582.0,828.0
4012022,10:00,11:00,588.0,827.0
4012022,11:00,12:00,579.0,824.0
4012022,12:00,13:00,579.0,826.0
4012022,13:00,14:00,587.0,826.0
4012022,14:00,15:00,583.0,827.0
4012022,15:00,16:00,577.0,830.0
4012022,16:00,17:00,572.0,828.0
4012022,17:00,18:00,565.0,823.0
4012022,18:00,19:00,566.0,829.0
4012022,19:00,20:00,564.0,824.0
4012022,20:00,21:00,570.0,825.0
4012022,21:00,22:00,563.0,831.0
4012022,22:00,23:00,556.0,831.0
4012022,23:00,00:00,556.0,830.0
5012022,00:00,01:00,554.0,821.0
5012022,01:00,02:00,557.0,801.0
5012022,02:00,03:00,545.0,619.0
5012022,03:00,04:00,560.0,604.0
5012022,04:00,05:00,561.0,731.0
5012022,05:00,06:00,570.0,825.0
5012022,06:00,07:00,569.0,821.0
5012022,07:00,08:00,584.0,819.0
5012022,08:00,09:00,589.0,828.0
5012022,09:00,10:00,586.0,827.0
5012022,10:00,11:00,571.0,747.0
5012022,11:00,12:00,581.0,816.0
5012022,12:00,13:00,583.0,829.0
5012022,13:00,14:00,580.0,827.0
