date,start,end,11WD2S2610001015,11WD2S262000102W,11WD2S260000100F
4012019,08:00,09:00,109,107,96
4012019,09:00,10:00,110,109,97
4012019,10:00,11:00,109,108,99
4012019,11:00,12:00,110,108,97
4012019,12:00,13:00,109,107,96
4012019,13:00,14:00,109,107,98
4012019,14:00,15:00,109,107,98
4012019,15:00,16:00,109,107,99
4012019,16:00,17:00,110,109,101
4012019,17:00,18:00,109,107,99
4012019,18:00,19:00,109,107,97
4012019,19:00,20:00,109,108,94
4012019,20:00,21:00,109,108,96
4012019,21:00,22:00,109,107,99
4012019,22:00,23:00,109,107,100
4012019,23:00,00:00,109,106,98
5012019,00:00,01:00,109,107,105
5012019,01:00,02:00,109,107,108
5012019,02:00,03:00,109,107,108
5012019,03:00,04:00,109,107,109
5012019,04:00,05:00,112,111,114
5012019,05:00,06:00,112,112,115
5012019,06:00,07:00,112,112,117
5012019,07:00,08:00,112,112,116
5012019,08:00,09:00,112,112,118
5012019,09:00,10:00,112,114,120
5012019,10:00,11:00,112,115,120
5012019,11:00,12:00,112,115,117
5012019,12:00,13:00,112,114,111
5012019,13:00,14:00,112,114,110
5012019,14:00,15:00,112,114,109
5012019,15:00,16:00,111,114,105
5012019,16:00,17:00,111,114,106
5012019,17:00,18:00,111,114,107
5012019,18:00,19:00,111,114,104
5012019,19:00,20:00,111,114,104
5012019,20:00,21:00,111,110,96
5012019,21:00,22:00,111,107,105
5012019,22:00,23:00,111,107,104
5012019,23:00,00:00,111,107,98
