date,start,end,11WD2HANN5C---1X,11WD2HANN5C---2V
1012020,00:00,01:00,111,51
1012020,01:00,02:00,108,57
1012020,02:00,03:00,109,56
1012020,03:00,04:00,110,56
1012020,04:00,05:00,109,54
1012020,05:00,06:00,112,54
1012020,06:00,07:00,111,54
1012020,07:00,08:00,111,54
1012020,08:00,09:00,112,50
1012020,09:00,10:00,112,51
1012020,10:00,11:00,112,52
1012020,11:00,12:00,113,50
1012020,12:00,13:00,113,51
1012020,13:00,14:00,113,50
1012020,14:00,15:00,113,51
1012020,15:00,16:00,112,50
1012020,16:00,17:00,112,50
1012020,17:00,18:00,112,49
1012020,18:00,19:00,112,50
1012020,19:00,20:00,113,51
1012020,20:00,21:00,113,51
1012020,21:00,22:00,114,50
1012020,22:00,23:00,100,50
1012020,23:00,00:00,91,49
2012020,00:00,01:00,89,49
2012020,01:00,02:00,88,50
2012020,02:00,03:00,88,50
2012020,03:00,04:00,92,50
2012020,04:00,05:00,98,50
2012020,05:00,06:00,104,50
2012020,06:00,07:00,109,51
2012020,07:00,08:00,113,50
2012020,08:00,09:00,115,50
2012020,09:00,10:00,108,50
2012020,10:00,11:00,109,51
2012020,11:00,12:00,102,51
2012020,12:00,13:00,103,51
2012020,13:00,14:00,115,50
2012020,14:00,15:00,115,59
2012020,15:00,16:00,121,86
2012020,16:00,17:00,121,81
2012020,17:00,18:00,109,61
2012020,18:00,19:00,109,56
2012020,19:00,20:00,99,51
2012020,20:00,21:00,100,52
2012020,21:00,22:00,118,65
2012020,22:00,23:00,109,59
2012020,23:00,00:00,98,54
3012020,00:00,01:00,85,50
3012020,01:00,02:00,86,50
3012020,02:00,03:00,84,51
3012020,03:00,04:00,84,51
3012020,04:00,05:00,93,51
3012020,05:00,06:00,103,51
3012020,06:00,07:00,105,55
3012020,07:00,08:00,104,60
3012020,08:00,09:00,103,57
3012020,09:00,10:00,100,56
3012020,10:00,11:00,101,55
3012020,11:00,12:00,100,56
3012020,12:00,13:00,112,56
3012020,13:00,14:00,113,57
3012020,14:00,15:00,114,59
3012020,15:00,16:00,115,58
3012020,16:00,17:00,116,58
3012020,17:00,18:00,114,59
3012020,18:00,19:00,111,59
3012020,19:00,20:00,110,59
3012020,20:00,21:00,104,50
3012020,21:00,22:00,103,50
3012020,22:00,23:00,92,49
3012020,23:00,00:00,87,51
4012020,00:00,01:00,83,50
4012020,01:00,02:00,73,79
4012020,02:00,03:00,79,73
4012020,03:00,04:00,98,59
4012020,04:00,05:00,98,56
4012020,05:00,06:00,105,61
4012020,06:00,07:00,98,63
4012020,07:00,08:00,99,63
4012020,08:00,09:00,82,74
4012020,09:00,10:00,85,73
4012020,10:00,11:00,83,69
4012020,11:00,12:00,88,56
4012020,12:00,13:00,85,55
4012020,13:00,14:00,86,55
4012020,14:00,15:00,85,52
4012020,15:00,16:00,86,49
4012020,16:00,17:00,86,50
4012020,17:00,18:00,87,50
4012020,18:00,19:00,90,51
4012020,19:00,20:00,86,50
4012020,20:00,21:00,88,51
4012020,21:00,22:00,86,50
4012020,22:00,23:00,85,58
4012020,23:00,00:00,85,56
5012020,00:00,01:00,84,50
5012020,01:00,02:00,84,50
5012020,02:00,03:00,85,51
5012020,03:00,04:00,85,50
5012020,04:00,05:00,85,50
5012020,05:00,06:00,85,50
5012020,06:00,07:00,85,50
5012020,07:00,08:00,85,50
5012020,08:00,09:00,73,60
5012020,09:00,10:00,51,83
5012020,10:00,11:00,49,71
5012020,11:00,12:00,62,59
5012020,12:00,13:00,66,53
5012020,13:00,14:00,66,53
5012020,14:00,15:00,65,53
5012020,15:00,16:00,64,53
5012020,16:00,17:00,65,53
5012020,17:00,18:00,65,52
5012020,18:00,19:00,66,52
5012020,19:00,20:00,66,52
5012020,20:00,21:00,67,53
5012020,21:00,22:00,80,60
5012020,22:00,23:00,83,59
5012020,23:00,00:00,69,55
6012020,00:00,01:00,65,51
6012020,01:00,02:00,64,50
6012020,02:00,03:00,65,50
6012020,03:00,04:00,65,50
6012020,04:00,05:00,65,49
6012020,05:00,06:00,64,51
6012020,06:00,07:00,57,60
6012020,07:00,08:00,57,87
6012020,08:00,09:00,55,90
6012020,09:00,10:00,55,87
6012020,10:00,11:00,55,85
6012020,11:00,12:00,57,78
6012020,12:00,13:00,55,86
6012020,13:00,14:00,56,90
6012020,14:00,15:00,55,89
6012020,15:00,16:00,59,87
6012020,16:00,17:00,79,75
6012020,17:00,18:00,98,71
6012020,18:00,19:00,105,70
6012020,19:00,20:00,91,61
6012020,20:00,21:00,84,59
6012020,21:00,22:00,76,46
6012020,22:00,23:00,74,47
6012020,23:00,00:00,75,44
7012020,00:00,01:00,76,44
7012020,01:00,02:00,79,50
7012020,02:00,03:00,67,55
7012020,03:00,04:00,70,52
7012020,04:00,05:00,75,50
7012020,05:00,06:00,81,49
7012020,06:00,07:00,81,58
7012020,07:00,08:00,90,76
7012020,08:00,09:00,89,85
7012020,09:00,10:00,89,92
7012020,10:00,11:00,81,99
7012020,11:00,12:00,91,107
7012020,12:00,13:00,87,106
7012020,13:00,14:00,90,89
7012020,14:00,15:00,89,95
7012020,15:00,16:00,90,94
7012020,16:00,17:00,86,97
7012020,17:00,18:00,105,115
7012020,18:00,19:00,95,105
7012020,19:00,20:00,66,87
7012020,20:00,21:00,65,66
7012020,21:00,22:00,72,57
7012020,22:00,23:00,71,61
7012020,23:00,00:00,58,69
8012020,00:00,01:00,56,68
8012020,01:00,02:00,60,60
8012020,02:00,03:00,70,56
8012020,03:00,04:00,64,60
8012020,04:00,05:00,73,55
8012020,05:00,06:00,63,65
8012020,06:00,07:00,59,64
8012020,07:00,08:00,60,62
8012020,08:00,09:00,59,61
8012020,09:00,10:00,59,61
8012020,10:00,11:00,56,61
8012020,11:00,12:00,57,80
8012020,12:00,13:00,62,64
8012020,13:00,14:00,65,60
8012020,14:00,15:00,74,79
8012020,15:00,16:00,79,90
8012020,16:00,17:00,80,108
8012020,17:00,18:00,92,121
8012020,18:00,19:00,100,112
8012020,19:00,20:00,100,111
8012020,20:00,21:00,93,89
8012020,21:00,22:00,85,56
8012020,22:00,23:00,86,51
8012020,23:00,00:00,86,51
9012020,00:00,01:00,65,50
9012020,01:00,02:00,66,50
9012020,02:00,03:00,63,50
9012020,03:00,04:00,63,50
9012020,04:00,05:00,64,49
9012020,05:00,06:00,65,48
9012020,06:00,07:00,66,51
9012020,07:00,08:00,77,53
9012020,08:00,09:00,92,65
9012020,09:00,10:00,66,53
9012020,10:00,11:00,64,52
9012020,11:00,12:00,66,54
9012020,12:00,13:00,74,51
9012020,13:00,14:00,74,51
9012020,14:00,15:00,75,52
9012020,15:00,16:00,66,50
9012020,16:00,17:00,66,50
9012020,17:00,18:00,72,50
9012020,18:00,19:00,75,49
9012020,19:00,20:00,75,49
9012020,20:00,21:00,74,49
9012020,21:00,22:00,73,49
9012020,22:00,23:00,75,49
9012020,23:00,00:00,73,50
10012020,00:00,01:00,75,51
10012020,01:00,02:00,75,51
10012020,02:00,03:00,74,50
10012020,03:00,04:00,74,50
10012020,04:00,05:00,77,56
10012020,05:00,06:00,94,81
10012020,06:00,07:00,99,83
10012020,07:00,08:00,100,84
10012020,08:00,09:00,100,83
10012020,09:00,10:00,94,90
10012020,10:00,11:00,66,103
10012020,11:00,12:00,60,64
10012020,12:00,13:00,64,58
10012020,13:00,14:00,71,51
10012020,14:00,15:00,78,53
10012020,15:00,16:00,68,52
10012020,16:00,17:00,70,64
10012020,17:00,18:00,88,87
10012020,18:00,19:00,99,93
10012020,19:00,20:00,104,86
10012020,20:00,21:00,105,58
10012020,21:00,22:00,94,41
10012020,22:00,23:00,96,0
10012020,23:00,00:00,95,0
11012020,00:00,01:00,81,0
11012020,01:00,02:00,81,0
11012020,02:00,03:00,80,0
11012020,03:00,04:00,84,0
11012020,04:00,05:00,92,0
11012020,05:00,06:00,94,0
11012020,06:00,07:00,94,0
11012020,07:00,08:00,109,0
11012020,08:00,09:00,108,0
11012020,09:00,10:00,110,0
11012020,10:00,11:00,111,0
11012020,11:00,12:00,110,0
11012020,12:00,13:00,110,0
11012020,13:00,14:00,109,0
11012020,14:00,15:00,109,0
11012020,15:00,16:00,110,0
11012020,16:00,17:00,109,0
11012020,17:00,18:00,109,0
11012020,18:00,19:00,111,0
11012020,19:00,20:00,111,0
11012020,20:00,21:00,109,0
11012020,21:00,22:00,108,0
11012020,22:00,23:00,111,0
11012020,23:00,00:00,111,0
12012020,00:00,01:00,110,0
12012020,01:00,02:00,110,0
12012020,02:00,03:00,110,0
12012020,03:00,04:00,104,0
12012020,04:00,05:00,105,0
12012020,05:00,06:00,105,0
12012020,06:00,07:00,105,0
12012020,07:00,08:00,105,0
12012020,08:00,09:00,104,0
12012020,09:00,10:00,105,0
12012020,10:00,11:00,104,0
12012020,11:00,12:00,105,0
12012020,12:00,13:00,103,0
12012020,13:00,14:00,110,0
12012020,14:00,15:00,109,0
12012020,15:00,16:00,109,0
12012020,16:00,17:00,109,0
12012020,17:00,18:00,111,0
12012020,18:00,19:00,108,0
12012020,19:00,20:00,109,0
12012020,20:00,21:00,109,0
12012020,21:00,22:00,109,0
12012020,22:00,23:00,106,0
12012020,23:00,00:00,104,0
13012020,00:00,01:00,100,0
13012020,01:00,02:00,108,0
13012020,02:00,03:00,106,0
13012020,03:00,04:00,104,0
13012020,04:00,05:00,106,40
13012020,05:00,06:00,110,57
13012020,06:00,07:00,110,70
13012020,07:00,08:00,110,91
13012020,08:00,09:00,109,102
13012020,09:00,10:00,102,99
13012020,10:00,11:00,109,109
13012020,11:00,12:00,101,110
13012020,12:00,13:00,100,110
13012020,13:00,14:00,101,112
13012020,14:00,15:00,102,110
13012020,15:00,16:00,101,110
13012020,16:00,17:00,105,114
13012020,17:00,18:00,89,100
13012020,18:00,19:00,81,89
13012020,19:00,20:00,79,80
13012020,20:00,21:00,63,61
13012020,21:00,22:00,69,60
13012020,22:00,23:00,84,62
13012020,23:00,00:00,84,54
14012020,00:00,01:00,77,51
14012020,01:00,02:00,71,51
14012020,02:00,03:00,70,50
14012020,03:00,04:00,70,49
14012020,04:00,05:00,74,50
14012020,05:00,06:00,81,50
14012020,06:00,07:00,81,49
14012020,07:00,08:00,80,49
14012020,08:00,09:00,71,49
14012020,09:00,10:00,75,50
14012020,10:00,11:00,64,49
14012020,11:00,12:00,66,48
14012020,12:00,13:00,64,49
14012020,13:00,14:00,65,50
14012020,14:00,15:00,65,50
14012020,15:00,16:00,67,49
14012020,16:00,17:00,70,51
14012020,17:00,18:00,69,50
14012020,18:00,19:00,65,50
14012020,19:00,20:00,66,49
14012020,20:00,21:00,79,50
14012020,21:00,22:00,89,49
14012020,22:00,23:00,90,51
14012020,23:00,00:00,89,59
15012020,00:00,01:00,78,50
15012020,01:00,02:00,70,50
15012020,02:00,03:00,69,50
15012020,03:00,04:00,70,50
15012020,04:00,05:00,79,49
15012020,05:00,06:00,84,49
15012020,06:00,07:00,80,49
15012020,07:00,08:00,84,49
15012020,08:00,09:00,97,52
15012020,09:00,10:00,125,70
15012020,10:00,11:00,116,61
15012020,11:00,12:00,72,51
15012020,12:00,13:00,66,51
15012020,13:00,14:00,64,50
15012020,14:00,15:00,65,51
15012020,15:00,16:00,66,50
15012020,16:00,17:00,85,65
15012020,17:00,18:00,99,80
15012020,18:00,19:00,99,84
15012020,19:00,20:00,91,71
15012020,20:00,21:00,79,50
15012020,21:00,22:00,85,51
15012020,22:00,23:00,90,50
15012020,23:00,00:00,100,51
16012020,00:00,01:00,84,50
16012020,01:00,02:00,70,51
16012020,02:00,03:00,70,50
16012020,03:00,04:00,72,50
16012020,04:00,05:00,76,49
16012020,05:00,06:00,87,49
16012020,06:00,07:00,89,49
16012020,07:00,08:00,91,66
16012020,08:00,09:00,99,94
16012020,09:00,10:00,124,110
16012020,10:00,11:00,112,119
16012020,11:00,12:00,93,97
16012020,12:00,13:00,57,77
16012020,13:00,14:00,47,81
16012020,14:00,15:00,42,101
16012020,15:00,16:00,35,126
16012020,16:00,17:00,33,129
16012020,17:00,18:00,63,129
16012020,18:00,19:00,83,124
16012020,19:00,20:00,95,90
16012020,20:00,21:00,91,83
16012020,21:00,22:00,87,58
16012020,22:00,23:00,81,51
16012020,23:00,00:00,80,50
17012020,00:00,01:00,66,51
17012020,01:00,02:00,65,51
17012020,02:00,03:00,66,51
17012020,03:00,04:00,67,51
17012020,04:00,05:00,70,51
17012020,05:00,06:00,85,50
17012020,06:00,07:00,80,50
17012020,07:00,08:00,71,50
17012020,08:00,09:00,64,51
