date,start,end,11WD8WED15C---2K,11WD8WED15C---1M
4012019,07:00,08:00,93.0,96.0
4012019,08:00,09:00,93.0,96.0
4012019,09:00,10:00,93.0,98.0
4012019,10:00,11:00,88.0,98.0
4012019,11:00,12:00,70.0,85.0
4012019,12:00,13:00,67.0,57.0
4012019,13:00,14:00,63.0,57.0
4012019,14:00,15:00,61.0,56.0
4012019,15:00,16:00,61.0,56.0
4012019,16:00,17:00,75.0,84.0
4012019,17:00,18:00,94.0,98.0
4012019,18:00,19:00,88.0,90.0
4012019,19:00,20:00,57.0,56.0
4012019,20:00,21:00,51.0,34.0
4012019,21:00,22:00,44.0,24.0
4012019,22:00,23:00,42.0,0.0
4012019,23:00,00:00,38.0,0.0
5012019,00:00,01:00,39.0,0.0
5012019,01:00,02:00,39.0,0.0
5012019,02:00,03:00,39.0,0.0
5012019,03:00,04:00,52.0,0.0
5012019,04:00,05:00,41.0,0.0
5012019,05:00,06:00,40.0,0.0
5012019,06:00,07:00,40.0,0.0
5012019,07:00,08:00,40.0,0.0
5012019,08:00,09:00,40.0,0.0
5012019,09:00,10:00,40.0,0.0
5012019,10:00,11:00,40.0,0.0
5012019,11:00,12:00,40.0,0.0
5012019,12:00,13:00,48.0,0.0
5012019,13:00,14:00,83.0,0.0
5012019,14:00,15:00,105.0,0.0
5012019,15:00,16:00,106.0,0.0
5012019,16:00,17:00,106.0,0.0
5012019,17:00,18:00,105.0,0.0
5012019,18:00,19:00,105.0,0.0
5012019,19:00,20:00,91.0,0.0
5012019,20:00,21:00,53.0,0.0
5012019,21:00,22:00,56.0,0.0
5012019,22:00,23:00,50.0,0.0
5012019,23:00,00:00,45.0,0.0
6012019,00:00,01:00,36.0,0.0
6012019,01:00,02:00,39.0,0.0
6012019,02:00,03:00,37.0,0.0
6012019,03:00,04:00,37.0,0.0
6012019,04:00,05:00,37.0,0.0
6012019,05:00,06:00,44.0,0.0
6012019,06:00,07:00,58.0,0.0
6012019,07:00,08:00,58.0,0.0
6012019,08:00,09:00,73.0,0.0
6012019,09:00,10:00,106.0,0.0
6012019,10:00,11:00,106.0,0.0
6012019,11:00,12:00,106.0,0.0
6012019,12:00,13:00,105.0,0.0
6012019,13:00,14:00,106.0,0.0
6012019,14:00,15:00,106.0,0.0
6012019,15:00,16:00,107.0,0.0
6012019,16:00,17:00,107.0,0.0
6012019,17:00,18:00,106.0,0.0
6012019,18:00,19:00,106.0,0.0
6012019,19:00,20:00,106.0,0.0
6012019,20:00,21:00,106.0,0.0
6012019,21:00,22:00,107.0,0.0
6012019,22:00,23:00,102.0,0.0
6012019,23:00,00:00,77.0,0.0
7012019,00:00,01:00,41.0,0.0
7012019,01:00,02:00,37.0,0.0
7012019,02:00,03:00,58.0,0.0
7012019,03:00,04:00,64.0,8.0
7012019,04:00,05:00,75.0,42.0
7012019,05:00,06:00,80.0,52.0
7012019,06:00,07:00,80.0,52.0
7012019,07:00,08:00,80.0,70.0
7012019,08:00,09:00,81.0,84.0
7012019,09:00,10:00,81.0,86.0
7012019,10:00,11:00,80.0,87.0
7012019,11:00,12:00,80.0,88.0
7012019,12:00,13:00,80.0,89.0
7012019,13:00,14:00,81.0,87.0
7012019,14:00,15:00,84.0,90.0
7012019,15:00,16:00,96.0,96.0
7012019,16:00,17:00,97.0,99.0
7012019,17:00,18:00,95.0,84.0
7012019,18:00,19:00,67.0,58.0
7012019,19:00,20:00,49.0,49.0
7012019,20:00,21:00,38.0,26.0
7012019,21:00,22:00,38.0,26.0
7012019,22:00,23:00,37.0,25.0
7012019,23:00,00:00,37.0,25.0
8012019,00:00,01:00,38.0,25.0
8012019,01:00,02:00,38.0,25.0
8012019,02:00,03:00,37.0,25.0
8012019,03:00,04:00,37.0,25.0
8012019,04:00,05:00,37.0,25.0
8012019,05:00,06:00,37.0,25.0
8012019,06:00,07:00,38.0,25.0
8012019,07:00,08:00,40.0,25.0
8012019,08:00,09:00,75.0,27.0
8012019,09:00,10:00,100.0,28.0
8012019,10:00,11:00,98.0,27.0
8012019,11:00,12:00,73.0,28.0
8012019,12:00,13:00,59.0,29.0
8012019,13:00,14:00,56.0,29.0
8012019,14:00,15:00,55.0,28.0
8012019,15:00,16:00,56.0,28.0
8012019,16:00,17:00,57.0,28.0
8012019,17:00,18:00,57.0,28.0
8012019,18:00,19:00,57.0,28.0
8012019,19:00,20:00,44.0,26.0
8012019,20:00,21:00,43.0,25.0
8012019,21:00,22:00,44.0,26.0
8012019,22:00,23:00,47.0,26.0
8012019,23:00,00:00,52.0,26.0
9012019,00:00,01:00,50.0,26.0
9012019,01:00,02:00,50.0,26.0
9012019,02:00,03:00,49.0,26.0
9012019,03:00,04:00,48.0,26.0
9012019,04:00,05:00,48.0,26.0
9012019,05:00,06:00,47.0,26.0
9012019,06:00,07:00,54.0,26.0
9012019,07:00,08:00,67.0,34.0
9012019,08:00,09:00,97.0,73.0
9012019,09:00,10:00,90.0,98.0
9012019,10:00,11:00,90.0,99.0
9012019,11:00,12:00,78.0,71.0
9012019,12:00,13:00,66.0,37.0
9012019,13:00,14:00,60.0,29.0
9012019,14:00,15:00,70.0,44.0
9012019,15:00,16:00,94.0,80.0
9012019,16:00,17:00,89.0,96.0
9012019,17:00,18:00,81.0,56.0
9012019,18:00,19:00,70.0,52.0
9012019,19:00,20:00,69.0,52.0
9012019,20:00,21:00,68.0,52.0
9012019,21:00,22:00,68.0,52.0
9012019,22:00,23:00,66.0,45.0
9012019,23:00,00:00,56.0,25.0
10012019,00:00,01:00,54.0,24.0
10012019,01:00,02:00,54.0,24.0
10012019,02:00,03:00,54.0,24.0
10012019,03:00,04:00,57.0,24.0
10012019,04:00,05:00,62.0,28.0
10012019,05:00,06:00,71.0,52.0
10012019,06:00,07:00,71.0,55.0
10012019,07:00,08:00,71.0,55.0
10012019,08:00,09:00,80.0,63.0
10012019,09:00,10:00,85.0,93.0
10012019,10:00,11:00,85.0,95.0
10012019,11:00,12:00,88.0,88.0
10012019,12:00,13:00,88.0,89.0
10012019,13:00,14:00,89.0,88.0
10012019,14:00,15:00,88.0,88.0
10012019,15:00,16:00,88.0,88.0
10012019,16:00,17:00,89.0,89.0
10012019,17:00,18:00,89.0,89.0
10012019,18:00,19:00,89.0,88.0
10012019,19:00,20:00,89.0,86.0
10012019,20:00,21:00,88.0,86.0
10012019,21:00,22:00,88.0,86.0
10012019,22:00,23:00,88.0,86.0
10012019,23:00,00:00,89.0,86.0
11012019,00:00,01:00,81.0,79.0
11012019,01:00,02:00,71.0,56.0
11012019,02:00,03:00,61.0,31.0
11012019,03:00,04:00,55.0,26.0
11012019,04:00,05:00,59.0,26.0
11012019,05:00,06:00,77.0,45.0
11012019,06:00,07:00,94.0,82.0
11012019,07:00,08:00,90.0,98.0
11012019,08:00,09:00,90.0,99.0
11012019,09:00,10:00,92.0,97.0
11012019,10:00,11:00,91.0,97.0
11012019,11:00,12:00,94.0,97.0
11012019,12:00,13:00,94.0,97.0
11012019,13:00,14:00,94.0,97.0
11012019,14:00,15:00,83.0,83.0
11012019,15:00,16:00,56.0,56.0
11012019,16:00,17:00,65.0,34.0
11012019,17:00,18:00,86.0,28.0
11012019,18:00,19:00,64.0,28.0
11012019,19:00,20:00,50.0,27.0
11012019,20:00,21:00,42.0,2.0
11012019,21:00,22:00,41.0,0.0
11012019,22:00,23:00,42.0,0.0
11012019,23:00,00:00,40.0,0.0
12012019,00:00,01:00,40.0,0.0
12012019,01:00,02:00,39.0,0.0
12012019,02:00,03:00,38.0,0.0
12012019,03:00,04:00,38.0,0.0
12012019,04:00,05:00,39.0,0.0
12012019,05:00,06:00,38.0,0.0
12012019,06:00,07:00,38.0,0.0
12012019,07:00,08:00,38.0,0.0
12012019,08:00,09:00,39.0,0.0
12012019,09:00,10:00,39.0,0.0
12012019,10:00,11:00,38.0,0.0
12012019,11:00,12:00,38.0,0.0
12012019,12:00,13:00,39.0,0.0
12012019,13:00,14:00,39.0,0.0
12012019,14:00,15:00,38.0,0.0
12012019,15:00,16:00,37.0,0.0
12012019,16:00,17:00,36.0,0.0
12012019,17:00,18:00,36.0,0.0
12012019,18:00,19:00,36.0,0.0
12012019,19:00,20:00,36.0,0.0
12012019,20:00,21:00,35.0,0.0
12012019,21:00,22:00,35.0,0.0
12012019,22:00,23:00,36.0,0.0
12012019,23:00,00:00,36.0,0.0
13012019,00:00,01:00,36.0,0.0
13012019,01:00,02:00,36.0,0.0
13012019,02:00,03:00,40.0,0.0
13012019,03:00,04:00,38.0,0.0
13012019,04:00,05:00,36.0,0.0
13012019,05:00,06:00,36.0,0.0
13012019,06:00,07:00,35.0,0.0
13012019,07:00,08:00,35.0,0.0
13012019,08:00,09:00,35.0,0.0
13012019,09:00,10:00,35.0,0.0
13012019,10:00,11:00,35.0,0.0
13012019,11:00,12:00,35.0,0.0
13012019,12:00,13:00,35.0,0.0
13012019,13:00,14:00,35.0,0.0
13012019,14:00,15:00,35.0,0.0
13012019,15:00,16:00,35.0,0.0
13012019,16:00,17:00,35.0,0.0
13012019,17:00,18:00,35.0,0.0
13012019,18:00,19:00,36.0,0.0
13012019,19:00,20:00,36.0,0.0
13012019,20:00,21:00,36.0,0.0
13012019,21:00,22:00,36.0,0.0
13012019,22:00,23:00,37.0,0.0
13012019,23:00,00:00,37.0,0.0
14012019,00:00,01:00,37.0,0.0
14012019,01:00,02:00,39.0,0.0
14012019,02:00,03:00,41.0,0.0
14012019,03:00,04:00,46.0,0.0
14012019,04:00,05:00,48.0,0.0
14012019,05:00,06:00,51.0,0.0
14012019,06:00,07:00,73.0,0.0
14012019,07:00,08:00,97.0,0.0
14012019,08:00,09:00,98.0,0.0
14012019,09:00,10:00,93.0,0.0
14012019,10:00,11:00,93.0,0.0
14012019,11:00,12:00,91.0,0.0
14012019,12:00,13:00,91.0,0.0
14012019,13:00,14:00,92.0,0.0
14012019,14:00,15:00,91.0,0.0
14012019,15:00,16:00,90.0,0.0
14012019,16:00,17:00,90.0,0.0
14012019,17:00,18:00,90.0,0.0
14012019,18:00,19:00,92.0,0.0
14012019,19:00,20:00,92.0,0.0
14012019,20:00,21:00,72.0,0.0
14012019,21:00,22:00,62.0,0.0
14012019,22:00,23:00,53.0,0.0
14012019,23:00,00:00,53.0,0.0
15012019,00:00,01:00,49.0,0.0
15012019,01:00,02:00,46.0,0.0
15012019,02:00,03:00,47.0,0.0
15012019,03:00,04:00,48.0,0.0
15012019,04:00,05:00,49.0,0.0
15012019,05:00,06:00,49.0,0.0
15012019,06:00,07:00,72.0,0.0
15012019,07:00,08:00,100.0,0.0
15012019,08:00,09:00,102.0,0.0
15012019,09:00,10:00,101.0,0.0
15012019,10:00,11:00,104.0,0.0
15012019,11:00,12:00,104.0,0.0
15012019,12:00,13:00,100.0,0.0
15012019,13:00,14:00,85.0,0.0
15012019,14:00,15:00,85.0,0.0
15012019,15:00,16:00,84.0,0.0
15012019,16:00,17:00,83.0,0.0
15012019,17:00,18:00,84.0,0.0
15012019,18:00,19:00,72.0,0.0
15012019,19:00,20:00,49.0,0.0
15012019,20:00,21:00,44.0,0.0
15012019,21:00,22:00,45.0,0.0
15012019,22:00,23:00,46.0,0.0
15012019,23:00,00:00,45.0,0.0
16012019,00:00,01:00,46.0,0.0
16012019,01:00,02:00,45.0,0.0
16012019,02:00,03:00,43.0,0.0
16012019,03:00,04:00,44.0,0.0
16012019,04:00,05:00,46.0,0.0
16012019,05:00,06:00,46.0,0.0
16012019,06:00,07:00,45.0,0.0
16012019,07:00,08:00,77.0,0.0
16012019,08:00,09:00,107.0,0.0
16012019,09:00,10:00,105.0,0.0
16012019,10:00,11:00,104.0,0.0
16012019,11:00,12:00,105.0,0.0
16012019,12:00,13:00,105.0,0.0
16012019,13:00,14:00,105.0,0.0
16012019,14:00,15:00,106.0,0.0
16012019,15:00,16:00,107.0,0.0
16012019,16:00,17:00,105.0,0.0
16012019,17:00,18:00,102.0,0.0
16012019,18:00,19:00,103.0,0.0
16012019,19:00,20:00,89.0,0.0
16012019,20:00,21:00,42.0,0.0
16012019,21:00,22:00,37.0,0.0
16012019,22:00,23:00,39.0,0.0
16012019,23:00,00:00,39.0,0.0
17012019,00:00,01:00,39.0,0.0
17012019,01:00,02:00,39.0,0.0
17012019,02:00,03:00,37.0,0.0
17012019,03:00,04:00,37.0,0.0
17012019,04:00,05:00,38.0,0.0
17012019,05:00,06:00,39.0,0.0
17012019,06:00,07:00,61.0,0.0
17012019,07:00,08:00,100.0,0.0
17012019,08:00,09:00,103.0,0.0
17012019,09:00,10:00,104.0,0.0
17012019,10:00,11:00,102.0,0.0
17012019,11:00,12:00,97.0,0.0
17012019,12:00,13:00,80.0,0.0
17012019,13:00,14:00,83.0,0.0
17012019,14:00,15:00,103.0,0.0
17012019,15:00,16:00,103.0,0.0
17012019,16:00,17:00,104.0,0.0
17012019,17:00,18:00,100.0,0.0
17012019,18:00,19:00,96.0,0.0
17012019,19:00,20:00,79.0,0.0
17012019,20:00,21:00,57.0,0.0
17012019,21:00,22:00,58.0,0.0
17012019,22:00,23:00,64.0,0.0
17012019,23:00,00:00,65.0,0.0
18012019,00:00,01:00,65.0,0.0
18012019,01:00,02:00,68.0,17.0
18012019,02:00,03:00,73.0,42.0
18012019,03:00,04:00,73.0,46.0
18012019,04:00,05:00,77.0,47.0
18012019,05:00,06:00,80.0,49.0
18012019,06:00,07:00,82.0,52.0
18012019,07:00,08:00,87.0,64.0
18012019,08:00,09:00,84.0,77.0
18012019,09:00,10:00,74.0,77.0
18012019,10:00,11:00,90.0,77.0
18012019,11:00,12:00,105.0,79.0
18012019,12:00,13:00,93.0,75.0
18012019,13:00,14:00,85.0,75.0
18012019,14:00,15:00,83.0,78.0
18012019,15:00,16:00,92.0,82.0
18012019,16:00,17:00,89.0,88.0
18012019,17:00,18:00,86.0,88.0
18012019,18:00,19:00,88.0,89.0
18012019,19:00,20:00,89.0,89.0
18012019,20:00,21:00,88.0,88.0
18012019,21:00,22:00,88.0,88.0
18012019,22:00,23:00,89.0,87.0
18012019,23:00,00:00,88.0,86.0
19012019,00:00,01:00,88.0,86.0
19012019,01:00,02:00,87.0,85.0
19012019,02:00,03:00,86.0,85.0
19012019,03:00,04:00,86.0,86.0
19012019,04:00,05:00,86.0,86.0
19012019,05:00,06:00,86.0,85.0
19012019,06:00,07:00,86.0,84.0
19012019,07:00,08:00,80.0,83.0
19012019,08:00,09:00,67.0,78.0
19012019,09:00,10:00,70.0,78.0
19012019,10:00,11:00,67.0,79.0
19012019,11:00,12:00,69.0,79.0
19012019,12:00,13:00,69.0,81.0
19012019,13:00,14:00,75.0,84.0
19012019,14:00,15:00,81.0,86.0
19012019,15:00,16:00,87.0,93.0
19012019,16:00,17:00,87.0,93.0
19012019,17:00,18:00,87.0,93.0
19012019,18:00,19:00,87.0,90.0
19012019,19:00,20:00,86.0,88.0
19012019,20:00,21:00,87.0,88.0
19012019,21:00,22:00,86.0,89.0
19012019,22:00,23:00,88.0,84.0
19012019,23:00,00:00,78.0,52.0
20012019,00:00,01:00,72.0,26.0
20012019,01:00,02:00,73.0,25.0
20012019,02:00,03:00,76.0,25.0
20012019,03:00,04:00,77.0,24.0
20012019,04:00,05:00,79.0,25.0
20012019,05:00,06:00,77.0,24.0
20012019,06:00,07:00,77.0,24.0
20012019,07:00,08:00,79.0,26.0
20012019,08:00,09:00,76.0,26.0
20012019,09:00,10:00,79.0,26.0
20012019,10:00,11:00,77.0,26.0
20012019,11:00,12:00,78.0,30.0
20012019,12:00,13:00,82.0,64.0
20012019,13:00,14:00,75.0,77.0
20012019,14:00,15:00,79.0,85.0
20012019,15:00,16:00,82.0,93.0
20012019,16:00,17:00,80.0,90.0
20012019,17:00,18:00,80.0,86.0
20012019,18:00,19:00,79.0,85.0
20012019,19:00,20:00,81.0,86.0
20012019,20:00,21:00,81.0,85.0
20012019,21:00,22:00,81.0,83.0
20012019,22:00,23:00,80.0,82.0
20012019,23:00,00:00,79.0,79.0
21012019,00:00,01:00,80.0,79.0
21012019,01:00,02:00,79.0,78.0
21012019,02:00,03:00,79.0,60.0
21012019,03:00,04:00,80.0,27.0
21012019,04:00,05:00,80.0,36.0
21012019,05:00,06:00,80.0,76.0
21012019,06:00,07:00,80.0,77.0
21012019,07:00,08:00,80.0,67.0
21012019,08:00,09:00,82.0,55.0
21012019,09:00,10:00,67.0,54.0
21012019,10:00,11:00,84.0,70.0
21012019,11:00,12:00,82.0,78.0
21012019,12:00,13:00,81.0,78.0
21012019,13:00,14:00,80.0,75.0
21012019,14:00,15:00,82.0,76.0
21012019,15:00,16:00,83.0,75.0
21012019,16:00,17:00,84.0,75.0
21012019,17:00,18:00,83.0,74.0
21012019,18:00,19:00,84.0,75.0
21012019,19:00,20:00,84.0,78.0
21012019,20:00,21:00,83.0,77.0
21012019,21:00,22:00,83.0,79.0
21012019,22:00,23:00,83.0,89.0
21012019,23:00,00:00,81.0,91.0
22012019,00:00,01:00,83.0,91.0
22012019,01:00,02:00,82.0,92.0
22012019,02:00,03:00,82.0,94.0
22012019,03:00,04:00,75.0,91.0
22012019,04:00,05:00,72.0,91.0
22012019,05:00,06:00,74.0,93.0
22012019,06:00,07:00,80.0,93.0
22012019,07:00,08:00,82.0,93.0
22012019,08:00,09:00,80.0,88.0
22012019,09:00,10:00,81.0,85.0
22012019,10:00,11:00,81.0,84.0
22012019,11:00,12:00,82.0,85.0
22012019,12:00,13:00,80.0,85.0
22012019,13:00,14:00,81.0,85.0
22012019,14:00,15:00,81.0,85.0
22012019,15:00,16:00,80.0,85.0
22012019,16:00,17:00,81.0,84.0
22012019,17:00,18:00,81.0,83.0
22012019,18:00,19:00,80.0,81.0
22012019,19:00,20:00,81.0,82.0
22012019,20:00,21:00,81.0,82.0
22012019,21:00,22:00,82.0,83.0
22012019,22:00,23:00,82.0,83.0
22012019,23:00,00:00,80.0,83.0
23012019,00:00,01:00,81.0,83.0
23012019,01:00,02:00,82.0,83.0
23012019,02:00,03:00,79.0,68.0
23012019,03:00,04:00,80.0,68.0
23012019,04:00,05:00,79.0,71.0
23012019,05:00,06:00,80.0,78.0
23012019,06:00,07:00,81.0,82.0
23012019,07:00,08:00,80.0,82.0
23012019,08:00,09:00,79.0,81.0
23012019,09:00,10:00,79.0,81.0
23012019,10:00,11:00,80.0,82.0
23012019,11:00,12:00,79.0,80.0
23012019,12:00,13:00,79.0,78.0
23012019,13:00,14:00,78.0,78.0
23012019,14:00,15:00,78.0,77.0
23012019,15:00,16:00,79.0,75.0
23012019,16:00,17:00,79.0,74.0
23012019,17:00,18:00,80.0,72.0
23012019,18:00,19:00,79.0,72.0
23012019,19:00,20:00,81.0,72.0
23012019,20:00,21:00,80.0,72.0
23012019,21:00,22:00,81.0,73.0
23012019,22:00,23:00,81.0,73.0
23012019,23:00,00:00,80.0,73.0
24012019,00:00,01:00,79.0,74.0
24012019,01:00,02:00,81.0,74.0
24012019,02:00,03:00,81.0,74.0
24012019,03:00,04:00,80.0,72.0
24012019,04:00,05:00,80.0,72.0
24012019,05:00,06:00,80.0,72.0
24012019,06:00,07:00,79.0,72.0
24012019,07:00,08:00,80.0,72.0
24012019,08:00,09:00,80.0,72.0
24012019,09:00,10:00,78.0,75.0
24012019,10:00,11:00,79.0,75.0
24012019,11:00,12:00,80.0,73.0
24012019,12:00,13:00,80.0,74.0
24012019,13:00,14:00,76.0,77.0
24012019,14:00,15:00,77.0,78.0
24012019,15:00,16:00,79.0,75.0
24012019,16:00,17:00,77.0,76.0
24012019,17:00,18:00,77.0,75.0
24012019,18:00,19:00,78.0,75.0
24012019,19:00,20:00,78.0,74.0
24012019,20:00,21:00,78.0,75.0
24012019,21:00,22:00,78.0,76.0
24012019,22:00,23:00,79.0,73.0
24012019,23:00,00:00,79.0,72.0
25012019,00:00,01:00,79.0,71.0
25012019,01:00,02:00,78.0,72.0
25012019,02:00,03:00,79.0,72.0
25012019,03:00,04:00,79.0,72.0
25012019,04:00,05:00,81.0,72.0
25012019,05:00,06:00,80.0,72.0
25012019,06:00,07:00,80.0,72.0
25012019,07:00,08:00,80.0,72.0
25012019,08:00,09:00,81.0,72.0
25012019,09:00,10:00,80.0,76.0
25012019,10:00,11:00,79.0,77.0
25012019,11:00,12:00,80.0,75.0
25012019,12:00,13:00,79.0,75.0
25012019,13:00,14:00,79.0,76.0
25012019,14:00,15:00,80.0,79.0
25012019,15:00,16:00,78.0,82.0
25012019,16:00,17:00,77.0,82.0
25012019,17:00,18:00,79.0,81.0
25012019,18:00,19:00,79.0,80.0
25012019,19:00,20:00,79.0,80.0
25012019,20:00,21:00,77.0,81.0
25012019,21:00,22:00,78.0,78.0
25012019,22:00,23:00,77.0,58.0
25012019,23:00,00:00,81.0,55.0
26012019,00:00,01:00,81.0,51.0
26012019,01:00,02:00,79.0,21.0
26012019,02:00,03:00,76.0,0.0
26012019,03:00,04:00,77.0,0.0
26012019,04:00,05:00,77.0,0.0
26012019,05:00,06:00,78.0,0.0
26012019,06:00,07:00,76.0,0.0
26012019,07:00,08:00,79.0,0.0
26012019,08:00,09:00,78.0,0.0
26012019,09:00,10:00,79.0,0.0
26012019,10:00,11:00,79.0,0.0
26012019,11:00,12:00,77.0,0.0
26012019,12:00,13:00,77.0,0.0
26012019,13:00,14:00,76.0,0.0
26012019,14:00,15:00,75.0,0.0
26012019,15:00,16:00,75.0,0.0
26012019,16:00,17:00,76.0,0.0
26012019,17:00,18:00,75.0,0.0
26012019,18:00,19:00,76.0,0.0
26012019,19:00,20:00,76.0,0.0
26012019,20:00,21:00,77.0,0.0
26012019,21:00,22:00,76.0,0.0
26012019,22:00,23:00,76.0,0.0
26012019,23:00,00:00,77.0,0.0
27012019,00:00,01:00,76.0,0.0
27012019,01:00,02:00,76.0,0.0
27012019,02:00,03:00,77.0,0.0
27012019,03:00,04:00,78.0,0.0
27012019,04:00,05:00,77.0,0.0
27012019,05:00,06:00,77.0,0.0
27012019,06:00,07:00,77.0,0.0
27012019,07:00,08:00,77.0,0.0
27012019,08:00,09:00,77.0,0.0
27012019,09:00,10:00,78.0,0.0
27012019,10:00,11:00,78.0,0.0
27012019,11:00,12:00,78.0,0.0
27012019,12:00,13:00,77.0,0.0
27012019,13:00,14:00,77.0,0.0
27012019,14:00,15:00,77.0,0.0
27012019,15:00,16:00,77.0,0.0
27012019,16:00,17:00,77.0,0.0
27012019,17:00,18:00,77.0,0.0
27012019,18:00,19:00,76.0,0.0
27012019,19:00,20:00,77.0,0.0
27012019,20:00,21:00,76.0,0.0
27012019,21:00,22:00,74.0,0.0
27012019,22:00,23:00,74.0,0.0
27012019,23:00,00:00,75.0,0.0
28012019,00:00,01:00,76.0,0.0
28012019,01:00,02:00,77.0,15.0
28012019,02:00,03:00,78.0,42.0
28012019,03:00,04:00,77.0,46.0
28012019,04:00,05:00,66.0,47.0
28012019,05:00,06:00,78.0,66.0
28012019,06:00,07:00,84.0,80.0
28012019,07:00,08:00,83.0,91.0
28012019,08:00,09:00,84.0,99.0
28012019,09:00,10:00,82.0,98.0
28012019,10:00,11:00,82.0,98.0
28012019,11:00,12:00,81.0,99.0
28012019,12:00,13:00,81.0,100.0
28012019,13:00,14:00,80.0,95.0
28012019,14:00,15:00,73.0,82.0
28012019,15:00,16:00,85.0,99.0
28012019,16:00,17:00,86.0,99.0
28012019,17:00,18:00,86.0,96.0
28012019,18:00,19:00,83.0,94.0
28012019,19:00,20:00,82.0,92.0
28012019,20:00,21:00,82.0,92.0
28012019,21:00,22:00,73.0,85.0
28012019,22:00,23:00,73.0,77.0
28012019,23:00,00:00,75.0,54.0
29012019,00:00,01:00,60.0,28.0
29012019,01:00,02:00,61.0,28.0
29012019,02:00,03:00,65.0,28.0
29012019,03:00,04:00,64.0,28.0
29012019,04:00,05:00,64.0,28.0
29012019,05:00,06:00,74.0,50.0
29012019,06:00,07:00,83.0,79.0
29012019,07:00,08:00,82.0,89.0
29012019,08:00,09:00,83.0,89.0
29012019,09:00,10:00,83.0,90.0
29012019,10:00,11:00,83.0,95.0
29012019,11:00,12:00,82.0,95.0
29012019,12:00,13:00,82.0,97.0
29012019,13:00,14:00,85.0,98.0
29012019,14:00,15:00,85.0,97.0
29012019,15:00,16:00,84.0,96.0
29012019,16:00,17:00,81.0,95.0
29012019,17:00,18:00,82.0,93.0
29012019,18:00,19:00,82.0,93.0
29012019,19:00,20:00,81.0,93.0
29012019,20:00,21:00,81.0,90.0
29012019,21:00,22:00,74.0,63.0
29012019,22:00,23:00,77.0,50.0
29012019,23:00,00:00,68.0,28.0
30012019,00:00,01:00,66.0,26.0
