Timestamp,11WD7WEIS5B--E-Y,11WD7WEIS5GVGTGU,11WD7WEIS5GVGTHS,11WD7WEIS1B--F-M,11WD7WEIS1B--G-J,11WD7WEIS1B--H-G
2021-01-02 18:00:00,154,0,0,320,652,666
2021-01-02 19:00:00,154,0,0,321,654,666
2021-01-02 20:00:00,154,0,0,321,600,667
2021-01-02 21:00:00,153,0,0,321,482,666
2021-01-02 22:00:00,154,0,0,320,439,664
2021-01-02 23:00:00,153,0,0,321,412,506
2021-01-03 00:00:00,116,0,0,239,291,350
2021-01-03 01:00:00,95,0,0,190,288,346
2021-01-03 02:00:00,94,0,0,191,282,338
2021-01-03 03:00:00,93,0,0,191,258,310
2021-01-03 04:00:00,94,0,0,192,253,305
2021-01-03 05:00:00,89,0,0,191,248,297
2021-01-03 06:00:00,88,0,0,189,249,297
2021-01-03 07:00:00,87,0,0,189,250,297
2021-01-03 08:00:00,93,0,0,191,254,354
2021-01-03 09:00:00,94,0,0,192,254,358
2021-01-03 10:00:00,94,0,0,191,254,360
2021-01-03 11:00:00,94,0,0,192,254,359
2021-01-03 12:00:00,93,0,0,191,254,359
2021-01-03 13:00:00,93,0,0,191,254,358
2021-01-03 14:00:00,91,0,0,191,254,358
2021-01-03 15:00:00,91,0,0,190,254,359
2021-01-03 16:00:00,92,0,0,191,254,359
2021-01-03 17:00:00,92,0,0,191,254,360
2021-01-03 18:00:00,92,0,0,191,255,359
2021-01-03 19:00:00,92,0,0,192,253,360
2021-01-03 20:00:00,91,0,0,191,254,360
2021-01-03 21:00:00,92,0,0,192,255,360
2021-01-03 22:00:00,92,0,0,193,254,361
2021-01-03 23:00:00,91,0,0,191,255,360
2021-01-04 00:00:00,85,0,0,191,254,360
2021-01-04 01:00:00,85,0,0,191,254,359
2021-01-04 02:00:00,85,0,0,190,253,359
2021-01-04 03:00:00,78,0,0,189,254,359
2021-01-04 04:00:00,135,0,0,190,255,361
2021-01-04 05:00:00,252,0,0,258,453,556
2021-01-04 06:00:00,318,0,0,322,653,664
2021-01-04 07:00:00,314,0,0,321,653,666
2021-01-04 08:00:00,312,0,0,320,652,666
2021-01-04 09:00:00,313,0,0,321,652,664
2021-01-04 10:00:00,314,0,0,320,651,666
2021-01-04 11:00:00,315,0,0,320,652,665
2021-01-04 12:00:00,314,0,0,320,650,664
2021-01-04 13:00:00,314,0,0,322,652,664
2021-01-04 14:00:00,315,0,0,321,651,666
2021-01-04 15:00:00,313,0,0,321,651,664
2021-01-04 16:00:00,313,0,0,321,654,665
2021-01-04 17:00:00,313,0,0,321,650,664
2021-01-04 18:00:00,317,0,0,320,651,664
2021-01-04 19:00:00,318,0,0,323,652,664
2021-01-04 20:00:00,318,0,0,322,653,663
2021-01-04 21:00:00,320,0,0,321,650,664
2021-01-04 22:00:00,319,0,0,321,654,666
2021-01-04 23:00:00,317,0,0,321,654,665
2021-01-05 00:00:00,251,0,0,245,651,669
2021-01-05 01:00:00,190,0,0,191,644,665
2021-01-05 02:00:00,189,0,0,192,651,666
2021-01-05 03:00:00,189,0,0,192,647,665
2021-01-05 04:00:00,188,0,0,193,651,666
2021-01-05 05:00:00,202,0,0,205,650,666
2021-01-05 06:00:00,300,0,0,305,652,666
2021-01-05 07:00:00,316,113,0,321,649,667
2021-01-05 08:00:00,316,215,0,321,643,667
2021-01-05 09:00:00,319,218,0,322,644,666
2021-01-05 10:00:00,318,218,0,322,642,666
2021-01-05 11:00:00,317,218,0,320,649,665
2021-01-05 12:00:00,318,218,0,321,651,668
2021-01-05 13:00:00,318,218,0,323,653,667
2021-01-05 14:00:00,318,218,0,320,652,667
2021-01-05 15:00:00,315,218,0,320,651,666
2021-01-05 16:00:00,317,218,0,321,651,665
2021-01-05 17:00:00,318,218,0,321,651,666
2021-01-05 18:00:00,318,180,0,320,606,666
2021-01-05 19:00:00,317,1,0,320,589,664
2021-01-05 20:00:00,317,0,0,320,542,665
2021-01-05 21:00:00,316,0,0,321,379,663
2021-01-05 22:00:00,316,0,0,318,280,511
2021-01-05 23:00:00,258,0,0,263,253,362
2021-01-06 00:00:00,191,0,0,192,255,359
2021-01-06 01:00:00,189,0,0,190,253,360
2021-01-06 02:00:00,189,0,0,191,253,357
2021-01-06 03:00:00,189,0,0,190,254,359
2021-01-06 04:00:00,190,0,0,190,255,360
2021-01-06 05:00:00,190,0,0,191,418,559
2021-01-06 06:00:00,252,37,0,260,645,661
2021-01-06 07:00:00,317,146,0,320,647,665
2021-01-06 08:00:00,318,102,0,320,639,665
2021-01-06 09:00:00,317,129,0,320,640,667
2021-01-06 10:00:00,317,144,0,317,643,666
2021-01-06 11:00:00,318,216,0,318,645,666
2021-01-06 12:00:00,317,185,0,320,644,666
2021-01-06 13:00:00,317,217,0,319,650,666
2021-01-06 14:00:00,317,218,0,319,652,664
2021-01-06 15:00:00,314,218,0,319,651,665
2021-01-06 16:00:00,313,218,0,320,649,666
2021-01-06 17:00:00,317,218,0,320,653,667
2021-01-06 18:00:00,318,218,0,320,651,667
2021-01-06 19:00:00,316,219,0,321,653,668
2021-01-06 20:00:00,319,219,0,319,654,668
2021-01-06 21:00:00,318,219,0,320,654,668
2021-01-06 22:00:00,318,73,0,319,590,667
2021-01-06 23:00:00,317,0,0,318,602,666
2021-01-07 00:00:00,315,0,0,318,643,665
2021-01-07 01:00:00,317,0,0,320,650,655
2021-01-07 02:00:00,313,0,0,320,649,484
2021-01-07 03:00:00,319,0,0,320,648,318
2021-01-07 04:00:00,317,0,0,319,645,335
2021-01-07 05:00:00,317,0,0,319,646,529
2021-01-07 06:00:00,317,44,0,318,645,667
2021-01-07 07:00:00,316,215,14,319,649,668
2021-01-07 08:00:00,318,217,201,320,645,660
2021-01-07 09:00:00,316,218,205,321,647,661
2021-01-07 10:00:00,319,219,206,320,644,660
2021-01-07 11:00:00,317,218,206,319,646,660
2021-01-07 12:00:00,317,218,206,318,646,660
2021-01-07 13:00:00,316,217,206,319,645,660
2021-01-07 14:00:00,316,217,206,321,649,662
2021-01-07 15:00:00,318,218,206,321,654,664
2021-01-07 16:00:00,319,218,207,320,651,661
2021-01-07 17:00:00,318,218,207,318,653,664
2021-01-07 18:00:00,317,218,207,320,656,666
2021-01-07 19:00:00,319,217,206,321,659,667
2021-01-07 20:00:00,319,196,207,320,633,666
2021-01-07 21:00:00,318,2,207,321,599,667
2021-01-07 22:00:00,319,0,207,320,613,669
2021-01-07 23:00:00,318,0,207,320,619,669
2021-01-08 00:00:00,317,0,207,318,650,667
2021-01-08 01:00:00,318,0,207,319,650,664
2021-01-08 02:00:00,317,0,207,319,651,664
2021-01-08 03:00:00,318,0,207,319,652,667
2021-01-08 04:00:00,319,0,207,321,652,671
2021-01-08 05:00:00,319,0,208,321,652,664
2021-01-08 06:00:00,319,162,208,321,649,665
2021-01-08 07:00:00,317,217,208,320,654,664
2021-01-08 08:00:00,318,218,208,323,656,662
2021-01-08 09:00:00,319,219,208,318,656,664
2021-01-08 10:00:00,318,219,208,320,657,663
2021-01-08 11:00:00,319,219,208,320,656,665
2021-01-08 12:00:00,318,219,208,319,654,662
2021-01-08 13:00:00,315,219,207,322,660,664
2021-01-08 14:00:00,314,218,207,320,660,663
2021-01-08 15:00:00,317,219,208,321,660,666
2021-01-08 16:00:00,314,219,208,319,655,661
2021-01-08 17:00:00,316,219,208,318,656,662
2021-01-08 18:00:00,313,218,208,322,654,662
2021-01-08 19:00:00,317,218,208,320,652,661
2021-01-08 20:00:00,315,219,208,320,653,660
2021-01-08 21:00:00,316,219,209,320,657,662
2021-01-08 22:00:00,314,220,136,319,657,634
2021-01-08 23:00:00,315,46,0,320,599,608
2021-01-09 00:00:00,314,0,0,321,597,653
2021-01-09 01:00:00,316,0,0,321,631,660
2021-01-09 02:00:00,317,0,0,322,654,666
2021-01-09 03:00:00,319,0,0,321,653,664
2021-01-09 04:00:00,320,0,0,322,654,665
2021-01-09 05:00:00,318,0,0,320,653,666
2021-01-09 06:00:00,319,0,0,320,650,663
2021-01-09 07:00:00,316,0,0,320,654,666
2021-01-09 08:00:00,317,0,0,321,653,664
2021-01-09 09:00:00,318,0,0,320,652,663
2021-01-09 10:00:00,318,0,0,318,642,664
2021-01-09 11:00:00,319,0,0,319,643,666
2021-01-09 12:00:00,320,0,0,322,654,669
2021-01-09 13:00:00,318,0,0,319,650,666
2021-01-09 14:00:00,319,0,0,320,654,661
2021-01-09 15:00:00,315,0,0,323,654,666
2021-01-09 16:00:00,317,0,0,321,654,667
2021-01-09 17:00:00,317,0,0,321,654,665
2021-01-09 18:00:00,318,0,0,321,652,665
2021-01-09 19:00:00,318,0,0,321,653,664
2021-01-09 20:00:00,318,0,0,320,654,666
2021-01-09 21:00:00,315,0,0,319,655,665
2021-01-09 22:00:00,317,0,0,320,652,663
2021-01-09 23:00:00,318,0,0,322,652,665
2021-01-10 00:00:00,317,0,0,321,652,666
2021-01-10 01:00:00,319,0,0,300,652,669
2021-01-10 02:00:00,320,0,0,261,655,665
2021-01-10 03:00:00,320,0,0,320,651,666
2021-01-10 04:00:00,319,0,0,323,650,667
2021-01-10 05:00:00,318,0,0,321,649,666
2021-01-10 06:00:00,318,0,0,321,650,667
2021-01-10 07:00:00,316,0,0,319,653,667
2021-01-10 08:00:00,317,0,0,319,653,667
2021-01-10 09:00:00,320,0,0,323,652,665
2021-01-10 10:00:00,320,0,0,321,651,666
2021-01-10 11:00:00,318,0,0,320,653,666
2021-01-10 12:00:00,318,0,0,320,653,666
2021-01-10 13:00:00,319,0,0,321,652,668
2021-01-10 14:00:00,318,0,0,321,654,668
2021-01-10 15:00:00,317,0,0,321,652,667
2021-01-10 16:00:00,318,0,0,322,653,666
2021-01-10 17:00:00,319,0,0,320,653,666
2021-01-10 18:00:00,319,0,0,322,648,665
2021-01-10 19:00:00,320,0,0,323,654,668
2021-01-10 20:00:00,320,0,0,321,653,667
2021-01-10 21:00:00,319,0,0,321,652,666
2021-01-10 22:00:00,319,0,0,321,653,667
2021-01-10 23:00:00,260,0,0,316,648,667
2021-01-11 00:00:00,188,0,0,214,633,665
2021-01-11 01:00:00,185,0,0,190,634,664
2021-01-11 02:00:00,187,0,0,193,633,589
2021-01-11 03:00:00,192,0,0,192,632,586
2021-01-11 04:00:00,193,0,0,192,633,585
2021-01-11 05:00:00,193,0,0,195,641,616
2021-01-11 06:00:00,252,0,0,286,651,663
2021-01-11 07:00:00,317,0,0,320,650,663
2021-01-11 08:00:00,318,0,0,320,651,663
2021-01-11 09:00:00,316,0,0,321,650,664
2021-01-11 10:00:00,313,0,0,322,652,664
2021-01-11 11:00:00,313,0,0,322,650,667
2021-01-11 12:00:00,318,0,0,321,651,664
2021-01-11 13:00:00,319,0,0,323,652,665
2021-01-11 14:00:00,316,0,0,321,653,664
2021-01-11 15:00:00,316,14,0,320,650,663
2021-01-11 16:00:00,317,164,0,321,649,665
2021-01-11 17:00:00,315,184,0,320,649,662
2021-01-11 18:00:00,315,184,0,321,647,663
2021-01-11 19:00:00,316,183,0,299,638,666
2021-01-11 20:00:00,319,25,0,201,591,599
2021-01-11 21:00:00,303,0,0,89,414,311
2021-01-11 22:00:00,198,0,0,91,276,252
2021-01-11 23:00:00,184,0,0,97,247,251
2021-01-12 00:00:00,182,0,0,98,248,251
2021-01-12 01:00:00,183,0,0,96,248,252
2021-01-12 02:00:00,182,0,0,97,246,251
2021-01-12 03:00:00,181,0,0,96,247,252
2021-01-12 04:00:00,185,0,0,94,248,251
2021-01-12 05:00:00,190,0,0,99,271,290
2021-01-12 06:00:00,281,0,0,136,483,529
2021-01-12 07:00:00,320,0,0,144,484,540
2021-01-12 08:00:00,318,0,0,143,485,543
2021-01-12 09:00:00,318,0,0,140,624,546
2021-01-12 10:00:00,319,0,0,144,649,547
2021-01-12 11:00:00,318,0,0,146,649,547
2021-01-12 12:00:00,318,0,0,144,651,548
2021-01-12 13:00:00,317,0,0,147,651,606
2021-01-12 14:00:00,315,0,0,154,652,660
2021-01-12 15:00:00,314,0,0,151,654,662
2021-01-12 16:00:00,315,0,0,152,652,663
2021-01-12 17:00:00,316,0,0,153,652,658
2021-01-12 18:00:00,317,0,0,148,653,572
2021-01-12 19:00:00,315,0,0,155,650,569
2021-01-12 20:00:00,318,0,0,156,653,568
2021-01-12 21:00:00,317,0,0,158,652,572
2021-01-12 22:00:00,289,0,0,140,652,571
2021-01-12 23:00:00,183,0,0,97,556,494
2021-01-13 00:00:00,174,0,0,94,427,312
2021-01-13 01:00:00,185,0,0,100,278,264
2021-01-13 02:00:00,190,0,0,101,277,263
2021-01-13 03:00:00,185,0,0,95,271,285
2021-01-13 04:00:00,187,0,0,98,259,298
2021-01-13 05:00:00,191,0,0,102,395,469
2021-01-13 06:00:00,236,0,0,116,632,648
2021-01-13 07:00:00,312,0,0,156,656,661
2021-01-13 08:00:00,315,0,0,154,653,658
2021-01-13 09:00:00,315,0,0,152,656,659
2021-01-13 10:00:00,314,0,0,154,657,660
2021-01-13 11:00:00,218,0,0,156,657,619
2021-01-13 12:00:00,176,0,0,158,652,606
2021-01-13 13:00:00,173,0,0,154,656,600
2021-01-13 14:00:00,176,0,0,153,656,607
2021-01-13 15:00:00,190,0,0,156,657,610
2021-01-13 16:00:00,186,0,0,156,648,616
2021-01-13 17:00:00,183,0,0,154,657,661
2021-01-13 18:00:00,183,0,0,158,657,667
2021-01-13 19:00:00,183,0,0,156,657,667
2021-01-13 20:00:00,180,0,0,156,656,666
2021-01-13 21:00:00,180,0,0,123,654,667
2021-01-13 22:00:00,180,0,0,99,636,647
2021-01-13 23:00:00,178,0,0,94,342,380
2021-01-14 00:00:00,179,0,0,93,248,296
2021-01-14 01:00:00,182,0,0,91,249,295
2021-01-14 02:00:00,181,0,0,90,250,297
2021-01-14 03:00:00,179,0,0,81,249,296
2021-01-14 04:00:00,181,0,0,80,290,315
2021-01-14 05:00:00,181,0,0,192,465,536
2021-01-14 06:00:00,228,0,0,273,634,654
2021-01-14 07:00:00,313,142,170,321,649,661
2021-01-14 08:00:00,315,216,206,321,660,656
2021-01-14 09:00:00,314,219,208,322,659,661
2021-01-14 10:00:00,315,219,208,320,659,659
2021-01-14 11:00:00,316,219,208,320,659,662
2021-01-14 12:00:00,317,219,208,321,658,655
2021-01-14 13:00:00,318,219,207,321,662,659
2021-01-14 14:00:00,318,219,208,322,660,658
2021-01-14 15:00:00,316,219,208,321,658,657
2021-01-14 16:00:00,316,219,208,322,661,659
2021-01-14 17:00:00,317,219,208,320,658,658
2021-01-14 18:00:00,315,219,209,321,660,658
2021-01-14 19:00:00,316,220,180,322,658,634
2021-01-14 20:00:00,317,187,0,320,631,613
2021-01-14 21:00:00,316,0,0,321,602,633
2021-01-14 22:00:00,317,0,0,321,625,667
2021-01-14 23:00:00,316,0,0,320,656,666
2021-01-15 00:00:00,316,0,0,320,655,666
2021-01-15 01:00:00,319,0,0,320,657,534
2021-01-15 02:00:00,314,0,0,319,655,476
2021-01-15 03:00:00,318,0,0,317,655,472
2021-01-15 04:00:00,319,0,0,322,656,474
2021-01-15 05:00:00,318,0,0,321,652,506
2021-01-15 06:00:00,318,0,0,320,654,664
2021-01-15 07:00:00,318,118,147,321,647,661
2021-01-15 08:00:00,318,221,210,320,656,660
2021-01-15 09:00:00,319,223,211,319,658,660
2021-01-15 10:00:00,318,224,212,319,656,662
2021-01-15 11:00:00,316,223,212,319,657,659
2021-01-15 12:00:00,316,224,212,319,660,662
2021-01-15 13:00:00,319,224,212,316,657,658
2021-01-15 14:00:00,318,223,212,321,663,658
2021-01-15 15:00:00,318,223,211,322,657,665
2021-01-15 16:00:00,318,223,212,318,658,664
2021-01-15 17:00:00,318,223,212,319,658,664
2021-01-15 18:00:00,317,223,212,319,659,666
2021-01-15 19:00:00,319,223,212,318,658,664
2021-01-15 20:00:00,317,186,180,320,628,634
2021-01-15 21:00:00,319,0,0,320,609,614
2021-01-15 22:00:00,317,0,0,319,634,656
2021-01-15 23:00:00,318,0,0,318,658,670
2021-01-16 00:00:00,319,0,0,319,655,669
2021-01-16 01:00:00,318,0,0,321,656,667
2021-01-16 02:00:00,319,0,0,320,655,667
2021-01-16 03:00:00,319,0,0,319,656,641
2021-01-16 04:00:00,319,0,0,320,654,526
2021-01-16 05:00:00,318,0,0,319,655,526
2021-01-16 06:00:00,319,0,0,320,656,561
2021-01-16 07:00:00,318,0,0,320,655,668
2021-01-16 08:00:00,316,0,0,316,658,668
2021-01-16 09:00:00,315,0,0,319,655,666
2021-01-16 10:00:00,318,0,0,321,655,666
2021-01-16 11:00:00,317,0,0,320,655,666
2021-01-16 12:00:00,317,0,0,321,655,667
2021-01-16 13:00:00,318,0,0,320,657,667
2021-01-16 14:00:00,317,0,0,322,658,666
2021-01-16 15:00:00,317,0,0,320,657,667
2021-01-16 16:00:00,318,0,0,320,658,669
2021-01-16 17:00:00,318,0,0,317,654,667
2021-01-16 18:00:00,320,0,0,323,657,666
2021-01-16 19:00:00,318,0,0,319,654,663
2021-01-16 20:00:00,317,0,0,319,604,663
2021-01-16 21:00:00,319,0,0,321,500,665
2021-01-16 22:00:00,321,0,0,323,392,665
2021-01-16 23:00:00,318,0,0,319,284,512
2021-01-17 00:00:00,225,0,0,217,254,361
2021-01-17 01:00:00,184,0,0,190,254,359
2021-01-17 02:00:00,183,0,0,191,254,359
2021-01-17 03:00:00,184,0,0,193,254,360
2021-01-17 04:00:00,185,0,0,190,254,358
2021-01-17 05:00:00,186,0,0,192,254,358
2021-01-17 06:00:00,185,0,0,190,254,359
2021-01-17 07:00:00,186,0,0,192,254,358
2021-01-17 08:00:00,185,0,0,193,254,359
2021-01-17 09:00:00,238,0,0,243,442,561
2021-01-17 10:00:00,316,0,0,320,656,665
2021-01-17 11:00:00,319,0,0,322,657,664
2021-01-17 12:00:00,318,0,0,322,657,664
2021-01-17 13:00:00,318,0,0,322,656,664
2021-01-17 14:00:00,318,0,0,321,657,667
2021-01-17 15:00:00,319,0,0,322,659,665
2021-01-17 16:00:00,319,0,0,322,656,664
2021-01-17 17:00:00,317,0,0,320,659,664
2021-01-17 18:00:00,317,0,0,320,657,665
2021-01-17 19:00:00,318,0,0,321,659,664
2021-01-17 20:00:00,319,0,0,322,601,665
2021-01-17 21:00:00,319,0,0,323,483,667
2021-01-17 22:00:00,320,0,0,323,365,665
2021-01-17 23:00:00,302,0,0,300,271,505
2021-01-18 00:00:00,192,0,0,198,255,358
2021-01-18 01:00:00,184,0,0,191,254,357
2021-01-18 02:00:00,185,0,0,192,253,357
2021-01-18 03:00:00,184,0,0,191,254,358
2021-01-18 04:00:00,183,0,0,191,253,359
2021-01-18 05:00:00,184,0,0,192,256,360
2021-01-18 06:00:00,234,0,0,246,416,567
2021-01-18 07:00:00,313,0,0,318,628,664
2021-01-18 08:00:00,313,0,0,318,658,664
2021-01-18 09:00:00,308,0,0,316,657,663
2021-01-18 10:00:00,310,0,0,320,656,664
2021-01-18 11:00:00,319,0,0,323,659,665
2021-01-18 12:00:00,316,0,0,322,656,660
2021-01-18 13:00:00,316,0,0,322,654,663
2021-01-18 14:00:00,316,0,0,322,655,664
2021-01-18 15:00:00,317,0,0,321,654,664
2021-01-18 16:00:00,317,0,0,320,656,665
2021-01-18 17:00:00,317,0,0,321,655,664
2021-01-18 18:00:00,316,0,0,321,655,665
2021-01-18 19:00:00,316,0,0,321,657,664
2021-01-18 20:00:00,311,0,0,317,604,660
2021-01-18 21:00:00,311,0,0,324,484,656
2021-01-18 22:00:00,289,0,0,292,400,648
2021-01-18 23:00:00,187,0,0,205,300,511
2021-01-19 00:00:00,176,0,0,194,251,330
2021-01-19 01:00:00,181,0,0,198,249,292
2021-01-19 02:00:00,177,0,0,194,248,305
2021-01-19 03:00:00,176,0,0,193,249,305
2021-01-19 04:00:00,176,0,0,193,249,323
2021-01-19 05:00:00,175,0,0,194,252,348
2021-01-19 06:00:00,175,0,0,194,387,540
2021-01-19 07:00:00,201,0,0,225,641,661
2021-01-19 08:00:00,300,0,0,313,648,660
2021-01-19 09:00:00,313,0,0,320,651,663
2021-01-19 10:00:00,312,0,0,322,649,663
2021-01-19 11:00:00,313,0,0,318,649,658
2021-01-19 12:00:00,313,0,0,321,651,659
2021-01-19 13:00:00,314,0,0,323,651,661
2021-01-19 14:00:00,315,0,0,322,650,661
2021-01-19 15:00:00,313,0,0,322,650,661
2021-01-19 16:00:00,315,0,0,322,651,662
2021-01-19 17:00:00,317,0,0,321,651,660
2021-01-19 18:00:00,315,0,0,321,588,661
2021-01-19 19:00:00,316,0,0,320,485,660
2021-01-19 20:00:00,294,0,0,319,401,662
2021-01-19 21:00:00,135,0,0,299,305,511
2021-01-19 22:00:00,143,0,0,167,251,350
2021-01-19 23:00:00,144,0,0,151,249,331
2021-01-20 00:00:00,145,0,0,154,250,333
2021-01-20 01:00:00,137,0,0,144,249,333
2021-01-20 02:00:00,98,0,0,102,249,332
2021-01-20 03:00:00,91,0,0,100,249,332
2021-01-20 04:00:00,92,0,0,99,250,332
2021-01-20 05:00:00,92,0,0,100,249,331
2021-01-20 06:00:00,102,0,0,112,320,397
2021-01-20 07:00:00,122,0,0,153,577,605
2021-01-20 08:00:00,149,0,0,156,651,661
2021-01-20 09:00:00,149,0,0,155,649,660
2021-01-20 10:00:00,149,0,0,153,652,660
2021-01-20 11:00:00,148,0,0,151,649,660
2021-01-20 12:00:00,150,0,0,154,651,659
2021-01-20 13:00:00,150,0,0,153,649,656
2021-01-20 14:00:00,148,0,0,154,652,659
2021-01-20 15:00:00,148,0,0,156,651,661
2021-01-20 16:00:00,149,0,0,157,650,661
2021-01-20 17:00:00,150,0,0,158,643,663
2021-01-20 18:00:00,150,0,0,138,533,662
2021-01-20 19:00:00,103,0,0,101,288,657
2021-01-20 20:00:00,87,0,0,88,2,560
2021-01-20 21:00:00,90,0,0,89,0,408
2021-01-20 22:00:00,90,0,0,91,0,398
2021-01-20 23:00:00,90,0,0,90,0,398
2021-01-21 00:00:00,90,0,0,92,0,399
2021-01-21 01:00:00,92,0,0,96,0,385
2021-01-21 02:00:00,90,0,0,97,0,350
2021-01-21 03:00:00,89,0,0,99,0,346
2021-01-21 04:00:00,92,0,0,98,0,343
2021-01-21 05:00:00,92,0,0,98,0,342
2021-01-21 06:00:00,91,0,0,97,0,348
2021-01-21 07:00:00,89,0,0,95,0,358
2021-01-21 08:00:00,89,0,0,93,0,379
2021-01-21 09:00:00,120,0,0,93,0,562
2021-01-21 10:00:00,147,0,0,96,0,641
2021-01-21 11:00:00,108,0,0,91,0,642
2021-01-21 12:00:00,134,0,0,137,0,645
2021-01-21 13:00:00,148,0,0,156,0,647
2021-01-21 14:00:00,148,0,0,155,0,646
2021-01-21 15:00:00,149,0,0,154,0,646
2021-01-21 16:00:00,145,0,0,151,0,647
2021-01-21 17:00:00,146,0,0,146,0,649
2021-01-21 18:00:00,146,0,0,146,0,647
2021-01-21 19:00:00,146,0,0,144,0,646
2021-01-21 20:00:00,132,0,0,139,0,653
2021-01-21 21:00:00,89,0,0,96,0,593
2021-01-21 22:00:00,91,0,0,84,0,344
2021-01-21 23:00:00,92,0,0,89,0,306
2021-01-22 00:00:00,92,0,0,88,0,305
2021-01-22 01:00:00,83,0,0,89,0,318
2021-01-22 02:00:00,18,0,0,88,0,354
2021-01-22 03:00:00,94,0,0,92,0,401
2021-01-22 04:00:00,92,0,0,88,0,408
2021-01-22 05:00:00,90,0,0,101,0,446
2021-01-22 06:00:00,90,0,0,231,0,459
2021-01-22 07:00:00,109,0,0,286,270,650
2021-01-22 08:00:00,140,0,0,320,535,663
2021-01-22 09:00:00,140,0,0,318,651,664
2021-01-22 10:00:00,138,0,0,319,651,665
2021-01-22 11:00:00,131,0,0,320,648,667
2021-01-22 12:00:00,254,0,0,319,649,666
2021-01-22 13:00:00,312,0,0,319,652,666
2021-01-22 14:00:00,316,0,0,318,653,667
2021-01-22 15:00:00,318,0,0,319,653,667
2021-01-22 16:00:00,317,0,0,318,632,668
2021-01-22 17:00:00,318,0,0,318,621,668
2021-01-22 18:00:00,318,0,0,319,624,670
2021-01-22 19:00:00,319,0,0,318,619,670
2021-01-22 20:00:00,319,0,0,318,618,668
2021-01-22 21:00:00,319,0,0,317,617,669
2021-01-22 22:00:00,318,0,0,318,650,668
2021-01-22 23:00:00,316,0,0,318,654,669
2021-01-23 00:00:00,318,0,0,318,651,668
2021-01-23 01:00:00,318,0,0,318,652,669
2021-01-23 02:00:00,316,0,0,319,652,666
2021-01-23 03:00:00,316,0,0,318,651,669
2021-01-23 04:00:00,317,0,0,318,649,666
2021-01-23 05:00:00,316,0,0,319,654,668
2021-01-23 06:00:00,318,0,0,317,652,664
2021-01-23 07:00:00,317,0,0,320,652,666
2021-01-23 08:00:00,316,0,0,319,650,665
2021-01-23 09:00:00,317,0,0,320,651,665
2021-01-23 10:00:00,316,0,0,319,652,666
2021-01-23 11:00:00,316,0,0,320,652,666
2021-01-23 12:00:00,317,0,0,320,651,666
2021-01-23 13:00:00,316,0,0,320,652,665
2021-01-23 14:00:00,316,0,0,320,651,665
2021-01-23 15:00:00,316,0,0,320,652,667
2021-01-23 16:00:00,316,0,0,319,651,664
2021-01-23 17:00:00,316,0,0,320,651,666
2021-01-23 18:00:00,316,0,0,321,652,667
2021-01-23 19:00:00,317,0,0,320,653,665
2021-01-23 20:00:00,316,0,0,319,652,665
2021-01-23 21:00:00,316,0,0,319,652,663
2021-01-23 22:00:00,316,0,0,321,654,664
2021-01-23 23:00:00,314,0,0,321,649,663
