date,start,end,11WD7OPLA1G--318,11WD7BOLA5GDTN2T,11WD7BOLA5GGTN2E
1012022,00:00,01:00,100.0,,
1012022,01:00,02:00,100.0,,
1012022,02:00,03:00,100.0,,
1012022,03:00,04:00,100.0,,
1012022,04:00,05:00,100.0,,
1012022,05:00,06:00,100.0,,
1012022,06:00,07:00,100.0,,
1012022,07:00,08:00,100.0,,
1012022,08:00,09:00,100.0,,
1012022,09:00,10:00,100.0,,
1012022,10:00,11:00,100.0,,
1012022,11:00,12:00,100.0,,
1012022,12:00,13:00,100.0,,
1012022,13:00,14:00,100.0,,
1012022,14:00,15:00,100.0,,
1012022,15:00,16:00,100.0,,
1012022,16:00,17:00,100.0,,
1012022,17:00,18:00,100.0,,
1012022,18:00,19:00,100.0,,
1012022,19:00,20:00,100.0,,
1012022,20:00,21:00,100.0,,
1012022,21:00,22:00,100.0,,
1012022,22:00,23:00,100.0,,
1012022,23:00,00:00,100.0,,
2012022,00:00,01:00,100.0,,
2012022,01:00,02:00,100.0,,
2012022,02:00,03:00,100.0,,
2012022,03:00,04:00,100.0,,
2012022,04:00,05:00,100.0,,
2012022,05:00,06:00,100.0,,
2012022,06:00,07:00,100.0,,
2012022,07:00,08:00,100.0,,
2012022,08:00,09:00,100.0,,
2012022,09:00,10:00,100.0,,
2012022,10:00,11:00,100.0,,
2012022,11:00,12:00,100.0,,
2012022,12:00,13:00,100.0,,
2012022,13:00,14:00,100.0,,
2012022,14:00,15:00,100.0,,
2012022,15:00,16:00,100.0,,
2012022,16:00,17:00,100.0,,
2012022,17:00,18:00,100.0,,
2012022,18:00,19:00,100.0,,
2012022,19:00,20:00,100.0,,
2012022,20:00,21:00,100.0,,
2012022,21:00,22:00,100.0,,
2012022,22:00,23:00,100.0,,
2012022,23:00,00:00,100.0,,
3012022,00:00,01:00,100.0,,
3012022,01:00,02:00,100.0,,
3012022,02:00,03:00,100.0,,
3012022,03:00,04:00,100.0,,
3012022,04:00,05:00,100.0,,
3012022,05:00,06:00,100.0,,
3012022,06:00,07:00,109.0,,
3012022,07:00,08:00,214.0,,
3012022,08:00,09:00,226.0,,
3012022,09:00,10:00,156.0,,
3012022,10:00,11:00,278.0,,
3012022,11:00,12:00,257.0,,
3012022,12:00,13:00,246.0,,
3012022,13:00,14:00,276.0,,
3012022,14:00,15:00,245.0,,
3012022,15:00,16:00,245.0,,
3012022,16:00,17:00,249.0,,
3012022,17:00,18:00,255.0,,
3012022,18:00,19:00,250.0,,
3012022,19:00,20:00,252.0,,
3012022,20:00,21:00,297.0,,
3012022,21:00,22:00,390.0,,
3012022,22:00,23:00,155.0,,
3012022,23:00,00:00,155.0,,
4012022,00:00,01:00,166.0,,
4012022,01:00,02:00,162.0,,
4012022,02:00,03:00,162.0,,
4012022,03:00,04:00,168.0,,
4012022,04:00,05:00,185.0,,
4012022,05:00,06:00,217.0,,
4012022,06:00,07:00,259.0,,
4012022,07:00,08:00,373.0,,
