date,start,end,11WD8DRES5X----D
31012018,14:00,15:00,158
31012018,15:00,16:00,158
31012018,16:00,17:00,158
31012018,17:00,18:00,158
31012018,18:00,19:00,158
31012018,19:00,20:00,158
31012018,20:00,21:00,158
31012018,21:00,22:00,159
31012018,22:00,23:00,159
31012018,23:00,00:00,159
1022018,00:00,01:00,158
1022018,01:00,02:00,159
1022018,02:00,03:00,159
1022018,03:00,04:00,159
1022018,04:00,05:00,159
1022018,05:00,06:00,160
1022018,06:00,07:00,161
1022018,07:00,08:00,161
1022018,08:00,09:00,161
1022018,09:00,10:00,160
1022018,10:00,11:00,160
1022018,11:00,12:00,160
1022018,12:00,13:00,160
1022018,13:00,14:00,160
1022018,14:00,15:00,160
1022018,15:00,16:00,161
1022018,16:00,17:00,161
1022018,17:00,18:00,161
1022018,18:00,19:00,162
1022018,19:00,20:00,162
1022018,20:00,21:00,162
1022018,21:00,22:00,162
1022018,22:00,23:00,163
1022018,23:00,00:00,163
2022018,00:00,01:00,163
2022018,01:00,02:00,163
2022018,02:00,03:00,163
2022018,03:00,04:00,163
2022018,04:00,05:00,163
2022018,05:00,06:00,163
2022018,06:00,07:00,163
2022018,07:00,08:00,163
2022018,08:00,09:00,163
2022018,09:00,10:00,162
2022018,10:00,11:00,161
2022018,11:00,12:00,160
2022018,12:00,13:00,160
2022018,13:00,14:00,160
2022018,14:00,15:00,160
2022018,15:00,16:00,160
2022018,16:00,17:00,161
2022018,17:00,18:00,161
2022018,18:00,19:00,161
2022018,19:00,20:00,161
2022018,20:00,21:00,162
2022018,21:00,22:00,162
2022018,22:00,23:00,162
2022018,23:00,00:00,162
3022018,00:00,01:00,162
3022018,01:00,02:00,162
3022018,02:00,03:00,162
3022018,03:00,04:00,162
3022018,04:00,05:00,162
3022018,05:00,06:00,162
3022018,06:00,07:00,162
3022018,07:00,08:00,163
3022018,08:00,09:00,163
3022018,09:00,10:00,162
3022018,10:00,11:00,162
3022018,11:00,12:00,162
3022018,12:00,13:00,173
3022018,13:00,14:00,200
3022018,14:00,15:00,238
3022018,15:00,16:00,239
3022018,16:00,17:00,243
3022018,17:00,18:00,248
3022018,18:00,19:00,248
3022018,19:00,20:00,248
3022018,20:00,21:00,248
3022018,21:00,22:00,249
3022018,22:00,23:00,249
3022018,23:00,00:00,249
4022018,00:00,01:00,249
4022018,01:00,02:00,249
4022018,02:00,03:00,249
4022018,03:00,04:00,249
