Timestamp,11WD2S2610001015,11WD2S262000102W,11WD2S260000100F
2016-01-05 19:00:00,111,110,67.0
2016-01-05 20:00:00,108,108,68.0
2016-01-05 21:00:00,91,91,65.0
2016-01-05 22:00:00,83,83,63.0
2016-01-05 23:00:00,81,80,63.0
2016-01-06 00:00:00,74,75,61.0
2016-01-06 01:00:00,73,73,62.0
2016-01-06 02:00:00,73,73,63.0
2016-01-06 03:00:00,72,72,64.0
2016-01-06 04:00:00,73,73,63.0
2016-01-06 05:00:00,79,78,65.0
2016-01-06 06:00:00,106,102,70.0
2016-01-06 07:00:00,109,106,71.0
2016-01-06 08:00:00,107,109,73.0
2016-01-06 09:00:00,108,107,71.0
2016-01-06 10:00:00,103,102,72.0
2016-01-06 11:00:00,105,104,73.0
2016-01-06 12:00:00,103,102,74.0
2016-01-06 13:00:00,107,106,68.0
2016-01-06 14:00:00,110,109,68.0
2016-01-06 15:00:00,111,110,67.0
2016-01-06 16:00:00,110,109,64.0
2016-01-06 17:00:00,111,110,64.0
2016-01-06 18:00:00,111,110,64.0
2016-01-06 19:00:00,110,109,62.0
2016-01-06 20:00:00,110,109,63.0
2016-01-06 21:00:00,109,109,69.0
2016-01-06 22:00:00,103,102,71.0
2016-01-06 23:00:00,96,94,67.0
2016-01-07 00:00:00,82,79,66.0
2016-01-07 01:00:00,71,69,64.0
2016-01-07 02:00:00,70,68,62.0
2016-01-07 03:00:00,72,71,63.0
2016-01-07 04:00:00,95,94,66.0
2016-01-07 05:00:00,99,98,70.0
2016-01-07 06:00:00,102,101,73.0
2016-01-07 07:00:00,99,97,77.0
2016-01-07 08:00:00,105,104,65.0
2016-01-07 09:00:00,106,102,61.0
2016-01-07 10:00:00,103,102,63.0
2016-01-07 11:00:00,108,108,70.0
2016-01-07 12:00:00,106,106,73.0
2016-01-07 13:00:00,106,106,74.0
2016-01-07 14:00:00,105,107,70.0
2016-01-07 15:00:00,105,104,72.0
2016-01-07 16:00:00,107,106,68.0
2016-01-07 17:00:00,105,105,66.0
2016-01-07 18:00:00,98,98,61.0
2016-01-07 19:00:00,101,101,64.0
2016-01-07 20:00:00,104,99,63.0
2016-01-07 21:00:00,102,99,68.0
2016-01-07 22:00:00,99,98,70.0
2016-01-07 23:00:00,98,96,70.0
2016-01-08 00:00:00,100,99,71.0
2016-01-08 01:00:00,84,84,66.0
2016-01-08 02:00:00,72,69,60.0
2016-01-08 03:00:00,71,67,56.0
2016-01-08 04:00:00,90,87,58.0
2016-01-08 05:00:00,99,94,59.0
2016-01-08 06:00:00,103,101,66.0
2016-01-08 07:00:00,107,107,73.0
2016-01-08 08:00:00,107,101,74.0
2016-01-08 09:00:00,101,100,71.0
2016-01-08 10:00:00,99,99,73.0
2016-01-08 11:00:00,98,98,71.0
2016-01-08 12:00:00,99,94,72.0
2016-01-08 13:00:00,100,101,74.0
2016-01-08 14:00:00,98,98,71.0
2016-01-08 15:00:00,106,105,70.0
2016-01-08 16:00:00,103,102,69.0
2016-01-08 17:00:00,106,105,69.0
2016-01-08 18:00:00,107,107,68.0
2016-01-08 19:00:00,107,107,68.0
2016-01-08 20:00:00,99,98,67.0
2016-01-08 21:00:00,92,89,64.0
2016-01-08 22:00:00,96,96,64.0
2016-01-08 23:00:00,95,95,65.0
2016-01-09 00:00:00,105,105,68.0
2016-01-09 01:00:00,107,106,69.0
2016-01-09 02:00:00,107,106,70.0
2016-01-09 03:00:00,107,106,70.0
2016-01-09 04:00:00,103,102,68.0
2016-01-09 05:00:00,103,102,69.0
2016-01-09 06:00:00,98,97,67.0
2016-01-09 07:00:00,95,94,66.0
2016-01-09 08:00:00,96,95,68.0
2016-01-09 09:00:00,94,93,70.0
2016-01-09 10:00:00,96,96,70.0
2016-01-09 11:00:00,100,100,73.0
2016-01-09 12:00:00,99,99,73.0
2016-01-09 13:00:00,93,92,71.0
2016-01-09 14:00:00,96,96,72.0
2016-01-09 15:00:00,103,102,74.0
2016-01-09 16:00:00,99,98,74.0
2016-01-09 17:00:00,102,101,75.0
2016-01-09 18:00:00,102,102,75.0
2016-01-09 19:00:00,103,103,75.0
2016-01-09 20:00:00,101,101,74.0
2016-01-09 21:00:00,102,101,74.0
2016-01-09 22:00:00,103,103,74.0
2016-01-09 23:00:00,92,92,69.0
2016-01-10 00:00:00,63,63,59.0
2016-01-10 01:00:00,1,89,32.0
2016-01-10 02:00:00,0,93,30.0
2016-01-10 03:00:00,0,91,30.0
2016-01-10 04:00:00,0,98,34.0
2016-01-10 05:00:00,0,92,34.0
2016-01-10 06:00:00,0,88,33.0
2016-01-10 07:00:00,0,107,38.0
2016-01-10 08:00:00,0,112,40.0
2016-01-10 09:00:00,0,103,36.0
2016-01-10 10:00:00,0,100,37.0
2016-01-10 11:00:00,2,95,37.0
2016-01-10 12:00:00,79,87,59.0
2016-01-10 13:00:00,103,99,72.0
2016-01-10 14:00:00,103,99,73.0
2016-01-10 15:00:00,106,106,74.0
2016-01-10 16:00:00,103,100,73.0
2016-01-10 17:00:00,102,103,73.0
2016-01-10 18:00:00,95,94,70.0
2016-01-10 19:00:00,102,88,70.0
2016-01-10 20:00:00,90,83,68.0
2016-01-10 21:00:00,92,88,68.0
2016-01-10 22:00:00,94,92,69.0
2016-01-10 23:00:00,93,86,68.0
2016-01-11 00:00:00,93,87,69.0
2016-01-11 01:00:00,93,91,68.0
2016-01-11 02:00:00,94,90,69.0
2016-01-11 03:00:00,96,95,70.0
2016-01-11 04:00:00,95,93,70.0
2016-01-11 05:00:00,98,97,71.0
2016-01-11 06:00:00,103,103,72.0
2016-01-11 07:00:00,105,106,73.0
2016-01-11 08:00:00,104,107,72.0
2016-01-11 09:00:00,110,110,71.0
2016-01-11 10:00:00,112,111,69.0
2016-01-11 11:00:00,111,111,69.0
2016-01-11 12:00:00,111,111,68.0
2016-01-11 13:00:00,93,110,71.0
2016-01-11 14:00:00,2,109,53.0
2016-01-11 15:00:00,6,107,56.0
2016-01-11 16:00:00,75,110,59.0
2016-01-11 17:00:00,112,105,64.0
2016-01-11 18:00:00,112,111,64.0
2016-01-11 19:00:00,102,101,66.0
2016-01-11 20:00:00,88,88,62.0
2016-01-11 21:00:00,88,88,66.0
2016-01-11 22:00:00,90,89,67.0
2016-01-11 23:00:00,93,93,67.0
2016-01-12 00:00:00,96,95,67.0
2016-01-12 01:00:00,96,96,68.0
2016-01-12 02:00:00,96,96,67.0
2016-01-12 03:00:00,92,92,66.0
2016-01-12 04:00:00,92,91,67.0
2016-01-12 05:00:00,96,95,77.0
2016-01-12 06:00:00,97,96,80.0
2016-01-12 07:00:00,105,103,74.0
2016-01-12 08:00:00,108,107,72.0
2016-01-12 09:00:00,111,109,67.0
2016-01-12 10:00:00,110,109,62.0
2016-01-12 11:00:00,109,109,61.0
2016-01-12 12:00:00,104,103,62.0
2016-01-12 13:00:00,104,101,63.0
2016-01-12 14:00:00,104,103,69.0
2016-01-12 15:00:00,111,109,68.0
2016-01-12 16:00:00,112,111,64.0
2016-01-12 17:00:00,115,113,59.0
2016-01-12 18:00:00,115,113,59.0
2016-01-12 19:00:00,108,107,59.0
2016-01-12 20:00:00,100,99,64.0
2016-01-12 21:00:00,99,98,66.0
2016-01-12 22:00:00,99,98,66.0
2016-01-12 23:00:00,99,97,69.0
2016-01-13 00:00:00,99,98,68.0
2016-01-13 01:00:00,99,97,68.0
2016-01-13 02:00:00,95,96,67.0
2016-01-13 03:00:00,98,98,69.0
2016-01-13 04:00:00,98,98,69.0
2016-01-13 05:00:00,99,98,73.0
2016-01-13 06:00:00,106,106,73.0
2016-01-13 07:00:00,110,110,65.0
2016-01-13 08:00:00,108,109,63.0
2016-01-13 09:00:00,107,107,60.0
2016-01-13 10:00:00,107,107,61.0
2016-01-13 11:00:00,112,112,59.0
2016-01-13 12:00:00,113,110,57.0
2016-01-13 13:00:00,113,111,59.0
2016-01-13 14:00:00,113,111,59.0
2016-01-13 15:00:00,113,113,59.0
2016-01-13 16:00:00,113,111,62.0
2016-01-13 17:00:00,109,109,63.0
2016-01-13 18:00:00,111,109,60.0
2016-01-13 19:00:00,117,115,60.0
2016-01-13 20:00:00,109,108,60.0
2016-01-13 21:00:00,99,99,58.0
2016-01-13 22:00:00,90,90,55.0
2016-01-13 23:00:00,94,94,58.0
2016-01-14 00:00:00,83,83,57.0
2016-01-14 01:00:00,85,85,58.0
2016-01-14 02:00:00,88,88,59.0
2016-01-14 03:00:00,91,91,59.0
2016-01-14 04:00:00,98,98,59.0
2016-01-14 05:00:00,98,98,63.0
2016-01-14 06:00:00,101,100,66.0
2016-01-14 07:00:00,107,106,70.0
2016-01-14 08:00:00,115,113,52.0
2016-01-14 09:00:00,117,114,52.0
2016-01-14 10:00:00,113,110,58.0
2016-01-14 11:00:00,109,106,61.0
2016-01-14 12:00:00,107,105,60.0
2016-01-14 13:00:00,107,106,61.0
2016-01-14 14:00:00,107,106,62.0
2016-01-14 15:00:00,111,109,63.0
2016-01-14 16:00:00,111,111,63.0
2016-01-14 17:00:00,112,111,64.0
2016-01-14 18:00:00,113,112,64.0
2016-01-14 19:00:00,112,112,63.0
2016-01-14 20:00:00,111,109,60.0
2016-01-14 21:00:00,100,99,62.0
2016-01-14 22:00:00,90,90,58.0
2016-01-14 23:00:00,94,93,62.0
2016-01-15 00:00:00,93,93,61.0
2016-01-15 01:00:00,94,93,61.0
2016-01-15 02:00:00,93,93,61.0
2016-01-15 03:00:00,95,95,62.0
2016-01-15 04:00:00,98,98,63.0
2016-01-15 05:00:00,111,111,62.0
2016-01-15 06:00:00,113,114,64.0
2016-01-15 07:00:00,115,114,58.0
2016-01-15 08:00:00,116,114,54.0
2016-01-15 09:00:00,116,114,58.0
2016-01-15 10:00:00,116,115,59.0
2016-01-15 11:00:00,115,114,59.0
2016-01-15 12:00:00,114,112,59.0
2016-01-15 13:00:00,107,106,56.0
2016-01-15 14:00:00,105,103,52.0
2016-01-15 15:00:00,104,103,52.0
2016-01-15 16:00:00,106,105,52.0
2016-01-15 17:00:00,107,105,54.0
2016-01-15 18:00:00,105,103,55.0
2016-01-15 19:00:00,110,110,58.0
2016-01-15 20:00:00,111,110,59.0
2016-01-15 21:00:00,108,108,62.0
2016-01-15 22:00:00,100,100,62.0
2016-01-15 23:00:00,99,99,63.0
2016-01-16 00:00:00,97,96,62.0
2016-01-16 01:00:00,98,98,63.0
2016-01-16 02:00:00,98,98,64.0
2016-01-16 03:00:00,98,98,64.0
2016-01-16 04:00:00,98,98,64.0
2016-01-16 05:00:00,114,109,61.0
2016-01-16 06:00:00,117,111,60.0
2016-01-16 07:00:00,117,111,61.0
2016-01-16 08:00:00,118,111,62.0
2016-01-16 09:00:00,117,109,60.0
2016-01-16 10:00:00,117,111,51.0
2016-01-16 11:00:00,117,112,51.0
2016-01-16 12:00:00,117,111,49.0
2016-01-16 13:00:00,117,111,49.0
2016-01-16 14:00:00,117,111,51.0
2016-01-16 15:00:00,118,111,52.0
2016-01-16 16:00:00,117,111,54.0
2016-01-16 17:00:00,117,111,55.0
2016-01-16 18:00:00,117,111,55.0
2016-01-16 19:00:00,118,110,57.0
2016-01-16 20:00:00,117,111,53.0
2016-01-16 21:00:00,116,111,52.0
2016-01-16 22:00:00,102,101,50.0
2016-01-16 23:00:00,100,99,53.0
2016-01-17 00:00:00,101,99,52.0
2016-01-17 01:00:00,98,98,45.0
2016-01-17 02:00:00,99,98,54.0
2016-01-17 03:00:00,100,99,59.0
2016-01-17 04:00:00,98,99,60.0
2016-01-17 05:00:00,111,110,58.0
2016-01-17 06:00:00,116,111,57.0
2016-01-17 07:00:00,116,111,53.0
2016-01-17 08:00:00,118,117,46.0
2016-01-17 09:00:00,118,117,46.0
2016-01-17 10:00:00,118,117,46.0
2016-01-17 11:00:00,118,116,44.0
2016-01-17 12:00:00,118,117,46.0
2016-01-17 13:00:00,118,117,51.0
2016-01-17 14:00:00,118,116,51.0
2016-01-17 15:00:00,118,116,51.0
2016-01-17 16:00:00,119,117,49.0
2016-01-17 17:00:00,119,117,49.0
2016-01-17 18:00:00,119,117,48.0
2016-01-17 19:00:00,119,117,47.0
2016-01-17 20:00:00,119,118,47.0
2016-01-17 21:00:00,117,116,47.0
2016-01-17 22:00:00,107,106,51.0
2016-01-17 23:00:00,74,106,52.0
2016-01-18 00:00:00,52,96,53.0
2016-01-18 01:00:00,47,89,51.0
2016-01-18 02:00:00,60,81,52.0
2016-01-18 03:00:00,86,87,58.0
2016-01-18 04:00:00,107,107,66.0
2016-01-18 05:00:00,112,111,66.0
2016-01-18 06:00:00,113,111,63.0
2016-01-18 07:00:00,115,111,61.0
2016-01-18 08:00:00,118,113,55.0
2016-01-18 09:00:00,118,114,54.0
2016-01-18 10:00:00,118,114,55.0
2016-01-18 11:00:00,118,113,55.0
2016-01-18 12:00:00,114,109,59.0
2016-01-18 13:00:00,113,109,60.0
2016-01-18 14:00:00,113,112,61.0
2016-01-18 15:00:00,113,112,61.0
2016-01-18 16:00:00,113,113,60.0
2016-01-18 17:00:00,115,114,55.0
2016-01-18 18:00:00,114,114,54.0
2016-01-18 19:00:00,114,114,54.0
2016-01-18 20:00:00,111,111,57.0
2016-01-18 21:00:00,107,107,56.0
2016-01-18 22:00:00,107,107,50.0
2016-01-18 23:00:00,95,95,47.0
2016-01-19 00:00:00,100,100,51.0
2016-01-19 01:00:00,104,104,54.0
2016-01-19 02:00:00,102,101,53.0
2016-01-19 03:00:00,102,101,51.0
2016-01-19 04:00:00,106,106,54.0
2016-01-19 05:00:00,99,99,54.0
2016-01-19 06:00:00,110,108,56.0
2016-01-19 07:00:00,118,115,50.0
2016-01-19 08:00:00,120,118,45.0
2016-01-19 09:00:00,120,118,45.0
2016-01-19 10:00:00,118,117,47.0
2016-01-19 11:00:00,119,116,52.0
2016-01-19 12:00:00,118,116,54.0
2016-01-19 13:00:00,118,114,54.0
2016-01-19 14:00:00,117,115,54.0
2016-01-19 15:00:00,117,115,54.0
2016-01-19 16:00:00,117,115,54.0
2016-01-19 17:00:00,117,115,53.0
2016-01-19 18:00:00,117,115,54.0
2016-01-19 19:00:00,112,111,51.0
2016-01-19 20:00:00,104,102,63.0
2016-01-19 21:00:00,104,102,66.0
2016-01-19 22:00:00,105,104,56.0
2016-01-19 23:00:00,96,96,55.0
2016-01-20 00:00:00,105,104,54.0
2016-01-20 01:00:00,97,97,53.0
2016-01-20 02:00:00,96,95,54.0
2016-01-20 03:00:00,96,95,53.0
2016-01-20 04:00:00,99,99,51.0
2016-01-20 05:00:00,101,101,57.0
2016-01-20 06:00:00,110,109,62.0
2016-01-20 07:00:00,113,112,64.0
2016-01-20 08:00:00,113,112,62.0
2016-01-20 09:00:00,113,112,61.0
2016-01-20 10:00:00,112,110,61.0
2016-01-20 11:00:00,113,112,60.0
2016-01-20 12:00:00,111,111,59.0
2016-01-20 13:00:00,110,109,60.0
2016-01-20 14:00:00,105,104,59.0
2016-01-20 15:00:00,106,105,59.0
2016-01-20 16:00:00,107,106,59.0
2016-01-20 17:00:00,111,110,57.0
2016-01-20 18:00:00,117,115,56.0
2016-01-20 19:00:00,117,115,56.0
2016-01-20 20:00:00,115,114,52.0
2016-01-20 21:00:00,100,99,53.0
2016-01-20 22:00:00,99,98,59.0
2016-01-20 23:00:00,98,98,59.0
2016-01-21 00:00:00,99,98,60.0
2016-01-21 01:00:00,98,98,59.0
2016-01-21 02:00:00,99,99,59.0
2016-01-21 03:00:00,100,99,60.0
2016-01-21 04:00:00,102,102,60.0
2016-01-21 05:00:00,104,103,61.0
2016-01-21 06:00:00,113,111,60.0
2016-01-21 07:00:00,118,114,55.0
2016-01-21 08:00:00,118,115,54.0
2016-01-21 09:00:00,118,115,53.0
2016-01-21 10:00:00,114,115,56.0
2016-01-21 11:00:00,117,115,54.0
2016-01-21 12:00:00,117,115,53.0
2016-01-21 13:00:00,117,115,54.0
2016-01-21 14:00:00,117,115,54.0
2016-01-21 15:00:00,117,115,53.0
2016-01-21 16:00:00,118,116,54.0
2016-01-21 17:00:00,118,116,50.0
2016-01-21 18:00:00,119,116,48.0
2016-01-21 19:00:00,119,117,49.0
2016-01-21 20:00:00,115,113,52.0
2016-01-21 21:00:00,112,111,51.0
2016-01-21 22:00:00,109,109,50.0
2016-01-21 23:00:00,109,108,55.0
2016-01-22 00:00:00,109,109,57.0
2016-01-22 01:00:00,111,111,56.0
2016-01-22 02:00:00,110,109,56.0
2016-01-22 03:00:00,111,110,56.0
2016-01-22 04:00:00,109,108,57.0
2016-01-22 05:00:00,113,113,57.0
2016-01-22 06:00:00,116,113,54.0
2016-01-22 07:00:00,120,118,46.0
2016-01-22 08:00:00,121,119,46.0
2016-01-22 09:00:00,121,121,46.0
2016-01-22 10:00:00,119,119,45.0
2016-01-22 11:00:00,119,118,45.0
2016-01-22 12:00:00,114,114,44.0
2016-01-22 13:00:00,112,110,43.0
2016-01-22 14:00:00,112,111,42.0
2016-01-22 15:00:00,112,111,42.0
2016-01-22 16:00:00,112,109,42.0
2016-01-22 17:00:00,120,117,45.0
2016-01-22 18:00:00,121,115,43.0
2016-01-22 19:00:00,121,119,41.0
2016-01-22 20:00:00,121,119,42.0
2016-01-22 21:00:00,122,120,44.0
2016-01-22 22:00:00,112,111,45.0
2016-01-22 23:00:00,109,109,48.0
2016-01-23 00:00:00,113,113,44.0
2016-01-23 01:00:00,111,111,42.0
2016-01-23 02:00:00,109,109,41.0
2016-01-23 03:00:00,107,106,44.0
2016-01-23 04:00:00,106,105,45.0
2016-01-23 05:00:00,104,103,46.0
2016-01-23 06:00:00,104,102,51.0
2016-01-23 07:00:00,105,104,54.0
2016-01-23 08:00:00,109,108,53.0
2016-01-23 09:00:00,114,112,56.0
2016-01-23 10:00:00,115,114,57.0
2016-01-23 11:00:00,113,112,56.0
2016-01-23 12:00:00,110,109,54.0
2016-01-23 13:00:00,101,100,49.0
2016-01-23 14:00:00,97,97,47.0
2016-01-23 15:00:00,97,99,47.0
2016-01-23 16:00:00,98,92,47.0
2016-01-23 17:00:00,101,98,54.0
2016-01-23 18:00:00,101,100,51.0
2016-01-23 19:00:00,99,98,51.0
2016-01-23 20:00:00,96,94,48.0
2016-01-23 21:00:00,99,99,51.0
2016-01-23 22:00:00,93,90,59.0
2016-01-23 23:00:00,94,93,61.0
2016-01-24 00:00:00,94,93,60.0
2016-01-24 01:00:00,98,98,60.0
2016-01-24 02:00:00,99,99,60.0
2016-01-24 03:00:00,98,98,59.0
2016-01-24 04:00:00,98,98,59.0
2016-01-24 05:00:00,102,102,56.0
2016-01-24 06:00:00,99,99,58.0
2016-01-24 07:00:00,106,105,56.0
2016-01-24 08:00:00,112,112,57.0
2016-01-24 09:00:00,111,111,56.0
2016-01-24 10:00:00,111,110,55.0
2016-01-24 11:00:00,98,98,60.0
2016-01-24 12:00:00,99,99,57.0
2016-01-24 13:00:00,98,98,56.0
2016-01-24 14:00:00,102,102,59.0
2016-01-24 15:00:00,94,94,59.0
2016-01-24 16:00:00,92,92,58.0
2016-01-24 17:00:00,104,103,59.0
2016-01-24 18:00:00,111,111,61.0
2016-01-24 19:00:00,102,98,54.0
2016-01-24 20:00:00,103,96,53.0
2016-01-24 21:00:00,96,93,51.0
2016-01-24 22:00:00,93,93,55.0
2016-01-24 23:00:00,88,87,61.0
2016-01-25 00:00:00,89,89,61.0
2016-01-25 01:00:00,88,88,62.0
2016-01-25 02:00:00,88,87,62.0
2016-01-25 03:00:00,88,86,62.0
2016-01-25 04:00:00,98,96,63.0
2016-01-25 05:00:00,99,98,64.0
2016-01-25 06:00:00,100,100,66.0
2016-01-25 07:00:00,104,104,66.0
2016-01-25 08:00:00,105,105,65.0
2016-01-25 09:00:00,103,103,66.0
2016-01-25 10:00:00,102,102,66.0
2016-01-25 11:00:00,101,101,64.0
2016-01-25 12:00:00,95,95,62.0
2016-01-25 13:00:00,88,88,60.0
2016-01-25 14:00:00,88,87,60.0
2016-01-25 15:00:00,85,83,60.0
2016-01-25 16:00:00,90,79,61.0
2016-01-25 17:00:00,101,99,64.0
2016-01-25 18:00:00,105,103,65.0
2016-01-25 19:00:00,103,102,62.0
2016-01-25 20:00:00,102,98,59.0
2016-01-25 21:00:00,99,99,59.0
2016-01-25 22:00:00,96,96,61.0
2016-01-25 23:00:00,89,89,61.0
2016-01-26 00:00:00,86,86,59.0
2016-01-26 01:00:00,86,86,58.0
2016-01-26 02:00:00,85,85,59.0
2016-01-26 03:00:00,88,88,61.0
2016-01-26 04:00:00,96,95,62.0
2016-01-26 05:00:00,96,94,60.0
2016-01-26 06:00:00,108,108,63.0
2016-01-26 07:00:00,111,111,62.0
2016-01-26 08:00:00,110,110,56.0
2016-01-26 09:00:00,112,112,58.0
2016-01-26 10:00:00,103,103,61.0
2016-01-26 11:00:00,96,96,68.0
2016-01-26 12:00:00,97,96,68.0
2016-01-26 13:00:00,97,96,70.0
2016-01-26 14:00:00,92,91,69.0
2016-01-26 15:00:00,87,86,68.0
2016-01-26 16:00:00,86,85,68.0
2016-01-26 17:00:00,98,97,71.0
2016-01-26 18:00:00,101,98,73.0
2016-01-26 19:00:00,89,80,70.0
2016-01-26 20:00:00,68,48,57.0
2016-01-26 21:00:00,97,9,45.0
2016-01-26 22:00:00,99,0,40.0
2016-01-26 23:00:00,98,0,35.0
2016-01-27 00:00:00,95,0,30.0
2016-01-27 01:00:00,90,0,29.0
2016-01-27 02:00:00,88,0,29.0
2016-01-27 03:00:00,91,0,29.0
2016-01-27 04:00:00,102,4,31.0
2016-01-27 05:00:00,95,60,55.0
2016-01-27 06:00:00,98,92,67.0
2016-01-27 07:00:00,100,111,62.0
2016-01-27 08:00:00,102,109,61.0
2016-01-27 09:00:00,104,105,67.0
2016-01-27 10:00:00,97,96,68.0
2016-01-27 11:00:00,78,77,68.0
2016-01-27 12:00:00,87,87,72.0
2016-01-27 13:00:00,101,100,77.0
2016-01-27 14:00:00,98,96,76.0
2016-01-27 15:00:00,105,79,75.0
2016-01-27 16:00:00,99,92,76.0
2016-01-27 17:00:00,95,94,74.0
2016-01-27 18:00:00,89,88,72.0
2016-01-27 19:00:00,98,96,74.0
2016-01-27 20:00:00,91,91,74.0
2016-01-27 21:00:00,11,84,35.0
2016-01-27 22:00:00,0,86,32.0
2016-01-27 23:00:00,0,77,29.0
2016-01-28 00:00:00,0,71,27.0
2016-01-28 01:00:00,0,71,27.0
2016-01-28 02:00:00,0,70,28.0
2016-01-28 03:00:00,0,60,27.0
2016-01-28 04:00:00,0,61,27.0
2016-01-28 05:00:00,0,92,32.0
2016-01-28 06:00:00,55,101,50.0
2016-01-28 07:00:00,99,99,75.0
2016-01-28 08:00:00,102,102,77.0
2016-01-28 09:00:00,98,98,76.0
2016-01-28 10:00:00,94,93,75.0
2016-01-28 11:00:00,90,90,73.0
2016-01-28 12:00:00,91,90,74.0
2016-01-28 13:00:00,97,96,78.0
2016-01-28 14:00:00,92,92,76.0
