date,start,end,11WD8SWPU1L---AK,11WD8SWPU1L---BI
1012021,00:00,01:00,740.0,0.0
1012021,01:00,02:00,737.0,0.0
1012021,02:00,03:00,735.0,0.0
1012021,03:00,04:00,735.0,0.0
1012021,04:00,05:00,736.0,0.0
1012021,05:00,06:00,738.0,0.0
1012021,06:00,07:00,741.0,0.0
1012021,07:00,08:00,737.0,0.0
1012021,08:00,09:00,736.0,0.0
1012021,09:00,10:00,739.0,0.0
1012021,10:00,11:00,741.0,0.0
1012021,11:00,12:00,743.0,0.0
1012021,12:00,13:00,741.0,0.0
1012021,13:00,14:00,749.0,0.0
1012021,14:00,15:00,742.0,0.0
1012021,15:00,16:00,738.0,0.0
1012021,16:00,17:00,732.0,0.0
1012021,17:00,18:00,729.0,0.0
1012021,18:00,19:00,735.0,0.0
1012021,19:00,20:00,731.0,0.0
1012021,20:00,21:00,738.0,0.0
1012021,21:00,22:00,736.0,0.0
1012021,22:00,23:00,728.0,0.0
1012021,23:00,00:00,736.0,0.0
2012021,00:00,01:00,720.0,0.0
2012021,01:00,02:00,717.0,0.0
2012021,02:00,03:00,712.0,0.0
2012021,03:00,04:00,730.0,0.0
2012021,04:00,05:00,694.0,0.0
2012021,05:00,06:00,726.0,0.0
2012021,06:00,07:00,669.0,0.0
2012021,07:00,08:00,646.0,0.0
2012021,08:00,09:00,680.0,0.0
2012021,09:00,10:00,681.0,0.0
2012021,10:00,11:00,689.0,0.0
2012021,11:00,12:00,689.0,0.0
2012021,12:00,13:00,688.0,0.0
2012021,13:00,14:00,680.0,0.0
2012021,14:00,15:00,680.0,0.0
2012021,15:00,16:00,685.0,0.0
2012021,16:00,17:00,685.0,0.0
2012021,17:00,18:00,676.0,0.0
2012021,18:00,19:00,687.0,0.0
2012021,19:00,20:00,677.0,0.0
2012021,20:00,21:00,685.0,0.0
2012021,21:00,22:00,709.0,0.0
2012021,22:00,23:00,700.0,0.0
2012021,23:00,00:00,688.0,0.0
3012021,00:00,01:00,704.0,0.0
3012021,01:00,02:00,704.0,0.0
3012021,02:00,03:00,698.0,0.0
3012021,03:00,04:00,585.0,0.0
3012021,04:00,05:00,452.0,0.0
3012021,05:00,06:00,380.0,0.0
3012021,06:00,07:00,358.0,0.0
3012021,07:00,08:00,471.0,0.0
3012021,08:00,09:00,505.0,0.0
3012021,09:00,10:00,665.0,0.0
3012021,10:00,11:00,700.0,0.0
3012021,11:00,12:00,701.0,0.0
3012021,12:00,13:00,703.0,0.0
3012021,13:00,14:00,704.0,0.0
3012021,14:00,15:00,704.0,0.0
3012021,15:00,16:00,708.0,0.0
3012021,16:00,17:00,717.0,0.0
3012021,17:00,18:00,708.0,0.0
3012021,18:00,19:00,711.0,0.0
3012021,19:00,20:00,731.0,0.0
3012021,20:00,21:00,727.0,0.0
3012021,21:00,22:00,713.0,46.0
3012021,22:00,23:00,659.0,282.0
3012021,23:00,00:00,473.0,324.0
4012021,00:00,01:00,664.0,333.0
4012021,01:00,02:00,666.0,407.0
4012021,02:00,03:00,682.0,464.0
4012021,03:00,04:00,629.0,507.0
4012021,04:00,05:00,487.0,513.0
4012021,05:00,06:00,327.0,458.0
4012021,06:00,07:00,409.0,594.0
4012021,07:00,08:00,664.0,733.0
4012021,08:00,09:00,685.0,738.0
4012021,09:00,10:00,680.0,736.0
4012021,10:00,11:00,681.0,746.0
4012021,11:00,12:00,687.0,749.0
4012021,12:00,13:00,705.0,757.0
4012021,13:00,14:00,700.0,751.0
4012021,14:00,15:00,695.0,750.0
4012021,15:00,16:00,667.0,740.0
4012021,16:00,17:00,665.0,742.0
4012021,17:00,18:00,680.0,748.0
4012021,18:00,19:00,698.0,757.0
4012021,19:00,20:00,696.0,750.0
4012021,20:00,21:00,678.0,749.0
4012021,21:00,22:00,692.0,752.0
4012021,22:00,23:00,693.0,755.0
4012021,23:00,00:00,693.0,755.0
5012021,00:00,01:00,689.0,758.0
5012021,01:00,02:00,686.0,757.0
5012021,02:00,03:00,681.0,757.0
5012021,03:00,04:00,691.0,744.0
5012021,04:00,05:00,699.0,741.0
5012021,05:00,06:00,706.0,736.0
5012021,06:00,07:00,700.0,732.0
5012021,07:00,08:00,682.0,731.0
5012021,08:00,09:00,681.0,725.0
5012021,09:00,10:00,681.0,727.0
5012021,10:00,11:00,690.0,727.0
5012021,11:00,12:00,695.0,741.0
5012021,12:00,13:00,695.0,743.0
5012021,13:00,14:00,700.0,742.0
5012021,14:00,15:00,703.0,739.0
5012021,15:00,16:00,696.0,734.0
5012021,16:00,17:00,703.0,746.0
5012021,17:00,18:00,716.0,735.0
5012021,18:00,19:00,713.0,741.0
5012021,19:00,20:00,697.0,743.0
5012021,20:00,21:00,682.0,741.0
5012021,21:00,22:00,698.0,745.0
5012021,22:00,23:00,700.0,745.0
5012021,23:00,00:00,695.0,741.0
6012021,00:00,01:00,699.0,736.0
6012021,01:00,02:00,700.0,733.0
6012021,02:00,03:00,692.0,734.0
6012021,03:00,04:00,696.0,743.0
6012021,04:00,05:00,698.0,733.0
6012021,05:00,06:00,705.0,734.0
6012021,06:00,07:00,708.0,734.0
6012021,07:00,08:00,697.0,726.0
6012021,08:00,09:00,700.0,734.0
6012021,09:00,10:00,706.0,732.0
6012021,10:00,11:00,713.0,736.0
6012021,11:00,12:00,717.0,743.0
6012021,12:00,13:00,710.0,736.0
6012021,13:00,14:00,717.0,733.0
6012021,14:00,15:00,711.0,731.0
6012021,15:00,16:00,710.0,730.0
6012021,16:00,17:00,714.0,736.0
6012021,17:00,18:00,702.0,734.0
6012021,18:00,19:00,700.0,736.0
6012021,19:00,20:00,693.0,737.0
6012021,20:00,21:00,696.0,731.0
6012021,21:00,22:00,697.0,734.0
6012021,22:00,23:00,693.0,736.0
6012021,23:00,00:00,692.0,735.0
7012021,00:00,01:00,697.0,739.0
7012021,01:00,02:00,701.0,732.0
7012021,02:00,03:00,698.0,733.0
7012021,03:00,04:00,698.0,734.0
7012021,04:00,05:00,695.0,727.0
7012021,05:00,06:00,699.0,729.0
7012021,06:00,07:00,687.0,717.0
7012021,07:00,08:00,689.0,723.0
7012021,08:00,09:00,692.0,728.0
7012021,09:00,10:00,692.0,726.0
7012021,10:00,11:00,695.0,731.0
7012021,11:00,12:00,696.0,721.0
7012021,12:00,13:00,690.0,725.0
7012021,13:00,14:00,683.0,720.0
7012021,14:00,15:00,686.0,722.0
7012021,15:00,16:00,686.0,729.0
7012021,16:00,17:00,691.0,729.0
7012021,17:00,18:00,685.0,722.0
7012021,18:00,19:00,678.0,725.0
7012021,19:00,20:00,686.0,719.0
7012021,20:00,21:00,686.0,733.0
7012021,21:00,22:00,698.0,718.0
7012021,22:00,23:00,698.0,721.0
7012021,23:00,00:00,696.0,731.0
8012021,00:00,01:00,683.0,714.0
8012021,01:00,02:00,679.0,718.0
8012021,02:00,03:00,682.0,716.0
8012021,03:00,04:00,682.0,712.0
8012021,04:00,05:00,686.0,713.0
8012021,05:00,06:00,694.0,712.0
8012021,06:00,07:00,682.0,706.0
8012021,07:00,08:00,686.0,714.0
8012021,08:00,09:00,699.0,724.0
8012021,09:00,10:00,695.0,722.0
8012021,10:00,11:00,703.0,726.0
8012021,11:00,12:00,692.0,730.0
8012021,12:00,13:00,690.0,728.0
8012021,13:00,14:00,701.0,733.0
8012021,14:00,15:00,699.0,733.0
8012021,15:00,16:00,698.0,725.0
8012021,16:00,17:00,693.0,722.0
8012021,17:00,18:00,691.0,729.0
8012021,18:00,19:00,689.0,731.0
8012021,19:00,20:00,686.0,728.0
8012021,20:00,21:00,683.0,722.0
8012021,21:00,22:00,689.0,732.0
8012021,22:00,23:00,681.0,725.0
8012021,23:00,00:00,683.0,715.0
9012021,00:00,01:00,691.0,731.0
9012021,01:00,02:00,699.0,729.0
9012021,02:00,03:00,703.0,719.0
9012021,03:00,04:00,699.0,726.0
9012021,04:00,05:00,697.0,717.0
9012021,05:00,06:00,697.0,713.0
9012021,06:00,07:00,699.0,731.0
9012021,07:00,08:00,693.0,723.0
9012021,08:00,09:00,693.0,733.0
9012021,09:00,10:00,696.0,733.0
9012021,10:00,11:00,711.0,738.0
9012021,11:00,12:00,704.0,737.0
9012021,12:00,13:00,696.0,737.0
9012021,13:00,14:00,719.0,736.0
9012021,14:00,15:00,710.0,739.0
9012021,15:00,16:00,703.0,734.0
9012021,16:00,17:00,683.0,734.0
9012021,17:00,18:00,681.0,728.0
