date,start,end,11WD7WALS5S--9-Y,11WD7WALS1S--10A
1012018,00:00,01:00,78.0,0.0
1012018,01:00,02:00,78.0,0.0
1012018,02:00,03:00,80.0,0.0
1012018,03:00,04:00,79.0,0.0
1012018,04:00,05:00,79.0,0.0
1012018,05:00,06:00,78.0,0.0
1012018,06:00,07:00,78.0,0.0
1012018,07:00,08:00,81.0,0.0
1012018,08:00,09:00,78.0,0.0
1012018,09:00,10:00,79.0,0.0
1012018,10:00,11:00,80.0,0.0
1012018,11:00,12:00,79.0,0.0
1012018,12:00,13:00,80.0,0.0
1012018,13:00,14:00,85.0,0.0
1012018,14:00,15:00,82.0,0.0
1012018,15:00,16:00,80.0,0.0
1012018,16:00,17:00,78.0,0.0
1012018,17:00,18:00,80.0,0.0
1012018,18:00,19:00,80.0,0.0
1012018,19:00,20:00,83.0,0.0
1012018,20:00,21:00,81.0,0.0
1012018,21:00,22:00,79.0,0.0
1012018,22:00,23:00,80.0,0.0
1012018,23:00,00:00,81.0,0.0
2012018,00:00,01:00,80.0,0.0
2012018,01:00,02:00,81.0,0.0
2012018,02:00,03:00,81.0,0.0
2012018,03:00,04:00,82.0,0.0
2012018,04:00,05:00,80.0,0.0
2012018,05:00,06:00,80.0,0.0
2012018,06:00,07:00,81.0,0.0
2012018,07:00,08:00,81.0,0.0
2012018,08:00,09:00,92.0,0.0
2012018,09:00,10:00,85.0,0.0
2012018,10:00,11:00,80.0,0.0
2012018,11:00,12:00,85.0,0.0
2012018,12:00,13:00,80.0,0.0
2012018,13:00,14:00,85.0,0.0
2012018,14:00,15:00,133.0,0.0
2012018,15:00,16:00,234.0,0.0
2012018,16:00,17:00,249.0,0.0
2012018,17:00,18:00,234.0,0.0
2012018,18:00,19:00,261.0,0.0
2012018,19:00,20:00,209.0,0.0
2012018,20:00,21:00,148.0,0.0
2012018,21:00,22:00,94.0,0.0
2012018,22:00,23:00,81.0,0.0
2012018,23:00,00:00,80.0,0.0
3012018,00:00,01:00,79.0,0.0
3012018,01:00,02:00,79.0,0.0
3012018,02:00,03:00,79.0,0.0
3012018,03:00,04:00,79.0,0.0
3012018,04:00,05:00,81.0,0.0
3012018,05:00,06:00,80.0,0.0
3012018,06:00,07:00,85.0,0.0
3012018,07:00,08:00,81.0,0.0
3012018,08:00,09:00,79.0,0.0
3012018,09:00,10:00,80.0,0.0
3012018,10:00,11:00,90.0,0.0
3012018,11:00,12:00,97.0,0.0
3012018,12:00,13:00,82.0,0.0
3012018,13:00,14:00,84.0,0.0
3012018,14:00,15:00,84.0,0.0
3012018,15:00,16:00,112.0,0.0
3012018,16:00,17:00,87.0,0.0
3012018,17:00,18:00,80.0,0.0
3012018,18:00,19:00,79.0,0.0
3012018,19:00,20:00,78.0,0.0
3012018,20:00,21:00,79.0,0.0
3012018,21:00,22:00,80.0,0.0
3012018,22:00,23:00,80.0,0.0
3012018,23:00,00:00,60.0,0.0
4012018,00:00,01:00,79.0,0.0
4012018,01:00,02:00,78.0,0.0
4012018,02:00,03:00,81.0,0.0
4012018,03:00,04:00,79.0,0.0
4012018,04:00,05:00,79.0,0.0
4012018,05:00,06:00,81.0,0.0
4012018,06:00,07:00,89.0,0.0
4012018,07:00,08:00,128.0,0.0
4012018,08:00,09:00,274.0,0.0
4012018,09:00,10:00,331.0,0.0
4012018,10:00,11:00,334.0,0.0
4012018,11:00,12:00,334.0,0.0
4012018,12:00,13:00,333.0,0.0
4012018,13:00,14:00,334.0,0.0
4012018,14:00,15:00,333.0,0.0
4012018,15:00,16:00,333.0,0.0
4012018,16:00,17:00,334.0,0.0
4012018,17:00,18:00,333.0,0.0
4012018,18:00,19:00,334.0,0.0
4012018,19:00,20:00,300.0,0.0
4012018,20:00,21:00,175.0,0.0
4012018,21:00,22:00,91.0,0.0
4012018,22:00,23:00,81.0,0.0
4012018,23:00,00:00,83.0,0.0
5012018,00:00,01:00,98.0,0.0
5012018,01:00,02:00,84.0,0.0
5012018,02:00,03:00,78.0,0.0
5012018,03:00,04:00,79.0,0.0
5012018,04:00,05:00,94.0,0.0
5012018,05:00,06:00,90.0,0.0
5012018,06:00,07:00,81.0,0.0
5012018,07:00,08:00,78.0,0.0
5012018,08:00,09:00,82.0,0.0
5012018,09:00,10:00,83.0,0.0
5012018,10:00,11:00,81.0,0.0
5012018,11:00,12:00,94.0,0.0
5012018,12:00,13:00,171.0,0.0
5012018,13:00,14:00,316.0,0.0
5012018,14:00,15:00,337.0,0.0
5012018,15:00,16:00,340.0,0.0
5012018,16:00,17:00,342.0,0.0
5012018,17:00,18:00,339.0,0.0
5012018,18:00,19:00,341.0,0.0
5012018,19:00,20:00,330.0,0.0
5012018,20:00,21:00,255.0,0.0
5012018,21:00,22:00,177.0,0.0
5012018,22:00,23:00,101.0,0.0
5012018,23:00,00:00,81.0,0.0
6012018,00:00,01:00,81.0,0.0
6012018,01:00,02:00,87.0,0.0
6012018,02:00,03:00,79.0,0.0
6012018,03:00,04:00,82.0,0.0
6012018,04:00,05:00,82.0,0.0
6012018,05:00,06:00,81.0,0.0
6012018,06:00,07:00,81.0,0.0
6012018,07:00,08:00,80.0,0.0
6012018,08:00,09:00,81.0,0.0
6012018,09:00,10:00,81.0,0.0
6012018,10:00,11:00,81.0,0.0
6012018,11:00,12:00,82.0,0.0
6012018,12:00,13:00,105.0,0.0
6012018,13:00,14:00,95.0,0.0
6012018,14:00,15:00,141.0,0.0
6012018,15:00,16:00,172.0,0.0
6012018,16:00,17:00,154.0,0.0
6012018,17:00,18:00,142.0,0.0
6012018,18:00,19:00,82.0,0.0
6012018,19:00,20:00,81.0,0.0
6012018,20:00,21:00,80.0,0.0
6012018,21:00,22:00,79.0,0.0
6012018,22:00,23:00,80.0,0.0
6012018,23:00,00:00,80.0,0.0
7012018,00:00,01:00,80.0,0.0
7012018,01:00,02:00,77.0,0.0
7012018,02:00,03:00,79.0,0.0
7012018,03:00,04:00,79.0,0.0
7012018,04:00,05:00,79.0,0.0
7012018,05:00,06:00,79.0,0.0
7012018,06:00,07:00,79.0,0.0
7012018,07:00,08:00,79.0,0.0
7012018,08:00,09:00,79.0,0.0
7012018,09:00,10:00,79.0,0.0
7012018,10:00,11:00,96.0,0.0
7012018,11:00,12:00,82.0,0.0
