date,start,end,11WD7WEST5S--C-P,11WD7WSFN1S--E-Z
1012019,00:00,01:00,,0
1012019,01:00,02:00,,0
1012019,02:00,03:00,,0
1012019,03:00,04:00,,0
1012019,04:00,05:00,,0
1012019,05:00,06:00,,0
1012019,06:00,07:00,,0
1012019,07:00,08:00,,0
1012019,08:00,09:00,,0
1012019,09:00,10:00,,0
1012019,10:00,11:00,,0
1012019,11:00,12:00,,0
1012019,12:00,13:00,,0
1012019,13:00,14:00,,0
1012019,14:00,15:00,,0
1012019,15:00,16:00,,0
1012019,16:00,17:00,,0
1012019,17:00,18:00,,0
1012019,18:00,19:00,,0
1012019,19:00,20:00,,0
1012019,20:00,21:00,,0
1012019,21:00,22:00,,0
1012019,22:00,23:00,,0
1012019,23:00,00:00,,0
2012019,00:00,01:00,,0
2012019,01:00,02:00,,0
2012019,02:00,03:00,,0
2012019,03:00,04:00,,0
2012019,04:00,05:00,,0
2012019,05:00,06:00,,0
2012019,06:00,07:00,,0
2012019,07:00,08:00,,0
2012019,08:00,09:00,,0
2012019,09:00,10:00,,129
2012019,10:00,11:00,,207
2012019,11:00,12:00,,214
2012019,12:00,13:00,,218
2012019,13:00,14:00,,239
2012019,14:00,15:00,,348
2012019,15:00,16:00,,657
2012019,16:00,17:00,,770
2012019,17:00,18:00,,772
2012019,18:00,19:00,,778
2012019,19:00,20:00,,780
2012019,20:00,21:00,,779
2012019,21:00,22:00,,781
2012019,22:00,23:00,,777
2012019,23:00,00:00,,779
3012019,00:00,01:00,,782
3012019,01:00,02:00,,778
3012019,02:00,03:00,,781
3012019,03:00,04:00,,781
3012019,04:00,05:00,,696
3012019,05:00,06:00,,773
3012019,06:00,07:00,,770
3012019,07:00,08:00,,777
3012019,08:00,09:00,,777
3012019,09:00,10:00,,777
3012019,10:00,11:00,,778
3012019,11:00,12:00,,779
3012019,12:00,13:00,,781
3012019,13:00,14:00,,780
3012019,14:00,15:00,,779
3012019,15:00,16:00,,778
3012019,16:00,17:00,,779
3012019,17:00,18:00,,779
3012019,18:00,19:00,,778
3012019,19:00,20:00,,780
3012019,20:00,21:00,,779
3012019,21:00,22:00,,778
3012019,22:00,23:00,,779
3012019,23:00,00:00,,778
4012019,00:00,01:00,,781
4012019,01:00,02:00,,778
4012019,02:00,03:00,,782
4012019,03:00,04:00,,777
4012019,04:00,05:00,,780
4012019,05:00,06:00,,781
4012019,06:00,07:00,,781
4012019,07:00,08:00,,779
4012019,08:00,09:00,,778
4012019,09:00,10:00,,779
4012019,10:00,11:00,,779
4012019,11:00,12:00,,777
4012019,12:00,13:00,,781
4012019,13:00,14:00,,781
4012019,14:00,15:00,,778
4012019,15:00,16:00,,780
4012019,16:00,17:00,,780
4012019,17:00,18:00,,778
4012019,18:00,19:00,,777
4012019,19:00,20:00,,782
4012019,20:00,21:00,,777
4012019,21:00,22:00,,609
4012019,22:00,23:00,,320
4012019,23:00,00:00,,220
5012019,00:00,01:00,,212
5012019,01:00,02:00,,214
5012019,02:00,03:00,,217
5012019,03:00,04:00,,216
5012019,04:00,05:00,,217
5012019,05:00,06:00,,215
5012019,06:00,07:00,,214
5012019,07:00,08:00,,284
5012019,08:00,09:00,,401
5012019,09:00,10:00,,701
5012019,10:00,11:00,,776
5012019,11:00,12:00,,776
5012019,12:00,13:00,,780
5012019,13:00,14:00,,778
5012019,14:00,15:00,,779
5012019,15:00,16:00,,777
5012019,16:00,17:00,,778
5012019,17:00,18:00,,778
5012019,18:00,19:00,,780
5012019,19:00,20:00,,779
5012019,20:00,21:00,,779
5012019,21:00,22:00,,778
5012019,22:00,23:00,,777
5012019,23:00,00:00,,596
6012019,00:00,01:00,,555
6012019,01:00,02:00,,754
6012019,02:00,03:00,,780
6012019,03:00,04:00,,780
6012019,04:00,05:00,,781
6012019,05:00,06:00,,779
6012019,06:00,07:00,,779
6012019,07:00,08:00,,778
6012019,08:00,09:00,,780
6012019,09:00,10:00,,781
6012019,10:00,11:00,,775
6012019,11:00,12:00,,778
6012019,12:00,13:00,,780
6012019,13:00,14:00,,780
6012019,14:00,15:00,,781
6012019,15:00,16:00,,782
6012019,16:00,17:00,,781
6012019,17:00,18:00,,782
6012019,18:00,19:00,,780
6012019,19:00,20:00,,779
6012019,20:00,21:00,,779
6012019,21:00,22:00,,781
6012019,22:00,23:00,,779
6012019,23:00,00:00,,779
7012019,00:00,01:00,,779
7012019,01:00,02:00,,778
7012019,02:00,03:00,,780
7012019,03:00,04:00,,778
7012019,04:00,05:00,,779
7012019,05:00,06:00,,778
7012019,06:00,07:00,,778
7012019,07:00,08:00,,779
7012019,08:00,09:00,,779
7012019,09:00,10:00,,778
7012019,10:00,11:00,,780
7012019,11:00,12:00,,781
7012019,12:00,13:00,,780
7012019,13:00,14:00,,777
7012019,14:00,15:00,,774
