Timestamp,11WD8JAEN1L---AD,11WD8JAEN1L---BB,11WD8JAEN1L---C9,11WD8JAEN1L---D7,11WD8JAEN1L---E5,11WD8JAEN1L---F3
2019-01-01 00:00:00,238,404,0,0,377.0,
2019-01-01 01:00:00,108,392,0,0,424.0,
2019-01-01 02:00:00,0,435,0,0,455.0,
2019-01-01 03:00:00,0,407,0,0,451.0,
2019-01-01 04:00:00,0,386,0,0,425.0,
2019-01-01 05:00:00,0,385,0,0,426.0,
2019-01-01 06:00:00,0,385,0,0,422.0,
2019-01-01 07:00:00,0,377,0,0,417.0,
2019-01-01 08:00:00,0,377,0,0,413.0,
2019-01-01 09:00:00,0,373,0,0,413.0,
2019-01-01 10:00:00,0,374,0,0,415.0,
2019-01-01 11:00:00,0,376,0,0,414.0,
2019-01-01 12:00:00,0,379,0,0,420.0,
2019-01-01 13:00:00,0,380,0,0,419.0,
2019-01-01 14:00:00,0,354,0,0,417.0,
2019-01-01 15:00:00,0,354,0,0,416.0,
2019-01-01 16:00:00,0,364,0,0,419.0,
2019-01-01 17:00:00,0,368,0,0,419.0,
2019-01-01 18:00:00,0,369,0,0,420.0,
2019-01-01 19:00:00,0,368,0,0,423.0,
2019-01-01 20:00:00,0,360,0,0,425.0,
2019-01-01 21:00:00,0,364,0,0,429.0,
2019-01-01 22:00:00,0,365,0,0,430.0,
2019-01-01 23:00:00,0,365,0,0,427.0,
2019-01-02 00:00:00,0,378,0,0,424.0,
2019-01-02 01:00:00,0,380,0,0,431.0,
2019-01-02 02:00:00,0,379,0,0,427.0,
2019-01-02 03:00:00,0,380,0,0,426.0,
2019-01-02 04:00:00,0,380,0,0,429.0,
2019-01-02 05:00:00,0,380,0,0,427.0,
2019-01-02 06:00:00,0,374,67,0,424.0,
2019-01-02 07:00:00,0,364,152,0,426.0,
2019-01-02 08:00:00,0,391,202,0,445.0,
2019-01-02 09:00:00,0,424,236,0,446.0,
2019-01-02 10:00:00,0,421,192,0,444.0,
2019-01-02 11:00:00,0,427,192,0,457.0,
2019-01-02 12:00:00,74,419,239,0,453.0,
2019-01-02 13:00:00,148,405,226,0,452.0,
2019-01-02 14:00:00,159,406,243,0,454.0,
2019-01-02 15:00:00,168,370,239,0,455.0,
2019-01-02 16:00:00,173,414,249,0,452.0,
2019-01-02 17:00:00,175,423,250,0,455.0,
2019-01-02 18:00:00,176,419,251,0,460.0,
2019-01-02 19:00:00,180,422,251,0,459.0,
2019-01-02 20:00:00,177,420,251,0,458.0,
2019-01-02 21:00:00,173,426,247,0,453.0,
2019-01-02 22:00:00,169,431,239,0,449.0,
2019-01-02 23:00:00,168,446,225,0,446.0,
2019-01-03 00:00:00,170,459,245,0,447.0,
2019-01-03 01:00:00,197,445,248,0,453.0,
2019-01-03 02:00:00,217,445,248,0,450.0,
2019-01-03 03:00:00,221,445,250,0,449.0,
2019-01-03 04:00:00,232,434,246,0,449.0,
2019-01-03 05:00:00,231,418,248,0,450.0,
2019-01-03 06:00:00,233,406,247,0,445.0,
2019-01-03 07:00:00,215,341,231,0,423.0,
2019-01-03 08:00:00,235,425,247,0,427.0,
2019-01-03 09:00:00,236,414,236,0,426.0,
2019-01-03 10:00:00,236,420,245,0,446.0,
2019-01-03 11:00:00,236,419,244,0,446.0,
2019-01-03 12:00:00,240,421,238,0,450.0,
2019-01-03 13:00:00,239,424,238,0,451.0,
2019-01-03 14:00:00,240,429,241,0,449.0,
2019-01-03 15:00:00,241,433,245,0,447.0,
2019-01-03 16:00:00,240,433,245,0,448.0,
2019-01-03 17:00:00,240,444,248,0,446.0,
2019-01-03 18:00:00,238,445,232,0,445.0,
2019-01-03 19:00:00,238,443,239,0,443.0,
2019-01-03 20:00:00,235,455,246,0,451.0,
2019-01-03 21:00:00,231,408,245,0,449.0,
2019-01-03 22:00:00,233,404,229,0,445.0,
2019-01-03 23:00:00,227,391,274,0,443.0,
2019-01-04 00:00:00,233,392,395,0,449.0,
2019-01-04 01:00:00,234,390,420,0,448.0,
2019-01-04 02:00:00,228,393,438,0,448.0,
2019-01-04 03:00:00,217,371,452,0,445.0,
2019-01-04 04:00:00,200,363,454,0,446.0,
2019-01-04 05:00:00,176,206,415,0,409.0,
2019-01-04 06:00:00,198,139,457,0,436.0,
2019-01-04 07:00:00,190,135,459,0,442.0,
2019-01-04 08:00:00,241,138,453,0,442.0,
2019-01-04 09:00:00,361,149,457,0,441.0,
2019-01-04 10:00:00,429,168,469,0,443.0,
2019-01-04 11:00:00,440,177,470,0,445.0,
2019-01-04 12:00:00,484,168,475,0,445.0,
2019-01-04 13:00:00,498,174,476,0,446.0,
2019-01-04 14:00:00,470,145,441,0,445.0,
2019-01-04 15:00:00,500,155,456,0,444.0,
2019-01-04 16:00:00,499,183,479,0,439.0,
2019-01-04 17:00:00,499,177,478,0,438.0,
2019-01-04 18:00:00,500,150,466,0,440.0,
2019-01-04 19:00:00,497,151,449,0,442.0,
2019-01-04 20:00:00,500,189,480,0,435.0,
2019-01-04 21:00:00,438,149,409,0,442.0,
2019-01-04 22:00:00,465,163,454,0,437.0,
2019-01-04 23:00:00,416,147,364,0,436.0,
2019-01-05 00:00:00,272,138,373,0,418.0,
2019-01-05 01:00:00,168,134,361,0,406.0,
2019-01-05 02:00:00,159,130,360,0,401.0,
2019-01-05 03:00:00,157,127,360,0,400.0,
2019-01-05 04:00:00,160,134,363,0,402.0,
2019-01-05 05:00:00,180,154,335,0,426.0,
2019-01-05 06:00:00,171,128,337,0,425.0,
2019-01-05 07:00:00,198,132,391,0,432.0,
2019-01-05 08:00:00,175,139,355,0,430.0,
2019-01-05 09:00:00,187,142,373,0,438.0,
2019-01-05 10:00:00,185,146,371,0,440.0,
2019-01-05 11:00:00,184,147,372,0,439.0,
2019-01-05 12:00:00,222,151,444,0,436.0,
2019-01-05 13:00:00,232,160,465,0,443.0,
2019-01-05 14:00:00,213,152,427,0,453.0,
2019-01-05 15:00:00,235,177,470,0,454.0,
2019-01-05 16:00:00,232,180,480,0,435.0,
2019-01-05 17:00:00,225,181,476,0,446.0,
2019-01-05 18:00:00,227,180,476,0,449.0,
2019-01-05 19:00:00,225,180,476,0,449.0,
2019-01-05 20:00:00,326,167,466,0,448.0,
2019-01-05 21:00:00,423,180,478,0,453.0,
2019-01-05 22:00:00,477,179,477,0,450.0,
2019-01-05 23:00:00,496,183,478,0,451.0,
2019-01-06 00:00:00,492,182,477,0,449.0,
2019-01-06 01:00:00,494,183,475,0,447.0,
2019-01-06 02:00:00,495,186,480,0,447.0,
2019-01-06 03:00:00,497,200,478,0,449.0,
2019-01-06 04:00:00,497,213,478,0,449.0,
2019-01-06 05:00:00,498,213,479,0,457.0,
2019-01-06 06:00:00,498,207,475,0,455.0,
2019-01-06 07:00:00,499,210,474,0,452.0,
2019-01-06 08:00:00,499,210,470,0,451.0,
2019-01-06 09:00:00,497,209,473,0,447.0,
2019-01-06 10:00:00,497,190,474,0,439.0,
2019-01-06 11:00:00,499,175,476,0,451.0,
2019-01-06 12:00:00,496,191,474,0,449.0,
2019-01-06 13:00:00,498,207,474,0,450.0,
2019-01-06 14:00:00,499,195,473,0,450.0,
2019-01-06 15:00:00,498,184,475,0,450.0,
2019-01-06 16:00:00,499,288,465,0,441.0,
2019-01-06 17:00:00,496,390,468,0,440.0,
2019-01-06 18:00:00,495,442,470,0,448.0,
2019-01-06 19:00:00,496,451,477,0,452.0,
2019-01-06 20:00:00,496,459,472,0,458.0,
2019-01-06 21:00:00,497,460,472,0,457.0,
2019-01-06 22:00:00,497,468,476,0,450.0,
2019-01-06 23:00:00,495,468,475,0,450.0,
2019-01-07 00:00:00,483,458,466,0,444.0,
2019-01-07 01:00:00,492,462,472,0,448.0,
2019-01-07 02:00:00,493,469,475,0,452.0,
2019-01-07 03:00:00,493,468,478,0,455.0,
2019-01-07 04:00:00,493,470,478,0,452.0,
2019-01-07 05:00:00,490,464,472,0,448.0,
2019-01-07 06:00:00,499,468,483,0,440.0,
2019-01-07 07:00:00,497,465,491,0,435.0,
2019-01-07 08:00:00,501,470,492,0,437.0,
2019-01-07 09:00:00,499,466,491,0,435.0,
2019-01-07 10:00:00,497,468,488,0,435.0,
2019-01-07 11:00:00,499,467,476,0,433.0,
2019-01-07 12:00:00,499,467,476,0,439.0,
2019-01-07 13:00:00,500,471,477,0,442.0,
2019-01-07 14:00:00,499,466,482,0,446.0,
2019-01-07 15:00:00,498,457,484,0,441.0,
2019-01-07 16:00:00,498,448,477,0,443.0,
2019-01-07 17:00:00,497,445,477,0,448.0,
2019-01-07 18:00:00,458,421,426,0,436.0,
2019-01-07 19:00:00,377,395,320,0,384.0,
2019-01-07 20:00:00,333,387,316,0,331.0,
2019-01-07 21:00:00,348,400,332,0,333.0,
2019-01-07 22:00:00,326,398,290,0,328.0,
2019-01-07 23:00:00,328,405,296,0,327.0,
2019-01-08 00:00:00,291,377,296,0,303.0,
2019-01-08 01:00:00,288,391,295,0,302.0,
2019-01-08 02:00:00,288,376,296,0,299.0,
2019-01-08 03:00:00,289,380,295,0,297.0,
2019-01-08 04:00:00,290,386,296,0,298.0,
2019-01-08 05:00:00,290,394,298,0,299.0,
2019-01-08 06:00:00,301,394,299,0,311.0,
2019-01-08 07:00:00,304,389,329,0,301.0,
2019-01-08 08:00:00,305,376,332,0,301.0,
2019-01-08 09:00:00,304,373,330,0,298.0,
2019-01-08 10:00:00,304,375,331,0,298.0,
2019-01-08 11:00:00,303,375,329,0,295.0,
2019-01-08 12:00:00,304,377,331,0,295.0,
2019-01-08 13:00:00,305,378,332,0,302.0,
2019-01-08 14:00:00,298,379,318,0,301.0,
2019-01-08 15:00:00,301,375,316,0,313.0,
2019-01-08 16:00:00,325,366,315,0,326.0,
2019-01-08 17:00:00,325,363,313,0,316.0,
2019-01-08 18:00:00,324,368,312,0,317.0,
2019-01-08 19:00:00,323,372,311,0,322.0,
2019-01-08 20:00:00,307,365,294,0,318.0,
2019-01-08 21:00:00,306,365,295,0,322.0,
2019-01-08 22:00:00,304,369,301,0,318.0,
2019-01-08 23:00:00,301,370,299,0,316.0,
2019-01-09 00:00:00,300,383,304,0,288.0,
2019-01-09 01:00:00,299,385,304,0,281.0,
2019-01-09 02:00:00,298,385,303,0,283.0,
2019-01-09 03:00:00,299,383,304,0,292.0,
2019-01-09 04:00:00,303,378,303,0,315.0,
2019-01-09 05:00:00,299,376,304,0,303.0,
2019-01-09 06:00:00,343,363,335,0,325.0,
2019-01-09 07:00:00,369,366,371,0,368.0,
2019-01-09 08:00:00,497,382,441,0,419.0,
2019-01-09 09:00:00,498,383,440,0,424.0,
2019-01-09 10:00:00,496,380,434,0,412.0,
2019-01-09 11:00:00,397,368,350,0,398.0,
2019-01-09 12:00:00,356,326,331,0,390.0,
2019-01-09 13:00:00,347,315,324,0,394.0,
2019-01-09 14:00:00,340,305,325,0,375.0,
2019-01-09 15:00:00,340,306,322,0,376.0,
2019-01-09 16:00:00,360,330,359,0,414.0,
2019-01-09 17:00:00,358,329,363,0,408.0,
2019-01-09 18:00:00,372,341,363,0,379.0,
2019-01-09 19:00:00,379,368,362,0,363.0,
2019-01-09 20:00:00,475,406,410,0,377.0,
2019-01-09 21:00:00,490,418,438,0,379.0,
2019-01-09 22:00:00,438,409,385,0,373.0,
2019-01-09 23:00:00,438,407,382,0,374.0,
2019-01-10 00:00:00,495,411,454,0,381.0,
2019-01-10 01:00:00,497,400,461,0,385.0,
2019-01-10 02:00:00,502,405,444,0,383.0,
2019-01-10 03:00:00,420,382,366,0,360.0,
2019-01-10 04:00:00,378,383,365,0,345.0,
2019-01-10 05:00:00,484,400,429,0,397.0,
2019-01-10 06:00:00,485,425,426,0,411.0,
2019-01-10 07:00:00,492,414,437,0,447.0,
2019-01-10 08:00:00,499,402,447,0,450.0,
2019-01-10 09:00:00,499,403,451,0,446.0,
2019-01-10 10:00:00,500,405,447,0,434.0,
2019-01-10 11:00:00,500,406,450,0,434.0,
2019-01-10 12:00:00,502,408,451,0,441.0,
2019-01-10 13:00:00,498,413,450,0,451.0,
2019-01-10 14:00:00,502,411,468,0,463.0,
2019-01-10 15:00:00,502,405,474,0,456.0,
2019-01-10 16:00:00,501,430,474,0,450.0,
2019-01-10 17:00:00,501,422,471,0,447.0,
2019-01-10 18:00:00,499,433,472,0,444.0,
2019-01-10 19:00:00,500,432,471,0,441.0,
2019-01-10 20:00:00,500,436,434,0,394.0,
2019-01-10 21:00:00,497,437,434,0,399.0,
2019-01-10 22:00:00,502,458,432,0,403.0,
2019-01-10 23:00:00,499,463,424,0,404.0,
2019-01-11 00:00:00,502,459,428,0,401.0,
2019-01-11 01:00:00,502,461,427,0,402.0,
2019-01-11 02:00:00,503,457,428,0,403.0,
2019-01-11 03:00:00,502,449,430,0,402.0,
2019-01-11 04:00:00,503,427,465,0,401.0,
2019-01-11 05:00:00,498,417,459,0,400.0,
2019-01-11 06:00:00,499,419,457,0,432.0,
2019-01-11 07:00:00,498,419,447,0,442.0,
2019-01-11 08:00:00,500,411,460,0,446.0,
2019-01-11 09:00:00,504,413,468,0,437.0,
2019-01-11 10:00:00,503,411,469,0,437.0,
2019-01-11 11:00:00,504,411,470,0,436.0,
2019-01-11 12:00:00,499,424,468,0,439.0,
2019-01-11 13:00:00,499,431,467,0,443.0,
2019-01-11 14:00:00,498,434,469,0,445.0,
2019-01-11 15:00:00,496,434,478,0,424.0,
2019-01-11 16:00:00,493,442,474,0,412.0,
2019-01-11 17:00:00,499,439,472,0,425.0,
2019-01-11 18:00:00,497,448,454,0,427.0,
2019-01-11 19:00:00,496,460,442,0,423.0,
2019-01-11 20:00:00,497,460,434,0,429.0,
2019-01-11 21:00:00,498,464,438,0,405.0,
2019-01-11 22:00:00,456,432,404,0,406.0,
2019-01-11 23:00:00,444,434,398,0,414.0,
2019-01-12 00:00:00,498,470,442,0,417.0,
2019-01-12 01:00:00,453,437,403,0,412.0,
2019-01-12 02:00:00,382,407,402,0,380.0,
2019-01-12 03:00:00,392,405,402,0,391.0,
2019-01-12 04:00:00,480,415,415,0,427.0,
2019-01-12 05:00:00,458,421,402,0,447.0,
2019-01-12 06:00:00,405,418,404,0,436.0,
2019-01-12 07:00:00,432,422,379,0,428.0,
2019-01-12 08:00:00,491,428,435,0,440.0,
2019-01-12 09:00:00,494,427,447,0,439.0,
2019-01-12 10:00:00,497,440,448,0,440.0,
2019-01-12 11:00:00,423,412,384,0,435.0,
2019-01-12 12:00:00,401,387,346,0,419.0,
2019-01-12 13:00:00,360,370,324,0,381.0,
2019-01-12 14:00:00,359,371,325,0,378.0,
2019-01-12 15:00:00,361,369,325,0,379.0,
2019-01-12 16:00:00,366,404,371,0,385.0,
2019-01-12 17:00:00,431,419,375,0,440.0,
2019-01-12 18:00:00,433,418,374,0,439.0,
2019-01-12 19:00:00,377,400,372,0,400.0,
2019-01-12 20:00:00,361,368,330,0,382.0,
2019-01-12 21:00:00,305,366,324,0,335.0,
2019-01-12 22:00:00,345,365,325,0,396.0,
2019-01-12 23:00:00,285,388,290,0,371.0,
2019-01-13 00:00:00,167,380,171,0,340.0,
2019-01-13 01:00:00,165,374,162,0,333.0,
2019-01-13 02:00:00,165,375,163,0,338.0,
2019-01-13 03:00:00,165,371,163,0,345.0,
2019-01-13 04:00:00,169,394,163,0,412.0,
2019-01-13 05:00:00,155,382,163,0,364.0,
2019-01-13 06:00:00,155,398,162,0,338.0,
2019-01-13 07:00:00,157,394,163,0,338.0,
2019-01-13 08:00:00,157,401,162,0,343.0,
2019-01-13 09:00:00,156,406,163,0,343.0,
2019-01-13 10:00:00,155,419,164,0,350.0,
2019-01-13 11:00:00,224,431,170,0,435.0,
2019-01-13 12:00:00,160,388,162,0,355.0,
2019-01-13 13:00:00,154,386,163,0,349.0,
2019-01-13 14:00:00,154,376,163,0,345.0,
2019-01-13 15:00:00,155,375,162,0,349.0,
2019-01-13 16:00:00,155,380,162,0,349.0,
2019-01-13 17:00:00,155,400,162,0,341.0,
2019-01-13 18:00:00,156,399,161,0,361.0,
2019-01-13 19:00:00,133,416,149,0,363.0,
2019-01-13 20:00:00,1,423,0,0,385.0,
2019-01-13 21:00:00,0,411,0,0,400.0,
2019-01-13 22:00:00,0,406,0,0,397.0,
2019-01-13 23:00:00,0,407,0,0,406.0,
