Date;Start;End;Generation_DE Maschine 11 [MW] Original resolutions;Generation_DE Vianden M6 [MW] Original resolutions;Generation_DE Vianden M7 [MW] Original resolutions;Generation_DE Vianden M8 [MW] Original resolutions;Generation_DE Vianden M9 [MW] Original resolutions;Generation_DE Vianden M1 [MW] Original resolutions;Generation_DE Vianden M2 [MW] Original resolutions;Generation_DE Vianden M3 [MW] Original resolutions;Generation_DE Vianden M4 [MW] Original resolutions;Generation_DE Vianden M10 [MW] Original resolutions;Generation_DE Vianden M5 [MW] Original resolutions
02.01.2016;11:00;12:00;1;0;0;0;0;41;39;41;40;0;0
02.01.2016;12:00;13:00;1;0;0;0;0;53;51;54;52;0;0
02.01.2016;13:00;14:00;1;50;48;49;0;65;65;67;65;0;49
02.01.2016;14:00;15:00;1;0;0;0;0;48;47;49;48;0;0
02.01.2016;15:00;16:00;1;0;0;0;0;57;57;59;57;0;0
02.01.2016;16:00;17:00;4;31;29;30;0;62;61;63;62;0;30
02.01.2016;17:00;18:00;125;44;42;43;0;70;69;72;70;37;44
02.01.2016;18:00;19:00;66;61;58;59;0;34;33;34;33;117;59
02.01.2016;19:00;20:00;30;12;11;11;0;29;28;29;29;99;11
02.01.2016;20:00;21:00;1;0;0;0;0;0;4;4;4;0;0
02.01.2016;21:00;22:00;1;0;0;0;0;0;0;0;0;0;0
02.01.2016;22:00;23:00;1;28;0;0;0;0;47;49;48;0;27
02.01.2016;23:00;00:00;1;0;0;0;0;0;0;0;0;0;0
03.01.2016;00:00;01:00;1;0;0;0;0;0;26;0;26;0;0
03.01.2016;01:00;02:00;1;0;0;0;0;0;12;0;15;0;0
03.01.2016;02:00;03:00;1;0;0;0;0;0;0;0;0;0;0
03.01.2016;03:00;04:00;1;0;0;0;0;0;0;0;0;0;0
03.01.2016;04:00;05:00;0;0;0;0;0;0;0;0;2;0;0
03.01.2016;05:00;06:00;0;0;0;0;0;0;49;51;50;0;0
03.01.2016;06:00;07:00;0;0;0;0;0;0;54;56;55;0;0
03.01.2016;07:00;08:00;1;0;0;0;0;0;34;36;35;0;0
03.01.2016;08:00;09:00;0;0;0;0;0;0;35;37;36;0;0
03.01.2016;09:00;10:00;0;0;0;0;0;0;40;42;41;0;0
03.01.2016;10:00;11:00;1;50;47;49;0;50;57;59;57;0;49
03.01.2016;11:00;12:00;1;18;17;19;0;51;50;52;51;0;19
03.01.2016;12:00;13:00;1;43;40;41;0;42;41;43;41;0;41
03.01.2016;13:00;14:00;0;3;2;2;0;27;26;28;27;0;2
03.01.2016;14:00;15:00;1;2;3;3;0;59;57;59;58;0;3
03.01.2016;15:00;16:00;1;0;3;0;0;60;59;61;59;0;3
03.01.2016;16:00;17:00;1;30;25;30;0;67;66;68;67;0;25
03.01.2016;17:00;18:00;1;17;14;15;0;17;15;16;15;0;15
03.01.2016;18:00;19:00;1;6;4;5;0;12;11;12;11;0;6
03.01.2016;19:00;20:00;1;0;0;0;0;36;35;36;35;0;0
03.01.2016;20:00;21:00;1;0;0;0;0;37;36;38;36;0;0
03.01.2016;21:00;22:00;1;0;0;0;0;31;29;31;30;0;0
03.01.2016;22:00;23:00;1;20;18;18;0;54;52;55;53;0;0
03.01.2016;23:00;00:00;1;0;0;0;0;7;6;7;7;0;0
04.01.2016;00:00;01:00;0;3;2;0;0;0;0;0;0;0;0
04.01.2016;01:00;02:00;0;29;26;0;0;0;0;0;0;0;0
04.01.2016;02:00;03:00;0;60;57;21;0;0;0;0;0;0;0
04.01.2016;03:00;04:00;0;5;5;5;0;0;0;0;0;0;0
04.01.2016;04:00;05:00;0;7;6;9;0;0;0;0;0;0;0
04.01.2016;05:00;06:00;0;37;35;48;0;0;0;0;0;0;0
04.01.2016;06:00;07:00;1;36;33;34;0;0;0;0;0;0;0
04.01.2016;07:00;08:00;1;76;74;74;0;47;45;47;46;0;68
04.01.2016;08:00;09:00;1;73;71;70;0;74;70;73;71;0;70
04.01.2016;09:00;10:00;1;81;79;80;0;81;79;83;81;0;80
04.01.2016;10:00;11:00;1;27;25;26;0;27;26;28;27;0;26
04.01.2016;11:00;12:00;1;7;5;6;0;17;15;17;16;0;7
04.01.2016;12:00;13:00;1;8;7;8;0;41;40;42;41;0;8
04.01.2016;13:00;14:00;1;0;0;0;0;20;19;21;20;0;0
04.01.2016;14:00;15:00;0;0;0;0;0;26;24;26;25;0;0
04.01.2016;15:00;16:00;0;0;0;0;0;48;46;48;47;0;0
04.01.2016;16:00;17:00;1;0;0;0;0;33;31;33;32;0;0
04.01.2016;17:00;18:00;1;12;12;12;0;52;50;52;51;0;12
04.01.2016;18:00;19:00;1;27;25;26;0;27;25;27;26;0;26
04.01.2016;19:00;20:00;1;28;25;26;0;25;24;25;24;0;26
04.01.2016;20:00;21:00;1;47;44;46;0;0;0;0;0;0;46
04.01.2016;21:00;22:00;1;13;12;13;0;0;0;0;1;0;13
04.01.2016;22:00;23:00;1;43;40;42;0;0;0;0;15;0;42
04.01.2016;23:00;00:00;0;0;2;2;0;0;0;0;12;0;2
05.01.2016;00:00;01:00;0;0;0;0;0;0;0;0;10;0;0
05.01.2016;01:00;02:00;0;0;0;0;0;0;0;0;10;0;0
05.01.2016;02:00;03:00;0;0;0;0;0;0;0;0;10;0;0
05.01.2016;03:00;04:00;0;0;0;0;0;0;0;0;10;0;0
05.01.2016;04:00;05:00;0;0;0;0;0;0;0;0;10;0;0
05.01.2016;05:00;06:00;0;14;13;14;0;0;0;0;10;0;14
05.01.2016;06:00;07:00;0;37;34;35;0;0;2;0;13;0;35
05.01.2016;07:00;08:00;1;35;32;33;0;0;0;0;3;0;33
05.01.2016;08:00;09:00;1;75;73;74;0;0;0;0;0;0;74
05.01.2016;09:00;10:00;1;20;17;18;0;0;0;0;0;0;18
05.01.2016;10:00;11:00;1;29;26;27;0;0;0;0;0;0;27
05.01.2016;11:00;12:00;1;57;55;56;0;0;0;0;0;0;56
05.01.2016;12:00;13:00;1;35;32;34;0;0;0;0;0;0;34
05.01.2016;13:00;14:00;1;21;18;19;0;0;0;0;0;0;19
05.01.2016;14:00;15:00;1;0;0;0;0;0;0;0;0;0;0
05.01.2016;15:00;16:00;60;0;0;0;0;0;0;0;0;0;0
05.01.2016;16:00;17:00;161;27;26;26;0;0;0;0;0;0;26
05.01.2016;17:00;18:00;133;58;55;57;0;0;0;0;0;0;57
05.01.2016;18:00;19:00;111;44;41;42;0;0;0;0;0;0;42
05.01.2016;19:00;20:00;109;41;39;40;0;1;2;2;2;0;41
05.01.2016;20:00;21:00;46;46;44;46;0;10;9;10;10;0;46
05.01.2016;21:00;22:00;1;24;21;23;0;4;10;4;4;0;23
05.01.2016;22:00;23:00;0;32;29;30;0;0;10;0;0;0;30
05.01.2016;23:00;00:00;1;75;72;74;0;0;10;0;0;0;74
06.01.2016;00:00;01:00;0;7;18;7;0;0;14;0;4;0;7
06.01.2016;01:00;02:00;0;0;4;0;0;0;10;0;0;0;0
06.01.2016;02:00;03:00;0;0;0;0;0;0;10;0;0;0;0
06.01.2016;03:00;04:00;0;0;0;0;0;0;10;0;0;0;0
06.01.2016;04:00;05:00;0;0;0;0;0;0;7;0;0;0;0
06.01.2016;05:00;06:00;0;0;0;0;0;0;1;0;0;0;0
06.01.2016;06:00;07:00;1;0;0;0;0;0;38;0;39;0;0
06.01.2016;07:00;08:00;1;0;0;0;0;0;42;0;43;0;0
06.01.2016;08:00;09:00;35;85;83;86;0;0;0;0;0;0;0
06.01.2016;09:00;10:00;152;0;0;0;0;0;0;0;0;0;0
06.01.2016;10:00;11:00;182;0;0;0;0;0;0;0;0;0;0
06.01.2016;11:00;12:00;189;0;0;0;0;0;0;0;0;0;0
06.01.2016;12:00;13:00;139;7;7;0;0;0;0;0;0;0;0
06.01.2016;13:00;14:00;115;44;42;0;0;0;0;0;0;0;41
06.01.2016;14:00;15:00;4;28;26;0;0;0;0;0;0;0;27
06.01.2016;15:00;16:00;1;25;22;0;0;0;0;0;0;0;23
06.01.2016;16:00;17:00;1;55;53;0;0;1;0;1;1;0;54
06.01.2016;17:00;18:00;1;82;80;0;0;27;0;27;27;0;82
06.01.2016;18:00;19:00;1;85;83;0;0;31;0;33;32;0;85
06.01.2016;19:00;20:00;1;46;44;0;0;14;0;14;14;22;45
06.01.2016;20:00;21:00;1;11;10;0;0;0;18;12;13;10;12
06.01.2016;21:00;22:00;1;0;0;0;0;0;9;0;0;0;0
06.01.2016;22:00;23:00;0;38;35;40;0;0;10;0;0;0;40
06.01.2016;23:00;00:00;0;33;30;35;0;0;10;0;0;0;35
07.01.2016;00:00;01:00;0;36;34;36;0;0;10;0;0;0;36
07.01.2016;01:00;02:00;0;16;14;14;0;0;11;0;0;0;15
07.01.2016;02:00;03:00;0;0;0;0;0;0;11;0;0;0;0
07.01.2016;03:00;04:00;0;0;0;0;0;0;11;0;0;0;0
07.01.2016;04:00;05:00;0;0;0;0;0;0;11;0;0;0;0
07.01.2016;05:00;06:00;0;0;0;0;0;0;11;0;0;0;0
07.01.2016;06:00;07:00;0;27;24;25;0;0;17;7;0;0;25
07.01.2016;07:00;08:00;0;8;7;2;0;0;9;0;0;0;2
07.01.2016;08:00;09:00;1;41;39;40;0;48;55;50;48;0;40
07.01.2016;09:00;10:00;1;38;37;41;0;30;29;31;30;54;39
07.01.2016;10:00;11:00;1;0;0;0;0;0;0;0;0;1;0
07.01.2016;11:00;12:00;1;5;0;0;0;0;3;3;3;0;0
07.01.2016;12:00;13:00;1;76;74;0;0;0;66;69;67;0;0
07.01.2016;13:00;14:00;1;89;87;80;0;0;66;69;67;0;81
07.01.2016;14:00;15:00;1;54;52;54;0;0;66;69;67;0;54
07.01.2016;15:00;16:00;1;8;1;1;0;0;32;34;32;0;1
07.01.2016;16:00;17:00;1;0;0;4;0;0;28;30;29;0;5
07.01.2016;17:00;18:00;1;69;67;69;0;0;32;34;33;0;69
07.01.2016;18:00;19:00;1;51;48;50;0;0;32;34;33;0;50
07.01.2016;19:00;20:00;1;15;14;16;0;0;32;34;33;0;16
07.01.2016;20:00;21:00;1;0;0;0;0;0;25;27;26;0;0
07.01.2016;21:00;22:00;1;0;0;0;0;0;25;21;20;0;0
07.01.2016;22:00;23:00;1;36;33;35;0;0;10;0;0;0;35
07.01.2016;23:00;00:00;1;31;29;31;0;0;15;0;0;0;31
08.01.2016;00:00;01:00;0;57;54;56;0;0;11;0;4;0;56
08.01.2016;01:00;02:00;0;16;14;16;0;0;9;0;0;0;16
08.01.2016;02:00;03:00;0;0;0;0;0;0;9;0;0;0;0
08.01.2016;03:00;04:00;0;0;0;0;0;0;13;0;0;0;0
08.01.2016;04:00;05:00;0;0;0;0;0;0;19;0;0;0;0
08.01.2016;05:00;06:00;0;0;0;0;0;0;14;0;0;0;0
08.01.2016;06:00;07:00;0;27;30;30;0;0;10;0;0;0;25
08.01.2016;07:00;08:00;1;19;16;17;0;0;16;0;0;0;17
08.01.2016;08:00;09:00;1;19;20;20;0;12;25;0;22;0;20
08.01.2016;09:00;10:00;1;0;0;0;0;42;44;0;42;0;0
08.01.2016;10:00;11:00;0;0;0;0;0;6;27;24;23;0;0
08.01.2016;11:00;12:00;1;0;0;0;0;0;25;0;25;0;0
08.01.2016;12:00;13:00;1;0;0;0;0;36;33;37;33;0;0
08.01.2016;13:00;14:00;1;0;0;0;0;59;58;60;59;0;0
08.01.2016;14:00;15:00;1;0;0;0;0;45;44;47;45;0;0
08.01.2016;15:00;16:00;1;0;0;0;0;42;41;43;42;0;0
08.01.2016;16:00;17:00;1;19;18;0;0;53;52;54;53;0;18
08.01.2016;17:00;18:00;1;47;46;48;0;67;65;68;67;0;46
08.01.2016;18:00;19:00;1;95;93;94;0;94;93;97;95;0;94
08.01.2016;19:00;20:00;1;40;38;39;0;45;44;46;45;0;39
08.01.2016;20:00;21:00;1;0;0;0;0;54;53;55;54;0;0
08.01.2016;21:00;22:00;1;0;0;0;0;38;38;45;40;0;0
08.01.2016;22:00;23:00;1;43;41;42;0;0;0;44;43;0;39
08.01.2016;23:00;00:00;0;25;25;25;0;0;0;44;43;0;24
09.01.2016;00:00;01:00;0;23;23;25;0;0;0;44;42;0;22
09.01.2016;01:00;02:00;0;15;13;14;0;0;0;30;29;0;14
09.01.2016;02:00;03:00;0;0;0;0;0;0;0;30;29;0;0
09.01.2016;03:00;04:00;0;0;0;0;0;0;0;29;29;0;0
09.01.2016;04:00;05:00;0;0;0;0;0;0;0;29;28;0;0
09.01.2016;05:00;06:00;0;0;0;0;0;0;0;23;22;0;0
09.01.2016;06:00;07:00;0;0;0;0;0;0;13;0;0;0;0
09.01.2016;07:00;08:00;0;8;8;8;0;0;19;0;0;0;8
09.01.2016;08:00;09:00;57;60;58;59;0;0;10;0;0;0;59
09.01.2016;09:00;10:00;0;49;27;27;0;0;10;0;0;0;47
09.01.2016;10:00;11:00;1;17;0;0;0;0;10;0;0;0;18
09.01.2016;11:00;12:00;1;54;37;2;0;0;10;0;0;0;48
09.01.2016;12:00;13:00;87;53;48;48;0;0;10;0;0;0;52
09.01.2016;13:00;14:00;1;1;0;0;0;0;10;0;0;0;2
09.01.2016;14:00;15:00;1;0;0;0;0;0;10;0;0;0;53
09.01.2016;15:00;16:00;91;48;46;47;0;0;9;0;0;0;54
09.01.2016;16:00;17:00;130;56;53;55;0;0;0;0;0;62;55
09.01.2016;17:00;18:00;67;15;12;13;0;0;0;0;0;114;13
09.01.2016;18:00;19:00;31;13;10;13;0;0;0;0;0;28;13
09.01.2016;19:00;20:00;66;15;13;15;0;0;0;0;0;0;15
09.01.2016;20:00;21:00;107;41;38;40;0;0;0;0;0;122;40
09.01.2016;21:00;22:00;63;12;9;11;0;0;0;0;0;112;11
09.01.2016;22:00;23:00;62;16;13;14;0;0;0;0;0;111;14
09.01.2016;23:00;00:00;0;19;19;20;0;0;0;0;0;95;19
10.01.2016;00:00;01:00;59;43;40;41;0;0;2;0;0;0;41
10.01.2016;01:00;02:00;0;63;61;63;0;0;12;0;0;0;63
10.01.2016;02:00;03:00;16;21;19;20;0;0;12;0;0;0;21
10.01.2016;03:00;04:00;29;0;0;0;0;0;35;0;0;0;0
10.01.2016;04:00;05:00;0;0;0;0;0;21;20;21;20;0;0
10.01.2016;05:00;06:00;0;0;0;0;0;6;6;6;6;0;0
10.01.2016;06:00;07:00;0;0;0;0;0;2;2;2;2;0;0
10.01.2016;07:00;08:00;0;0;0;0;0;0;6;0;0;0;0
10.01.2016;08:00;09:00;0;0;0;0;0;0;0;0;0;0;0
10.01.2016;09:00;10:00;1;6;5;0;0;0;0;0;0;0;0
10.01.2016;10:00;11:00;1;51;48;0;0;0;0;0;0;0;22
10.01.2016;11:00;12:00;1;44;41;0;0;0;0;0;0;0;42
10.01.2016;12:00;13:00;1;0;0;0;0;0;0;0;0;0;1
10.01.2016;13:00;14:00;0;0;0;0;0;0;0;0;0;0;0
10.01.2016;14:00;15:00;1;24;30;0;0;0;0;0;0;0;0
10.01.2016;15:00;16:00;0;28;25;0;0;0;0;0;0;0;0
10.01.2016;16:00;17:00;1;49;46;33;0;0;0;0;0;0;33
10.01.2016;17:00;18:00;39;54;52;53;0;0;0;0;0;0;53
10.01.2016;18:00;19:00;73;19;16;17;0;0;0;0;0;0;17
10.01.2016;19:00;20:00;81;16;15;16;0;0;0;0;0;0;16
10.01.2016;20:00;21:00;108;0;0;0;0;0;0;0;0;0;0
10.01.2016;21:00;22:00;117;28;26;31;0;1;1;1;1;15;31
10.01.2016;22:00;23:00;127;54;51;53;0;36;35;36;35;126;53
10.01.2016;23:00;00:00;32;25;24;25;0;0;0;0;0;111;25
11.01.2016;00:00;01:00;0;0;0;0;0;0;24;0;24;111;0
11.01.2016;01:00;02:00;0;0;0;0;0;0;29;0;30;0;0
11.01.2016;02:00;03:00;0;0;0;0;0;0;25;0;26;0;0
11.01.2016;03:00;04:00;0;30;28;31;0;0;47;0;47;0;30
11.01.2016;04:00;05:00;0;4;3;4;0;0;32;0;32;0;4
11.01.2016;05:00;06:00;1;0;0;0;0;0;47;0;47;0;0
11.01.2016;06:00;07:00;65;5;4;4;0;0;53;8;54;0;4
11.01.2016;07:00;08:00;77;21;18;20;0;0;47;49;8;0;20
11.01.2016;08:00;09:00;63;18;15;16;0;0;50;52;0;0;16
11.01.2016;09:00;10:00;1;9;6;7;0;0;50;52;0;0;8
11.01.2016;10:00;11:00;1;0;0;0;0;0;50;52;0;0;0
11.01.2016;11:00;12:00;1;0;0;0;0;0;50;52;0;0;0
11.01.2016;12:00;13:00;1;0;0;0;0;0;50;52;0;0;0
11.01.2016;13:00;14:00;1;0;0;0;0;0;51;54;0;0;0
11.01.2016;14:00;15:00;1;0;0;0;0;0;50;52;0;0;0
11.01.2016;15:00;16:00;1;0;0;0;0;0;50;52;0;0;0
11.01.2016;16:00;17:00;1;1;1;1;0;0;31;33;0;0;0
11.01.2016;17:00;18:00;1;60;57;60;0;0;50;52;0;0;60
11.01.2016;18:00;19:00;1;64;62;64;0;0;50;52;0;0;64
11.01.2016;19:00;20:00;1;45;43;44;0;0;50;52;0;0;44
11.01.2016;20:00;21:00;1;48;46;47;0;36;20;42;36;0;47
11.01.2016;21:00;22:00;1;13;10;13;0;21;0;22;21;0;12
11.01.2016;22:00;23:00;0;43;41;43;0;35;0;13;36;0;43
11.01.2016;23:00;00:00;1;33;31;33;0;32;0;0;33;0;32
12.01.2016;00:00;01:00;0;0;0;0;0;36;0;0;38;0;0
12.01.2016;01:00;02:00;0;0;0;0;0;0;0;0;0;0;0
12.01.2016;02:00;03:00;1;0;0;0;0;0;0;0;0;0;0
12.01.2016;03:00;04:00;1;0;0;0;0;0;0;0;0;0;0
12.01.2016;04:00;05:00;0;0;0;0;0;0;0;0;0;0;0
12.01.2016;05:00;06:00;1;0;0;0;0;0;25;0;26;0;0
12.01.2016;06:00;07:00;42;0;0;0;0;0;47;0;48;68;0
12.01.2016;07:00;08:00;137;57;54;56;0;0;53;0;54;63;56
12.01.2016;08:00;09:00;127;53;50;52;0;0;52;0;53;151;52
12.01.2016;09:00;10:00;104;38;35;38;0;0;50;0;51;4;38
12.01.2016;10:00;11:00;84;18;16;19;0;0;50;0;51;0;19
12.01.2016;11:00;12:00;75;0;0;0;0;0;50;0;51;0;0
12.01.2016;12:00;13:00;4;0;0;0;0;0;50;0;51;0;0
12.01.2016;13:00;14:00;118;0;0;0;0;0;50;0;51;0;0
12.01.2016;14:00;15:00;106;0;0;0;0;0;40;0;40;0;0
12.01.2016;15:00;16:00;148;0;0;0;0;0;30;0;30;0;0
12.01.2016;16:00;17:00;98;20;19;0;0;0;30;0;30;0;18
12.01.2016;17:00;18:00;1;58;56;4;0;0;31;0;32;0;57
12.01.2016;18:00;19:00;1;56;53;55;0;0;30;0;30;0;55
12.01.2016;19:00;20:00;1;16;14;15;0;2;21;2;22;0;14
12.01.2016;20:00;21:00;1;0;0;0;0;2;14;15;14;0;0
12.01.2016;21:00;22:00;40;0;0;0;0;0;13;14;13;0;0
12.01.2016;22:00;23:00;84;24;21;24;0;0;12;20;19;0;0
12.01.2016;23:00;00:00;0;0;0;0;0;0;0;39;38;0;0
13.01.2016;00:00;01:00;0;0;0;0;0;0;0;34;33;0;0
13.01.2016;01:00;02:00;0;0;0;0;0;0;0;11;11;0;0
13.01.2016;02:00;03:00;0;0;0;0;0;0;0;0;0;0;0
13.01.2016;03:00;04:00;0;0;0;0;0;0;0;0;0;0;0
13.01.2016;04:00;05:00;0;0;0;0;0;0;0;0;0;0;0
13.01.2016;05:00;06:00;1;0;0;0;0;0;45;0;46;0;0
13.01.2016;06:00;07:00;1;44;42;43;0;0;48;0;49;0;41
13.01.2016;07:00;08:00;100;45;0;43;0;6;40;6;40;117;43
13.01.2016;08:00;09:00;101;20;0;18;0;0;50;0;51;118;26
13.01.2016;09:00;10:00;59;11;0;3;0;0;32;0;32;9;9
13.01.2016;10:00;11:00;1;11;0;0;0;0;30;0;31;0;10
13.01.2016;11:00;12:00;1;36;29;30;0;0;37;0;38;0;35
13.01.2016;12:00;13:00;1;20;18;20;0;0;30;0;31;0;19
13.01.2016;13:00;14:00;1;32;29;31;0;0;30;0;30;0;31
13.01.2016;14:00;15:00;1;0;0;2;0;0;30;0;31;0;0
13.01.2016;15:00;16:00;1;0;19;19;0;0;29;0;23;0;19
13.01.2016;16:00;17:00;1;34;67;68;0;0;30;0;30;0;68
13.01.2016;17:00;18:00;1;35;33;34;0;0;32;0;29;0;34
13.01.2016;18:00;19:00;1;29;26;28;0;0;60;0;0;0;28
13.01.2016;19:00;20:00;1;57;55;56;0;0;57;0;3;0;56
13.01.2016;20:00;21:00;1;12;18;20;0;0;48;0;48;0;19
13.01.2016;21:00;22:00;0;0;33;35;0;0;47;0;48;0;35
13.01.2016;22:00;23:00;1;0;53;54;0;0;47;0;48;0;54
13.01.2016;23:00;00:00;0;0;0;0;0;1;56;1;57;0;0
14.01.2016;00:00;01:00;1;0;0;0;0;37;35;37;35;0;0
14.01.2016;01:00;02:00;0;0;0;0;0;0;0;0;0;0;0
14.01.2016;02:00;03:00;0;0;0;0;0;0;0;0;0;0;0
14.01.2016;03:00;04:00;0;0;0;0;0;0;0;0;0;0;0
14.01.2016;04:00;05:00;0;0;0;0;0;0;32;0;32;0;0
14.01.2016;05:00;06:00;0;0;0;0;0;0;47;0;48;0;0
14.01.2016;06:00;07:00;0;6;7;7;0;0;44;0;45;0;0
14.01.2016;07:00;08:00;0;62;59;61;0;0;46;0;47;0;0
14.01.2016;08:00;09:00;1;99;97;98;0;0;9;0;4;0;90
14.01.2016;09:00;10:00;1;28;25;25;0;0;9;0;0;0;25
14.01.2016;10:00;11:00;1;6;5;5;0;0;9;0;0;0;6
14.01.2016;11:00;12:00;1;0;0;0;0;0;10;0;0;0;0
14.01.2016;12:00;13:00;1;0;0;0;0;0;9;0;0;0;0
14.01.2016;13:00;14:00;1;2;2;0;0;0;10;0;0;0;0
14.01.2016;14:00;15:00;1;43;40;36;0;0;17;0;0;0;37
14.01.2016;15:00;16:00;1;45;43;43;0;0;60;0;0;0;43
14.01.2016;16:00;17:00;1;17;14;15;0;0;60;0;0;0;15
14.01.2016;17:00;18:00;63;58;56;57;0;0;60;0;0;0;57
14.01.2016;18:00;19:00;28;30;27;28;0;0;60;0;0;0;28
14.01.2016;19:00;20:00;1;61;59;60;0;0;56;0;5;0;60
14.01.2016;20:00;21:00;1;50;47;48;0;0;40;0;40;0;48
14.01.2016;21:00;22:00;1;31;29;31;0;0;39;0;39;0;31
14.01.2016;22:00;23:00;0;11;10;10;0;0;45;0;45;0;10
14.01.2016;23:00;00:00;0;3;2;3;0;0;13;0;13;0;2
15.01.2016;00:00;01:00;1;25;22;23;0;0;0;0;0;0;23
15.01.2016;01:00;02:00;1;59;56;58;0;0;0;0;0;0;58
15.01.2016;02:00;03:00;0;46;44;45;0;0;0;0;0;0;45
15.01.2016;03:00;04:00;0;30;27;28;0;0;0;0;0;0;28
15.01.2016;04:00;05:00;0;36;34;35;0;0;0;0;0;0;35
15.01.2016;05:00;06:00;0;18;17;17;0;0;0;0;0;0;17
15.01.2016;06:00;07:00;1;41;38;39;0;0;0;0;0;0;39
15.01.2016;07:00;08:00;1;52;49;50;0;47;45;48;46;0;50
15.01.2016;08:00;09:00;1;51;49;49;0;34;73;74;74;138;50
15.01.2016;09:00;10:00;1;39;36;37;0;94;92;0;94;136;37
15.01.2016;10:00;11:00;1;41;38;40;0;94;93;0;94;140;40
15.01.2016;11:00;12:00;1;13;10;11;0;76;75;73;56;46;11
15.01.2016;12:00;13:00;1;27;24;26;0;51;50;52;0;0;26
15.01.2016;13:00;14:00;1;37;35;36;0;0;25;27;0;0;36
15.01.2016;14:00;15:00;1;14;11;12;0;0;27;29;0;0;12
15.01.2016;15:00;16:00;1;12;9;10;0;0;31;33;0;0;10
15.01.2016;16:00;17:00;1;12;9;10;0;0;30;32;0;0;10
15.01.2016;17:00;18:00;26;35;32;33;0;0;31;33;0;0;33
15.01.2016;18:00;19:00;52;12;9;10;0;0;30;32;0;0;10
15.01.2016;19:00;20:00;1;6;4;5;0;0;30;32;0;0;5
15.01.2016;20:00;21:00;49;14;14;14;0;0;29;30;0;0;14
15.01.2016;21:00;22:00;101;0;0;0;0;0;35;36;0;0;0
15.01.2016;22:00;23:00;85;20;17;19;0;0;46;48;0;0;19
15.01.2016;23:00;00:00;17;4;4;4;0;0;48;50;0;0;4
16.01.2016;00:00;01:00;0;49;46;0;0;44;48;79;45;0;0
16.01.2016;01:00;02:00;0;49;46;0;0;37;37;48;37;0;0
16.01.2016;02:00;03:00;0;50;48;0;0;50;50;53;51;0;0
