Datum;Anfang;Ende;Generation_DE PSW Markersbach PSS B [MW] Originalauflösungen;Generation_DE PSW Markersbach PSS A [MW] Originalauflösungen;Generation_DE PSW Markersbach PSS C [MW] Originalauflösungen;Generation_DE PSW Markersbach PSS D [MW] Originalauflösungen;Generation_DE PSW Markersbach PSS E [MW] Originalauflösungen;Generation_DE PSW Markersbach PSS F [MW] Originalauflösungen
01.01.2018;00:00;01:00;0;0;0;0;85;0
01.01.2018;01:00;02:00;62;0;0;0;0;0
01.01.2018;02:00;03:00;78;7;0;0;0;0
01.01.2018;03:00;04:00;0;0;0;0;0;0
01.01.2018;04:00;05:00;0;0;0;0;0;0
01.01.2018;05:00;06:00;0;0;0;0;0;0
01.01.2018;06:00;07:00;0;0;0;0;0;0
01.01.2018;07:00;08:00;0;0;0;0;0;0
01.01.2018;08:00;09:00;0;0;0;0;0;0
01.01.2018;09:00;10:00;0;0;0;0;0;0
01.01.2018;10:00;11:00;0;0;0;0;0;0
01.01.2018;11:00;12:00;0;0;0;0;0;0
01.01.2018;12:00;13:00;1;0;0;0;0;0
01.01.2018;13:00;14:00;46;0;0;0;0;0
01.01.2018;14:00;15:00;2;0;0;0;0;0
01.01.2018;15:00;16:00;0;0;0;0;0;0
01.01.2018;16:00;17:00;0;0;0;0;80;0
01.01.2018;17:00;18:00;3;0;0;0;64;0
01.01.2018;18:00;19:00;159;0;159;0;159;0
01.01.2018;19:00;20:00;151;0;151;0;152;0
01.01.2018;20:00;21:00;111;0;112;0;112;0
01.01.2018;21:00;22:00;59;0;141;0;141;0
01.01.2018;22:00;23:00;0;0;90;0;66;0
01.01.2018;23:00;00:00;0;0;1;0;0;0
02.01.2018;00:00;01:00;0;0;0;0;0;0
02.01.2018;01:00;02:00;0;0;0;0;0;0
02.01.2018;02:00;03:00;0;0;0;0;0;0
02.01.2018;03:00;04:00;0;0;0;0;0;0
02.01.2018;04:00;05:00;0;0;0;0;2;0
02.01.2018;05:00;06:00;0;0;0;0;56;0
02.01.2018;06:00;07:00;0;0;1;0;0;0
02.01.2018;07:00;08:00;0;0;159;0;0;0
02.01.2018;08:00;09:00;169;0;171;0;164;0
02.01.2018;09:00;10:00;148;0;149;0;149;0
02.01.2018;10:00;11:00;144;0;145;0;144;0
02.01.2018;11:00;12:00;137;0;140;0;139;0
02.01.2018;12:00;13:00;0;0;0;0;100;0
02.01.2018;13:00;14:00;0;0;0;0;0;0
02.01.2018;14:00;15:00;0;1;1;0;0;0
02.01.2018;15:00;16:00;98;112;112;0;0;0
02.01.2018;16:00;17:00;118;141;142;0;0;0
02.01.2018;17:00;18:00;0;154;154;0;0;0
02.01.2018;18:00;19:00;0;154;155;0;0;0
02.01.2018;19:00;20:00;0;0;1;0;0;0
02.01.2018;20:00;21:00;0;0;0;0;0;0
02.01.2018;21:00;22:00;0;0;0;0;0;0
02.01.2018;22:00;23:00;0;0;0;0;0;0
02.01.2018;23:00;00:00;0;0;0;0;1;0
03.01.2018;00:00;01:00;0;0;0;0;66;0
03.01.2018;01:00;02:00;0;0;0;0;0;0
03.01.2018;02:00;03:00;0;0;0;0;0;0
03.01.2018;03:00;04:00;0;0;0;0;0;0
03.01.2018;04:00;05:00;0;0;0;0;0;0
03.01.2018;05:00;06:00;0;0;0;0;0;0
03.01.2018;06:00;07:00;0;2;1;0;0;0
03.01.2018;07:00;08:00;0;89;88;0;1;0
03.01.2018;08:00;09:00;0;163;163;0;163;0
03.01.2018;09:00;10:00;0;164;164;0;164;0
03.01.2018;10:00;11:00;0;6;153;0;152;0
03.01.2018;11:00;12:00;0;55;137;0;1;0
03.01.2018;12:00;13:00;0;0;102;0;0;0
03.01.2018;13:00;14:00;0;22;112;0;0;0
03.01.2018;14:00;15:00;0;0;3;0;0;0
03.01.2018;15:00;16:00;0;3;0;0;0;0
03.01.2018;16:00;17:00;0;0;1;0;0;0
03.01.2018;17:00;18:00;0;148;151;0;123;0
03.01.2018;18:00;19:00;104;114;114;0;115;0
03.01.2018;19:00;20:00;123;103;123;0;123;0
03.01.2018;20:00;21:00;13;2;76;0;13;0
03.01.2018;21:00;22:00;0;0;0;0;0;0
03.01.2018;22:00;23:00;0;0;0;0;0;0
03.01.2018;23:00;00:00;0;0;0;0;0;0
04.01.2018;00:00;01:00;0;0;0;0;0;0
04.01.2018;01:00;02:00;0;0;0;0;0;0
04.01.2018;02:00;03:00;0;0;0;0;0;0
04.01.2018;03:00;04:00;0;0;0;0;0;0
04.01.2018;04:00;05:00;0;0;0;0;0;0
04.01.2018;05:00;06:00;0;0;0;0;1;0
04.01.2018;06:00;07:00;0;0;0;0;61;0
04.01.2018;07:00;08:00;0;0;0;0;0;0
04.01.2018;08:00;09:00;0;0;0;0;0;0
04.01.2018;09:00;10:00;12;0;17;0;0;0
04.01.2018;10:00;11:00;2;0;3;0;0;0
04.01.2018;11:00;12:00;0;2;142;0;0;0
04.01.2018;12:00;13:00;0;164;164;0;164;0
04.01.2018;13:00;14:00;50;131;167;0;168;0
04.01.2018;14:00;15:00;148;70;148;0;148;0
04.01.2018;15:00;16:00;152;0;153;0;153;0
04.01.2018;16:00;17:00;137;0;138;0;138;0
04.01.2018;17:00;18:00;153;0;154;0;154;0
04.01.2018;18:00;19:00;137;0;138;0;140;0
04.01.2018;19:00;20:00;0;25;2;0;120;0
04.01.2018;20:00;21:00;0;31;0;0;35;0
04.01.2018;21:00;22:00;0;1;0;0;21;0
04.01.2018;22:00;23:00;0;70;0;0;71;0
04.01.2018;23:00;00:00;0;0;0;0;5;0
05.01.2018;00:00;01:00;0;0;0;0;0;0
05.01.2018;01:00;02:00;0;0;0;0;0;0
05.01.2018;02:00;03:00;0;0;0;0;0;0
05.01.2018;03:00;04:00;0;0;0;0;0;0
05.01.2018;04:00;05:00;0;0;0;0;0;0
05.01.2018;05:00;06:00;0;0;0;0;0;0
05.01.2018;06:00;07:00;0;0;0;0;1;0
05.01.2018;07:00;08:00;0;106;0;0;110;0
05.01.2018;08:00;09:00;0;0;0;0;2;0
05.01.2018;09:00;10:00;0;0;0;0;0;0
05.01.2018;10:00;11:00;0;0;0;0;0;0
05.01.2018;11:00;12:00;0;0;0;0;28;0
05.01.2018;12:00;13:00;0;0;0;0;78;0
05.01.2018;13:00;14:00;0;0;1;0;53;0
05.01.2018;14:00;15:00;0;31;3;0;118;0
05.01.2018;15:00;16:00;43;78;0;0;120;0
05.01.2018;16:00;17:00;165;165;0;0;166;0
05.01.2018;17:00;18:00;146;146;0;0;147;0
05.01.2018;18:00;19:00;107;107;0;0;107;0
05.01.2018;19:00;20:00;107;106;0;0;107;0
05.01.2018;20:00;21:00;94;85;91;0;119;0
05.01.2018;21:00;22:00;0;17;145;0;145;0
05.01.2018;22:00;23:00;0;0;1;0;2;0
05.01.2018;23:00;00:00;0;0;0;0;3;0
06.01.2018;00:00;01:00;0;0;0;0;0;0
