Datum;Anfang;Ende;Generation_DE West 2 [MW] Originalauflösungen;Generation_DE West 1 [MW] Originalauflösungen
31.01.2017;07:00;08:00;318;315
31.01.2017;08:00;09:00;321;313
31.01.2017;09:00;10:00;319;314
31.01.2017;10:00;11:00;319;315
31.01.2017;11:00;12:00;319;316
31.01.2017;12:00;13:00;321;315
31.01.2017;13:00;14:00;320;316
31.01.2017;14:00;15:00;320;315
31.01.2017;15:00;16:00;321;315
31.01.2017;16:00;17:00;321;316
31.01.2017;17:00;18:00;320;316
31.01.2017;18:00;19:00;320;316
31.01.2017;19:00;20:00;321;316
31.01.2017;20:00;21:00;323;315
31.01.2017;21:00;22:00;310;304
31.01.2017;22:00;23:00;282;274
31.01.2017;23:00;00:00;158;161
01.02.2017;00:00;01:00;75;74
01.02.2017;01:00;02:00;71;71
01.02.2017;02:00;03:00;72;71
01.02.2017;03:00;04:00;71;72
01.02.2017;04:00;05:00;75;74
01.02.2017;05:00;06:00;146;138
01.02.2017;06:00;07:00;209;200
01.02.2017;07:00;08:00;320;319
01.02.2017;08:00;09:00;324;320
01.02.2017;09:00;10:00;322;321
01.02.2017;10:00;11:00;322;321
01.02.2017;11:00;12:00;315;313
01.02.2017;12:00;13:00;314;311
01.02.2017;13:00;14:00;313;311
01.02.2017;14:00;15:00;310;309
01.02.2017;15:00;16:00;288;287
01.02.2017;16:00;17:00;285;283
01.02.2017;17:00;18:00;314;313
01.02.2017;18:00;19:00;313;311
01.02.2017;19:00;20:00;224;220
01.02.2017;20:00;21:00;140;146
01.02.2017;21:00;22:00;73;72
01.02.2017;22:00;23:00;72;74
01.02.2017;23:00;00:00;71;72
02.02.2017;00:00;01:00;71;72
02.02.2017;01:00;02:00;73;77
02.02.2017;02:00;03:00;69;76
02.02.2017;03:00;04:00;73;77
02.02.2017;04:00;05:00;75;76
02.02.2017;05:00;06:00;77;82
02.02.2017;06:00;07:00;207;205
02.02.2017;07:00;08:00;307;306
02.02.2017;08:00;09:00;315;311
02.02.2017;09:00;10:00;315;313
02.02.2017;10:00;11:00;277;283
02.02.2017;11:00;12:00;272;273
02.02.2017;12:00;13:00;278;276
02.02.2017;13:00;14:00;314;316
02.02.2017;14:00;15:00;311;317
02.02.2017;15:00;16:00;311;316
02.02.2017;16:00;17:00;308;311
02.02.2017;17:00;18:00;310;313
02.02.2017;18:00;19:00;313;315
02.02.2017;19:00;20:00;311;315
02.02.2017;20:00;21:00;212;219
02.02.2017;21:00;22:00;84;86
02.02.2017;22:00;23:00;73;72
02.02.2017;23:00;00:00;72;74
03.02.2017;00:00;01:00;73;74
03.02.2017;01:00;02:00;72;74
03.02.2017;02:00;03:00;109;74
03.02.2017;03:00;04:00;142;74
03.02.2017;04:00;05:00;142;74
03.02.2017;05:00;06:00;142;74
03.02.2017;06:00;07:00;158;92
03.02.2017;07:00;08:00;284;238
03.02.2017;08:00;09:00;313;304
03.02.2017;09:00;10:00;314;312
03.02.2017;10:00;11:00;315;314
03.02.2017;11:00;12:00;313;313
03.02.2017;12:00;13:00;314;314
03.02.2017;13:00;14:00;316;316
03.02.2017;14:00;15:00;306;315
03.02.2017;15:00;16:00;303;309
03.02.2017;16:00;17:00;312;312
03.02.2017;17:00;18:00;314;314
03.02.2017;18:00;19:00;314;314
03.02.2017;19:00;20:00;313;255
03.02.2017;20:00;21:00;297;148
03.02.2017;21:00;22:00;220;81
03.02.2017;22:00;23:00;83;0
03.02.2017;23:00;00:00;0;0
04.02.2017;00:00;01:00;0;0
04.02.2017;01:00;02:00;0;0
04.02.2017;02:00;03:00;0;0
04.02.2017;03:00;04:00;0;0
04.02.2017;04:00;05:00;0;0
04.02.2017;05:00;06:00;0;0
04.02.2017;06:00;07:00;0;0
04.02.2017;07:00;08:00;0;0
04.02.2017;08:00;09:00;0;0
04.02.2017;09:00;10:00;0;0
04.02.2017;10:00;11:00;0;0
04.02.2017;11:00;12:00;0;0
04.02.2017;12:00;13:00;0;0
04.02.2017;13:00;14:00;0;0
04.02.2017;14:00;15:00;0;0
04.02.2017;15:00;16:00;0;0
04.02.2017;16:00;17:00;0;0
04.02.2017;17:00;18:00;0;0
04.02.2017;18:00;19:00;0;0
04.02.2017;19:00;20:00;0;0
04.02.2017;20:00;21:00;0;0
04.02.2017;21:00;22:00;0;0
04.02.2017;22:00;23:00;0;0
04.02.2017;23:00;00:00;0;0
05.02.2017;00:00;01:00;0;0
05.02.2017;01:00;02:00;0;0
05.02.2017;02:00;03:00;0;0
05.02.2017;03:00;04:00;0;0
05.02.2017;04:00;05:00;0;0
05.02.2017;05:00;06:00;0;0
05.02.2017;06:00;07:00;0;0
05.02.2017;07:00;08:00;0;0
05.02.2017;08:00;09:00;0;0
05.02.2017;09:00;10:00;0;0
05.02.2017;10:00;11:00;0;0
05.02.2017;11:00;12:00;0;0
05.02.2017;12:00;13:00;0;0
05.02.2017;13:00;14:00;0;0
05.02.2017;14:00;15:00;0;0
05.02.2017;15:00;16:00;0;0
05.02.2017;16:00;17:00;0;0
05.02.2017;17:00;18:00;0;0
05.02.2017;18:00;19:00;0;0
05.02.2017;19:00;20:00;0;0
05.02.2017;20:00;21:00;0;0
05.02.2017;21:00;22:00;0;0
05.02.2017;22:00;23:00;0;0
05.02.2017;23:00;00:00;0;0
06.02.2017;00:00;01:00;0;0
06.02.2017;01:00;02:00;0;0
06.02.2017;02:00;03:00;14;0
06.02.2017;03:00;04:00;68;0
06.02.2017;04:00;05:00;77;0
06.02.2017;05:00;06:00;153;0
06.02.2017;06:00;07:00;218;0
06.02.2017;07:00;08:00;278;0
06.02.2017;08:00;09:00;313;0
06.02.2017;09:00;10:00;304;0
06.02.2017;10:00;11:00;304;0
06.02.2017;11:00;12:00;299;0
06.02.2017;12:00;13:00;300;0
06.02.2017;13:00;14:00;294;0
06.02.2017;14:00;15:00;303;0
06.02.2017;15:00;16:00;313;0
06.02.2017;16:00;17:00;302;0
06.02.2017;17:00;18:00;312;0
06.02.2017;18:00;19:00;311;0
06.02.2017;19:00;20:00;314;0
06.02.2017;20:00;21:00;315;0
06.02.2017;21:00;22:00;315;0
06.02.2017;22:00;23:00;314;0
06.02.2017;23:00;00:00;280;0
07.02.2017;00:00;01:00;96;0
07.02.2017;01:00;02:00;72;0
07.02.2017;02:00;03:00;74;0
07.02.2017;03:00;04:00;72;0
07.02.2017;04:00;05:00;71;0
07.02.2017;05:00;06:00;67;0
07.02.2017;06:00;07:00;170;0
07.02.2017;07:00;08:00;313;0
07.02.2017;08:00;09:00;315;0
07.02.2017;09:00;10:00;310;0
07.02.2017;10:00;11:00;314;0
07.02.2017;11:00;12:00;306;0
07.02.2017;12:00;13:00;291;0
07.02.2017;13:00;14:00;286;0
07.02.2017;14:00;15:00;312;0
07.02.2017;15:00;16:00;314;0
07.02.2017;16:00;17:00;313;0
07.02.2017;17:00;18:00;313;0
07.02.2017;18:00;19:00;313;0
07.02.2017;19:00;20:00;313;0
07.02.2017;20:00;21:00;304;0
07.02.2017;21:00;22:00;226;0
07.02.2017;22:00;23:00;160;0
07.02.2017;23:00;00:00;72;0
08.02.2017;00:00;01:00;70;0
08.02.2017;01:00;02:00;72;0
08.02.2017;02:00;03:00;71;0
08.02.2017;03:00;04:00;70;0
08.02.2017;04:00;05:00;71;0
08.02.2017;05:00;06:00;102;0
08.02.2017;06:00;07:00;275;0
08.02.2017;07:00;08:00;313;0
08.02.2017;08:00;09:00;310;0
08.02.2017;09:00;10:00;307;0
08.02.2017;10:00;11:00;314;0
08.02.2017;11:00;12:00;314;0
08.02.2017;12:00;13:00;313;0
08.02.2017;13:00;14:00;315;0
08.02.2017;14:00;15:00;316;0
08.02.2017;15:00;16:00;317;0
08.02.2017;16:00;17:00;316;0
08.02.2017;17:00;18:00;315;0
08.02.2017;18:00;19:00;316;0
08.02.2017;19:00;20:00;317;0
08.02.2017;20:00;21:00;317;0
08.02.2017;21:00;22:00;315;0
08.02.2017;22:00;23:00;213;0
08.02.2017;23:00;00:00;78;0
09.02.2017;00:00;01:00;72;0
09.02.2017;01:00;02:00;71;0
09.02.2017;02:00;03:00;71;0
09.02.2017;03:00;04:00;71;0
09.02.2017;04:00;05:00;95;0
09.02.2017;05:00;06:00;222;0
09.02.2017;06:00;07:00;309;0
09.02.2017;07:00;08:00;312;0
09.02.2017;08:00;09:00;311;0
09.02.2017;09:00;10:00;312;0
09.02.2017;10:00;11:00;311;0
09.02.2017;11:00;12:00;313;0
09.02.2017;12:00;13:00;315;0
09.02.2017;13:00;14:00;314;0
09.02.2017;14:00;15:00;314;0
09.02.2017;15:00;16:00;315;0
09.02.2017;16:00;17:00;314;0
09.02.2017;17:00;18:00;314;0
09.02.2017;18:00;19:00;315;0
09.02.2017;19:00;20:00;315;0
09.02.2017;20:00;21:00;315;0
09.02.2017;21:00;22:00;308;0
09.02.2017;22:00;23:00;189;0
09.02.2017;23:00;00:00;76;0
10.02.2017;00:00;01:00;71;0
10.02.2017;01:00;02:00;70;0
10.02.2017;02:00;03:00;70;0
10.02.2017;03:00;04:00;72;0
10.02.2017;04:00;05:00;72;0
10.02.2017;05:00;06:00;96;0
10.02.2017;06:00;07:00;252;0
10.02.2017;07:00;08:00;317;0
10.02.2017;08:00;09:00;314;0
10.02.2017;09:00;10:00;314;0
10.02.2017;10:00;11:00;314;0
10.02.2017;11:00;12:00;313;0
10.02.2017;12:00;13:00;314;0
10.02.2017;13:00;14:00;315;0
10.02.2017;14:00;15:00;315;0
10.02.2017;15:00;16:00;314;0
10.02.2017;16:00;17:00;313;0
10.02.2017;17:00;18:00;312;0
10.02.2017;18:00;19:00;230;0
10.02.2017;19:00;20:00;124;0
10.02.2017;20:00;21:00;0;0
10.02.2017;21:00;22:00;0;0
10.02.2017;22:00;23:00;0;0
10.02.2017;23:00;00:00;0;0
11.02.2017;00:00;01:00;0;0
11.02.2017;01:00;02:00;0;0
11.02.2017;02:00;03:00;0;0
11.02.2017;03:00;04:00;0;0
11.02.2017;04:00;05:00;0;0
11.02.2017;05:00;06:00;0;0
11.02.2017;06:00;07:00;0;0
11.02.2017;07:00;08:00;0;0
11.02.2017;08:00;09:00;0;0
11.02.2017;09:00;10:00;0;0
11.02.2017;10:00;11:00;0;0
11.02.2017;11:00;12:00;0;0
11.02.2017;12:00;13:00;0;0
11.02.2017;13:00;14:00;0;0
11.02.2017;14:00;15:00;0;0
11.02.2017;15:00;16:00;0;0
11.02.2017;16:00;17:00;0;0
11.02.2017;17:00;18:00;0;0
11.02.2017;18:00;19:00;0;0
11.02.2017;19:00;20:00;0;0
11.02.2017;20:00;21:00;0;0
11.02.2017;21:00;22:00;0;0
11.02.2017;22:00;23:00;0;0
11.02.2017;23:00;00:00;0;0
12.02.2017;00:00;01:00;0;0
12.02.2017;01:00;02:00;0;0
12.02.2017;02:00;03:00;0;0
12.02.2017;03:00;04:00;0;0
12.02.2017;04:00;05:00;0;0
12.02.2017;05:00;06:00;0;0
12.02.2017;06:00;07:00;0;0
12.02.2017;07:00;08:00;0;0
12.02.2017;08:00;09:00;0;0
12.02.2017;09:00;10:00;0;0
12.02.2017;10:00;11:00;0;0
12.02.2017;11:00;12:00;0;0
12.02.2017;12:00;13:00;0;0
12.02.2017;13:00;14:00;0;0
12.02.2017;14:00;15:00;0;0
12.02.2017;15:00;16:00;0;0
12.02.2017;16:00;17:00;0;0
12.02.2017;17:00;18:00;0;0
12.02.2017;18:00;19:00;0;0
12.02.2017;19:00;20:00;0;0
12.02.2017;20:00;21:00;-;-
12.02.2017;21:00;22:00;0;0
12.02.2017;22:00;23:00;0;0
12.02.2017;23:00;00:00;77;0
13.02.2017;00:00;01:00;142;0
13.02.2017;01:00;02:00;146;0
13.02.2017;02:00;03:00;145;0
13.02.2017;03:00;04:00;145;0
13.02.2017;04:00;05:00;144;0
13.02.2017;05:00;06:00;144;0
13.02.2017;06:00;07:00;143;0
13.02.2017;07:00;08:00;165;0
13.02.2017;08:00;09:00;256;0
13.02.2017;09:00;10:00;254;0
13.02.2017;10:00;11:00;212;0
13.02.2017;11:00;12:00;213;0
13.02.2017;12:00;13:00;191;0
13.02.2017;13:00;14:00;74;0
13.02.2017;14:00;15:00;69;0
13.02.2017;15:00;16:00;129;0
13.02.2017;16:00;17:00;205;0
13.02.2017;17:00;18:00;245;0
13.02.2017;18:00;19:00;243;0
13.02.2017;19:00;20:00;146;0
13.02.2017;20:00;21:00;33;0
13.02.2017;21:00;22:00;77;0
13.02.2017;22:00;23:00;73;0
13.02.2017;23:00;00:00;72;0
14.02.2017;00:00;01:00;77;0
14.02.2017;01:00;02:00;74;0
14.02.2017;02:00;03:00;77;0
14.02.2017;03:00;04:00;76;0
14.02.2017;04:00;05:00;74;0
14.02.2017;05:00;06:00;90;0
14.02.2017;06:00;07:00;218;0
14.02.2017;07:00;08:00;314;0
14.02.2017;08:00;09:00;314;0
14.02.2017;09:00;10:00;285;0
14.02.2017;10:00;11:00;313;0
14.02.2017;11:00;12:00;310;0
14.02.2017;12:00;13:00;276;0
14.02.2017;13:00;14:00;104;0
14.02.2017;14:00;15:00;0;0
14.02.2017;15:00;16:00;0;0
14.02.2017;16:00;17:00;0;0
14.02.2017;17:00;18:00;0;0
14.02.2017;18:00;19:00;0;0
14.02.2017;19:00;20:00;0;0
14.02.2017;20:00;21:00;0;0
14.02.2017;21:00;22:00;0;0
14.02.2017;22:00;23:00;0;0
14.02.2017;23:00;00:00;0;0
15.02.2017;00:00;01:00;0;0
15.02.2017;01:00;02:00;0;0
15.02.2017;02:00;03:00;0;0
15.02.2017;03:00;04:00;0;0
15.02.2017;04:00;05:00;0;0
15.02.2017;05:00;06:00;0;0
15.02.2017;06:00;07:00;0;0
15.02.2017;07:00;08:00;0;0
15.02.2017;08:00;09:00;0;0
15.02.2017;09:00;10:00;0;0
15.02.2017;10:00;11:00;0;0
15.02.2017;11:00;12:00;0;0
15.02.2017;12:00;13:00;0;0
15.02.2017;13:00;14:00;0;0
15.02.2017;14:00;15:00;0;0
15.02.2017;15:00;16:00;44;0
15.02.2017;16:00;17:00;183;0
15.02.2017;17:00;18:00;299;0
15.02.2017;18:00;19:00;311;0
15.02.2017;19:00;20:00;311;0
15.02.2017;20:00;21:00;304;0
15.02.2017;21:00;22:00;258;0
15.02.2017;22:00;23:00;228;0
15.02.2017;23:00;00:00;143;0
16.02.2017;00:00;01:00;141;0
16.02.2017;01:00;02:00;142;0
16.02.2017;02:00;03:00;142;0
16.02.2017;03:00;04:00;142;0
16.02.2017;04:00;05:00;162;0
16.02.2017;05:00;06:00;168;0
16.02.2017;06:00;07:00;241;0
16.02.2017;07:00;08:00;251;0
16.02.2017;08:00;09:00;223;0
16.02.2017;09:00;10:00;224;0
16.02.2017;10:00;11:00;269;0
16.02.2017;11:00;12:00;315;0
16.02.2017;12:00;13:00;313;0
16.02.2017;13:00;14:00;312;0
16.02.2017;14:00;15:00;313;0
16.02.2017;15:00;16:00;312;0
16.02.2017;16:00;17:00;313;0
16.02.2017;17:00;18:00;317;0
16.02.2017;18:00;19:00;315;0
16.02.2017;19:00;20:00;314;0
16.02.2017;20:00;21:00;316;0
16.02.2017;21:00;22:00;264;0
16.02.2017;22:00;23:00;186;0
16.02.2017;23:00;00:00;141;0
17.02.2017;00:00;01:00;141;0
17.02.2017;01:00;02:00;142;0
17.02.2017;02:00;03:00;141;0
17.02.2017;03:00;04:00;141;0
17.02.2017;04:00;05:00;141;0
17.02.2017;05:00;06:00;174;0
17.02.2017;06:00;07:00;268;0
17.02.2017;07:00;08:00;310;0
17.02.2017;08:00;09:00;310;0
17.02.2017;09:00;10:00;311;0
17.02.2017;10:00;11:00;310;0
17.02.2017;11:00;12:00;310;0
17.02.2017;12:00;13:00;311;0
17.02.2017;13:00;14:00;310;0
17.02.2017;14:00;15:00;309;0
17.02.2017;15:00;16:00;309;0
17.02.2017;16:00;17:00;307;0
17.02.2017;17:00;18:00;309;0
17.02.2017;18:00;19:00;313;0
17.02.2017;19:00;20:00;307;0
17.02.2017;20:00;21:00;257;0
17.02.2017;21:00;22:00;254;0
17.02.2017;22:00;23:00;218;0
17.02.2017;23:00;00:00;144;0
18.02.2017;00:00;01:00;143;0
18.02.2017;01:00;02:00;142;0
18.02.2017;02:00;03:00;137;0
18.02.2017;03:00;04:00;143;0
18.02.2017;04:00;05:00;142;0
18.02.2017;05:00;06:00;142;0
18.02.2017;06:00;07:00;140;0
18.02.2017;07:00;08:00;142;0
18.02.2017;08:00;09:00;139;0
18.02.2017;09:00;10:00;137;0
18.02.2017;10:00;11:00;131;0
18.02.2017;11:00;12:00;78;0
18.02.2017;12:00;13:00;0;0
18.02.2017;13:00;14:00;0;0
18.02.2017;14:00;15:00;0;0
18.02.2017;15:00;16:00;0;0
18.02.2017;16:00;17:00;0;0
18.02.2017;17:00;18:00;0;0
18.02.2017;18:00;19:00;0;0
18.02.2017;19:00;20:00;0;0
18.02.2017;20:00;21:00;0;0
18.02.2017;21:00;22:00;0;0
18.02.2017;22:00;23:00;0;0
18.02.2017;23:00;00:00;0;0
19.02.2017;00:00;01:00;0;0
19.02.2017;01:00;02:00;0;0
19.02.2017;02:00;03:00;0;0
19.02.2017;03:00;04:00;0;0
19.02.2017;04:00;05:00;0;0
19.02.2017;05:00;06:00;0;0
19.02.2017;06:00;07:00;0;0
19.02.2017;07:00;08:00;0;0
19.02.2017;08:00;09:00;0;0
19.02.2017;09:00;10:00;0;0
19.02.2017;10:00;11:00;0;0
19.02.2017;11:00;12:00;0;0
19.02.2017;12:00;13:00;0;0
19.02.2017;13:00;14:00;0;0
19.02.2017;14:00;15:00;0;0
19.02.2017;15:00;16:00;0;0
19.02.2017;16:00;17:00;0;0
19.02.2017;17:00;18:00;0;0
19.02.2017;18:00;19:00;0;0
19.02.2017;19:00;20:00;0;0
19.02.2017;20:00;21:00;0;0
19.02.2017;21:00;22:00;0;0
19.02.2017;22:00;23:00;0;0
19.02.2017;23:00;00:00;0;0
20.02.2017;00:00;01:00;0;0
20.02.2017;01:00;02:00;0;0
20.02.2017;02:00;03:00;0;0
20.02.2017;03:00;04:00;0;0
20.02.2017;04:00;05:00;0;0
20.02.2017;05:00;06:00;0;0
20.02.2017;06:00;07:00;0;0
20.02.2017;07:00;08:00;0;0
20.02.2017;08:00;09:00;0;0
20.02.2017;09:00;10:00;0;0
20.02.2017;10:00;11:00;0;0
20.02.2017;11:00;12:00;0;0
20.02.2017;12:00;13:00;0;0
20.02.2017;13:00;14:00;0;0
20.02.2017;14:00;15:00;0;0
20.02.2017;15:00;16:00;0;0
20.02.2017;16:00;17:00;0;0
20.02.2017;17:00;18:00;0;0
20.02.2017;18:00;19:00;0;0
20.02.2017;19:00;20:00;0;0
20.02.2017;20:00;21:00;0;0
20.02.2017;21:00;22:00;0;0
20.02.2017;22:00;23:00;0;0
20.02.2017;23:00;00:00;0;0
21.02.2017;00:00;01:00;0;0
21.02.2017;01:00;02:00;0;0
21.02.2017;02:00;03:00;0;0
21.02.2017;03:00;04:00;0;0
21.02.2017;04:00;05:00;0;0
21.02.2017;05:00;06:00;0;0
21.02.2017;06:00;07:00;0;0
21.02.2017;07:00;08:00;0;0
21.02.2017;08:00;09:00;0;0
21.02.2017;09:00;10:00;0;0
21.02.2017;10:00;11:00;0;0
21.02.2017;11:00;12:00;0;0
21.02.2017;12:00;13:00;0;0
21.02.2017;13:00;14:00;0;0
21.02.2017;14:00;15:00;0;0
21.02.2017;15:00;16:00;0;0
21.02.2017;16:00;17:00;0;0
21.02.2017;17:00;18:00;0;0
21.02.2017;18:00;19:00;0;0
21.02.2017;19:00;20:00;0;0
21.02.2017;20:00;21:00;0;0
21.02.2017;21:00;22:00;0;0
21.02.2017;22:00;23:00;0;0
21.02.2017;23:00;00:00;0;0
22.02.2017;00:00;01:00;0;0
22.02.2017;01:00;02:00;0;0
22.02.2017;02:00;03:00;0;0
22.02.2017;03:00;04:00;0;0
22.02.2017;04:00;05:00;0;0
22.02.2017;05:00;06:00;0;0
22.02.2017;06:00;07:00;0;0
22.02.2017;07:00;08:00;0;0
22.02.2017;08:00;09:00;0;0
22.02.2017;09:00;10:00;0;0
22.02.2017;10:00;11:00;0;0
22.02.2017;11:00;12:00;0;0
22.02.2017;12:00;13:00;0;0
22.02.2017;13:00;14:00;0;0
22.02.2017;14:00;15:00;0;0
22.02.2017;15:00;16:00;0;0
22.02.2017;16:00;17:00;0;0
22.02.2017;17:00;18:00;0;0
22.02.2017;18:00;19:00;0;0
22.02.2017;19:00;20:00;0;0
22.02.2017;20:00;21:00;0;0
22.02.2017;21:00;22:00;0;0
22.02.2017;22:00;23:00;0;0
22.02.2017;23:00;00:00;0;0
23.02.2017;00:00;01:00;0;0
23.02.2017;01:00;02:00;0;0
23.02.2017;02:00;03:00;0;0
23.02.2017;03:00;04:00;0;0
23.02.2017;04:00;05:00;0;0
23.02.2017;05:00;06:00;0;0
23.02.2017;06:00;07:00;0;0
23.02.2017;07:00;08:00;0;0
23.02.2017;08:00;09:00;0;0
23.02.2017;09:00;10:00;0;0
23.02.2017;10:00;11:00;0;0
23.02.2017;11:00;12:00;0;0
23.02.2017;12:00;13:00;0;0
23.02.2017;13:00;14:00;0;0
23.02.2017;14:00;15:00;0;0
23.02.2017;15:00;16:00;0;0
23.02.2017;16:00;17:00;0;0
23.02.2017;17:00;18:00;0;0
23.02.2017;18:00;19:00;0;0
23.02.2017;19:00;20:00;0;0
23.02.2017;20:00;21:00;0;0
23.02.2017;21:00;22:00;0;0
23.02.2017;22:00;23:00;0;0
23.02.2017;23:00;00:00;0;0
24.02.2017;00:00;01:00;0;0
24.02.2017;01:00;02:00;0;0
24.02.2017;02:00;03:00;0;0
24.02.2017;03:00;04:00;0;0
24.02.2017;04:00;05:00;0;0
24.02.2017;05:00;06:00;0;0
24.02.2017;06:00;07:00;0;0
24.02.2017;07:00;08:00;0;0
24.02.2017;08:00;09:00;0;0
24.02.2017;09:00;10:00;0;0
24.02.2017;10:00;11:00;0;0
24.02.2017;11:00;12:00;0;0
24.02.2017;12:00;13:00;0;0
24.02.2017;13:00;14:00;0;0
24.02.2017;14:00;15:00;0;0
24.02.2017;15:00;16:00;0;0
24.02.2017;16:00;17:00;0;0
24.02.2017;17:00;18:00;0;0
24.02.2017;18:00;19:00;0;0
24.02.2017;19:00;20:00;0;0
24.02.2017;20:00;21:00;0;0
24.02.2017;21:00;22:00;0;0
24.02.2017;22:00;23:00;0;0
24.02.2017;23:00;00:00;0;0
25.02.2017;00:00;01:00;0;0
25.02.2017;01:00;02:00;0;0
25.02.2017;02:00;03:00;0;0
25.02.2017;03:00;04:00;0;0
25.02.2017;04:00;05:00;0;0
25.02.2017;05:00;06:00;0;0
25.02.2017;06:00;07:00;0;0
25.02.2017;07:00;08:00;0;0
25.02.2017;08:00;09:00;0;0
25.02.2017;09:00;10:00;0;0
25.02.2017;10:00;11:00;0;0
25.02.2017;11:00;12:00;0;0
25.02.2017;12:00;13:00;0;0
25.02.2017;13:00;14:00;0;0
25.02.2017;14:00;15:00;0;0
25.02.2017;15:00;16:00;0;0
25.02.2017;16:00;17:00;0;0
25.02.2017;17:00;18:00;0;0
25.02.2017;18:00;19:00;0;0
25.02.2017;19:00;20:00;0;0
25.02.2017;20:00;21:00;0;0
25.02.2017;21:00;22:00;0;0
25.02.2017;22:00;23:00;0;0
25.02.2017;23:00;00:00;0;0
26.02.2017;00:00;01:00;0;0
26.02.2017;01:00;02:00;0;0
26.02.2017;02:00;03:00;0;0
26.02.2017;03:00;04:00;0;0
26.02.2017;04:00;05:00;0;0
26.02.2017;05:00;06:00;0;0
26.02.2017;06:00;07:00;0;0
26.02.2017;07:00;08:00;0;0
26.02.2017;08:00;09:00;0;0
26.02.2017;09:00;10:00;0;0
26.02.2017;10:00;11:00;0;0
26.02.2017;11:00;12:00;0;0
26.02.2017;12:00;13:00;0;0
26.02.2017;13:00;14:00;0;0
26.02.2017;14:00;15:00;0;0
26.02.2017;15:00;16:00;0;0
26.02.2017;16:00;17:00;0;0
26.02.2017;17:00;18:00;0;0
26.02.2017;18:00;19:00;0;0
26.02.2017;19:00;20:00;0;0
26.02.2017;20:00;21:00;0;0
26.02.2017;21:00;22:00;0;0
26.02.2017;22:00;23:00;0;0
26.02.2017;23:00;00:00;0;0
27.02.2017;00:00;01:00;0;0
27.02.2017;01:00;02:00;0;0
27.02.2017;02:00;03:00;0;0
27.02.2017;03:00;04:00;0;0
27.02.2017;04:00;05:00;0;0
27.02.2017;05:00;06:00;0;0
27.02.2017;06:00;07:00;0;0
27.02.2017;07:00;08:00;0;0
27.02.2017;08:00;09:00;0;0
27.02.2017;09:00;10:00;0;0
27.02.2017;10:00;11:00;0;0
27.02.2017;11:00;12:00;0;0
27.02.2017;12:00;13:00;0;0
27.02.2017;13:00;14:00;0;0
27.02.2017;14:00;15:00;0;0
27.02.2017;15:00;16:00;0;0
27.02.2017;16:00;17:00;0;0
27.02.2017;17:00;18:00;0;0
27.02.2017;18:00;19:00;0;0
27.02.2017;19:00;20:00;0;0
27.02.2017;20:00;21:00;0;0
27.02.2017;21:00;22:00;0;0
27.02.2017;22:00;23:00;0;0
27.02.2017;23:00;00:00;0;0
28.02.2017;00:00;01:00;0;0
28.02.2017;01:00;02:00;0;0
28.02.2017;02:00;03:00;0;0
28.02.2017;03:00;04:00;0;0
28.02.2017;04:00;05:00;0;0
28.02.2017;05:00;06:00;0;0
28.02.2017;06:00;07:00;0;0
28.02.2017;07:00;08:00;0;0
28.02.2017;08:00;09:00;0;0
28.02.2017;09:00;10:00;0;0
28.02.2017;10:00;11:00;0;0
28.02.2017;11:00;12:00;0;0
28.02.2017;12:00;13:00;0;0
28.02.2017;13:00;14:00;0;0
28.02.2017;14:00;15:00;0;0
28.02.2017;15:00;16:00;0;0
28.02.2017;16:00;17:00;0;0
28.02.2017;17:00;18:00;0;0
28.02.2017;18:00;19:00;0;0
28.02.2017;19:00;20:00;0;0
28.02.2017;20:00;21:00;0;0
28.02.2017;21:00;22:00;0;0
28.02.2017;22:00;23:00;0;0
28.02.2017;23:00;00:00;0;0
01.03.2017;00:00;01:00;0;0
01.03.2017;01:00;02:00;0;0
01.03.2017;02:00;03:00;0;0
01.03.2017;03:00;04:00;0;0
01.03.2017;04:00;05:00;0;0
01.03.2017;05:00;06:00;0;0
01.03.2017;06:00;07:00;0;0
01.03.2017;07:00;08:00;0;0
01.03.2017;08:00;09:00;0;0
01.03.2017;09:00;10:00;0;0
01.03.2017;10:00;11:00;0;0
01.03.2017;11:00;12:00;0;0
01.03.2017;12:00;13:00;0;0
01.03.2017;13:00;14:00;0;0
01.03.2017;14:00;15:00;0;0
01.03.2017;15:00;16:00;0;0
01.03.2017;16:00;17:00;0;0
01.03.2017;17:00;18:00;0;0
01.03.2017;18:00;19:00;0;0
01.03.2017;19:00;20:00;0;0
01.03.2017;20:00;21:00;0;0
01.03.2017;21:00;22:00;0;0
01.03.2017;22:00;23:00;0;0
01.03.2017;23:00;00:00;0;0
02.03.2017;00:00;01:00;0;0
02.03.2017;01:00;02:00;0;0
02.03.2017;02:00;03:00;0;0
02.03.2017;03:00;04:00;0;0
02.03.2017;04:00;05:00;0;0
02.03.2017;05:00;06:00;0;0
02.03.2017;06:00;07:00;0;0
02.03.2017;07:00;08:00;0;0
02.03.2017;08:00;09:00;0;0
02.03.2017;09:00;10:00;0;0
02.03.2017;10:00;11:00;0;0
02.03.2017;11:00;12:00;0;0
02.03.2017;12:00;13:00;0;0
02.03.2017;13:00;14:00;0;0
02.03.2017;14:00;15:00;0;0
02.03.2017;15:00;16:00;0;0
02.03.2017;16:00;17:00;0;0
02.03.2017;17:00;18:00;0;0
02.03.2017;18:00;19:00;0;0
02.03.2017;19:00;20:00;0;0
