Datum;Anfang;Ende;Generation_DE Dampfwirtschaft (6 Einzelturbinen) [MW] Originalauflösungen;Generation_DE Kraftwerk I, T14 [MW] Originalauflösungen;Generation_DE Kraftwerk I,  T15 [MW] Originalauflösungen
Keine Daten für gegebene Anfrage
