Datum;Anfang;Ende;Generation_DE Block 3 [MW] Originalauflösungen;Generation_DE Block 4 [MW] Originalauflösungen;Generation_DE GKM Block 8 [MW] Originalauflösungen;Generation_DE GKM Block 7 [MW] Originalauflösungen
Keine Daten für gegebene Anfrage
