Datum;Anfang;Ende;Generation_DE Block A [MW] Originalauflösungen;Generation_DE HKW Chemnitz Nord II, Block B [MW] Originalauflösungen;Generation_DE HKW Chemnitz Nord II, Block C [MW] Originalauflösungen
Keine Daten für gegebene Anfrage
