Datum;Anfang;Ende;Generation_DE 2.0 [MW] Originalauflösungen;Generation_DE 4 GT [MW] Originalauflösungen;Generation_DE 4 DT [MW] Originalauflösungen;Generation_DE 3.0 [MW] Originalauflösungen
Keine Daten für gegebene Anfrage
