Date;Start;End;Generation_DE ADS-Anlage [MW] Original resolutions;Generation_DE Block A [MW] Original resolutions;Generation_DE Block B [MW] Original resolutions;Generation_DE IPH Ersatzbrennstoffverbrennung Turbine [MW] Original resolutions;Generation_DE IPH Strom CoFA BHKW 1 [MW] Original resolutions;Generation_DE IPH Strom CoFA BHKW 2 [MW] Original resolutions;Generation_DE IPH Strom CoFA BHKW 3 [MW] Original resolutions;Generation_DE IPH Strom GT2 [MW] Original resolutions;Generation_DE IPH Strom GT4 [MW] Original resolutions
No data for submitted query
