Datum;Anfang;Ende;Generation_DE D [MW] Originalauflösungen;Generation_DE C [MW] Originalauflösungen;Generation_DE B [MW] Originalauflösungen;Generation_DE A [MW] Originalauflösungen;Generation_DE Niederaußem E [MW] Originalauflösungen;Generation_DE Niederaußem F [MW] Originalauflösungen;Generation_DE Niederaußem G [MW] Originalauflösungen;Generation_DE Niederaußem H [MW] Originalauflösungen;Generation_DE Niederaußem K [MW] Originalauflösungen
05.01.2020;08:00;09:00;0;221;-;-;-;-;0;0;926
05.01.2020;09:00;10:00;0;286;-;-;-;-;0;0;923
05.01.2020;10:00;11:00;0;283;-;-;-;-;0;0;923
05.01.2020;11:00;12:00;0;280;-;-;-;-;0;0;929
05.01.2020;12:00;13:00;0;248;-;-;-;-;0;0;922
05.01.2020;13:00;14:00;0;200;-;-;-;-;0;0;925
05.01.2020;14:00;15:00;0;266;-;-;-;-;0;0;928
05.01.2020;15:00;16:00;0;279;-;-;-;-;0;0;925
05.01.2020;16:00;17:00;0;283;-;-;-;-;0;0;926
05.01.2020;17:00;18:00;0;285;-;-;-;-;0;0;924
05.01.2020;18:00;19:00;0;283;-;-;-;-;0;0;931
05.01.2020;19:00;20:00;0;284;-;-;-;-;0;0;927
05.01.2020;20:00;21:00;0;284;-;-;-;-;0;0;929
05.01.2020;21:00;22:00;0;285;-;-;-;-;0;0;925
05.01.2020;22:00;23:00;0;285;-;-;-;-;0;0;920
05.01.2020;23:00;00:00;0;284;-;-;-;-;0;0;909
06.01.2020;00:00;01:00;0;252;-;-;-;-;0;0;907
06.01.2020;01:00;02:00;0;160;-;-;-;-;0;0;926
06.01.2020;02:00;03:00;0;149;-;-;-;-;0;0;933
06.01.2020;03:00;04:00;0;150;-;-;-;-;0;0;919
06.01.2020;04:00;05:00;0;150;-;-;-;-;0;0;925
06.01.2020;05:00;06:00;0;201;-;-;-;-;0;0;925
06.01.2020;06:00;07:00;0;272;-;-;-;-;0;0;923
06.01.2020;07:00;08:00;0;270;-;-;-;-;0;0;924
06.01.2020;08:00;09:00;0;285;-;-;-;-;0;0;923
06.01.2020;09:00;10:00;0;284;-;-;-;-;0;0;927
06.01.2020;10:00;11:00;0;284;-;-;-;-;0;0;926
06.01.2020;11:00;12:00;0;285;-;-;-;-;0;0;925
06.01.2020;12:00;13:00;0;284;-;-;-;-;0;0;927
06.01.2020;13:00;14:00;0;284;-;-;-;-;0;0;926
06.01.2020;14:00;15:00;0;284;-;-;-;-;0;0;930
06.01.2020;15:00;16:00;0;276;-;-;-;-;0;0;920
06.01.2020;16:00;17:00;0;269;-;-;-;-;0;0;914
06.01.2020;17:00;18:00;0;274;-;-;-;-;0;0;912
06.01.2020;18:00;19:00;0;274;-;-;-;-;0;0;909
06.01.2020;19:00;20:00;0;274;-;-;-;-;0;0;914
06.01.2020;20:00;21:00;0;273;-;-;-;-;0;0;909
06.01.2020;21:00;22:00;0;229;-;-;-;-;0;0;914
06.01.2020;22:00;23:00;0;222;-;-;-;-;0;0;911
06.01.2020;23:00;00:00;0;189;-;-;-;-;0;0;912
07.01.2020;00:00;01:00;0;189;-;-;-;-;0;0;914
07.01.2020;01:00;02:00;0;190;-;-;-;-;0;0;913
07.01.2020;02:00;03:00;0;190;-;-;-;-;0;0;913
07.01.2020;03:00;04:00;0;190;-;-;-;-;0;0;916
07.01.2020;04:00;05:00;0;191;-;-;-;-;15;0;910
07.01.2020;05:00;06:00;0;214;-;-;-;-;221;0;910
07.01.2020;06:00;07:00;0;273;-;-;-;-;407;0;914
07.01.2020;07:00;08:00;0;272;-;-;-;-;575;0;913
07.01.2020;08:00;09:00;0;274;-;-;-;-;587;0;915
07.01.2020;09:00;10:00;0;274;-;-;-;-;611;0;914
07.01.2020;10:00;11:00;0;274;-;-;-;-;614;0;914
07.01.2020;11:00;12:00;0;273;-;-;-;-;634;0;918
07.01.2020;12:00;13:00;0;271;-;-;-;-;614;0;918
07.01.2020;13:00;14:00;0;273;-;-;-;-;611;0;924
07.01.2020;14:00;15:00;0;274;-;-;-;-;618;0;934
07.01.2020;15:00;16:00;0;274;-;-;-;-;612;0;931
07.01.2020;16:00;17:00;0;274;-;-;-;-;610;0;936
07.01.2020;17:00;18:00;0;273;-;-;-;-;615;0;938
07.01.2020;18:00;19:00;0;275;-;-;-;-;615;0;926
07.01.2020;19:00;20:00;0;274;-;-;-;-;615;0;934
07.01.2020;20:00;21:00;0;261;-;-;-;-;617;0;933
07.01.2020;21:00;22:00;0;226;-;-;-;-;520;0;932
07.01.2020;22:00;23:00;0;187;-;-;-;-;353;0;936
07.01.2020;23:00;00:00;0;159;-;-;-;-;317;0;881
08.01.2020;00:00;01:00;0;153;-;-;-;-;302;0;497
08.01.2020;01:00;02:00;0;153;-;-;-;-;302;0;362
08.01.2020;02:00;03:00;0;153;-;-;-;-;304;0;368
08.01.2020;03:00;04:00;0;153;-;-;-;-;299;0;371
08.01.2020;04:00;05:00;0;154;-;-;-;-;304;0;521
08.01.2020;05:00;06:00;0;159;-;-;-;-;326;0;839
08.01.2020;06:00;07:00;0;169;-;-;-;-;421;0;917
08.01.2020;07:00;08:00;0;255;-;-;-;-;602;0;938
08.01.2020;08:00;09:00;0;277;-;-;-;-;546;0;926
08.01.2020;09:00;10:00;0;275;-;-;-;-;566;0;931
08.01.2020;10:00;11:00;0;274;-;-;-;-;614;0;935
08.01.2020;11:00;12:00;0;274;-;-;-;-;616;0;931
08.01.2020;12:00;13:00;0;274;-;-;-;-;614;0;920
08.01.2020;13:00;14:00;0;273;-;-;-;-;610;0;920
08.01.2020;14:00;15:00;0;273;-;-;-;-;614;0;937
08.01.2020;15:00;16:00;0;274;-;-;-;-;612;0;941
08.01.2020;16:00;17:00;0;274;-;-;-;-;612;0;936
08.01.2020;17:00;18:00;0;274;-;-;-;-;614;0;940
08.01.2020;18:00;19:00;0;275;-;-;-;-;623;0;940
08.01.2020;19:00;20:00;0;274;-;-;-;-;623;0;945
08.01.2020;20:00;21:00;0;273;-;-;-;-;558;0;936
08.01.2020;21:00;22:00;0;274;-;-;-;-;602;0;919
08.01.2020;22:00;23:00;0;275;-;-;-;-;613;0;921
08.01.2020;23:00;00:00;0;275;-;-;-;-;616;0;918
09.01.2020;00:00;01:00;0;274;-;-;-;-;613;0;918
09.01.2020;01:00;02:00;0;274;-;-;-;-;608;0;920
09.01.2020;02:00;03:00;0;274;-;-;-;-;612;0;916
09.01.2020;03:00;04:00;0;223;-;-;-;-;523;0;914
09.01.2020;04:00;05:00;0;152;-;-;-;-;491;0;915
09.01.2020;05:00;06:00;0;200;-;-;-;-;606;0;920
09.01.2020;06:00;07:00;0;269;-;-;-;-;617;0;922
09.01.2020;07:00;08:00;0;267;-;-;-;-;576;0;936
09.01.2020;08:00;09:00;0;266;-;-;-;-;619;0;936
09.01.2020;09:00;10:00;0;267;-;-;-;-;619;0;939
09.01.2020;10:00;11:00;0;267;-;-;-;-;618;0;917
09.01.2020;11:00;12:00;0;266;-;-;-;-;615;0;921
09.01.2020;12:00;13:00;0;202;-;-;-;-;403;0;921
09.01.2020;13:00;14:00;0;153;-;-;-;-;304;0;918
09.01.2020;14:00;15:00;0;231;-;-;-;-;303;0;919
09.01.2020;15:00;16:00;0;268;-;-;-;-;325;0;918
09.01.2020;16:00;17:00;0;267;-;-;-;-;580;0;916
09.01.2020;17:00;18:00;0;267;-;-;-;-;616;0;920
09.01.2020;18:00;19:00;0;267;-;-;-;-;620;0;924
09.01.2020;19:00;20:00;0;266;-;-;-;-;613;0;923
09.01.2020;20:00;21:00;0;210;-;-;-;-;459;0;918
09.01.2020;21:00;22:00;0;151;-;-;-;-;292;0;901
09.01.2020;22:00;23:00;0;152;-;-;-;-;298;0;917
09.01.2020;23:00;00:00;0;151;-;-;-;-;304;0;914
10.01.2020;00:00;01:00;0;152;-;-;-;-;286;0;916
10.01.2020;01:00;02:00;0;152;-;-;-;-;282;0;916
10.01.2020;02:00;03:00;0;151;-;-;-;-;283;0;914
10.01.2020;03:00;04:00;0;152;-;-;-;-;283;0;924
10.01.2020;04:00;05:00;0;153;-;-;-;-;290;0;924
10.01.2020;05:00;06:00;0;205;-;-;-;-;356;0;922
10.01.2020;06:00;07:00;0;237;-;-;-;-;460;0;925
10.01.2020;07:00;08:00;0;279;-;-;-;-;619;0;942
10.01.2020;08:00;09:00;0;278;-;-;-;-;613;0;942
10.01.2020;09:00;10:00;0;277;-;-;-;-;617;0;919
10.01.2020;10:00;11:00;0;277;-;-;-;-;619;0;924
10.01.2020;11:00;12:00;0;278;-;-;-;-;617;0;924
10.01.2020;12:00;13:00;0;278;-;-;-;-;621;0;923
10.01.2020;13:00;14:00;0;277;-;-;-;-;618;0;928
10.01.2020;14:00;15:00;0;276;-;-;-;-;622;0;928
10.01.2020;15:00;16:00;0;277;-;-;-;-;622;0;921
10.01.2020;16:00;17:00;0;277;-;-;-;-;622;0;929
10.01.2020;17:00;18:00;0;277;-;-;-;-;624;0;938
10.01.2020;18:00;19:00;0;278;-;-;-;-;627;0;948
10.01.2020;19:00;20:00;0;277;-;-;-;-;625;0;949
10.01.2020;20:00;21:00;0;277;-;-;-;-;622;0;951
10.01.2020;21:00;22:00;0;277;-;-;-;-;622;0;947
10.01.2020;22:00;23:00;0;267;-;-;-;-;627;0;926
10.01.2020;23:00;00:00;0;184;-;-;-;-;596;0;927
11.01.2020;00:00;01:00;0;209;-;-;-;-;592;0;928
11.01.2020;01:00;02:00;0;188;-;-;-;-;385;0;927
11.01.2020;02:00;03:00;0;154;-;-;-;-;275;0;929
11.01.2020;03:00;04:00;0;153;-;-;-;-;283;0;928
11.01.2020;04:00;05:00;0;153;-;-;-;-;281;0;910
11.01.2020;05:00;06:00;0;153;-;-;-;-;279;0;909
11.01.2020;06:00;07:00;0;153;-;-;-;-;280;0;867
11.01.2020;07:00;08:00;0;157;-;-;-;-;327;0;931
11.01.2020;08:00;09:00;0;234;-;-;-;-;542;0;925
11.01.2020;09:00;10:00;0;276;-;-;-;-;549;0;935
11.01.2020;10:00;11:00;0;278;-;-;-;-;552;0;928
11.01.2020;11:00;12:00;0;272;-;-;-;-;621;0;924
11.01.2020;12:00;13:00;0;213;-;-;-;-;508;0;924
11.01.2020;13:00;14:00;0;153;-;-;-;-;286;0;918
11.01.2020;14:00;15:00;0;153;-;-;-;-;282;0;892
11.01.2020;15:00;16:00;0;153;-;-;-;-;309;0;927
11.01.2020;16:00;17:00;0;153;-;-;-;-;366;0;929
11.01.2020;17:00;18:00;0;156;-;-;-;-;526;0;927
11.01.2020;18:00;19:00;0;153;-;-;-;-;488;0;926
11.01.2020;19:00;20:00;0;153;-;-;-;-;305;0;928
11.01.2020;20:00;21:00;0;153;-;-;-;-;283;0;875
11.01.2020;21:00;22:00;0;153;-;-;-;-;280;0;683
11.01.2020;22:00;23:00;0;153;-;-;-;-;280;0;376
11.01.2020;23:00;00:00;0;153;-;-;-;-;281;0;363
12.01.2020;00:00;01:00;0;154;-;-;-;-;280;0;377
12.01.2020;01:00;02:00;0;153;-;-;-;-;281;0;373
12.01.2020;02:00;03:00;0;154;-;-;-;-;280;0;374
12.01.2020;03:00;04:00;0;153;-;-;-;-;282;0;376
12.01.2020;04:00;05:00;0;154;-;-;-;-;280;0;373
12.01.2020;05:00;06:00;0;152;-;-;-;-;280;0;373
12.01.2020;06:00;07:00;0;153;-;-;-;-;280;0;371
12.01.2020;07:00;08:00;0;153;-;-;-;-;280;0;370
12.01.2020;08:00;09:00;0;154;-;-;-;-;279;0;370
12.01.2020;09:00;10:00;0;152;-;-;-;-;281;0;372
12.01.2020;10:00;11:00;0;152;-;-;-;-;279;0;371
12.01.2020;11:00;12:00;0;155;-;-;-;-;280;0;373
12.01.2020;12:00;13:00;0;153;-;-;-;-;277;0;373
12.01.2020;13:00;14:00;0;154;-;-;-;-;281;0;369
12.01.2020;14:00;15:00;0;155;-;-;-;-;283;0;383
12.01.2020;15:00;16:00;0;150;-;-;-;-;281;0;372
12.01.2020;16:00;17:00;0;149;-;-;-;-;280;0;374
12.01.2020;17:00;18:00;0;150;-;-;-;-;279;0;377
12.01.2020;18:00;19:00;0;150;-;-;-;-;280;0;386
12.01.2020;19:00;20:00;0;150;-;-;-;-;280;0;398
12.01.2020;20:00;21:00;0;151;-;-;-;-;278;0;381
12.01.2020;21:00;22:00;0;149;-;-;-;-;279;0;434
12.01.2020;22:00;23:00;0;162;-;-;-;-;317;0;662
12.01.2020;23:00;00:00;0;151;-;-;-;-;278;0;756
13.01.2020;00:00;01:00;0;150;-;-;-;-;280;0;489
13.01.2020;01:00;02:00;0;150;-;-;-;-;281;0;423
13.01.2020;02:00;03:00;0;150;-;-;-;-;280;0;369
13.01.2020;03:00;04:00;0;150;-;-;-;-;279;0;471
13.01.2020;04:00;05:00;0;150;-;-;-;-;284;0;603
13.01.2020;05:00;06:00;0;167;-;-;-;-;363;0;923
13.01.2020;06:00;07:00;0;228;-;-;-;-;590;0;931
13.01.2020;07:00;08:00;0;281;-;-;-;-;631;0;932
13.01.2020;08:00;09:00;0;279;-;-;-;-;630;0;929
13.01.2020;09:00;10:00;0;279;-;-;-;-;632;0;936
13.01.2020;10:00;11:00;0;278;-;-;-;-;637;0;948
13.01.2020;11:00;12:00;0;280;-;-;-;-;635;0;947
13.01.2020;12:00;13:00;0;279;-;-;-;-;641;0;947
13.01.2020;13:00;14:00;0;279;-;-;-;-;637;0;947
13.01.2020;14:00;15:00;0;280;-;-;-;-;638;0;945
13.01.2020;15:00;16:00;0;279;-;-;-;-;638;0;944
13.01.2020;16:00;17:00;0;276;-;-;-;-;637;0;945
13.01.2020;17:00;18:00;0;273;-;-;-;-;637;0;947
13.01.2020;18:00;19:00;0;279;-;-;-;-;638;0;946
13.01.2020;19:00;20:00;0;275;-;-;-;-;611;0;947
13.01.2020;20:00;21:00;0;242;-;-;-;-;427;0;924
13.01.2020;21:00;22:00;0;156;-;-;-;-;315;0;925
13.01.2020;22:00;23:00;0;149;-;-;-;-;321;0;608
13.01.2020;23:00;00:00;0;150;-;-;-;-;324;0;364
14.01.2020;00:00;01:00;0;150;-;-;-;-;318;0;391
14.01.2020;01:00;02:00;0;149;-;-;-;-;303;0;369
14.01.2020;02:00;03:00;0;150;-;-;-;-;304;0;368
14.01.2020;03:00;04:00;0;150;-;-;-;-;307;0;369
14.01.2020;04:00;05:00;0;150;-;-;-;-;307;0;387
14.01.2020;05:00;06:00;0;150;-;-;-;-;306;0;518
14.01.2020;06:00;07:00;0;150;-;-;-;-;306;0;771
14.01.2020;07:00;08:00;0;150;-;-;-;-;316;0;926
14.01.2020;08:00;09:00;0;210;-;-;-;-;513;0;778
14.01.2020;09:00;10:00;0;220;-;-;-;-;442;0;752
14.01.2020;10:00;11:00;0;155;-;-;-;-;334;0;759
14.01.2020;11:00;12:00;0;150;-;-;-;-;388;0;759
14.01.2020;12:00;13:00;0;150;-;-;-;-;307;0;778
14.01.2020;13:00;14:00;0;150;-;-;-;-;313;0;919
14.01.2020;14:00;15:00;0;150;-;-;-;-;348;0;927
14.01.2020;15:00;16:00;0;150;-;-;-;-;348;0;927
14.01.2020;16:00;17:00;0;150;-;-;-;-;504;0;929
14.01.2020;17:00;18:00;0;150;-;-;-;-;621;0;928
14.01.2020;18:00;19:00;0;150;-;-;-;-;433;0;927
14.01.2020;19:00;20:00;0;150;-;-;-;-;449;0;927
14.01.2020;20:00;21:00;0;150;-;-;-;-;488;0;921
14.01.2020;21:00;22:00;0;150;-;-;-;-;303;0;563
14.01.2020;22:00;23:00;0;150;-;-;-;-;305;0;366
14.01.2020;23:00;00:00;0;150;-;-;-;-;306;0;366
15.01.2020;00:00;01:00;0;150;-;-;-;-;308;0;367
15.01.2020;01:00;02:00;0;150;-;-;-;-;307;0;369
15.01.2020;02:00;03:00;0;150;-;-;-;-;302;0;368
15.01.2020;03:00;04:00;0;150;-;-;-;-;306;0;367
15.01.2020;04:00;05:00;0;150;-;-;-;-;308;0;367
15.01.2020;05:00;06:00;0;150;-;-;-;-;306;0;392
15.01.2020;06:00;07:00;0;162;-;-;-;-;347;0;774
15.01.2020;07:00;08:00;0;251;-;-;-;-;594;0;927
15.01.2020;08:00;09:00;0;272;-;-;-;-;612;0;923
15.01.2020;09:00;10:00;0;272;-;-;-;-;619;0;922
15.01.2020;10:00;11:00;0;259;-;-;-;-;589;0;921
15.01.2020;11:00;12:00;0;172;-;-;-;-;335;0;916
15.01.2020;12:00;13:00;0;153;-;-;-;-;314;0;925
15.01.2020;13:00;14:00;0;167;-;-;-;-;377;0;921
15.01.2020;14:00;15:00;0;251;-;-;-;-;549;0;920
15.01.2020;15:00;16:00;0;276;-;-;-;-;616;0;919
15.01.2020;16:00;17:00;0;273;-;-;-;-;616;0;920
15.01.2020;17:00;18:00;0;274;-;-;-;-;620;0;919
15.01.2020;18:00;19:00;0;274;-;-;-;-;617;0;922
15.01.2020;19:00;20:00;0;274;-;-;-;-;617;0;922
15.01.2020;20:00;21:00;0;274;-;-;-;-;617;0;920
15.01.2020;21:00;22:00;0;260;-;-;-;-;616;0;921
15.01.2020;22:00;23:00;0;177;-;-;-;-;473;0;920
15.01.2020;23:00;00:00;0;151;-;-;-;-;456;0;919
16.01.2020;00:00;01:00;0;196;-;-;-;-;562;0;922
16.01.2020;01:00;02:00;0;272;-;-;-;-;619;0;920
16.01.2020;02:00;03:00;0;272;-;-;-;-;617;0;920
16.01.2020;03:00;04:00;0;272;-;-;-;-;619;0;925
16.01.2020;04:00;05:00;0;272;-;-;-;-;620;171;925
16.01.2020;05:00;06:00;0;272;-;-;-;-;618;390;923
16.01.2020;06:00;07:00;0;273;-;-;-;-;619;534;925
16.01.2020;07:00;08:00;0;272;-;-;-;-;633;648;935
16.01.2020;08:00;09:00;0;272;-;-;-;-;633;644;942
16.01.2020;09:00;10:00;0;272;-;-;-;-;633;648;943
16.01.2020;10:00;11:00;0;272;-;-;-;-;624;640;952
16.01.2020;11:00;12:00;0;272;-;-;-;-;625;643;949
16.01.2020;12:00;13:00;0;271;-;-;-;-;609;642;944
16.01.2020;13:00;14:00;0;270;-;-;-;-;511;637;853
16.01.2020;14:00;15:00;0;271;-;-;-;-;521;639;851
16.01.2020;15:00;16:00;0;272;-;-;-;-;616;632;939
16.01.2020;16:00;17:00;0;272;-;-;-;-;620;635;950
16.01.2020;17:00;18:00;0;272;-;-;-;-;621;633;951
16.01.2020;18:00;19:00;0;272;-;-;-;-;618;625;949
16.01.2020;19:00;20:00;0;273;-;-;-;-;613;639;930
16.01.2020;20:00;21:00;0;262;-;-;-;-;580;630;930
16.01.2020;21:00;22:00;0;175;-;-;-;-;327;384;929
16.01.2020;22:00;23:00;0;148;-;-;-;-;303;276;931
16.01.2020;23:00;00:00;0;150;-;-;-;-;301;279;929
17.01.2020;00:00;01:00;0;150;-;-;-;-;299;280;931
17.01.2020;01:00;02:00;0;149;-;-;-;-;301;281;782
17.01.2020;02:00;03:00;0;150;-;-;-;-;299;281;466
17.01.2020;03:00;04:00;0;150;-;-;-;-;305;280;422
17.01.2020;04:00;05:00;0;150;-;-;-;-;302;281;390
17.01.2020;05:00;06:00;0;150;-;-;-;-;331;395;795
17.01.2020;06:00;07:00;0;209;-;-;-;-;564;640;933
17.01.2020;07:00;08:00;0;273;-;-;-;-;623;642;941
17.01.2020;08:00;09:00;0;273;-;-;-;-;623;656;944
17.01.2020;09:00;10:00;0;272;-;-;-;-;625;652;947
17.01.2020;10:00;11:00;0;273;-;-;-;-;633;656;946
17.01.2020;11:00;12:00;0;272;-;-;-;-;616;648;929
17.01.2020;12:00;13:00;0;272;-;-;-;-;612;640;928
17.01.2020;13:00;14:00;0;272;-;-;-;-;611;644;929
17.01.2020;14:00;15:00;0;272;-;-;-;-;616;645;928
17.01.2020;15:00;16:00;0;273;-;-;-;-;622;656;946
17.01.2020;16:00;17:00;0;272;-;-;-;-;624;649;948
17.01.2020;17:00;18:00;0;272;-;-;-;-;624;608;948
17.01.2020;18:00;19:00;0;278;-;-;-;-;629;644;948
17.01.2020;19:00;20:00;0;280;-;-;-;-;627;644;946
17.01.2020;20:00;21:00;0;208;-;-;-;-;522;648;945
17.01.2020;21:00;22:00;0;152;-;-;-;-;292;482;944
17.01.2020;22:00;23:00;0;151;-;-;-;-;286;293;930
17.01.2020;23:00;00:00;0;150;-;-;-;-;286;277;913
18.01.2020;00:00;01:00;0;150;-;-;-;-;286;280;591
18.01.2020;01:00;02:00;0;150;-;-;-;-;285;281;371
