Datum;Anfang;Ende;Generation_DE Boxberg Block N [MW] Originalauflösungen;Generation_DE Boxberg Block R [MW] Originalauflösungen;Generation_DE Boxberg Block P [MW] Originalauflösungen;Generation_DE Boxberg Block Q [MW] Originalauflösungen
01.01.2018;00:00;01:00;0;0;439;747
01.01.2018;01:00;02:00;0;0;437;758
01.01.2018;02:00;03:00;0;0;438;733
01.01.2018;03:00;04:00;0;0;437;710
01.01.2018;04:00;05:00;0;0;437;708
01.01.2018;05:00;06:00;0;0;438;714
01.01.2018;06:00;07:00;0;0;436;700
01.01.2018;07:00;08:00;0;0;436;673
01.01.2018;08:00;09:00;0;0;436;651
01.01.2018;09:00;10:00;0;0;441;672
01.01.2018;10:00;11:00;0;0;441;675
01.01.2018;11:00;12:00;0;0;441;684
01.01.2018;12:00;13:00;0;0;439;724
01.01.2018;13:00;14:00;0;0;439;707
01.01.2018;14:00;15:00;0;0;438;684
01.01.2018;15:00;16:00;18;0;440;710
01.01.2018;16:00;17:00;122;0;459;835
01.01.2018;17:00;18:00;180;0;480;840
01.01.2018;18:00;19:00;174;0;482;841
01.01.2018;19:00;20:00;180;0;481;841
01.01.2018;20:00;21:00;213;0;481;839
01.01.2018;21:00;22:00;214;0;475;831
01.01.2018;22:00;23:00;214;0;479;839
01.01.2018;23:00;00:00;216;0;477;837
02.01.2018;00:00;01:00;214;0;460;816
02.01.2018;01:00;02:00;215;0;464;823
02.01.2018;02:00;03:00;214;0;472;828
02.01.2018;03:00;04:00;182;0;476;834
02.01.2018;04:00;05:00;172;0;476;829
02.01.2018;05:00;06:00;203;0;471;837
02.01.2018;06:00;07:00;194;0;432;833
02.01.2018;07:00;08:00;177;0;433;832
02.01.2018;08:00;09:00;181;0;436;833
02.01.2018;09:00;10:00;386;0;446;832
02.01.2018;10:00;11:00;462;0;444;831
02.01.2018;11:00;12:00;496;0;447;838
02.01.2018;12:00;13:00;496;0;421;834
02.01.2018;13:00;14:00;497;0;426;669
02.01.2018;14:00;15:00;498;0;423;633
02.01.2018;15:00;16:00;498;0;420;620
02.01.2018;16:00;17:00;498;0;428;633
02.01.2018;17:00;18:00;497;0;429;798
02.01.2018;18:00;19:00;497;0;429;834
02.01.2018;19:00;20:00;497;0;446;832
02.01.2018;20:00;21:00;498;0;452;830
02.01.2018;21:00;22:00;499;0;455;832
02.01.2018;22:00;23:00;498;0;439;831
02.01.2018;23:00;00:00;437;0;370;672
03.01.2018;00:00;01:00;445;0;354;665
03.01.2018;01:00;02:00;445;0;129;654
03.01.2018;02:00;03:00;435;0;113;654
03.01.2018;03:00;04:00;429;0;116;656
03.01.2018;04:00;05:00;427;0;111;655
03.01.2018;05:00;06:00;425;0;127;655
03.01.2018;06:00;07:00;435;0;125;662
03.01.2018;07:00;08:00;432;0;138;663
03.01.2018;08:00;09:00;494;0;170;816
03.01.2018;09:00;10:00;440;0;166;832
03.01.2018;10:00;11:00;492;0;170;823
03.01.2018;11:00;12:00;497;0;166;823
03.01.2018;12:00;13:00;497;0;167;812
03.01.2018;13:00;14:00;496;0;164;666
03.01.2018;14:00;15:00;486;0;163;821
03.01.2018;15:00;16:00;485;0;155;828
03.01.2018;16:00;17:00;440;0;119;762
03.01.2018;17:00;18:00;400;0;136;804
03.01.2018;18:00;19:00;398;0;146;817
03.01.2018;19:00;20:00;396;0;119;583
03.01.2018;20:00;21:00;399;0;116;548
03.01.2018;21:00;22:00;397;0;117;509
03.01.2018;22:00;23:00;401;0;114;511
03.01.2018;23:00;00:00;433;0;136;540
04.01.2018;00:00;01:00;431;0;116;538
04.01.2018;01:00;02:00;432;0;102;538
04.01.2018;02:00;03:00;433;0;109;538
04.01.2018;03:00;04:00;432;0;114;541
04.01.2018;04:00;05:00;434;0;113;631
04.01.2018;05:00;06:00;434;0;144;641
04.01.2018;06:00;07:00;429;0;149;800
04.01.2018;07:00;08:00;492;0;164;817
04.01.2018;08:00;09:00;495;0;396;833
04.01.2018;09:00;10:00;494;0;448;844
04.01.2018;10:00;11:00;493;0;450;844
04.01.2018;11:00;12:00;494;0;452;833
04.01.2018;12:00;13:00;124;0;114;211
04.01.2018;13:00;14:00;0;0;0;0
04.01.2018;14:00;15:00;0;0;0;0
04.01.2018;15:00;16:00;0;0;0;0
04.01.2018;16:00;17:00;0;0;0;0
04.01.2018;17:00;18:00;0;0;0;0
04.01.2018;18:00;19:00;0;0;0;0
04.01.2018;19:00;20:00;0;0;0;0
04.01.2018;20:00;21:00;0;0;0;0
04.01.2018;21:00;22:00;0;0;0;0
04.01.2018;22:00;23:00;0;0;0;0
04.01.2018;23:00;00:00;0;0;0;0
05.01.2018;00:00;01:00;0;0;0;0
05.01.2018;01:00;02:00;0;0;0;0
05.01.2018;02:00;03:00;0;0;0;0
05.01.2018;03:00;04:00;0;0;0;0
05.01.2018;04:00;05:00;0;0;0;0
05.01.2018;05:00;06:00;0;0;0;0
05.01.2018;06:00;07:00;0;0;0;0
05.01.2018;07:00;08:00;0;0;0;0
05.01.2018;08:00;09:00;215;293;190;366
05.01.2018;09:00;10:00;417;591;474;837
05.01.2018;10:00;11:00;489;600;475;813
