Datum;Anfang;Ende;Generation_DE PSW Markersbach PSS B [MW] Originalauflösungen;Generation_DE PSW Markersbach PSS A [MW] Originalauflösungen;Generation_DE PSW Markersbach PSS C [MW] Originalauflösungen;Generation_DE PSW Markersbach PSS D [MW] Originalauflösungen;Generation_DE PSW Markersbach PSS E [MW] Originalauflösungen;Generation_DE PSW Markersbach PSS F [MW] Originalauflösungen
07.01.2022;04:00;05:00;0;0;0;0;0;0
07.01.2022;05:00;06:00;0;0;0;0;0;0
07.01.2022;06:00;07:00;0;0;0;0;0;0
07.01.2022;07:00;08:00;0;56;0;0;0;0
07.01.2022;08:00;09:00;0;80;0;0;0;0
07.01.2022;09:00;10:00;0;145;0;0;0;0
07.01.2022;10:00;11:00;71;117;0;0;0;0
07.01.2022;11:00;12:00;119;24;0;0;0;0
07.01.2022;12:00;13:00;0;0;0;0;0;0
07.01.2022;13:00;14:00;0;0;0;0;0;0
07.01.2022;14:00;15:00;0;0;0;0;0;0
07.01.2022;15:00;16:00;70;101;0;37;0;39
07.01.2022;16:00;17:00;126;126;0;126;0;121
07.01.2022;17:00;18:00;153;152;0;153;0;160
07.01.2022;18:00;19:00;161;161;0;162;0;160
07.01.2022;19:00;20:00;158;158;0;158;0;160
07.01.2022;20:00;21:00;111;111;0;111;0;158
07.01.2022;21:00;22:00;108;108;0;84;0;121
07.01.2022;22:00;23:00;89;54;0;0;0;0
07.01.2022;23:00;00:00;0;0;0;0;0;0
08.01.2022;00:00;01:00;0;0;0;0;0;0
08.01.2022;01:00;02:00;0;0;0;0;0;0
08.01.2022;02:00;03:00;0;0;0;0;0;0
08.01.2022;03:00;04:00;0;0;0;0;0;0
08.01.2022;04:00;05:00;0;0;0;0;0;0
08.01.2022;05:00;06:00;0;0;0;0;0;0
08.01.2022;06:00;07:00;0;0;0;0;0;0
08.01.2022;07:00;08:00;0;7;0;0;0;0
08.01.2022;08:00;09:00;110;129;0;60;0;54
08.01.2022;09:00;10:00;104;104;0;75;0;80
08.01.2022;10:00;11:00;141;141;0;137;0;150
08.01.2022;11:00;12:00;129;129;0;103;0;135
08.01.2022;12:00;13:00;67;64;0;28;0;0
08.01.2022;13:00;14:00;29;32;0;26;0;29
08.01.2022;14:00;15:00;0;0;0;0;0;0
08.01.2022;15:00;16:00;0;0;0;0;0;0
08.01.2022;16:00;17:00;0;0;0;0;0;0
08.01.2022;17:00;18:00;0;0;0;0;0;0
08.01.2022;18:00;19:00;55;35;0;55;0;34
08.01.2022;19:00;20:00;36;36;0;37;0;0
08.01.2022;20:00;21:00;0;0;0;14;0;34
08.01.2022;21:00;22:00;0;0;0;0;0;0
08.01.2022;22:00;23:00;0;1;0;0;0;0
08.01.2022;23:00;00:00;0;22;0;0;0;0
09.01.2022;00:00;01:00;0;0;0;0;0;0
09.01.2022;01:00;02:00;0;0;0;0;0;0
09.01.2022;02:00;03:00;0;0;0;0;0;0
09.01.2022;03:00;04:00;0;0;0;0;0;0
09.01.2022;04:00;05:00;0;0;0;0;0;0
09.01.2022;05:00;06:00;0;0;0;0;0;0
09.01.2022;06:00;07:00;0;0;0;0;0;0
09.01.2022;07:00;08:00;0;0;0;0;0;0
09.01.2022;08:00;09:00;0;0;0;0;0;0
09.01.2022;09:00;10:00;0;0;0;29;0;0
09.01.2022;10:00;11:00;0;0;0;1;0;0
09.01.2022;11:00;12:00;0;77;0;0;0;0
09.01.2022;12:00;13:00;0;87;0;0;0;0
09.01.2022;13:00;14:00;0;83;0;0;0;0
09.01.2022;14:00;15:00;0;95;0;40;0;0
09.01.2022;15:00;16:00;0;60;0;120;0;0
09.01.2022;16:00;17:00;20;129;0;164;0;0
09.01.2022;17:00;18:00;125;162;0;163;0;0
09.01.2022;18:00;19:00;152;152;0;153;0;0
09.01.2022;19:00;20:00;75;75;0;148;0;0
09.01.2022;20:00;21:00;0;0;0;0;0;0
09.01.2022;21:00;22:00;0;0;0;0;0;0
09.01.2022;22:00;23:00;0;0;0;0;0;0
09.01.2022;23:00;00:00;0;0;0;0;0;0
10.01.2022;00:00;01:00;0;0;0;0;0;0
10.01.2022;01:00;02:00;0;0;0;0;0;0
10.01.2022;02:00;03:00;0;0;0;0;0;0
10.01.2022;03:00;04:00;0;0;0;0;0;0
10.01.2022;04:00;05:00;0;0;0;0;0;0
10.01.2022;05:00;06:00;0;0;0;0;0;0
10.01.2022;06:00;07:00;37;41;0;0;0;0
10.01.2022;07:00;08:00;0;67;0;34;0;0
10.01.2022;08:00;09:00;0;142;0;143;0;71
10.01.2022;09:00;10:00;0;176;0;176;0;153
10.01.2022;10:00;11:00;0;94;0;122;0;36
10.01.2022;11:00;12:00;0;166;0;167;0;149
10.01.2022;12:00;13:00;0;39;0;146;0;60
10.01.2022;13:00;14:00;0;0;0;70;0;0
10.01.2022;14:00;15:00;0;122;0;2;0;0
10.01.2022;15:00;16:00;58;134;0;135;0;103
10.01.2022;16:00;17:00;130;129;0;130;0;140
10.01.2022;17:00;18:00;2;74;0;100;0;37
10.01.2022;18:00;19:00;140;143;0;146;0;145
10.01.2022;19:00;20:00;2;3;0;70;0;66
10.01.2022;20:00;21:00;0;33;0;0;0;0
10.01.2022;21:00;22:00;37;58;0;0;0;0
10.01.2022;22:00;23:00;0;0;0;0;0;0
10.01.2022;23:00;00:00;0;0;0;0;0;0
11.01.2022;00:00;01:00;0;0;0;0;0;0
11.01.2022;01:00;02:00;0;0;0;0;0;0
11.01.2022;02:00;03:00;0;0;0;0;0;0
11.01.2022;03:00;04:00;0;0;0;0;0;0
11.01.2022;04:00;05:00;0;0;0;0;0;0
11.01.2022;05:00;06:00;0;0;0;0;0;0
11.01.2022;06:00;07:00;0;1;0;1;0;0
11.01.2022;07:00;08:00;16;125;0;125;0;24
11.01.2022;08:00;09:00;0;158;0;157;0;123
11.01.2022;09:00;10:00;0;151;0;151;0;160
11.01.2022;10:00;11:00;16;78;0;80;0;40
11.01.2022;11:00;12:00;0;0;0;0;0;0
11.01.2022;12:00;13:00;0;0;0;0;0;0
11.01.2022;13:00;14:00;0;0;0;0;0;0
11.01.2022;14:00;15:00;41;75;0;0;0;0
11.01.2022;15:00;16:00;42;74;0;0;0;0
11.01.2022;16:00;17:00;121;146;0;0;0;0
11.01.2022;17:00;18:00;71;119;0;67;0;0
11.01.2022;18:00;19:00;153;152;0;153;0;0
11.01.2022;19:00;20:00;124;124;0;124;0;0
11.01.2022;20:00;21:00;83;126;0;92;0;0
11.01.2022;21:00;22:00;0;62;0;0;0;0
11.01.2022;22:00;23:00;0;10;0;0;0;0
11.01.2022;23:00;00:00;0;0;0;0;0;0
12.01.2022;00:00;01:00;0;0;0;0;0;0
12.01.2022;01:00;02:00;0;0;0;0;0;0
12.01.2022;02:00;03:00;0;0;0;0;0;0
12.01.2022;03:00;04:00;0;0;0;0;0;0
12.01.2022;04:00;05:00;0;0;0;0;0;0
12.01.2022;05:00;06:00;0;1;0;0;0;0
12.01.2022;06:00;07:00;0;136;0;69;0;0
12.01.2022;07:00;08:00;133;161;0;137;0;115
12.01.2022;08:00;09:00;151;151;0;152;0;160
12.01.2022;09:00;10:00;140;140;0;141;0;157
12.01.2022;10:00;11:00;135;135;0;135;0;153
12.01.2022;11:00;12:00;98;116;0;116;0;86
12.01.2022;12:00;13:00;0;2;0;0;0;0
12.01.2022;13:00;14:00;0;0;0;0;0;0
12.01.2022;14:00;15:00;0;0;0;0;0;0
12.01.2022;15:00;16:00;0;20;0;0;0;0
12.01.2022;16:00;17:00;73;118;0;38;0;80
12.01.2022;17:00;18:00;103;121;0;76;0;108
12.01.2022;18:00;19:00;98;109;0;95;0;68
12.01.2022;19:00;20:00;28;16;0;0;0;0
12.01.2022;20:00;21:00;0;35;0;0;0;0
12.01.2022;21:00;22:00;0;69;0;0;0;0
12.01.2022;22:00;23:00;17;48;0;0;0;0
12.01.2022;23:00;00:00;0;0;0;0;0;0
13.01.2022;00:00;01:00;0;0;0;0;0;0
13.01.2022;01:00;02:00;0;23;0;0;0;0
13.01.2022;02:00;03:00;0;0;0;0;0;0
13.01.2022;03:00;04:00;0;0;0;0;0;0
13.01.2022;04:00;05:00;0;0;0;0;0;0
13.01.2022;05:00;06:00;0;1;0;0;0;0
13.01.2022;06:00;07:00;41;109;0;28;0;29
13.01.2022;07:00;08:00;14;118;0;127;0;123
13.01.2022;08:00;09:00;158;0;0;157;0;151
13.01.2022;09:00;10:00;151;0;0;151;0;155
13.01.2022;10:00;11:00;73;0;0;2;0;80
13.01.2022;11:00;12:00;120;0;0;0;0;0
13.01.2022;12:00;13:00;5;0;0;0;0;0
13.01.2022;13:00;14:00;0;0;0;0;0;0
13.01.2022;14:00;15:00;0;0;0;0;0;0
13.01.2022;15:00;16:00;1;0;0;0;0;0
13.01.2022;16:00;17:00;119;32;0;0;0;42
13.01.2022;17:00;18:00;147;147;0;115;0;144
13.01.2022;18:00;19:00;135;134;0;52;0;34
13.01.2022;19:00;20:00;61;91;0;0;0;0
13.01.2022;20:00;21:00;0;0;0;0;0;0
13.01.2022;21:00;22:00;1;91;0;0;0;0
13.01.2022;22:00;23:00;35;37;0;0;0;0
13.01.2022;23:00;00:00;0;0;0;0;0;0
14.01.2022;00:00;01:00;0;0;0;0;0;0
14.01.2022;01:00;02:00;0;0;0;0;0;0
14.01.2022;02:00;03:00;0;0;0;0;0;0
14.01.2022;03:00;04:00;0;0;0;0;0;0
14.01.2022;04:00;05:00;0;0;0;0;0;0
14.01.2022;05:00;06:00;0;0;0;0;0;0
14.01.2022;06:00;07:00;0;0;0;19;0;0
14.01.2022;07:00;08:00;40;43;0;124;0;0
14.01.2022;08:00;09:00;159;159;0;159;0;0
14.01.2022;09:00;10:00;81;94;0;82;0;0
14.01.2022;10:00;11:00;0;0;0;0;0;0
14.01.2022;11:00;12:00;0;0;0;0;0;0
14.01.2022;12:00;13:00;0;36;0;0;0;0
14.01.2022;13:00;14:00;0;37;0;0;0;0
14.01.2022;14:00;15:00;94;123;0;0;0;114
14.01.2022;15:00;16:00;0;75;0;0;0;0
14.01.2022;16:00;17:00;84;110;0;39;0;73
14.01.2022;17:00;18:00;0;115;0;115;0;0
14.01.2022;18:00;19:00;62;153;0;154;0;110
14.01.2022;19:00;20:00;95;140;0;62;0;40
14.01.2022;20:00;21:00;33;121;0;0;0;0
14.01.2022;21:00;22:00;0;0;0;0;0;0
14.01.2022;22:00;23:00;0;53;0;0;0;0
14.01.2022;23:00;00:00;0;49;0;0;0;0
15.01.2022;00:00;01:00;0;0;0;0;0;0
15.01.2022;01:00;02:00;0;0;0;0;0;0
15.01.2022;02:00;03:00;0;0;0;0;0;0
15.01.2022;03:00;04:00;0;0;0;0;0;0
15.01.2022;04:00;05:00;0;0;0;0;0;0
15.01.2022;05:00;06:00;0;0;0;0;0;0
15.01.2022;06:00;07:00;0;0;0;0;0;0
15.01.2022;07:00;08:00;0;0;0;0;0;0
15.01.2022;08:00;09:00;0;22;0;0;0;0
15.01.2022;09:00;10:00;26;13;0;0;0;0
15.01.2022;10:00;11:00;12;50;0;0;0;0
15.01.2022;11:00;12:00;2;57;0;0;0;0
15.01.2022;12:00;13:00;0;0;0;0;0;0
15.01.2022;13:00;14:00;0;0;0;0;0;0
15.01.2022;14:00;15:00;0;0;0;0;0;0
15.01.2022;15:00;16:00;0;0;0;0;0;0
15.01.2022;16:00;17:00;0;1;0;0;0;0
15.01.2022;17:00;18:00;88;123;0;78;0;139
15.01.2022;18:00;19:00;101;101;0;102;0;148
15.01.2022;19:00;20:00;31;106;0;65;0;37
15.01.2022;20:00;21:00;0;34;0;0;0;0
15.01.2022;21:00;22:00;0;0;0;19;0;0
15.01.2022;22:00;23:00;0;0;0;0;0;0
15.01.2022;23:00;00:00;0;19;0;0;0;0
16.01.2022;00:00;01:00;29;57;0;0;0;0
16.01.2022;01:00;02:00;64;66;0;0;0;0
16.01.2022;02:00;03:00;0;45;0;0;0;0
16.01.2022;03:00;04:00;0;1;0;0;0;0
16.01.2022;04:00;05:00;0;0;0;0;0;0
16.01.2022;05:00;06:00;0;37;0;0;0;0
16.01.2022;06:00;07:00;0;0;0;0;0;0
16.01.2022;07:00;08:00;0;0;0;0;0;0
16.01.2022;08:00;09:00;0;0;0;0;0;0
16.01.2022;09:00;10:00;0;0;0;0;0;0
16.01.2022;10:00;11:00;0;0;0;0;0;0
16.01.2022;11:00;12:00;0;0;0;0;0;0
16.01.2022;12:00;13:00;0;24;0;0;0;0
16.01.2022;13:00;14:00;0;0;0;0;0;0
16.01.2022;14:00;15:00;16;51;0;0;0;0
16.01.2022;15:00;16:00;0;20;0;0;0;0
16.01.2022;16:00;17:00;0;0;0;0;0;0
16.01.2022;17:00;18:00;0;0;0;0;0;0
16.01.2022;18:00;19:00;0;0;0;0;0;0
16.01.2022;19:00;20:00;0;0;0;0;0;0
16.01.2022;20:00;21:00;0;1;0;0;0;3
16.01.2022;21:00;22:00;0;12;0;5;0;33
16.01.2022;22:00;23:00;0;59;0;58;0;34
16.01.2022;23:00;00:00;0;47;0;0;0;0
17.01.2022;00:00;01:00;0;0;0;0;0;0
17.01.2022;01:00;02:00;0;0;0;0;0;0
17.01.2022;02:00;03:00;0;0;0;0;0;0
17.01.2022;03:00;04:00;0;0;0;0;0;0
17.01.2022;04:00;05:00;0;0;0;0;0;0
17.01.2022;05:00;06:00;0;0;0;0;0;0
17.01.2022;06:00;07:00;0;0;0;0;0;0
17.01.2022;07:00;08:00;0;0;0;0;0;0
17.01.2022;08:00;09:00;0;0;0;0;0;0
17.01.2022;09:00;10:00;154;158;0;0;0;0
17.01.2022;10:00;11:00;0;45;0;0;0;0
17.01.2022;11:00;12:00;0;0;0;0;0;0
17.01.2022;12:00;13:00;0;0;0;0;0;0
17.01.2022;13:00;14:00;0;106;0;0;0;0
17.01.2022;14:00;15:00;67;124;0;0;0;72
17.01.2022;15:00;16:00;0;16;0;0;0;2
17.01.2022;16:00;17:00;0;0;0;0;0;31
17.01.2022;17:00;18:00;0;0;0;0;0;0
17.01.2022;18:00;19:00;0;0;0;0;0;0
17.01.2022;19:00;20:00;0;0;0;0;0;0
17.01.2022;20:00;21:00;0;26;0;0;0;2
17.01.2022;21:00;22:00;0;52;0;0;0;61
17.01.2022;22:00;23:00;1;34;0;0;0;0
17.01.2022;23:00;00:00;0;27;0;0;0;0
18.01.2022;00:00;01:00;0;0;0;0;0;0
18.01.2022;01:00;02:00;0;0;0;0;0;0
18.01.2022;02:00;03:00;0;0;0;0;0;0
18.01.2022;03:00;04:00;0;0;0;0;0;0
18.01.2022;04:00;05:00;0;0;0;0;0;0
18.01.2022;05:00;06:00;0;25;0;0;0;0
18.01.2022;06:00;07:00;0;0;0;0;0;0
18.01.2022;07:00;08:00;68;120;0;68;0;0
18.01.2022;08:00;09:00;121;121;0;121;0;0
18.01.2022;09:00;10:00;107;107;0;107;0;0
18.01.2022;10:00;11:00;101;40;0;101;0;0
18.01.2022;11:00;12:00;38;0;0;39;0;0
18.01.2022;12:00;13:00;0;0;0;0;0;0
18.01.2022;13:00;14:00;0;0;0;1;0;0
18.01.2022;14:00;15:00;0;0;0;134;0;70
18.01.2022;15:00;16:00;0;0;0;148;0;149
18.01.2022;16:00;17:00;0;50;0;153;0;146
18.01.2022;17:00;18:00;0;128;0;141;0;155
18.01.2022;18:00;19:00;0;127;0;131;0;163
18.01.2022;19:00;20:00;0;127;0;129;0;166
18.01.2022;20:00;21:00;1;61;0;164;0;4
18.01.2022;21:00;22:00;32;70;0;98;0;38
18.01.2022;22:00;23:00;0;72;0;0;0;0
18.01.2022;23:00;00:00;0;74;0;0;0;0
19.01.2022;00:00;01:00;0;0;0;0;0;0
19.01.2022;01:00;02:00;0;0;0;111;0;106
19.01.2022;02:00;03:00;0;0;0;112;0;154
19.01.2022;03:00;04:00;0;0;0;76;0;164
19.01.2022;04:00;05:00;0;0;0;0;0;47
19.01.2022;05:00;06:00;0;47;0;3;0;2
19.01.2022;06:00;07:00;0;55;0;38;0;39
19.01.2022;07:00;08:00;0;3;0;113;0;0
19.01.2022;08:00;09:00;0;131;0;132;0;0
19.01.2022;09:00;10:00;0;120;0;73;0;0
19.01.2022;10:00;11:00;0;123;0;103;0;0
19.01.2022;11:00;12:00;0;109;0;0;0;0
19.01.2022;12:00;13:00;0;0;0;27;0;0
19.01.2022;13:00;14:00;0;98;0;66;0;0
19.01.2022;14:00;15:00;0;125;0;0;0;0
19.01.2022;15:00;16:00;0;122;0;24;0;0
19.01.2022;16:00;17:00;0;0;0;38;0;0
19.01.2022;17:00;18:00;0;0;0;0;0;0
19.01.2022;18:00;19:00;0;0;0;2;0;0
19.01.2022;19:00;20:00;1;36;0;27;0;0
19.01.2022;20:00;21:00;33;86;0;0;0;0
19.01.2022;21:00;22:00;0;0;0;0;0;0
19.01.2022;22:00;23:00;0;0;0;0;0;0
19.01.2022;23:00;00:00;0;0;0;0;0;0
20.01.2022;00:00;01:00;0;0;0;0;0;0
20.01.2022;01:00;02:00;0;0;0;0;0;0
20.01.2022;02:00;03:00;0;0;0;0;0;0
20.01.2022;03:00;04:00;0;0;0;0;0;0
20.01.2022;04:00;05:00;0;0;0;0;0;0
20.01.2022;05:00;06:00;0;0;0;0;0;0
20.01.2022;06:00;07:00;0;29;0;76;0;28
20.01.2022;07:00;08:00;74;77;0;89;0;78
20.01.2022;08:00;09:00;1;152;0;153;0;2
20.01.2022;09:00;10:00;5;91;0;33;0;0
20.01.2022;10:00;11:00;0;80;0;0;0;0
20.01.2022;11:00;12:00;0;3;0;0;0;0
20.01.2022;12:00;13:00;0;0;0;0;0;0
20.01.2022;13:00;14:00;0;0;0;0;0;0
20.01.2022;14:00;15:00;0;0;0;0;0;0
20.01.2022;15:00;16:00;72;113;0;0;0;0
20.01.2022;16:00;17:00;137;137;0;130;0;125
20.01.2022;17:00;18:00;92;158;0;146;0;158
20.01.2022;18:00;19:00;87;154;0;0;0;148
20.01.2022;19:00;20:00;11;25;0;0;0;0
20.01.2022;20:00;21:00;0;0;0;0;0;0
20.01.2022;21:00;22:00;0;0;0;0;0;0
20.01.2022;22:00;23:00;0;9;0;0;0;0
20.01.2022;23:00;00:00;0;0;0;0;0;0
21.01.2022;00:00;01:00;0;0;0;0;0;0
21.01.2022;01:00;02:00;0;0;0;0;0;0
21.01.2022;02:00;03:00;0;0;0;0;0;0
21.01.2022;03:00;04:00;0;0;0;0;0;0
21.01.2022;04:00;05:00;0;0;0;0;0;0
21.01.2022;05:00;06:00;0;0;0;0;0;0
21.01.2022;06:00;07:00;78;0;0;43;0;0
21.01.2022;07:00;08:00;39;82;0;108;0;43
21.01.2022;08:00;09:00;20;129;0;128;0;140
21.01.2022;09:00;10:00;31;165;0;51;0;161
21.01.2022;10:00;11:00;0;147;0;50;0;161
21.01.2022;11:00;12:00;0;71;0;26;0;46
21.01.2022;12:00;13:00;0;0;0;28;0;0
21.01.2022;13:00;14:00;0;0;0;0;0;0
21.01.2022;14:00;15:00;0;10;0;0;0;0
21.01.2022;15:00;16:00;115;161;0;159;0;0
21.01.2022;16:00;17:00;159;159;0;160;0;109
21.01.2022;17:00;18:00;129;129;0;129;0;134
21.01.2022;18:00;19:00;131;131;0;132;0;126
21.01.2022;19:00;20:00;0;131;0;72;0;35
21.01.2022;20:00;21:00;0;36;0;0;0;0
21.01.2022;21:00;22:00;0;0;0;0;0;0
21.01.2022;22:00;23:00;0;0;0;0;0;0
