Datum;Anfang;Ende;Generation_DE HKW Mitte GuD [MW] Originalauflösungen;Generation_DE Heizkraftwerk Mitte Kessel 1 [MW] Originalauflösungen;Generation_DE Heizkraftwerk Nord GT [MW] Originalauflösungen;Generation_DE Heizkraftwerk Mitte Kessel 12 [MW] Originalauflösungen
Keine Daten für gegebene Anfrage
