Datum;Anfang;Ende;Generation_DE Maschine 11 [MW] Originalauflösungen;Generation_DE Vianden M6 [MW] Originalauflösungen;Generation_DE Vianden M7 [MW] Originalauflösungen;Generation_DE Vianden M8 [MW] Originalauflösungen;Generation_DE Vianden M9 [MW] Originalauflösungen;Generation_DE Vianden M1 [MW] Originalauflösungen;Generation_DE Vianden M2 [MW] Originalauflösungen;Generation_DE Vianden M3 [MW] Originalauflösungen;Generation_DE Vianden M4 [MW] Originalauflösungen;Generation_DE Vianden M10 [MW] Originalauflösungen;Generation_DE Vianden M5 [MW] Originalauflösungen
02.01.2018;11:00;12:00;149;66;0;67;67;67;66;69;67;0;67
02.01.2018;12:00;13:00;48;31;0;32;31;32;31;33;32;0;31
02.01.2018;13:00;14:00;1;10;0;11;10;11;10;11;11;0;10
02.01.2018;14:00;15:00;1;14;0;15;14;1;1;1;1;0;14
02.01.2018;15:00;16:00;1;53;0;54;53;0;0;0;0;0;54
02.01.2018;16:00;17:00;1;29;0;30;29;0;0;0;0;0;29
02.01.2018;17:00;18:00;74;98;0;100;97;0;0;0;0;0;99
02.01.2018;18:00;19:00;3;7;0;8;6;0;0;0;0;0;7
02.01.2018;19:00;20:00;0;0;0;0;0;0;0;27;26;0;0
02.01.2018;20:00;21:00;1;11;10;12;0;0;0;25;24;0;12
02.01.2018;21:00;22:00;1;0;0;0;0;6;6;6;0;0;0
02.01.2018;22:00;23:00;1;27;27;0;27;62;61;64;0;0;28
02.01.2018;23:00;00:00;1;37;36;0;37;12;12;12;0;0;38
03.01.2018;00:00;01:00;0;0;0;0;0;0;0;0;0;0;0
03.01.2018;01:00;02:00;0;0;0;0;0;0;0;0;0;0;0
03.01.2018;02:00;03:00;0;0;0;0;0;0;0;0;0;0;0
03.01.2018;03:00;04:00;0;0;0;0;0;0;0;0;0;0;0
03.01.2018;04:00;05:00;0;0;0;0;0;0;0;0;0;0;0
03.01.2018;05:00;06:00;0;0;0;0;0;0;8;0;0;0;0
03.01.2018;06:00;07:00;1;0;0;0;0;0;9;0;0;0;0
03.01.2018;07:00;08:00;57;25;24;26;25;0;9;0;0;0;25
03.01.2018;08:00;09:00;61;41;0;42;41;0;9;0;0;0;41
03.01.2018;09:00;10:00;112;56;0;57;56;0;1;0;0;119;57
03.01.2018;10:00;11:00;69;78;0;80;78;0;0;0;0;177;79
03.01.2018;11:00;12:00;124;56;0;58;57;0;0;0;0;166;57
03.01.2018;12:00;13:00;110;11;0;11;11;0;3;3;0;179;11
03.01.2018;13:00;14:00;136;40;0;41;41;0;0;0;0;188;41
03.01.2018;14:00;15:00;119;2;0;15;15;0;0;0;0;92;15
03.01.2018;15:00;16:00;1;0;0;51;49;0;0;0;0;0;50
03.01.2018;16:00;17:00;1;0;0;63;60;0;0;0;0;0;62
03.01.2018;17:00;18:00;1;0;0;10;9;0;0;0;0;0;9
03.01.2018;18:00;19:00;1;0;0;0;0;0;0;0;0;0;0
03.01.2018;19:00;20:00;1;5;4;0;0;0;0;0;0;0;5
03.01.2018;20:00;21:00;1;5;4;0;0;2;2;3;0;0;5
03.01.2018;21:00;22:00;0;0;0;0;0;0;0;0;0;0;0
03.01.2018;22:00;23:00;0;0;0;0;0;0;9;0;0;0;0
03.01.2018;23:00;00:00;0;0;0;0;0;0;9;0;0;0;0
04.01.2018;00:00;01:00;0;0;0;0;0;0;2;0;0;0;0
04.01.2018;01:00;02:00;0;0;0;0;0;0;0;0;0;0;0
04.01.2018;02:00;03:00;0;0;0;0;0;0;0;0;0;0;0
04.01.2018;03:00;04:00;0;0;0;0;0;0;0;0;0;0;0
04.01.2018;04:00;05:00;0;0;0;0;0;0;6;0;0;0;0
04.01.2018;05:00;06:00;0;4;0;0;0;0;20;0;0;0;0
04.01.2018;06:00;07:00;62;0;0;0;0;0;19;0;0;0;0
04.01.2018;07:00;08:00;86;24;24;0;0;0;17;0;0;0;24
04.01.2018;08:00;09:00;61;70;70;35;0;0;20;0;0;0;71
04.01.2018;09:00;10:00;61;60;59;62;48;0;20;0;0;0;61
04.01.2018;10:00;11:00;61;41;43;45;44;0;20;0;0;0;44
04.01.2018;11:00;12:00;39;11;15;11;11;0;20;0;0;0;15
04.01.2018;12:00;13:00;58;82;70;72;70;0;19;0;0;67;83
04.01.2018;13:00;14:00;61;76;76;37;37;0;21;0;0;0;37
04.01.2018;14:00;15:00;23;31;32;32;33;0;22;8;7;0;32
04.01.2018;15:00;16:00;1;29;28;29;29;0;9;11;10;0;29
04.01.2018;16:00;17:00;35;81;81;83;82;0;9;11;10;0;82
04.01.2018;17:00;18:00;61;70;70;71;70;0;9;11;10;0;71
04.01.2018;18:00;19:00;2;37;36;38;37;0;0;15;14;0;37
04.01.2018;19:00;20:00;0;28;28;29;29;0;0;44;43;0;28
04.01.2018;20:00;21:00;1;22;21;22;22;0;0;45;44;0;22
04.01.2018;21:00;22:00;1;6;5;6;6;0;0;19;18;0;6
04.01.2018;22:00;23:00;1;0;0;0;0;0;0;16;15;0;0
04.01.2018;23:00;00:00;1;0;0;0;0;0;0;15;14;0;0
05.01.2018;00:00;01:00;0;0;0;0;0;0;0;15;14;0;0
05.01.2018;01:00;02:00;0;0;0;0;0;0;0;7;7;0;0
05.01.2018;02:00;03:00;0;0;0;0;0;0;0;0;0;0;0
05.01.2018;03:00;04:00;0;0;0;0;0;0;0;0;0;0;0
05.01.2018;04:00;05:00;0;0;0;0;0;0;7;0;0;0;0
05.01.2018;05:00;06:00;0;0;0;0;0;0;18;0;0;0;0
05.01.2018;06:00;07:00;0;0;18;0;0;0;18;0;0;0;0
05.01.2018;07:00;08:00;1;0;0;0;0;0;13;0;0;0;0
05.01.2018;08:00;09:00;1;0;0;0;0;0;8;0;0;0;0
05.01.2018;09:00;10:00;1;0;0;0;0;0;0;0;0;0;0
05.01.2018;10:00;11:00;1;0;0;0;0;0;0;0;0;0;0
05.01.2018;11:00;12:00;1;4;0;0;0;0;0;0;0;0;4
05.01.2018;12:00;13:00;1;92;87;58;57;0;0;0;0;0;93
05.01.2018;13:00;14:00;1;31;31;54;53;0;0;3;3;0;53
05.01.2018;14:00;15:00;1;26;26;75;74;0;0;11;10;0;74
05.01.2018;15:00;16:00;1;66;65;67;66;0;0;11;10;0;66
05.01.2018;16:00;17:00;158;79;80;81;80;0;0;11;10;0;80
05.01.2018;17:00;18:00;187;91;91;92;91;0;0;11;10;22;92
05.01.2018;18:00;19:00;186;89;89;91;90;0;0;11;10;188;91
05.01.2018;19:00;20:00;158;71;71;73;72;0;0;11;10;171;72
05.01.2018;20:00;21:00;93;38;37;39;39;0;0;11;10;8;39
05.01.2018;21:00;22:00;0;0;0;0;0;0;0;11;10;0;0
05.01.2018;22:00;23:00;1;0;0;0;0;0;0;11;10;0;0
05.01.2018;23:00;00:00;0;0;0;0;0;0;0;10;11;0;0
06.01.2018;00:00;01:00;0;0;0;0;0;0;0;0;10;0;0
06.01.2018;01:00;02:00;0;0;28;0;0;0;0;0;10;0;0
06.01.2018;02:00;03:00;0;0;0;0;0;0;0;0;10;0;0
06.01.2018;03:00;04:00;1;0;0;0;0;0;0;0;10;0;0
06.01.2018;04:00;05:00;0;0;0;0;0;0;0;0;5;0;0
06.01.2018;05:00;06:00;0;0;0;0;0;0;17;0;0;0;0
06.01.2018;06:00;07:00;0;0;0;0;0;0;9;0;0;0;0
06.01.2018;07:00;08:00;1;0;0;0;0;0;9;0;0;0;0
06.01.2018;08:00;09:00;1;0;0;0;0;0;0;0;0;0;0
06.01.2018;09:00;10:00;1;0;0;0;0;0;0;0;0;0;0
06.01.2018;10:00;11:00;1;1;1;1;1;0;0;0;0;0;1
06.01.2018;11:00;12:00;104;78;79;80;79;0;0;0;0;0;80
06.01.2018;12:00;13:00;193;94;94;96;94;0;0;0;0;0;95
06.01.2018;13:00;14:00;47;26;25;27;26;0;0;0;0;0;26
06.01.2018;14:00;15:00;1;35;32;34;33;0;0;0;0;0;35
06.01.2018;15:00;16:00;1;32;0;0;0;0;0;0;0;0;33
06.01.2018;16:00;17:00;1;0;0;0;0;0;0;0;0;0;0
06.01.2018;17:00;18:00;138;25;24;25;25;47;46;48;45;0;25
06.01.2018;18:00;19:00;145;63;60;64;61;1;1;1;1;0;64
06.01.2018;19:00;20:00;186;90;89;92;89;0;0;0;0;65;91
06.01.2018;20:00;21:00;21;72;71;73;71;0;0;0;0;1;73
06.01.2018;21:00;22:00;0;55;55;57;56;0;0;0;0;0;56
06.01.2018;22:00;23:00;1;30;29;31;30;0;0;0;0;0;31
06.01.2018;23:00;00:00;0;11;10;12;11;0;0;0;0;0;11
07.01.2018;00:00;01:00;0;41;40;42;40;0;0;0;0;0;41
07.01.2018;01:00;02:00;0;40;40;42;41;0;0;0;0;0;41
07.01.2018;02:00;03:00;0;25;24;25;25;0;0;0;0;0;25
07.01.2018;03:00;04:00;0;20;20;21;21;0;0;0;0;0;21
07.01.2018;04:00;05:00;0;10;10;11;11;0;0;0;0;0;10
07.01.2018;05:00;06:00;0;17;16;19;18;0;0;0;0;0;17
07.01.2018;06:00;07:00;0;0;0;0;0;0;0;0;0;0;0
07.01.2018;07:00;08:00;1;0;0;0;0;0;0;0;0;0;0
07.01.2018;08:00;09:00;1;0;0;0;0;0;0;0;0;0;0
07.01.2018;09:00;10:00;1;53;36;37;37;0;0;0;0;0;54
07.01.2018;10:00;11:00;1;14;0;0;0;0;0;0;0;0;14
07.01.2018;11:00;12:00;1;37;0;0;0;0;0;0;0;0;37
07.01.2018;12:00;13:00;1;21;0;0;0;0;0;0;0;0;21
07.01.2018;13:00;14:00;1;12;0;0;0;0;0;0;0;0;12
07.01.2018;14:00;15:00;1;17;0;0;0;0;0;0;0;0;26
07.01.2018;15:00;16:00;1;7;7;7;7;0;0;0;0;0;40
07.01.2018;16:00;17:00;1;34;34;35;35;0;0;0;0;0;35
07.01.2018;17:00;18:00;76;64;64;66;64;0;0;0;0;0;65
07.01.2018;18:00;19:00;171;80;80;81;81;0;0;0;0;0;81
07.01.2018;19:00;20:00;124;62;61;63;62;0;0;0;0;0;62
07.01.2018;20:00;21:00;0;49;49;51;50;0;0;0;0;0;50
07.01.2018;21:00;22:00;0;49;49;51;50;0;0;0;0;0;50
07.01.2018;22:00;23:00;1;54;54;56;55;0;0;0;0;0;55
07.01.2018;23:00;00:00;1;44;43;45;44;0;0;0;0;0;44
08.01.2018;00:00;01:00;0;17;16;18;18;0;0;0;0;0;18
08.01.2018;01:00;02:00;0;0;0;0;0;0;0;0;0;0;0
08.01.2018;02:00;03:00;0;0;0;0;0;0;0;0;0;0;0
08.01.2018;03:00;04:00;0;0;0;0;0;0;0;0;0;0;0
08.01.2018;04:00;05:00;0;0;0;0;0;0;0;0;0;0;0
08.01.2018;05:00;06:00;0;11;10;13;13;0;0;0;0;0;11
08.01.2018;06:00;07:00;1;52;52;53;53;0;8;9;0;0;53
08.01.2018;07:00;08:00;17;57;0;58;57;0;15;16;0;0;58
08.01.2018;08:00;09:00;120;47;0;48;48;0;22;23;0;0;48
08.01.2018;09:00;10:00;138;59;0;60;59;0;14;15;0;0;60
08.01.2018;10:00;11:00;46;53;0;54;54;0;13;15;0;0;53
08.01.2018;11:00;12:00;1;19;0;20;21;0;14;16;0;0;19
08.01.2018;12:00;13:00;1;33;0;34;34;0;14;16;0;0;34
08.01.2018;13:00;14:00;1;18;0;19;19;0;21;23;0;0;18
08.01.2018;14:00;15:00;1;46;0;47;47;0;34;36;0;0;47
08.01.2018;15:00;16:00;1;15;0;16;16;0;27;29;0;0;15
08.01.2018;16:00;17:00;1;17;0;18;18;0;19;21;0;0;17
08.01.2018;17:00;18:00;1;35;0;37;36;0;21;22;0;0;36
08.01.2018;18:00;19:00;1;9;0;1;1;0;23;25;0;0;9
08.01.2018;19:00;20:00;1;12;0;7;7;0;30;32;0;0;12
08.01.2018;20:00;21:00;0;35;0;37;36;0;20;21;0;0;36
08.01.2018;21:00;22:00;0;20;0;21;20;0;22;24;0;0;20
08.01.2018;22:00;23:00;0;0;0;0;1;0;16;18;0;0;0
08.01.2018;23:00;00:00;0;0;0;0;0;0;0;0;0;0;0
09.01.2018;00:00;01:00;1;0;0;0;0;0;29;31;25;0;0
09.01.2018;01:00;02:00;0;0;0;0;0;0;29;31;0;0;0
09.01.2018;02:00;03:00;0;0;0;0;0;0;10;12;0;0;0
09.01.2018;03:00;04:00;0;0;0;0;0;0;9;11;0;0;0
09.01.2018;04:00;05:00;0;0;0;0;0;0;9;11;0;0;0
09.01.2018;05:00;06:00;0;0;0;0;0;0;27;29;0;0;0
09.01.2018;06:00;07:00;1;5;0;5;0;0;34;36;0;0;5
09.01.2018;07:00;08:00;28;7;0;7;8;0;31;33;0;25;6
09.01.2018;08:00;09:00;1;10;0;10;11;0;11;13;0;0;9
09.01.2018;09:00;10:00;1;10;0;10;11;0;9;11;0;0;9
09.01.2018;10:00;11:00;1;0;0;0;0;0;9;11;0;0;0
09.01.2018;11:00;12:00;1;0;0;0;0;0;9;11;0;0;0
09.01.2018;12:00;13:00;1;0;0;0;0;0;9;11;0;0;0
09.01.2018;13:00;14:00;1;0;0;0;0;0;9;11;0;0;0
09.01.2018;14:00;15:00;1;0;0;0;0;0;12;14;0;0;0
09.01.2018;15:00;16:00;1;71;0;0;0;0;18;19;0;0;72
09.01.2018;16:00;17:00;1;56;0;8;7;0;18;20;0;0;56
09.01.2018;17:00;18:00;1;83;0;85;83;0;19;21;0;0;84
09.01.2018;18:00;19:00;1;72;0;73;71;0;19;21;0;0;73
09.01.2018;19:00;20:00;1;29;0;30;29;0;20;22;0;0;29
09.01.2018;20:00;21:00;1;21;0;21;21;0;19;20;0;0;21
09.01.2018;21:00;22:00;1;2;0;3;3;0;20;21;0;0;2
09.01.2018;22:00;23:00;1;0;0;0;0;0;19;20;0;0;0
09.01.2018;23:00;00:00;0;0;0;0;0;0;25;27;0;0;0
10.01.2018;00:00;01:00;0;0;0;0;0;0;31;33;0;0;0
10.01.2018;01:00;02:00;0;0;0;0;0;0;57;59;0;0;0
10.01.2018;02:00;03:00;0;0;0;0;0;0;53;55;0;0;0
10.01.2018;03:00;04:00;0;0;0;0;0;0;19;21;0;0;0
10.01.2018;04:00;05:00;0;0;0;0;0;0;25;27;0;0;0
10.01.2018;05:00;06:00;1;0;0;0;0;0;29;31;0;0;0
10.01.2018;06:00;07:00;1;35;0;36;35;0;36;39;0;0;35
10.01.2018;07:00;08:00;115;71;0;73;70;0;43;45;0;139;72
10.01.2018;08:00;09:00;1;92;0;94;91;0;9;11;0;189;93
10.01.2018;09:00;10:00;1;53;0;54;53;0;11;13;0;152;53
10.01.2018;10:00;11:00;1;18;0;18;16;0;10;11;0;118;18
10.01.2018;11:00;12:00;1;6;0;16;16;0;3;18;0;24;16
10.01.2018;12:00;13:00;1;0;0;10;10;0;0;20;0;0;10
10.01.2018;13:00;14:00;1;0;0;13;12;0;0;21;0;0;12
10.01.2018;14:00;15:00;1;0;0;19;19;0;0;17;8;0;19
10.01.2018;15:00;16:00;1;0;0;12;11;0;0;12;11;0;11
10.01.2018;16:00;17:00;1;0;0;10;10;0;0;17;16;0;10
10.01.2018;17:00;18:00;1;41;0;48;47;0;0;13;12;0;47
10.01.2018;18:00;19:00;1;24;0;25;24;0;0;12;11;0;24
10.01.2018;19:00;20:00;1;5;0;6;6;0;0;9;9;0;6
10.01.2018;20:00;21:00;1;0;0;0;0;0;0;0;0;0;0
10.01.2018;21:00;22:00;0;32;0;33;31;0;0;0;0;0;33
10.01.2018;22:00;23:00;0;40;0;41;40;0;0;0;0;0;41
10.01.2018;23:00;00:00;0;52;0;53;43;0;0;0;0;0;43
11.01.2018;00:00;01:00;0;32;0;33;32;0;0;0;0;0;33
11.01.2018;01:00;02:00;0;0;0;0;0;0;0;0;0;0;0
11.01.2018;02:00;03:00;0;0;0;0;0;0;0;0;0;0;0
11.01.2018;03:00;04:00;0;0;0;0;0;0;0;0;0;0;0
11.01.2018;04:00;05:00;0;0;0;0;0;0;0;0;0;0;0
11.01.2018;05:00;06:00;0;0;0;0;0;0;0;0;0;0;0
11.01.2018;06:00;07:00;1;20;0;0;20;0;0;0;0;0;20
11.01.2018;07:00;08:00;1;31;0;0;32;0;0;6;0;0;31
11.01.2018;08:00;09:00;1;78;0;68;78;0;0;11;8;0;79
11.01.2018;09:00;10:00;1;16;0;16;16;0;0;11;10;0;16
11.01.2018;10:00;11:00;1;9;0;10;10;0;0;11;10;0;9
11.01.2018;11:00;12:00;1;9;0;10;11;0;0;10;9;0;9
11.01.2018;12:00;13:00;1;12;0;13;13;7;0;8;0;0;12
11.01.2018;13:00;14:00;1;10;0;10;11;10;0;11;0;0;10
11.01.2018;14:00;15:00;1;24;0;24;25;10;0;11;0;0;24
11.01.2018;15:00;16:00;1;56;0;57;56;10;0;11;0;0;57
11.01.2018;16:00;17:00;1;61;0;62;62;10;0;11;0;0;62
11.01.2018;17:00;18:00;1;57;0;58;57;10;0;11;0;0;57
11.01.2018;18:00;19:00;1;28;0;29;29;10;0;11;0;0;29
11.01.2018;19:00;20:00;1;21;0;22;22;11;0;12;0;0;21
11.01.2018;20:00;21:00;1;31;0;31;31;10;0;11;0;0;31
11.01.2018;21:00;22:00;1;15;0;15;15;10;0;11;0;0;15
11.01.2018;22:00;23:00;0;33;0;34;35;4;0;4;0;0;34
11.01.2018;23:00;00:00;1;59;0;61;60;0;0;0;0;0;60
12.01.2018;00:00;01:00;0;33;0;34;34;0;0;0;0;0;33
12.01.2018;01:00;02:00;0;0;0;0;0;0;0;0;0;0;0
12.01.2018;02:00;03:00;0;0;0;0;0;0;0;0;0;0;0
12.01.2018;03:00;04:00;0;0;0;0;0;0;0;0;0;0;0
12.01.2018;04:00;05:00;0;0;0;0;0;0;0;0;0;0;0
12.01.2018;05:00;06:00;1;0;0;0;0;0;0;0;0;0;0
12.01.2018;06:00;07:00;1;15;0;33;33;0;0;0;0;14;33
12.01.2018;07:00;08:00;1;78;0;80;79;0;0;0;0;177;79
12.01.2018;08:00;09:00;1;99;0;101;99;0;0;0;0;197;100
12.01.2018;09:00;10:00;1;57;0;59;58;0;0;0;0;157;58
12.01.2018;10:00;11:00;1;43;0;44;44;0;0;0;17;143;43
12.01.2018;11:00;12:00;1;35;0;36;35;0;0;0;18;101;35
12.01.2018;12:00;13:00;1;10;0;11;11;0;0;2;9;0;10
12.01.2018;13:00;14:00;1;0;0;0;0;0;0;12;0;0;0
12.01.2018;14:00;15:00;1;0;0;0;0;0;0;11;0;0;0
12.01.2018;15:00;16:00;1;0;0;0;0;0;0;14;0;0;0
12.01.2018;16:00;17:00;1;0;0;0;0;0;0;44;0;0;0
12.01.2018;17:00;18:00;1;68;0;69;67;0;0;15;0;0;69
12.01.2018;18:00;19:00;1;11;0;4;4;0;0;13;0;0;11
12.01.2018;19:00;20:00;1;30;0;25;24;0;0;13;0;0;30
12.01.2018;20:00;21:00;1;10;0;10;9;0;0;12;0;0;9
12.01.2018;21:00;22:00;0;9;0;10;9;0;0;12;0;0;9
12.01.2018;22:00;23:00;1;10;0;10;10;0;0;11;0;0;10
12.01.2018;23:00;00:00;1;0;0;0;0;0;0;14;0;0;2
13.01.2018;00:00;01:00;1;0;0;0;0;0;0;20;0;0;0
13.01.2018;01:00;02:00;1;0;0;0;0;0;0;12;0;0;0
13.01.2018;02:00;03:00;1;0;0;0;0;0;0;13;0;0;0
13.01.2018;03:00;04:00;1;0;0;0;0;0;0;11;0;0;0
13.01.2018;04:00;05:00;1;0;0;0;0;0;0;15;0;0;0
13.01.2018;05:00;06:00;1;0;0;0;0;0;0;15;0;0;0
13.01.2018;06:00;07:00;0;0;0;0;0;0;0;11;0;0;0
13.01.2018;07:00;08:00;0;18;0;18;18;0;0;20;0;0;18
13.01.2018;08:00;09:00;0;29;0;30;29;0;0;48;0;0;30
13.01.2018;09:00;10:00;1;53;0;54;53;0;0;42;0;0;53
13.01.2018;10:00;11:00;1;86;0;87;86;0;0;42;0;174;87
13.01.2018;11:00;12:00;1;72;0;73;72;0;0;43;0;169;72
13.01.2018;12:00;13:00;1;31;0;31;31;0;19;43;0;1;31
13.01.2018;13:00;14:00;1;23;0;24;24;0;20;21;0;0;24
13.01.2018;14:00;15:00;1;10;0;10;10;0;20;21;0;0;10
13.01.2018;15:00;16:00;0;24;0;25;24;0;19;20;0;0;24
13.01.2018;16:00;17:00;1;11;0;3;2;0;19;20;0;0;2
13.01.2018;17:00;18:00;1;13;0;0;0;0;19;20;0;0;0
13.01.2018;18:00;19:00;1;2;0;0;0;0;20;21;0;0;0
13.01.2018;19:00;20:00;1;0;0;0;0;0;20;21;0;0;0
13.01.2018;20:00;21:00;0;7;0;7;7;0;11;12;2;0;7
13.01.2018;21:00;22:00;0;0;0;0;0;0;26;0;0;0;0
13.01.2018;22:00;23:00;0;0;0;0;0;0;39;0;0;0;0
13.01.2018;23:00;00:00;0;0;0;0;0;0;42;0;0;0;0
14.01.2018;00:00;01:00;1;11;0;10;10;0;40;0;0;0;13
14.01.2018;01:00;02:00;1;0;0;0;0;0;40;0;0;0;0
14.01.2018;02:00;03:00;1;0;0;0;0;0;40;0;0;0;0
14.01.2018;03:00;04:00;1;0;0;0;0;0;40;0;0;0;0
14.01.2018;04:00;05:00;1;0;0;0;0;0;40;0;0;0;0
14.01.2018;05:00;06:00;1;0;0;0;0;0;40;0;0;0;0
14.01.2018;06:00;07:00;1;0;0;0;0;0;40;0;0;0;0
14.01.2018;07:00;08:00;0;9;0;10;10;0;39;0;0;0;9
14.01.2018;08:00;09:00;0;32;0;33;33;0;62;0;0;0;33
14.01.2018;09:00;10:00;1;58;0;60;59;0;55;0;43;0;59
14.01.2018;10:00;11:00;1;21;0;22;21;0;19;0;20;0;21
14.01.2018;11:00;12:00;0;41;0;43;42;0;19;0;20;0;42
14.01.2018;12:00;13:00;0;30;0;31;31;0;20;0;20;0;31
14.01.2018;13:00;14:00;0;41;0;42;42;0;19;0;20;0;41
14.01.2018;14:00;15:00;0;27;0;28;29;0;21;0;22;0;28
14.01.2018;15:00;16:00;0;29;0;30;30;0;25;0;26;0;29
14.01.2018;16:00;17:00;1;28;0;29;30;0;56;54;57;0;29
14.01.2018;17:00;18:00;1;42;0;43;43;0;53;55;54;0;43
14.01.2018;18:00;19:00;1;35;0;36;36;0;53;56;54;0;35
14.01.2018;19:00;20:00;1;10;0;11;11;0;58;61;59;0;10
14.01.2018;20:00;21:00;1;10;0;11;11;0;53;55;54;0;10
14.01.2018;21:00;22:00;1;10;0;11;11;0;20;21;1;0;10
14.01.2018;22:00;23:00;1;10;0;11;11;0;19;21;0;0;10
14.01.2018;23:00;00:00;1;10;0;11;10;0;19;21;0;0;10
15.01.2018;00:00;01:00;0;9;0;0;0;0;10;12;0;0;6
15.01.2018;01:00;02:00;0;7;0;0;0;0;13;15;0;0;8
15.01.2018;02:00;03:00;0;0;0;0;0;0;28;30;0;0;0
15.01.2018;03:00;04:00;0;0;0;0;0;0;33;36;0;0;0
15.01.2018;04:00;05:00;0;0;0;0;0;0;31;34;0;0;0
15.01.2018;05:00;06:00;0;0;0;0;0;0;30;33;0;0;0
15.01.2018;06:00;07:00;1;76;0;71;70;43;55;57;19;0;77
15.01.2018;07:00;08:00;83;59;0;60;59;20;19;18;17;0;59
15.01.2018;08:00;09:00;1;11;0;11;11;35;34;0;0;0;22
15.01.2018;09:00;10:00;1;98;0;100;98;27;26;0;0;0;100
15.01.2018;10:00;11:00;1;40;0;41;41;29;28;0;0;0;41
15.01.2018;11:00;12:00;1;9;0;9;3;27;26;0;0;0;9
15.01.2018;12:00;13:00;1;27;0;28;0;31;30;0;0;0;27
15.01.2018;13:00;14:00;1;97;0;99;0;35;33;9;0;0;98
15.01.2018;14:00;15:00;1;78;0;80;0;18;17;18;0;0;79
15.01.2018;15:00;16:00;1;78;0;79;0;17;16;17;0;0;79
15.01.2018;16:00;17:00;1;3;0;3;0;18;17;19;0;0;4
15.01.2018;17:00;18:00;1;50;0;0;0;25;24;26;0;0;50
15.01.2018;18:00;19:00;1;36;0;0;0;20;19;21;0;0;36
15.01.2018;19:00;20:00;1;35;0;0;0;23;22;24;0;0;36
15.01.2018;20:00;21:00;0;6;0;0;0;47;46;48;0;0;6
15.01.2018;21:00;22:00;0;0;0;0;0;19;62;19;0;0;0
15.01.2018;22:00;23:00;0;0;0;0;0;0;30;23;22;0;0
15.01.2018;23:00;00:00;0;0;0;0;0;0;30;32;31;0;0
16.01.2018;00:00;01:00;0;0;0;0;0;0;48;50;49;0;0
16.01.2018;01:00;02:00;0;0;0;0;0;0;39;41;40;0;0
