Datum;Anfang;Ende;Generation_DE Heizkraftwerk Wedel Block 2 [MW] Originalauflösungen;Generation_DE Heizkraftwerk Wedel Block 1 [MW] Originalauflösungen;Generation_DE GTKW Wedel [MW] Originalauflösungen
23.02.2023;23:00;00:00;49;84;-
24.02.2023;00:00;01:00;49;55;-
24.02.2023;01:00;02:00;50;57;-
24.02.2023;02:00;03:00;51;58;-
24.02.2023;03:00;04:00;51;59;-
24.02.2023;04:00;05:00;50;59;-
24.02.2023;05:00;06:00;57;66;-
24.02.2023;06:00;07:00;92;92;-
24.02.2023;07:00;08:00;94;90;-
24.02.2023;08:00;09:00;74;90;-
24.02.2023;09:00;10:00;55;65;-
24.02.2023;10:00;11:00;55;61;-
24.02.2023;11:00;12:00;54;59;-
24.02.2023;12:00;13:00;54;56;-
24.02.2023;13:00;14:00;54;63;-
24.02.2023;14:00;15:00;54;67;-
24.02.2023;15:00;16:00;54;66;-
24.02.2023;16:00;17:00;53;66;-
24.02.2023;17:00;18:00;52;66;-
24.02.2023;18:00;19:00;52;64;-
24.02.2023;19:00;20:00;52;66;-
24.02.2023;20:00;21:00;53;66;-
24.02.2023;21:00;22:00;52;67;-
24.02.2023;22:00;23:00;52;69;-
24.02.2023;23:00;00:00;54;62;-
25.02.2023;00:00;01:00;56;43;-
25.02.2023;01:00;02:00;57;41;-
25.02.2023;02:00;03:00;56;41;-
25.02.2023;03:00;04:00;56;41;-
25.02.2023;04:00;05:00;59;41;-
25.02.2023;05:00;06:00;60;41;-
25.02.2023;06:00;07:00;58;54;-
25.02.2023;07:00;08:00;46;73;-
25.02.2023;08:00;09:00;42;72;-
25.02.2023;09:00;10:00;42;72;-
25.02.2023;10:00;11:00;39;75;-
25.02.2023;11:00;12:00;40;73;-
25.02.2023;12:00;13:00;40;72;-
25.02.2023;13:00;14:00;42;72;-
25.02.2023;14:00;15:00;41;77;-
25.02.2023;15:00;16:00;41;76;-
25.02.2023;16:00;17:00;41;75;-
25.02.2023;17:00;18:00;40;75;-
25.02.2023;18:00;19:00;46;73;-
25.02.2023;19:00;20:00;56;68;-
25.02.2023;20:00;21:00;57;66;-
25.02.2023;21:00;22:00;58;69;-
25.02.2023;22:00;23:00;59;71;-
25.02.2023;23:00;00:00;59;70;-
26.02.2023;00:00;01:00;56;70;-
26.02.2023;01:00;02:00;54;67;-
26.02.2023;02:00;03:00;53;69;-
26.02.2023;03:00;04:00;53;75;-
26.02.2023;04:00;05:00;54;75;-
26.02.2023;05:00;06:00;56;74;-
26.02.2023;06:00;07:00;57;74;-
26.02.2023;07:00;08:00;58;74;-
26.02.2023;08:00;09:00;58;75;-
26.02.2023;09:00;10:00;58;76;-
26.02.2023;10:00;11:00;58;76;-
26.02.2023;11:00;12:00;56;74;-
26.02.2023;12:00;13:00;55;60;-
26.02.2023;13:00;14:00;62;59;-
26.02.2023;14:00;15:00;73;62;-
26.02.2023;15:00;16:00;58;62;-
26.02.2023;16:00;17:00;58;61;-
26.02.2023;17:00;18:00;56;63;-
26.02.2023;18:00;19:00;56;84;-
26.02.2023;19:00;20:00;57;93;-
26.02.2023;20:00;21:00;57;93;-
26.02.2023;21:00;22:00;60;75;-
26.02.2023;22:00;23:00;59;70;-
26.02.2023;23:00;00:00;57;68;-
27.02.2023;00:00;01:00;55;65;-
27.02.2023;01:00;02:00;55;68;-
27.02.2023;02:00;03:00;62;81;-
27.02.2023;03:00;04:00;63;81;-
27.02.2023;04:00;05:00;63;80;-
27.02.2023;05:00;06:00;75;82;-
27.02.2023;06:00;07:00;87;86;-
27.02.2023;07:00;08:00;87;86;-
27.02.2023;08:00;09:00;88;86;-
27.02.2023;09:00;10:00;82;89;-
27.02.2023;10:00;11:00;68;76;-
27.02.2023;11:00;12:00;69;67;-
27.02.2023;12:00;13:00;70;65;-
27.02.2023;13:00;14:00;72;68;-
27.02.2023;14:00;15:00;90;91;-
27.02.2023;15:00;16:00;89;94;-
27.02.2023;16:00;17:00;90;93;-
27.02.2023;17:00;18:00;90;93;-
27.02.2023;18:00;19:00;91;94;-
27.02.2023;19:00;20:00;91;94;-
27.02.2023;20:00;21:00;91;93;-
27.02.2023;21:00;22:00;90;92;-
27.02.2023;22:00;23:00;90;94;-
27.02.2023;23:00;00:00;92;96;-
28.02.2023;00:00;01:00;70;73;-
28.02.2023;01:00;02:00;52;62;-
28.02.2023;02:00;03:00;51;61;-
28.02.2023;03:00;04:00;52;62;-
28.02.2023;04:00;05:00;57;69;-
28.02.2023;05:00;06:00;71;78;-
28.02.2023;06:00;07:00;90;88;-
28.02.2023;07:00;08:00;89;87;-
28.02.2023;08:00;09:00;89;87;-
28.02.2023;09:00;10:00;90;92;-
28.02.2023;10:00;11:00;90;91;-
28.02.2023;11:00;12:00;89;92;-
28.02.2023;12:00;13:00;90;97;-
28.02.2023;13:00;14:00;90;100;-
28.02.2023;14:00;15:00;98;95;-
28.02.2023;15:00;16:00;96;93;-
28.02.2023;16:00;17:00;94;94;-
28.02.2023;17:00;18:00;94;94;-
28.02.2023;18:00;19:00;93;94;-
28.02.2023;19:00;20:00;93;95;-
28.02.2023;20:00;21:00;93;95;-
28.02.2023;21:00;22:00;93;93;-
28.02.2023;22:00;23:00;92;94;-
28.02.2023;23:00;00:00;60;69;-
01.03.2023;00:00;01:00;54;63;-
01.03.2023;01:00;02:00;56;67;-
01.03.2023;02:00;03:00;58;67;-
01.03.2023;03:00;04:00;59;67;-
01.03.2023;04:00;05:00;59;66;-
01.03.2023;05:00;06:00;70;75;-
01.03.2023;06:00;07:00;88;87;-
01.03.2023;07:00;08:00;91;90;-
01.03.2023;08:00;09:00;92;92;-
01.03.2023;09:00;10:00;92;91;-
01.03.2023;10:00;11:00;93;93;-
01.03.2023;11:00;12:00;92;93;-
01.03.2023;12:00;13:00;94;94;-
01.03.2023;13:00;14:00;93;96;-
01.03.2023;14:00;15:00;94;96;-
01.03.2023;15:00;16:00;95;96;-
01.03.2023;16:00;17:00;95;96;-
01.03.2023;17:00;18:00;95;94;-
01.03.2023;18:00;19:00;95;92;-
01.03.2023;19:00;20:00;95;90;-
01.03.2023;20:00;21:00;82;81;-
01.03.2023;21:00;22:00;57;69;-
01.03.2023;22:00;23:00;56;68;-
01.03.2023;23:00;00:00;56;68;-
02.03.2023;00:00;01:00;58;67;-
02.03.2023;01:00;02:00;61;69;-
02.03.2023;02:00;03:00;61;69;-
02.03.2023;03:00;04:00;61;69;-
02.03.2023;04:00;05:00;60;69;-
02.03.2023;05:00;06:00;70;80;-
02.03.2023;06:00;07:00;87;87;-
02.03.2023;07:00;08:00;88;90;-
02.03.2023;08:00;09:00;88;90;-
02.03.2023;09:00;10:00;88;89;-
02.03.2023;10:00;11:00;88;91;-
02.03.2023;11:00;12:00;85;85;-
02.03.2023;12:00;13:00;64;65;-
02.03.2023;13:00;14:00;61;67;-
02.03.2023;14:00;15:00;71;74;-
02.03.2023;15:00;16:00;91;88;-
02.03.2023;16:00;17:00;68;67;-
02.03.2023;17:00;18:00;90;88;-
02.03.2023;18:00;19:00;90;88;-
02.03.2023;19:00;20:00;90;90;-
02.03.2023;20:00;21:00;90;93;-
02.03.2023;21:00;22:00;90;95;-
02.03.2023;22:00;23:00;91;93;-
02.03.2023;23:00;00:00;91;92;-
03.03.2023;00:00;01:00;89;88;-
03.03.2023;01:00;02:00;62;72;-
03.03.2023;02:00;03:00;58;67;-
03.03.2023;03:00;04:00;58;67;-
03.03.2023;04:00;05:00;58;68;-
03.03.2023;05:00;06:00;63;88;-
03.03.2023;06:00;07:00;87;91;-
03.03.2023;07:00;08:00;89;91;-
03.03.2023;08:00;09:00;89;92;-
03.03.2023;09:00;10:00;90;93;-
03.03.2023;10:00;11:00;89;92;-
03.03.2023;11:00;12:00;90;92;-
03.03.2023;12:00;13:00;91;92;-
03.03.2023;13:00;14:00;77;81;-
03.03.2023;14:00;15:00;77;78;-
03.03.2023;15:00;16:00;92;90;-
03.03.2023;16:00;17:00;92;94;-
03.03.2023;17:00;18:00;93;93;-
03.03.2023;18:00;19:00;92;94;-
03.03.2023;19:00;20:00;92;93;-
03.03.2023;20:00;21:00;92;94;-
03.03.2023;21:00;22:00;87;90;-
03.03.2023;22:00;23:00;59;64;-
03.03.2023;23:00;00:00;52;56;-
04.03.2023;00:00;01:00;52;56;-
04.03.2023;01:00;02:00;52;57;-
04.03.2023;02:00;03:00;52;58;-
04.03.2023;03:00;04:00;52;59;-
04.03.2023;04:00;05:00;52;58;-
04.03.2023;05:00;06:00;52;57;-
04.03.2023;06:00;07:00;48;54;-
04.03.2023;07:00;08:00;48;54;-
04.03.2023;08:00;09:00;48;54;-
04.03.2023;09:00;10:00;48;54;-
04.03.2023;10:00;11:00;49;54;-
04.03.2023;11:00;12:00;49;54;-
04.03.2023;12:00;13:00;49;54;-
04.03.2023;13:00;14:00;47;52;-
04.03.2023;14:00;15:00;48;53;-
04.03.2023;15:00;16:00;48;53;-
04.03.2023;16:00;17:00;55;57;-
04.03.2023;17:00;18:00;87;67;-
04.03.2023;18:00;19:00;93;66;-
04.03.2023;19:00;20:00;92;66;-
04.03.2023;20:00;21:00;92;67;-
04.03.2023;21:00;22:00;77;59;-
04.03.2023;22:00;23:00;55;58;-
04.03.2023;23:00;00:00;53;61;-
05.03.2023;00:00;01:00;53;62;-
05.03.2023;01:00;02:00;53;62;-
05.03.2023;02:00;03:00;53;61;-
05.03.2023;03:00;04:00;53;61;-
05.03.2023;04:00;05:00;53;61;-
05.03.2023;05:00;06:00;52;60;-
05.03.2023;06:00;07:00;53;61;-
05.03.2023;07:00;08:00;53;61;-
05.03.2023;08:00;09:00;53;62;-
05.03.2023;09:00;10:00;54;62;-
05.03.2023;10:00;11:00;53;62;-
05.03.2023;11:00;12:00;53;63;-
05.03.2023;12:00;13:00;53;63;-
05.03.2023;13:00;14:00;53;61;-
05.03.2023;14:00;15:00;56;63;-
05.03.2023;15:00;16:00;85;89;-
05.03.2023;16:00;17:00;90;91;-
05.03.2023;17:00;18:00;89;92;-
05.03.2023;18:00;19:00;89;92;-
05.03.2023;19:00;20:00;89;92;-
05.03.2023;20:00;21:00;88;91;-
05.03.2023;21:00;22:00;87;91;-
05.03.2023;22:00;23:00;87;91;-
05.03.2023;23:00;00:00;73;77;-
06.03.2023;00:00;01:00;58;63;-
06.03.2023;01:00;02:00;58;63;-
06.03.2023;02:00;03:00;60;62;-
06.03.2023;03:00;04:00;60;61;-
06.03.2023;04:00;05:00;61;64;-
06.03.2023;05:00;06:00;84;85;-
06.03.2023;06:00;07:00;87;90;-
06.03.2023;07:00;08:00;87;92;-
06.03.2023;08:00;09:00;87;92;-
06.03.2023;09:00;10:00;89;92;-
06.03.2023;10:00;11:00;88;93;-
06.03.2023;11:00;12:00;89;92;-
06.03.2023;12:00;13:00;89;91;-
06.03.2023;13:00;14:00;88;92;-
06.03.2023;14:00;15:00;91;94;-
06.03.2023;15:00;16:00;91;94;-
06.03.2023;16:00;17:00;91;94;-
06.03.2023;17:00;18:00;91;93;-
06.03.2023;18:00;19:00;91;93;-
06.03.2023;19:00;20:00;91;94;-
06.03.2023;20:00;21:00;62;71;-
06.03.2023;21:00;22:00;54;63;-
06.03.2023;22:00;23:00;54;61;-
06.03.2023;23:00;00:00;54;62;-
07.03.2023;00:00;01:00;55;62;-
07.03.2023;01:00;02:00;59;65;-
07.03.2023;02:00;03:00;59;68;-
07.03.2023;03:00;04:00;59;91;-
07.03.2023;04:00;05:00;59;77;-
07.03.2023;05:00;06:00;57;65;-
07.03.2023;06:00;07:00;56;64;-
07.03.2023;07:00;08:00;55;63;-
07.03.2023;08:00;09:00;55;64;-
07.03.2023;09:00;10:00;55;64;-
07.03.2023;10:00;11:00;55;65;-
07.03.2023;11:00;12:00;55;67;-
07.03.2023;12:00;13:00;56;68;-
07.03.2023;13:00;14:00;56;75;-
07.03.2023;14:00;15:00;56;77;-
07.03.2023;15:00;16:00;55;73;-
07.03.2023;16:00;17:00;66;73;-
07.03.2023;17:00;18:00;90;90;-
07.03.2023;18:00;19:00;89;90;-
07.03.2023;19:00;20:00;90;90;-
07.03.2023;20:00;21:00;88;91;-
07.03.2023;21:00;22:00;59;65;-
07.03.2023;22:00;23:00;58;64;-
07.03.2023;23:00;00:00;62;69;-
08.03.2023;00:00;01:00;61;69;-
08.03.2023;01:00;02:00;60;66;-
08.03.2023;02:00;03:00;61;67;-
08.03.2023;03:00;04:00;61;67;-
08.03.2023;04:00;05:00;68;85;-
08.03.2023;05:00;06:00;73;88;-
08.03.2023;06:00;07:00;90;87;-
08.03.2023;07:00;08:00;91;87;-
08.03.2023;08:00;09:00;90;92;-
08.03.2023;09:00;10:00;90;92;-
08.03.2023;10:00;11:00;90;91;-
08.03.2023;11:00;12:00;90;90;-
08.03.2023;12:00;13:00;91;91;-
08.03.2023;13:00;14:00;93;93;-
08.03.2023;14:00;15:00;93;94;-
08.03.2023;15:00;16:00;92;94;-
08.03.2023;16:00;17:00;92;91;-
08.03.2023;17:00;18:00;91;93;-
08.03.2023;18:00;19:00;91;91;-
08.03.2023;19:00;20:00;92;92;-
08.03.2023;20:00;21:00;92;91;-
08.03.2023;21:00;22:00;92;90;-
08.03.2023;22:00;23:00;90;87;-
08.03.2023;23:00;00:00;66;73;-
09.03.2023;00:00;01:00;57;73;-
09.03.2023;01:00;02:00;56;71;-
09.03.2023;02:00;03:00;57;73;-
09.03.2023;03:00;04:00;56;72;-
09.03.2023;04:00;05:00;56;72;-
09.03.2023;05:00;06:00;67;78;-
09.03.2023;06:00;07:00;91;89;-
09.03.2023;07:00;08:00;73;89;-
09.03.2023;08:00;09:00;68;89;-
09.03.2023;09:00;10:00;68;90;-
09.03.2023;10:00;11:00;68;90;-
09.03.2023;11:00;12:00;67;88;-
09.03.2023;12:00;13:00;49;82;-
09.03.2023;13:00;14:00;35;81;-
09.03.2023;14:00;15:00;36;82;-
09.03.2023;15:00;16:00;51;96;-
09.03.2023;16:00;17:00;88;100;-
09.03.2023;17:00;18:00;93;90;-
09.03.2023;18:00;19:00;92;91;-
09.03.2023;19:00;20:00;92;89;-
09.03.2023;20:00;21:00;91;88;-
09.03.2023;21:00;22:00;86;84;-
09.03.2023;22:00;23:00;61;67;-
09.03.2023;23:00;00:00;59;70;-
10.03.2023;00:00;01:00;59;69;-
10.03.2023;01:00;02:00;58;68;-
10.03.2023;02:00;03:00;58;69;-
10.03.2023;03:00;04:00;58;69;-
10.03.2023;04:00;05:00;59;72;-
10.03.2023;05:00;06:00;59;74;-
10.03.2023;06:00;07:00;59;75;-
10.03.2023;07:00;08:00;57;75;-
10.03.2023;08:00;09:00;57;75;-
10.03.2023;09:00;10:00;61;70;-
10.03.2023;10:00;11:00;64;60;-
10.03.2023;11:00;12:00;64;61;-
10.03.2023;12:00;13:00;63;61;-
10.03.2023;13:00;14:00;63;61;-
10.03.2023;14:00;15:00;59;69;-
10.03.2023;15:00;16:00;59;67;-
10.03.2023;16:00;17:00;59;68;-
10.03.2023;17:00;18:00;59;66;-
10.03.2023;18:00;19:00;59;67;-
10.03.2023;19:00;20:00;60;68;-
10.03.2023;20:00;21:00;60;68;-
10.03.2023;21:00;22:00;60;68;-
10.03.2023;22:00;23:00;60;69;-
10.03.2023;23:00;00:00;60;70;-
11.03.2023;00:00;01:00;60;70;-
11.03.2023;01:00;02:00;61;70;-
11.03.2023;02:00;03:00;61;70;-
11.03.2023;03:00;04:00;61;69;-
11.03.2023;04:00;05:00;64;69;-
11.03.2023;05:00;06:00;63;69;-
11.03.2023;06:00;07:00;61;69;-
11.03.2023;07:00;08:00;61;69;-
11.03.2023;08:00;09:00;61;69;-
11.03.2023;09:00;10:00;72;69;-
11.03.2023;10:00;11:00;62;69;-
11.03.2023;11:00;12:00;59;68;-
11.03.2023;12:00;13:00;59;68;-
11.03.2023;13:00;14:00;59;64;-
11.03.2023;14:00;15:00;55;65;-
11.03.2023;15:00;16:00;55;56;-
11.03.2023;16:00;17:00;54;62;-
11.03.2023;17:00;18:00;59;65;-
11.03.2023;18:00;19:00;86;69;-
11.03.2023;19:00;20:00;89;68;-
11.03.2023;20:00;21:00;83;68;-
11.03.2023;21:00;22:00;63;68;-
11.03.2023;22:00;23:00;63;68;-
11.03.2023;23:00;00:00;63;67;-
12.03.2023;00:00;01:00;64;66;-
12.03.2023;01:00;02:00;64;65;-
12.03.2023;02:00;03:00;63;65;-
12.03.2023;03:00;04:00;63;64;-
12.03.2023;04:00;05:00;63;65;-
12.03.2023;05:00;06:00;62;65;-
12.03.2023;06:00;07:00;58;66;-
12.03.2023;07:00;08:00;56;67;-
12.03.2023;08:00;09:00;56;66;-
12.03.2023;09:00;10:00;54;66;-
12.03.2023;10:00;11:00;54;64;-
12.03.2023;11:00;12:00;54;63;-
12.03.2023;12:00;13:00;51;60;-
12.03.2023;13:00;14:00;51;61;-
12.03.2023;14:00;15:00;51;57;-
12.03.2023;15:00;16:00;51;59;-
12.03.2023;16:00;17:00;52;58;-
12.03.2023;17:00;18:00;56;65;-
12.03.2023;18:00;19:00;59;63;-
12.03.2023;19:00;20:00;53;63;-
12.03.2023;20:00;21:00;57;61;-
12.03.2023;21:00;22:00;51;56;-
12.03.2023;22:00;23:00;50;56;-
12.03.2023;23:00;00:00;46;53;-
13.03.2023;00:00;01:00;48;53;-
13.03.2023;01:00;02:00;44;41;-
13.03.2023;02:00;03:00;38;34;-
13.03.2023;03:00;04:00;39;34;-
13.03.2023;04:00;05:00;43;39;-
13.03.2023;05:00;06:00;46;47;-
13.03.2023;06:00;07:00;47;51;-
13.03.2023;07:00;08:00;47;52;-
13.03.2023;08:00;09:00;46;51;-
13.03.2023;09:00;10:00;53;52;-
13.03.2023;10:00;11:00;58;50;-
13.03.2023;11:00;12:00;48;45;-
13.03.2023;12:00;13:00;42;43;-
13.03.2023;13:00;14:00;42;41;-
13.03.2023;14:00;15:00;43;30;-
13.03.2023;15:00;16:00;36;30;-
13.03.2023;16:00;17:00;36;31;-
13.03.2023;17:00;18:00;35;39;-
13.03.2023;18:00;19:00;34;53;-
13.03.2023;19:00;20:00;34;60;-
13.03.2023;20:00;21:00;34;60;-
13.03.2023;21:00;22:00;36;54;-
13.03.2023;22:00;23:00;39;39;-
13.03.2023;23:00;00:00;35;36;-
14.03.2023;00:00;01:00;33;33;-
14.03.2023;01:00;02:00;33;32;-
14.03.2023;02:00;03:00;33;32;-
14.03.2023;03:00;04:00;33;30;-
14.03.2023;04:00;05:00;33;32;-
14.03.2023;05:00;06:00;33;35;-
14.03.2023;06:00;07:00;39;40;-
14.03.2023;07:00;08:00;44;55;-
14.03.2023;08:00;09:00;44;54;-
14.03.2023;09:00;10:00;44;53;-
14.03.2023;10:00;11:00;44;53;-
14.03.2023;11:00;12:00;44;52;-
14.03.2023;12:00;13:00;45;51;-
14.03.2023;13:00;14:00;54;52;-
14.03.2023;14:00;15:00;52;53;-
14.03.2023;15:00;16:00;51;52;-
14.03.2023;16:00;17:00;49;53;-
14.03.2023;17:00;18:00;54;58;-
14.03.2023;18:00;19:00;86;88;-
14.03.2023;19:00;20:00;96;95;-
14.03.2023;20:00;21:00;89;88;-
14.03.2023;21:00;22:00;51;61;-
14.03.2023;22:00;23:00;52;62;-
14.03.2023;23:00;00:00;54;64;-
15.03.2023;00:00;01:00;71;74;-
15.03.2023;01:00;02:00;59;66;-
15.03.2023;02:00;03:00;58;63;-
15.03.2023;03:00;04:00;57;63;-
15.03.2023;04:00;05:00;57;61;-
15.03.2023;05:00;06:00;60;65;-
15.03.2023;06:00;07:00;77;76;-
15.03.2023;07:00;08:00;89;87;-
15.03.2023;08:00;09:00;90;89;-
15.03.2023;09:00;10:00;79;82;-
15.03.2023;10:00;11:00;58;64;-
15.03.2023;11:00;12:00;57;67;-
15.03.2023;12:00;13:00;57;64;-
15.03.2023;13:00;14:00;58;62;-
15.03.2023;14:00;15:00;61;62;-
15.03.2023;15:00;16:00;61;62;-
15.03.2023;16:00;17:00;60;61;-
15.03.2023;17:00;18:00;61;61;-
15.03.2023;18:00;19:00;85;82;-
15.03.2023;19:00;20:00;88;87;-
15.03.2023;20:00;21:00;87;88;-
15.03.2023;21:00;22:00;82;85;-
15.03.2023;22:00;23:00;58;69;-
15.03.2023;23:00;00:00;56;71;-
16.03.2023;00:00;01:00;55;67;-
16.03.2023;01:00;02:00;54;66;-
16.03.2023;02:00;03:00;55;69;-
16.03.2023;03:00;04:00;55;69;-
16.03.2023;04:00;05:00;55;68;-
16.03.2023;05:00;06:00;55;68;-
16.03.2023;06:00;07:00;55;69;-
16.03.2023;07:00;08:00;55;68;-
16.03.2023;08:00;09:00;56;69;-
16.03.2023;09:00;10:00;56;65;-
16.03.2023;10:00;11:00;56;60;-
16.03.2023;11:00;12:00;54;60;-
16.03.2023;12:00;13:00;51;57;-
16.03.2023;13:00;14:00;48;54;-
16.03.2023;14:00;15:00;48;54;-
16.03.2023;15:00;16:00;49;55;-
16.03.2023;16:00;17:00;50;53;-
16.03.2023;17:00;18:00;50;55;-
16.03.2023;18:00;19:00;50;54;-
16.03.2023;19:00;20:00;50;55;-
16.03.2023;20:00;21:00;50;55;-
16.03.2023;21:00;22:00;50;56;-
16.03.2023;22:00;23:00;50;56;-
16.03.2023;23:00;00:00;50;57;-
17.03.2023;00:00;01:00;50;53;-
17.03.2023;01:00;02:00;50;48;-
17.03.2023;02:00;03:00;50;51;-
17.03.2023;03:00;04:00;50;52;-
17.03.2023;04:00;05:00;49;51;-
17.03.2023;05:00;06:00;49;55;-
17.03.2023;06:00;07:00;49;55;-
17.03.2023;07:00;08:00;49;55;-
17.03.2023;08:00;09:00;49;52;-
17.03.2023;09:00;10:00;49;46;-
17.03.2023;10:00;11:00;49;41;-
17.03.2023;11:00;12:00;46;34;-
17.03.2023;12:00;13:00;45;36;-
17.03.2023;13:00;14:00;46;34;-
17.03.2023;14:00;15:00;44;36;-
17.03.2023;15:00;16:00;42;35;-
17.03.2023;16:00;17:00;64;48;-
17.03.2023;17:00;18:00;95;83;-
17.03.2023;18:00;19:00;100;99;-
17.03.2023;19:00;20:00;101;99;-
17.03.2023;20:00;21:00;83;86;-
17.03.2023;21:00;22:00;44;46;-
17.03.2023;22:00;23:00;41;42;-
17.03.2023;23:00;00:00;42;39;-
18.03.2023;00:00;01:00;43;35;-
18.03.2023;01:00;02:00;43;35;-
18.03.2023;02:00;03:00;43;35;-
18.03.2023;03:00;04:00;43;34;-
18.03.2023;04:00;05:00;43;34;-
18.03.2023;05:00;06:00;43;36;-
18.03.2023;06:00;07:00;42;45;-
18.03.2023;07:00;08:00;42;45;-
18.03.2023;08:00;09:00;42;46;-
18.03.2023;09:00;10:00;42;46;-
18.03.2023;10:00;11:00;41;46;-
18.03.2023;11:00;12:00;41;49;-
18.03.2023;12:00;13:00;48;45;-
18.03.2023;13:00;14:00;53;47;-
18.03.2023;14:00;15:00;40;43;-
18.03.2023;15:00;16:00;37;43;-
18.03.2023;16:00;17:00;37;44;-
18.03.2023;17:00;18:00;69;61;-
18.03.2023;18:00;19:00;103;93;-
18.03.2023;19:00;20:00;93;103;-
18.03.2023;20:00;21:00;81;92;-
18.03.2023;21:00;22:00;41;43;-
18.03.2023;22:00;23:00;37;36;-
18.03.2023;23:00;00:00;37;35;-
19.03.2023;00:00;01:00;37;36;-
19.03.2023;01:00;02:00;37;36;-
19.03.2023;02:00;03:00;38;35;-
19.03.2023;03:00;04:00;37;38;-
19.03.2023;04:00;05:00;38;37;-
19.03.2023;05:00;06:00;39;34;-
19.03.2023;06:00;07:00;39;34;-
19.03.2023;07:00;08:00;37;37;-
19.03.2023;08:00;09:00;38;37;-
19.03.2023;09:00;10:00;38;39;-
19.03.2023;10:00;11:00;46;36;-
19.03.2023;11:00;12:00;39;33;-
19.03.2023;12:00;13:00;36;33;-
19.03.2023;13:00;14:00;33;32;-
19.03.2023;14:00;15:00;33;31;-
19.03.2023;15:00;16:00;33;31;-
19.03.2023;16:00;17:00;56;46;-
19.03.2023;17:00;18:00;103;88;-
19.03.2023;18:00;19:00;107;103;-
19.03.2023;19:00;20:00;107;105;-
19.03.2023;20:00;21:00;107;106;-
19.03.2023;21:00;22:00;97;102;-
19.03.2023;22:00;23:00;54;59;-
19.03.2023;23:00;00:00;34;37;-
20.03.2023;00:00;01:00;32;34;-
20.03.2023;01:00;02:00;33;34;-
20.03.2023;02:00;03:00;33;35;-
20.03.2023;03:00;04:00;33;35;-
20.03.2023;04:00;05:00;34;38;-
20.03.2023;05:00;06:00;38;56;-
20.03.2023;06:00;07:00;53;94;-
20.03.2023;07:00;08:00;97;98;-
20.03.2023;08:00;09:00;99;98;-
20.03.2023;09:00;10:00;92;91;-
20.03.2023;10:00;11:00;48;48;-
20.03.2023;11:00;12:00;44;48;-
20.03.2023;12:00;13:00;44;50;-
20.03.2023;13:00;14:00;44;51;-
20.03.2023;14:00;15:00;49;57;-
20.03.2023;15:00;16:00;83;94;-
20.03.2023;16:00;17:00;99;100;-
20.03.2023;17:00;18:00;99;99;-
20.03.2023;18:00;19:00;99;99;-
20.03.2023;19:00;20:00;100;101;-
20.03.2023;20:00;21:00;99;101;-
20.03.2023;21:00;22:00;98;99;-
20.03.2023;22:00;23:00;73;83;-
20.03.2023;23:00;00:00;41;49;-
21.03.2023;00:00;01:00;42;46;-
21.03.2023;01:00;02:00;43;43;-
21.03.2023;02:00;03:00;43;44;-
21.03.2023;03:00;04:00;43;44;-
21.03.2023;04:00;05:00;42;44;-
21.03.2023;05:00;06:00;56;56;-
21.03.2023;06:00;07:00;94;92;-
21.03.2023;07:00;08:00;99;96;-
21.03.2023;08:00;09:00;93;91;-
21.03.2023;09:00;10:00;48;53;-
21.03.2023;10:00;11:00;43;50;-
21.03.2023;11:00;12:00;43;49;-
21.03.2023;12:00;13:00;44;49;-
21.03.2023;13:00;14:00;44;48;-
21.03.2023;14:00;15:00;44;52;-
21.03.2023;15:00;16:00;43;50;-
21.03.2023;16:00;17:00;42;49;-
21.03.2023;17:00;18:00;46;55;-
21.03.2023;18:00;19:00;78;93;-
21.03.2023;19:00;20:00;96;98;-
21.03.2023;20:00;21:00;87;91;-
21.03.2023;21:00;22:00;56;54;-
21.03.2023;22:00;23:00;41;42;-
21.03.2023;23:00;00:00;42;44;-
22.03.2023;00:00;01:00;42;41;-
22.03.2023;01:00;02:00;42;40;-
22.03.2023;02:00;03:00;42;38;-
22.03.2023;03:00;04:00;41;38;-
22.03.2023;04:00;05:00;42;41;-
22.03.2023;05:00;06:00;43;41;-
22.03.2023;06:00;07:00;42;41;-
22.03.2023;07:00;08:00;42;47;-
22.03.2023;08:00;09:00;42;50;-
22.03.2023;09:00;10:00;43;51;-
22.03.2023;10:00;11:00;44;54;-
22.03.2023;11:00;12:00;41;48;-
22.03.2023;12:00;13:00;37;38;-
22.03.2023;13:00;14:00;37;39;-
22.03.2023;14:00;15:00;35;36;-
22.03.2023;15:00;16:00;35;36;-
22.03.2023;16:00;17:00;38;35;-
22.03.2023;17:00;18:00;38;36;-
22.03.2023;18:00;19:00;39;46;-
22.03.2023;19:00;20:00;43;47;-
22.03.2023;20:00;21:00;47;44;-
22.03.2023;21:00;22:00;48;47;-
22.03.2023;22:00;23:00;40;38;-
22.03.2023;23:00;00:00;36;34;-
23.03.2023;00:00;01:00;36;34;-
23.03.2023;01:00;02:00;35;33;-
23.03.2023;02:00;03:00;35;31;-
23.03.2023;03:00;04:00;36;32;-
23.03.2023;04:00;05:00;35;33;-
23.03.2023;05:00;06:00;39;40;-
23.03.2023;06:00;07:00;42;44;-
23.03.2023;07:00;08:00;42;43;-
23.03.2023;08:00;09:00;42;42;-
23.03.2023;09:00;10:00;45;42;-
23.03.2023;10:00;11:00;52;50;-
23.03.2023;11:00;12:00;45;37;-
