Datum;Anfang;Ende;Generation_DE Heizkraftwerk Wedel Block 2 [MW] Originalauflösungen;Generation_DE Heizkraftwerk Wedel Block 1 [MW] Originalauflösungen;Generation_DE GTKW Wedel [MW] Originalauflösungen
27.01.2023;10:00;11:00;93;94;-
27.01.2023;11:00;12:00;90;93;-
27.01.2023;12:00;13:00;89;91;-
27.01.2023;13:00;14:00;92;96;-
27.01.2023;14:00;15:00;92;92;-
27.01.2023;15:00;16:00;92;95;-
27.01.2023;16:00;17:00;93;93;-
27.01.2023;17:00;18:00;92;93;-
27.01.2023;18:00;19:00;91;94;-
27.01.2023;19:00;20:00;92;92;-
27.01.2023;20:00;21:00;92;91;-
27.01.2023;21:00;22:00;91;91;-
27.01.2023;22:00;23:00;91;93;-
27.01.2023;23:00;00:00;94;95;-
28.01.2023;00:00;01:00;94;95;-
28.01.2023;01:00;02:00;94;94;-
28.01.2023;02:00;03:00;93;94;-
28.01.2023;03:00;04:00;90;93;-
28.01.2023;04:00;05:00;55;71;-
28.01.2023;05:00;06:00;56;67;-
28.01.2023;06:00;07:00;60;69;-
28.01.2023;07:00;08:00;87;89;-
28.01.2023;08:00;09:00;92;94;-
28.01.2023;09:00;10:00;90;94;-
28.01.2023;10:00;11:00;90;94;-
28.01.2023;11:00;12:00;89;91;-
28.01.2023;12:00;13:00;89;90;-
28.01.2023;13:00;14:00;89;92;-
28.01.2023;14:00;15:00;91;92;-
28.01.2023;15:00;16:00;93;92;-
28.01.2023;16:00;17:00;91;93;-
28.01.2023;17:00;18:00;91;94;-
28.01.2023;18:00;19:00;91;93;-
28.01.2023;19:00;20:00;91;92;-
28.01.2023;20:00;21:00;92;93;-
28.01.2023;21:00;22:00;92;94;-
28.01.2023;22:00;23:00;92;95;-
28.01.2023;23:00;00:00;93;95;-
29.01.2023;00:00;01:00;89;94;-
29.01.2023;01:00;02:00;52;66;-
29.01.2023;02:00;03:00;36;79;-
29.01.2023;03:00;04:00;36;76;-
29.01.2023;04:00;05:00;36;77;-
29.01.2023;05:00;06:00;35;77;-
29.01.2023;06:00;07:00;35;77;-
29.01.2023;07:00;08:00;35;78;-
29.01.2023;08:00;09:00;35;79;-
29.01.2023;09:00;10:00;36;80;-
29.01.2023;10:00;11:00;36;79;-
29.01.2023;11:00;12:00;38;78;-
29.01.2023;12:00;13:00;53;67;-
29.01.2023;13:00;14:00;56;61;-
29.01.2023;14:00;15:00;56;60;-
29.01.2023;15:00;16:00;55;61;-
29.01.2023;16:00;17:00;54;61;-
29.01.2023;17:00;18:00;55;61;-
29.01.2023;18:00;19:00;55;63;-
29.01.2023;19:00;20:00;54;62;-
29.01.2023;20:00;21:00;54;61;-
29.01.2023;21:00;22:00;54;65;-
29.01.2023;22:00;23:00;53;63;-
29.01.2023;23:00;00:00;52;63;-
30.01.2023;00:00;01:00;48;60;-
30.01.2023;01:00;02:00;46;61;-
30.01.2023;02:00;03:00;46;59;-
30.01.2023;03:00;04:00;48;62;-
30.01.2023;04:00;05:00;49;62;-
30.01.2023;05:00;06:00;47;61;-
30.01.2023;06:00;07:00;46;58;-
30.01.2023;07:00;08:00;46;57;-
30.01.2023;08:00;09:00;46;57;-
30.01.2023;09:00;10:00;46;57;-
30.01.2023;10:00;11:00;47;56;-
30.01.2023;11:00;12:00;47;59;-
30.01.2023;12:00;13:00;77;91;-
30.01.2023;13:00;14:00;95;95;-
30.01.2023;14:00;15:00;96;97;-
30.01.2023;15:00;16:00;97;90;-
30.01.2023;16:00;17:00;97;96;-
30.01.2023;17:00;18:00;94;96;-
30.01.2023;18:00;19:00;95;95;-
30.01.2023;19:00;20:00;97;97;-
30.01.2023;20:00;21:00;94;96;-
30.01.2023;21:00;22:00;58;97;-
30.01.2023;22:00;23:00;45;94;-
30.01.2023;23:00;00:00;45;66;-
31.01.2023;00:00;01:00;46;62;-
31.01.2023;01:00;02:00;50;60;-
31.01.2023;02:00;03:00;50;60;-
31.01.2023;03:00;04:00;50;60;-
31.01.2023;04:00;05:00;51;61;-
31.01.2023;05:00;06:00;59;65;-
31.01.2023;06:00;07:00;95;90;-
31.01.2023;07:00;08:00;96;96;-
31.01.2023;08:00;09:00;95;94;-
31.01.2023;09:00;10:00;94;94;-
31.01.2023;10:00;11:00;90;88;-
31.01.2023;11:00;12:00;53;62;-
31.01.2023;12:00;13:00;48;61;-
31.01.2023;13:00;14:00;48;60;-
31.01.2023;14:00;15:00;50;60;-
31.01.2023;15:00;16:00;48;60;-
31.01.2023;16:00;17:00;47;58;-
31.01.2023;17:00;18:00;47;57;-
31.01.2023;18:00;19:00;47;57;-
31.01.2023;19:00;20:00;47;58;-
31.01.2023;20:00;21:00;46;58;-
31.01.2023;21:00;22:00;46;57;-
31.01.2023;22:00;23:00;47;58;-
31.01.2023;23:00;00:00;47;59;-
01.02.2023;00:00;01:00;46;59;-
01.02.2023;01:00;02:00;47;58;-
01.02.2023;02:00;03:00;46;59;-
01.02.2023;03:00;04:00;46;58;-
01.02.2023;04:00;05:00;46;57;-
01.02.2023;05:00;06:00;46;58;-
01.02.2023;06:00;07:00;46;58;-
01.02.2023;07:00;08:00;50;58;-
01.02.2023;08:00;09:00;51;58;-
01.02.2023;09:00;10:00;52;59;-
01.02.2023;10:00;11:00;52;59;-
01.02.2023;11:00;12:00;58;60;-
01.02.2023;12:00;13:00;89;67;-
01.02.2023;13:00;14:00;93;67;-
01.02.2023;14:00;15:00;93;66;-
01.02.2023;15:00;16:00;93;71;-
01.02.2023;16:00;17:00;93;91;-
01.02.2023;17:00;18:00;94;93;-
01.02.2023;18:00;19:00;94;95;-
01.02.2023;19:00;20:00;94;94;-
01.02.2023;20:00;21:00;58;62;-
01.02.2023;21:00;22:00;48;57;-
01.02.2023;22:00;23:00;49;57;-
01.02.2023;23:00;00:00;48;57;-
02.02.2023;00:00;01:00;49;58;-
02.02.2023;01:00;02:00;48;58;-
02.02.2023;02:00;03:00;45;57;-
02.02.2023;03:00;04:00;44;58;-
02.02.2023;04:00;05:00;45;59;-
02.02.2023;05:00;06:00;48;58;-
02.02.2023;06:00;07:00;63;63;-
02.02.2023;07:00;08:00;97;86;-
02.02.2023;08:00;09:00;99;96;-
02.02.2023;09:00;10:00;98;95;-
02.02.2023;10:00;11:00;99;95;-
02.02.2023;11:00;12:00;100;94;-
02.02.2023;12:00;13:00;100;94;-
02.02.2023;13:00;14:00;99;97;-
02.02.2023;14:00;15:00;99;98;-
02.02.2023;15:00;16:00;99;98;-
02.02.2023;16:00;17:00;99;97;-
02.02.2023;17:00;18:00;99;97;-
02.02.2023;18:00;19:00;97;96;-
02.02.2023;19:00;20:00;97;99;-
02.02.2023;20:00;21:00;93;92;-
02.02.2023;21:00;22:00;57;60;-
02.02.2023;22:00;23:00;45;56;-
02.02.2023;23:00;00:00;43;54;-
03.02.2023;00:00;01:00;47;57;-
03.02.2023;01:00;02:00;47;58;-
03.02.2023;02:00;03:00;43;58;-
03.02.2023;03:00;04:00;43;58;-
03.02.2023;04:00;05:00;43;59;-
03.02.2023;05:00;06:00;47;58;-
03.02.2023;06:00;07:00;48;54;-
03.02.2023;07:00;08:00;36;40;-
03.02.2023;08:00;09:00;48;53;-
03.02.2023;09:00;10:00;46;58;-
03.02.2023;10:00;11:00;46;56;-
03.02.2023;11:00;12:00;47;66;-
03.02.2023;12:00;13:00;47;61;-
03.02.2023;13:00;14:00;47;64;-
03.02.2023;14:00;15:00;46;61;-
03.02.2023;15:00;16:00;46;60;-
03.02.2023;16:00;17:00;46;61;-
03.02.2023;17:00;18:00;46;61;-
03.02.2023;18:00;19:00;46;60;-
03.02.2023;19:00;20:00;45;61;-
03.02.2023;20:00;21:00;46;61;-
03.02.2023;21:00;22:00;44;62;-
03.02.2023;22:00;23:00;46;61;-
03.02.2023;23:00;00:00;46;60;-
04.02.2023;00:00;01:00;46;58;-
04.02.2023;01:00;02:00;46;57;-
04.02.2023;02:00;03:00;48;55;-
04.02.2023;03:00;04:00;49;57;-
04.02.2023;04:00;05:00;53;61;-
04.02.2023;05:00;06:00;52;62;-
04.02.2023;06:00;07:00;54;64;-
04.02.2023;07:00;08:00;67;73;-
04.02.2023;08:00;09:00;64;71;-
04.02.2023;09:00;10:00;64;85;-
04.02.2023;10:00;11:00;73;95;-
04.02.2023;11:00;12:00;85;94;-
04.02.2023;12:00;13:00;62;71;-
04.02.2023;13:00;14:00;49;63;-
04.02.2023;14:00;15:00;51;65;-
04.02.2023;15:00;16:00;53;77;-
04.02.2023;16:00;17:00;88;92;-
04.02.2023;17:00;18:00;94;92;-
04.02.2023;18:00;19:00;94;91;-
04.02.2023;19:00;20:00;93;91;-
04.02.2023;20:00;21:00;90;90;-
04.02.2023;21:00;22:00;68;69;-
04.02.2023;22:00;23:00;86;71;-
04.02.2023;23:00;00:00;88;73;-
05.02.2023;00:00;01:00;90;87;-
05.02.2023;01:00;02:00;88;85;-
05.02.2023;02:00;03:00;65;67;-
05.02.2023;03:00;04:00;59;67;-
05.02.2023;04:00;05:00;59;67;-
05.02.2023;05:00;06:00;59;66;-
05.02.2023;06:00;07:00;58;65;-
05.02.2023;07:00;08:00;57;67;-
05.02.2023;08:00;09:00;57;68;-
05.02.2023;09:00;10:00;57;67;-
05.02.2023;10:00;11:00;57;68;-
05.02.2023;11:00;12:00;58;67;-
05.02.2023;12:00;13:00;56;66;-
05.02.2023;13:00;14:00;56;61;-
05.02.2023;14:00;15:00;61;65;-
05.02.2023;15:00;16:00;91;89;-
05.02.2023;16:00;17:00;91;92;-
05.02.2023;17:00;18:00;91;93;-
05.02.2023;18:00;19:00;92;93;-
05.02.2023;19:00;20:00;92;94;-
05.02.2023;20:00;21:00;93;95;-
05.02.2023;21:00;22:00;93;95;-
05.02.2023;22:00;23:00;92;94;-
05.02.2023;23:00;00:00;67;92;-
06.02.2023;00:00;01:00;55;92;-
06.02.2023;01:00;02:00;63;91;-
06.02.2023;02:00;03:00;91;90;-
06.02.2023;03:00;04:00;93;90;-
06.02.2023;04:00;05:00;93;90;-
06.02.2023;05:00;06:00;93;89;-
06.02.2023;06:00;07:00;93;90;-
06.02.2023;07:00;08:00;93;90;-
06.02.2023;08:00;09:00;93;89;-
06.02.2023;09:00;10:00;93;88;-
06.02.2023;10:00;11:00;92;87;-
06.02.2023;11:00;12:00;92;88;-
06.02.2023;12:00;13:00;92;87;-
06.02.2023;13:00;14:00;91;88;-
06.02.2023;14:00;15:00;91;91;-
06.02.2023;15:00;16:00;90;88;-
06.02.2023;16:00;17:00;89;90;-
06.02.2023;17:00;18:00;89;90;-
06.02.2023;18:00;19:00;91;91;-
06.02.2023;19:00;20:00;92;90;-
06.02.2023;20:00;21:00;90;91;-
06.02.2023;21:00;22:00;89;89;-
06.02.2023;22:00;23:00;89;91;-
06.02.2023;23:00;00:00;91;92;-
07.02.2023;00:00;01:00;91;92;-
07.02.2023;01:00;02:00;90;91;-
07.02.2023;02:00;03:00;90;91;-
07.02.2023;03:00;04:00;90;91;-
07.02.2023;04:00;05:00;88;90;-
07.02.2023;05:00;06:00;88;90;-
07.02.2023;06:00;07:00;89;90;-
07.02.2023;07:00;08:00;89;90;-
07.02.2023;08:00;09:00;89;91;-
07.02.2023;09:00;10:00;88;91;-
07.02.2023;10:00;11:00;88;90;-
07.02.2023;11:00;12:00;91;88;-
07.02.2023;12:00;13:00;91;89;-
07.02.2023;13:00;14:00;92;89;-
07.02.2023;14:00;15:00;88;90;-
07.02.2023;15:00;16:00;87;90;-
07.02.2023;16:00;17:00;85;90;-
07.02.2023;17:00;18:00;86;90;-
07.02.2023;18:00;19:00;86;91;-
07.02.2023;19:00;20:00;87;88;-
07.02.2023;20:00;21:00;87;91;-
07.02.2023;21:00;22:00;89;92;-
07.02.2023;22:00;23:00;89;92;-
07.02.2023;23:00;00:00;88;92;-
08.02.2023;00:00;01:00;87;91;-
08.02.2023;01:00;02:00;88;91;-
08.02.2023;02:00;03:00;87;91;-
08.02.2023;03:00;04:00;87;90;-
08.02.2023;04:00;05:00;87;90;-
08.02.2023;05:00;06:00;86;90;-
08.02.2023;06:00;07:00;86;90;-
08.02.2023;07:00;08:00;86;89;-
08.02.2023;08:00;09:00;86;89;-
08.02.2023;09:00;10:00;84;89;-
08.02.2023;10:00;11:00;56;86;-
08.02.2023;11:00;12:00;48;78;-
08.02.2023;12:00;13:00;49;79;-
08.02.2023;13:00;14:00;55;75;-
08.02.2023;14:00;15:00;56;75;-
08.02.2023;15:00;16:00;56;76;-
08.02.2023;16:00;17:00;68;81;-
08.02.2023;17:00;18:00;85;88;-
08.02.2023;18:00;19:00;86;88;-
08.02.2023;19:00;20:00;85;89;-
08.02.2023;20:00;21:00;85;87;-
08.02.2023;21:00;22:00;85;89;-
08.02.2023;22:00;23:00;84;86;-
08.02.2023;23:00;00:00;78;51;-
09.02.2023;00:00;01:00;77;42;-
09.02.2023;01:00;02:00;77;42;-
09.02.2023;02:00;03:00;77;42;-
09.02.2023;03:00;04:00;77;42;-
09.02.2023;04:00;05:00;77;42;-
09.02.2023;05:00;06:00;77;59;-
09.02.2023;06:00;07:00;80;73;-
09.02.2023;07:00;08:00;84;88;-
09.02.2023;08:00;09:00;79;93;-
09.02.2023;09:00;10:00;53;87;-
09.02.2023;10:00;11:00;49;72;-
09.02.2023;11:00;12:00;50;74;-
09.02.2023;12:00;13:00;50;73;-
09.02.2023;13:00;14:00;49;76;-
09.02.2023;14:00;15:00;49;83;-
09.02.2023;15:00;16:00;83;90;-
09.02.2023;16:00;17:00;88;88;-
09.02.2023;17:00;18:00;87;85;-
09.02.2023;18:00;19:00;88;88;-
09.02.2023;19:00;20:00;87;87;-
09.02.2023;20:00;21:00;87;87;-
09.02.2023;21:00;22:00;86;87;-
09.02.2023;22:00;23:00;84;83;-
09.02.2023;23:00;00:00;63;65;-
10.02.2023;00:00;01:00;61;64;-
10.02.2023;01:00;02:00;61;82;-
10.02.2023;02:00;03:00;61;85;-
10.02.2023;03:00;04:00;58;83;-
10.02.2023;04:00;05:00;58;83;-
10.02.2023;05:00;06:00;68;88;-
10.02.2023;06:00;07:00;87;90;-
10.02.2023;07:00;08:00;87;91;-
10.02.2023;08:00;09:00;85;90;-
10.02.2023;09:00;10:00;75;77;-
10.02.2023;10:00;11:00;60;71;-
10.02.2023;11:00;12:00;57;71;-
10.02.2023;12:00;13:00;56;69;-
10.02.2023;13:00;14:00;54;69;-
10.02.2023;14:00;15:00;54;66;-
10.02.2023;15:00;16:00;53;64;-
10.02.2023;16:00;17:00;52;63;-
10.02.2023;17:00;18:00;52;62;-
10.02.2023;18:00;19:00;53;60;-
10.02.2023;19:00;20:00;52;59;-
10.02.2023;20:00;21:00;52;64;-
10.02.2023;21:00;22:00;52;63;-
10.02.2023;22:00;23:00;52;63;-
10.02.2023;23:00;00:00;52;60;-
11.02.2023;00:00;01:00;51;60;-
11.02.2023;01:00;02:00;49;61;-
11.02.2023;02:00;03:00;49;71;-
11.02.2023;03:00;04:00;47;86;-
11.02.2023;04:00;05:00;46;69;-
11.02.2023;05:00;06:00;45;66;-
11.02.2023;06:00;07:00;45;66;-
11.02.2023;07:00;08:00;45;66;-
11.02.2023;08:00;09:00;45;56;-
11.02.2023;09:00;10:00;46;55;-
11.02.2023;10:00;11:00;44;57;-
11.02.2023;11:00;12:00;43;57;-
11.02.2023;12:00;13:00;44;58;-
11.02.2023;13:00;14:00;43;59;-
11.02.2023;14:00;15:00;44;59;-
11.02.2023;15:00;16:00;47;65;-
11.02.2023;16:00;17:00;78;91;-
11.02.2023;17:00;18:00;92;87;-
11.02.2023;18:00;19:00;90;86;-
11.02.2023;19:00;20:00;90;91;-
11.02.2023;20:00;21:00;92;94;-
11.02.2023;21:00;22:00;93;95;-
11.02.2023;22:00;23:00;96;95;-
11.02.2023;23:00;00:00;96;96;-
12.02.2023;00:00;01:00;97;97;-
12.02.2023;01:00;02:00;97;97;-
12.02.2023;02:00;03:00;97;97;-
12.02.2023;03:00;04:00;93;93;-
12.02.2023;04:00;05:00;52;62;-
12.02.2023;05:00;06:00;47;56;-
12.02.2023;06:00;07:00;49;82;-
12.02.2023;07:00;08:00;80;96;-
12.02.2023;08:00;09:00;97;98;-
12.02.2023;09:00;10:00;96;99;-
12.02.2023;10:00;11:00;95;97;-
12.02.2023;11:00;12:00;94;97;-
12.02.2023;12:00;13:00;92;95;-
12.02.2023;13:00;14:00;56;56;-
12.02.2023;14:00;15:00;50;69;-
12.02.2023;15:00;16:00;56;80;-
12.02.2023;16:00;17:00;89;93;-
12.02.2023;17:00;18:00;94;96;-
12.02.2023;18:00;19:00;93;95;-
12.02.2023;19:00;20:00;92;95;-
12.02.2023;20:00;21:00;96;97;-
12.02.2023;21:00;22:00;96;94;-
12.02.2023;22:00;23:00;97;95;-
12.02.2023;23:00;00:00;98;95;-
13.02.2023;00:00;01:00;99;97;-
13.02.2023;01:00;02:00;100;97;-
13.02.2023;02:00;03:00;99;95;-
13.02.2023;03:00;04:00;98;94;-
13.02.2023;04:00;05:00;68;69;-
13.02.2023;05:00;06:00;95;91;-
13.02.2023;06:00;07:00;96;93;-
13.02.2023;07:00;08:00;94;95;-
13.02.2023;08:00;09:00;93;96;-
13.02.2023;09:00;10:00;94;97;-
13.02.2023;10:00;11:00;94;94;-
13.02.2023;11:00;12:00;95;92;-
13.02.2023;12:00;13:00;95;92;-
13.02.2023;13:00;14:00;94;93;-
13.02.2023;14:00;15:00;97;93;-
13.02.2023;15:00;16:00;99;96;-
13.02.2023;16:00;17:00;99;100;-
13.02.2023;17:00;18:00;97;98;-
13.02.2023;18:00;19:00;97;95;-
13.02.2023;19:00;20:00;97;98;-
13.02.2023;20:00;21:00;97;95;-
13.02.2023;21:00;22:00;94;96;-
13.02.2023;22:00;23:00;95;89;-
13.02.2023;23:00;00:00;98;94;-
14.02.2023;00:00;01:00;94;93;-
14.02.2023;01:00;02:00;94;93;-
14.02.2023;02:00;03:00;94;94;-
14.02.2023;03:00;04:00;92;96;-
14.02.2023;04:00;05:00;93;97;-
14.02.2023;05:00;06:00;94;96;-
14.02.2023;06:00;07:00;95;96;-
14.02.2023;07:00;08:00;97;97;-
14.02.2023;08:00;09:00;95;101;-
14.02.2023;09:00;10:00;93;96;-
14.02.2023;10:00;11:00;91;95;-
14.02.2023;11:00;12:00;91;92;-
14.02.2023;12:00;13:00;93;91;-
14.02.2023;13:00;14:00;95;92;-
14.02.2023;14:00;15:00;97;94;-
14.02.2023;15:00;16:00;97;94;-
14.02.2023;16:00;17:00;97;95;-
14.02.2023;17:00;18:00;96;94;-
14.02.2023;18:00;19:00;95;93;-
14.02.2023;19:00;20:00;93;93;-
14.02.2023;20:00;21:00;71;91;-
14.02.2023;21:00;22:00;52;92;-
14.02.2023;22:00;23:00;61;90;-
14.02.2023;23:00;00:00;87;92;-
15.02.2023;00:00;01:00;79;90;-
15.02.2023;01:00;02:00;89;89;-
15.02.2023;02:00;03:00;90;90;-
15.02.2023;03:00;04:00;89;92;-
15.02.2023;04:00;05:00;88;91;-
15.02.2023;05:00;06:00;88;91;-
15.02.2023;06:00;07:00;91;93;-
15.02.2023;07:00;08:00;93;93;-
15.02.2023;08:00;09:00;93;94;-
15.02.2023;09:00;10:00;90;91;-
15.02.2023;10:00;11:00;90;91;-
15.02.2023;11:00;12:00;84;88;-
15.02.2023;12:00;13:00;53;59;-
15.02.2023;13:00;14:00;51;56;-
15.02.2023;14:00;15:00;73;83;-
15.02.2023;15:00;16:00;89;90;-
15.02.2023;16:00;17:00;91;92;-
15.02.2023;17:00;18:00;91;92;-
15.02.2023;18:00;19:00;88;89;-
15.02.2023;19:00;20:00;87;89;-
15.02.2023;20:00;21:00;88;89;-
15.02.2023;21:00;22:00;89;89;-
15.02.2023;22:00;23:00;89;88;-
15.02.2023;23:00;00:00;89;88;-
16.02.2023;00:00;01:00;89;91;-
16.02.2023;01:00;02:00;60;66;-
16.02.2023;02:00;03:00;48;58;-
16.02.2023;03:00;04:00;49;59;-
16.02.2023;04:00;05:00;47;59;-
16.02.2023;05:00;06:00;47;62;-
16.02.2023;06:00;07:00;82;90;-
16.02.2023;07:00;08:00;94;93;-
16.02.2023;08:00;09:00;94;94;-
16.02.2023;09:00;10:00;82;88;-
16.02.2023;10:00;11:00;48;58;-
16.02.2023;11:00;12:00;49;55;-
16.02.2023;12:00;13:00;49;55;-
16.02.2023;13:00;14:00;47;51;-
16.02.2023;14:00;15:00;47;54;-
16.02.2023;15:00;16:00;47;53;-
16.02.2023;16:00;17:00;50;57;-
16.02.2023;17:00;18:00;70;87;-
16.02.2023;18:00;19:00;90;94;-
16.02.2023;19:00;20:00;86;82;-
16.02.2023;20:00;21:00;57;53;-
16.02.2023;21:00;22:00;45;50;-
16.02.2023;22:00;23:00;43;51;-
16.02.2023;23:00;00:00;42;53;-
17.02.2023;00:00;01:00;43;49;-
17.02.2023;01:00;02:00;43;49;-
17.02.2023;02:00;03:00;43;49;-
17.02.2023;03:00;04:00;44;48;-
17.02.2023;04:00;05:00;43;45;-
17.02.2023;05:00;06:00;45;48;-
17.02.2023;06:00;07:00;44;50;-
17.02.2023;07:00;08:00;44;49;-
17.02.2023;08:00;09:00;44;58;-
17.02.2023;09:00;10:00;43;51;-
17.02.2023;10:00;11:00;45;52;-
17.02.2023;11:00;12:00;46;52;-
17.02.2023;12:00;13:00;45;65;-
17.02.2023;13:00;14:00;16;78;-
17.02.2023;14:00;15:00;0;77;-
17.02.2023;15:00;16:00;0;79;-
17.02.2023;16:00;17:00;0;78;-
17.02.2023;17:00;18:00;0;78;-
17.02.2023;18:00;19:00;0;78;-
17.02.2023;19:00;20:00;0;78;-
17.02.2023;20:00;21:00;0;79;-
17.02.2023;21:00;22:00;0;81;-
17.02.2023;22:00;23:00;0;76;-
17.02.2023;23:00;00:00;0;79;-
18.02.2023;00:00;01:00;0;79;-
18.02.2023;01:00;02:00;0;80;-
18.02.2023;02:00;03:00;0;77;-
18.02.2023;03:00;04:00;0;77;-
18.02.2023;04:00;05:00;0;78;-
18.02.2023;05:00;06:00;0;76;-
18.02.2023;06:00;07:00;0;76;-
18.02.2023;07:00;08:00;0;77;-
18.02.2023;08:00;09:00;0;76;-
18.02.2023;09:00;10:00;0;76;-
18.02.2023;10:00;11:00;0;75;-
18.02.2023;11:00;12:00;0;75;-
18.02.2023;12:00;13:00;0;75;-
18.02.2023;13:00;14:00;0;76;-
18.02.2023;14:00;15:00;0;76;-
18.02.2023;15:00;16:00;0;77;-
18.02.2023;16:00;17:00;0;75;-
18.02.2023;17:00;18:00;0;76;-
18.02.2023;18:00;19:00;0;78;-
18.02.2023;19:00;20:00;0;76;-
18.02.2023;20:00;21:00;0;76;-
18.02.2023;21:00;22:00;0;77;-
18.02.2023;22:00;23:00;0;78;-
18.02.2023;23:00;00:00;0;78;-
19.02.2023;00:00;01:00;0;78;-
19.02.2023;01:00;02:00;0;78;-
19.02.2023;02:00;03:00;0;78;-
19.02.2023;03:00;04:00;0;78;-
19.02.2023;04:00;05:00;0;77;-
19.02.2023;05:00;06:00;0;77;-
19.02.2023;06:00;07:00;0;76;-
19.02.2023;07:00;08:00;0;77;-
19.02.2023;08:00;09:00;0;76;-
19.02.2023;09:00;10:00;0;78;-
19.02.2023;10:00;11:00;0;78;-
19.02.2023;11:00;12:00;0;78;-
19.02.2023;12:00;13:00;0;78;-
19.02.2023;13:00;14:00;0;79;-
19.02.2023;14:00;15:00;0;79;-
19.02.2023;15:00;16:00;0;80;-
19.02.2023;16:00;17:00;0;80;-
19.02.2023;17:00;18:00;0;79;-
19.02.2023;18:00;19:00;0;79;-
19.02.2023;19:00;20:00;0;78;-
19.02.2023;20:00;21:00;0;76;-
19.02.2023;21:00;22:00;0;77;-
19.02.2023;22:00;23:00;0;79;-
19.02.2023;23:00;00:00;6;80;-
20.02.2023;00:00;01:00;7;80;-
20.02.2023;01:00;02:00;27;79;-
20.02.2023;02:00;03:00;29;80;-
20.02.2023;03:00;04:00;42;82;-
20.02.2023;04:00;05:00;52;83;-
20.02.2023;05:00;06:00;45;83;-
20.02.2023;06:00;07:00;45;68;-
20.02.2023;07:00;08:00;47;66;-
20.02.2023;08:00;09:00;49;66;-
20.02.2023;09:00;10:00;50;59;-
20.02.2023;10:00;11:00;51;58;-
20.02.2023;11:00;12:00;53;59;-
20.02.2023;12:00;13:00;52;55;-
20.02.2023;13:00;14:00;53;50;-
20.02.2023;14:00;15:00;55;54;-
20.02.2023;15:00;16:00;53;51;-
20.02.2023;16:00;17:00;55;51;-
20.02.2023;17:00;18:00;55;52;-
20.02.2023;18:00;19:00;55;52;-
20.02.2023;19:00;20:00;55;52;-
20.02.2023;20:00;21:00;55;51;-
20.02.2023;21:00;22:00;54;51;-
20.02.2023;22:00;23:00;56;52;-
20.02.2023;23:00;00:00;57;53;-
21.02.2023;00:00;01:00;48;52;-
21.02.2023;01:00;02:00;50;48;-
21.02.2023;02:00;03:00;50;48;-
21.02.2023;03:00;04:00;50;49;-
21.02.2023;04:00;05:00;50;48;-
21.02.2023;05:00;06:00;49;46;-
21.02.2023;06:00;07:00;45;53;-
21.02.2023;07:00;08:00;60;65;-
21.02.2023;08:00;09:00;53;52;-
21.02.2023;09:00;10:00;52;55;-
21.02.2023;10:00;11:00;51;54;-
21.02.2023;11:00;12:00;56;21;-
21.02.2023;12:00;13:00;68;0;-
21.02.2023;13:00;14:00;72;10;-
21.02.2023;14:00;15:00;54;32;-
21.02.2023;15:00;16:00;84;57;-
21.02.2023;16:00;17:00;91;71;-
21.02.2023;17:00;18:00;92;90;-
21.02.2023;18:00;19:00;92;92;-
21.02.2023;19:00;20:00;91;91;-
21.02.2023;20:00;21:00;93;91;-
21.02.2023;21:00;22:00;93;93;-
21.02.2023;22:00;23:00;94;95;-
21.02.2023;23:00;00:00;79;81;-
22.02.2023;00:00;01:00;53;49;-
22.02.2023;01:00;02:00;53;47;-
22.02.2023;02:00;03:00;55;47;-
22.02.2023;03:00;04:00;55;46;-
22.02.2023;04:00;05:00;56;46;-
22.02.2023;05:00;06:00;66;61;-
22.02.2023;06:00;07:00;88;89;-
22.02.2023;07:00;08:00;94;94;-
22.02.2023;08:00;09:00;95;95;-
22.02.2023;09:00;10:00;95;93;-
22.02.2023;10:00;11:00;89;81;-
22.02.2023;11:00;12:00;59;52;-
22.02.2023;12:00;13:00;53;52;-
22.02.2023;13:00;14:00;53;54;-
22.02.2023;14:00;15:00;53;54;-
22.02.2023;15:00;16:00;56;69;-
22.02.2023;16:00;17:00;90;94;-
22.02.2023;17:00;18:00;95;92;-
22.02.2023;18:00;19:00;94;94;-
22.02.2023;19:00;20:00;94;95;-
22.02.2023;20:00;21:00;95;95;-
22.02.2023;21:00;22:00;95;94;-
22.02.2023;22:00;23:00;83;78;-
22.02.2023;23:00;00:00;48;44;-
23.02.2023;00:00;01:00;44;41;-
23.02.2023;01:00;02:00;45;39;-
23.02.2023;02:00;03:00;46;41;-
23.02.2023;03:00;04:00;46;42;-
23.02.2023;04:00;05:00;45;39;-
23.02.2023;05:00;06:00;52;48;-
23.02.2023;06:00;07:00;85;69;-
23.02.2023;07:00;08:00;96;72;-
23.02.2023;08:00;09:00;97;73;-
23.02.2023;09:00;10:00;97;71;-
23.02.2023;10:00;11:00;97;71;-
23.02.2023;11:00;12:00;96;67;-
23.02.2023;12:00;13:00;97;75;-
23.02.2023;13:00;14:00;96;93;-
23.02.2023;14:00;15:00;95;94;-
23.02.2023;15:00;16:00;96;94;-
23.02.2023;16:00;17:00;96;94;-
23.02.2023;17:00;18:00;96;96;-
23.02.2023;18:00;19:00;97;96;-
23.02.2023;19:00;20:00;96;95;-
23.02.2023;20:00;21:00;96;95;-
23.02.2023;21:00;22:00;95;95;-
23.02.2023;22:00;23:00;82;94;-
