Datum;Anfang;Ende;Generation_DE HKW Reuter West Dampfturbine D [MW] Originalauflösungen;Generation_DE HKW Reuter West Dampfturbine E [MW] Originalauflösungen
19.02.2023;20:00;21:00;156;0
19.02.2023;21:00;22:00;156;0
19.02.2023;22:00;23:00;156;0
19.02.2023;23:00;00:00;144;0
20.02.2023;00:00;01:00;142;0
20.02.2023;01:00;02:00;108;0
20.02.2023;02:00;03:00;77;0
20.02.2023;03:00;04:00;78;0
20.02.2023;04:00;05:00;78;0
20.02.2023;05:00;06:00;87;0
20.02.2023;06:00;07:00;142;0
20.02.2023;07:00;08:00;142;0
20.02.2023;08:00;09:00;142;0
20.02.2023;09:00;10:00;114;0
20.02.2023;10:00;11:00;81;0
20.02.2023;11:00;12:00;80;0
20.02.2023;12:00;13:00;64;0
20.02.2023;13:00;14:00;62;0
20.02.2023;14:00;15:00;63;0
20.02.2023;15:00;16:00;63;0
20.02.2023;16:00;17:00;66;0
20.02.2023;17:00;18:00;139;0
20.02.2023;18:00;19:00;142;0
20.02.2023;19:00;20:00;143;0
20.02.2023;20:00;21:00;141;2
20.02.2023;21:00;22:00;142;28
20.02.2023;22:00;23:00;143;58
20.02.2023;23:00;00:00;143;102
21.02.2023;00:00;01:00;143;127
21.02.2023;01:00;02:00;143;127
21.02.2023;02:00;03:00;142;128
21.02.2023;03:00;04:00;143;127
21.02.2023;04:00;05:00;143;127
21.02.2023;05:00;06:00;143;127
21.02.2023;06:00;07:00;149;127
21.02.2023;07:00;08:00;153;130
21.02.2023;08:00;09:00;153;130
21.02.2023;09:00;10:00;152;124
21.02.2023;10:00;11:00;153;124
21.02.2023;11:00;12:00;153;126
21.02.2023;12:00;13:00;153;125
21.02.2023;13:00;14:00;153;125
21.02.2023;14:00;15:00;153;125
21.02.2023;15:00;16:00;192;125
21.02.2023;16:00;17:00;184;125
21.02.2023;17:00;18:00;194;124
21.02.2023;18:00;19:00;198;124
21.02.2023;19:00;20:00;194;125
21.02.2023;20:00;21:00;194;124
21.02.2023;21:00;22:00;194;125
21.02.2023;22:00;23:00;194;125
21.02.2023;23:00;00:00;187;127
22.02.2023;00:00;01:00;170;124
22.02.2023;01:00;02:00;146;123
22.02.2023;02:00;03:00;142;120
22.02.2023;03:00;04:00;142;121
22.02.2023;04:00;05:00;142;120
22.02.2023;05:00;06:00;142;121
22.02.2023;06:00;07:00;154;125
22.02.2023;07:00;08:00;173;125
22.02.2023;08:00;09:00;175;125
22.02.2023;09:00;10:00;174;123
22.02.2023;10:00;11:00;177;123
22.02.2023;11:00;12:00;177;123
22.02.2023;12:00;13:00;161;123
22.02.2023;13:00;14:00;157;126
22.02.2023;14:00;15:00;141;120
22.02.2023;15:00;16:00;160;123
22.02.2023;16:00;17:00;162;123
22.02.2023;17:00;18:00;162;123
22.02.2023;18:00;19:00;162;124
22.02.2023;19:00;20:00;162;125
22.02.2023;20:00;21:00;162;124
22.02.2023;21:00;22:00;162;127
22.02.2023;22:00;23:00;162;126
22.02.2023;23:00;00:00;150;121
23.02.2023;00:00;01:00;142;119
23.02.2023;01:00;02:00;159;122
23.02.2023;02:00;03:00;166;123
23.02.2023;03:00;04:00;166;123
23.02.2023;04:00;05:00;166;123
23.02.2023;05:00;06:00;166;122
23.02.2023;06:00;07:00;166;124
23.02.2023;07:00;08:00;166;125
23.02.2023;08:00;09:00;166;122
23.02.2023;09:00;10:00;166;122
23.02.2023;10:00;11:00;166;123
23.02.2023;11:00;12:00;166;123
23.02.2023;12:00;13:00;166;122
23.02.2023;13:00;14:00;166;122
23.02.2023;14:00;15:00;166;124
23.02.2023;15:00;16:00;166;124
23.02.2023;16:00;17:00;166;123
23.02.2023;17:00;18:00;166;124
23.02.2023;18:00;19:00;166;124
23.02.2023;19:00;20:00;166;124
23.02.2023;20:00;21:00;166;124
23.02.2023;21:00;22:00;166;124
23.02.2023;22:00;23:00;166;124
23.02.2023;23:00;00:00;165;123
24.02.2023;00:00;01:00;138;112
24.02.2023;01:00;02:00;135;111
24.02.2023;02:00;03:00;137;113
24.02.2023;03:00;04:00;138;112
24.02.2023;04:00;05:00;138;113
24.02.2023;05:00;06:00;159;122
24.02.2023;06:00;07:00;166;124
24.02.2023;07:00;08:00;166;123
24.02.2023;08:00;09:00;166;124
24.02.2023;09:00;10:00;166;122
24.02.2023;10:00;11:00;166;124
24.02.2023;11:00;12:00;153;134
24.02.2023;12:00;13:00;146;116
24.02.2023;13:00;14:00;155;118
24.02.2023;14:00;15:00;158;118
24.02.2023;15:00;16:00;158;118
24.02.2023;16:00;17:00;158;118
24.02.2023;17:00;18:00;163;118
24.02.2023;18:00;19:00;166;119
24.02.2023;19:00;20:00;145;119
24.02.2023;20:00;21:00;131;119
24.02.2023;21:00;22:00;133;119
24.02.2023;22:00;23:00;133;118
24.02.2023;23:00;00:00;128;119
25.02.2023;00:00;01:00;123;118
25.02.2023;01:00;02:00;123;119
25.02.2023;02:00;03:00;124;119
25.02.2023;03:00;04:00;125;118
25.02.2023;04:00;05:00;124;118
25.02.2023;05:00;06:00;125;119
25.02.2023;06:00;07:00;123;118
25.02.2023;07:00;08:00;123;119
25.02.2023;08:00;09:00;134;118
25.02.2023;09:00;10:00;133;117
25.02.2023;10:00;11:00;132;118
25.02.2023;11:00;12:00;133;119
25.02.2023;12:00;13:00;133;118
25.02.2023;13:00;14:00;133;118
25.02.2023;14:00;15:00;133;118
25.02.2023;15:00;16:00;133;118
25.02.2023;16:00;17:00;140;117
25.02.2023;17:00;18:00;142;118
25.02.2023;18:00;19:00;141;117
25.02.2023;19:00;20:00;142;118
25.02.2023;20:00;21:00;146;118
25.02.2023;21:00;22:00;143;119
25.02.2023;22:00;23:00;141;119
25.02.2023;23:00;00:00;140;118
26.02.2023;00:00;01:00;132;117
26.02.2023;01:00;02:00;124;118
26.02.2023;02:00;03:00;122;116
26.02.2023;03:00;04:00;124;118
26.02.2023;04:00;05:00;124;117
26.02.2023;05:00;06:00;124;118
26.02.2023;06:00;07:00;123;118
26.02.2023;07:00;08:00;125;118
26.02.2023;08:00;09:00;121;116
26.02.2023;09:00;10:00;130;117
26.02.2023;10:00;11:00;140;116
26.02.2023;11:00;12:00;142;118
26.02.2023;12:00;13:00;144;119
26.02.2023;13:00;14:00;153;119
26.02.2023;14:00;15:00;153;118
26.02.2023;15:00;16:00;152;118
26.02.2023;16:00;17:00;152;118
26.02.2023;17:00;18:00;154;118
26.02.2023;18:00;19:00;162;117
26.02.2023;19:00;20:00;162;118
26.02.2023;20:00;21:00;162;118
26.02.2023;21:00;22:00;161;118
26.02.2023;22:00;23:00;142;117
26.02.2023;23:00;00:00;124;118
27.02.2023;00:00;01:00;120;116
27.02.2023;01:00;02:00;123;118
27.02.2023;02:00;03:00;122;118
27.02.2023;03:00;04:00;122;118
27.02.2023;04:00;05:00;124;118
27.02.2023;05:00;06:00;124;117
27.02.2023;06:00;07:00;147;118
27.02.2023;07:00;08:00;171;117
27.02.2023;08:00;09:00;174;116
27.02.2023;09:00;10:00;173;114
27.02.2023;10:00;11:00;165;116
27.02.2023;11:00;12:00;152;121
27.02.2023;12:00;13:00;148;118
27.02.2023;13:00;14:00;148;119
27.02.2023;14:00;15:00;158;117
27.02.2023;15:00;16:00;165;119
27.02.2023;16:00;17:00;165;118
27.02.2023;17:00;18:00;165;119
27.02.2023;18:00;19:00;165;117
27.02.2023;19:00;20:00;167;118
27.02.2023;20:00;21:00;167;119
27.02.2023;21:00;22:00;165;119
27.02.2023;22:00;23:00;165;118
27.02.2023;23:00;00:00;165;119
28.02.2023;00:00;01:00;161;119
28.02.2023;01:00;02:00;128;119
28.02.2023;02:00;03:00;127;119
28.02.2023;03:00;04:00;127;119
28.02.2023;04:00;05:00;131;116
28.02.2023;05:00;06:00;134;115
28.02.2023;06:00;07:00;169;114
28.02.2023;07:00;08:00;178;112
28.02.2023;08:00;09:00;188;113
28.02.2023;09:00;10:00;193;112
28.02.2023;10:00;11:00;193;116
28.02.2023;11:00;12:00;192;115
28.02.2023;12:00;13:00;170;113
28.02.2023;13:00;14:00;165;114
28.02.2023;14:00;15:00;165;114
28.02.2023;15:00;16:00;171;113
28.02.2023;16:00;17:00;181;113
28.02.2023;17:00;18:00;181;114
28.02.2023;18:00;19:00;181;112
28.02.2023;19:00;20:00;181;115
28.02.2023;20:00;21:00;181;115
28.02.2023;21:00;22:00;181;115
28.02.2023;22:00;23:00;180;113
28.02.2023;23:00;00:00;169;112
01.03.2023;00:00;01:00;150;115
01.03.2023;01:00;02:00;138;112
01.03.2023;02:00;03:00;133;113
01.03.2023;03:00;04:00;133;114
01.03.2023;04:00;05:00;133;112
01.03.2023;05:00;06:00;132;112
01.03.2023;06:00;07:00;163;115
01.03.2023;07:00;08:00;189;114
01.03.2023;08:00;09:00;155;114
01.03.2023;09:00;10:00;136;115
01.03.2023;10:00;11:00;136;110
01.03.2023;11:00;12:00;140;100
01.03.2023;12:00;13:00;140;111
01.03.2023;13:00;14:00;140;111
01.03.2023;14:00;15:00;140;112
01.03.2023;15:00;16:00;140;115
01.03.2023;16:00;17:00;140;113
01.03.2023;17:00;18:00;166;114
01.03.2023;18:00;19:00;177;114
01.03.2023;19:00;20:00;177;115
01.03.2023;20:00;21:00;177;114
01.03.2023;21:00;22:00;144;111
01.03.2023;22:00;23:00;140;112
01.03.2023;23:00;00:00;140;113
02.03.2023;00:00;01:00;142;113
02.03.2023;01:00;02:00;148;112
02.03.2023;02:00;03:00;148;111
02.03.2023;03:00;04:00;148;111
02.03.2023;04:00;05:00;148;113
02.03.2023;05:00;06:00;148;114
02.03.2023;06:00;07:00;164;114
02.03.2023;07:00;08:00;176;114
02.03.2023;08:00;09:00;175;113
02.03.2023;09:00;10:00;163;113
02.03.2023;10:00;11:00;146;114
02.03.2023;11:00;12:00;140;114
02.03.2023;12:00;13:00;140;111
02.03.2023;13:00;14:00;140;110
02.03.2023;14:00;15:00;141;111
02.03.2023;15:00;16:00;141;115
02.03.2023;16:00;17:00;164;113
02.03.2023;17:00;18:00;181;114
02.03.2023;18:00;19:00;180;114
02.03.2023;19:00;20:00;177;112
02.03.2023;20:00;21:00;177;112
02.03.2023;21:00;22:00;181;113
02.03.2023;22:00;23:00;180;112
02.03.2023;23:00;00:00;153;112
03.03.2023;00:00;01:00;142;112
03.03.2023;01:00;02:00;139;112
03.03.2023;02:00;03:00;143;113
03.03.2023;03:00;04:00;143;112
03.03.2023;04:00;05:00;142;112
03.03.2023;05:00;06:00;146;112
03.03.2023;06:00;07:00;180;113
03.03.2023;07:00;08:00;189;112
03.03.2023;08:00;09:00;188;113
03.03.2023;09:00;10:00;188;111
03.03.2023;10:00;11:00;168;112
03.03.2023;11:00;12:00;143;112
03.03.2023;12:00;13:00;142;112
03.03.2023;13:00;14:00;142;112
03.03.2023;14:00;15:00;141;112
03.03.2023;15:00;16:00;142;113
03.03.2023;16:00;17:00;142;112
03.03.2023;17:00;18:00;142;112
03.03.2023;18:00;19:00;142;112
03.03.2023;19:00;20:00;142;112
03.03.2023;20:00;21:00;142;112
03.03.2023;21:00;22:00;142;113
03.03.2023;22:00;23:00;142;113
03.03.2023;23:00;00:00;130;113
04.03.2023;00:00;01:00;137;113
04.03.2023;01:00;02:00;142;114
04.03.2023;02:00;03:00;142;113
04.03.2023;03:00;04:00;142;114
04.03.2023;04:00;05:00;142;112
04.03.2023;05:00;06:00;141;116
04.03.2023;06:00;07:00;141;112
04.03.2023;07:00;08:00;141;113
04.03.2023;08:00;09:00;141;117
04.03.2023;09:00;10:00;141;120
04.03.2023;10:00;11:00;141;119
04.03.2023;11:00;12:00;141;120
04.03.2023;12:00;13:00;141;120
04.03.2023;13:00;14:00;141;120
04.03.2023;14:00;15:00;141;121
04.03.2023;15:00;16:00;142;120
04.03.2023;16:00;17:00;142;119
04.03.2023;17:00;18:00;162;120
04.03.2023;18:00;19:00;161;120
04.03.2023;19:00;20:00;146;121
04.03.2023;20:00;21:00;141;120
04.03.2023;21:00;22:00;140;119
04.03.2023;22:00;23:00;134;121
04.03.2023;23:00;00:00;132;121
05.03.2023;00:00;01:00;128;120
05.03.2023;01:00;02:00;127;121
05.03.2023;02:00;03:00;127;121
05.03.2023;03:00;04:00;128;121
05.03.2023;04:00;05:00;128;120
05.03.2023;05:00;06:00;127;121
05.03.2023;06:00;07:00;127;120
05.03.2023;07:00;08:00;128;122
05.03.2023;08:00;09:00;129;119
05.03.2023;09:00;10:00;128;121
05.03.2023;10:00;11:00;128;118
05.03.2023;11:00;12:00;128;120
05.03.2023;12:00;13:00;128;118
05.03.2023;13:00;14:00;128;118
05.03.2023;14:00;15:00;128;118
05.03.2023;15:00;16:00;128;120
05.03.2023;16:00;17:00;128;119
05.03.2023;17:00;18:00;128;122
05.03.2023;18:00;19:00;127;121
05.03.2023;19:00;20:00;128;120
05.03.2023;20:00;21:00;128;121
05.03.2023;21:00;22:00;128;120
05.03.2023;22:00;23:00;128;120
05.03.2023;23:00;00:00;128;119
06.03.2023;00:00;01:00;128;119
06.03.2023;01:00;02:00;128;120
06.03.2023;02:00;03:00;127;120
06.03.2023;03:00;04:00;128;121
06.03.2023;04:00;05:00;128;120
06.03.2023;05:00;06:00;134;122
06.03.2023;06:00;07:00;135;123
06.03.2023;07:00;08:00;136;122
06.03.2023;08:00;09:00;133;122
06.03.2023;09:00;10:00;132;122
06.03.2023;10:00;11:00;132;122
06.03.2023;11:00;12:00;132;122
06.03.2023;12:00;13:00;134;122
06.03.2023;13:00;14:00;136;122
06.03.2023;14:00;15:00;133;122
06.03.2023;15:00;16:00;132;123
06.03.2023;16:00;17:00;133;122
06.03.2023;17:00;18:00;135;122
06.03.2023;18:00;19:00;133;122
06.03.2023;19:00;20:00;133;122
06.03.2023;20:00;21:00;133;122
06.03.2023;21:00;22:00;133;122
06.03.2023;22:00;23:00;133;122
06.03.2023;23:00;00:00;133;122
07.03.2023;00:00;01:00;134;122
07.03.2023;01:00;02:00;138;122
07.03.2023;02:00;03:00;140;124
07.03.2023;03:00;04:00;142;124
07.03.2023;04:00;05:00;142;123
07.03.2023;05:00;06:00;140;124
07.03.2023;06:00;07:00;140;124
07.03.2023;07:00;08:00;129;114
07.03.2023;08:00;09:00;145;114
07.03.2023;09:00;10:00;147;114
07.03.2023;10:00;11:00;130;116
07.03.2023;11:00;12:00;126;113
07.03.2023;12:00;13:00;129;111
07.03.2023;13:00;14:00;130;115
07.03.2023;14:00;15:00;128;114
07.03.2023;15:00;16:00;127;113
07.03.2023;16:00;17:00;126;113
07.03.2023;17:00;18:00;128;113
07.03.2023;18:00;19:00;127;113
07.03.2023;19:00;20:00;134;115
07.03.2023;20:00;21:00;134;117
07.03.2023;21:00;22:00;134;114
07.03.2023;22:00;23:00;134;113
07.03.2023;23:00;00:00;134;115
08.03.2023;00:00;01:00;134;114
08.03.2023;01:00;02:00;137;116
08.03.2023;02:00;03:00;135;116
08.03.2023;03:00;04:00;136;116
08.03.2023;04:00;05:00;137;115
08.03.2023;05:00;06:00;138;117
08.03.2023;06:00;07:00;137;116
08.03.2023;07:00;08:00;138;117
08.03.2023;08:00;09:00;138;113
08.03.2023;09:00;10:00;138;113
08.03.2023;10:00;11:00;138;113
08.03.2023;11:00;12:00;138;113
08.03.2023;12:00;13:00;138;114
08.03.2023;13:00;14:00;138;117
08.03.2023;14:00;15:00;138;116
08.03.2023;15:00;16:00;138;115
08.03.2023;16:00;17:00;138;115
08.03.2023;17:00;18:00;138;117
08.03.2023;18:00;19:00;138;116
08.03.2023;19:00;20:00;138;114
08.03.2023;20:00;21:00;138;113
08.03.2023;21:00;22:00;138;113
08.03.2023;22:00;23:00;138;114
08.03.2023;23:00;00:00;138;114
09.03.2023;00:00;01:00;138;114
09.03.2023;01:00;02:00;137;114
09.03.2023;02:00;03:00;138;114
09.03.2023;03:00;04:00;137;116
09.03.2023;04:00;05:00;138;118
09.03.2023;05:00;06:00;138;114
09.03.2023;06:00;07:00;138;117
09.03.2023;07:00;08:00;142;117
09.03.2023;08:00;09:00;157;115
09.03.2023;09:00;10:00;172;114
09.03.2023;10:00;11:00;171;115
09.03.2023;11:00;12:00;162;114
09.03.2023;12:00;13:00;139;114
09.03.2023;13:00;14:00;136;117
09.03.2023;14:00;15:00;136;114
09.03.2023;15:00;16:00;136;114
09.03.2023;16:00;17:00;138;114
09.03.2023;17:00;18:00;137;114
09.03.2023;18:00;19:00;137;116
09.03.2023;19:00;20:00;136;116
09.03.2023;20:00;21:00;136;112
09.03.2023;21:00;22:00;136;115
09.03.2023;22:00;23:00;136;116
09.03.2023;23:00;00:00;136;115
10.03.2023;00:00;01:00;137;114
10.03.2023;01:00;02:00;137;116
10.03.2023;02:00;03:00;137;115
10.03.2023;03:00;04:00;138;117
10.03.2023;04:00;05:00;137;116
10.03.2023;05:00;06:00;136;116
10.03.2023;06:00;07:00;136;114
10.03.2023;07:00;08:00;136;115
10.03.2023;08:00;09:00;136;114
10.03.2023;09:00;10:00;136;114
10.03.2023;10:00;11:00;136;114
10.03.2023;11:00;12:00;136;115
10.03.2023;12:00;13:00;136;116
10.03.2023;13:00;14:00;136;116
10.03.2023;14:00;15:00;137;115
10.03.2023;15:00;16:00;138;116
10.03.2023;16:00;17:00;136;114
10.03.2023;17:00;18:00;136;114
10.03.2023;18:00;19:00;131;114
10.03.2023;19:00;20:00;128;115
10.03.2023;20:00;21:00;128;115
10.03.2023;21:00;22:00;128;116
10.03.2023;22:00;23:00;128;115
10.03.2023;23:00;00:00;128;114
11.03.2023;00:00;01:00;128;116
11.03.2023;01:00;02:00;129;116
11.03.2023;02:00;03:00;127;117
11.03.2023;03:00;04:00;129;116
11.03.2023;04:00;05:00;128;115
11.03.2023;05:00;06:00;129;117
11.03.2023;06:00;07:00;128;115
11.03.2023;07:00;08:00;129;114
11.03.2023;08:00;09:00;128;115
11.03.2023;09:00;10:00;128;114
11.03.2023;10:00;11:00;130;117
11.03.2023;11:00;12:00;126;113
11.03.2023;12:00;13:00;125;111
11.03.2023;13:00;14:00;132;113
11.03.2023;14:00;15:00;134;113
11.03.2023;15:00;16:00;132;111
11.03.2023;16:00;17:00;131;110
11.03.2023;17:00;18:00;133;111
11.03.2023;18:00;19:00;133;112
11.03.2023;19:00;20:00;133;110
11.03.2023;20:00;21:00;132;110
11.03.2023;21:00;22:00;132;110
11.03.2023;22:00;23:00;132;109
11.03.2023;23:00;00:00;132;109
12.03.2023;00:00;01:00;132;111
12.03.2023;01:00;02:00;132;112
12.03.2023;02:00;03:00;132;113
12.03.2023;03:00;04:00;135;113
12.03.2023;04:00;05:00;132;114
12.03.2023;05:00;06:00;134;116
12.03.2023;06:00;07:00;134;115
12.03.2023;07:00;08:00;134;115
12.03.2023;08:00;09:00;132;116
12.03.2023;09:00;10:00;134;115
12.03.2023;10:00;11:00;134;116
12.03.2023;11:00;12:00;132;116
12.03.2023;12:00;13:00;134;117
12.03.2023;13:00;14:00;133;119
12.03.2023;14:00;15:00;130;112
12.03.2023;15:00;16:00;129;113
12.03.2023;16:00;17:00;130;111
12.03.2023;17:00;18:00;129;112
12.03.2023;18:00;19:00;130;110
12.03.2023;19:00;20:00;130;110
12.03.2023;20:00;21:00;129;111
12.03.2023;21:00;22:00;129;111
12.03.2023;22:00;23:00;129;113
12.03.2023;23:00;00:00;127;115
13.03.2023;00:00;01:00;128;115
13.03.2023;01:00;02:00;129;118
13.03.2023;02:00;03:00;129;120
13.03.2023;03:00;04:00;129;120
13.03.2023;04:00;05:00;129;123
13.03.2023;05:00;06:00;129;120
13.03.2023;06:00;07:00;128;119
13.03.2023;07:00;08:00;129;121
13.03.2023;08:00;09:00;123;115
13.03.2023;09:00;10:00;100;71
13.03.2023;10:00;11:00;100;64
13.03.2023;11:00;12:00;102;67
13.03.2023;12:00;13:00;101;67
13.03.2023;13:00;14:00;102;68
13.03.2023;14:00;15:00;104;69
13.03.2023;15:00;16:00;102;65
13.03.2023;16:00;17:00;98;71
13.03.2023;17:00;18:00;106;81
13.03.2023;18:00;19:00;130;120
13.03.2023;19:00;20:00;128;122
13.03.2023;20:00;21:00;117;116
13.03.2023;21:00;22:00;101;66
13.03.2023;22:00;23:00;103;68
13.03.2023;23:00;00:00;100;60
14.03.2023;00:00;01:00;98;61
14.03.2023;01:00;02:00;101;62
14.03.2023;02:00;03:00;100;61
14.03.2023;03:00;04:00;100;61
14.03.2023;04:00;05:00;99;60
14.03.2023;05:00;06:00;108;81
14.03.2023;06:00;07:00;128;123
14.03.2023;07:00;08:00;130;121
14.03.2023;08:00;09:00;128;121
14.03.2023;09:00;10:00;129;120
14.03.2023;10:00;11:00;129;120
14.03.2023;11:00;12:00;130;121
14.03.2023;12:00;13:00;125;121
14.03.2023;13:00;14:00;126;121
14.03.2023;14:00;15:00;128;121
14.03.2023;15:00;16:00;131;120
14.03.2023;16:00;17:00;127;120
14.03.2023;17:00;18:00;128;120
14.03.2023;18:00;19:00;128;119
14.03.2023;19:00;20:00;128;120
14.03.2023;20:00;21:00;134;119
14.03.2023;21:00;22:00;137;117
14.03.2023;22:00;23:00;130;120
14.03.2023;23:00;00:00;129;118
15.03.2023;00:00;01:00;128;119
15.03.2023;01:00;02:00;129;120
15.03.2023;02:00;03:00;129;120
15.03.2023;03:00;04:00;129;121
15.03.2023;04:00;05:00;128;120
15.03.2023;05:00;06:00;129;121
15.03.2023;06:00;07:00;128;119
15.03.2023;07:00;08:00;128;123
15.03.2023;08:00;09:00;141;120
15.03.2023;09:00;10:00;190;121
15.03.2023;10:00;11:00;189;120
15.03.2023;11:00;12:00;181;119
15.03.2023;12:00;13:00;180;119
15.03.2023;13:00;14:00;182;119
15.03.2023;14:00;15:00;182;119
15.03.2023;15:00;16:00;169;120
15.03.2023;16:00;17:00;153;122
15.03.2023;17:00;18:00;177;120
15.03.2023;18:00;19:00;180;121
15.03.2023;19:00;20:00;150;119
15.03.2023;20:00;21:00;135;117
15.03.2023;21:00;22:00;138;119
15.03.2023;22:00;23:00;138;120
15.03.2023;23:00;00:00;138;121
16.03.2023;00:00;01:00;138;116
16.03.2023;01:00;02:00;137;116
16.03.2023;02:00;03:00;139;115
16.03.2023;03:00;04:00;139;116
16.03.2023;04:00;05:00;139;114
16.03.2023;05:00;06:00;136;117
16.03.2023;06:00;07:00;138;117
16.03.2023;07:00;08:00;140;115
16.03.2023;08:00;09:00;136;115
16.03.2023;09:00;10:00;135;113
16.03.2023;10:00;11:00;138;116
16.03.2023;11:00;12:00;140;115
16.03.2023;12:00;13:00;138;114
16.03.2023;13:00;14:00;138;117
16.03.2023;14:00;15:00;132;117
16.03.2023;15:00;16:00;127;116
16.03.2023;16:00;17:00;127;113
16.03.2023;17:00;18:00;127;114
16.03.2023;18:00;19:00;128;117
16.03.2023;19:00;20:00;128;117
16.03.2023;20:00;21:00;128;116
16.03.2023;21:00;22:00;128;115
16.03.2023;22:00;23:00;128;114
16.03.2023;23:00;00:00;128;114
17.03.2023;00:00;01:00;128;115
17.03.2023;01:00;02:00;128;117
17.03.2023;02:00;03:00;128;116
17.03.2023;03:00;04:00;128;117
17.03.2023;04:00;05:00;128;116
17.03.2023;05:00;06:00;129;116
17.03.2023;06:00;07:00;128;116
17.03.2023;07:00;08:00;129;117
17.03.2023;08:00;09:00;128;117
17.03.2023;09:00;10:00;125;117
17.03.2023;10:00;11:00;128;117
17.03.2023;11:00;12:00;129;117
17.03.2023;12:00;13:00;129;115
17.03.2023;13:00;14:00;129;117
17.03.2023;14:00;15:00;129;117
17.03.2023;15:00;16:00;130;118
17.03.2023;16:00;17:00;137;124
17.03.2023;17:00;18:00;138;123
17.03.2023;18:00;19:00;138;124
17.03.2023;19:00;20:00;138;124
17.03.2023;20:00;21:00;137;123
17.03.2023;21:00;22:00;137;124
17.03.2023;22:00;23:00;138;123
17.03.2023;23:00;00:00;138;123
18.03.2023;00:00;01:00;138;125
18.03.2023;01:00;02:00;137;124
18.03.2023;02:00;03:00;137;123
18.03.2023;03:00;04:00;134;124
18.03.2023;04:00;05:00;119;124
18.03.2023;05:00;06:00;125;125
18.03.2023;06:00;07:00;133;121
18.03.2023;07:00;08:00;128;117
18.03.2023;08:00;09:00;128;117
18.03.2023;09:00;10:00;127;119
18.03.2023;10:00;11:00;129;117
18.03.2023;11:00;12:00;128;117
18.03.2023;12:00;13:00;129;118
18.03.2023;13:00;14:00;130;121
18.03.2023;14:00;15:00;129;120
18.03.2023;15:00;16:00;129;117
18.03.2023;16:00;17:00;129;119
18.03.2023;17:00;18:00;150;124
18.03.2023;18:00;19:00;163;129
18.03.2023;19:00;20:00;162;126
18.03.2023;20:00;21:00;162;126
18.03.2023;21:00;22:00;162;126
18.03.2023;22:00;23:00;147;126
18.03.2023;23:00;00:00;136;126
19.03.2023;00:00;01:00;128;127
19.03.2023;01:00;02:00;129;126
19.03.2023;02:00;03:00;129;127
19.03.2023;03:00;04:00;126;130
19.03.2023;04:00;05:00;132;126
19.03.2023;05:00;06:00;129;126
19.03.2023;06:00;07:00;132;125
19.03.2023;07:00;08:00;128;127
19.03.2023;08:00;09:00;130;129
19.03.2023;09:00;10:00;128;118
19.03.2023;10:00;11:00;131;118
19.03.2023;11:00;12:00;131;119
19.03.2023;12:00;13:00;130;119
19.03.2023;13:00;14:00;129;118
19.03.2023;14:00;15:00;130;119
19.03.2023;15:00;16:00;129;120
19.03.2023;16:00;17:00;131;119
19.03.2023;17:00;18:00;156;129
19.03.2023;18:00;19:00;159;131
19.03.2023;19:00;20:00;158;126
19.03.2023;20:00;21:00;157;130
19.03.2023;21:00;22:00;158;127
19.03.2023;22:00;23:00;143;131
19.03.2023;23:00;00:00;135;128
20.03.2023;00:00;01:00;133;122
20.03.2023;01:00;02:00;133;124
20.03.2023;02:00;03:00;134;125
20.03.2023;03:00;04:00;134;124
20.03.2023;04:00;05:00;135;126
20.03.2023;05:00;06:00;142;123
20.03.2023;06:00;07:00;144;124
20.03.2023;07:00;08:00;162;124
20.03.2023;08:00;09:00;162;124
20.03.2023;09:00;10:00;160;124
20.03.2023;10:00;11:00;151;122
20.03.2023;11:00;12:00;129;122
20.03.2023;12:00;13:00;128;122
20.03.2023;13:00;14:00;152;123
20.03.2023;14:00;15:00;168;124
20.03.2023;15:00;16:00;166;122
20.03.2023;16:00;17:00;167;123
20.03.2023;17:00;18:00;158;123
20.03.2023;18:00;19:00;169;123
20.03.2023;19:00;20:00;167;124
20.03.2023;20:00;21:00;166;126
20.03.2023;21:00;22:00;167;127
20.03.2023;22:00;23:00;167;124
20.03.2023;23:00;00:00;139;123
21.03.2023;00:00;01:00;128;124
21.03.2023;01:00;02:00;125;119
21.03.2023;02:00;03:00;124;118
21.03.2023;03:00;04:00;124;121
21.03.2023;04:00;05:00;125;120
21.03.2023;05:00;06:00;140;124
21.03.2023;06:00;07:00;154;124
21.03.2023;07:00;08:00;157;125
21.03.2023;08:00;09:00;157;122
21.03.2023;09:00;10:00;145;123
21.03.2023;10:00;11:00;133;121
21.03.2023;11:00;12:00;124;116
21.03.2023;12:00;13:00;123;120
21.03.2023;13:00;14:00;127;123
21.03.2023;14:00;15:00;128;126
21.03.2023;15:00;16:00;129;124
21.03.2023;16:00;17:00;130;123
21.03.2023;17:00;18:00;128;123
21.03.2023;18:00;19:00;148;123
21.03.2023;19:00;20:00;150;123
21.03.2023;20:00;21:00;132;116
21.03.2023;21:00;22:00;127;115
21.03.2023;22:00;23:00;130;115
21.03.2023;23:00;00:00;130;113
22.03.2023;00:00;01:00;129;117
22.03.2023;01:00;02:00;130;116
22.03.2023;02:00;03:00;129;115
22.03.2023;03:00;04:00;129;116
22.03.2023;04:00;05:00;130;114
22.03.2023;05:00;06:00;129;117
22.03.2023;06:00;07:00;128;116
22.03.2023;07:00;08:00;130;116
