Date;Start;End;Generation_DE Marbach III GT (solo) [MW] Original resolutions;Generation_DE Kraftwerk Marbach GT 2 [MW] Original resolutions;Generation_DE Kraftwerk Marbach MAR 3 DT [MW] Original resolutions
No data for submitted query
