Datum;Anfang;Ende;Generation_DE RDK 4S [MW] Originalauflösungen;Generation_DE Rheinhafen-Dampfkraftwerk RDK 7 [MW] Originalauflösungen;Generation_DE Rheinhafen-Dampfkraftwerk RDK 8 [MW] Originalauflösungen
01.01.2023;00:00;01:00;-;222;0
01.01.2023;01:00;02:00;-;220;0
01.01.2023;02:00;03:00;-;221;0
01.01.2023;03:00;04:00;-;221;0
01.01.2023;04:00;05:00;-;221;0
01.01.2023;05:00;06:00;-;221;0
01.01.2023;06:00;07:00;-;222;0
01.01.2023;07:00;08:00;-;223;0
01.01.2023;08:00;09:00;-;221;0
01.01.2023;09:00;10:00;-;220;0
01.01.2023;10:00;11:00;-;219;0
01.01.2023;11:00;12:00;-;220;0
01.01.2023;12:00;13:00;-;219;0
01.01.2023;13:00;14:00;-;220;0
01.01.2023;14:00;15:00;-;219;0
01.01.2023;15:00;16:00;-;221;0
01.01.2023;16:00;17:00;-;365;0
01.01.2023;17:00;18:00;-;252;0
01.01.2023;18:00;19:00;-;346;0
01.01.2023;19:00;20:00;-;365;0
01.01.2023;20:00;21:00;-;222;0
01.01.2023;21:00;22:00;-;0;0
01.01.2023;22:00;23:00;-;0;0
01.01.2023;23:00;00:00;-;0;0
02.01.2023;00:00;01:00;-;0;0
02.01.2023;01:00;02:00;-;0;0
02.01.2023;02:00;03:00;-;0;0
02.01.2023;03:00;04:00;-;0;0
02.01.2023;04:00;05:00;-;0;0
02.01.2023;05:00;06:00;-;0;0
02.01.2023;06:00;07:00;-;0;0
02.01.2023;07:00;08:00;-;0;0
02.01.2023;08:00;09:00;-;0;0
02.01.2023;09:00;10:00;-;0;0
02.01.2023;10:00;11:00;-;0;0
02.01.2023;11:00;12:00;-;0;0
02.01.2023;12:00;13:00;-;0;0
02.01.2023;13:00;14:00;-;0;0
02.01.2023;14:00;15:00;-;0;0
02.01.2023;15:00;16:00;-;0;0
02.01.2023;16:00;17:00;-;0;0
02.01.2023;17:00;18:00;-;0;0
02.01.2023;18:00;19:00;-;0;0
02.01.2023;19:00;20:00;-;0;0
02.01.2023;20:00;21:00;-;0;0
02.01.2023;21:00;22:00;-;0;0
02.01.2023;22:00;23:00;-;0;0
02.01.2023;23:00;00:00;-;12;0
03.01.2023;00:00;01:00;-;179;0
03.01.2023;01:00;02:00;-;273;0
03.01.2023;02:00;03:00;-;233;0
03.01.2023;03:00;04:00;-;224;0
03.01.2023;04:00;05:00;-;223;0
03.01.2023;05:00;06:00;-;221;0
03.01.2023;06:00;07:00;-;232;0
03.01.2023;07:00;08:00;-;345;0
03.01.2023;08:00;09:00;-;465;0
03.01.2023;09:00;10:00;-;462;0
03.01.2023;10:00;11:00;-;460;0
03.01.2023;11:00;12:00;-;461;0
03.01.2023;12:00;13:00;-;461;0
03.01.2023;13:00;14:00;-;467;0
03.01.2023;14:00;15:00;-;459;0
03.01.2023;15:00;16:00;-;458;0
03.01.2023;16:00;17:00;-;458;0
03.01.2023;17:00;18:00;-;461;0
03.01.2023;18:00;19:00;-;462;0
03.01.2023;19:00;20:00;-;461;0
03.01.2023;20:00;21:00;-;460;0
03.01.2023;21:00;22:00;-;458;0
03.01.2023;22:00;23:00;-;345;0
03.01.2023;23:00;00:00;-;457;0
04.01.2023;00:00;01:00;-;469;0
04.01.2023;01:00;02:00;-;468;0
04.01.2023;02:00;03:00;-;472;44
04.01.2023;03:00;04:00;-;473;176
04.01.2023;04:00;05:00;-;472;260
04.01.2023;05:00;06:00;-;479;340
04.01.2023;06:00;07:00;-;476;440
04.01.2023;07:00;08:00;-;413;672
04.01.2023;08:00;09:00;-;454;785
04.01.2023;09:00;10:00;-;468;790
04.01.2023;10:00;11:00;-;468;784
04.01.2023;11:00;12:00;-;452;706
04.01.2023;12:00;13:00;-;387;526
04.01.2023;13:00;14:00;-;224;397
04.01.2023;14:00;15:00;-;218;372
04.01.2023;15:00;16:00;-;220;415
04.01.2023;16:00;17:00;-;316;563
04.01.2023;17:00;18:00;-;461;781
04.01.2023;18:00;19:00;-;486;790
04.01.2023;19:00;20:00;-;492;790
04.01.2023;20:00;21:00;-;494;737
04.01.2023;21:00;22:00;-;489;789
04.01.2023;22:00;23:00;-;417;791
04.01.2023;23:00;00:00;-;360;791
05.01.2023;00:00;01:00;-;448;792
05.01.2023;01:00;02:00;-;482;669
05.01.2023;02:00;03:00;-;494;599
05.01.2023;03:00;04:00;-;494;660
05.01.2023;04:00;05:00;-;492;785
05.01.2023;05:00;06:00;-;495;790
05.01.2023;06:00;07:00;-;491;790
05.01.2023;07:00;08:00;-;486;790
05.01.2023;08:00;09:00;-;297;790
05.01.2023;09:00;10:00;-;99;791
05.01.2023;10:00;11:00;-;0;804
05.01.2023;11:00;12:00;-;0;813
05.01.2023;12:00;13:00;-;0;813
05.01.2023;13:00;14:00;-;0;812
05.01.2023;14:00;15:00;-;0;813
05.01.2023;15:00;16:00;-;0;813
05.01.2023;16:00;17:00;-;0;813
05.01.2023;17:00;18:00;-;0;813
05.01.2023;18:00;19:00;-;0;813
05.01.2023;19:00;20:00;-;0;813
05.01.2023;20:00;21:00;-;0;813
05.01.2023;21:00;22:00;-;0;813
05.01.2023;22:00;23:00;-;0;794
05.01.2023;23:00;00:00;-;0;525
06.01.2023;00:00;01:00;-;0;378
06.01.2023;01:00;02:00;-;0;574
06.01.2023;02:00;03:00;-;0;665
06.01.2023;03:00;04:00;-;0;665
06.01.2023;04:00;05:00;-;0;665
06.01.2023;05:00;06:00;-;0;676
06.01.2023;06:00;07:00;-;0;760
06.01.2023;07:00;08:00;-;0;789
06.01.2023;08:00;09:00;-;0;791
06.01.2023;09:00;10:00;-;0;790
06.01.2023;10:00;11:00;-;0;789
06.01.2023;11:00;12:00;-;0;598
06.01.2023;12:00;13:00;-;0;375
06.01.2023;13:00;14:00;-;0;371
06.01.2023;14:00;15:00;-;0;566
06.01.2023;15:00;16:00;-;0;802
06.01.2023;16:00;17:00;-;0;823
06.01.2023;17:00;18:00;-;0;824
06.01.2023;18:00;19:00;-;0;689
06.01.2023;19:00;20:00;-;0;369
06.01.2023;20:00;21:00;-;0;317
06.01.2023;21:00;22:00;-;0;16
06.01.2023;22:00;23:00;-;0;0
06.01.2023;23:00;00:00;-;0;0
07.01.2023;00:00;01:00;-;0;0
07.01.2023;01:00;02:00;-;0;0
07.01.2023;02:00;03:00;-;0;0
07.01.2023;03:00;04:00;-;0;0
07.01.2023;04:00;05:00;-;0;0
07.01.2023;05:00;06:00;-;0;0
07.01.2023;06:00;07:00;-;0;0
07.01.2023;07:00;08:00;-;0;0
07.01.2023;08:00;09:00;-;0;0
07.01.2023;09:00;10:00;-;0;0
07.01.2023;10:00;11:00;-;0;0
07.01.2023;11:00;12:00;-;0;0
07.01.2023;12:00;13:00;-;0;0
07.01.2023;13:00;14:00;-;0;0
07.01.2023;14:00;15:00;-;0;0
07.01.2023;15:00;16:00;-;0;0
07.01.2023;16:00;17:00;-;0;0
07.01.2023;17:00;18:00;-;0;0
07.01.2023;18:00;19:00;-;0;0
07.01.2023;19:00;20:00;-;0;0
07.01.2023;20:00;21:00;-;0;0
07.01.2023;21:00;22:00;-;0;0
07.01.2023;22:00;23:00;-;0;0
07.01.2023;23:00;00:00;-;0;0
08.01.2023;00:00;01:00;-;0;0
08.01.2023;01:00;02:00;-;0;0
08.01.2023;02:00;03:00;-;0;0
08.01.2023;03:00;04:00;-;0;0
08.01.2023;04:00;05:00;-;0;0
08.01.2023;05:00;06:00;-;0;0
08.01.2023;06:00;07:00;-;0;0
08.01.2023;07:00;08:00;-;0;0
08.01.2023;08:00;09:00;-;0;0
08.01.2023;09:00;10:00;-;0;0
08.01.2023;10:00;11:00;-;0;0
08.01.2023;11:00;12:00;-;0;0
08.01.2023;12:00;13:00;-;0;0
08.01.2023;13:00;14:00;-;0;0
08.01.2023;14:00;15:00;-;0;0
08.01.2023;15:00;16:00;-;0;0
08.01.2023;16:00;17:00;-;0;0
08.01.2023;17:00;18:00;-;0;0
08.01.2023;18:00;19:00;-;0;0
08.01.2023;19:00;20:00;-;0;0
08.01.2023;20:00;21:00;-;0;0
08.01.2023;21:00;22:00;-;0;0
08.01.2023;22:00;23:00;-;0;0
08.01.2023;23:00;00:00;-;0;0
09.01.2023;00:00;01:00;-;0;0
09.01.2023;01:00;02:00;-;0;0
09.01.2023;02:00;03:00;-;0;0
09.01.2023;03:00;04:00;-;0;0
09.01.2023;04:00;05:00;-;0;0
09.01.2023;05:00;06:00;-;0;150
09.01.2023;06:00;07:00;-;0;264
09.01.2023;07:00;08:00;-;0;390
09.01.2023;08:00;09:00;-;0;450
09.01.2023;09:00;10:00;-;0;601
09.01.2023;10:00;11:00;-;0;769
09.01.2023;11:00;12:00;-;0;810
09.01.2023;12:00;13:00;-;0;419
09.01.2023;13:00;14:00;-;0;595
09.01.2023;14:00;15:00;-;0;647
09.01.2023;15:00;16:00;-;0;646
09.01.2023;16:00;17:00;-;0;682
09.01.2023;17:00;18:00;-;0;629
09.01.2023;18:00;19:00;-;0;677
09.01.2023;19:00;20:00;-;0;758
09.01.2023;20:00;21:00;-;0;799
09.01.2023;21:00;22:00;-;0;805
09.01.2023;22:00;23:00;-;0;814
09.01.2023;23:00;00:00;-;0;817
10.01.2023;00:00;01:00;-;0;655
10.01.2023;01:00;02:00;-;0;661
10.01.2023;02:00;03:00;-;0;613
10.01.2023;03:00;04:00;-;0;608
10.01.2023;04:00;05:00;-;0;607
10.01.2023;05:00;06:00;-;0;713
10.01.2023;06:00;07:00;-;0;800
10.01.2023;07:00;08:00;-;0;802
10.01.2023;08:00;09:00;-;0;800
10.01.2023;09:00;10:00;-;0;806
10.01.2023;10:00;11:00;-;51;812
10.01.2023;11:00;12:00;-;184;813
10.01.2023;12:00;13:00;-;299;813
10.01.2023;13:00;14:00;-;413;813
10.01.2023;14:00;15:00;-;446;812
10.01.2023;15:00;16:00;-;467;805
10.01.2023;16:00;17:00;-;490;804
10.01.2023;17:00;18:00;-;493;804
10.01.2023;18:00;19:00;-;493;804
10.01.2023;19:00;20:00;-;497;805
10.01.2023;20:00;21:00;-;486;804
10.01.2023;21:00;22:00;-;492;803
10.01.2023;22:00;23:00;-;494;817
10.01.2023;23:00;00:00;-;495;822
11.01.2023;00:00;01:00;-;394;667
11.01.2023;01:00;02:00;-;240;458
11.01.2023;02:00;03:00;-;228;513
11.01.2023;03:00;04:00;-;231;386
11.01.2023;04:00;05:00;-;254;371
11.01.2023;05:00;06:00;-;362;371
11.01.2023;06:00;07:00;-;276;426
11.01.2023;07:00;08:00;-;371;749
11.01.2023;08:00;09:00;-;492;804
11.01.2023;09:00;10:00;-;497;804
11.01.2023;10:00;11:00;-;488;804
11.01.2023;11:00;12:00;-;493;803
11.01.2023;12:00;13:00;-;445;805
11.01.2023;13:00;14:00;-;358;805
11.01.2023;14:00;15:00;-;478;804
11.01.2023;15:00;16:00;-;475;803
11.01.2023;16:00;17:00;-;497;804
11.01.2023;17:00;18:00;-;497;805
11.01.2023;18:00;19:00;-;496;804
11.01.2023;19:00;20:00;-;497;805
11.01.2023;20:00;21:00;-;493;804
11.01.2023;21:00;22:00;-;381;757
11.01.2023;22:00;23:00;-;317;706
11.01.2023;23:00;00:00;-;294;716
12.01.2023;00:00;01:00;-;366;787
12.01.2023;01:00;02:00;-;374;633
12.01.2023;02:00;03:00;-;380;522
12.01.2023;03:00;04:00;-;245;404
12.01.2023;04:00;05:00;-;222;369
12.01.2023;05:00;06:00;-;221;369
12.01.2023;06:00;07:00;-;229;405
12.01.2023;07:00;08:00;-;386;625
12.01.2023;08:00;09:00;-;501;765
12.01.2023;09:00;10:00;-;502;789
12.01.2023;10:00;11:00;-;499;796
12.01.2023;11:00;12:00;-;499;784
12.01.2023;12:00;13:00;-;411;708
12.01.2023;13:00;14:00;-;368;638
12.01.2023;14:00;15:00;-;264;484
12.01.2023;15:00;16:00;-;223;471
12.01.2023;16:00;17:00;-;237;498
12.01.2023;17:00;18:00;-;367;591
12.01.2023;18:00;19:00;-;495;595
12.01.2023;19:00;20:00;-;496;627
12.01.2023;20:00;21:00;-;495;760
12.01.2023;21:00;22:00;-;495;791
12.01.2023;22:00;23:00;-;494;791
12.01.2023;23:00;00:00;-;487;792
13.01.2023;00:00;01:00;-;377;792
13.01.2023;01:00;02:00;-;375;791
13.01.2023;02:00;03:00;-;359;792
13.01.2023;03:00;04:00;-;233;715
13.01.2023;04:00;05:00;-;221;700
13.01.2023;05:00;06:00;-;223;697
13.01.2023;06:00;07:00;-;224;573
13.01.2023;07:00;08:00;-;223;639
