Datum;Anfang;Ende;Generation_DE A [MW] Originalauflösungen;Generation_DE B [MW] Originalauflösungen;Generation_DE Neurath C [MW] Originalauflösungen;Generation_DE Neurath D [MW] Originalauflösungen;Generation_DE Neurath E [MW] Originalauflösungen;Generation_DE Neurath F [MW] Originalauflösungen;Generation_DE Neurath G [MW] Originalauflösungen
10.02.2023;00:00;01:00;-;-;231;560;0;1.043;1.055
10.02.2023;01:00;02:00;-;-;232;562;0;1.047;1.048
10.02.2023;02:00;03:00;-;-;232;559;0;1.045;1.049
10.02.2023;03:00;04:00;-;-;233;559;0;1.047;1.047
10.02.2023;04:00;05:00;-;-;233;559;0;1.048;1.054
10.02.2023;05:00;06:00;-;-;232;560;0;1.045;1.053
10.02.2023;06:00;07:00;-;-;232;560;0;1.047;1.049
10.02.2023;07:00;08:00;-;-;233;561;0;1.043;1.051
10.02.2023;08:00;09:00;-;-;232;561;0;1.049;1.046
10.02.2023;09:00;10:00;-;-;233;562;0;1.046;1.052
10.02.2023;10:00;11:00;-;-;232;560;0;1.046;1.050
10.02.2023;11:00;12:00;-;-;233;562;0;1.045;1.047
10.02.2023;12:00;13:00;-;-;233;563;0;1.044;1.045
10.02.2023;13:00;14:00;-;-;234;558;0;1.045;1.051
10.02.2023;14:00;15:00;-;-;234;561;0;1.044;1.051
10.02.2023;15:00;16:00;-;-;248;563;0;1.043;1.052
10.02.2023;16:00;17:00;-;-;288;562;0;1.045;1.048
10.02.2023;17:00;18:00;-;-;290;562;0;1.043;1.045
10.02.2023;18:00;19:00;-;-;290;561;0;1.044;1.050
10.02.2023;19:00;20:00;-;-;290;562;0;1.044;1.054
10.02.2023;20:00;21:00;-;-;290;481;0;1.043;1.051
10.02.2023;21:00;22:00;-;-;289;292;0;1.041;1.026
10.02.2023;22:00;23:00;-;-;289;282;0;1.042;1.033
10.02.2023;23:00;00:00;-;-;289;280;0;1.047;1.053
11.02.2023;00:00;01:00;-;-;289;281;0;1.045;1.051
11.02.2023;01:00;02:00;-;-;290;282;0;1.043;1.052
11.02.2023;02:00;03:00;-;-;290;282;0;1.046;1.031
11.02.2023;03:00;04:00;-;-;289;282;0;1.042;1.050
11.02.2023;04:00;05:00;-;-;289;280;0;1.045;1.050
11.02.2023;05:00;06:00;-;-;290;282;0;1.044;1.046
11.02.2023;06:00;07:00;-;-;289;281;0;1.044;1.051
11.02.2023;07:00;08:00;-;-;289;272;0;1.044;1.049
11.02.2023;08:00;09:00;-;-;289;271;0;1.044;1.048
11.02.2023;09:00;10:00;-;-;289;271;0;1.046;1.051
11.02.2023;10:00;11:00;-;-;289;272;0;1.041;1.048
11.02.2023;11:00;12:00;-;-;289;272;0;1.044;1.052
11.02.2023;12:00;13:00;-;-;289;273;0;1.044;1.050
11.02.2023;13:00;14:00;-;-;289;271;0;1.043;1.052
11.02.2023;14:00;15:00;-;-;289;407;0;1.043;1.044
11.02.2023;15:00;16:00;-;-;289;564;0;1.042;1.051
11.02.2023;16:00;17:00;-;-;289;562;0;1.045;1.050
11.02.2023;17:00;18:00;-;-;289;563;0;1.044;1.054
11.02.2023;18:00;19:00;-;-;289;562;0;1.045;1.048
11.02.2023;19:00;20:00;-;-;289;562;0;1.042;1.047
11.02.2023;20:00;21:00;-;-;289;561;0;1.043;1.049
11.02.2023;21:00;22:00;-;-;289;562;0;1.046;1.051
11.02.2023;22:00;23:00;-;-;289;562;0;1.042;1.052
11.02.2023;23:00;00:00;-;-;288;562;3;1.046;1.054
12.02.2023;00:00;01:00;-;-;288;560;211;1.044;1.054
12.02.2023;01:00;02:00;-;-;289;561;472;1.044;1.053
12.02.2023;02:00;03:00;-;-;289;561;529;1.046;1.058
12.02.2023;03:00;04:00;-;-;289;560;535;1.044;1.057
12.02.2023;04:00;05:00;-;-;235;560;535;1.045;1.056
12.02.2023;05:00;06:00;-;-;0;559;534;1.046;1.061
12.02.2023;06:00;07:00;-;-;0;561;535;1.044;1.062
12.02.2023;07:00;08:00;-;-;0;560;535;1.048;1.050
12.02.2023;08:00;09:00;-;-;0;561;536;1.048;1.056
12.02.2023;09:00;10:00;-;-;0;560;535;1.045;1.053
12.02.2023;10:00;11:00;-;-;0;561;535;1.044;1.062
12.02.2023;11:00;12:00;-;-;0;559;535;1.044;1.060
12.02.2023;12:00;13:00;-;-;0;559;536;1.045;1.057
12.02.2023;13:00;14:00;-;-;0;559;535;1.043;1.053
12.02.2023;14:00;15:00;-;-;0;558;535;1.045;1.061
12.02.2023;15:00;16:00;-;-;0;558;535;1.045;1.058
12.02.2023;16:00;17:00;-;-;0;559;535;1.045;1.056
12.02.2023;17:00;18:00;-;-;0;559;536;1.042;1.057
12.02.2023;18:00;19:00;-;-;0;558;536;1.043;1.051
12.02.2023;19:00;20:00;-;-;0;560;537;1.043;1.061
12.02.2023;20:00;21:00;-;-;0;559;535;1.045;1.059
12.02.2023;21:00;22:00;-;-;0;558;536;1.043;1.060
12.02.2023;22:00;23:00;-;-;0;560;536;1.045;1.053
12.02.2023;23:00;00:00;-;-;0;560;536;1.047;1.052
13.02.2023;00:00;01:00;-;-;0;560;534;1.048;1.053
13.02.2023;01:00;02:00;-;-;0;560;536;1.045;1.055
13.02.2023;02:00;03:00;-;-;0;560;536;1.043;1.053
13.02.2023;03:00;04:00;-;-;0;561;535;1.046;1.054
13.02.2023;04:00;05:00;-;-;0;561;536;1.046;1.050
13.02.2023;05:00;06:00;-;-;0;560;535;1.045;1.054
13.02.2023;06:00;07:00;-;-;0;560;534;1.042;1.055
13.02.2023;07:00;08:00;-;-;0;560;534;1.041;1.052
13.02.2023;08:00;09:00;-;-;0;559;534;1.039;1.054
13.02.2023;09:00;10:00;-;-;0;561;536;1.043;1.052
13.02.2023;10:00;11:00;-;-;0;559;535;1.036;1.053
13.02.2023;11:00;12:00;-;-;0;560;535;1.035;1.052
13.02.2023;12:00;13:00;-;-;0;559;535;1.036;1.052
13.02.2023;13:00;14:00;-;-;0;559;535;1.039;1.057
13.02.2023;14:00;15:00;-;-;0;557;535;1.041;1.057
13.02.2023;15:00;16:00;-;-;0;558;536;1.043;1.052
13.02.2023;16:00;17:00;-;-;0;557;534;1.038;1.048
13.02.2023;17:00;18:00;-;-;0;560;537;1.037;1.056
13.02.2023;18:00;19:00;-;-;0;559;536;1.035;1.055
13.02.2023;19:00;20:00;-;-;0;559;535;1.042;1.057
13.02.2023;20:00;21:00;-;-;66;560;535;1.045;1.053
13.02.2023;21:00;22:00;-;-;222;561;536;1.044;1.057
13.02.2023;22:00;23:00;-;-;230;560;537;1.041;1.058
13.02.2023;23:00;00:00;-;-;230;561;539;1.044;1.060
14.02.2023;00:00;01:00;-;-;230;560;538;1.046;1.059
14.02.2023;01:00;02:00;-;-;230;561;539;1.047;1.059
14.02.2023;02:00;03:00;-;-;230;560;538;1.048;1.059
14.02.2023;03:00;04:00;-;-;230;560;538;1.050;1.064
14.02.2023;04:00;05:00;-;-;230;561;538;1.047;1.064
14.02.2023;05:00;06:00;-;-;230;561;539;1.049;1.064
14.02.2023;06:00;07:00;-;-;230;560;538;1.048;1.055
14.02.2023;07:00;08:00;-;-;230;559;539;1.045;1.055
14.02.2023;08:00;09:00;-;-;230;560;538;1.041;1.058
14.02.2023;09:00;10:00;-;-;230;561;539;1.036;1.060
14.02.2023;10:00;11:00;-;-;230;560;539;1.045;1.059
14.02.2023;11:00;12:00;-;-;230;561;539;1.042;1.058
14.02.2023;12:00;13:00;-;-;230;561;538;1.038;1.058
14.02.2023;13:00;14:00;-;-;231;561;538;1.045;1.060
14.02.2023;14:00;15:00;-;-;231;561;539;1.039;1.061
14.02.2023;15:00;16:00;-;-;231;560;538;1.042;1.058
14.02.2023;16:00;17:00;-;-;231;561;539;1.043;1.058
14.02.2023;17:00;18:00;-;-;231;561;540;1.041;1.060
14.02.2023;18:00;19:00;-;-;231;561;540;1.043;1.062
14.02.2023;19:00;20:00;-;-;230;561;540;1.042;1.061
14.02.2023;20:00;21:00;-;-;231;561;539;1.045;1.062
14.02.2023;21:00;22:00;-;-;230;561;538;1.044;1.061
14.02.2023;22:00;23:00;-;-;230;561;539;1.046;1.064
14.02.2023;23:00;00:00;-;-;230;560;539;1.042;1.063
15.02.2023;00:00;01:00;-;-;230;560;539;1.039;1.063
15.02.2023;01:00;02:00;-;-;231;560;537;1.046;1.063
15.02.2023;02:00;03:00;-;-;231;560;539;1.044;1.063
15.02.2023;03:00;04:00;-;-;230;560;538;1.049;1.055
15.02.2023;04:00;05:00;-;-;230;561;538;1.038;1.064
15.02.2023;05:00;06:00;-;-;230;560;538;902;1.060
15.02.2023;06:00;07:00;-;-;230;561;538;895;1.022
15.02.2023;07:00;08:00;-;-;231;560;539;896;915
15.02.2023;08:00;09:00;-;-;230;560;538;896;1.039
15.02.2023;09:00;10:00;-;-;230;561;540;899;1.061
15.02.2023;10:00;11:00;-;-;273;562;538;999;1.058
15.02.2023;11:00;12:00;-;-;289;558;537;1.040;1.058
15.02.2023;12:00;13:00;-;-;289;558;536;1.033;1.059
15.02.2023;13:00;14:00;-;-;289;558;535;1.031;1.060
15.02.2023;14:00;15:00;-;-;289;556;535;1.031;1.058
15.02.2023;15:00;16:00;-;-;289;555;533;1.028;1.058
15.02.2023;16:00;17:00;-;-;289;557;534;1.030;1.060
15.02.2023;17:00;18:00;-;-;289;557;534;1.034;1.062
15.02.2023;18:00;19:00;-;-;289;558;536;1.029;1.063
15.02.2023;19:00;20:00;-;-;290;558;535;1.029;1.063
15.02.2023;20:00;21:00;-;-;290;559;537;1.030;1.062
15.02.2023;21:00;22:00;-;-;289;559;537;1.033;1.056
15.02.2023;22:00;23:00;-;-;289;559;537;1.030;1.064
15.02.2023;23:00;00:00;-;-;289;560;538;1.030;1.064
16.02.2023;00:00;01:00;-;-;291;560;538;1.033;1.064
16.02.2023;01:00;02:00;-;-;291;559;538;1.037;1.058
16.02.2023;02:00;03:00;-;-;291;560;537;1.036;1.054
16.02.2023;03:00;04:00;-;-;291;560;538;1.035;1.060
16.02.2023;04:00;05:00;-;-;290;560;538;1.034;1.065
16.02.2023;05:00;06:00;-;-;290;559;538;1.035;1.065
16.02.2023;06:00;07:00;-;-;290;561;538;1.034;1.056
16.02.2023;07:00;08:00;-;-;290;559;538;1.035;1.062
16.02.2023;08:00;09:00;-;-;290;559;538;1.034;1.059
16.02.2023;09:00;10:00;-;-;290;560;537;1.034;1.062
16.02.2023;10:00;11:00;-;-;290;559;538;1.031;1.060
16.02.2023;11:00;12:00;-;-;290;560;535;1.031;1.060
16.02.2023;12:00;13:00;-;-;290;558;537;1.032;1.055
16.02.2023;13:00;14:00;-;-;290;557;535;1.027;1.052
16.02.2023;14:00;15:00;-;-;290;557;535;1.032;1.053
16.02.2023;15:00;16:00;-;-;290;557;535;1.028;1.055
16.02.2023;16:00;17:00;-;-;290;557;535;1.028;1.053
16.02.2023;17:00;18:00;-;-;290;557;536;1.030;1.059
16.02.2023;18:00;19:00;-;-;290;557;535;1.028;1.049
16.02.2023;19:00;20:00;-;-;290;557;535;1.028;1.045
16.02.2023;20:00;21:00;-;-;290;556;375;1.030;1.051
16.02.2023;21:00;22:00;-;-;290;554;0;1.027;1.052
16.02.2023;22:00;23:00;-;-;290;556;0;1.029;1.047
16.02.2023;23:00;00:00;-;-;289;555;0;1.029;1.049
17.02.2023;00:00;01:00;-;-;241;511;0;1.029;1.043
17.02.2023;01:00;02:00;-;-;200;507;0;1.029;958
17.02.2023;02:00;03:00;-;-;199;506;0;1.027;1.000
17.02.2023;03:00;04:00;-;-;195;506;0;762;839
17.02.2023;04:00;05:00;-;-;196;507;0;658;654
17.02.2023;05:00;06:00;-;-;196;508;0;651;653
17.02.2023;06:00;07:00;-;-;191;507;0;649;651
17.02.2023;07:00;08:00;-;-;191;506;0;653;647
17.02.2023;08:00;09:00;-;-;211;508;0;625;554
17.02.2023;09:00;10:00;-;-;190;507;0;481;502
17.02.2023;10:00;11:00;-;-;190;506;0;480;484
17.02.2023;11:00;12:00;-;-;190;507;0;480;485
17.02.2023;12:00;13:00;-;-;137;506;0;478;485
17.02.2023;13:00;14:00;-;-;0;507;0;483;487
17.02.2023;14:00;15:00;-;-;0;506;0;479;487
17.02.2023;15:00;16:00;-;-;0;507;0;480;487
17.02.2023;16:00;17:00;-;-;0;507;0;482;486
17.02.2023;17:00;18:00;-;-;0;554;0;480;487
17.02.2023;18:00;19:00;-;-;0;558;0;482;487
17.02.2023;19:00;20:00;-;-;0;555;0;478;487
17.02.2023;20:00;21:00;-;-;0;557;0;481;486
17.02.2023;21:00;22:00;-;-;0;557;0;479;486
17.02.2023;22:00;23:00;-;-;0;556;0;482;487
17.02.2023;23:00;00:00;-;-;0;539;0;479;487
18.02.2023;00:00;01:00;-;-;0;326;0;480;487
18.02.2023;01:00;02:00;-;-;0;281;0;483;487
18.02.2023;02:00;03:00;-;-;0;279;0;479;487
18.02.2023;03:00;04:00;-;-;0;280;0;481;488
18.02.2023;04:00;05:00;-;-;0;280;0;480;483
18.02.2023;05:00;06:00;-;-;0;281;0;480;482
18.02.2023;06:00;07:00;-;-;0;281;0;521;517
18.02.2023;07:00;08:00;-;-;0;279;0;924;755
18.02.2023;08:00;09:00;-;-;0;279;0;1.028;969
18.02.2023;09:00;10:00;-;-;0;279;0;1.029;793
18.02.2023;10:00;11:00;-;-;0;279;0;1.027;490
18.02.2023;11:00;12:00;-;-;0;280;0;1.029;481
18.02.2023;12:00;13:00;-;-;0;278;0;1.029;481
18.02.2023;13:00;14:00;-;-;0;281;0;1.030;482
18.02.2023;14:00;15:00;-;-;0;279;0;1.028;483
18.02.2023;15:00;16:00;-;-;93;280;0;1.029;483
18.02.2023;16:00;17:00;-;-;205;280;0;1.029;481
18.02.2023;17:00;18:00;-;-;191;281;0;1.030;750
18.02.2023;18:00;19:00;-;-;191;280;0;1.028;1.048
18.02.2023;19:00;20:00;-;-;191;282;0;1.029;1.047
18.02.2023;20:00;21:00;-;-;191;279;0;1.028;1.046
18.02.2023;21:00;22:00;-;-;191;280;0;1.029;1.041
18.02.2023;22:00;23:00;-;-;191;282;0;1.028;1.050
18.02.2023;23:00;00:00;-;-;191;280;0;1.028;1.051
19.02.2023;00:00;01:00;-;-;191;281;0;1.029;1.051
19.02.2023;01:00;02:00;-;-;191;282;0;1.028;1.046
19.02.2023;02:00;03:00;-;-;191;281;0;1.027;1.048
19.02.2023;03:00;04:00;-;-;191;280;0;1.030;1.046
19.02.2023;04:00;05:00;-;-;191;280;0;1.028;1.047
19.02.2023;05:00;06:00;-;-;191;282;0;1.030;1.051
19.02.2023;06:00;07:00;-;-;191;279;0;1.030;1.046
19.02.2023;07:00;08:00;-;-;191;284;0;1.028;1.051
19.02.2023;08:00;09:00;-;-;191;279;0;1.030;1.052
19.02.2023;09:00;10:00;-;-;191;280;0;1.029;1.050
19.02.2023;10:00;11:00;-;-;191;281;0;1.027;1.049
19.02.2023;11:00;12:00;-;-;191;281;0;1.028;1.048
19.02.2023;12:00;13:00;-;-;191;280;0;1.027;1.045
19.02.2023;13:00;14:00;-;-;191;281;0;1.029;1.050
19.02.2023;14:00;15:00;-;-;191;280;0;1.030;1.048
19.02.2023;15:00;16:00;-;-;191;280;0;1.027;1.048
19.02.2023;16:00;17:00;-;-;191;323;0;1.028;1.051
19.02.2023;17:00;18:00;-;-;191;549;0;1.031;1.053
19.02.2023;18:00;19:00;-;-;191;557;0;1.028;1.046
19.02.2023;19:00;20:00;-;-;191;558;0;1.029;1.053
19.02.2023;20:00;21:00;-;-;191;560;0;1.029;1.050
19.02.2023;21:00;22:00;-;-;191;408;0;1.028;1.051
19.02.2023;22:00;23:00;-;-;191;313;0;1.030;1.013
19.02.2023;23:00;00:00;-;-;191;281;0;1.028;583
20.02.2023;00:00;01:00;-;-;191;285;0;1.034;477
20.02.2023;01:00;02:00;-;-;191;292;0;1.030;483
20.02.2023;02:00;03:00;-;-;191;288;0;1.032;482
20.02.2023;03:00;04:00;-;-;191;290;0;1.032;482
20.02.2023;04:00;05:00;-;-;192;291;0;1.033;481
20.02.2023;05:00;06:00;-;-;191;291;69;1.032;483
20.02.2023;06:00;07:00;-;-;191;292;293;1.029;483
20.02.2023;07:00;08:00;-;-;191;291;283;1.034;482
20.02.2023;08:00;09:00;-;-;191;291;287;1.033;484
20.02.2023;09:00;10:00;-;-;191;291;288;1.029;482
20.02.2023;10:00;11:00;-;-;191;293;284;1.032;482
20.02.2023;11:00;12:00;-;-;191;291;281;1.029;483
20.02.2023;12:00;13:00;-;-;191;292;281;1.030;482
20.02.2023;13:00;14:00;-;-;191;292;281;1.028;481
20.02.2023;14:00;15:00;-;-;191;292;282;1.029;485
20.02.2023;15:00;16:00;-;-;191;292;280;1.029;481
20.02.2023;16:00;17:00;-;-;191;292;279;1.028;482
20.02.2023;17:00;18:00;-;-;192;292;271;1.026;482
20.02.2023;18:00;19:00;-;-;192;292;277;1.030;483
20.02.2023;19:00;20:00;-;-;192;291;272;1.030;485
20.02.2023;20:00;21:00;-;-;192;292;273;1.029;479
20.02.2023;21:00;22:00;-;-;192;292;273;1.031;486
20.02.2023;22:00;23:00;-;-;192;293;278;1.031;482
20.02.2023;23:00;00:00;-;-;191;291;277;1.031;484
21.02.2023;00:00;01:00;-;-;191;291;277;1.028;482
21.02.2023;01:00;02:00;-;-;192;292;277;1.032;484
21.02.2023;02:00;03:00;-;-;192;291;276;1.031;483
21.02.2023;03:00;04:00;-;-;192;294;278;1.032;482
21.02.2023;04:00;05:00;-;-;192;291;277;1.030;483
21.02.2023;05:00;06:00;-;-;199;352;351;1.029;766
21.02.2023;06:00;07:00;-;-;270;558;533;1.034;1.060
21.02.2023;07:00;08:00;-;-;36;560;533;1.028;1.056
21.02.2023;08:00;09:00;-;-;0;559;535;1.032;1.058
21.02.2023;09:00;10:00;-;-;0;558;534;1.029;1.060
21.02.2023;10:00;11:00;-;-;0;559;534;1.030;1.059
21.02.2023;11:00;12:00;-;-;0;557;533;1.031;1.053
21.02.2023;12:00;13:00;-;-;0;558;532;1.026;1.054
21.02.2023;13:00;14:00;-;-;0;556;543;1.028;1.052
21.02.2023;14:00;15:00;-;-;0;557;542;1.026;1.055
21.02.2023;15:00;16:00;-;-;0;556;544;1.028;1.052
21.02.2023;16:00;17:00;-;-;0;556;543;1.026;1.056
21.02.2023;17:00;18:00;-;-;0;557;535;1.029;1.056
21.02.2023;18:00;19:00;-;-;0;557;533;1.030;1.050
21.02.2023;19:00;20:00;-;-;0;558;544;1.028;1.058
21.02.2023;20:00;21:00;-;-;0;559;545;1.032;1.054
21.02.2023;21:00;22:00;-;-;0;559;542;1.032;1.057
21.02.2023;22:00;23:00;-;-;0;560;539;1.030;1.059
21.02.2023;23:00;00:00;-;-;0;560;540;1.031;1.053
22.02.2023;00:00;01:00;-;-;0;560;540;1.030;1.057
22.02.2023;01:00;02:00;-;-;0;560;540;1.033;1.065
22.02.2023;02:00;03:00;-;-;0;560;540;1.031;1.057
22.02.2023;03:00;04:00;-;-;0;560;541;1.032;1.061
22.02.2023;04:00;05:00;-;-;0;560;540;1.030;1.057
22.02.2023;05:00;06:00;-;-;0;560;540;1.030;1.058
22.02.2023;06:00;07:00;-;-;0;560;539;1.031;1.059
22.02.2023;07:00;08:00;-;-;0;560;539;1.031;1.055
22.02.2023;08:00;09:00;-;-;0;560;539;1.028;1.057
22.02.2023;09:00;10:00;-;-;0;560;540;1.029;1.057
22.02.2023;10:00;11:00;-;-;0;558;538;1.030;1.055
22.02.2023;11:00;12:00;-;-;0;556;537;1.027;1.056
22.02.2023;12:00;13:00;-;-;0;557;537;1.027;1.051
22.02.2023;13:00;14:00;-;-;0;556;537;1.025;1.051
22.02.2023;14:00;15:00;-;-;0;556;536;1.024;1.051
22.02.2023;15:00;16:00;-;-;0;554;535;1.026;1.052
22.02.2023;16:00;17:00;-;-;0;556;536;1.026;1.046
22.02.2023;17:00;18:00;-;-;0;554;536;1.027;1.053
22.02.2023;18:00;19:00;-;-;0;558;537;1.027;1.049
22.02.2023;19:00;20:00;-;-;0;557;538;1.027;1.050
22.02.2023;20:00;21:00;-;-;0;556;536;1.028;1.051
22.02.2023;21:00;22:00;-;-;0;558;537;1.030;1.053
22.02.2023;22:00;23:00;-;-;0;558;537;1.028;1.056
22.02.2023;23:00;00:00;-;-;0;558;538;1.031;1.056
23.02.2023;00:00;01:00;-;-;0;558;538;1.029;1.048
23.02.2023;01:00;02:00;-;-;0;558;538;1.029;1.055
23.02.2023;02:00;03:00;-;-;0;558;538;1.029;1.053
23.02.2023;03:00;04:00;-;-;0;558;539;1.030;1.056
23.02.2023;04:00;05:00;-;-;0;559;539;1.030;1.052
23.02.2023;05:00;06:00;-;-;0;559;538;1.033;1.058
23.02.2023;06:00;07:00;-;-;0;559;539;1.031;1.055
23.02.2023;07:00;08:00;-;-;0;559;539;1.030;1.057
23.02.2023;08:00;09:00;-;-;0;558;539;1.029;1.051
23.02.2023;09:00;10:00;-;-;0;558;538;1.030;1.059
23.02.2023;10:00;11:00;-;-;0;558;539;1.028;1.054
23.02.2023;11:00;12:00;-;-;0;560;540;1.030;1.054
23.02.2023;12:00;13:00;-;-;0;558;537;1.029;1.056
23.02.2023;13:00;14:00;-;-;0;558;537;1.028;1.057
23.02.2023;14:00;15:00;-;-;0;558;538;1.028;1.052
23.02.2023;15:00;16:00;-;-;0;558;537;1.030;1.058
23.02.2023;16:00;17:00;-;-;0;558;542;1.032;1.055
23.02.2023;17:00;18:00;-;-;0;557;540;1.032;1.059
23.02.2023;18:00;19:00;-;-;0;558;539;1.030;1.059
23.02.2023;19:00;20:00;-;-;0;559;540;1.031;1.057
23.02.2023;20:00;21:00;-;-;0;558;540;1.034;1.052
23.02.2023;21:00;22:00;-;-;0;559;540;1.026;1.061
23.02.2023;22:00;23:00;-;-;0;560;540;1.032;1.058
23.02.2023;23:00;00:00;-;-;0;560;540;1.033;1.061
24.02.2023;00:00;01:00;-;-;0;559;539;1.031;1.054
24.02.2023;01:00;02:00;-;-;0;560;541;1.032;1.061
24.02.2023;02:00;03:00;-;-;0;561;540;1.032;1.062
24.02.2023;03:00;04:00;-;-;0;560;539;1.032;1.059
24.02.2023;04:00;05:00;-;-;0;560;541;1.033;1.049
24.02.2023;05:00;06:00;-;-;0;561;540;1.032;1.058
24.02.2023;06:00;07:00;-;-;0;559;540;1.031;1.059
24.02.2023;07:00;08:00;-;-;0;560;539;1.031;1.059
24.02.2023;08:00;09:00;-;-;0;560;539;1.019;1.053
24.02.2023;09:00;10:00;-;-;0;559;539;630;1.057
24.02.2023;10:00;11:00;-;-;0;560;540;0;1.050
24.02.2023;11:00;12:00;-;-;0;561;541;0;1.029
24.02.2023;12:00;13:00;-;-;0;560;540;0;1.041
24.02.2023;13:00;14:00;-;-;0;559;540;0;1.037
24.02.2023;14:00;15:00;-;-;0;560;540;0;1.038
24.02.2023;15:00;16:00;-;-;0;561;540;0;1.038
24.02.2023;16:00;17:00;-;-;0;561;540;0;1.031
24.02.2023;17:00;18:00;-;-;0;561;541;0;1.046
24.02.2023;18:00;19:00;-;-;0;561;540;0;1.048
24.02.2023;19:00;20:00;-;-;0;472;536;0;1.046
24.02.2023;20:00;21:00;-;-;0;280;411;0;1.045
24.02.2023;21:00;22:00;-;-;0;281;287;0;1.041
24.02.2023;22:00;23:00;-;-;0;284;291;0;1.047
24.02.2023;23:00;00:00;-;-;0;283;292;0;1.045
25.02.2023;00:00;01:00;-;-;0;282;291;0;903
25.02.2023;01:00;02:00;-;-;0;283;291;0;805
25.02.2023;02:00;03:00;-;-;0;283;291;0;782
25.02.2023;03:00;04:00;-;-;0;282;291;0;752
25.02.2023;04:00;05:00;-;-;0;283;291;0;752
25.02.2023;05:00;06:00;-;-;0;283;290;0;751
25.02.2023;06:00;07:00;-;-;0;283;291;0;751
25.02.2023;07:00;08:00;-;-;0;284;292;0;753
25.02.2023;08:00;09:00;-;-;0;282;290;0;752
25.02.2023;09:00;10:00;-;-;0;284;292;0;753
25.02.2023;10:00;11:00;-;-;0;281;290;0;752
25.02.2023;11:00;12:00;-;-;0;281;291;0;751
25.02.2023;12:00;13:00;-;-;0;283;291;0;750
25.02.2023;13:00;14:00;-;-;0;282;291;0;751
25.02.2023;14:00;15:00;-;-;0;282;290;0;751
25.02.2023;15:00;16:00;-;-;0;283;291;0;834
25.02.2023;16:00;17:00;-;-;0;416;421;0;1.051
25.02.2023;17:00;18:00;-;-;0;562;539;0;1.045
25.02.2023;18:00;19:00;-;-;0;560;542;0;1.046
25.02.2023;19:00;20:00;-;-;0;560;541;0;1.047
25.02.2023;20:00;21:00;-;-;0;562;540;0;1.051
25.02.2023;21:00;22:00;-;-;0;561;540;0;1.046
25.02.2023;22:00;23:00;-;-;0;533;541;0;1.050
25.02.2023;23:00;00:00;-;-;0;435;540;0;1.043
26.02.2023;00:00;01:00;-;-;0;296;390;0;884
26.02.2023;01:00;02:00;-;-;0;284;279;0;852
26.02.2023;02:00;03:00;-;-;0;281;282;0;856
26.02.2023;03:00;04:00;-;-;0;282;280;0;853
26.02.2023;04:00;05:00;-;-;0;282;280;0;855
26.02.2023;05:00;06:00;-;-;0;283;280;0;855
26.02.2023;06:00;07:00;-;-;0;282;280;0;855
26.02.2023;07:00;08:00;-;-;0;282;281;0;677
26.02.2023;08:00;09:00;-;-;0;282;280;0;479
26.02.2023;09:00;10:00;-;-;0;283;281;0;483
26.02.2023;10:00;11:00;-;-;0;284;280;0;481
26.02.2023;11:00;12:00;-;-;0;283;282;0;483
26.02.2023;12:00;13:00;-;-;0;283;280;0;481
26.02.2023;13:00;14:00;-;-;0;283;281;0;481
26.02.2023;14:00;15:00;-;-;0;286;281;0;641
26.02.2023;15:00;16:00;-;-;0;282;281;0;762
26.02.2023;16:00;17:00;-;-;0;475;460;0;1.030
26.02.2023;17:00;18:00;-;-;0;561;541;0;1.048
26.02.2023;18:00;19:00;-;-;0;560;540;0;1.040
26.02.2023;19:00;20:00;-;-;0;561;541;0;1.043
26.02.2023;20:00;21:00;-;-;0;560;540;0;1.048
26.02.2023;21:00;22:00;-;-;0;562;541;0;1.046
26.02.2023;22:00;23:00;-;-;0;560;539;0;1.048
26.02.2023;23:00;00:00;-;-;0;561;540;0;1.047
27.02.2023;00:00;01:00;-;-;0;561;541;0;1.037
27.02.2023;01:00;02:00;-;-;0;560;540;0;1.032
27.02.2023;02:00;03:00;-;-;0;561;539;0;1.023
27.02.2023;03:00;04:00;-;-;0;560;540;0;1.025
27.02.2023;04:00;05:00;-;-;0;560;540;0;1.038
27.02.2023;05:00;06:00;-;-;0;561;540;49;1.037
27.02.2023;06:00;07:00;-;-;0;560;540;343;1.040
27.02.2023;07:00;08:00;-;-;0;559;540;659;1.038
27.02.2023;08:00;09:00;-;-;0;562;538;911;1.037
27.02.2023;09:00;10:00;-;-;0;559;538;1.023;1.038
27.02.2023;10:00;11:00;-;-;0;559;539;1.026;1.038
27.02.2023;11:00;12:00;-;-;0;559;538;1.027;1.042
27.02.2023;12:00;13:00;-;-;0;560;539;1.032;1.044
27.02.2023;13:00;14:00;-;-;0;560;538;1.035;1.045
27.02.2023;14:00;15:00;-;-;0;560;540;1.034;1.045
27.02.2023;15:00;16:00;-;-;0;559;539;1.033;1.046
27.02.2023;16:00;17:00;-;-;0;560;540;1.033;1.046
27.02.2023;17:00;18:00;-;-;0;560;538;1.036;1.041
27.02.2023;18:00;19:00;-;-;0;559;540;1.032;1.046
27.02.2023;19:00;20:00;-;-;0;561;537;1.034;1.047
27.02.2023;20:00;21:00;-;-;0;558;540;1.035;1.046
27.02.2023;21:00;22:00;-;-;0;561;539;1.034;1.047
27.02.2023;22:00;23:00;-;-;0;560;540;1.037;1.045
