Date;Start;End;Generation_DE Kraftwerk Jänschwalde Block A [MW] Original resolutions;Generation_DE Kraftwerk Jänschwalde Block B [MW] Original resolutions;Generation_DE Kraftwerk Jänschwalde Block C [MW] Original resolutions;Generation_DE Kraftwerk Jänschwalde Block D [MW] Original resolutions;Generation_DE Kraftwerk Jänschwalde Block E [MW] Original resolutions;Generation_DE Kraftwerk Jänschwalde Block F [MW] Original resolutions
09.04.2021;15:00;16:00;307;0;325;410;-;-
09.04.2021;16:00;17:00;388;0;395;425;-;-
09.04.2021;17:00;18:00;478;0;489;493;-;-
09.04.2021;18:00;19:00;478;0;484;492;-;-
09.04.2021;19:00;20:00;487;0;491;497;-;-
09.04.2021;20:00;21:00;488;0;491;494;-;-
09.04.2021;21:00;22:00;487;0;494;496;-;-
09.04.2021;22:00;23:00;489;0;500;499;-;-
09.04.2021;23:00;00:00;490;0;502;496;-;-
10.04.2021;00:00;01:00;489;0;500;498;-;-
10.04.2021;01:00;02:00;488;0;501;497;-;-
10.04.2021;02:00;03:00;491;0;501;497;-;-
10.04.2021;03:00;04:00;488;0;499;497;-;-
10.04.2021;04:00;05:00;491;0;500;496;-;-
10.04.2021;05:00;06:00;490;0;501;497;-;-
10.04.2021;06:00;07:00;488;0;501;497;-;-
10.04.2021;07:00;08:00;477;0;490;498;-;-
10.04.2021;08:00;09:00;484;0;499;495;-;-
10.04.2021;09:00;10:00;480;0;498;496;-;-
10.04.2021;10:00;11:00;481;0;497;497;-;-
10.04.2021;11:00;12:00;486;0;498;497;-;-
10.04.2021;12:00;13:00;481;0;495;496;-;-
10.04.2021;13:00;14:00;491;0;502;499;-;-
10.04.2021;14:00;15:00;483;0;498;498;-;-
10.04.2021;15:00;16:00;487;0;499;496;-;-
10.04.2021;16:00;17:00;489;0;498;497;-;-
10.04.2021;17:00;18:00;487;0;485;497;-;-
10.04.2021;18:00;19:00;490;0;498;496;-;-
10.04.2021;19:00;20:00;495;0;500;497;-;-
10.04.2021;20:00;21:00;494;0;498;496;-;-
10.04.2021;21:00;22:00;481;0;492;493;-;-
10.04.2021;22:00;23:00;482;0;494;498;-;-
10.04.2021;23:00;00:00;436;0;463;498;-;-
11.04.2021;00:00;01:00;386;0;419;495;-;-
11.04.2021;01:00;02:00;297;0;307;495;-;-
11.04.2021;02:00;03:00;293;0;297;412;-;-
11.04.2021;03:00;04:00;295;0;298;397;-;-
11.04.2021;04:00;05:00;302;0;303;391;-;-
11.04.2021;05:00;06:00;301;0;301;390;-;-
11.04.2021;06:00;07:00;301;0;301;389;-;-
11.04.2021;07:00;08:00;301;0;302;388;-;-
11.04.2021;08:00;09:00;306;0;328;386;-;-
11.04.2021;09:00;10:00;333;0;355;385;-;-
11.04.2021;10:00;11:00;312;0;334;389;-;-
11.04.2021;11:00;12:00;312;0;329;422;-;-
11.04.2021;12:00;13:00;303;0;298;403;-;-
11.04.2021;13:00;14:00;302;0;298;399;-;-
11.04.2021;14:00;15:00;302;0;298;399;-;-
11.04.2021;15:00;16:00;302;0;302;397;-;-
11.04.2021;16:00;17:00;303;0;310;422;-;-
11.04.2021;17:00;18:00;313;0;324;426;-;-
11.04.2021;18:00;19:00;368;0;395;488;-;-
11.04.2021;19:00;20:00;483;0;494;495;-;-
11.04.2021;20:00;21:00;496;0;497;495;-;-
11.04.2021;21:00;22:00;460;0;476;497;-;-
11.04.2021;22:00;23:00;422;0;468;499;-;-
11.04.2021;23:00;00:00;494;0;500;496;-;-
12.04.2021;00:00;01:00;494;0;499;497;-;-
12.04.2021;01:00;02:00;493;0;498;497;-;-
12.04.2021;02:00;03:00;492;0;499;497;-;-
12.04.2021;03:00;04:00;494;0;499;499;-;-
12.04.2021;04:00;05:00;493;0;500;495;-;-
12.04.2021;05:00;06:00;493;0;501;499;-;-
12.04.2021;06:00;07:00;497;0;502;501;-;-
12.04.2021;07:00;08:00;498;0;504;502;-;-
12.04.2021;08:00;09:00;499;0;504;502;-;-
12.04.2021;09:00;10:00;488;0;489;494;-;-
12.04.2021;10:00;11:00;486;0;501;500;-;-
12.04.2021;11:00;12:00;497;0;501;500;-;-
12.04.2021;12:00;13:00;466;0;496;499;-;-
12.04.2021;13:00;14:00;476;0;499;498;-;-
12.04.2021;14:00;15:00;478;0;497;495;-;-
12.04.2021;15:00;16:00;471;0;493;495;-;-
12.04.2021;16:00;17:00;461;0;487;488;-;-
12.04.2021;17:00;18:00;465;0;485;496;-;-
12.04.2021;18:00;19:00;466;0;490;497;-;-
12.04.2021;19:00;20:00;480;0;490;497;-;-
12.04.2021;20:00;21:00;488;0;497;496;-;-
12.04.2021;21:00;22:00;439;0;498;497;-;-
12.04.2021;22:00;23:00;435;0;492;498;-;-
12.04.2021;23:00;00:00;418;0;466;494;-;-
13.04.2021;00:00;01:00;392;0;421;487;-;-
13.04.2021;01:00;02:00;363;0;390;496;-;-
13.04.2021;02:00;03:00;332;0;331;464;-;-
13.04.2021;03:00;04:00;331;0;347;461;-;-
13.04.2021;04:00;05:00;393;0;414;461;-;-
13.04.2021;05:00;06:00;482;0;468;483;-;-
13.04.2021;06:00;07:00;475;0;466;493;-;-
13.04.2021;07:00;08:00;481;0;472;493;-;-
13.04.2021;08:00;09:00;473;0;472;493;-;-
13.04.2021;09:00;10:00;416;0;467;492;-;-
13.04.2021;10:00;11:00;374;0;340;419;-;-
13.04.2021;11:00;12:00;389;0;335;476;-;-
13.04.2021;12:00;13:00;311;0;332;399;-;-
13.04.2021;13:00;14:00;306;0;327;403;-;-
13.04.2021;14:00;15:00;307;0;333;405;-;-
13.04.2021;15:00;16:00;307;0;335;400;-;-
13.04.2021;16:00;17:00;388;0;415;407;-;-
13.04.2021;17:00;18:00;457;0;471;469;-;-
13.04.2021;18:00;19:00;447;0;473;493;-;-
13.04.2021;19:00;20:00;472;0;483;497;-;-
13.04.2021;20:00;21:00;489;0;499;496;-;-
13.04.2021;21:00;22:00;490;0;497;496;-;-
13.04.2021;22:00;23:00;491;0;487;497;-;-
13.04.2021;23:00;00:00;458;0;472;494;-;-
14.04.2021;00:00;01:00;477;0;483;492;-;-
14.04.2021;01:00;02:00;487;0;492;494;-;-
14.04.2021;02:00;03:00;456;0;476;496;-;-
14.04.2021;03:00;04:00;484;0;498;498;-;-
14.04.2021;04:00;05:00;485;0;498;497;-;-
14.04.2021;05:00;06:00;470;0;490;496;-;-
14.04.2021;06:00;07:00;477;0;499;501;-;-
14.04.2021;07:00;08:00;444;0;499;504;-;-
14.04.2021;08:00;09:00;429;0;495;502;-;-
14.04.2021;09:00;10:00;427;0;491;501;-;-
14.04.2021;10:00;11:00;413;0;466;421;-;-
14.04.2021;11:00;12:00;480;0;500;411;-;-
14.04.2021;12:00;13:00;477;0;472;407;-;-
14.04.2021;13:00;14:00;480;0;457;233;-;-
14.04.2021;14:00;15:00;489;0;481;224;-;-
14.04.2021;15:00;16:00;489;0;462;208;-;-
14.04.2021;16:00;17:00;489;0;482;215;-;-
14.04.2021;17:00;18:00;481;0;480;222;-;-
14.04.2021;18:00;19:00;487;0;487;224;-;-
14.04.2021;19:00;20:00;483;0;487;227;-;-
14.04.2021;20:00;21:00;486;0;492;226;-;-
14.04.2021;21:00;22:00;481;0;489;225;-;-
14.04.2021;22:00;23:00;468;0;478;224;-;-
14.04.2021;23:00;00:00;452;0;474;225;-;-
15.04.2021;00:00;01:00;476;0;487;231;-;-
15.04.2021;01:00;02:00;481;0;486;230;-;-
15.04.2021;02:00;03:00;477;0;481;229;-;-
15.04.2021;03:00;04:00;481;0;483;230;-;-
15.04.2021;04:00;05:00;482;0;484;230;-;-
15.04.2021;05:00;06:00;463;0;479;231;-;-
15.04.2021;06:00;07:00;487;0;496;231;-;-
15.04.2021;07:00;08:00;494;0;499;231;-;-
15.04.2021;08:00;09:00;486;0;494;232;-;-
15.04.2021;09:00;10:00;475;0;484;231;-;-
15.04.2021;10:00;11:00;421;0;442;232;-;-
15.04.2021;11:00;12:00;474;0;491;232;-;-
15.04.2021;12:00;13:00;488;0;470;231;-;-
15.04.2021;13:00;14:00;489;0;469;231;-;-
15.04.2021;14:00;15:00;466;0;457;230;-;-
15.04.2021;15:00;16:00;398;0;471;231;-;-
15.04.2021;16:00;17:00;468;0;491;228;-;-
15.04.2021;17:00;18:00;490;0;496;225;-;-
15.04.2021;18:00;19:00;493;0;499;226;-;-
15.04.2021;19:00;20:00;491;0;499;226;-;-
15.04.2021;20:00;21:00;492;0;499;226;-;-
15.04.2021;21:00;22:00;438;0;495;225;-;-
15.04.2021;22:00;23:00;431;0;485;226;-;-
15.04.2021;23:00;00:00;433;0;481;218;-;-
16.04.2021;00:00;01:00;393;0;410;171;-;-
16.04.2021;01:00;02:00;400;0;414;158;-;-
16.04.2021;02:00;03:00;394;0;447;171;-;-
16.04.2021;03:00;04:00;403;0;452;171;-;-
16.04.2021;04:00;05:00;420;0;452;169;-;-
16.04.2021;05:00;06:00;431;0;459;162;-;-
16.04.2021;06:00;07:00;411;0;429;250;-;-
16.04.2021;07:00;08:00;398;0;422;409;-;-
16.04.2021;08:00;09:00;396;0;431;452;-;-
16.04.2021;09:00;10:00;391;0;439;457;-;-
16.04.2021;10:00;11:00;388;0;434;457;-;-
16.04.2021;11:00;12:00;390;0;433;462;-;-
16.04.2021;12:00;13:00;455;0;451;460;-;-
16.04.2021;13:00;14:00;454;0;456;461;-;-
16.04.2021;14:00;15:00;454;0;449;461;-;-
16.04.2021;15:00;16:00;403;0;449;475;-;-
16.04.2021;16:00;17:00;410;0;480;480;-;-
16.04.2021;17:00;18:00;429;0;483;479;-;-
16.04.2021;18:00;19:00;449;0;471;479;-;-
16.04.2021;19:00;20:00;458;0;481;481;-;-
16.04.2021;20:00;21:00;485;0;498;481;-;-
16.04.2021;21:00;22:00;478;0;492;480;-;-
16.04.2021;22:00;23:00;451;0;474;482;-;-
16.04.2021;23:00;00:00;392;0;418;480;-;-
17.04.2021;00:00;01:00;481;0;470;495;-;-
17.04.2021;01:00;02:00;492;0;469;495;-;-
17.04.2021;02:00;03:00;481;0;478;493;-;-
17.04.2021;03:00;04:00;490;0;466;497;-;-
17.04.2021;04:00;05:00;479;0;467;495;-;-
17.04.2021;05:00;06:00;483;0;456;495;-;-
17.04.2021;06:00;07:00;486;0;456;493;-;-
17.04.2021;07:00;08:00;488;0;485;489;-;-
17.04.2021;08:00;09:00;441;0;485;491;-;-
17.04.2021;09:00;10:00;385;0;435;490;-;-
17.04.2021;10:00;11:00;362;0;401;489;-;-
17.04.2021;11:00;12:00;322;0;361;474;-;-
17.04.2021;12:00;13:00;303;0;338;468;-;-
17.04.2021;13:00;14:00;312;0;338;460;-;-
17.04.2021;14:00;15:00;314;0;336;472;-;-
17.04.2021;15:00;16:00;330;0;353;472;-;-
17.04.2021;16:00;17:00;427;0;396;466;-;-
17.04.2021;17:00;18:00;467;0;476;492;-;-
17.04.2021;18:00;19:00;463;0;473;492;-;-
17.04.2021;19:00;20:00;466;0;472;491;-;-
17.04.2021;20:00;21:00;495;0;496;492;-;-
17.04.2021;21:00;22:00;494;0;499;492;-;-
17.04.2021;22:00;23:00;495;0;497;492;-;-
17.04.2021;23:00;00:00;487;0;490;490;-;-
18.04.2021;00:00;01:00;376;0;397;481;-;-
18.04.2021;01:00;02:00;414;0;457;483;-;-
18.04.2021;02:00;03:00;390;0;428;482;-;-
18.04.2021;03:00;04:00;421;0;465;482;-;-
18.04.2021;04:00;05:00;418;0;459;483;-;-
18.04.2021;05:00;06:00;430;0;453;483;-;-
18.04.2021;06:00;07:00;418;0;452;481;-;-
18.04.2021;07:00;08:00;417;0;455;481;-;-
18.04.2021;08:00;09:00;415;0;455;481;-;-
18.04.2021;09:00;10:00;489;0;500;494;-;-
18.04.2021;10:00;11:00;492;0;497;497;-;-
18.04.2021;11:00;12:00;489;0;493;493;-;-
18.04.2021;12:00;13:00;468;0;457;476;-;-
18.04.2021;13:00;14:00;405;0;426;467;-;-
18.04.2021;14:00;15:00;380;0;438;463;-;-
18.04.2021;15:00;16:00;383;0;427;463;-;-
18.04.2021;16:00;17:00;477;0;492;481;-;-
18.04.2021;17:00;18:00;489;0;499;491;-;-
18.04.2021;18:00;19:00;491;0;499;493;-;-
18.04.2021;19:00;20:00;495;0;498;492;-;-
18.04.2021;20:00;21:00;492;0;498;496;-;-
18.04.2021;21:00;22:00;493;0;498;497;-;-
18.04.2021;22:00;23:00;495;0;497;496;-;-
18.04.2021;23:00;00:00;495;0;497;497;-;-
19.04.2021;00:00;01:00;496;0;498;496;-;-
19.04.2021;01:00;02:00;493;0;499;495;-;-
19.04.2021;02:00;03:00;493;0;498;496;-;-
19.04.2021;03:00;04:00;493;0;491;496;-;-
19.04.2021;04:00;05:00;493;0;486;495;-;-
19.04.2021;05:00;06:00;493;0;488;498;-;-
19.04.2021;06:00;07:00;490;0;485;495;-;-
19.04.2021;07:00;08:00;488;0;488;495;-;-
19.04.2021;08:00;09:00;488;0;494;495;-;-
19.04.2021;09:00;10:00;489;0;497;496;-;-
19.04.2021;10:00;11:00;488;0;492;495;-;-
19.04.2021;11:00;12:00;486;0;497;497;-;-
19.04.2021;12:00;13:00;481;0;490;493;-;-
19.04.2021;13:00;14:00;487;0;495;494;-;-
19.04.2021;14:00;15:00;489;0;496;494;-;-
19.04.2021;15:00;16:00;485;0;492;494;-;-
19.04.2021;16:00;17:00;488;0;496;495;-;-
19.04.2021;17:00;18:00;485;0;492;495;-;-
19.04.2021;18:00;19:00;484;0;491;496;-;-
19.04.2021;19:00;20:00;490;0;494;496;-;-
19.04.2021;20:00;21:00;487;0;446;495;-;-
19.04.2021;21:00;22:00;484;0;439;492;-;-
19.04.2021;22:00;23:00;489;0;444;497;-;-
19.04.2021;23:00;00:00;488;0;445;495;-;-
20.04.2021;00:00;01:00;413;0;402;492;-;-
20.04.2021;01:00;02:00;419;0;409;495;-;-
20.04.2021;02:00;03:00;413;0;408;495;-;-
20.04.2021;03:00;04:00;417;0;411;494;-;-
20.04.2021;04:00;05:00;446;0;412;495;-;-
20.04.2021;05:00;06:00;485;0;417;495;-;-
20.04.2021;06:00;07:00;487;0;461;495;-;-
20.04.2021;07:00;08:00;490;0;486;495;-;-
20.04.2021;08:00;09:00;487;0;478;494;-;-
20.04.2021;09:00;10:00;485;0;469;493;-;-
20.04.2021;10:00;11:00;459;0;459;481;-;-
20.04.2021;11:00;12:00;415;0;439;469;-;-
20.04.2021;12:00;13:00;405;0;427;444;-;-
20.04.2021;13:00;14:00;406;0;426;460;-;-
20.04.2021;14:00;15:00;403;0;423;463;-;-
20.04.2021;15:00;16:00;443;0;465;458;-;-
20.04.2021;16:00;17:00;442;0;468;457;-;-
20.04.2021;17:00;18:00;473;0;483;482;-;-
20.04.2021;18:00;19:00;475;0;486;489;-;-
20.04.2021;19:00;20:00;489;0;493;498;-;-
20.04.2021;20:00;21:00;492;0;497;497;-;-
20.04.2021;21:00;22:00;486;0;488;490;-;-
20.04.2021;22:00;23:00;490;0;492;494;-;-
20.04.2021;23:00;00:00;491;0;494;490;-;-
21.04.2021;00:00;01:00;491;0;494;500;-;-
21.04.2021;01:00;02:00;492;0;495;494;-;-
21.04.2021;02:00;03:00;491;0;489;492;-;-
21.04.2021;03:00;04:00;492;0;495;494;-;-
21.04.2021;04:00;05:00;455;0;496;494;-;-
21.04.2021;05:00;06:00;440;0;491;494;-;-
21.04.2021;06:00;07:00;439;0;494;496;-;-
21.04.2021;07:00;08:00;428;0;484;488;-;-
21.04.2021;08:00;09:00;431;0;485;489;-;-
21.04.2021;09:00;10:00;453;0;477;496;-;-
21.04.2021;10:00;11:00;368;0;357;484;-;-
21.04.2021;11:00;12:00;342;0;346;482;-;-
21.04.2021;12:00;13:00;310;0;314;423;-;-
21.04.2021;13:00;14:00;306;0;302;412;-;-
21.04.2021;14:00;15:00;309;0;312;417;-;-
21.04.2021;15:00;16:00;388;0;370;429;-;-
21.04.2021;16:00;17:00;417;0;373;486;-;-
21.04.2021;17:00;18:00;431;0;410;488;-;-
21.04.2021;18:00;19:00;418;0;442;482;-;-
21.04.2021;19:00;20:00;408;0;434;496;-;-
21.04.2021;20:00;21:00;480;0;486;500;-;-
21.04.2021;21:00;22:00;426;0;447;439;-;-
21.04.2021;22:00;23:00;436;0;458;442;-;-
21.04.2021;23:00;00:00;435;0;432;438;-;-
22.04.2021;00:00;01:00;361;0;352;441;-;-
22.04.2021;01:00;02:00;305;0;304;425;-;-
22.04.2021;02:00;03:00;304;0;309;416;-;-
22.04.2021;03:00;04:00;314;0;333;418;-;-
22.04.2021;04:00;05:00;348;0;360;443;-;-
22.04.2021;05:00;06:00;470;0;488;492;-;-
22.04.2021;06:00;07:00;485;0;494;495;-;-
22.04.2021;07:00;08:00;393;0;424;494;-;-
22.04.2021;08:00;09:00;345;0;346;443;-;-
22.04.2021;09:00;10:00;309;0;309;412;-;-
22.04.2021;10:00;11:00;302;0;285;390;-;-
22.04.2021;11:00;12:00;303;0;144;420;-;-
22.04.2021;12:00;13:00;296;0;0;410;-;-
22.04.2021;13:00;14:00;304;0;0;414;-;-
22.04.2021;14:00;15:00;299;0;0;403;-;-
22.04.2021;15:00;16:00;297;0;0;404;-;-
22.04.2021;16:00;17:00;309;0;0;406;-;-
22.04.2021;17:00;18:00;310;0;0;418;-;-
22.04.2021;18:00;19:00;354;0;0;457;-;-
22.04.2021;19:00;20:00;377;0;0;455;-;-
22.04.2021;20:00;21:00;340;0;0;463;-;-
22.04.2021;21:00;22:00;339;0;0;461;-;-
22.04.2021;22:00;23:00;364;0;0;458;-;-
22.04.2021;23:00;00:00;354;0;0;455;-;-
23.04.2021;00:00;01:00;364;0;0;453;-;-
23.04.2021;01:00;02:00;361;0;0;463;-;-
23.04.2021;02:00;03:00;376;0;0;461;-;-
23.04.2021;03:00;04:00;382;0;0;466;-;-
23.04.2021;04:00;05:00;401;0;0;462;-;-
23.04.2021;05:00;06:00;424;0;0;461;-;-
23.04.2021;06:00;07:00;484;0;0;481;-;-
23.04.2021;07:00;08:00;495;0;0;498;-;-
23.04.2021;08:00;09:00;376;0;0;493;-;-
23.04.2021;09:00;10:00;367;0;0;495;-;-
23.04.2021;10:00;11:00;334;0;0;465;-;-
23.04.2021;11:00;12:00;314;0;0;443;-;-
23.04.2021;12:00;13:00;320;0;0;436;-;-
23.04.2021;13:00;14:00;316;0;0;435;-;-
23.04.2021;14:00;15:00;306;0;0;426;-;-
23.04.2021;15:00;16:00;234;0;0;327;-;-
23.04.2021;16:00;17:00;278;0;0;430;-;-
23.04.2021;17:00;18:00;218;0;0;480;-;-
23.04.2021;18:00;19:00;213;0;0;482;-;-
23.04.2021;19:00;20:00;204;0;0;491;-;-
23.04.2021;20:00;21:00;345;0;0;496;-;-
23.04.2021;21:00;22:00;479;0;0;494;-;-
23.04.2021;22:00;23:00;467;0;0;489;-;-
23.04.2021;23:00;00:00;490;0;0;493;-;-
24.04.2021;00:00;01:00;496;0;0;496;-;-
24.04.2021;01:00;02:00;495;0;0;496;-;-
24.04.2021;02:00;03:00;489;0;0;495;-;-
24.04.2021;03:00;04:00;482;0;0;495;-;-
24.04.2021;04:00;05:00;447;0;0;470;-;-
24.04.2021;05:00;06:00;469;0;0;473;-;-
24.04.2021;06:00;07:00;471;0;0;480;-;-
24.04.2021;07:00;08:00;490;0;0;497;-;-
24.04.2021;08:00;09:00;490;0;0;492;-;-
24.04.2021;09:00;10:00;490;0;0;495;-;-
24.04.2021;10:00;11:00;357;0;0;490;-;-
24.04.2021;11:00;12:00;305;0;0;444;-;-
24.04.2021;12:00;13:00;300;0;0;428;-;-
24.04.2021;13:00;14:00;299;0;0;402;-;-
24.04.2021;14:00;15:00;301;0;0;390;-;-
24.04.2021;15:00;16:00;298;0;0;402;-;-
24.04.2021;16:00;17:00;305;0;0;400;-;-
24.04.2021;17:00;18:00;301;0;0;416;-;-
24.04.2021;18:00;19:00;468;0;0;468;-;-
24.04.2021;19:00;20:00;475;0;0;487;-;-
24.04.2021;20:00;21:00;492;0;0;498;-;-
24.04.2021;21:00;22:00;463;0;0;478;-;-
24.04.2021;22:00;23:00;453;0;0;472;-;-
24.04.2021;23:00;00:00;392;0;0;487;-;-
25.04.2021;00:00;01:00;362;0;0;382;-;-
25.04.2021;01:00;02:00;349;0;0;392;-;-
25.04.2021;02:00;03:00;347;0;0;394;-;-
25.04.2021;03:00;04:00;347;0;0;397;-;-
25.04.2021;04:00;05:00;347;0;0;395;-;-
25.04.2021;05:00;06:00;345;0;0;395;-;-
25.04.2021;06:00;07:00;302;0;0;433;-;-
25.04.2021;07:00;08:00;303;0;0;439;-;-
25.04.2021;08:00;09:00;297;0;0;415;-;-
25.04.2021;09:00;10:00;298;0;0;419;-;-
25.04.2021;10:00;11:00;296;0;0;416;-;-
25.04.2021;11:00;12:00;320;0;0;437;-;-
25.04.2021;12:00;13:00;293;0;0;436;-;-
25.04.2021;13:00;14:00;294;0;0;412;-;-
25.04.2021;14:00;15:00;296;0;0;417;-;-
25.04.2021;15:00;16:00;296;0;0;417;-;-
25.04.2021;16:00;17:00;297;0;0;409;-;-
25.04.2021;17:00;18:00;313;0;0;411;-;-
25.04.2021;18:00;19:00;434;0;0;486;-;-
25.04.2021;19:00;20:00;489;0;0;476;-;-
25.04.2021;20:00;21:00;489;0;30;497;-;-
25.04.2021;21:00;22:00;470;0;120;481;-;-
25.04.2021;22:00;23:00;482;0;143;488;-;-
25.04.2021;23:00;00:00;481;0;143;489;-;-
26.04.2021;00:00;01:00;480;0;138;494;-;-
26.04.2021;01:00;02:00;388;0;147;444;-;-
26.04.2021;02:00;03:00;385;0;141;437;-;-
26.04.2021;03:00;04:00;459;0;217;436;-;-
26.04.2021;04:00;05:00;418;0;352;437;-;-
26.04.2021;05:00;06:00;489;0;374;492;-;-
26.04.2021;06:00;07:00;486;0;396;491;-;-
26.04.2021;07:00;08:00;481;0;392;494;-;-
26.04.2021;08:00;09:00;454;0;419;495;-;-
26.04.2021;09:00;10:00;388;0;414;495;-;-
26.04.2021;10:00;11:00;402;0;425;499;-;-
26.04.2021;11:00;12:00;350;0;416;395;-;-
26.04.2021;12:00;13:00;369;0;406;398;-;-
26.04.2021;13:00;14:00;327;0;402;392;-;-
26.04.2021;14:00;15:00;323;0;398;375;-;-
26.04.2021;15:00;16:00;373;0;367;377;-;-
26.04.2021;16:00;17:00;459;0;432;472;-;-
26.04.2021;17:00;18:00;500;0;499;498;-;-
26.04.2021;18:00;19:00;502;0;502;501;-;-
26.04.2021;19:00;20:00;509;0;502;502;-;-
26.04.2021;20:00;21:00;496;0;498;503;-;-
26.04.2021;21:00;22:00;489;0;493;499;-;-
26.04.2021;22:00;23:00;486;0;493;493;-;-
26.04.2021;23:00;00:00;475;0;488;495;-;-
27.04.2021;00:00;01:00;473;0;483;494;-;-
27.04.2021;01:00;02:00;475;0;486;497;-;-
27.04.2021;02:00;03:00;488;0;485;497;-;-
27.04.2021;03:00;04:00;442;0;460;485;-;-
27.04.2021;04:00;05:00;463;0;480;487;-;-
27.04.2021;05:00;06:00;491;0;499;485;-;-
27.04.2021;06:00;07:00;509;0;504;499;-;-
27.04.2021;07:00;08:00;508;0;501;504;-;-
27.04.2021;08:00;09:00;500;0;499;496;-;-
27.04.2021;09:00;10:00;476;0;497;485;-;-
27.04.2021;10:00;11:00;382;0;449;471;-;-
27.04.2021;11:00;12:00;351;0;411;466;-;-
27.04.2021;12:00;13:00;319;0;415;370;-;-
27.04.2021;13:00;14:00;323;0;414;362;-;-
27.04.2021;14:00;15:00;335;0;373;348;-;-
27.04.2021;15:00;16:00;312;0;420;346;-;-
27.04.2021;16:00;17:00;323;0;424;343;-;-
27.04.2021;17:00;18:00;474;0;489;441;-;-
27.04.2021;18:00;19:00;503;0;501;503;-;-
27.04.2021;19:00;20:00;506;0;503;505;-;-
27.04.2021;20:00;21:00;506;0;502;503;-;-
27.04.2021;21:00;22:00;497;0;497;498;-;-
27.04.2021;22:00;23:00;502;0;502;499;-;-
27.04.2021;23:00;00:00;488;0;496;497;-;-
28.04.2021;00:00;01:00;498;0;483;500;-;-
28.04.2021;01:00;02:00;497;0;476;493;-;-
28.04.2021;02:00;03:00;505;0;482;487;-;-
28.04.2021;03:00;04:00;485;0;480;463;-;-
28.04.2021;04:00;05:00;499;0;493;459;-;-
28.04.2021;05:00;06:00;484;0;491;460;-;-
28.04.2021;06:00;07:00;466;0;476;457;-;-
28.04.2021;07:00;08:00;462;0;476;462;-;-
28.04.2021;08:00;09:00;473;0;481;479;-;-
28.04.2021;09:00;10:00;458;0;482;476;-;-
28.04.2021;10:00;11:00;472;0;486;488;-;-
28.04.2021;11:00;12:00;422;0;441;450;-;-
28.04.2021;12:00;13:00;316;0;312;453;-;-
28.04.2021;13:00;14:00;310;0;316;442;-;-
28.04.2021;14:00;15:00;360;0;345;461;-;-
28.04.2021;15:00;16:00;414;0;411;460;-;-
28.04.2021;16:00;17:00;487;0;490;499;-;-
28.04.2021;17:00;18:00;504;0;497;498;-;-
28.04.2021;18:00;19:00;504;0;496;497;-;-
28.04.2021;19:00;20:00;506;0;496;497;-;-
28.04.2021;20:00;21:00;457;0;495;496;-;-
28.04.2021;21:00;22:00;448;0;496;498;-;-
28.04.2021;22:00;23:00;451;0;497;496;-;-
28.04.2021;23:00;00:00;453;0;498;498;-;-
29.04.2021;00:00;01:00;426;0;461;495;-;-
29.04.2021;01:00;02:00;424;0;460;491;-;-
29.04.2021;02:00;03:00;431;0;460;490;-;-
29.04.2021;03:00;04:00;434;0;459;495;-;-
29.04.2021;04:00;05:00;448;0;480;495;-;-
29.04.2021;05:00;06:00;474;0;474;484;-;-
29.04.2021;06:00;07:00;471;0;470;482;-;-
29.04.2021;07:00;08:00;506;0;479;489;-;-
29.04.2021;08:00;09:00;503;0;482;492;-;-
29.04.2021;09:00;10:00;497;0;482;489;-;-
29.04.2021;10:00;11:00;502;0;482;489;-;-
29.04.2021;11:00;12:00;509;0;495;494;-;-
29.04.2021;12:00;13:00;445;0;458;490;-;-
29.04.2021;13:00;14:00;358;0;365;492;-;-
29.04.2021;14:00;15:00;327;0;333;426;-;-
29.04.2021;15:00;16:00;343;0;358;454;-;-
29.04.2021;16:00;17:00;350;0;363;472;-;-
29.04.2021;17:00;18:00;455;0;450;479;-;-
29.04.2021;18:00;19:00;502;0;493;493;-;-
29.04.2021;19:00;20:00;500;0;490;493;-;-
29.04.2021;20:00;21:00;502;0;495;491;-;-
29.04.2021;21:00;22:00;492;0;491;446;-;-
29.04.2021;22:00;23:00;503;0;497;439;-;-
29.04.2021;23:00;00:00;502;0;496;443;-;-
30.04.2021;00:00;01:00;467;0;463;443;-;-
30.04.2021;01:00;02:00;408;0;431;442;-;-
30.04.2021;02:00;03:00;436;0;466;443;-;-
30.04.2021;03:00;04:00;422;0;456;441;-;-
30.04.2021;04:00;05:00;483;0;468;478;-;-
30.04.2021;05:00;06:00;483;0;462;476;-;-
30.04.2021;06:00;07:00;428;0;448;480;-;-
30.04.2021;07:00;08:00;500;0;482;482;-;-
30.04.2021;08:00;09:00;506;0;498;493;-;-
30.04.2021;09:00;10:00;492;0;485;493;-;-
30.04.2021;10:00;11:00;504;0;496;496;-;-
30.04.2021;11:00;12:00;506;0;499;493;-;-
30.04.2021;12:00;13:00;502;0;487;496;-;-
30.04.2021;13:00;14:00;504;0;481;498;-;-
30.04.2021;14:00;15:00;501;0;481;498;-;-
30.04.2021;15:00;16:00;503;0;481;497;-;-
30.04.2021;16:00;17:00;505;0;499;498;-;-
30.04.2021;17:00;18:00;506;0;500;498;-;-
30.04.2021;18:00;19:00;505;0;501;497;-;-
30.04.2021;19:00;20:00;503;0;494;497;-;-
30.04.2021;20:00;21:00;485;0;456;498;-;-
