Datum;Anfang;Ende;Generation_DE Block E [MW] Originalauflösungen;Generation_DE SWD KWL AGuD [MW] Originalauflösungen;Generation_DE SWD KWL GTE1 [MW] Originalauflösungen;Generation_DE SWD KWL GTE2 [MW] Originalauflösungen;Generation_DE SWD KWL GuD F [MW] Originalauflösungen
07.01.2023;13:00;14:00;-;0;-;-;0
07.01.2023;14:00;15:00;-;0;-;-;0
07.01.2023;15:00;16:00;-;0;-;-;0
07.01.2023;16:00;17:00;-;0;-;-;0
07.01.2023;17:00;18:00;-;0;-;-;0
07.01.2023;18:00;19:00;-;0;-;-;0
07.01.2023;19:00;20:00;-;0;-;-;0
07.01.2023;20:00;21:00;-;0;-;-;0
07.01.2023;21:00;22:00;-;0;-;-;0
07.01.2023;22:00;23:00;-;0;-;-;0
07.01.2023;23:00;00:00;-;0;-;-;0
08.01.2023;00:00;01:00;-;0;-;-;0
08.01.2023;01:00;02:00;-;0;-;-;0
08.01.2023;02:00;03:00;-;0;-;-;0
08.01.2023;03:00;04:00;-;0;-;-;0
08.01.2023;04:00;05:00;-;0;-;-;0
08.01.2023;05:00;06:00;-;0;-;-;0
08.01.2023;06:00;07:00;-;0;-;-;0
08.01.2023;07:00;08:00;-;0;-;-;0
08.01.2023;08:00;09:00;-;0;-;-;0
08.01.2023;09:00;10:00;-;0;-;-;0
08.01.2023;10:00;11:00;-;0;-;-;0
08.01.2023;11:00;12:00;-;0;-;-;0
08.01.2023;12:00;13:00;-;0;-;-;0
08.01.2023;13:00;14:00;-;0;-;-;0
08.01.2023;14:00;15:00;-;0;-;-;0
08.01.2023;15:00;16:00;-;0;-;-;0
08.01.2023;16:00;17:00;-;0;-;-;0
08.01.2023;17:00;18:00;-;0;-;-;0
08.01.2023;18:00;19:00;-;0;-;-;0
08.01.2023;19:00;20:00;-;0;-;-;0
08.01.2023;20:00;21:00;-;0;-;-;0
08.01.2023;21:00;22:00;-;0;-;-;0
08.01.2023;22:00;23:00;-;0;-;-;0
08.01.2023;23:00;00:00;-;0;-;-;0
09.01.2023;00:00;01:00;-;0;-;-;0
09.01.2023;01:00;02:00;-;0;-;-;0
09.01.2023;02:00;03:00;-;0;-;-;0
09.01.2023;03:00;04:00;-;0;-;-;0
09.01.2023;04:00;05:00;-;0;-;-;0
09.01.2023;05:00;06:00;-;0;-;-;20
09.01.2023;06:00;07:00;-;0;-;-;86
09.01.2023;07:00;08:00;-;0;-;-;320
09.01.2023;08:00;09:00;-;0;-;-;348
09.01.2023;09:00;10:00;-;0;-;-;343
09.01.2023;10:00;11:00;-;0;-;-;344
09.01.2023;11:00;12:00;-;0;-;-;346
09.01.2023;12:00;13:00;-;0;-;-;505
09.01.2023;13:00;14:00;-;0;-;-;360
09.01.2023;14:00;15:00;-;0;-;-;462
09.01.2023;15:00;16:00;-;0;-;-;562
09.01.2023;16:00;17:00;-;0;-;-;564
09.01.2023;17:00;18:00;-;0;-;-;565
09.01.2023;18:00;19:00;-;0;-;-;561
09.01.2023;19:00;20:00;-;0;-;-;562
09.01.2023;20:00;21:00;-;0;-;-;561
09.01.2023;21:00;22:00;-;0;-;-;478
09.01.2023;22:00;23:00;-;0;-;-;293
09.01.2023;23:00;00:00;-;0;-;-;7
10.01.2023;00:00;01:00;-;0;-;-;0
10.01.2023;01:00;02:00;-;0;-;-;0
10.01.2023;02:00;03:00;-;0;-;-;0
10.01.2023;03:00;04:00;-;0;-;-;0
10.01.2023;04:00;05:00;-;0;-;-;44
10.01.2023;05:00;06:00;-;0;-;-;293
10.01.2023;06:00;07:00;-;2;-;-;558
10.01.2023;07:00;08:00;-;18;-;-;577
10.01.2023;08:00;09:00;-;62;-;-;571
10.01.2023;09:00;10:00;-;96;-;-;566
10.01.2023;10:00;11:00;-;102;-;-;560
10.01.2023;11:00;12:00;-;102;-;-;557
10.01.2023;12:00;13:00;-;102;-;-;541
10.01.2023;13:00;14:00;-;101;-;-;525
10.01.2023;14:00;15:00;-;82;-;-;536
10.01.2023;15:00;16:00;-;72;-;-;541
10.01.2023;16:00;17:00;-;15;-;-;535
10.01.2023;17:00;18:00;-;0;-;-;529
10.01.2023;18:00;19:00;-;0;-;-;354
10.01.2023;19:00;20:00;-;0;-;-;338
10.01.2023;20:00;21:00;-;0;-;-;306
10.01.2023;21:00;22:00;-;0;-;-;11
10.01.2023;22:00;23:00;-;0;-;-;0
10.01.2023;23:00;00:00;-;0;-;-;0
11.01.2023;00:00;01:00;-;0;-;-;0
11.01.2023;01:00;02:00;-;0;-;-;0
11.01.2023;02:00;03:00;-;0;-;-;0
11.01.2023;03:00;04:00;-;0;-;-;0
11.01.2023;04:00;05:00;-;0;-;-;0
11.01.2023;05:00;06:00;-;0;-;-;0
11.01.2023;06:00;07:00;-;1;-;-;37
11.01.2023;07:00;08:00;-;29;-;-;209
11.01.2023;08:00;09:00;-;73;-;-;341
11.01.2023;09:00;10:00;-;76;-;-;339
11.01.2023;10:00;11:00;-;77;-;-;339
11.01.2023;11:00;12:00;-;82;-;-;346
11.01.2023;12:00;13:00;-;96;-;-;344
11.01.2023;13:00;14:00;-;100;-;-;342
11.01.2023;14:00;15:00;-;80;-;-;340
11.01.2023;15:00;16:00;-;73;-;-;455
11.01.2023;16:00;17:00;-;34;-;-;439
11.01.2023;17:00;18:00;-;0;-;-;377
11.01.2023;18:00;19:00;-;0;-;-;344
11.01.2023;19:00;20:00;-;0;-;-;339
11.01.2023;20:00;21:00;-;0;-;-;146
11.01.2023;21:00;22:00;-;0;-;-;0
11.01.2023;22:00;23:00;-;0;-;-;0
11.01.2023;23:00;00:00;-;0;-;-;0
12.01.2023;00:00;01:00;-;0;-;-;0
12.01.2023;01:00;02:00;-;0;-;-;0
12.01.2023;02:00;03:00;-;0;-;-;0
12.01.2023;03:00;04:00;-;0;-;-;0
12.01.2023;04:00;05:00;-;0;-;-;0
12.01.2023;05:00;06:00;-;0;-;-;0
12.01.2023;06:00;07:00;-;1;-;-;0
12.01.2023;07:00;08:00;-;33;-;-;0
12.01.2023;08:00;09:00;-;72;-;-;0
12.01.2023;09:00;10:00;-;72;-;-;0
12.01.2023;10:00;11:00;-;72;-;-;0
12.01.2023;11:00;12:00;-;94;-;-;0
12.01.2023;12:00;13:00;-;95;-;-;0
12.01.2023;13:00;14:00;-;99;-;-;0
12.01.2023;14:00;15:00;-;74;-;-;0
12.01.2023;15:00;16:00;-;71;-;-;0
12.01.2023;16:00;17:00;-;55;-;-;0
12.01.2023;17:00;18:00;-;23;-;-;0
12.01.2023;18:00;19:00;-;0;-;-;0
12.01.2023;19:00;20:00;-;0;-;-;0
12.01.2023;20:00;21:00;-;0;-;-;0
12.01.2023;21:00;22:00;-;0;-;-;0
12.01.2023;22:00;23:00;-;0;-;-;0
12.01.2023;23:00;00:00;-;0;-;-;0
13.01.2023;00:00;01:00;-;0;-;-;0
13.01.2023;01:00;02:00;-;0;-;-;0
13.01.2023;02:00;03:00;-;0;-;-;0
13.01.2023;03:00;04:00;-;0;-;-;0
13.01.2023;04:00;05:00;-;0;-;-;0
13.01.2023;05:00;06:00;-;0;-;-;0
13.01.2023;06:00;07:00;-;0;-;-;0
13.01.2023;07:00;08:00;-;0;-;-;0
13.01.2023;08:00;09:00;-;0;-;-;0
13.01.2023;09:00;10:00;-;0;-;-;0
13.01.2023;10:00;11:00;-;0;-;-;0
13.01.2023;11:00;12:00;-;0;-;-;0
13.01.2023;12:00;13:00;-;0;-;-;0
13.01.2023;13:00;14:00;-;0;-;-;0
13.01.2023;14:00;15:00;-;0;-;-;0
13.01.2023;15:00;16:00;-;0;-;-;0
13.01.2023;16:00;17:00;-;0;-;-;0
13.01.2023;17:00;18:00;-;0;-;-;0
13.01.2023;18:00;19:00;-;0;-;-;0
13.01.2023;19:00;20:00;-;0;-;-;0
13.01.2023;20:00;21:00;-;0;-;-;0
13.01.2023;21:00;22:00;-;0;-;-;0
13.01.2023;22:00;23:00;-;0;-;-;0
13.01.2023;23:00;00:00;-;0;-;-;0
14.01.2023;00:00;01:00;-;0;-;-;0
14.01.2023;01:00;02:00;-;0;-;-;0
14.01.2023;02:00;03:00;-;0;-;-;0
14.01.2023;03:00;04:00;-;0;-;-;0
14.01.2023;04:00;05:00;-;0;-;-;0
14.01.2023;05:00;06:00;-;0;-;-;0
14.01.2023;06:00;07:00;-;0;-;-;0
14.01.2023;07:00;08:00;-;0;-;-;0
14.01.2023;08:00;09:00;-;0;-;-;0
14.01.2023;09:00;10:00;-;0;-;-;0
14.01.2023;10:00;11:00;-;0;-;-;0
14.01.2023;11:00;12:00;-;0;-;-;0
14.01.2023;12:00;13:00;-;0;-;-;0
14.01.2023;13:00;14:00;-;0;-;-;0
14.01.2023;14:00;15:00;-;0;-;-;0
14.01.2023;15:00;16:00;-;0;-;-;0
14.01.2023;16:00;17:00;-;0;-;-;0
14.01.2023;17:00;18:00;-;0;-;-;0
14.01.2023;18:00;19:00;-;0;-;-;0
14.01.2023;19:00;20:00;-;0;-;-;0
14.01.2023;20:00;21:00;-;0;-;-;0
14.01.2023;21:00;22:00;-;0;-;-;0
14.01.2023;22:00;23:00;-;0;-;-;0
14.01.2023;23:00;00:00;-;0;-;-;0
15.01.2023;00:00;01:00;-;0;-;-;0
15.01.2023;01:00;02:00;-;0;-;-;0
15.01.2023;02:00;03:00;-;0;-;-;0
15.01.2023;03:00;04:00;-;0;-;-;0
15.01.2023;04:00;05:00;-;0;-;-;0
15.01.2023;05:00;06:00;-;0;-;-;0
15.01.2023;06:00;07:00;-;0;-;-;0
15.01.2023;07:00;08:00;-;0;-;-;0
15.01.2023;08:00;09:00;-;0;-;-;0
15.01.2023;09:00;10:00;-;0;-;-;0
15.01.2023;10:00;11:00;-;0;-;-;0
15.01.2023;11:00;12:00;-;0;-;-;0
15.01.2023;12:00;13:00;-;0;-;-;0
15.01.2023;13:00;14:00;-;0;-;-;0
15.01.2023;14:00;15:00;-;0;-;-;0
15.01.2023;15:00;16:00;-;0;-;-;0
15.01.2023;16:00;17:00;-;0;-;-;0
15.01.2023;17:00;18:00;-;0;-;-;0
15.01.2023;18:00;19:00;-;0;-;-;0
15.01.2023;19:00;20:00;-;0;-;-;0
15.01.2023;20:00;21:00;-;0;-;-;0
15.01.2023;21:00;22:00;-;0;-;-;0
15.01.2023;22:00;23:00;-;0;-;-;0
15.01.2023;23:00;00:00;-;0;-;-;0
16.01.2023;00:00;01:00;-;0;-;-;0
16.01.2023;01:00;02:00;-;0;-;-;0
16.01.2023;02:00;03:00;-;0;-;-;4
16.01.2023;03:00;04:00;-;0;-;-;83
16.01.2023;04:00;05:00;-;0;-;-;87
16.01.2023;05:00;06:00;-;0;-;-;89
16.01.2023;06:00;07:00;-;0;-;-;282
16.01.2023;07:00;08:00;-;0;-;-;527
16.01.2023;08:00;09:00;-;0;-;-;565
16.01.2023;09:00;10:00;-;0;-;-;507
16.01.2023;10:00;11:00;-;0;-;-;454
16.01.2023;11:00;12:00;-;0;-;-;480
16.01.2023;12:00;13:00;-;0;-;-;353
16.01.2023;13:00;14:00;-;0;-;-;352
16.01.2023;14:00;15:00;-;0;-;-;356
16.01.2023;15:00;16:00;-;0;-;-;408
16.01.2023;16:00;17:00;-;0;-;-;560
16.01.2023;17:00;18:00;-;0;-;-;573
16.01.2023;18:00;19:00;-;0;-;-;533
16.01.2023;19:00;20:00;-;0;-;-;522
16.01.2023;20:00;21:00;-;0;-;-;497
16.01.2023;21:00;22:00;-;0;-;-;499
16.01.2023;22:00;23:00;-;0;-;-;241
16.01.2023;23:00;00:00;-;0;-;-;0
17.01.2023;00:00;01:00;-;0;-;-;0
17.01.2023;01:00;02:00;-;0;-;-;0
17.01.2023;02:00;03:00;-;0;-;-;0
17.01.2023;03:00;04:00;-;0;-;-;0
17.01.2023;04:00;05:00;-;0;-;-;41
17.01.2023;05:00;06:00;-;0;-;-;295
17.01.2023;06:00;07:00;-;0;-;-;341
17.01.2023;07:00;08:00;-;0;-;-;532
17.01.2023;08:00;09:00;-;0;-;-;544
17.01.2023;09:00;10:00;-;0;-;-;545
17.01.2023;10:00;11:00;-;0;-;-;545
17.01.2023;11:00;12:00;-;0;-;-;484
17.01.2023;12:00;13:00;-;0;-;-;486
17.01.2023;13:00;14:00;-;0;-;-;488
17.01.2023;14:00;15:00;-;0;-;-;544
17.01.2023;15:00;16:00;-;0;-;-;547
17.01.2023;16:00;17:00;-;0;-;-;560
17.01.2023;17:00;18:00;-;0;-;-;562
17.01.2023;18:00;19:00;-;0;-;-;563
17.01.2023;19:00;20:00;-;0;-;-;565
17.01.2023;20:00;21:00;-;0;-;-;567
17.01.2023;21:00;22:00;-;0;-;-;568
17.01.2023;22:00;23:00;-;0;-;-;567
17.01.2023;23:00;00:00;-;0;-;-;560
18.01.2023;00:00;01:00;-;0;-;-;469
18.01.2023;01:00;02:00;-;0;-;-;352
18.01.2023;02:00;03:00;-;0;-;-;352
18.01.2023;03:00;04:00;-;0;-;-;351
18.01.2023;04:00;05:00;-;0;-;-;346
18.01.2023;05:00;06:00;-;2;-;-;379
18.01.2023;06:00;07:00;-;15;-;-;547
18.01.2023;07:00;08:00;-;55;-;-;555
18.01.2023;08:00;09:00;-;87;-;-;553
18.01.2023;09:00;10:00;-;100;-;-;544
18.01.2023;10:00;11:00;-;96;-;-;544
18.01.2023;11:00;12:00;-;99;-;-;546
18.01.2023;12:00;13:00;-;88;-;-;558
18.01.2023;13:00;14:00;-;83;-;-;561
18.01.2023;14:00;15:00;-;82;-;-;565
18.01.2023;15:00;16:00;-;81;-;-;561
18.01.2023;16:00;17:00;-;78;-;-;564
18.01.2023;17:00;18:00;-;84;-;-;560
18.01.2023;18:00;19:00;-;88;-;-;559
18.01.2023;19:00;20:00;-;81;-;-;561
18.01.2023;20:00;21:00;-;12;-;-;525
18.01.2023;21:00;22:00;-;0;-;-;519
18.01.2023;22:00;23:00;-;0;-;-;454
18.01.2023;23:00;00:00;-;0;-;-;350
19.01.2023;00:00;01:00;-;0;-;-;546
19.01.2023;01:00;02:00;-;0;-;-;484
19.01.2023;02:00;03:00;-;0;-;-;350
19.01.2023;03:00;04:00;-;0;-;-;348
19.01.2023;04:00;05:00;-;0;-;-;350
19.01.2023;05:00;06:00;-;0;-;-;545
19.01.2023;06:00;07:00;-;0;-;-;558
19.01.2023;07:00;08:00;-;0;-;-;565
19.01.2023;08:00;09:00;-;0;-;-;563
19.01.2023;09:00;10:00;-;0;-;-;377
19.01.2023;10:00;11:00;-;0;-;-;469
19.01.2023;11:00;12:00;-;0;-;-;435
19.01.2023;12:00;13:00;-;0;-;-;438
19.01.2023;13:00;14:00;-;0;-;-;550
19.01.2023;14:00;15:00;-;0;-;-;569
19.01.2023;15:00;16:00;-;0;-;-;564
19.01.2023;16:00;17:00;-;0;-;-;562
19.01.2023;17:00;18:00;-;0;-;-;419
19.01.2023;18:00;19:00;-;0;-;-;428
19.01.2023;19:00;20:00;-;0;-;-;359
19.01.2023;20:00;21:00;-;0;-;-;356
19.01.2023;21:00;22:00;-;0;-;-;516
19.01.2023;22:00;23:00;-;0;-;-;520
19.01.2023;23:00;00:00;-;0;-;-;521
20.01.2023;00:00;01:00;-;0;-;-;567
20.01.2023;01:00;02:00;-;0;-;-;572
20.01.2023;02:00;03:00;-;0;-;-;568
20.01.2023;03:00;04:00;-;0;-;-;568
20.01.2023;04:00;05:00;-;0;-;-;567
20.01.2023;05:00;06:00;-;0;-;-;572
20.01.2023;06:00;07:00;-;10;-;-;575
20.01.2023;07:00;08:00;-;52;-;-;575
20.01.2023;08:00;09:00;-;97;-;-;554
20.01.2023;09:00;10:00;-;103;-;-;545
20.01.2023;10:00;11:00;-;99;-;-;544
20.01.2023;11:00;12:00;-;99;-;-;543
20.01.2023;12:00;13:00;-;103;-;-;544
20.01.2023;13:00;14:00;-;96;-;-;557
20.01.2023;14:00;15:00;-;87;-;-;562
20.01.2023;15:00;16:00;-;93;-;-;560
20.01.2023;16:00;17:00;-;88;-;-;564
20.01.2023;17:00;18:00;-;88;-;-;564
20.01.2023;18:00;19:00;-;88;-;-;564
20.01.2023;19:00;20:00;-;88;-;-;564
20.01.2023;20:00;21:00;-;72;-;-;564
20.01.2023;21:00;22:00;-;3;-;-;564
20.01.2023;22:00;23:00;-;0;-;-;566
20.01.2023;23:00;00:00;-;0;-;-;569
21.01.2023;00:00;01:00;-;0;-;-;579
21.01.2023;01:00;02:00;-;0;-;-;570
21.01.2023;02:00;03:00;-;0;-;-;570
21.01.2023;03:00;04:00;-;0;-;-;570
21.01.2023;04:00;05:00;-;0;-;-;568
21.01.2023;05:00;06:00;-;0;-;-;560
21.01.2023;06:00;07:00;-;0;-;-;557
21.01.2023;07:00;08:00;-;0;-;-;556
21.01.2023;08:00;09:00;-;0;-;-;556
21.01.2023;09:00;10:00;-;0;-;-;556
21.01.2023;10:00;11:00;-;0;-;-;556
21.01.2023;11:00;12:00;-;0;-;-;556
21.01.2023;12:00;13:00;-;0;-;-;560
21.01.2023;13:00;14:00;-;0;-;-;558
21.01.2023;14:00;15:00;-;0;-;-;561
21.01.2023;15:00;16:00;-;0;-;-;561
21.01.2023;16:00;17:00;-;0;-;-;562
21.01.2023;17:00;18:00;-;0;-;-;561
21.01.2023;18:00;19:00;-;0;-;-;561
21.01.2023;19:00;20:00;-;0;-;-;557
21.01.2023;20:00;21:00;-;0;-;-;355
21.01.2023;21:00;22:00;-;0;-;-;333
21.01.2023;22:00;23:00;-;0;-;-;334
21.01.2023;23:00;00:00;-;0;-;-;337
22.01.2023;00:00;01:00;-;0;-;-;335
22.01.2023;01:00;02:00;-;0;-;-;335
22.01.2023;02:00;03:00;-;0;-;-;335
22.01.2023;03:00;04:00;-;0;-;-;335
22.01.2023;04:00;05:00;-;0;-;-;332
22.01.2023;05:00;06:00;-;0;-;-;322
22.01.2023;06:00;07:00;-;0;-;-;341
22.01.2023;07:00;08:00;-;0;-;-;380
22.01.2023;08:00;09:00;-;0;-;-;418
22.01.2023;09:00;10:00;-;0;-;-;461
22.01.2023;10:00;11:00;-;0;-;-;494
22.01.2023;11:00;12:00;-;0;-;-;557
22.01.2023;12:00;13:00;-;0;-;-;561
22.01.2023;13:00;14:00;-;0;-;-;562
22.01.2023;14:00;15:00;-;0;-;-;562
22.01.2023;15:00;16:00;-;0;-;-;562
22.01.2023;16:00;17:00;-;0;-;-;562
22.01.2023;17:00;18:00;-;0;-;-;562
22.01.2023;18:00;19:00;-;0;-;-;567
22.01.2023;19:00;20:00;-;0;-;-;567
22.01.2023;20:00;21:00;-;0;-;-;564
22.01.2023;21:00;22:00;-;0;-;-;566
22.01.2023;22:00;23:00;-;0;-;-;568
22.01.2023;23:00;00:00;-;0;-;-;570
23.01.2023;00:00;01:00;-;0;-;-;574
23.01.2023;01:00;02:00;-;0;-;-;569
23.01.2023;02:00;03:00;-;0;-;-;569
23.01.2023;03:00;04:00;-;0;-;-;569
23.01.2023;04:00;05:00;-;0;-;-;567
23.01.2023;05:00;06:00;-;0;-;-;564
23.01.2023;06:00;07:00;-;0;-;-;566
23.01.2023;07:00;08:00;-;7;-;-;558
23.01.2023;08:00;09:00;-;44;-;-;566
23.01.2023;09:00;10:00;-;80;-;-;566
23.01.2023;10:00;11:00;-;75;-;-;568
23.01.2023;11:00;12:00;-;69;-;-;575
23.01.2023;12:00;13:00;-;80;-;-;575
23.01.2023;13:00;14:00;-;83;-;-;575
23.01.2023;14:00;15:00;-;83;-;-;576
23.01.2023;15:00;16:00;-;83;-;-;576
23.01.2023;16:00;17:00;-;83;-;-;576
23.01.2023;17:00;18:00;-;84;-;-;575
23.01.2023;18:00;19:00;-;85;-;-;577
