Datum;Anfang;Ende;Generation_DE Boxberg Block N [MW] Originalauflösungen;Generation_DE Boxberg Block R [MW] Originalauflösungen;Generation_DE Boxberg Block P [MW] Originalauflösungen;Generation_DE Boxberg Block Q [MW] Originalauflösungen
04.01.2017;17:00;18:00;496;546;445;36
04.01.2017;18:00;19:00;496;586;441;451
04.01.2017;19:00;20:00;497;600;433;575
04.01.2017;20:00;21:00;496;590;458;676
04.01.2017;21:00;22:00;496;591;450;686
04.01.2017;22:00;23:00;496;591;450;671
04.01.2017;23:00;00:00;498;591;449;674
05.01.2017;00:00;01:00;447;591;407;647
05.01.2017;01:00;02:00;434;587;420;641
05.01.2017;02:00;03:00;494;588;472;609
05.01.2017;03:00;04:00;498;592;474;621
05.01.2017;04:00;05:00;495;590;430;667
05.01.2017;05:00;06:00;495;596;473;833
05.01.2017;06:00;07:00;497;590;492;843
05.01.2017;07:00;08:00;498;588;492;842
05.01.2017;08:00;09:00;497;587;493;852
05.01.2017;09:00;10:00;498;588;495;850
05.01.2017;10:00;11:00;498;587;494;850
05.01.2017;11:00;12:00;497;592;494;849
05.01.2017;12:00;13:00;498;589;469;850
05.01.2017;13:00;14:00;464;589;438;848
05.01.2017;14:00;15:00;496;584;494;846
05.01.2017;15:00;16:00;494;588;490;850
05.01.2017;16:00;17:00;495;577;481;848
05.01.2017;17:00;18:00;497;581;476;849
05.01.2017;18:00;19:00;496;582;475;849
05.01.2017;19:00;20:00;491;578;478;851
05.01.2017;20:00;21:00;492;582;476;852
05.01.2017;21:00;22:00;491;595;474;855
05.01.2017;22:00;23:00;497;570;471;848
05.01.2017;23:00;00:00;498;576;470;843
06.01.2017;00:00;01:00;497;575;479;850
06.01.2017;01:00;02:00;499;576;473;851
06.01.2017;02:00;03:00;498;572;473;847
06.01.2017;03:00;04:00;497;574;471;848
06.01.2017;04:00;05:00;496;576;478;851
06.01.2017;05:00;06:00;498;581;480;848
06.01.2017;06:00;07:00;498;577;479;849
06.01.2017;07:00;08:00;498;578;477;850
06.01.2017;08:00;09:00;498;573;487;849
06.01.2017;09:00;10:00;498;574;480;681
06.01.2017;10:00;11:00;490;571;479;849
06.01.2017;11:00;12:00;499;577;474;852
06.01.2017;12:00;13:00;499;576;468;852
06.01.2017;13:00;14:00;500;581;471;849
06.01.2017;14:00;15:00;496;584;472;849
06.01.2017;15:00;16:00;499;577;474;855
06.01.2017;16:00;17:00;500;588;474;854
06.01.2017;17:00;18:00;499;581;473;849
06.01.2017;18:00;19:00;501;585;483;853
06.01.2017;19:00;20:00;496;573;476;854
06.01.2017;20:00;21:00;493;568;493;855
06.01.2017;21:00;22:00;496;571;495;855
06.01.2017;22:00;23:00;499;572;484;854
06.01.2017;23:00;00:00;502;575;485;853
07.01.2017;00:00;01:00;500;576;476;848
07.01.2017;01:00;02:00;501;585;468;848
07.01.2017;02:00;03:00;501;594;473;847
07.01.2017;03:00;04:00;499;589;473;849
07.01.2017;04:00;05:00;493;586;472;850
07.01.2017;05:00;06:00;500;596;475;846
07.01.2017;06:00;07:00;500;590;479;842
07.01.2017;07:00;08:00;501;591;475;844
07.01.2017;08:00;09:00;468;586;428;843
07.01.2017;09:00;10:00;467;593;433;846
07.01.2017;10:00;11:00;499;594;479;844
07.01.2017;11:00;12:00;499;586;478;845
07.01.2017;12:00;13:00;498;596;475;848
07.01.2017;13:00;14:00;501;598;472;845
07.01.2017;14:00;15:00;468;599;433;842
07.01.2017;15:00;16:00;466;592;431;845
07.01.2017;16:00;17:00;465;591;421;846
07.01.2017;17:00;18:00;465;595;423;844
07.01.2017;18:00;19:00;497;590;481;847
07.01.2017;19:00;20:00;495;588;490;845
07.01.2017;20:00;21:00;495;585;479;842
07.01.2017;21:00;22:00;450;597;429;843
07.01.2017;22:00;23:00;492;580;443;844
07.01.2017;23:00;00:00;502;587;475;848
08.01.2017;00:00;01:00;502;587;482;854
08.01.2017;01:00;02:00;500;583;478;844
08.01.2017;02:00;03:00;500;584;470;843
08.01.2017;03:00;04:00;501;582;472;843
08.01.2017;04:00;05:00;501;587;476;845
08.01.2017;05:00;06:00;501;615;472;845
08.01.2017;06:00;07:00;501;609;483;846
08.01.2017;07:00;08:00;500;611;480;844
08.01.2017;08:00;09:00;501;613;479;845
08.01.2017;09:00;10:00;500;592;478;848
08.01.2017;10:00;11:00;502;587;478;852
08.01.2017;11:00;12:00;503;592;480;855
08.01.2017;12:00;13:00;502;589;483;854
08.01.2017;13:00;14:00;502;588;482;854
08.01.2017;14:00;15:00;500;579;477;852
08.01.2017;15:00;16:00;499;580;479;850
08.01.2017;16:00;17:00;501;576;477;854
08.01.2017;17:00;18:00;500;592;476;852
08.01.2017;18:00;19:00;502;602;475;853
08.01.2017;19:00;20:00;502;598;476;853
08.01.2017;20:00;21:00;496;582;478;849
08.01.2017;21:00;22:00;497;574;479;852
08.01.2017;22:00;23:00;496;574;479;849
08.01.2017;23:00;00:00;497;575;478;851
09.01.2017;00:00;01:00;496;579;479;852
09.01.2017;01:00;02:00;496;571;480;855
09.01.2017;02:00;03:00;495;572;472;850
09.01.2017;03:00;04:00;494;577;452;853
09.01.2017;04:00;05:00;503;575;476;853
09.01.2017;05:00;06:00;502;573;499;851
09.01.2017;06:00;07:00;501;577;499;850
09.01.2017;07:00;08:00;501;571;499;849
09.01.2017;08:00;09:00;501;575;499;852
09.01.2017;09:00;10:00;498;581;500;851
09.01.2017;10:00;11:00;500;580;500;851
09.01.2017;11:00;12:00;502;556;499;853
09.01.2017;12:00;13:00;502;587;499;851
09.01.2017;13:00;14:00;502;526;499;851
09.01.2017;14:00;15:00;502;521;499;853
09.01.2017;15:00;16:00;498;524;499;855
09.01.2017;16:00;17:00;501;523;499;853
09.01.2017;17:00;18:00;501;530;482;852
09.01.2017;18:00;19:00;501;591;480;851
09.01.2017;19:00;20:00;502;597;482;852
09.01.2017;20:00;21:00;501;580;482;854
09.01.2017;21:00;22:00;502;586;483;849
09.01.2017;22:00;23:00;500;578;483;848
09.01.2017;23:00;00:00;504;589;487;847
10.01.2017;00:00;01:00;502;583;479;849
10.01.2017;01:00;02:00;502;581;471;850
10.01.2017;02:00;03:00;500;577;473;848
10.01.2017;03:00;04:00;498;573;476;851
10.01.2017;04:00;05:00;502;581;477;851
10.01.2017;05:00;06:00;501;591;474;849
10.01.2017;06:00;07:00;500;583;421;849
10.01.2017;07:00;08:00;502;584;475;851
10.01.2017;08:00;09:00;497;573;444;849
10.01.2017;09:00;10:00;466;507;440;846
10.01.2017;10:00;11:00;463;519;445;847
10.01.2017;11:00;12:00;467;517;440;847
10.01.2017;12:00;13:00;494;513;480;851
10.01.2017;13:00;14:00;298;560;480;847
10.01.2017;14:00;15:00;208;566;500;851
10.01.2017;15:00;16:00;207;563;498;850
10.01.2017;16:00;17:00;209;570;498;849
10.01.2017;17:00;18:00;209;583;496;850
10.01.2017;18:00;19:00;211;578;498;844
10.01.2017;19:00;20:00;212;567;499;839
10.01.2017;20:00;21:00;212;565;498;838
10.01.2017;21:00;22:00;211;572;499;839
10.01.2017;22:00;23:00;211;567;499;837
10.01.2017;23:00;00:00;213;566;460;824
11.01.2017;00:00;01:00;211;571;498;836
11.01.2017;01:00;02:00;211;568;497;839
11.01.2017;02:00;03:00;209;565;497;839
11.01.2017;03:00;04:00;210;567;494;842
11.01.2017;04:00;05:00;211;538;389;835
11.01.2017;05:00;06:00;211;547;196;836
11.01.2017;06:00;07:00;209;544;208;833
11.01.2017;07:00;08:00;181;545;203;652
11.01.2017;08:00;09:00;185;545;202;663
11.01.2017;09:00;10:00;187;545;198;797
11.01.2017;10:00;11:00;187;542;186;786
11.01.2017;11:00;12:00;188;530;0;780
11.01.2017;12:00;13:00;188;530;0;803
11.01.2017;13:00;14:00;190;530;0;800
11.01.2017;14:00;15:00;189;530;0;794
11.01.2017;15:00;16:00;187;530;0;801
11.01.2017;16:00;17:00;189;530;0;713
11.01.2017;17:00;18:00;190;530;0;713
11.01.2017;18:00;19:00;189;530;0;669
11.01.2017;19:00;20:00;188;530;0;673
11.01.2017;20:00;21:00;190;532;0;681
11.01.2017;21:00;22:00;189;559;0;666
11.01.2017;22:00;23:00;188;513;0;681
11.01.2017;23:00;00:00;189;519;0;677
12.01.2017;00:00;01:00;211;555;0;720
12.01.2017;01:00;02:00;210;503;0;685
12.01.2017;02:00;03:00;212;530;0;684
12.01.2017;03:00;04:00;210;534;0;687
12.01.2017;04:00;05:00;212;506;0;702
12.01.2017;05:00;06:00;212;523;0;696
12.01.2017;06:00;07:00;211;597;0;748
12.01.2017;07:00;08:00;211;548;0;697
12.01.2017;08:00;09:00;211;541;0;729
12.01.2017;09:00;10:00;212;540;0;773
12.01.2017;10:00;11:00;210;545;0;779
12.01.2017;11:00;12:00;210;546;0;776
12.01.2017;12:00;13:00;210;543;0;667
12.01.2017;13:00;14:00;211;535;0;730
12.01.2017;14:00;15:00;211;538;0;731
12.01.2017;15:00;16:00;214;525;0;750
12.01.2017;16:00;17:00;211;495;0;748
12.01.2017;17:00;18:00;210;539;0;808
12.01.2017;18:00;19:00;210;543;0;824
12.01.2017;19:00;20:00;209;557;0;817
12.01.2017;20:00;21:00;212;563;0;809
12.01.2017;21:00;22:00;211;571;0;800
12.01.2017;22:00;23:00;210;556;0;808
12.01.2017;23:00;00:00;212;555;0;814
13.01.2017;00:00;01:00;210;572;0;832
13.01.2017;01:00;02:00;211;573;0;834
13.01.2017;02:00;03:00;211;573;0;834
13.01.2017;03:00;04:00;210;583;0;839
13.01.2017;04:00;05:00;209;580;0;836
13.01.2017;05:00;06:00;212;571;0;837
13.01.2017;06:00;07:00;211;563;0;835
13.01.2017;07:00;08:00;209;556;0;835
13.01.2017;08:00;09:00;198;504;0;798
13.01.2017;09:00;10:00;200;519;0;799
13.01.2017;10:00;11:00;198;521;0;812
13.01.2017;11:00;12:00;201;518;0;801
13.01.2017;12:00;13:00;200;513;0;795
13.01.2017;13:00;14:00;200;526;0;791
13.01.2017;14:00;15:00;199;523;0;790
13.01.2017;15:00;16:00;196;565;0;797
13.01.2017;16:00;17:00;195;551;0;761
13.01.2017;17:00;18:00;198;543;0;792
13.01.2017;18:00;19:00;193;521;0;792
13.01.2017;19:00;20:00;192;520;46;796
13.01.2017;20:00;21:00;203;550;139;816
13.01.2017;21:00;22:00;203;557;185;819
13.01.2017;22:00;23:00;202;558;196;823
13.01.2017;23:00;00:00;203;566;196;821
14.01.2017;00:00;01:00;199;572;198;813
14.01.2017;01:00;02:00;177;564;198;823
14.01.2017;02:00;03:00;363;559;198;821
14.01.2017;03:00;04:00;456;545;198;832
14.01.2017;04:00;05:00;491;536;198;836
14.01.2017;05:00;06:00;498;541;199;834
14.01.2017;06:00;07:00;497;537;198;834
14.01.2017;07:00;08:00;491;535;196;836
14.01.2017;08:00;09:00;498;541;195;839
14.01.2017;09:00;10:00;499;533;197;831
14.01.2017;10:00;11:00;475;360;196;834
14.01.2017;11:00;12:00;499;334;195;828
14.01.2017;12:00;13:00;448;445;192;805
14.01.2017;13:00;14:00;440;547;195;802
14.01.2017;14:00;15:00;441;547;196;781
14.01.2017;15:00;16:00;438;523;194;713
14.01.2017;16:00;17:00;437;523;193;713
14.01.2017;17:00;18:00;439;547;203;712
14.01.2017;18:00;19:00;438;496;204;714
14.01.2017;19:00;20:00;438;484;193;720
14.01.2017;20:00;21:00;467;522;183;812
14.01.2017;21:00;22:00;466;524;394;837
14.01.2017;22:00;23:00;443;542;425;840
14.01.2017;23:00;00:00;448;533;425;838
15.01.2017;00:00;01:00;497;529;468;840
15.01.2017;01:00;02:00;501;526;476;843
15.01.2017;02:00;03:00;499;529;474;843
15.01.2017;03:00;04:00;499;540;442;852
15.01.2017;04:00;05:00;500;535;452;851
15.01.2017;05:00;06:00;440;530;413;851
15.01.2017;06:00;07:00;472;515;430;849
15.01.2017;07:00;08:00;496;512;470;843
15.01.2017;08:00;09:00;500;513;472;853
15.01.2017;09:00;10:00;498;510;472;854
15.01.2017;10:00;11:00;437;518;412;850
15.01.2017;11:00;12:00;495;514;445;854
15.01.2017;12:00;13:00;443;518;417;853
15.01.2017;13:00;14:00;443;519;421;852
15.01.2017;14:00;15:00;498;527;444;851
15.01.2017;15:00;16:00;497;528;478;852
15.01.2017;16:00;17:00;497;527;477;851
15.01.2017;17:00;18:00;496;542;479;852
15.01.2017;18:00;19:00;497;551;476;852
15.01.2017;19:00;20:00;498;553;474;849
15.01.2017;20:00;21:00;499;561;473;849
15.01.2017;21:00;22:00;499;559;473;852
15.01.2017;22:00;23:00;500;562;475;852
15.01.2017;23:00;00:00;500;552;473;853
16.01.2017;00:00;01:00;501;559;479;851
16.01.2017;01:00;02:00;498;562;477;854
16.01.2017;02:00;03:00;499;553;478;855
16.01.2017;03:00;04:00;500;557;478;855
16.01.2017;04:00;05:00;501;554;478;854
16.01.2017;05:00;06:00;500;565;491;852
16.01.2017;06:00;07:00;500;569;497;852
16.01.2017;07:00;08:00;499;544;499;849
16.01.2017;08:00;09:00;496;541;498;850
16.01.2017;09:00;10:00;498;538;497;851
16.01.2017;10:00;11:00;498;540;495;856
16.01.2017;11:00;12:00;500;547;495;854
16.01.2017;12:00;13:00;500;551;498;854
16.01.2017;13:00;14:00;499;539;498;856
16.01.2017;14:00;15:00;500;534;498;852
16.01.2017;15:00;16:00;500;521;498;854
16.01.2017;16:00;17:00;499;522;499;856
16.01.2017;17:00;18:00;499;518;496;858
16.01.2017;18:00;19:00;499;571;497;854
16.01.2017;19:00;20:00;499;556;498;854
16.01.2017;20:00;21:00;501;545;498;849
16.01.2017;21:00;22:00;500;561;499;854
16.01.2017;22:00;23:00;496;551;497;856
16.01.2017;23:00;00:00;500;542;499;855
17.01.2017;00:00;01:00;498;544;497;859
17.01.2017;01:00;02:00;499;546;498;856
17.01.2017;02:00;03:00;498;547;497;853
17.01.2017;03:00;04:00;424;523;440;798
17.01.2017;04:00;05:00;499;556;499;855
17.01.2017;05:00;06:00;498;566;498;856
17.01.2017;06:00;07:00;497;570;494;847
17.01.2017;07:00;08:00;501;569;498;857
17.01.2017;08:00;09:00;500;567;499;854
17.01.2017;09:00;10:00;498;573;497;853
17.01.2017;10:00;11:00;494;575;496;857
17.01.2017;11:00;12:00;498;570;497;860
17.01.2017;12:00;13:00;498;563;497;859
17.01.2017;13:00;14:00;498;559;498;858
17.01.2017;14:00;15:00;498;535;498;858
17.01.2017;15:00;16:00;498;511;496;856
17.01.2017;16:00;17:00;499;523;487;855
17.01.2017;17:00;18:00;498;539;478;852
17.01.2017;18:00;19:00;498;538;475;855
17.01.2017;19:00;20:00;498;532;476;852
17.01.2017;20:00;21:00;498;535;475;849
17.01.2017;21:00;22:00;499;544;472;851
17.01.2017;22:00;23:00;498;523;473;851
17.01.2017;23:00;00:00;497;525;476;852
18.01.2017;00:00;01:00;498;545;476;854
18.01.2017;01:00;02:00;499;554;475;854
18.01.2017;02:00;03:00;498;552;476;851
18.01.2017;03:00;04:00;498;562;478;851
18.01.2017;04:00;05:00;498;573;472;847
18.01.2017;05:00;06:00;499;577;477;839
18.01.2017;06:00;07:00;499;582;494;844
18.01.2017;07:00;08:00;500;593;475;845
18.01.2017;08:00;09:00;497;584;473;850
18.01.2017;09:00;10:00;496;595;471;850
18.01.2017;10:00;11:00;497;599;471;855
18.01.2017;11:00;12:00;496;603;472;855
18.01.2017;12:00;13:00;499;602;473;857
18.01.2017;13:00;14:00;500;560;479;671
18.01.2017;14:00;15:00;499;555;475;625
18.01.2017;15:00;16:00;498;576;479;742
18.01.2017;16:00;17:00;497;573;477;840
18.01.2017;17:00;18:00;498;566;472;839
18.01.2017;18:00;19:00;498;567;470;841
18.01.2017;19:00;20:00;501;571;470;842
18.01.2017;20:00;21:00;498;578;464;840
18.01.2017;21:00;22:00;499;557;474;840
18.01.2017;22:00;23:00;495;557;471;837
18.01.2017;23:00;00:00;499;553;477;841
19.01.2017;00:00;01:00;499;571;480;846
19.01.2017;01:00;02:00;498;571;480;847
19.01.2017;02:00;03:00;499;580;477;842
19.01.2017;03:00;04:00;501;568;481;845
19.01.2017;04:00;05:00;498;574;479;846
19.01.2017;05:00;06:00;497;579;486;847
19.01.2017;06:00;07:00;498;595;479;852
19.01.2017;07:00;08:00;498;598;479;853
19.01.2017;08:00;09:00;499;594;477;854
19.01.2017;09:00;10:00;499;563;484;852
19.01.2017;10:00;11:00;499;568;481;849
19.01.2017;11:00;12:00;500;556;481;855
19.01.2017;12:00;13:00;499;572;477;853
19.01.2017;13:00;14:00;498;580;477;849
19.01.2017;14:00;15:00;497;584;475;854
19.01.2017;15:00;16:00;498;577;485;854
19.01.2017;16:00;17:00;497;515;489;854
19.01.2017;17:00;18:00;498;542;479;852
19.01.2017;18:00;19:00;499;570;480;852
19.01.2017;19:00;20:00;499;566;475;856
19.01.2017;20:00;21:00;498;573;471;854
19.01.2017;21:00;22:00;499;574;473;855
19.01.2017;22:00;23:00;499;581;476;853
19.01.2017;23:00;00:00;500;565;475;852
20.01.2017;00:00;01:00;499;566;474;855
20.01.2017;01:00;02:00;499;569;475;854
20.01.2017;02:00;03:00;498;568;480;851
20.01.2017;03:00;04:00;499;569;475;853
20.01.2017;04:00;05:00;499;572;473;853
20.01.2017;05:00;06:00;497;583;468;850
20.01.2017;06:00;07:00;497;586;473;846
20.01.2017;07:00;08:00;498;588;475;852
20.01.2017;08:00;09:00;498;590;478;855
20.01.2017;09:00;10:00;498;562;479;854
20.01.2017;10:00;11:00;498;563;476;854
20.01.2017;11:00;12:00;499;573;467;854
20.01.2017;12:00;13:00;498;586;474;855
20.01.2017;13:00;14:00;499;587;473;855
20.01.2017;14:00;15:00;497;580;477;855
20.01.2017;15:00;16:00;498;580;477;853
20.01.2017;16:00;17:00;497;576;466;855
20.01.2017;17:00;18:00;496;578;476;854
20.01.2017;18:00;19:00;501;573;471;853
20.01.2017;19:00;20:00;499;574;473;857
20.01.2017;20:00;21:00;498;581;472;851
20.01.2017;21:00;22:00;498;581;466;845
20.01.2017;22:00;23:00;499;554;474;838
20.01.2017;23:00;00:00;499;572;473;853
21.01.2017;00:00;01:00;498;568;476;854
21.01.2017;01:00;02:00;498;568;477;856
21.01.2017;02:00;03:00;498;568;471;852
21.01.2017;03:00;04:00;499;562;478;856
21.01.2017;04:00;05:00;499;563;476;855
21.01.2017;05:00;06:00;499;567;469;855
21.01.2017;06:00;07:00;500;564;468;851
21.01.2017;07:00;08:00;499;565;479;855
21.01.2017;08:00;09:00;499;556;474;852
21.01.2017;09:00;10:00;498;562;477;854
21.01.2017;10:00;11:00;499;574;478;855
21.01.2017;11:00;12:00;499;577;476;855
21.01.2017;12:00;13:00;499;579;481;854
21.01.2017;13:00;14:00;497;582;478;851
21.01.2017;14:00;15:00;498;576;483;853
21.01.2017;15:00;16:00;498;576;469;848
21.01.2017;16:00;17:00;498;576;471;855
21.01.2017;17:00;18:00;498;575;475;853
21.01.2017;18:00;19:00;499;569;477;853
21.01.2017;19:00;20:00;500;571;477;855
21.01.2017;20:00;21:00;500;568;481;855
21.01.2017;21:00;22:00;498;575;476;855
21.01.2017;22:00;23:00;499;571;477;855
21.01.2017;23:00;00:00;501;580;482;853
22.01.2017;00:00;01:00;499;580;478;854
22.01.2017;01:00;02:00;501;576;481;858
22.01.2017;02:00;03:00;500;583;473;853
22.01.2017;03:00;04:00;500;580;470;852
22.01.2017;04:00;05:00;498;583;478;854
22.01.2017;05:00;06:00;498;587;477;854
22.01.2017;06:00;07:00;499;585;474;851
22.01.2017;07:00;08:00;499;583;478;853
22.01.2017;08:00;09:00;499;582;475;853
22.01.2017;09:00;10:00;498;571;481;851
22.01.2017;10:00;11:00;497;562;475;853
22.01.2017;11:00;12:00;498;570;479;854
22.01.2017;12:00;13:00;498;568;478;855
22.01.2017;13:00;14:00;499;576;478;855
22.01.2017;14:00;15:00;498;576;484;851
22.01.2017;15:00;16:00;498;577;474;848
22.01.2017;16:00;17:00;499;587;470;853
22.01.2017;17:00;18:00;498;579;471;854
22.01.2017;18:00;19:00;498;580;478;856
22.01.2017;19:00;20:00;497;585;470;854
22.01.2017;20:00;21:00;499;583;477;853
22.01.2017;21:00;22:00;499;596;474;853
22.01.2017;22:00;23:00;499;599;479;854
22.01.2017;23:00;00:00;499;594;480;854
23.01.2017;00:00;01:00;500;597;473;852
23.01.2017;01:00;02:00;502;592;471;849
23.01.2017;02:00;03:00;499;581;476;855
23.01.2017;03:00;04:00;500;580;474;854
23.01.2017;04:00;05:00;499;579;471;854
23.01.2017;05:00;06:00;499;579;482;853
23.01.2017;06:00;07:00;497;579;494;852
23.01.2017;07:00;08:00;499;572;496;852
23.01.2017;08:00;09:00;501;574;500;853
23.01.2017;09:00;10:00;501;578;498;852
23.01.2017;10:00;11:00;499;578;498;854
23.01.2017;11:00;12:00;500;584;497;854
23.01.2017;12:00;13:00;497;595;497;855
23.01.2017;13:00;14:00;498;590;497;856
23.01.2017;14:00;15:00;497;595;495;857
23.01.2017;15:00;16:00;499;595;496;853
23.01.2017;16:00;17:00;498;589;498;854
23.01.2017;17:00;18:00;499;590;490;851
23.01.2017;18:00;19:00;497;577;479;851
23.01.2017;19:00;20:00;501;583;476;854
23.01.2017;20:00;21:00;498;577;470;857
23.01.2017;21:00;22:00;501;587;473;853
23.01.2017;22:00;23:00;499;590;471;853
23.01.2017;23:00;00:00;499;588;477;852
24.01.2017;00:00;01:00;499;584;475;852
24.01.2017;01:00;02:00;498;580;477;853
24.01.2017;02:00;03:00;499;585;472;852
24.01.2017;03:00;04:00;499;578;479;851
24.01.2017;04:00;05:00;498;584;475;853
24.01.2017;05:00;06:00;498;585;481;852
24.01.2017;06:00;07:00;497;587;470;850
24.01.2017;07:00;08:00;501;584;477;854
24.01.2017;08:00;09:00;501;588;473;854
24.01.2017;09:00;10:00;501;585;471;846
24.01.2017;10:00;11:00;497;590;475;853
24.01.2017;11:00;12:00;497;587;471;855
24.01.2017;12:00;13:00;495;581;484;852
24.01.2017;13:00;14:00;498;590;495;852
24.01.2017;14:00;15:00;497;588;482;854
24.01.2017;15:00;16:00;500;589;472;852
24.01.2017;16:00;17:00;499;590;480;852
24.01.2017;17:00;18:00;499;581;471;846
24.01.2017;18:00;19:00;498;585;473;851
24.01.2017;19:00;20:00;498;575;475;853
24.01.2017;20:00;21:00;499;578;477;851
24.01.2017;21:00;22:00;499;581;470;850
24.01.2017;22:00;23:00;501;581;469;849
24.01.2017;23:00;00:00;500;581;471;850
25.01.2017;00:00;01:00;498;582;471;853
25.01.2017;01:00;02:00;498;579;471;854
25.01.2017;02:00;03:00;499;582;473;856
25.01.2017;03:00;04:00;498;579;479;855
25.01.2017;04:00;05:00;499;583;479;854
25.01.2017;05:00;06:00;499;590;482;852
25.01.2017;06:00;07:00;499;588;496;855
25.01.2017;07:00;08:00;500;601;491;855
25.01.2017;08:00;09:00;498;601;497;853
25.01.2017;09:00;10:00;497;599;498;853
25.01.2017;10:00;11:00;498;598;497;853
25.01.2017;11:00;12:00;499;605;497;855
25.01.2017;12:00;13:00;499;606;497;853
25.01.2017;13:00;14:00;500;607;497;853
25.01.2017;14:00;15:00;499;607;476;853
25.01.2017;15:00;16:00;499;602;472;825
25.01.2017;16:00;17:00;499;592;469;853
25.01.2017;17:00;18:00;499;590;477;847
25.01.2017;18:00;19:00;500;571;475;846
25.01.2017;19:00;20:00;501;570;476;844
25.01.2017;20:00;21:00;499;594;476;847
25.01.2017;21:00;22:00;499;598;475;841
