Datum;Anfang;Ende;Generation_DE Huckingen A [MW] Originalauflösungen;Generation_DE Huckingen B [MW] Originalauflösungen
31.01.2023;10:00;11:00;0;0
31.01.2023;11:00;12:00;0;0
31.01.2023;12:00;13:00;0;0
31.01.2023;13:00;14:00;0;0
31.01.2023;14:00;15:00;0;0
31.01.2023;15:00;16:00;0;0
31.01.2023;16:00;17:00;0;0
31.01.2023;17:00;18:00;0;0
31.01.2023;18:00;19:00;0;0
31.01.2023;19:00;20:00;0;0
31.01.2023;20:00;21:00;0;0
31.01.2023;21:00;22:00;0;0
31.01.2023;22:00;23:00;0;0
31.01.2023;23:00;00:00;0;0
01.02.2023;00:00;01:00;0;0
01.02.2023;01:00;02:00;0;0
01.02.2023;02:00;03:00;0;0
01.02.2023;03:00;04:00;0;0
01.02.2023;04:00;05:00;0;0
01.02.2023;05:00;06:00;0;0
01.02.2023;06:00;07:00;0;0
01.02.2023;07:00;08:00;0;0
01.02.2023;08:00;09:00;0;0
01.02.2023;09:00;10:00;0;0
01.02.2023;10:00;11:00;0;0
01.02.2023;11:00;12:00;0;0
01.02.2023;12:00;13:00;0;0
01.02.2023;13:00;14:00;0;0
01.02.2023;14:00;15:00;0;0
01.02.2023;15:00;16:00;0;0
01.02.2023;16:00;17:00;0;0
01.02.2023;17:00;18:00;0;0
01.02.2023;18:00;19:00;0;0
01.02.2023;19:00;20:00;0;0
01.02.2023;20:00;21:00;0;0
01.02.2023;21:00;22:00;0;0
01.02.2023;22:00;23:00;0;0
01.02.2023;23:00;00:00;0;0
02.02.2023;00:00;01:00;0;0
02.02.2023;01:00;02:00;0;0
02.02.2023;02:00;03:00;0;0
02.02.2023;03:00;04:00;0;0
02.02.2023;04:00;05:00;0;0
02.02.2023;05:00;06:00;0;0
02.02.2023;06:00;07:00;0;0
02.02.2023;07:00;08:00;0;0
02.02.2023;08:00;09:00;0;0
02.02.2023;09:00;10:00;0;0
02.02.2023;10:00;11:00;0;0
02.02.2023;11:00;12:00;0;0
02.02.2023;12:00;13:00;0;0
02.02.2023;13:00;14:00;0;0
02.02.2023;14:00;15:00;0;0
02.02.2023;15:00;16:00;0;0
02.02.2023;16:00;17:00;0;0
02.02.2023;17:00;18:00;0;0
02.02.2023;18:00;19:00;0;0
02.02.2023;19:00;20:00;0;0
02.02.2023;20:00;21:00;0;0
02.02.2023;21:00;22:00;0;0
02.02.2023;22:00;23:00;0;0
02.02.2023;23:00;00:00;0;0
03.02.2023;00:00;01:00;0;0
03.02.2023;01:00;02:00;0;0
03.02.2023;02:00;03:00;0;0
03.02.2023;03:00;04:00;0;0
03.02.2023;04:00;05:00;0;0
03.02.2023;05:00;06:00;0;0
03.02.2023;06:00;07:00;0;0
03.02.2023;07:00;08:00;0;0
03.02.2023;08:00;09:00;0;0
03.02.2023;09:00;10:00;0;0
03.02.2023;10:00;11:00;0;0
03.02.2023;11:00;12:00;0;0
03.02.2023;12:00;13:00;0;0
03.02.2023;13:00;14:00;0;0
03.02.2023;14:00;15:00;0;0
03.02.2023;15:00;16:00;0;0
03.02.2023;16:00;17:00;0;0
03.02.2023;17:00;18:00;0;0
03.02.2023;18:00;19:00;0;0
03.02.2023;19:00;20:00;0;0
03.02.2023;20:00;21:00;0;0
03.02.2023;21:00;22:00;0;0
03.02.2023;22:00;23:00;0;0
03.02.2023;23:00;00:00;0;0
04.02.2023;00:00;01:00;0;0
04.02.2023;01:00;02:00;0;0
04.02.2023;02:00;03:00;0;0
04.02.2023;03:00;04:00;0;0
04.02.2023;04:00;05:00;0;0
04.02.2023;05:00;06:00;0;0
04.02.2023;06:00;07:00;0;0
04.02.2023;07:00;08:00;0;0
04.02.2023;08:00;09:00;0;0
04.02.2023;09:00;10:00;0;0
04.02.2023;10:00;11:00;0;0
04.02.2023;11:00;12:00;0;0
04.02.2023;12:00;13:00;0;0
04.02.2023;13:00;14:00;0;0
04.02.2023;14:00;15:00;0;0
04.02.2023;15:00;16:00;0;0
04.02.2023;16:00;17:00;0;0
04.02.2023;17:00;18:00;0;0
04.02.2023;18:00;19:00;0;0
04.02.2023;19:00;20:00;0;0
04.02.2023;20:00;21:00;0;0
04.02.2023;21:00;22:00;0;0
04.02.2023;22:00;23:00;0;0
04.02.2023;23:00;00:00;0;0
05.02.2023;00:00;01:00;0;0
05.02.2023;01:00;02:00;0;0
05.02.2023;02:00;03:00;0;0
05.02.2023;03:00;04:00;0;0
05.02.2023;04:00;05:00;0;0
05.02.2023;05:00;06:00;0;0
05.02.2023;06:00;07:00;0;0
05.02.2023;07:00;08:00;0;0
05.02.2023;08:00;09:00;0;0
05.02.2023;09:00;10:00;0;0
05.02.2023;10:00;11:00;0;0
05.02.2023;11:00;12:00;0;0
05.02.2023;12:00;13:00;0;0
05.02.2023;13:00;14:00;0;0
05.02.2023;14:00;15:00;0;0
05.02.2023;15:00;16:00;0;0
05.02.2023;16:00;17:00;0;0
05.02.2023;17:00;18:00;0;0
05.02.2023;18:00;19:00;0;0
05.02.2023;19:00;20:00;0;0
05.02.2023;20:00;21:00;0;0
05.02.2023;21:00;22:00;0;0
05.02.2023;22:00;23:00;0;0
05.02.2023;23:00;00:00;0;0
06.02.2023;00:00;01:00;0;0
06.02.2023;01:00;02:00;0;0
06.02.2023;02:00;03:00;0;0
06.02.2023;03:00;04:00;0;0
06.02.2023;04:00;05:00;0;0
06.02.2023;05:00;06:00;0;0
06.02.2023;06:00;07:00;0;0
06.02.2023;07:00;08:00;0;0
06.02.2023;08:00;09:00;0;0
06.02.2023;09:00;10:00;0;0
06.02.2023;10:00;11:00;0;0
06.02.2023;11:00;12:00;0;0
06.02.2023;12:00;13:00;0;0
06.02.2023;13:00;14:00;0;0
06.02.2023;14:00;15:00;0;0
06.02.2023;15:00;16:00;0;0
06.02.2023;16:00;17:00;0;0
06.02.2023;17:00;18:00;0;0
06.02.2023;18:00;19:00;0;0
06.02.2023;19:00;20:00;0;0
06.02.2023;20:00;21:00;0;0
06.02.2023;21:00;22:00;0;0
06.02.2023;22:00;23:00;0;0
06.02.2023;23:00;00:00;0;0
07.02.2023;00:00;01:00;0;0
07.02.2023;01:00;02:00;0;0
07.02.2023;02:00;03:00;0;0
07.02.2023;03:00;04:00;0;0
07.02.2023;04:00;05:00;0;0
07.02.2023;05:00;06:00;0;0
07.02.2023;06:00;07:00;0;0
07.02.2023;07:00;08:00;0;0
07.02.2023;08:00;09:00;0;0
07.02.2023;09:00;10:00;0;0
07.02.2023;10:00;11:00;0;0
07.02.2023;11:00;12:00;0;0
07.02.2023;12:00;13:00;0;0
07.02.2023;13:00;14:00;0;0
07.02.2023;14:00;15:00;0;0
07.02.2023;15:00;16:00;0;0
07.02.2023;16:00;17:00;0;0
07.02.2023;17:00;18:00;0;0
07.02.2023;18:00;19:00;0;0
07.02.2023;19:00;20:00;0;0
07.02.2023;20:00;21:00;0;0
07.02.2023;21:00;22:00;0;0
07.02.2023;22:00;23:00;0;0
07.02.2023;23:00;00:00;0;0
08.02.2023;00:00;01:00;0;0
08.02.2023;01:00;02:00;0;0
08.02.2023;02:00;03:00;0;0
08.02.2023;03:00;04:00;0;0
08.02.2023;04:00;05:00;0;0
08.02.2023;05:00;06:00;0;0
08.02.2023;06:00;07:00;0;0
08.02.2023;07:00;08:00;0;0
08.02.2023;08:00;09:00;0;0
08.02.2023;09:00;10:00;0;0
08.02.2023;10:00;11:00;0;0
08.02.2023;11:00;12:00;0;0
08.02.2023;12:00;13:00;0;0
08.02.2023;13:00;14:00;0;0
08.02.2023;14:00;15:00;0;0
08.02.2023;15:00;16:00;0;0
08.02.2023;16:00;17:00;0;0
08.02.2023;17:00;18:00;0;0
08.02.2023;18:00;19:00;0;0
08.02.2023;19:00;20:00;0;0
08.02.2023;20:00;21:00;0;0
08.02.2023;21:00;22:00;0;0
08.02.2023;22:00;23:00;0;0
08.02.2023;23:00;00:00;0;0
09.02.2023;00:00;01:00;0;0
09.02.2023;01:00;02:00;0;0
09.02.2023;02:00;03:00;0;0
09.02.2023;03:00;04:00;0;0
09.02.2023;04:00;05:00;0;0
09.02.2023;05:00;06:00;0;0
09.02.2023;06:00;07:00;0;0
09.02.2023;07:00;08:00;0;0
09.02.2023;08:00;09:00;0;0
09.02.2023;09:00;10:00;0;0
09.02.2023;10:00;11:00;0;0
09.02.2023;11:00;12:00;0;0
09.02.2023;12:00;13:00;0;0
09.02.2023;13:00;14:00;0;0
09.02.2023;14:00;15:00;0;0
09.02.2023;15:00;16:00;0;0
09.02.2023;16:00;17:00;0;0
09.02.2023;17:00;18:00;0;0
09.02.2023;18:00;19:00;0;0
09.02.2023;19:00;20:00;0;0
09.02.2023;20:00;21:00;0;0
09.02.2023;21:00;22:00;0;0
09.02.2023;22:00;23:00;0;0
09.02.2023;23:00;00:00;0;0
10.02.2023;00:00;01:00;0;0
10.02.2023;01:00;02:00;0;0
10.02.2023;02:00;03:00;0;0
10.02.2023;03:00;04:00;0;0
10.02.2023;04:00;05:00;0;0
10.02.2023;05:00;06:00;0;0
10.02.2023;06:00;07:00;0;0
10.02.2023;07:00;08:00;0;0
10.02.2023;08:00;09:00;0;0
10.02.2023;09:00;10:00;0;0
10.02.2023;10:00;11:00;0;0
10.02.2023;11:00;12:00;0;0
10.02.2023;12:00;13:00;0;0
10.02.2023;13:00;14:00;0;0
10.02.2023;14:00;15:00;0;0
10.02.2023;15:00;16:00;0;0
10.02.2023;16:00;17:00;0;0
10.02.2023;17:00;18:00;0;0
10.02.2023;18:00;19:00;0;0
10.02.2023;19:00;20:00;0;0
10.02.2023;20:00;21:00;0;0
10.02.2023;21:00;22:00;0;0
10.02.2023;22:00;23:00;0;0
10.02.2023;23:00;00:00;0;0
11.02.2023;00:00;01:00;0;0
11.02.2023;01:00;02:00;0;0
11.02.2023;02:00;03:00;0;0
11.02.2023;03:00;04:00;0;0
11.02.2023;04:00;05:00;0;0
11.02.2023;05:00;06:00;0;0
11.02.2023;06:00;07:00;0;0
11.02.2023;07:00;08:00;0;0
11.02.2023;08:00;09:00;0;0
11.02.2023;09:00;10:00;0;0
11.02.2023;10:00;11:00;0;0
11.02.2023;11:00;12:00;0;0
11.02.2023;12:00;13:00;0;0
11.02.2023;13:00;14:00;0;0
11.02.2023;14:00;15:00;0;0
11.02.2023;15:00;16:00;0;0
11.02.2023;16:00;17:00;0;0
11.02.2023;17:00;18:00;0;0
11.02.2023;18:00;19:00;0;0
11.02.2023;19:00;20:00;0;0
11.02.2023;20:00;21:00;0;0
11.02.2023;21:00;22:00;0;0
11.02.2023;22:00;23:00;0;0
11.02.2023;23:00;00:00;0;0
12.02.2023;00:00;01:00;0;0
12.02.2023;01:00;02:00;0;0
12.02.2023;02:00;03:00;0;0
12.02.2023;03:00;04:00;0;0
12.02.2023;04:00;05:00;0;0
12.02.2023;05:00;06:00;0;0
12.02.2023;06:00;07:00;0;0
12.02.2023;07:00;08:00;0;0
12.02.2023;08:00;09:00;0;0
12.02.2023;09:00;10:00;0;0
12.02.2023;10:00;11:00;0;0
12.02.2023;11:00;12:00;10;0
12.02.2023;12:00;13:00;69;0
12.02.2023;13:00;14:00;97;0
12.02.2023;14:00;15:00;99;0
12.02.2023;15:00;16:00;97;0
12.02.2023;16:00;17:00;97;0
12.02.2023;17:00;18:00;104;0
12.02.2023;18:00;19:00;111;0
12.02.2023;19:00;20:00;111;0
12.02.2023;20:00;21:00;111;0
12.02.2023;21:00;22:00;110;0
12.02.2023;22:00;23:00;108;0
12.02.2023;23:00;00:00;108;0
13.02.2023;00:00;01:00;106;0
13.02.2023;01:00;02:00;111;0
13.02.2023;02:00;03:00;109;0
13.02.2023;03:00;04:00;112;0
13.02.2023;04:00;05:00;110;0
13.02.2023;05:00;06:00;111;0
13.02.2023;06:00;07:00;112;0
13.02.2023;07:00;08:00;114;0
13.02.2023;08:00;09:00;116;0
13.02.2023;09:00;10:00;112;0
13.02.2023;10:00;11:00;115;0
13.02.2023;11:00;12:00;115;0
13.02.2023;12:00;13:00;116;0
13.02.2023;13:00;14:00;112;0
13.02.2023;14:00;15:00;120;0
13.02.2023;15:00;16:00;108;0
13.02.2023;16:00;17:00;115;0
13.02.2023;17:00;18:00;112;0
13.02.2023;18:00;19:00;113;0
13.02.2023;19:00;20:00;110;0
13.02.2023;20:00;21:00;110;0
13.02.2023;21:00;22:00;111;0
13.02.2023;22:00;23:00;119;0
13.02.2023;23:00;00:00;117;0
14.02.2023;00:00;01:00;117;0
14.02.2023;01:00;02:00;113;0
14.02.2023;02:00;03:00;115;0
14.02.2023;03:00;04:00;110;0
14.02.2023;04:00;05:00;109;0
14.02.2023;05:00;06:00;110;0
14.02.2023;06:00;07:00;113;0
14.02.2023;07:00;08:00;96;0
14.02.2023;08:00;09:00;107;0
14.02.2023;09:00;10:00;95;0
14.02.2023;10:00;11:00;102;0
14.02.2023;11:00;12:00;108;0
14.02.2023;12:00;13:00;116;0
14.02.2023;13:00;14:00;112;0
14.02.2023;14:00;15:00;109;0
14.02.2023;15:00;16:00;105;0
14.02.2023;16:00;17:00;97;0
14.02.2023;17:00;18:00;102;0
14.02.2023;18:00;19:00;110;0
14.02.2023;19:00;20:00;107;0
14.02.2023;20:00;21:00;114;0
14.02.2023;21:00;22:00;97;0
14.02.2023;22:00;23:00;108;0
14.02.2023;23:00;00:00;108;0
15.02.2023;00:00;01:00;105;0
15.02.2023;01:00;02:00;105;0
15.02.2023;02:00;03:00;104;0
15.02.2023;03:00;04:00;108;0
15.02.2023;04:00;05:00;104;0
15.02.2023;05:00;06:00;108;0
15.02.2023;06:00;07:00;111;0
15.02.2023;07:00;08:00;117;0
15.02.2023;08:00;09:00;120;0
15.02.2023;09:00;10:00;129;0
15.02.2023;10:00;11:00;117;0
15.02.2023;11:00;12:00;109;0
15.02.2023;12:00;13:00;107;0
15.02.2023;13:00;14:00;104;0
15.02.2023;14:00;15:00;94;0
15.02.2023;15:00;16:00;131;0
15.02.2023;16:00;17:00;162;0
15.02.2023;17:00;18:00;193;0
15.02.2023;18:00;19:00;190;0
15.02.2023;19:00;20:00;188;0
15.02.2023;20:00;21:00;184;0
15.02.2023;21:00;22:00;200;0
15.02.2023;22:00;23:00;184;0
15.02.2023;23:00;00:00;207;0
16.02.2023;00:00;01:00;189;0
16.02.2023;01:00;02:00;210;0
16.02.2023;02:00;03:00;211;0
16.02.2023;03:00;04:00;213;0
16.02.2023;04:00;05:00;203;0
16.02.2023;05:00;06:00;216;0
16.02.2023;06:00;07:00;205;0
16.02.2023;07:00;08:00;179;0
16.02.2023;08:00;09:00;114;0
16.02.2023;09:00;10:00;121;0
16.02.2023;10:00;11:00;100;0
16.02.2023;11:00;12:00;132;0
16.02.2023;12:00;13:00;202;0
16.02.2023;13:00;14:00;185;0
16.02.2023;14:00;15:00;202;0
16.02.2023;15:00;16:00;207;0
16.02.2023;16:00;17:00;209;0
16.02.2023;17:00;18:00;218;0
16.02.2023;18:00;19:00;201;0
16.02.2023;19:00;20:00;204;0
16.02.2023;20:00;21:00;208;0
16.02.2023;21:00;22:00;208;0
16.02.2023;22:00;23:00;196;0
16.02.2023;23:00;00:00;199;0
17.02.2023;00:00;01:00;194;0
17.02.2023;01:00;02:00;192;0
17.02.2023;02:00;03:00;205;0
17.02.2023;03:00;04:00;221;0
17.02.2023;04:00;05:00;221;0
17.02.2023;05:00;06:00;226;0
17.02.2023;06:00;07:00;216;0
17.02.2023;07:00;08:00;214;0
17.02.2023;08:00;09:00;214;0
17.02.2023;09:00;10:00;214;0
17.02.2023;10:00;11:00;200;0
17.02.2023;11:00;12:00;204;0
17.02.2023;12:00;13:00;199;0
17.02.2023;13:00;14:00;194;0
17.02.2023;14:00;15:00;218;0
17.02.2023;15:00;16:00;226;0
17.02.2023;16:00;17:00;226;0
17.02.2023;17:00;18:00;205;0
17.02.2023;18:00;19:00;225;0
17.02.2023;19:00;20:00;217;0
17.02.2023;20:00;21:00;215;0
17.02.2023;21:00;22:00;211;0
17.02.2023;22:00;23:00;201;0
17.02.2023;23:00;00:00;209;0
18.02.2023;00:00;01:00;213;0
18.02.2023;01:00;02:00;209;0
18.02.2023;02:00;03:00;211;0
18.02.2023;03:00;04:00;223;0
18.02.2023;04:00;05:00;219;0
18.02.2023;05:00;06:00;229;0
18.02.2023;06:00;07:00;225;0
18.02.2023;07:00;08:00;222;0
18.02.2023;08:00;09:00;215;0
18.02.2023;09:00;10:00;209;0
18.02.2023;10:00;11:00;190;0
18.02.2023;11:00;12:00;195;0
18.02.2023;12:00;13:00;178;0
18.02.2023;13:00;14:00;145;0
18.02.2023;14:00;15:00;148;0
18.02.2023;15:00;16:00;168;0
18.02.2023;16:00;17:00;171;0
18.02.2023;17:00;18:00;194;0
18.02.2023;18:00;19:00;196;0
18.02.2023;19:00;20:00;186;0
18.02.2023;20:00;21:00;189;0
18.02.2023;21:00;22:00;175;0
18.02.2023;22:00;23:00;163;0
18.02.2023;23:00;00:00;173;0
19.02.2023;00:00;01:00;174;0
19.02.2023;01:00;02:00;172;0
19.02.2023;02:00;03:00;174;0
19.02.2023;03:00;04:00;192;0
19.02.2023;04:00;05:00;178;0
19.02.2023;05:00;06:00;197;0
19.02.2023;06:00;07:00;201;0
19.02.2023;07:00;08:00;188;0
19.02.2023;08:00;09:00;196;0
19.02.2023;09:00;10:00;195;0
19.02.2023;10:00;11:00;181;0
19.02.2023;11:00;12:00;188;0
19.02.2023;12:00;13:00;185;0
19.02.2023;13:00;14:00;172;0
19.02.2023;14:00;15:00;183;0
19.02.2023;15:00;16:00;183;0
19.02.2023;16:00;17:00;176;0
19.02.2023;17:00;18:00;188;0
19.02.2023;18:00;19:00;185;0
19.02.2023;19:00;20:00;176;0
19.02.2023;20:00;21:00;191;0
19.02.2023;21:00;22:00;207;0
19.02.2023;22:00;23:00;199;0
19.02.2023;23:00;00:00;209;0
20.02.2023;00:00;01:00;216;0
20.02.2023;01:00;02:00;203;0
20.02.2023;02:00;03:00;209;0
20.02.2023;03:00;04:00;208;0
20.02.2023;04:00;05:00;185;0
20.02.2023;05:00;06:00;192;0
20.02.2023;06:00;07:00;199;0
20.02.2023;07:00;08:00;193;0
20.02.2023;08:00;09:00;186;0
20.02.2023;09:00;10:00;201;0
20.02.2023;10:00;11:00;208;0
20.02.2023;11:00;12:00;213;0
20.02.2023;12:00;13:00;228;0
20.02.2023;13:00;14:00;214;0
20.02.2023;14:00;15:00;213;0
20.02.2023;15:00;16:00;210;0
20.02.2023;16:00;17:00;198;0
20.02.2023;17:00;18:00;202;0
20.02.2023;18:00;19:00;204;0
20.02.2023;19:00;20:00;176;0
20.02.2023;20:00;21:00;181;0
20.02.2023;21:00;22:00;185;0
20.02.2023;22:00;23:00;189;0
20.02.2023;23:00;00:00;219;0
21.02.2023;00:00;01:00;239;0
21.02.2023;01:00;02:00;225;0
21.02.2023;02:00;03:00;233;0
21.02.2023;03:00;04:00;233;0
21.02.2023;04:00;05:00;220;0
21.02.2023;05:00;06:00;222;0
21.02.2023;06:00;07:00;215;0
21.02.2023;07:00;08:00;202;0
21.02.2023;08:00;09:00;205;0
21.02.2023;09:00;10:00;214;0
21.02.2023;10:00;11:00;213;0
21.02.2023;11:00;12:00;218;0
21.02.2023;12:00;13:00;227;0
21.02.2023;13:00;14:00;148;0
21.02.2023;14:00;15:00;114;0
21.02.2023;15:00;16:00;105;0
21.02.2023;16:00;17:00;117;0
21.02.2023;17:00;18:00;112;0
21.02.2023;18:00;19:00;117;0
21.02.2023;19:00;20:00;195;0
21.02.2023;20:00;21:00;182;0
21.02.2023;21:00;22:00;185;0
21.02.2023;22:00;23:00;206;0
21.02.2023;23:00;00:00;199;0
22.02.2023;00:00;01:00;205;0
22.02.2023;01:00;02:00;230;0
22.02.2023;02:00;03:00;219;0
22.02.2023;03:00;04:00;232;0
22.02.2023;04:00;05:00;232;0
22.02.2023;05:00;06:00;215;0
22.02.2023;06:00;07:00;181;0
22.02.2023;07:00;08:00;183;0
22.02.2023;08:00;09:00;179;0
22.02.2023;09:00;10:00;189;0
22.02.2023;10:00;11:00;197;0
22.02.2023;11:00;12:00;209;0
22.02.2023;12:00;13:00;206;0
22.02.2023;13:00;14:00;205;0
22.02.2023;14:00;15:00;201;0
22.02.2023;15:00;16:00;200;0
22.02.2023;16:00;17:00;217;0
22.02.2023;17:00;18:00;202;0
22.02.2023;18:00;19:00;204;0
22.02.2023;19:00;20:00;209;0
22.02.2023;20:00;21:00;207;0
22.02.2023;21:00;22:00;224;0
22.02.2023;22:00;23:00;228;0
22.02.2023;23:00;00:00;234;0
23.02.2023;00:00;01:00;227;0
23.02.2023;01:00;02:00;227;0
23.02.2023;02:00;03:00;230;0
23.02.2023;03:00;04:00;231;0
23.02.2023;04:00;05:00;227;0
23.02.2023;05:00;06:00;229;0
23.02.2023;06:00;07:00;226;0
23.02.2023;07:00;08:00;230;0
23.02.2023;08:00;09:00;202;0
23.02.2023;09:00;10:00;217;0
23.02.2023;10:00;11:00;233;0
23.02.2023;11:00;12:00;174;0
23.02.2023;12:00;13:00;150;0
23.02.2023;13:00;14:00;149;0
23.02.2023;14:00;15:00;149;0
23.02.2023;15:00;16:00;126;0
23.02.2023;16:00;17:00;127;0
23.02.2023;17:00;18:00;128;0
23.02.2023;18:00;19:00;127;0
23.02.2023;19:00;20:00;128;0
23.02.2023;20:00;21:00;132;0
23.02.2023;21:00;22:00;124;0
23.02.2023;22:00;23:00;159;0
23.02.2023;23:00;00:00;173;0
24.02.2023;00:00;01:00;174;0
24.02.2023;01:00;02:00;190;0
24.02.2023;02:00;03:00;172;0
24.02.2023;03:00;04:00;183;0
24.02.2023;04:00;05:00;203;0
24.02.2023;05:00;06:00;214;0
24.02.2023;06:00;07:00;215;0
24.02.2023;07:00;08:00;223;0
24.02.2023;08:00;09:00;225;0
24.02.2023;09:00;10:00;228;0
24.02.2023;10:00;11:00;225;0
24.02.2023;11:00;12:00;221;0
24.02.2023;12:00;13:00;213;0
24.02.2023;13:00;14:00;200;0
24.02.2023;14:00;15:00;171;0
24.02.2023;15:00;16:00;191;0
24.02.2023;16:00;17:00;209;0
24.02.2023;17:00;18:00;226;0
24.02.2023;18:00;19:00;229;0
24.02.2023;19:00;20:00;230;0
24.02.2023;20:00;21:00;223;0
24.02.2023;21:00;22:00;221;0
24.02.2023;22:00;23:00;217;0
24.02.2023;23:00;00:00;206;0
25.02.2023;00:00;01:00;204;0
25.02.2023;01:00;02:00;205;0
25.02.2023;02:00;03:00;200;0
25.02.2023;03:00;04:00;204;0
25.02.2023;04:00;05:00;212;0
25.02.2023;05:00;06:00;207;0
25.02.2023;06:00;07:00;215;0
25.02.2023;07:00;08:00;221;0
25.02.2023;08:00;09:00;217;0
25.02.2023;09:00;10:00;218;0
25.02.2023;10:00;11:00;211;0
25.02.2023;11:00;12:00;218;0
25.02.2023;12:00;13:00;206;0
25.02.2023;13:00;14:00;215;0
25.02.2023;14:00;15:00;206;0
25.02.2023;15:00;16:00;214;0
25.02.2023;16:00;17:00;214;0
25.02.2023;17:00;18:00;208;0
25.02.2023;18:00;19:00;203;0
25.02.2023;19:00;20:00;225;0
25.02.2023;20:00;21:00;217;0
25.02.2023;21:00;22:00;211;0
25.02.2023;22:00;23:00;174;0
25.02.2023;23:00;00:00;139;0
26.02.2023;00:00;01:00;158;0
26.02.2023;01:00;02:00;163;0
26.02.2023;02:00;03:00;148;0
26.02.2023;03:00;04:00;164;0
26.02.2023;04:00;05:00;180;0
26.02.2023;05:00;06:00;183;0
26.02.2023;06:00;07:00;189;0
26.02.2023;07:00;08:00;191;0
26.02.2023;08:00;09:00;184;0
26.02.2023;09:00;10:00;190;0
26.02.2023;10:00;11:00;199;0
26.02.2023;11:00;12:00;197;0
26.02.2023;12:00;13:00;205;0
26.02.2023;13:00;14:00;220;0
26.02.2023;14:00;15:00;213;0
26.02.2023;15:00;16:00;219;0
26.02.2023;16:00;17:00;214;0
26.02.2023;17:00;18:00;201;0
26.02.2023;18:00;19:00;203;0
26.02.2023;19:00;20:00;220;0
26.02.2023;20:00;21:00;211;0
26.02.2023;21:00;22:00;219;0
26.02.2023;22:00;23:00;224;0
26.02.2023;23:00;00:00;217;0
27.02.2023;00:00;01:00;218;0
27.02.2023;01:00;02:00;230;0
27.02.2023;02:00;03:00;226;0
27.02.2023;03:00;04:00;223;0
27.02.2023;04:00;05:00;229;0
27.02.2023;05:00;06:00;208;0
27.02.2023;06:00;07:00;211;0
27.02.2023;07:00;08:00;222;0
27.02.2023;08:00;09:00;221;0
27.02.2023;09:00;10:00;216;0
27.02.2023;10:00;11:00;220;0
27.02.2023;11:00;12:00;213;0
27.02.2023;12:00;13:00;212;0
27.02.2023;13:00;14:00;216;0
27.02.2023;14:00;15:00;196;0
27.02.2023;15:00;16:00;205;0
27.02.2023;16:00;17:00;216;0
27.02.2023;17:00;18:00;204;0
27.02.2023;18:00;19:00;202;0
27.02.2023;19:00;20:00;222;0
27.02.2023;20:00;21:00;216;0
27.02.2023;21:00;22:00;210;0
27.02.2023;22:00;23:00;221;0
27.02.2023;23:00;00:00;210;0
28.02.2023;00:00;01:00;212;0
28.02.2023;01:00;02:00;218;0
28.02.2023;02:00;03:00;203;0
28.02.2023;03:00;04:00;199;0
28.02.2023;04:00;05:00;212;0
28.02.2023;05:00;06:00;199;0
28.02.2023;06:00;07:00;169;0
28.02.2023;07:00;08:00;177;0
28.02.2023;08:00;09:00;165;0
28.02.2023;09:00;10:00;166;0
28.02.2023;10:00;11:00;185;0
28.02.2023;11:00;12:00;186;0
28.02.2023;12:00;13:00;183;0
28.02.2023;13:00;14:00;158;0
28.02.2023;14:00;15:00;148;0
28.02.2023;15:00;16:00;161;0
28.02.2023;16:00;17:00;163;0
28.02.2023;17:00;18:00;143;0
28.02.2023;18:00;19:00;160;0
28.02.2023;19:00;20:00;163;0
28.02.2023;20:00;21:00;174;0
28.02.2023;21:00;22:00;170;0
28.02.2023;22:00;23:00;189;0
28.02.2023;23:00;00:00;176;0
01.03.2023;00:00;01:00;174;0
01.03.2023;01:00;02:00;183;0
01.03.2023;02:00;03:00;176;0
01.03.2023;03:00;04:00;177;0
01.03.2023;04:00;05:00;181;0
01.03.2023;05:00;06:00;158;0
01.03.2023;06:00;07:00;156;0
01.03.2023;07:00;08:00;162;0
01.03.2023;08:00;09:00;153;0
01.03.2023;09:00;10:00;180;0
01.03.2023;10:00;11:00;202;0
01.03.2023;11:00;12:00;207;0
01.03.2023;12:00;13:00;201;0
01.03.2023;13:00;14:00;206;0
01.03.2023;14:00;15:00;205;0
01.03.2023;15:00;16:00;221;0
01.03.2023;16:00;17:00;234;0
01.03.2023;17:00;18:00;212;0
01.03.2023;18:00;19:00;209;0
01.03.2023;19:00;20:00;220;0
01.03.2023;20:00;21:00;219;0
01.03.2023;21:00;22:00;186;0
01.03.2023;22:00;23:00;166;0
01.03.2023;23:00;00:00;160;0
02.03.2023;00:00;01:00;166;0
02.03.2023;01:00;02:00;173;0
02.03.2023;02:00;03:00;222;0
02.03.2023;03:00;04:00;227;0
02.03.2023;04:00;05:00;208;0
02.03.2023;05:00;06:00;202;0
02.03.2023;06:00;07:00;172;0
02.03.2023;07:00;08:00;185;0
02.03.2023;08:00;09:00;180;0
02.03.2023;09:00;10:00;170;0
02.03.2023;10:00;11:00;177;0
02.03.2023;11:00;12:00;186;0
02.03.2023;12:00;13:00;185;0
02.03.2023;13:00;14:00;212;0
02.03.2023;14:00;15:00;210;0
02.03.2023;15:00;16:00;200;0
02.03.2023;16:00;17:00;206;0
02.03.2023;17:00;18:00;213;0
02.03.2023;18:00;19:00;190;0
02.03.2023;19:00;20:00;202;0
02.03.2023;20:00;21:00;198;0
02.03.2023;21:00;22:00;191;0
02.03.2023;22:00;23:00;169;0
