Datum;Anfang;Ende;Generation_DE GuD Marzahn Dampfturbine [MW] Originalauflösungen;Generation_DE GuD Marzahn Gasturbine [MW] Originalauflösungen
31.01.2023;08:00;09:00;241;241
31.01.2023;09:00;10:00;240;240
31.01.2023;10:00;11:00;240;240
31.01.2023;11:00;12:00;238;238
31.01.2023;12:00;13:00;166;166
31.01.2023;13:00;14:00;150;150
31.01.2023;14:00;15:00;185;185
31.01.2023;15:00;16:00;108;108
31.01.2023;16:00;17:00;50;50
31.01.2023;17:00;18:00;45;45
31.01.2023;18:00;19:00;45;45
31.01.2023;19:00;20:00;45;45
31.01.2023;20:00;21:00;45;45
31.01.2023;21:00;22:00;45;45
31.01.2023;22:00;23:00;45;45
31.01.2023;23:00;00:00;45;45
01.02.2023;00:00;01:00;45;45
01.02.2023;01:00;02:00;45;45
01.02.2023;02:00;03:00;45;45
01.02.2023;03:00;04:00;45;45
01.02.2023;04:00;05:00;45;45
01.02.2023;05:00;06:00;76;76
01.02.2023;06:00;07:00;160;160
01.02.2023;07:00;08:00;216;216
01.02.2023;08:00;09:00;238;238
01.02.2023;09:00;10:00;239;239
01.02.2023;10:00;11:00;238;238
01.02.2023;11:00;12:00;238;238
01.02.2023;12:00;13:00;163;163
01.02.2023;13:00;14:00;140;140
01.02.2023;14:00;15:00;144;144
01.02.2023;15:00;16:00;227;227
01.02.2023;16:00;17:00;230;230
01.02.2023;17:00;18:00;232;232
01.02.2023;18:00;19:00;240;240
01.02.2023;19:00;20:00;237;237
01.02.2023;20:00;21:00;210;210
01.02.2023;21:00;22:00;151;151
01.02.2023;22:00;23:00;140;140
01.02.2023;23:00;00:00;121;121
02.02.2023;00:00;01:00;61;61
02.02.2023;01:00;02:00;50;50
02.02.2023;02:00;03:00;75;75
02.02.2023;03:00;04:00;54;54
02.02.2023;04:00;05:00;71;71
02.02.2023;05:00;06:00;135;135
02.02.2023;06:00;07:00;181;181
02.02.2023;07:00;08:00;229;229
02.02.2023;08:00;09:00;230;230
02.02.2023;09:00;10:00;230;230
02.02.2023;10:00;11:00;230;230
02.02.2023;11:00;12:00;230;230
02.02.2023;12:00;13:00;230;230
02.02.2023;13:00;14:00;230;230
02.02.2023;14:00;15:00;230;230
02.02.2023;15:00;16:00;230;230
02.02.2023;16:00;17:00;233;233
02.02.2023;17:00;18:00;235;235
02.02.2023;18:00;19:00;235;235
02.02.2023;19:00;20:00;235;235
02.02.2023;20:00;21:00;235;235
02.02.2023;21:00;22:00;235;235
02.02.2023;22:00;23:00;235;235
02.02.2023;23:00;00:00;170;170
03.02.2023;00:00;01:00;155;155
03.02.2023;01:00;02:00;100;100
03.02.2023;02:00;03:00;55;55
03.02.2023;03:00;04:00;55;55
03.02.2023;04:00;05:00;55;55
03.02.2023;05:00;06:00;61;61
03.02.2023;06:00;07:00;134;134
03.02.2023;07:00;08:00;216;216
03.02.2023;08:00;09:00;235;235
03.02.2023;09:00;10:00;235;235
03.02.2023;10:00;11:00;189;189
03.02.2023;11:00;12:00;171;171
03.02.2023;12:00;13:00;108;108
03.02.2023;13:00;14:00;176;176
03.02.2023;14:00;15:00;180;180
03.02.2023;15:00;16:00;214;214
03.02.2023;16:00;17:00;220;220
03.02.2023;17:00;18:00;210;210
03.02.2023;18:00;19:00;73;73
03.02.2023;19:00;20:00;50;50
03.02.2023;20:00;21:00;50;50
03.02.2023;21:00;22:00;51;51
03.02.2023;22:00;23:00;169;169
03.02.2023;23:00;00:00;220;220
04.02.2023;00:00;01:00;234;234
04.02.2023;01:00;02:00;235;235
04.02.2023;02:00;03:00;235;235
04.02.2023;03:00;04:00;235;235
04.02.2023;04:00;05:00;235;235
04.02.2023;05:00;06:00;235;235
04.02.2023;06:00;07:00;235;235
04.02.2023;07:00;08:00;235;235
04.02.2023;08:00;09:00;235;235
04.02.2023;09:00;10:00;235;235
04.02.2023;10:00;11:00;235;235
04.02.2023;11:00;12:00;235;235
04.02.2023;12:00;13:00;235;235
04.02.2023;13:00;14:00;235;235
04.02.2023;14:00;15:00;235;235
04.02.2023;15:00;16:00;235;235
04.02.2023;16:00;17:00;235;235
04.02.2023;17:00;18:00;235;235
04.02.2023;18:00;19:00;235;235
04.02.2023;19:00;20:00;235;235
04.02.2023;20:00;21:00;235;235
04.02.2023;21:00;22:00;235;235
04.02.2023;22:00;23:00;235;235
04.02.2023;23:00;00:00;235;235
05.02.2023;00:00;01:00;235;235
05.02.2023;01:00;02:00;235;235
05.02.2023;02:00;03:00;235;235
05.02.2023;03:00;04:00;235;235
05.02.2023;04:00;05:00;235;235
05.02.2023;05:00;06:00;235;235
05.02.2023;06:00;07:00;235;235
05.02.2023;07:00;08:00;235;235
05.02.2023;08:00;09:00;235;235
05.02.2023;09:00;10:00;235;235
05.02.2023;10:00;11:00;235;235
05.02.2023;11:00;12:00;235;235
05.02.2023;12:00;13:00;235;235
05.02.2023;13:00;14:00;235;235
05.02.2023;14:00;15:00;235;235
05.02.2023;15:00;16:00;235;235
05.02.2023;16:00;17:00;235;235
05.02.2023;17:00;18:00;235;235
05.02.2023;18:00;19:00;235;235
05.02.2023;19:00;20:00;235;235
05.02.2023;20:00;21:00;235;235
05.02.2023;21:00;22:00;235;235
05.02.2023;22:00;23:00;235;235
05.02.2023;23:00;00:00;235;235
06.02.2023;00:00;01:00;235;235
06.02.2023;01:00;02:00;235;235
06.02.2023;02:00;03:00;235;235
06.02.2023;03:00;04:00;235;235
06.02.2023;04:00;05:00;235;235
06.02.2023;05:00;06:00;235;235
06.02.2023;06:00;07:00;235;235
06.02.2023;07:00;08:00;235;235
06.02.2023;08:00;09:00;235;235
06.02.2023;09:00;10:00;235;235
06.02.2023;10:00;11:00;235;235
06.02.2023;11:00;12:00;235;235
06.02.2023;12:00;13:00;235;235
06.02.2023;13:00;14:00;235;235
06.02.2023;14:00;15:00;235;235
06.02.2023;15:00;16:00;235;235
06.02.2023;16:00;17:00;235;235
06.02.2023;17:00;18:00;235;235
06.02.2023;18:00;19:00;235;235
06.02.2023;19:00;20:00;235;235
06.02.2023;20:00;21:00;235;235
06.02.2023;21:00;22:00;235;235
06.02.2023;22:00;23:00;235;235
06.02.2023;23:00;00:00;235;235
07.02.2023;00:00;01:00;235;235
07.02.2023;01:00;02:00;235;235
07.02.2023;02:00;03:00;235;235
07.02.2023;03:00;04:00;235;235
07.02.2023;04:00;05:00;235;235
07.02.2023;05:00;06:00;235;235
07.02.2023;06:00;07:00;235;235
07.02.2023;07:00;08:00;235;235
07.02.2023;08:00;09:00;235;235
07.02.2023;09:00;10:00;235;235
07.02.2023;10:00;11:00;235;235
07.02.2023;11:00;12:00;235;235
07.02.2023;12:00;13:00;235;235
07.02.2023;13:00;14:00;234;234
07.02.2023;14:00;15:00;235;235
07.02.2023;15:00;16:00;235;235
07.02.2023;16:00;17:00;235;235
07.02.2023;17:00;18:00;235;235
07.02.2023;18:00;19:00;235;235
07.02.2023;19:00;20:00;235;235
07.02.2023;20:00;21:00;235;235
07.02.2023;21:00;22:00;235;235
07.02.2023;22:00;23:00;235;235
07.02.2023;23:00;00:00;235;235
08.02.2023;00:00;01:00;235;235
08.02.2023;01:00;02:00;235;235
08.02.2023;02:00;03:00;235;235
08.02.2023;03:00;04:00;235;235
08.02.2023;04:00;05:00;235;235
08.02.2023;05:00;06:00;235;235
08.02.2023;06:00;07:00;235;235
08.02.2023;07:00;08:00;235;235
08.02.2023;08:00;09:00;235;235
08.02.2023;09:00;10:00;235;235
08.02.2023;10:00;11:00;235;235
08.02.2023;11:00;12:00;235;235
08.02.2023;12:00;13:00;235;235
08.02.2023;13:00;14:00;235;235
08.02.2023;14:00;15:00;234;234
08.02.2023;15:00;16:00;235;235
08.02.2023;16:00;17:00;235;235
08.02.2023;17:00;18:00;235;235
08.02.2023;18:00;19:00;235;235
08.02.2023;19:00;20:00;235;235
08.02.2023;20:00;21:00;235;235
08.02.2023;21:00;22:00;235;235
08.02.2023;22:00;23:00;235;235
08.02.2023;23:00;00:00;235;235
09.02.2023;00:00;01:00;226;226
09.02.2023;01:00;02:00;225;225
09.02.2023;02:00;03:00;225;225
09.02.2023;03:00;04:00;228;228
09.02.2023;04:00;05:00;230;230
09.02.2023;05:00;06:00;235;235
09.02.2023;06:00;07:00;235;235
09.02.2023;07:00;08:00;235;235
09.02.2023;08:00;09:00;235;235
09.02.2023;09:00;10:00;235;235
09.02.2023;10:00;11:00;235;235
09.02.2023;11:00;12:00;235;235
09.02.2023;12:00;13:00;227;227
09.02.2023;13:00;14:00;225;225
09.02.2023;14:00;15:00;225;225
09.02.2023;15:00;16:00;225;225
09.02.2023;16:00;17:00;225;225
09.02.2023;17:00;18:00;225;225
09.02.2023;18:00;19:00;225;225
09.02.2023;19:00;20:00;225;225
09.02.2023;20:00;21:00;225;225
09.02.2023;21:00;22:00;225;225
09.02.2023;22:00;23:00;225;225
09.02.2023;23:00;00:00;225;225
10.02.2023;00:00;01:00;225;225
10.02.2023;01:00;02:00;213;213
10.02.2023;02:00;03:00;205;205
10.02.2023;03:00;04:00;206;206
10.02.2023;04:00;05:00;225;225
10.02.2023;05:00;06:00;225;225
10.02.2023;06:00;07:00;225;225
10.02.2023;07:00;08:00;225;225
10.02.2023;08:00;09:00;225;225
10.02.2023;09:00;10:00;225;225
10.02.2023;10:00;11:00;217;217
10.02.2023;11:00;12:00;215;215
10.02.2023;12:00;13:00;215;215
10.02.2023;13:00;14:00;215;215
10.02.2023;14:00;15:00;215;215
10.02.2023;15:00;16:00;243;243
10.02.2023;16:00;17:00;245;245
10.02.2023;17:00;18:00;246;246
10.02.2023;18:00;19:00;245;245
10.02.2023;19:00;20:00;237;237
10.02.2023;20:00;21:00;235;235
10.02.2023;21:00;22:00;168;168
10.02.2023;22:00;23:00;155;155
10.02.2023;23:00;00:00;155;155
11.02.2023;00:00;01:00;155;155
11.02.2023;01:00;02:00;89;89
11.02.2023;02:00;03:00;65;65
11.02.2023;03:00;04:00;114;114
11.02.2023;04:00;05:00;164;164
11.02.2023;05:00;06:00;205;205
11.02.2023;06:00;07:00;155;155
11.02.2023;07:00;08:00;202;202
11.02.2023;08:00;09:00;210;210
11.02.2023;09:00;10:00;176;176
11.02.2023;10:00;11:00;211;211
11.02.2023;11:00;12:00;220;220
11.02.2023;12:00;13:00;219;219
11.02.2023;13:00;14:00;200;200
11.02.2023;14:00;15:00;200;200
11.02.2023;15:00;16:00;200;200
11.02.2023;16:00;17:00;200;200
11.02.2023;17:00;18:00;200;200
11.02.2023;18:00;19:00;200;200
11.02.2023;19:00;20:00;200;200
11.02.2023;20:00;21:00;200;200
11.02.2023;21:00;22:00;200;200
11.02.2023;22:00;23:00;157;157
11.02.2023;23:00;00:00;150;150
12.02.2023;00:00;01:00;124;124
12.02.2023;01:00;02:00;100;100
12.02.2023;02:00;03:00;100;100
12.02.2023;03:00;04:00;100;100
12.02.2023;04:00;05:00;106;106
12.02.2023;05:00;06:00;120;120
12.02.2023;06:00;07:00;123;123
12.02.2023;07:00;08:00;150;150
12.02.2023;08:00;09:00;178;178
12.02.2023;09:00;10:00;199;199
12.02.2023;10:00;11:00;220;220
12.02.2023;11:00;12:00;220;220
12.02.2023;12:00;13:00;220;220
12.02.2023;13:00;14:00;220;220
12.02.2023;14:00;15:00;220;220
12.02.2023;15:00;16:00;220;220
12.02.2023;16:00;17:00;220;220
12.02.2023;17:00;18:00;220;220
12.02.2023;18:00;19:00;220;220
12.02.2023;19:00;20:00;220;220
12.02.2023;20:00;21:00;220;220
12.02.2023;21:00;22:00;220;220
12.02.2023;22:00;23:00;220;220
12.02.2023;23:00;00:00;220;220
13.02.2023;00:00;01:00;177;177
13.02.2023;01:00;02:00;160;160
13.02.2023;02:00;03:00;160;160
13.02.2023;03:00;04:00;160;160
13.02.2023;04:00;05:00;164;164
13.02.2023;05:00;06:00;193;193
13.02.2023;06:00;07:00;230;230
13.02.2023;07:00;08:00;230;230
13.02.2023;08:00;09:00;230;230
13.02.2023;09:00;10:00;230;230
13.02.2023;10:00;11:00;230;230
13.02.2023;11:00;12:00;230;230
13.02.2023;12:00;13:00;230;230
13.02.2023;13:00;14:00;230;230
13.02.2023;14:00;15:00;230;230
13.02.2023;15:00;16:00;230;230
13.02.2023;16:00;17:00;230;230
13.02.2023;17:00;18:00;230;230
13.02.2023;18:00;19:00;230;230
13.02.2023;19:00;20:00;230;230
13.02.2023;20:00;21:00;230;230
13.02.2023;21:00;22:00;230;230
13.02.2023;22:00;23:00;230;230
13.02.2023;23:00;00:00;230;230
14.02.2023;00:00;01:00;211;211
14.02.2023;01:00;02:00;182;182
14.02.2023;02:00;03:00;180;180
14.02.2023;03:00;04:00;180;180
14.02.2023;04:00;05:00;209;209
14.02.2023;05:00;06:00;220;220
14.02.2023;06:00;07:00;220;220
14.02.2023;07:00;08:00;234;234
14.02.2023;08:00;09:00;235;235
14.02.2023;09:00;10:00;235;235
14.02.2023;10:00;11:00;229;229
14.02.2023;11:00;12:00;225;225
14.02.2023;12:00;13:00;223;223
14.02.2023;13:00;14:00;202;202
14.02.2023;14:00;15:00;210;210
14.02.2023;15:00;16:00;210;210
14.02.2023;16:00;17:00;210;210
14.02.2023;17:00;18:00;211;211
14.02.2023;18:00;19:00;230;230
14.02.2023;19:00;20:00;230;230
14.02.2023;20:00;21:00;230;230
14.02.2023;21:00;22:00;230;230
14.02.2023;22:00;23:00;230;230
14.02.2023;23:00;00:00;230;230
15.02.2023;00:00;01:00;230;230
15.02.2023;01:00;02:00;230;230
15.02.2023;02:00;03:00;230;230
15.02.2023;03:00;04:00;230;230
15.02.2023;04:00;05:00;230;230
15.02.2023;05:00;06:00;230;230
15.02.2023;06:00;07:00;230;230
15.02.2023;07:00;08:00;240;240
15.02.2023;08:00;09:00;242;242
15.02.2023;09:00;10:00;241;241
15.02.2023;10:00;11:00;232;232
15.02.2023;11:00;12:00;230;230
15.02.2023;12:00;13:00;230;230
15.02.2023;13:00;14:00;219;219
15.02.2023;14:00;15:00;180;180
15.02.2023;15:00;16:00;171;171
15.02.2023;16:00;17:00;170;170
15.02.2023;17:00;18:00;170;170
15.02.2023;18:00;19:00;217;217
15.02.2023;19:00;20:00;230;230
15.02.2023;20:00;21:00;230;230
15.02.2023;21:00;22:00;230;230
15.02.2023;22:00;23:00;230;230
15.02.2023;23:00;00:00;229;229
16.02.2023;00:00;01:00;230;230
16.02.2023;01:00;02:00;230;230
16.02.2023;02:00;03:00;230;230
16.02.2023;03:00;04:00;230;230
16.02.2023;04:00;05:00;230;230
16.02.2023;05:00;06:00;230;230
16.02.2023;06:00;07:00;234;234
16.02.2023;07:00;08:00;240;240
16.02.2023;08:00;09:00;228;228
16.02.2023;09:00;10:00;234;234
16.02.2023;10:00;11:00;230;230
16.02.2023;11:00;12:00;208;208
16.02.2023;12:00;13:00;187;187
16.02.2023;13:00;14:00;156;156
16.02.2023;14:00;15:00;113;113
16.02.2023;15:00;16:00;105;105
16.02.2023;16:00;17:00;110;110
16.02.2023;17:00;18:00;115;115
16.02.2023;18:00;19:00;117;117
16.02.2023;19:00;20:00;163;163
16.02.2023;20:00;21:00;165;165
16.02.2023;21:00;22:00;165;165
16.02.2023;22:00;23:00;147;147
16.02.2023;23:00;00:00;118;118
17.02.2023;00:00;01:00;95;95
17.02.2023;01:00;02:00;64;64
17.02.2023;02:00;03:00;80;80
17.02.2023;03:00;04:00;61;61
17.02.2023;04:00;05:00;60;60
17.02.2023;05:00;06:00;60;60
17.02.2023;06:00;07:00;108;108
17.02.2023;07:00;08:00;110;110
17.02.2023;08:00;09:00;130;130
17.02.2023;09:00;10:00;76;76
17.02.2023;10:00;11:00;68;68
17.02.2023;11:00;12:00;44;44
17.02.2023;12:00;13:00;43;43
17.02.2023;13:00;14:00;43;43
17.02.2023;14:00;15:00;42;42
17.02.2023;15:00;16:00;43;43
17.02.2023;16:00;17:00;43;43
17.02.2023;17:00;18:00;43;43
17.02.2023;18:00;19:00;43;43
17.02.2023;19:00;20:00;44;44
17.02.2023;20:00;21:00;43;43
17.02.2023;21:00;22:00;43;43
17.02.2023;22:00;23:00;42;42
17.02.2023;23:00;00:00;43;43
18.02.2023;00:00;01:00;50;50
18.02.2023;01:00;02:00;91;91
18.02.2023;02:00;03:00;110;110
18.02.2023;03:00;04:00;95;95
18.02.2023;04:00;05:00;64;64
18.02.2023;05:00;06:00;59;59
18.02.2023;06:00;07:00;116;116
18.02.2023;07:00;08:00;192;192
18.02.2023;08:00;09:00;238;238
18.02.2023;09:00;10:00;182;182
18.02.2023;10:00;11:00;121;121
18.02.2023;11:00;12:00;90;90
18.02.2023;12:00;13:00;87;87
18.02.2023;13:00;14:00;60;60
18.02.2023;14:00;15:00;60;60
18.02.2023;15:00;16:00;108;108
18.02.2023;16:00;17:00;215;215
18.02.2023;17:00;18:00;236;236
18.02.2023;18:00;19:00;238;238
18.02.2023;19:00;20:00;239;239
18.02.2023;20:00;21:00;239;239
18.02.2023;21:00;22:00;239;239
18.02.2023;22:00;23:00;222;222
18.02.2023;23:00;00:00;220;220
19.02.2023;00:00;01:00;230;230
19.02.2023;01:00;02:00;230;230
19.02.2023;02:00;03:00;230;230
19.02.2023;03:00;04:00;230;230
19.02.2023;04:00;05:00;230;230
19.02.2023;05:00;06:00;230;230
19.02.2023;06:00;07:00;230;230
19.02.2023;07:00;08:00;230;230
19.02.2023;08:00;09:00;230;230
19.02.2023;09:00;10:00;230;230
19.02.2023;10:00;11:00;230;230
19.02.2023;11:00;12:00;230;230
19.02.2023;12:00;13:00;230;230
19.02.2023;13:00;14:00;230;230
19.02.2023;14:00;15:00;230;230
19.02.2023;15:00;16:00;230;230
19.02.2023;16:00;17:00;230;230
19.02.2023;17:00;18:00;230;230
19.02.2023;18:00;19:00;230;230
19.02.2023;19:00;20:00;230;230
19.02.2023;20:00;21:00;230;230
19.02.2023;21:00;22:00;230;230
19.02.2023;22:00;23:00;230;230
19.02.2023;23:00;00:00;177;177
20.02.2023;00:00;01:00;114;114
20.02.2023;01:00;02:00;65;65
20.02.2023;02:00;03:00;60;60
20.02.2023;03:00;04:00;60;60
20.02.2023;04:00;05:00;60;60
20.02.2023;05:00;06:00;60;60
20.02.2023;06:00;07:00;60;60
20.02.2023;07:00;08:00;111;111
20.02.2023;08:00;09:00;66;66
20.02.2023;09:00;10:00;60;60
20.02.2023;10:00;11:00;60;60
20.02.2023;11:00;12:00;60;60
20.02.2023;12:00;13:00;60;60
20.02.2023;13:00;14:00;60;60
20.02.2023;14:00;15:00;53;53
20.02.2023;15:00;16:00;51;51
20.02.2023;16:00;17:00;113;113
20.02.2023;17:00;18:00;201;201
20.02.2023;18:00;19:00;231;231
20.02.2023;19:00;20:00;235;235
20.02.2023;20:00;21:00;234;234
20.02.2023;21:00;22:00;235;235
20.02.2023;22:00;23:00;233;233
20.02.2023;23:00;00:00;131;131
21.02.2023;00:00;01:00;55;55
21.02.2023;01:00;02:00;55;55
21.02.2023;02:00;03:00;55;55
21.02.2023;03:00;04:00;55;55
21.02.2023;04:00;05:00;56;56
21.02.2023;05:00;06:00;173;173
21.02.2023;06:00;07:00;230;230
21.02.2023;07:00;08:00;230;230
21.02.2023;08:00;09:00;230;230
21.02.2023;09:00;10:00;230;230
21.02.2023;10:00;11:00;230;230
21.02.2023;11:00;12:00;230;230
21.02.2023;12:00;13:00;230;230
21.02.2023;13:00;14:00;230;230
21.02.2023;14:00;15:00;230;230
21.02.2023;15:00;16:00;230;230
21.02.2023;16:00;17:00;230;230
21.02.2023;17:00;18:00;230;230
21.02.2023;18:00;19:00;230;230
21.02.2023;19:00;20:00;230;230
21.02.2023;20:00;21:00;230;230
21.02.2023;21:00;22:00;230;230
21.02.2023;22:00;23:00;230;230
21.02.2023;23:00;00:00;229;229
22.02.2023;00:00;01:00;210;210
22.02.2023;01:00;02:00;210;210
22.02.2023;02:00;03:00;201;201
22.02.2023;03:00;04:00;200;200
22.02.2023;04:00;05:00;205;205
22.02.2023;05:00;06:00;230;230
22.02.2023;06:00;07:00;230;230
22.02.2023;07:00;08:00;230;230
22.02.2023;08:00;09:00;230;230
22.02.2023;09:00;10:00;230;230
22.02.2023;10:00;11:00;230;230
22.02.2023;11:00;12:00;230;230
22.02.2023;12:00;13:00;230;230
22.02.2023;13:00;14:00;230;230
22.02.2023;14:00;15:00;230;230
22.02.2023;15:00;16:00;230;230
22.02.2023;16:00;17:00;230;230
22.02.2023;17:00;18:00;235;235
22.02.2023;18:00;19:00;235;235
22.02.2023;19:00;20:00;235;235
22.02.2023;20:00;21:00;235;235
22.02.2023;21:00;22:00;235;235
22.02.2023;22:00;23:00;235;235
22.02.2023;23:00;00:00;235;235
23.02.2023;00:00;01:00;217;217
23.02.2023;01:00;02:00;201;201
23.02.2023;02:00;03:00;193;193
23.02.2023;03:00;04:00;185;185
23.02.2023;04:00;05:00;209;209
23.02.2023;05:00;06:00;223;223
23.02.2023;06:00;07:00;225;225
23.02.2023;07:00;08:00;225;225
23.02.2023;08:00;09:00;225;225
23.02.2023;09:00;10:00;225;225
23.02.2023;10:00;11:00;225;225
23.02.2023;11:00;12:00;223;223
23.02.2023;12:00;13:00;141;141
23.02.2023;13:00;14:00;125;125
23.02.2023;14:00;15:00;111;111
23.02.2023;15:00;16:00;111;111
23.02.2023;16:00;17:00;160;160
23.02.2023;17:00;18:00;167;167
23.02.2023;18:00;19:00;185;185
23.02.2023;19:00;20:00;185;185
23.02.2023;20:00;21:00;185;185
23.02.2023;21:00;22:00;185;185
23.02.2023;22:00;23:00;185;185
23.02.2023;23:00;00:00;156;156
24.02.2023;00:00;01:00;157;157
24.02.2023;01:00;02:00;175;175
24.02.2023;02:00;03:00;175;175
24.02.2023;03:00;04:00;187;187
24.02.2023;04:00;05:00;225;225
24.02.2023;05:00;06:00;240;240
24.02.2023;06:00;07:00;240;240
24.02.2023;07:00;08:00;240;240
24.02.2023;08:00;09:00;240;240
24.02.2023;09:00;10:00;237;237
24.02.2023;10:00;11:00;232;232
24.02.2023;11:00;12:00;164;164
24.02.2023;12:00;13:00;41;41
24.02.2023;13:00;14:00;8;8
24.02.2023;14:00;15:00;0;0
24.02.2023;15:00;16:00;0;0
24.02.2023;16:00;17:00;12;12
24.02.2023;17:00;18:00;85;85
24.02.2023;18:00;19:00;139;139
24.02.2023;19:00;20:00;216;216
24.02.2023;20:00;21:00;220;220
24.02.2023;21:00;22:00;217;217
24.02.2023;22:00;23:00;161;161
24.02.2023;23:00;00:00;157;157
25.02.2023;00:00;01:00;120;120
25.02.2023;01:00;02:00;121;121
25.02.2023;02:00;03:00;152;152
25.02.2023;03:00;04:00;172;172
25.02.2023;04:00;05:00;207;207
25.02.2023;05:00;06:00;220;220
25.02.2023;06:00;07:00;220;220
25.02.2023;07:00;08:00;222;222
25.02.2023;08:00;09:00;225;225
25.02.2023;09:00;10:00;225;225
25.02.2023;10:00;11:00;225;225
25.02.2023;11:00;12:00;222;222
25.02.2023;12:00;13:00;148;148
25.02.2023;13:00;14:00;62;62
25.02.2023;14:00;15:00;53;53
25.02.2023;15:00;16:00;50;50
25.02.2023;16:00;17:00;116;116
25.02.2023;17:00;18:00;211;211
25.02.2023;18:00;19:00;230;230
25.02.2023;19:00;20:00;230;230
25.02.2023;20:00;21:00;230;230
25.02.2023;21:00;22:00;230;230
25.02.2023;22:00;23:00;230;230
25.02.2023;23:00;00:00;230;230
26.02.2023;00:00;01:00;230;230
26.02.2023;01:00;02:00;223;223
26.02.2023;02:00;03:00;220;220
26.02.2023;03:00;04:00;221;221
26.02.2023;04:00;05:00;237;237
26.02.2023;05:00;06:00;239;239
26.02.2023;06:00;07:00;240;240
26.02.2023;07:00;08:00;235;235
26.02.2023;08:00;09:00;230;230
26.02.2023;09:00;10:00;230;230
26.02.2023;10:00;11:00;219;219
26.02.2023;11:00;12:00;127;127
26.02.2023;12:00;13:00;57;57
26.02.2023;13:00;14:00;69;69
26.02.2023;14:00;15:00;140;140
26.02.2023;15:00;16:00;218;218
26.02.2023;16:00;17:00;220;220
26.02.2023;17:00;18:00;220;220
26.02.2023;18:00;19:00;223;223
26.02.2023;19:00;20:00;225;225
26.02.2023;20:00;21:00;225;225
26.02.2023;21:00;22:00;225;225
26.02.2023;22:00;23:00;225;225
26.02.2023;23:00;00:00;225;225
27.02.2023;00:00;01:00;225;225
27.02.2023;01:00;02:00;225;225
27.02.2023;02:00;03:00;225;225
27.02.2023;03:00;04:00;225;225
27.02.2023;04:00;05:00;230;230
27.02.2023;05:00;06:00;241;241
27.02.2023;06:00;07:00;241;241
27.02.2023;07:00;08:00;242;242
27.02.2023;08:00;09:00;241;241
27.02.2023;09:00;10:00;239;239
27.02.2023;10:00;11:00;238;238
27.02.2023;11:00;12:00;238;238
27.02.2023;12:00;13:00;220;220
27.02.2023;13:00;14:00;183;183
27.02.2023;14:00;15:00;180;180
27.02.2023;15:00;16:00;195;195
27.02.2023;16:00;17:00;203;203
27.02.2023;17:00;18:00;206;206
27.02.2023;18:00;19:00;225;225
27.02.2023;19:00;20:00;225;225
27.02.2023;20:00;21:00;225;225
27.02.2023;21:00;22:00;227;227
27.02.2023;22:00;23:00;230;230
27.02.2023;23:00;00:00;230;230
28.02.2023;00:00;01:00;230;230
28.02.2023;01:00;02:00;230;230
28.02.2023;02:00;03:00;230;230
28.02.2023;03:00;04:00;230;230
28.02.2023;04:00;05:00;230;230
28.02.2023;05:00;06:00;230;230
28.02.2023;06:00;07:00;230;230
28.02.2023;07:00;08:00;239;239
28.02.2023;08:00;09:00;242;242
28.02.2023;09:00;10:00;237;237
28.02.2023;10:00;11:00;237;237
28.02.2023;11:00;12:00;241;241
28.02.2023;12:00;13:00;198;198
28.02.2023;13:00;14:00;190;190
28.02.2023;14:00;15:00;190;190
28.02.2023;15:00;16:00;215;215
28.02.2023;16:00;17:00;225;225
28.02.2023;17:00;18:00;230;230
28.02.2023;18:00;19:00;230;230
28.02.2023;19:00;20:00;230;230
28.02.2023;20:00;21:00;230;230
28.02.2023;21:00;22:00;230;230
28.02.2023;22:00;23:00;230;230
28.02.2023;23:00;00:00;230;230
01.03.2023;00:00;01:00;230;230
01.03.2023;01:00;02:00;230;230
01.03.2023;02:00;03:00;230;230
01.03.2023;03:00;04:00;230;230
01.03.2023;04:00;05:00;230;230
01.03.2023;05:00;06:00;230;230
01.03.2023;06:00;07:00;233;233
01.03.2023;07:00;08:00;244;244
01.03.2023;08:00;09:00;240;240
01.03.2023;09:00;10:00;234;234
01.03.2023;10:00;11:00;235;235
01.03.2023;11:00;12:00;204;204
01.03.2023;12:00;13:00;180;180
01.03.2023;13:00;14:00;133;133
01.03.2023;14:00;15:00;130;130
01.03.2023;15:00;16:00;130;130
01.03.2023;16:00;17:00;133;133
01.03.2023;17:00;18:00;162;162
01.03.2023;18:00;19:00;200;200
01.03.2023;19:00;20:00;220;220
01.03.2023;20:00;21:00;220;220
01.03.2023;21:00;22:00;220;220
01.03.2023;22:00;23:00;220;220
01.03.2023;23:00;00:00;220;220
02.03.2023;00:00;01:00;220;220
02.03.2023;01:00;02:00;228;228
02.03.2023;02:00;03:00;230;230
02.03.2023;03:00;04:00;230;230
02.03.2023;04:00;05:00;230;230
02.03.2023;05:00;06:00;231;231
02.03.2023;06:00;07:00;245;245
02.03.2023;07:00;08:00;243;243
02.03.2023;08:00;09:00;243;243
02.03.2023;09:00;10:00;240;240
02.03.2023;10:00;11:00;241;241
02.03.2023;11:00;12:00;240;240
02.03.2023;12:00;13:00;239;239
02.03.2023;13:00;14:00;239;239
02.03.2023;14:00;15:00;238;238
02.03.2023;15:00;16:00;238;238
02.03.2023;16:00;17:00;240;240
02.03.2023;17:00;18:00;242;242
02.03.2023;18:00;19:00;241;241
02.03.2023;19:00;20:00;240;240
