Date;Start;End;Generation_DE PSW Markersbach PSS B [MW] Original resolutions;Generation_DE PSW Markersbach PSS A [MW] Original resolutions;Generation_DE PSW Markersbach PSS C [MW] Original resolutions;Generation_DE PSW Markersbach PSS D [MW] Original resolutions;Generation_DE PSW Markersbach PSS E [MW] Original resolutions;Generation_DE PSW Markersbach PSS F [MW] Original resolutions
24.02.2016;21:00;22:00;0;0;0;0;0;0
24.02.2016;22:00;23:00;0;1;0;0;0;0
24.02.2016;23:00;00:00;0;81;0;0;0;0
25.02.2016;00:00;01:00;0;0;0;0;0;0
25.02.2016;01:00;02:00;0;0;0;0;0;0
25.02.2016;02:00;03:00;0;0;0;0;0;0
25.02.2016;03:00;04:00;0;0;0;0;0;0
25.02.2016;04:00;05:00;0;0;0;1;0;0
25.02.2016;05:00;06:00;0;0;0;56;0;0
25.02.2016;06:00;07:00;0;0;0;135;1;0
25.02.2016;07:00;08:00;0;154;154;155;154;0
25.02.2016;08:00;09:00;0;136;136;137;24;0
25.02.2016;09:00;10:00;0;39;114;5;114;0
25.02.2016;10:00;11:00;0;0;0;0;92;0
25.02.2016;11:00;12:00;0;0;0;0;26;0
25.02.2016;12:00;13:00;0;0;0;0;0;0
25.02.2016;13:00;14:00;0;91;28;3;0;0
25.02.2016;14:00;15:00;0;9;0;2;0;0
25.02.2016;15:00;16:00;0;0;0;0;0;0
25.02.2016;16:00;17:00;0;0;0;0;0;0
25.02.2016;17:00;18:00;0;73;2;34;0;0
25.02.2016;18:00;19:00;0;150;150;151;145;0
25.02.2016;19:00;20:00;0;127;140;103;140;0
25.02.2016;20:00;21:00;0;0;0;0;0;0
25.02.2016;21:00;22:00;0;0;0;0;0;0
25.02.2016;22:00;23:00;0;0;2;0;0;0
25.02.2016;23:00;00:00;0;0;46;0;0;0
26.02.2016;00:00;01:00;0;0;0;0;0;0
26.02.2016;01:00;02:00;0;0;0;0;0;0
26.02.2016;02:00;03:00;0;0;0;0;0;0
26.02.2016;03:00;04:00;0;0;0;0;0;0
26.02.2016;04:00;05:00;0;0;1;0;0;0
26.02.2016;05:00;06:00;0;0;98;0;0;0
26.02.2016;06:00;07:00;0;0;120;0;0;0
26.02.2016;07:00;08:00;0;0;26;102;0;0
26.02.2016;08:00;09:00;0;134;134;135;133;0
26.02.2016;09:00;10:00;0;2;24;1;97;0
26.02.2016;10:00;11:00;0;0;0;0;23;0
26.02.2016;11:00;12:00;0;0;0;0;0;0
26.02.2016;12:00;13:00;0;0;0;0;0;0
26.02.2016;13:00;14:00;0;0;0;0;0;0
26.02.2016;14:00;15:00;0;0;0;0;0;0
26.02.2016;15:00;16:00;0;0;0;0;0;0
26.02.2016;16:00;17:00;0;0;0;0;0;0
26.02.2016;17:00;18:00;0;85;0;1;87;0
26.02.2016;18:00;19:00;0;145;64;146;145;0
26.02.2016;19:00;20:00;0;0;145;146;145;0
26.02.2016;20:00;21:00;0;0;1;0;1;0
26.02.2016;21:00;22:00;0;0;0;0;0;0
26.02.2016;22:00;23:00;0;0;0;0;0;0
26.02.2016;23:00;00:00;0;50;20;0;0;0
27.02.2016;00:00;01:00;0;0;26;0;0;0
27.02.2016;01:00;02:00;0;0;0;0;0;0
27.02.2016;02:00;03:00;0;0;0;0;0;0
27.02.2016;03:00;04:00;0;0;0;0;0;0
27.02.2016;04:00;05:00;0;0;0;0;0;0
27.02.2016;05:00;06:00;0;0;0;0;0;0
27.02.2016;06:00;07:00;0;0;0;0;0;0
27.02.2016;07:00;08:00;0;0;0;0;0;0
27.02.2016;08:00;09:00;0;0;0;0;0;0
27.02.2016;09:00;10:00;0;0;0;0;0;0
27.02.2016;10:00;11:00;0;0;0;0;0;0
27.02.2016;11:00;12:00;0;0;0;0;0;0
27.02.2016;12:00;13:00;0;0;0;0;0;0
27.02.2016;13:00;14:00;0;0;0;0;0;0
27.02.2016;14:00;15:00;0;0;0;0;0;0
27.02.2016;15:00;16:00;0;0;0;0;0;0
27.02.2016;16:00;17:00;0;0;0;0;0;0
27.02.2016;17:00;18:00;0;0;0;0;0;0
27.02.2016;18:00;19:00;0;0;0;0;0;0
27.02.2016;19:00;20:00;0;0;0;0;0;0
27.02.2016;20:00;21:00;0;0;0;0;0;0
27.02.2016;21:00;22:00;0;0;0;0;17;0
27.02.2016;22:00;23:00;0;0;0;0;0;0
27.02.2016;23:00;00:00;0;0;0;0;0;0
28.02.2016;00:00;01:00;0;93;0;0;0;0
28.02.2016;01:00;02:00;0;0;0;0;23;0
28.02.2016;02:00;03:00;0;0;0;0;9;0
28.02.2016;03:00;04:00;0;0;0;0;0;0
28.02.2016;04:00;05:00;0;0;0;0;0;0
28.02.2016;05:00;06:00;0;0;0;0;0;0
28.02.2016;06:00;07:00;0;0;0;0;0;0
28.02.2016;07:00;08:00;0;0;0;0;0;0
28.02.2016;08:00;09:00;0;0;0;0;0;0
28.02.2016;09:00;10:00;0;0;0;0;0;0
28.02.2016;10:00;11:00;0;0;0;0;0;0
28.02.2016;11:00;12:00;0;0;0;0;0;0
28.02.2016;12:00;13:00;0;0;0;0;0;0
28.02.2016;13:00;14:00;0;0;0;0;0;0
28.02.2016;14:00;15:00;0;0;0;0;0;0
28.02.2016;15:00;16:00;0;1;0;0;0;0
28.02.2016;16:00;17:00;0;43;0;0;0;0
28.02.2016;17:00;18:00;0;1;0;0;1;0
28.02.2016;18:00;19:00;0;0;0;0;106;0
28.02.2016;19:00;20:00;0;0;0;0;96;0
28.02.2016;20:00;21:00;0;0;0;0;0;0
28.02.2016;21:00;22:00;0;0;0;0;0;0
28.02.2016;22:00;23:00;0;0;0;0;0;0
28.02.2016;23:00;00:00;0;41;0;0;0;0
29.02.2016;00:00;01:00;0;0;0;0;0;0
29.02.2016;01:00;02:00;0;0;0;0;0;0
29.02.2016;02:00;03:00;0;0;0;0;0;0
29.02.2016;03:00;04:00;0;0;0;0;0;0
29.02.2016;04:00;05:00;0;1;0;0;0;0
29.02.2016;05:00;06:00;0;62;0;0;0;0
29.02.2016;06:00;07:00;0;0;0;0;0;0
29.02.2016;07:00;08:00;0;0;0;0;0;0
29.02.2016;08:00;09:00;0;0;0;0;0;0
29.02.2016;09:00;10:00;0;59;0;0;86;0
29.02.2016;10:00;11:00;0;0;0;0;0;0
29.02.2016;11:00;12:00;0;0;0;0;0;0
29.02.2016;12:00;13:00;0;0;0;0;0;0
29.02.2016;13:00;14:00;0;0;0;0;0;0
29.02.2016;14:00;15:00;0;0;0;0;0;0
29.02.2016;15:00;16:00;0;0;0;0;0;0
29.02.2016;16:00;17:00;0;0;0;0;0;0
29.02.2016;17:00;18:00;0;0;0;0;0;0
29.02.2016;18:00;19:00;0;92;0;40;147;0
29.02.2016;19:00;20:00;0;121;0;52;10;0
29.02.2016;20:00;21:00;0;0;0;0;0;0
29.02.2016;21:00;22:00;0;0;0;0;0;0
29.02.2016;22:00;23:00;0;0;0;0;0;0
29.02.2016;23:00;00:00;0;110;0;0;0;0
01.03.2016;00:00;01:00;0;0;0;0;0;0
01.03.2016;01:00;02:00;0;0;0;0;0;0
01.03.2016;02:00;03:00;0;0;0;0;0;0
01.03.2016;03:00;04:00;0;0;0;0;0;0
01.03.2016;04:00;05:00;0;43;0;0;0;0
01.03.2016;05:00;06:00;0;46;0;0;0;0
01.03.2016;06:00;07:00;0;101;0;1;2;0
01.03.2016;07:00;08:00;0;160;107;161;160;0
01.03.2016;08:00;09:00;0;122;0;123;122;0
01.03.2016;09:00;10:00;0;100;0;101;5;0
01.03.2016;10:00;11:00;0;104;0;105;0;0
01.03.2016;11:00;12:00;0;2;0;19;0;0
01.03.2016;12:00;13:00;0;0;0;0;0;0
01.03.2016;13:00;14:00;0;0;0;0;0;0
01.03.2016;14:00;15:00;0;0;0;0;0;0
01.03.2016;15:00;16:00;0;0;0;0;0;0
01.03.2016;16:00;17:00;0;1;0;1;0;0
01.03.2016;17:00;18:00;0;0;0;2;0;0
01.03.2016;18:00;19:00;0;68;83;126;68;0
01.03.2016;19:00;20:00;0;111;5;112;78;0
01.03.2016;20:00;21:00;0;147;0;148;0;0
01.03.2016;21:00;22:00;0;1;0;11;0;0
01.03.2016;22:00;23:00;0;0;0;19;0;0
01.03.2016;23:00;00:00;0;0;0;53;0;0
02.03.2016;00:00;01:00;0;0;0;0;0;0
02.03.2016;01:00;02:00;0;0;0;0;0;0
02.03.2016;02:00;03:00;0;0;0;0;0;0
02.03.2016;03:00;04:00;0;0;0;0;0;0
02.03.2016;04:00;05:00;0;1;0;0;0;0
02.03.2016;05:00;06:00;0;55;0;0;0;0
02.03.2016;06:00;07:00;0;1;0;0;1;0
02.03.2016;07:00;08:00;0;0;0;0;73;0
02.03.2016;08:00;09:00;0;0;0;0;55;0
02.03.2016;09:00;10:00;0;0;0;0;0;0
02.03.2016;10:00;11:00;0;0;0;0;0;0
02.03.2016;11:00;12:00;0;0;0;0;58;0
02.03.2016;12:00;13:00;0;0;0;0;0;0
02.03.2016;13:00;14:00;0;0;0;0;0;0
02.03.2016;14:00;15:00;0;0;0;0;0;0
02.03.2016;15:00;16:00;0;61;0;0;111;0
02.03.2016;16:00;17:00;0;67;29;0;64;0
02.03.2016;17:00;18:00;0;124;125;0;123;0
02.03.2016;18:00;19:00;0;121;121;0;120;0
02.03.2016;19:00;20:00;0;115;115;0;114;0
02.03.2016;20:00;21:00;0;0;2;0;0;0
02.03.2016;21:00;22:00;0;0;0;0;0;0
02.03.2016;22:00;23:00;0;1;0;0;0;0
02.03.2016;23:00;00:00;0;49;0;0;0;0
03.03.2016;00:00;01:00;0;0;0;0;0;0
03.03.2016;01:00;02:00;0;0;0;0;0;0
03.03.2016;02:00;03:00;0;0;0;0;0;0
03.03.2016;03:00;04:00;0;0;0;0;0;0
03.03.2016;04:00;05:00;0;1;0;0;0;0
03.03.2016;05:00;06:00;0;60;0;0;0;0
03.03.2016;06:00;07:00;0;1;0;0;28;0
03.03.2016;07:00;08:00;0;1;0;0;6;0
03.03.2016;08:00;09:00;0;162;0;0;161;0
03.03.2016;09:00;10:00;0;73;0;0;109;0
03.03.2016;10:00;11:00;0;0;0;0;144;0
03.03.2016;11:00;12:00;0;0;0;0;119;0
03.03.2016;12:00;13:00;0;0;0;0;22;0
03.03.2016;13:00;14:00;0;0;0;0;78;0
03.03.2016;14:00;15:00;0;0;0;0;83;0
03.03.2016;15:00;16:00;0;0;0;0;83;0
03.03.2016;16:00;17:00;0;2;0;1;45;0
03.03.2016;17:00;18:00;0;115;0;116;115;0
03.03.2016;18:00;19:00;0;139;75;140;139;0
03.03.2016;19:00;20:00;0;116;117;113;116;0
03.03.2016;20:00;21:00;0;83;82;68;82;0
03.03.2016;21:00;22:00;0;57;58;18;21;0
03.03.2016;22:00;23:00;0;50;49;0;0;0
03.03.2016;23:00;00:00;0;47;1;0;0;0
04.03.2016;00:00;01:00;0;0;0;0;0;0
04.03.2016;01:00;02:00;0;0;0;0;0;0
04.03.2016;02:00;03:00;0;0;0;0;0;0
04.03.2016;03:00;04:00;0;0;0;0;0;0
04.03.2016;04:00;05:00;0;0;0;0;0;0
04.03.2016;05:00;06:00;0;0;0;0;0;0
04.03.2016;06:00;07:00;0;25;0;0;0;0
04.03.2016;07:00;08:00;0;59;0;0;0;0
04.03.2016;08:00;09:00;0;22;0;0;0;0
04.03.2016;09:00;10:00;0;16;0;0;0;0
04.03.2016;10:00;11:00;0;42;0;0;0;0
04.03.2016;11:00;12:00;0;0;0;0;0;0
04.03.2016;12:00;13:00;0;0;0;0;0;0
04.03.2016;13:00;14:00;0;0;0;0;0;0
04.03.2016;14:00;15:00;0;19;0;0;66;0
04.03.2016;15:00;16:00;0;53;91;42;122;0
04.03.2016;16:00;17:00;0;0;1;5;79;0
04.03.2016;17:00;18:00;0;1;0;0;0;0
04.03.2016;18:00;19:00;0;52;0;0;0;0
04.03.2016;19:00;20:00;0;11;0;0;0;0
04.03.2016;20:00;21:00;0;81;0;0;0;0
04.03.2016;21:00;22:00;0;0;0;13;0;0
04.03.2016;22:00;23:00;0;0;0;76;0;0
04.03.2016;23:00;00:00;0;1;0;0;0;0
05.03.2016;00:00;01:00;0;50;0;0;0;0
05.03.2016;01:00;02:00;0;0;0;0;0;0
05.03.2016;02:00;03:00;0;0;0;0;0;0
05.03.2016;03:00;04:00;0;0;0;0;0;0
05.03.2016;04:00;05:00;0;0;0;0;0;0
05.03.2016;05:00;06:00;0;0;0;0;0;0
05.03.2016;06:00;07:00;0;0;0;0;0;0
05.03.2016;07:00;08:00;0;0;0;0;46;0
05.03.2016;08:00;09:00;0;0;0;0;1;0
05.03.2016;09:00;10:00;0;0;0;0;0;0
05.03.2016;10:00;11:00;0;0;0;0;0;0
05.03.2016;11:00;12:00;0;0;0;0;0;0
05.03.2016;12:00;13:00;0;0;0;0;0;0
05.03.2016;13:00;14:00;0;0;0;55;0;0
05.03.2016;14:00;15:00;0;0;0;0;0;0
05.03.2016;15:00;16:00;0;20;0;28;0;0
05.03.2016;16:00;17:00;0;106;0;107;0;0
05.03.2016;17:00;18:00;0;99;0;99;0;0
05.03.2016;18:00;19:00;0;143;0;144;0;0
05.03.2016;19:00;20:00;0;152;0;152;0;0
05.03.2016;20:00;21:00;0;2;0;82;0;0
05.03.2016;21:00;22:00;0;0;0;36;0;0
05.03.2016;22:00;23:00;0;0;0;60;0;0
05.03.2016;23:00;00:00;0;0;0;75;0;0
06.03.2016;00:00;01:00;0;12;0;23;0;0
06.03.2016;01:00;02:00;0;0;0;0;0;0
06.03.2016;02:00;03:00;0;0;0;0;0;0
06.03.2016;03:00;04:00;0;0;0;0;0;0
06.03.2016;04:00;05:00;0;0;0;0;0;0
06.03.2016;05:00;06:00;0;0;0;0;0;0
06.03.2016;06:00;07:00;0;0;0;0;0;0
06.03.2016;07:00;08:00;0;0;0;0;0;0
06.03.2016;08:00;09:00;0;0;0;0;0;0
06.03.2016;09:00;10:00;0;0;0;0;0;0
06.03.2016;10:00;11:00;0;0;0;0;0;0
06.03.2016;11:00;12:00;0;0;0;0;0;0
06.03.2016;12:00;13:00;0;0;0;0;0;0
06.03.2016;13:00;14:00;0;0;0;0;0;0
06.03.2016;14:00;15:00;0;0;0;0;0;0
06.03.2016;15:00;16:00;0;0;0;0;0;0
06.03.2016;16:00;17:00;0;0;0;0;0;0
06.03.2016;17:00;18:00;0;0;0;0;0;0
06.03.2016;18:00;19:00;0;0;0;0;0;0
06.03.2016;19:00;20:00;0;0;0;0;0;0
06.03.2016;20:00;21:00;0;0;0;0;0;0
06.03.2016;21:00;22:00;0;0;0;0;0;0
06.03.2016;22:00;23:00;0;0;0;0;0;0
06.03.2016;23:00;00:00;0;0;0;0;0;0
07.03.2016;00:00;01:00;0;0;0;0;0;0
07.03.2016;01:00;02:00;0;0;0;0;0;0
07.03.2016;02:00;03:00;0;0;0;0;0;0
07.03.2016;03:00;04:00;0;0;0;0;0;0
07.03.2016;04:00;05:00;0;0;0;0;0;0
07.03.2016;05:00;06:00;0;0;0;0;0;0
07.03.2016;06:00;07:00;0;0;0;1;0;0
07.03.2016;07:00;08:00;0;157;156;158;156;0
07.03.2016;08:00;09:00;0;0;152;142;153;0
07.03.2016;09:00;10:00;0;0;0;0;0;0
07.03.2016;10:00;11:00;0;0;0;0;0;0
07.03.2016;11:00;12:00;0;0;0;0;0;0
07.03.2016;12:00;13:00;0;0;0;7;0;0
07.03.2016;13:00;14:00;0;0;0;0;0;0
07.03.2016;14:00;15:00;0;0;0;0;0;0
07.03.2016;15:00;16:00;0;0;0;0;0;0
07.03.2016;16:00;17:00;0;0;0;1;0;0
07.03.2016;17:00;18:00;0;3;115;116;5;0
07.03.2016;18:00;19:00;0;151;152;152;151;0
07.03.2016;19:00;20:00;0;159;159;160;158;0
07.03.2016;20:00;21:00;0;0;102;2;102;0
07.03.2016;21:00;22:00;0;0;1;0;1;0
07.03.2016;22:00;23:00;0;0;0;0;0;0
07.03.2016;23:00;00:00;0;0;0;1;0;0
08.03.2016;00:00;01:00;0;0;68;12;0;0
08.03.2016;01:00;02:00;0;0;0;0;0;0
08.03.2016;02:00;03:00;0;0;0;0;0;0
08.03.2016;03:00;04:00;0;0;0;0;0;0
08.03.2016;04:00;05:00;0;0;1;0;0;0
08.03.2016;05:00;06:00;0;0;57;0;0;0
08.03.2016;06:00;07:00;0;0;89;0;0;0
08.03.2016;07:00;08:00;0;0;3;0;0;0
08.03.2016;08:00;09:00;0;118;0;0;0;0
08.03.2016;09:00;10:00;0;11;0;0;0;0
08.03.2016;10:00;11:00;0;3;0;0;0;0
08.03.2016;11:00;12:00;0;0;0;0;0;0
08.03.2016;12:00;13:00;0;23;0;0;0;0
08.03.2016;13:00;14:00;0;0;0;0;0;0
08.03.2016;14:00;15:00;0;0;0;0;0;0
08.03.2016;15:00;16:00;0;0;0;0;0;0
08.03.2016;16:00;17:00;0;0;0;0;0;0
08.03.2016;17:00;18:00;0;1;0;1;0;0
08.03.2016;18:00;19:00;0;157;154;157;32;0
08.03.2016;19:00;20:00;0;141;141;142;140;0
08.03.2016;20:00;21:00;0;0;0;1;1;0
08.03.2016;21:00;22:00;0;0;0;0;0;0
08.03.2016;22:00;23:00;0;0;0;0;0;0
08.03.2016;23:00;00:00;0;81;0;0;0;0
09.03.2016;00:00;01:00;0;72;0;0;0;0
09.03.2016;01:00;02:00;0;0;0;0;0;0
09.03.2016;02:00;03:00;0;0;0;0;0;0
09.03.2016;03:00;04:00;0;0;0;0;0;0
09.03.2016;04:00;05:00;0;0;0;0;0;0
09.03.2016;05:00;06:00;0;58;0;0;0;0
09.03.2016;06:00;07:00;0;30;0;0;0;0
09.03.2016;07:00;08:00;0;0;0;0;0;0
09.03.2016;08:00;09:00;0;40;0;0;0;0
09.03.2016;09:00;10:00;0;0;0;0;0;0
09.03.2016;10:00;11:00;0;0;0;0;0;0
09.03.2016;11:00;12:00;0;0;0;0;0;0
09.03.2016;12:00;13:00;0;0;0;0;0;0
09.03.2016;13:00;14:00;0;0;0;0;0;0
09.03.2016;14:00;15:00;0;0;0;0;0;0
09.03.2016;15:00;16:00;0;0;0;0;0;0
09.03.2016;16:00;17:00;0;0;0;0;0;0
09.03.2016;17:00;18:00;0;3;0;3;0;0
09.03.2016;18:00;19:00;0;124;0;124;0;0
09.03.2016;19:00;20:00;0;116;0;117;0;0
09.03.2016;20:00;21:00;0;0;0;0;0;0
09.03.2016;21:00;22:00;0;0;0;0;0;0
09.03.2016;22:00;23:00;0;0;0;0;0;0
09.03.2016;23:00;00:00;0;0;0;0;0;0
10.03.2016;00:00;01:00;0;73;0;0;0;0
10.03.2016;01:00;02:00;0;0;0;0;0;0
10.03.2016;02:00;03:00;0;0;0;0;0;0
10.03.2016;03:00;04:00;0;0;0;0;0;0
10.03.2016;04:00;05:00;0;1;0;0;0;0
10.03.2016;05:00;06:00;0;73;0;0;0;0
10.03.2016;06:00;07:00;0;0;0;0;0;0
10.03.2016;07:00;08:00;0;0;0;0;0;0
10.03.2016;08:00;09:00;0;0;0;0;0;0
10.03.2016;09:00;10:00;0;0;0;0;0;0
10.03.2016;10:00;11:00;0;3;0;0;0;0
10.03.2016;11:00;12:00;0;0;0;0;0;0
10.03.2016;12:00;13:00;0;1;1;1;0;0
10.03.2016;13:00;14:00;0;0;50;50;0;0
10.03.2016;14:00;15:00;0;0;50;50;0;0
10.03.2016;15:00;16:00;0;0;94;7;0;0
10.03.2016;16:00;17:00;0;0;100;0;0;0
10.03.2016;17:00;18:00;0;1;1;1;0;0
10.03.2016;18:00;19:00;0;153;148;154;150;0
10.03.2016;19:00;20:00;0;143;144;144;143;0
10.03.2016;20:00;21:00;0;0;0;0;0;0
10.03.2016;21:00;22:00;0;0;0;0;0;0
10.03.2016;22:00;23:00;0;0;0;1;0;0
10.03.2016;23:00;00:00;0;0;0;52;0;0
11.03.2016;00:00;01:00;0;0;0;0;0;0
11.03.2016;01:00;02:00;0;0;0;0;0;0
11.03.2016;02:00;03:00;0;0;0;0;0;0
11.03.2016;03:00;04:00;0;0;0;0;0;0
11.03.2016;04:00;05:00;0;0;0;2;0;0
11.03.2016;05:00;06:00;0;0;0;64;0;0
11.03.2016;06:00;07:00;0;0;0;0;0;0
11.03.2016;07:00;08:00;0;0;2;0;0;0
11.03.2016;08:00;09:00;0;0;128;124;128;0
11.03.2016;09:00;10:00;0;0;2;0;141;0
11.03.2016;10:00;11:00;0;0;0;0;0;0
11.03.2016;11:00;12:00;0;0;0;0;0;0
11.03.2016;12:00;13:00;0;0;0;0;0;0
11.03.2016;13:00;14:00;0;0;0;0;0;0
11.03.2016;14:00;15:00;0;0;0;0;0;0
11.03.2016;15:00;16:00;0;0;0;0;0;0
11.03.2016;16:00;17:00;0;0;0;0;0;0
11.03.2016;17:00;18:00;0;0;1;2;0;0
11.03.2016;18:00;19:00;0;0;149;151;16;0
11.03.2016;19:00;20:00;0;22;72;53;85;0
11.03.2016;20:00;21:00;0;0;0;0;0;0
11.03.2016;21:00;22:00;0;0;0;0;0;0
11.03.2016;22:00;23:00;0;0;0;0;0;0
11.03.2016;23:00;00:00;0;0;0;0;0;0
12.03.2016;00:00;01:00;0;0;0;0;0;0
12.03.2016;01:00;02:00;0;0;0;0;0;0
12.03.2016;02:00;03:00;0;0;0;0;0;0
12.03.2016;03:00;04:00;0;0;0;0;0;0
12.03.2016;04:00;05:00;0;0;0;0;0;0
12.03.2016;05:00;06:00;0;0;0;0;0;0
12.03.2016;06:00;07:00;0;0;0;0;0;0
12.03.2016;07:00;08:00;0;0;0;0;0;0
12.03.2016;08:00;09:00;0;0;0;0;0;0
12.03.2016;09:00;10:00;0;0;0;0;0;0
12.03.2016;10:00;11:00;0;0;0;0;0;0
12.03.2016;11:00;12:00;0;0;0;0;0;0
12.03.2016;12:00;13:00;0;0;0;0;0;0
12.03.2016;13:00;14:00;0;0;0;0;0;0
12.03.2016;14:00;15:00;0;0;0;0;0;0
12.03.2016;15:00;16:00;0;0;0;0;0;0
12.03.2016;16:00;17:00;0;0;0;0;0;0
12.03.2016;17:00;18:00;0;0;0;0;0;0
12.03.2016;18:00;19:00;0;0;0;0;0;0
12.03.2016;19:00;20:00;0;0;0;138;0;0
12.03.2016;20:00;21:00;0;0;0;0;0;0
12.03.2016;21:00;22:00;0;0;0;0;0;0
12.03.2016;22:00;23:00;0;0;0;0;0;0
12.03.2016;23:00;00:00;0;0;0;21;0;0
13.03.2016;00:00;01:00;0;0;0;0;0;0
13.03.2016;01:00;02:00;0;0;0;0;0;0
13.03.2016;02:00;03:00;0;0;0;0;0;0
13.03.2016;03:00;04:00;0;0;0;0;0;0
13.03.2016;04:00;05:00;0;0;0;0;0;0
13.03.2016;05:00;06:00;0;0;0;0;0;0
13.03.2016;06:00;07:00;0;0;0;0;0;0
13.03.2016;07:00;08:00;0;0;0;0;0;0
13.03.2016;08:00;09:00;0;1;0;0;0;0
13.03.2016;09:00;10:00;0;79;0;0;0;0
13.03.2016;10:00;11:00;0;80;0;0;0;0
13.03.2016;11:00;12:00;0;80;0;0;0;0
13.03.2016;12:00;13:00;0;80;0;0;0;0
13.03.2016;13:00;14:00;0;0;0;0;0;0
13.03.2016;14:00;15:00;0;0;0;0;0;0
13.03.2016;15:00;16:00;0;0;0;0;0;0
13.03.2016;16:00;17:00;0;0;0;0;0;0
13.03.2016;17:00;18:00;0;0;0;0;0;0
13.03.2016;18:00;19:00;0;0;0;0;0;0
13.03.2016;19:00;20:00;0;0;0;0;0;0
13.03.2016;20:00;21:00;0;0;0;0;0;0
13.03.2016;21:00;22:00;0;0;0;0;0;0
13.03.2016;22:00;23:00;0;0;0;0;0;0
13.03.2016;23:00;00:00;0;0;0;0;0;0
14.03.2016;00:00;01:00;0;0;0;0;0;0
14.03.2016;01:00;02:00;0;0;0;0;0;0
14.03.2016;02:00;03:00;0;0;0;0;0;0
14.03.2016;03:00;04:00;0;0;0;0;0;0
14.03.2016;04:00;05:00;0;0;0;0;0;0
14.03.2016;05:00;06:00;0;0;0;0;0;0
14.03.2016;06:00;07:00;0;0;2;41;2;0
14.03.2016;07:00;08:00;0;0;170;172;170;0
14.03.2016;08:00;09:00;0;0;89;2;127;0
14.03.2016;09:00;10:00;0;0;0;37;3;0
14.03.2016;10:00;11:00;0;0;0;0;0;0
14.03.2016;11:00;12:00;0;0;0;0;0;0
14.03.2016;12:00;13:00;0;0;0;0;0;0
14.03.2016;13:00;14:00;0;0;0;0;0;0
14.03.2016;14:00;15:00;0;0;0;0;0;0
14.03.2016;15:00;16:00;0;0;0;0;0;0
14.03.2016;16:00;17:00;0;0;0;0;0;0
14.03.2016;17:00;18:00;0;0;32;32;22;0
14.03.2016;18:00;19:00;0;0;163;164;162;0
14.03.2016;19:00;20:00;0;0;164;164;163;0
14.03.2016;20:00;21:00;0;0;0;0;38;0
14.03.2016;21:00;22:00;0;0;0;0;0;0
14.03.2016;22:00;23:00;0;0;0;0;0;0
14.03.2016;23:00;00:00;0;0;0;5;0;0
15.03.2016;00:00;01:00;0;0;0;1;0;0
15.03.2016;01:00;02:00;0;0;0;0;0;0
15.03.2016;02:00;03:00;0;0;0;0;0;0
15.03.2016;03:00;04:00;0;0;0;0;0;0
15.03.2016;04:00;05:00;0;0;0;0;0;0
15.03.2016;05:00;06:00;0;1;0;0;0;0
15.03.2016;06:00;07:00;0;43;0;60;0;0
15.03.2016;07:00;08:00;0;0;0;158;0;0
15.03.2016;08:00;09:00;0;0;0;103;0;0
15.03.2016;09:00;10:00;0;0;0;0;0;0
15.03.2016;10:00;11:00;0;0;0;0;0;0
15.03.2016;11:00;12:00;0;0;0;8;0;0
15.03.2016;12:00;13:00;0;0;0;0;0;0
15.03.2016;13:00;14:00;0;0;0;0;0;0
15.03.2016;14:00;15:00;0;0;75;0;0;0
15.03.2016;15:00;16:00;0;0;54;0;0;0
15.03.2016;16:00;17:00;0;0;92;0;0;0
15.03.2016;17:00;18:00;0;0;53;0;0;0
15.03.2016;18:00;19:00;0;0;2;2;108;0
15.03.2016;19:00;20:00;0;0;116;117;116;0
15.03.2016;20:00;21:00;0;0;0;0;0;0
15.03.2016;21:00;22:00;0;0;0;0;0;0
15.03.2016;22:00;23:00;0;0;0;0;0;0
15.03.2016;23:00;00:00;0;0;0;0;73;0
16.03.2016;00:00;01:00;0;0;0;0;15;0
16.03.2016;01:00;02:00;0;0;0;0;0;0
16.03.2016;02:00;03:00;0;0;0;0;0;0
16.03.2016;03:00;04:00;0;0;0;0;0;0
16.03.2016;04:00;05:00;0;0;0;0;0;0
16.03.2016;05:00;06:00;0;0;0;1;0;0
16.03.2016;06:00;07:00;0;0;0;88;73;0
16.03.2016;07:00;08:00;0;0;0;23;0;0
16.03.2016;08:00;09:00;0;0;0;97;0;0
16.03.2016;09:00;10:00;0;0;11;58;23;0
16.03.2016;10:00;11:00;0;0;0;0;98;0
16.03.2016;11:00;12:00;0;0;0;0;0;0
16.03.2016;12:00;13:00;0;0;0;0;0;0
16.03.2016;13:00;14:00;0;0;0;0;0;0
16.03.2016;14:00;15:00;0;0;0;0;0;0
16.03.2016;15:00;16:00;0;0;0;0;0;0
16.03.2016;16:00;17:00;0;0;0;0;0;0
16.03.2016;17:00;18:00;0;0;37;37;35;0
16.03.2016;18:00;19:00;0;0;130;47;8;0
16.03.2016;19:00;20:00;0;0;137;138;137;0
16.03.2016;20:00;21:00;0;0;3;2;0;0
16.03.2016;21:00;22:00;0;0;0;0;0;0
16.03.2016;22:00;23:00;0;0;0;0;0;0
16.03.2016;23:00;00:00;0;0;0;3;0;0
17.03.2016;00:00;01:00;0;0;0;58;0;0
17.03.2016;01:00;02:00;0;0;0;0;0;0
17.03.2016;02:00;03:00;0;0;0;0;0;0
17.03.2016;03:00;04:00;0;0;0;0;0;0
