Datum;Anfang;Ende;Generation_DE ADS-Anlage [MW] Originalauflösungen;Generation_DE Block A [MW] Originalauflösungen;Generation_DE Block B [MW] Originalauflösungen;Generation_DE IPH Ersatzbrennstoffverbrennung Turbine [MW] Originalauflösungen;Generation_DE IPH Strom CoFA BHKW 1 [MW] Originalauflösungen;Generation_DE IPH Strom CoFA BHKW 2 [MW] Originalauflösungen;Generation_DE IPH Strom CoFA BHKW 3 [MW] Originalauflösungen;Generation_DE IPH Strom GT2 [MW] Originalauflösungen;Generation_DE IPH Strom GT4 [MW] Originalauflösungen
Keine Daten für gegebene Anfrage
