Datum;Anfang;Ende;Generation_DE Kraftwerk Jänschwalde Block A [MW] Originalauflösungen;Generation_DE Kraftwerk Jänschwalde Block B [MW] Originalauflösungen;Generation_DE Kraftwerk Jänschwalde Block C [MW] Originalauflösungen;Generation_DE Kraftwerk Jänschwalde Block D [MW] Originalauflösungen;Generation_DE Kraftwerk Jänschwalde Block E [MW] Originalauflösungen;Generation_DE Kraftwerk Jänschwalde Block F [MW] Originalauflösungen
01.01.2023;00:00;01:00;0;394;0;296;304;0
01.01.2023;01:00;02:00;0;400;0;296;304;0
01.01.2023;02:00;03:00;0;402;0;296;304;0
01.01.2023;03:00;04:00;0;400;0;297;303;0
01.01.2023;04:00;05:00;0;403;0;296;303;0
01.01.2023;05:00;06:00;0;397;0;296;304;0
01.01.2023;06:00;07:00;0;396;0;296;303;0
01.01.2023;07:00;08:00;0;397;0;297;304;0
01.01.2023;08:00;09:00;0;394;0;297;305;0
01.01.2023;09:00;10:00;0;397;0;297;304;0
01.01.2023;10:00;11:00;0;396;0;296;304;0
01.01.2023;11:00;12:00;0;398;0;297;304;0
01.01.2023;12:00;13:00;0;401;0;297;304;0
01.01.2023;13:00;14:00;0;402;0;298;304;0
01.01.2023;14:00;15:00;0;405;0;297;303;0
01.01.2023;15:00;16:00;0;403;0;297;305;0
01.01.2023;16:00;17:00;0;402;0;296;304;0
01.01.2023;17:00;18:00;0;440;0;322;335;0
01.01.2023;18:00;19:00;0;413;0;378;374;0
01.01.2023;19:00;20:00;0;388;0;392;307;0
01.01.2023;20:00;21:00;0;390;0;400;303;0
01.01.2023;21:00;22:00;0;388;0;391;303;0
01.01.2023;22:00;23:00;0;380;0;394;304;0
01.01.2023;23:00;00:00;40;382;0;401;302;0
02.01.2023;00:00;01:00;94;327;0;393;304;0
02.01.2023;01:00;02:00;123;284;0;395;305;0
02.01.2023;02:00;03:00;132;285;0;397;304;0
02.01.2023;03:00;04:00;139;285;0;398;303;2
02.01.2023;04:00;05:00;154;287;0;402;304;83
02.01.2023;05:00;06:00;160;296;0;408;304;102
02.01.2023;06:00;07:00;164;373;0;403;357;135
02.01.2023;07:00;08:00;159;443;0;435;458;142
02.01.2023;08:00;09:00;169;444;0;436;460;143
02.01.2023;09:00;10:00;187;448;0;394;417;144
02.01.2023;10:00;11:00;235;439;0;437;463;147
02.01.2023;11:00;12:00;394;426;0;439;461;155
02.01.2023;12:00;13:00;477;436;0;439;461;155
02.01.2023;13:00;14:00;490;450;0;439;460;171
02.01.2023;14:00;15:00;491;442;0;439;460;309
02.01.2023;15:00;16:00;492;455;0;438;461;408
02.01.2023;16:00;17:00;486;449;0;440;463;437
02.01.2023;17:00;18:00;476;446;0;437;463;435
02.01.2023;18:00;19:00;473;442;0;439;463;437
02.01.2023;19:00;20:00;479;454;0;439;462;438
02.01.2023;20:00;21:00;476;455;0;436;459;438
02.01.2023;21:00;22:00;484;452;0;428;460;426
02.01.2023;22:00;23:00;485;448;0;428;461;435
02.01.2023;23:00;00:00;476;430;0;428;454;427
03.01.2023;00:00;01:00;471;432;0;430;440;410
03.01.2023;01:00;02:00;470;435;0;430;447;396
03.01.2023;02:00;03:00;466;432;0;388;422;337
03.01.2023;03:00;04:00;487;447;0;390;422;338
03.01.2023;04:00;05:00;484;449;0;438;451;338
03.01.2023;05:00;06:00;480;464;0;439;453;349
03.01.2023;06:00;07:00;477;464;0;435;460;388
03.01.2023;07:00;08:00;474;461;0;429;462;387
03.01.2023;08:00;09:00;480;455;0;429;460;380
03.01.2023;09:00;10:00;467;461;0;429;460;374
03.01.2023;10:00;11:00;467;461;0;431;461;397
03.01.2023;11:00;12:00;481;458;0;440;461;387
03.01.2023;12:00;13:00;488;469;0;441;460;434
03.01.2023;13:00;14:00;490;473;0;439;461;438
03.01.2023;14:00;15:00;490;468;0;439;462;437
03.01.2023;15:00;16:00;490;458;0;437;459;437
03.01.2023;16:00;17:00;493;455;0;427;439;397
03.01.2023;17:00;18:00;493;464;0;435;462;433
03.01.2023;18:00;19:00;472;442;0;439;462;437
03.01.2023;19:00;20:00;479;448;0;438;462;436
03.01.2023;20:00;21:00;478;455;0;438;461;437
03.01.2023;21:00;22:00;463;438;0;430;461;399
03.01.2023;22:00;23:00;489;456;0;439;447;428
03.01.2023;23:00;00:00;375;411;0;337;317;319
04.01.2023;00:00;01:00;299;388;0;171;156;278
04.01.2023;01:00;02:00;299;371;0;154;130;190
04.01.2023;02:00;03:00;299;379;0;154;0;136
04.01.2023;03:00;04:00;297;399;0;157;0;0
04.01.2023;04:00;05:00;299;365;0;155;0;0
04.01.2023;05:00;06:00;296;365;0;155;0;0
04.01.2023;06:00;07:00;299;367;0;155;0;0
04.01.2023;07:00;08:00;296;374;0;155;0;0
04.01.2023;08:00;09:00;298;373;0;155;0;0
04.01.2023;09:00;10:00;298;372;0;156;0;0
04.01.2023;10:00;11:00;296;368;0;157;0;0
04.01.2023;11:00;12:00;300;373;0;156;0;0
04.01.2023;12:00;13:00;299;373;0;155;0;0
04.01.2023;13:00;14:00;304;378;0;155;0;0
04.01.2023;14:00;15:00;296;372;0;156;0;0
04.01.2023;15:00;16:00;300;362;0;155;0;0
04.01.2023;16:00;17:00;301;358;0;156;0;0
04.01.2023;17:00;18:00;298;364;0;156;0;0
04.01.2023;18:00;19:00;298;368;0;156;0;0
04.01.2023;19:00;20:00;300;371;0;155;0;0
04.01.2023;20:00;21:00;297;368;0;155;0;0
04.01.2023;21:00;22:00;296;363;0;156;0;0
04.01.2023;22:00;23:00;296;367;0;155;0;0
04.01.2023;23:00;00:00;297;369;0;156;0;0
05.01.2023;00:00;01:00;297;366;0;154;0;0
05.01.2023;01:00;02:00;301;381;0;155;0;0
05.01.2023;02:00;03:00;296;378;0;154;0;0
05.01.2023;03:00;04:00;298;371;0;148;0;0
05.01.2023;04:00;05:00;296;384;0;136;0;0
05.01.2023;05:00;06:00;295;407;0;155;0;0
05.01.2023;06:00;07:00;298;412;0;335;0;0
05.01.2023;07:00;08:00;310;419;0;357;0;0
05.01.2023;08:00;09:00;386;458;0;320;0;0
05.01.2023;09:00;10:00;372;434;0;319;0;0
05.01.2023;10:00;11:00;357;419;0;316;0;0
05.01.2023;11:00;12:00;333;424;0;317;0;0
05.01.2023;12:00;13:00;375;441;0;314;0;0
05.01.2023;13:00;14:00;374;445;0;313;0;0
05.01.2023;14:00;15:00;351;421;0;316;0;0
05.01.2023;15:00;16:00;412;417;0;345;0;0
05.01.2023;16:00;17:00;461;442;0;428;0;0
05.01.2023;17:00;18:00;457;423;0;421;0;0
05.01.2023;18:00;19:00;471;438;0;439;0;0
05.01.2023;19:00;20:00;476;434;0;436;0;0
05.01.2023;20:00;21:00;488;450;0;436;0;0
05.01.2023;21:00;22:00;489;458;0;414;0;0
05.01.2023;22:00;23:00;481;438;0;408;0;0
05.01.2023;23:00;00:00;477;435;0;356;0;0
06.01.2023;00:00;01:00;486;441;0;402;0;0
06.01.2023;01:00;02:00;486;441;0;437;0;0
06.01.2023;02:00;03:00;481;438;0;422;0;0
06.01.2023;03:00;04:00;345;401;0;304;0;0
06.01.2023;04:00;05:00;346;393;0;296;0;0
06.01.2023;05:00;06:00;463;441;0;309;0;0
06.01.2023;06:00;07:00;491;439;0;432;0;0
06.01.2023;07:00;08:00;463;431;0;437;0;0
06.01.2023;08:00;09:00;435;440;0;428;0;0
06.01.2023;09:00;10:00;472;434;0;435;0;0
06.01.2023;10:00;11:00;475;432;0;430;0;0
06.01.2023;11:00;12:00;485;435;0;434;0;0
06.01.2023;12:00;13:00;464;421;0;392;0;0
06.01.2023;13:00;14:00;437;428;0;338;0;0
06.01.2023;14:00;15:00;488;421;0;377;0;0
06.01.2023;15:00;16:00;471;413;0;439;0;0
06.01.2023;16:00;17:00;470;423;0;440;0;0
06.01.2023;17:00;18:00;468;434;0;438;0;0
06.01.2023;18:00;19:00;460;432;0;438;0;0
06.01.2023;19:00;20:00;474;441;0;438;0;0
06.01.2023;20:00;21:00;467;443;0;404;0;0
06.01.2023;21:00;22:00;486;440;0;386;0;0
06.01.2023;22:00;23:00;476;435;0;406;0;0
06.01.2023;23:00;00:00;358;406;0;308;0;0
07.01.2023;00:00;01:00;348;400;0;295;0;0
07.01.2023;01:00;02:00;340;405;0;296;0;0
07.01.2023;02:00;03:00;327;381;0;295;0;0
07.01.2023;03:00;04:00;325;383;0;296;0;0
07.01.2023;04:00;05:00;331;394;0;295;0;0
07.01.2023;05:00;06:00;335;396;0;295;0;0
07.01.2023;06:00;07:00;312;389;0;296;0;0
07.01.2023;07:00;08:00;321;451;0;296;0;0
07.01.2023;08:00;09:00;411;436;0;312;0;0
07.01.2023;09:00;10:00;458;448;0;339;0;0
07.01.2023;10:00;11:00;474;445;0;435;0;0
07.01.2023;11:00;12:00;457;434;0;439;0;0
07.01.2023;12:00;13:00;365;423;0;339;0;0
07.01.2023;13:00;14:00;401;452;0;317;0;0
07.01.2023;14:00;15:00;376;456;0;307;0;0
07.01.2023;15:00;16:00;431;460;0;408;0;0
07.01.2023;16:00;17:00;478;457;0;438;0;0
07.01.2023;17:00;18:00;487;454;0;381;0;0
07.01.2023;18:00;19:00;467;447;0;294;0;0
07.01.2023;19:00;20:00;398;440;0;185;0;0
07.01.2023;20:00;21:00;338;425;0;197;0;0
07.01.2023;21:00;22:00;329;386;0;161;0;0
07.01.2023;22:00;23:00;322;386;0;159;0;0
07.01.2023;23:00;00:00;311;386;0;159;0;0
08.01.2023;00:00;01:00;332;384;0;159;0;0
08.01.2023;01:00;02:00;333;385;0;159;0;0
08.01.2023;02:00;03:00;333;384;0;159;0;0
08.01.2023;03:00;04:00;335;387;0;160;0;0
08.01.2023;04:00;05:00;335;383;0;159;0;0
08.01.2023;05:00;06:00;334;383;0;159;0;0
08.01.2023;06:00;07:00;344;397;0;159;0;0
08.01.2023;07:00;08:00;331;391;0;160;0;0
08.01.2023;08:00;09:00;332;382;0;156;0;0
08.01.2023;09:00;10:00;373;384;0;155;0;0
08.01.2023;10:00;11:00;450;421;0;144;0;0
08.01.2023;11:00;12:00;449;434;0;224;0;0
08.01.2023;12:00;13:00;428;419;0;351;0;0
08.01.2023;13:00;14:00;401;411;0;363;0;0
08.01.2023;14:00;15:00;459;429;0;433;0;0
08.01.2023;15:00;16:00;460;426;0;438;0;0
08.01.2023;16:00;17:00;486;462;0;437;0;0
08.01.2023;17:00;18:00;493;470;0;438;0;0
08.01.2023;18:00;19:00;490;468;0;438;0;0
08.01.2023;19:00;20:00;490;470;0;440;0;0
08.01.2023;20:00;21:00;457;429;0;436;0;0
08.01.2023;21:00;22:00;460;432;0;437;0;0
08.01.2023;22:00;23:00;459;430;0;438;0;0
08.01.2023;23:00;00:00;411;421;0;429;0;0
09.01.2023;00:00;01:00;322;371;0;416;40;0
09.01.2023;01:00;02:00;297;348;0;372;83;0
09.01.2023;02:00;03:00;300;305;0;375;150;0
09.01.2023;03:00;04:00;310;288;0;389;166;0
09.01.2023;04:00;05:00;329;281;0;411;171;0
09.01.2023;05:00;06:00;332;281;0;406;173;0
09.01.2023;06:00;07:00;423;398;0;418;173;0
09.01.2023;07:00;08:00;482;447;0;439;171;0
09.01.2023;08:00;09:00;488;442;0;440;165;0
09.01.2023;09:00;10:00;490;447;0;434;157;0
09.01.2023;10:00;11:00;488;449;0;431;152;0
09.01.2023;11:00;12:00;487;447;0;439;302;0
09.01.2023;12:00;13:00;491;448;0;438;415;0
09.01.2023;13:00;14:00;492;450;0;439;447;0
09.01.2023;14:00;15:00;494;462;0;439;453;0
09.01.2023;15:00;16:00;492;444;0;441;455;0
09.01.2023;16:00;17:00;474;439;0;438;458;0
09.01.2023;17:00;18:00;492;446;0;439;456;0
09.01.2023;18:00;19:00;488;441;0;438;455;0
09.01.2023;19:00;20:00;488;446;0;438;456;0
09.01.2023;20:00;21:00;491;453;0;439;457;0
09.01.2023;21:00;22:00;491;455;0;440;457;0
09.01.2023;22:00;23:00;470;446;0;440;459;0
09.01.2023;23:00;00:00;467;452;0;437;457;0
10.01.2023;00:00;01:00;464;438;0;439;457;0
10.01.2023;01:00;02:00;472;441;0;434;458;0
10.01.2023;02:00;03:00;442;436;0;434;459;0
10.01.2023;03:00;04:00;442;436;0;436;460;0
10.01.2023;04:00;05:00;472;442;0;439;459;0
10.01.2023;05:00;06:00;482;472;0;438;459;0
10.01.2023;06:00;07:00;489;467;0;437;460;0
10.01.2023;07:00;08:00;490;466;0;441;457;0
10.01.2023;08:00;09:00;486;455;0;437;459;0
10.01.2023;09:00;10:00;478;456;0;437;458;0
10.01.2023;10:00;11:00;466;456;0;438;458;0
10.01.2023;11:00;12:00;484;456;0;437;458;0
10.01.2023;12:00;13:00;486;455;0;441;458;0
10.01.2023;13:00;14:00;483;458;0;434;460;0
10.01.2023;14:00;15:00;488;455;0;439;462;0
10.01.2023;15:00;16:00;482;447;0;436;461;0
10.01.2023;16:00;17:00;474;438;0;437;461;0
10.01.2023;17:00;18:00;487;453;0;438;459;0
10.01.2023;18:00;19:00;475;433;0;439;461;0
10.01.2023;19:00;20:00;481;440;0;438;459;0
10.01.2023;20:00;21:00;481;443;0;439;451;0
10.01.2023;21:00;22:00;321;425;0;363;318;0
