Datum;Anfang;Ende;Generation_DE D [MW] Originalauflösungen;Generation_DE C [MW] Originalauflösungen;Generation_DE B [MW] Originalauflösungen;Generation_DE A [MW] Originalauflösungen;Generation_DE Niederaußem E [MW] Originalauflösungen;Generation_DE Niederaußem F [MW] Originalauflösungen;Generation_DE Niederaußem G [MW] Originalauflösungen;Generation_DE Niederaußem H [MW] Originalauflösungen;Generation_DE Niederaußem K [MW] Originalauflösungen
03.01.2023;13:00;14:00;-;-;-;-;149;277;636;558;0
03.01.2023;14:00;15:00;-;-;-;-;149;276;633;572;0
03.01.2023;15:00;16:00;-;-;-;-;150;276;643;547;0
03.01.2023;16:00;17:00;-;-;-;-;155;276;645;609;0
03.01.2023;17:00;18:00;-;-;-;-;155;277;644;610;0
03.01.2023;18:00;19:00;-;-;-;-;154;276;643;610;0
03.01.2023;19:00;20:00;-;-;-;-;154;276;643;615;0
03.01.2023;20:00;21:00;-;-;-;-;155;277;643;615;0
03.01.2023;21:00;22:00;-;-;-;-;152;274;645;620;0
03.01.2023;22:00;23:00;-;-;-;-;155;200;636;624;0
03.01.2023;23:00;00:00;-;-;-;-;152;149;395;461;0
04.01.2023;00:00;01:00;-;-;-;-;149;149;318;107;0
04.01.2023;01:00;02:00;-;-;-;-;148;149;321;0;0
04.01.2023;02:00;03:00;-;-;-;-;146;150;323;0;0
04.01.2023;03:00;04:00;-;-;-;-;147;152;325;0;0
04.01.2023;04:00;05:00;-;-;-;-;149;151;322;0;0
04.01.2023;05:00;06:00;-;-;-;-;149;151;324;0;0
04.01.2023;06:00;07:00;-;-;-;-;147;151;320;0;0
04.01.2023;07:00;08:00;-;-;-;-;145;151;324;0;0
04.01.2023;08:00;09:00;-;-;-;-;143;149;321;0;0
04.01.2023;09:00;10:00;-;-;-;-;146;150;323;0;0
04.01.2023;10:00;11:00;-;-;-;-;146;148;324;0;0
04.01.2023;11:00;12:00;-;-;-;-;147;150;322;0;0
04.01.2023;12:00;13:00;-;-;-;-;148;150;324;0;0
04.01.2023;13:00;14:00;-;-;-;-;141;150;324;0;0
04.01.2023;14:00;15:00;-;-;-;-;143;151;326;0;0
04.01.2023;15:00;16:00;-;-;-;-;148;152;324;0;0
04.01.2023;16:00;17:00;-;-;-;-;147;150;325;0;0
04.01.2023;17:00;18:00;-;-;-;-;149;150;322;0;0
04.01.2023;18:00;19:00;-;-;-;-;148;149;322;0;0
04.01.2023;19:00;20:00;-;-;-;-;149;150;321;0;0
04.01.2023;20:00;21:00;-;-;-;-;148;150;326;0;0
04.01.2023;21:00;22:00;-;-;-;-;148;150;332;0;0
04.01.2023;22:00;23:00;-;-;-;-;149;150;328;0;0
04.01.2023;23:00;00:00;-;-;-;-;149;150;336;0;0
05.01.2023;00:00;01:00;-;-;-;-;149;150;335;0;0
05.01.2023;01:00;02:00;-;-;-;-;149;151;331;0;0
05.01.2023;02:00;03:00;-;-;-;-;148;150;331;0;0
05.01.2023;03:00;04:00;-;-;-;-;150;151;339;0;0
05.01.2023;04:00;05:00;-;-;-;-;168;172;351;0;0
05.01.2023;05:00;06:00;-;-;-;-;168;175;361;0;0
05.01.2023;06:00;07:00;-;-;-;-;168;174;574;0;0
05.01.2023;07:00;08:00;-;-;-;-;167;173;626;0;57
05.01.2023;08:00;09:00;-;-;-;-;202;200;628;0;431
05.01.2023;09:00;10:00;-;-;-;-;237;223;631;0;495
05.01.2023;10:00;11:00;-;-;-;-;255;255;632;0;747
05.01.2023;11:00;12:00;-;-;-;-;274;273;630;0;915
05.01.2023;12:00;13:00;-;-;-;-;274;272;626;0;926
05.01.2023;13:00;14:00;-;-;-;-;274;272;622;0;923
05.01.2023;14:00;15:00;-;-;-;-;272;271;556;0;923
05.01.2023;15:00;16:00;-;-;-;-;272;274;600;0;931
05.01.2023;16:00;17:00;-;-;-;-;271;277;630;0;937
05.01.2023;17:00;18:00;-;-;-;-;272;277;628;0;938
05.01.2023;18:00;19:00;-;-;-;-;271;276;630;0;937
05.01.2023;19:00;20:00;-;-;-;-;271;277;631;0;942
05.01.2023;20:00;21:00;-;-;-;-;270;278;633;0;941
05.01.2023;21:00;22:00;-;-;-;-;271;278;632;0;933
05.01.2023;22:00;23:00;-;-;-;-;271;278;630;0;920
05.01.2023;23:00;00:00;-;-;-;-;271;277;619;0;927
06.01.2023;00:00;01:00;-;-;-;-;271;277;620;0;920
06.01.2023;01:00;02:00;-;-;-;-;272;278;622;0;916
06.01.2023;02:00;03:00;-;-;-;-;271;278;621;0;918
06.01.2023;03:00;04:00;-;-;-;-;271;278;597;0;914
06.01.2023;04:00;05:00;-;-;-;-;271;278;551;0;913
06.01.2023;05:00;06:00;-;-;-;-;271;278;618;0;913
06.01.2023;06:00;07:00;-;-;-;-;271;277;622;0;915
06.01.2023;07:00;08:00;-;-;-;-;270;278;618;0;914
06.01.2023;08:00;09:00;-;-;-;-;271;277;621;0;934
06.01.2023;09:00;10:00;-;-;-;-;270;277;624;0;937
06.01.2023;10:00;11:00;-;-;-;-;271;277;627;0;936
06.01.2023;11:00;12:00;-;-;-;-;272;275;628;0;935
06.01.2023;12:00;13:00;-;-;-;-;271;262;625;0;935
06.01.2023;13:00;14:00;-;-;-;-;271;246;623;0;914
06.01.2023;14:00;15:00;-;-;-;-;270;244;626;0;914
06.01.2023;15:00;16:00;-;-;-;-;271;244;634;0;915
06.01.2023;16:00;17:00;-;-;-;-;272;249;637;0;935
06.01.2023;17:00;18:00;-;-;-;-;270;241;635;0;932
06.01.2023;18:00;19:00;-;-;-;-;271;239;637;0;933
06.01.2023;19:00;20:00;-;-;-;-;271;236;637;0;935
06.01.2023;20:00;21:00;-;-;-;-;271;236;636;0;931
06.01.2023;21:00;22:00;-;-;-;-;272;237;634;0;622
06.01.2023;22:00;23:00;-;-;-;-;248;217;633;0;459
06.01.2023;23:00;00:00;-;-;-;-;160;156;584;0;461
07.01.2023;00:00;01:00;-;-;-;-;151;150;419;0;464
07.01.2023;01:00;02:00;-;-;-;-;151;151;414;0;464
07.01.2023;02:00;03:00;-;-;-;-;151;150;416;0;462
07.01.2023;03:00;04:00;-;-;-;-;150;151;414;0;462
07.01.2023;04:00;05:00;-;-;-;-;152;150;415;0;463
07.01.2023;05:00;06:00;-;-;-;-;152;150;416;0;459
07.01.2023;06:00;07:00;-;-;-;-;151;150;327;0;451
07.01.2023;07:00;08:00;-;-;-;-;152;150;0;0;453
07.01.2023;08:00;09:00;-;-;-;-;184;188;0;0;453
07.01.2023;09:00;10:00;-;-;-;-;264;233;0;0;448
07.01.2023;10:00;11:00;-;-;-;-;272;230;0;0;435
07.01.2023;11:00;12:00;-;-;-;-;214;175;0;0;436
07.01.2023;12:00;13:00;-;-;-;-;151;149;0;0;436
07.01.2023;13:00;14:00;-;-;-;-;151;150;0;0;436
07.01.2023;14:00;15:00;-;-;-;-;152;150;0;0;434
07.01.2023;15:00;16:00;-;-;-;-;151;150;0;0;434
07.01.2023;16:00;17:00;-;-;-;-;163;157;0;0;704
07.01.2023;17:00;18:00;-;-;-;-;204;193;0;0;831
07.01.2023;18:00;19:00;-;-;-;-;177;174;0;0;906
07.01.2023;19:00;20:00;-;-;-;-;151;155;0;0;909
07.01.2023;20:00;21:00;-;-;-;-;151;155;0;0;688
07.01.2023;21:00;22:00;-;-;-;-;152;153;0;0;427
07.01.2023;22:00;23:00;-;-;-;-;151;149;0;0;430
07.01.2023;23:00;00:00;-;-;-;-;151;149;0;0;430
08.01.2023;00:00;01:00;-;-;-;-;151;150;0;0;428
08.01.2023;01:00;02:00;-;-;-;-;150;149;0;0;429
08.01.2023;02:00;03:00;-;-;-;-;151;150;0;0;427
08.01.2023;03:00;04:00;-;-;-;-;152;149;0;0;430
08.01.2023;04:00;05:00;-;-;-;-;151;150;0;0;428
08.01.2023;05:00;06:00;-;-;-;-;150;150;0;0;429
08.01.2023;06:00;07:00;-;-;-;-;151;149;0;0;427
08.01.2023;07:00;08:00;-;-;-;-;151;150;0;0;430
08.01.2023;08:00;09:00;-;-;-;-;152;150;0;0;479
08.01.2023;09:00;10:00;-;-;-;-;150;149;0;0;773
08.01.2023;10:00;11:00;-;-;-;-;163;162;0;0;913
08.01.2023;11:00;12:00;-;-;-;-;252;225;0;0;909
08.01.2023;12:00;13:00;-;-;-;-;265;236;0;0;907
08.01.2023;13:00;14:00;-;-;-;-;271;240;0;0;906
08.01.2023;14:00;15:00;-;-;-;-;271;239;0;0;906
08.01.2023;15:00;16:00;-;-;-;-;270;240;0;0;908
08.01.2023;16:00;17:00;-;-;-;-;267;239;0;0;926
08.01.2023;17:00;18:00;-;-;-;-;272;240;0;0;929
08.01.2023;18:00;19:00;-;-;-;-;273;240;0;0;927
08.01.2023;19:00;20:00;-;-;-;-;272;239;0;0;930
08.01.2023;20:00;21:00;-;-;-;-;272;240;0;0;907
08.01.2023;21:00;22:00;-;-;-;-;272;241;0;0;908
08.01.2023;22:00;23:00;-;-;-;-;273;239;0;0;905
08.01.2023;23:00;00:00;-;-;-;-;272;239;0;0;906
09.01.2023;00:00;01:00;-;-;-;-;249;219;0;0;883
09.01.2023;01:00;02:00;-;-;-;-;161;154;0;0;622
09.01.2023;02:00;03:00;-;-;-;-;150;150;0;0;498
09.01.2023;03:00;04:00;-;-;-;-;149;150;99;0;508
09.01.2023;04:00;05:00;-;-;-;-;150;151;357;0;502
09.01.2023;05:00;06:00;-;-;-;-;149;151;382;0;751
09.01.2023;06:00;07:00;-;-;-;-;168;165;513;0;810
09.01.2023;07:00;08:00;-;-;-;-;251;231;590;8;813
09.01.2023;08:00;09:00;-;-;-;-;270;240;606;13;814
09.01.2023;09:00;10:00;-;-;-;-;271;242;620;265;817
09.01.2023;10:00;11:00;-;-;-;-;271;242;546;425;888
09.01.2023;11:00;12:00;-;-;-;-;272;271;515;618;922
09.01.2023;12:00;13:00;-;-;-;-;271;277;580;638;905
09.01.2023;13:00;14:00;-;-;-;-;272;276;626;639;903
09.01.2023;14:00;15:00;-;-;-;-;272;277;643;600;906
09.01.2023;15:00;16:00;-;-;-;-;270;277;644;595;925
09.01.2023;16:00;17:00;-;-;-;-;272;277;646;619;928
09.01.2023;17:00;18:00;-;-;-;-;271;277;643;627;929
09.01.2023;18:00;19:00;-;-;-;-;272;277;636;626;936
09.01.2023;19:00;20:00;-;-;-;-;268;276;636;626;936
09.01.2023;20:00;21:00;-;-;-;-;264;276;639;631;938
09.01.2023;21:00;22:00;-;-;-;-;271;277;636;630;935
09.01.2023;22:00;23:00;-;-;-;-;271;276;628;629;937
09.01.2023;23:00;00:00;-;-;-;-;272;277;623;627;916
10.01.2023;00:00;01:00;-;-;-;-;272;277;527;533;916
10.01.2023;01:00;02:00;-;-;-;-;272;277;470;475;917
10.01.2023;02:00;03:00;-;-;-;-;272;274;445;450;916
10.01.2023;03:00;04:00;-;-;-;-;272;267;447;452;915
10.01.2023;04:00;05:00;-;-;-;-;272;267;449;470;919
10.01.2023;05:00;06:00;-;-;-;-;272;267;531;520;936
10.01.2023;06:00;07:00;-;-;-;-;274;267;633;638;936
10.01.2023;07:00;08:00;-;-;-;-;275;276;636;628;939
10.01.2023;08:00;09:00;-;-;-;-;275;278;636;643;937
10.01.2023;09:00;10:00;-;-;-;-;276;278;636;643;937
10.01.2023;10:00;11:00;-;-;-;-;276;278;636;640;937
10.01.2023;11:00;12:00;-;-;-;-;275;279;634;638;936
10.01.2023;12:00;13:00;-;-;-;-;276;280;627;631;917
10.01.2023;13:00;14:00;-;-;-;-;272;278;626;632;918
10.01.2023;14:00;15:00;-;-;-;-;261;277;629;632;919
10.01.2023;15:00;16:00;-;-;-;-;263;276;638;643;935
10.01.2023;16:00;17:00;-;-;-;-;267;276;636;641;938
10.01.2023;17:00;18:00;-;-;-;-;267;267;635;640;940
10.01.2023;18:00;19:00;-;-;-;-;269;277;635;629;939
10.01.2023;19:00;20:00;-;-;-;-;261;276;622;514;937
10.01.2023;20:00;21:00;-;-;-;-;195;230;525;393;917
10.01.2023;21:00;22:00;-;-;-;-;151;151;460;37;907
10.01.2023;22:00;23:00;-;-;-;-;151;151;307;0;908
10.01.2023;23:00;00:00;-;-;-;-;150;150;280;0;729
11.01.2023;00:00;01:00;-;-;-;-;151;150;281;0;447
11.01.2023;01:00;02:00;-;-;-;-;151;150;281;0;369
11.01.2023;02:00;03:00;-;-;-;-;152;150;280;0;376
11.01.2023;03:00;04:00;-;-;-;-;151;150;282;0;374
11.01.2023;04:00;05:00;-;-;-;-;151;150;283;0;376
11.01.2023;05:00;06:00;-;-;-;-;150;127;280;0;375
11.01.2023;06:00;07:00;-;-;-;-;148;0;340;0;481
11.01.2023;07:00;08:00;-;-;-;-;216;0;577;0;875
11.01.2023;08:00;09:00;-;-;-;-;265;0;635;0;924
11.01.2023;09:00;10:00;-;-;-;-;270;0;636;0;926
11.01.2023;10:00;11:00;-;-;-;-;271;0;635;0;927
11.01.2023;11:00;12:00;-;-;-;-;269;0;631;0;924
11.01.2023;12:00;13:00;-;-;-;-;268;0;622;0;904
11.01.2023;13:00;14:00;-;-;-;-;270;0;625;0;905
11.01.2023;14:00;15:00;-;-;-;-;269;0;624;0;906
11.01.2023;15:00;16:00;-;-;-;-;269;0;624;0;925
11.01.2023;16:00;17:00;-;-;-;-;269;0;626;0;927
11.01.2023;17:00;18:00;-;-;-;-;270;0;640;0;927
11.01.2023;18:00;19:00;-;-;-;-;240;0;639;0;929
11.01.2023;19:00;20:00;-;-;-;-;154;0;634;0;926
11.01.2023;20:00;21:00;-;-;-;-;150;0;625;0;918
11.01.2023;21:00;22:00;-;-;-;-;63;0;424;0;903
11.01.2023;22:00;23:00;-;-;-;-;0;0;307;0;848
11.01.2023;23:00;00:00;-;-;-;-;0;0;312;0;490
12.01.2023;00:00;01:00;-;-;-;-;0;0;312;0;365
12.01.2023;01:00;02:00;-;-;-;-;0;0;305;0;368
12.01.2023;02:00;03:00;-;-;-;-;0;0;316;0;369
12.01.2023;03:00;04:00;-;-;-;-;0;0;312;0;367
12.01.2023;04:00;05:00;-;-;-;-;0;0;312;0;368
12.01.2023;05:00;06:00;-;-;-;-;0;0;310;0;368
12.01.2023;06:00;07:00;-;-;-;-;0;0;319;0;496
12.01.2023;07:00;08:00;-;-;-;-;0;0;310;0;870
12.01.2023;08:00;09:00;-;-;-;-;0;0;312;0;906
12.01.2023;09:00;10:00;-;-;-;-;0;0;309;0;907
12.01.2023;10:00;11:00;-;-;-;-;0;0;309;0;904
12.01.2023;11:00;12:00;-;-;-;-;0;0;312;0;905
12.01.2023;12:00;13:00;-;-;-;-;0;0;313;0;905
12.01.2023;13:00;14:00;-;-;-;-;0;0;311;0;904
12.01.2023;14:00;15:00;-;-;-;-;0;0;350;0;833
12.01.2023;15:00;16:00;-;-;-;-;0;0;598;0;387
12.01.2023;16:00;17:00;-;-;-;-;0;0;621;0;0
12.01.2023;17:00;18:00;-;-;-;-;0;0;614;0;0
12.01.2023;18:00;19:00;-;-;-;-;0;0;614;0;0
12.01.2023;19:00;20:00;-;-;-;-;0;0;616;0;0
12.01.2023;20:00;21:00;-;-;-;-;0;0;530;0;0
12.01.2023;21:00;22:00;-;-;-;-;0;0;461;0;0
12.01.2023;22:00;23:00;-;-;-;-;0;0;497;0;0
12.01.2023;23:00;00:00;-;-;-;-;0;0;504;0;0
13.01.2023;00:00;01:00;-;-;-;-;0;0;503;0;0
13.01.2023;01:00;02:00;-;-;-;-;0;0;499;0;0
13.01.2023;02:00;03:00;-;-;-;-;0;0;500;0;0
13.01.2023;03:00;04:00;-;-;-;-;0;0;501;0;0
13.01.2023;04:00;05:00;-;-;-;-;0;0;501;0;0
13.01.2023;05:00;06:00;-;-;-;-;0;0;500;0;0
13.01.2023;06:00;07:00;-;-;-;-;0;0;509;0;0
13.01.2023;07:00;08:00;-;-;-;-;0;79;526;0;0
13.01.2023;08:00;09:00;-;-;-;-;0;135;590;0;0
13.01.2023;09:00;10:00;-;-;-;-;0;144;544;0;0
13.01.2023;10:00;11:00;-;-;-;-;0;148;593;0;0
13.01.2023;11:00;12:00;-;-;-;-;0;146;590;0;0
13.01.2023;12:00;13:00;-;-;-;-;0;147;505;0;0
13.01.2023;13:00;14:00;-;-;-;-;0;147;502;0;0
13.01.2023;14:00;15:00;-;-;-;-;0;147;504;0;0
13.01.2023;15:00;16:00;-;-;-;-;0;152;607;0;0
13.01.2023;16:00;17:00;-;-;-;-;0;157;613;0;0
13.01.2023;17:00;18:00;-;-;-;-;0;152;619;0;0
13.01.2023;18:00;19:00;-;-;-;-;0;146;618;0;0
13.01.2023;19:00;20:00;-;-;-;-;0;146;616;0;0
13.01.2023;20:00;21:00;-;-;-;-;0;145;616;0;0
13.01.2023;21:00;22:00;-;-;-;-;0;146;616;0;0
13.01.2023;22:00;23:00;-;-;-;-;0;144;591;0;0
13.01.2023;23:00;00:00;-;-;-;-;0;147;374;0;0
14.01.2023;00:00;01:00;-;-;-;-;0;148;357;0;0
14.01.2023;01:00;02:00;-;-;-;-;0;148;362;0;0
14.01.2023;02:00;03:00;-;-;-;-;0;147;358;0;0
14.01.2023;03:00;04:00;-;-;-;-;0;148;360;0;0
14.01.2023;04:00;05:00;-;-;-;-;0;147;361;0;0
14.01.2023;05:00;06:00;-;-;-;-;0;146;363;0;0
14.01.2023;06:00;07:00;-;-;-;-;0;148;363;0;0
14.01.2023;07:00;08:00;-;-;-;-;0;147;362;0;0
14.01.2023;08:00;09:00;-;-;-;-;0;148;360;0;0
14.01.2023;09:00;10:00;-;-;-;-;0;148;359;0;0
14.01.2023;10:00;11:00;-;-;-;-;0;148;362;0;0
14.01.2023;11:00;12:00;-;-;-;-;0;148;358;0;0
14.01.2023;12:00;13:00;-;-;-;-;0;148;358;0;0
14.01.2023;13:00;14:00;-;-;-;-;0;148;364;0;0
14.01.2023;14:00;15:00;-;-;-;-;0;147;519;0;0
14.01.2023;15:00;16:00;-;-;-;-;0;148;600;0;0
14.01.2023;16:00;17:00;-;-;-;-;0;147;599;0;0
14.01.2023;17:00;18:00;-;-;-;-;0;147;600;0;0
14.01.2023;18:00;19:00;-;-;-;-;0;148;599;0;0
14.01.2023;19:00;20:00;-;-;-;-;0;147;600;0;0
14.01.2023;20:00;21:00;-;-;-;-;0;148;602;0;0
14.01.2023;21:00;22:00;-;-;-;-;0;147;600;0;0
14.01.2023;22:00;23:00;-;-;-;-;0;148;602;0;0
14.01.2023;23:00;00:00;-;-;-;-;0;148;598;0;0
15.01.2023;00:00;01:00;-;-;-;-;0;148;418;0;0
15.01.2023;01:00;02:00;-;-;-;-;0;148;357;0;0
15.01.2023;02:00;03:00;-;-;-;-;0;147;363;0;0
15.01.2023;03:00;04:00;-;-;-;-;0;147;363;0;0
15.01.2023;04:00;05:00;-;-;-;-;0;148;362;0;0
15.01.2023;05:00;06:00;-;-;-;-;0;148;360;0;0
15.01.2023;06:00;07:00;-;-;-;-;0;147;462;0;0
15.01.2023;07:00;08:00;-;-;-;-;0;148;563;0;0
15.01.2023;08:00;09:00;-;-;-;-;0;147;561;0;0
15.01.2023;09:00;10:00;-;-;-;-;0;147;558;0;0
15.01.2023;10:00;11:00;-;-;-;-;0;147;429;0;0
15.01.2023;11:00;12:00;-;-;-;-;0;146;362;0;0
15.01.2023;12:00;13:00;-;-;-;-;0;146;363;0;0
15.01.2023;13:00;14:00;-;-;-;-;0;146;358;0;0
15.01.2023;14:00;15:00;-;-;-;-;0;146;358;0;0
15.01.2023;15:00;16:00;-;-;-;-;0;146;360;0;0
15.01.2023;16:00;17:00;-;-;-;-;0;147;363;0;0
15.01.2023;17:00;18:00;-;-;-;-;0;147;365;0;0
15.01.2023;18:00;19:00;-;-;-;-;0;148;397;0;0
15.01.2023;19:00;20:00;-;-;-;-;0;149;430;0;0
15.01.2023;20:00;21:00;-;-;-;-;0;150;439;0;0
15.01.2023;21:00;22:00;-;-;-;-;0;151;464;0;0
15.01.2023;22:00;23:00;-;-;-;-;0;153;461;0;0
15.01.2023;23:00;00:00;-;-;-;-;0;150;503;0;0
16.01.2023;00:00;01:00;-;-;-;-;0;150;500;0;0
16.01.2023;01:00;02:00;-;-;-;-;0;151;500;0;0
16.01.2023;02:00;03:00;-;-;-;-;0;151;501;0;125
16.01.2023;03:00;04:00;-;-;-;-;0;153;501;0;474
16.01.2023;04:00;05:00;-;-;-;-;0;152;515;0;610
16.01.2023;05:00;06:00;-;-;-;-;0;181;619;77;801
16.01.2023;06:00;07:00;-;-;-;-;43;236;618;250;892
16.01.2023;07:00;08:00;-;-;-;-;120;228;618;318;931
16.01.2023;08:00;09:00;-;-;-;-;197;231;618;317;932
16.01.2023;09:00;10:00;-;-;-;-;267;230;619;316;932
16.01.2023;10:00;11:00;-;-;-;-;275;239;623;334;930
16.01.2023;11:00;12:00;-;-;-;-;274;250;618;380;932
16.01.2023;12:00;13:00;-;-;-;-;273;254;619;615;924
16.01.2023;13:00;14:00;-;-;-;-;274;252;617;134;910
16.01.2023;14:00;15:00;-;-;-;-;274;250;622;0;911
16.01.2023;15:00;16:00;-;-;-;-;270;250;625;0;912
16.01.2023;16:00;17:00;-;-;-;-;269;254;618;0;933
16.01.2023;17:00;18:00;-;-;-;-;269;255;622;0;934
16.01.2023;18:00;19:00;-;-;-;-;269;254;620;0;932
16.01.2023;19:00;20:00;-;-;-;-;269;254;615;0;932
16.01.2023;20:00;21:00;-;-;-;-;269;254;509;0;931
16.01.2023;21:00;22:00;-;-;-;-;269;253;346;0;934
16.01.2023;22:00;23:00;-;-;-;-;269;254;318;0;924
16.01.2023;23:00;00:00;-;-;-;-;270;255;322;0;911
17.01.2023;00:00;01:00;-;-;-;-;269;257;547;0;912
17.01.2023;01:00;02:00;-;-;-;-;268;250;619;0;912
17.01.2023;02:00;03:00;-;-;-;-;270;250;620;0;912
17.01.2023;03:00;04:00;-;-;-;-;269;249;618;0;913
17.01.2023;04:00;05:00;-;-;-;-;270;250;620;0;911
17.01.2023;05:00;06:00;-;-;-;-;269;249;620;0;915
17.01.2023;06:00;07:00;-;-;-;-;269;250;621;0;932
17.01.2023;07:00;08:00;-;-;-;-;270;250;616;0;929
17.01.2023;08:00;09:00;-;-;-;-;268;250;619;0;933
17.01.2023;09:00;10:00;-;-;-;-;269;250;622;0;933
17.01.2023;10:00;11:00;-;-;-;-;269;250;620;0;931
17.01.2023;11:00;12:00;-;-;-;-;269;248;616;0;933
17.01.2023;12:00;13:00;-;-;-;-;269;249;619;0;912
17.01.2023;13:00;14:00;-;-;-;-;269;249;615;0;911
17.01.2023;14:00;15:00;-;-;-;-;269;249;619;0;914
17.01.2023;15:00;16:00;-;-;-;-;268;250;618;0;933
17.01.2023;16:00;17:00;-;-;-;-;270;249;618;0;935
17.01.2023;17:00;18:00;-;-;-;-;268;249;619;0;933
17.01.2023;18:00;19:00;-;-;-;-;269;249;629;0;935
17.01.2023;19:00;20:00;-;-;-;-;268;249;628;0;931
17.01.2023;20:00;21:00;-;-;-;-;269;249;630;0;929
17.01.2023;21:00;22:00;-;-;-;-;269;249;630;0;911
17.01.2023;22:00;23:00;-;-;-;-;269;251;618;0;912
17.01.2023;23:00;00:00;-;-;-;-;269;251;621;0;911
18.01.2023;00:00;01:00;-;-;-;-;269;251;618;0;912
18.01.2023;01:00;02:00;-;-;-;-;269;251;615;0;912
