Datum;Anfang;Ende;Generation_DE  [MW] Originalauflösungen;Generation_DE  [MW] Originalauflösungen
31.01.2023;11:00;12:00;0;0
31.01.2023;12:00;13:00;94;138
31.01.2023;13:00;14:00;94;100
31.01.2023;14:00;15:00;92;60
31.01.2023;15:00;16:00;116;89
31.01.2023;16:00;17:00;21;3
31.01.2023;17:00;18:00;62;0
31.01.2023;18:00;19:00;0;0
31.01.2023;19:00;20:00;0;15
31.01.2023;20:00;21:00;80;124
31.01.2023;21:00;22:00;76;117
31.01.2023;22:00;23:00;0;39
31.01.2023;23:00;00:00;0;0
01.02.2023;00:00;01:00;0;0
01.02.2023;01:00;02:00;0;0
01.02.2023;02:00;03:00;0;0
01.02.2023;03:00;04:00;0;0
01.02.2023;04:00;05:00;0;0
01.02.2023;05:00;06:00;0;0
01.02.2023;06:00;07:00;0;0
01.02.2023;07:00;08:00;0;79
01.02.2023;08:00;09:00;0;124
01.02.2023;09:00;10:00;30;105
01.02.2023;10:00;11:00;0;103
01.02.2023;11:00;12:00;0;81
01.02.2023;12:00;13:00;0;95
01.02.2023;13:00;14:00;36;2
01.02.2023;14:00;15:00;166;0
01.02.2023;15:00;16:00;37;0
01.02.2023;16:00;17:00;19;0
01.02.2023;17:00;18:00;96;27
01.02.2023;18:00;19:00;19;14
01.02.2023;19:00;20:00;0;0
01.02.2023;20:00;21:00;0;0
01.02.2023;21:00;22:00;71;88
01.02.2023;22:00;23:00;70;84
01.02.2023;23:00;00:00;65;51
02.02.2023;00:00;01:00;0;0
02.02.2023;01:00;02:00;0;48
02.02.2023;02:00;03:00;0;0
02.02.2023;03:00;04:00;0;0
02.02.2023;04:00;05:00;0;0
02.02.2023;05:00;06:00;0;0
02.02.2023;06:00;07:00;0;24
02.02.2023;07:00;08:00;78;129
02.02.2023;08:00;09:00;102;112
02.02.2023;09:00;10:00;0;1
02.02.2023;10:00;11:00;0;0
02.02.2023;11:00;12:00;0;0
02.02.2023;12:00;13:00;0;0
02.02.2023;13:00;14:00;0;0
02.02.2023;14:00;15:00;0;0
02.02.2023;15:00;16:00;0;34
02.02.2023;16:00;17:00;0;129
02.02.2023;17:00;18:00;0;115
02.02.2023;18:00;19:00;0;69
02.02.2023;19:00;20:00;0;30
02.02.2023;20:00;21:00;0;52
02.02.2023;21:00;22:00;52;24
02.02.2023;22:00;23:00;0;0
02.02.2023;23:00;00:00;0;0
03.02.2023;00:00;01:00;0;0
03.02.2023;01:00;02:00;0;0
03.02.2023;02:00;03:00;0;0
03.02.2023;03:00;04:00;0;0
03.02.2023;04:00;05:00;0;0
03.02.2023;05:00;06:00;0;0
03.02.2023;06:00;07:00;52;60
03.02.2023;07:00;08:00;0;51
03.02.2023;08:00;09:00;0;2
03.02.2023;09:00;10:00;1;0
03.02.2023;10:00;11:00;2;0
03.02.2023;11:00;12:00;0;0
03.02.2023;12:00;13:00;1;0
03.02.2023;13:00;14:00;0;32
03.02.2023;14:00;15:00;60;106
03.02.2023;15:00;16:00;1;55
03.02.2023;16:00;17:00;59;135
03.02.2023;17:00;18:00;100;109
03.02.2023;18:00;19:00;71;78
03.02.2023;19:00;20:00;9;81
03.02.2023;20:00;21:00;0;0
03.02.2023;21:00;22:00;0;72
03.02.2023;22:00;23:00;0;16
03.02.2023;23:00;00:00;0;0
04.02.2023;00:00;01:00;0;0
04.02.2023;01:00;02:00;0;0
04.02.2023;02:00;03:00;0;0
04.02.2023;03:00;04:00;0;0
04.02.2023;04:00;05:00;0;0
04.02.2023;05:00;06:00;0;0
04.02.2023;06:00;07:00;0;0
04.02.2023;07:00;08:00;0;0
04.02.2023;08:00;09:00;0;0
04.02.2023;09:00;10:00;0;0
04.02.2023;10:00;11:00;0;0
04.02.2023;11:00;12:00;0;0
04.02.2023;12:00;13:00;0;0
04.02.2023;13:00;14:00;0;0
04.02.2023;14:00;15:00;5;0
04.02.2023;15:00;16:00;20;0
04.02.2023;16:00;17:00;1;69
04.02.2023;17:00;18:00;96;135
04.02.2023;18:00;19:00;145;145
04.02.2023;19:00;20:00;134;134
04.02.2023;20:00;21:00;119;119
04.02.2023;21:00;22:00;89;44
04.02.2023;22:00;23:00;91;48
04.02.2023;23:00;00:00;36;0
05.02.2023;00:00;01:00;0;0
05.02.2023;01:00;02:00;0;0
05.02.2023;02:00;03:00;0;0
05.02.2023;03:00;04:00;0;0
05.02.2023;04:00;05:00;0;0
05.02.2023;05:00;06:00;0;0
05.02.2023;06:00;07:00;0;0
05.02.2023;07:00;08:00;0;0
05.02.2023;08:00;09:00;0;0
05.02.2023;09:00;10:00;0;0
05.02.2023;10:00;11:00;0;0
05.02.2023;11:00;12:00;0;0
05.02.2023;12:00;13:00;0;0
05.02.2023;13:00;14:00;0;0
05.02.2023;14:00;15:00;0;0
05.02.2023;15:00;16:00;0;0
05.02.2023;16:00;17:00;10;0
05.02.2023;17:00;18:00;19;0
05.02.2023;18:00;19:00;2;0
05.02.2023;19:00;20:00;33;30
05.02.2023;20:00;21:00;58;87
05.02.2023;21:00;22:00;14;18
05.02.2023;22:00;23:00;0;0
05.02.2023;23:00;00:00;18;34
06.02.2023;00:00;01:00;0;0
06.02.2023;01:00;02:00;59;0
06.02.2023;02:00;03:00;18;0
06.02.2023;03:00;04:00;0;0
06.02.2023;04:00;05:00;0;0
06.02.2023;05:00;06:00;0;0
06.02.2023;06:00;07:00;3;37
06.02.2023;07:00;08:00;79;1
06.02.2023;08:00;09:00;137;0
06.02.2023;09:00;10:00;32;0
06.02.2023;10:00;11:00;0;0
06.02.2023;11:00;12:00;0;0
06.02.2023;12:00;13:00;0;0
06.02.2023;13:00;14:00;0;0
06.02.2023;14:00;15:00;0;0
06.02.2023;15:00;16:00;1;0
06.02.2023;16:00;17:00;0;0
06.02.2023;17:00;18:00;100;89
06.02.2023;18:00;19:00;131;128
06.02.2023;19:00;20:00;119;113
06.02.2023;20:00;21:00;92;70
06.02.2023;21:00;22:00;104;0
06.02.2023;22:00;23:00;0;0
06.02.2023;23:00;00:00;0;0
07.02.2023;00:00;01:00;0;0
07.02.2023;01:00;02:00;0;0
07.02.2023;02:00;03:00;0;0
07.02.2023;03:00;04:00;0;0
07.02.2023;04:00;05:00;0;0
07.02.2023;05:00;06:00;0;0
07.02.2023;06:00;07:00;68;39
07.02.2023;07:00;08:00;55;115
07.02.2023;08:00;09:00;95;151
07.02.2023;09:00;10:00;78;61
07.02.2023;10:00;11:00;17;0
07.02.2023;11:00;12:00;0;0
07.02.2023;12:00;13:00;0;0
07.02.2023;13:00;14:00;0;0
07.02.2023;14:00;15:00;0;0
07.02.2023;15:00;16:00;0;69
07.02.2023;16:00;17:00;74;156
07.02.2023;17:00;18:00;118;160
07.02.2023;18:00;19:00;116;157
07.02.2023;19:00;20:00;99;175
07.02.2023;20:00;21:00;77;97
07.02.2023;21:00;22:00;0;0
07.02.2023;22:00;23:00;0;0
07.02.2023;23:00;00:00;0;0
08.02.2023;00:00;01:00;0;0
08.02.2023;01:00;02:00;0;0
08.02.2023;02:00;03:00;0;0
08.02.2023;03:00;04:00;0;0
08.02.2023;04:00;05:00;0;0
08.02.2023;05:00;06:00;0;0
08.02.2023;06:00;07:00;0;0
08.02.2023;07:00;08:00;0;0
08.02.2023;08:00;09:00;0;0
08.02.2023;09:00;10:00;0;0
08.02.2023;10:00;11:00;0;0
08.02.2023;11:00;12:00;0;0
08.02.2023;12:00;13:00;0;0
08.02.2023;13:00;14:00;0;0
08.02.2023;14:00;15:00;0;25
08.02.2023;15:00;16:00;65;55
08.02.2023;16:00;17:00;98;29
08.02.2023;17:00;18:00;137;65
08.02.2023;18:00;19:00;65;58
08.02.2023;19:00;20:00;91;128
08.02.2023;20:00;21:00;96;95
08.02.2023;21:00;22:00;0;0
08.02.2023;22:00;23:00;0;0
08.02.2023;23:00;00:00;0;0
09.02.2023;00:00;01:00;0;0
09.02.2023;01:00;02:00;0;0
09.02.2023;02:00;03:00;0;0
09.02.2023;03:00;04:00;0;0
09.02.2023;04:00;05:00;0;0
09.02.2023;05:00;06:00;50;26
09.02.2023;06:00;07:00;21;32
09.02.2023;07:00;08:00;98;82
09.02.2023;08:00;09:00;100;0
09.02.2023;09:00;10:00;30;0
09.02.2023;10:00;11:00;0;0
09.02.2023;11:00;12:00;0;0
09.02.2023;12:00;13:00;0;0
09.02.2023;13:00;14:00;0;0
09.02.2023;14:00;15:00;74;0
09.02.2023;15:00;16:00;150;14
09.02.2023;16:00;17:00;159;116
09.02.2023;17:00;18:00;142;141
09.02.2023;18:00;19:00;166;166
09.02.2023;19:00;20:00;112;112
09.02.2023;20:00;21:00;72;72
09.02.2023;21:00;22:00;51;51
09.02.2023;22:00;23:00;0;0
09.02.2023;23:00;00:00;0;0
10.02.2023;00:00;01:00;32;0
10.02.2023;01:00;02:00;0;0
10.02.2023;02:00;03:00;0;0
10.02.2023;03:00;04:00;0;0
10.02.2023;04:00;05:00;0;0
10.02.2023;05:00;06:00;0;0
10.02.2023;06:00;07:00;88;73
10.02.2023;07:00;08:00;132;89
10.02.2023;08:00;09:00;89;78
10.02.2023;09:00;10:00;1;0
10.02.2023;10:00;11:00;0;0
10.02.2023;11:00;12:00;0;0
10.02.2023;12:00;13:00;0;0
10.02.2023;13:00;14:00;0;0
10.02.2023;14:00;15:00;0;0
10.02.2023;15:00;16:00;67;68
10.02.2023;16:00;17:00;71;74
10.02.2023;17:00;18:00;109;25
10.02.2023;18:00;19:00;102;90
10.02.2023;19:00;20:00;18;51
10.02.2023;20:00;21:00;6;0
10.02.2023;21:00;22:00;0;0
10.02.2023;22:00;23:00;0;0
10.02.2023;23:00;00:00;0;0
11.02.2023;00:00;01:00;0;0
11.02.2023;01:00;02:00;0;0
11.02.2023;02:00;03:00;0;0
11.02.2023;03:00;04:00;0;0
11.02.2023;04:00;05:00;0;0
11.02.2023;05:00;06:00;0;0
11.02.2023;06:00;07:00;0;0
11.02.2023;07:00;08:00;0;0
11.02.2023;08:00;09:00;39;0
11.02.2023;09:00;10:00;71;53
11.02.2023;10:00;11:00;2;18
11.02.2023;11:00;12:00;0;0
11.02.2023;12:00;13:00;0;0
11.02.2023;13:00;14:00;0;0
11.02.2023;14:00;15:00;0;0
11.02.2023;15:00;16:00;0;0
11.02.2023;16:00;17:00;0;0
11.02.2023;17:00;18:00;57;50
11.02.2023;18:00;19:00;1;1
11.02.2023;19:00;20:00;0;0
11.02.2023;20:00;21:00;0;0
11.02.2023;21:00;22:00;27;79
11.02.2023;22:00;23:00;0;0
11.02.2023;23:00;00:00;0;0
12.02.2023;00:00;01:00;52;0
12.02.2023;01:00;02:00;28;0
12.02.2023;02:00;03:00;0;0
12.02.2023;03:00;04:00;0;0
12.02.2023;04:00;05:00;0;0
12.02.2023;05:00;06:00;24;0
12.02.2023;06:00;07:00;19;0
12.02.2023;07:00;08:00;0;0
12.02.2023;08:00;09:00;0;0
12.02.2023;09:00;10:00;0;0
12.02.2023;10:00;11:00;39;0
12.02.2023;11:00;12:00;55;0
12.02.2023;12:00;13:00;0;0
12.02.2023;13:00;14:00;0;0
12.02.2023;14:00;15:00;0;0
12.02.2023;15:00;16:00;31;0
12.02.2023;16:00;17:00;32;0
12.02.2023;17:00;18:00;30;0
12.02.2023;18:00;19:00;75;0
12.02.2023;19:00;20:00;62;0
12.02.2023;20:00;21:00;35;0
12.02.2023;21:00;22:00;0;0
12.02.2023;22:00;23:00;0;0
12.02.2023;23:00;00:00;0;0
13.02.2023;00:00;01:00;0;0
13.02.2023;01:00;02:00;0;0
13.02.2023;02:00;03:00;0;0
13.02.2023;03:00;04:00;0;0
13.02.2023;04:00;05:00;0;0
13.02.2023;05:00;06:00;0;0
13.02.2023;06:00;07:00;1;0
13.02.2023;07:00;08:00;0;0
13.02.2023;08:00;09:00;114;116
13.02.2023;09:00;10:00;98;95
13.02.2023;10:00;11:00;93;83
13.02.2023;11:00;12:00;42;30
13.02.2023;12:00;13:00;0;0
13.02.2023;13:00;14:00;0;0
13.02.2023;14:00;15:00;0;0
13.02.2023;15:00;16:00;0;0
13.02.2023;16:00;17:00;0;0
13.02.2023;17:00;18:00;38;85
13.02.2023;18:00;19:00;136;127
13.02.2023;19:00;20:00;129;117
13.02.2023;20:00;21:00;90;132
13.02.2023;21:00;22:00;69;85
13.02.2023;22:00;23:00;95;61
13.02.2023;23:00;00:00;120;0
14.02.2023;00:00;01:00;96;0
14.02.2023;01:00;02:00;23;0
14.02.2023;02:00;03:00;0;0
14.02.2023;03:00;04:00;0;0
14.02.2023;04:00;05:00;0;0
14.02.2023;05:00;06:00;0;0
14.02.2023;06:00;07:00;57;20
14.02.2023;07:00;08:00;98;63
14.02.2023;08:00;09:00;120;128
14.02.2023;09:00;10:00;98;149
14.02.2023;10:00;11:00;88;52
14.02.2023;11:00;12:00;134;110
14.02.2023;12:00;13:00;93;97
14.02.2023;13:00;14:00;17;7
14.02.2023;14:00;15:00;0;0
14.02.2023;15:00;16:00;0;0
14.02.2023;16:00;17:00;0;0
14.02.2023;17:00;18:00;0;0
14.02.2023;18:00;19:00;0;0
14.02.2023;19:00;20:00;96;56
14.02.2023;20:00;21:00;54;88
14.02.2023;21:00;22:00;55;0
14.02.2023;22:00;23:00;41;94
14.02.2023;23:00;00:00;47;62
15.02.2023;00:00;01:00;0;0
15.02.2023;01:00;02:00;0;0
15.02.2023;02:00;03:00;0;0
15.02.2023;03:00;04:00;0;0
15.02.2023;04:00;05:00;0;0
15.02.2023;05:00;06:00;8;0
15.02.2023;06:00;07:00;51;0
15.02.2023;07:00;08:00;0;68
15.02.2023;08:00;09:00;0;112
15.02.2023;09:00;10:00;36;52
15.02.2023;10:00;11:00;70;36
15.02.2023;11:00;12:00;0;0
15.02.2023;12:00;13:00;0;0
15.02.2023;13:00;14:00;0;0
15.02.2023;14:00;15:00;0;0
15.02.2023;15:00;16:00;44;34
15.02.2023;16:00;17:00;55;82
15.02.2023;17:00;18:00;147;133
15.02.2023;18:00;19:00;164;145
15.02.2023;19:00;20:00;51;48
15.02.2023;20:00;21:00;0;0
15.02.2023;21:00;22:00;1;0
15.02.2023;22:00;23:00;19;0
15.02.2023;23:00;00:00;20;0
16.02.2023;00:00;01:00;0;0
16.02.2023;01:00;02:00;0;0
16.02.2023;02:00;03:00;0;0
16.02.2023;03:00;04:00;0;0
16.02.2023;04:00;05:00;44;0
16.02.2023;05:00;06:00;73;25
16.02.2023;06:00;07:00;78;100
16.02.2023;07:00;08:00;142;102
16.02.2023;08:00;09:00;104;93
16.02.2023;09:00;10:00;111;40
16.02.2023;10:00;11:00;121;0
16.02.2023;11:00;12:00;54;0
16.02.2023;12:00;13:00;0;0
16.02.2023;13:00;14:00;0;0
16.02.2023;14:00;15:00;0;0
16.02.2023;15:00;16:00;118;66
16.02.2023;16:00;17:00;53;92
16.02.2023;17:00;18:00;40;55
16.02.2023;18:00;19:00;15;29
16.02.2023;19:00;20:00;0;0
16.02.2023;20:00;21:00;0;73
16.02.2023;21:00;22:00;30;72
16.02.2023;22:00;23:00;0;0
16.02.2023;23:00;00:00;0;23
17.02.2023;00:00;01:00;77;0
17.02.2023;01:00;02:00;31;0
17.02.2023;02:00;03:00;0;0
17.02.2023;03:00;04:00;0;0
17.02.2023;04:00;05:00;0;0
17.02.2023;05:00;06:00;0;0
17.02.2023;06:00;07:00;0;0
17.02.2023;07:00;08:00;0;0
17.02.2023;08:00;09:00;68;0
17.02.2023;09:00;10:00;42;0
17.02.2023;10:00;11:00;0;0
17.02.2023;11:00;12:00;0;0
17.02.2023;12:00;13:00;0;0
17.02.2023;13:00;14:00;0;0
17.02.2023;14:00;15:00;0;0
17.02.2023;15:00;16:00;21;0
17.02.2023;16:00;17:00;9;0
17.02.2023;17:00;18:00;40;28
17.02.2023;18:00;19:00;103;103
17.02.2023;19:00;20:00;6;121
17.02.2023;20:00;21:00;0;148
17.02.2023;21:00;22:00;0;100
17.02.2023;22:00;23:00;0;5
17.02.2023;23:00;00:00;0;0
18.02.2023;00:00;01:00;0;0
18.02.2023;01:00;02:00;0;0
18.02.2023;02:00;03:00;0;0
18.02.2023;03:00;04:00;0;0
18.02.2023;04:00;05:00;0;0
18.02.2023;05:00;06:00;60;1
18.02.2023;06:00;07:00;88;42
18.02.2023;07:00;08:00;6;75
18.02.2023;08:00;09:00;1;50
18.02.2023;09:00;10:00;0;0
18.02.2023;10:00;11:00;0;0
18.02.2023;11:00;12:00;0;0
18.02.2023;12:00;13:00;0;0
18.02.2023;13:00;14:00;0;0
18.02.2023;14:00;15:00;27;44
18.02.2023;15:00;16:00;106;106
18.02.2023;16:00;17:00;0;3
18.02.2023;17:00;18:00;57;65
18.02.2023;18:00;19:00;78;76
18.02.2023;19:00;20:00;68;71
18.02.2023;20:00;21:00;29;26
18.02.2023;21:00;22:00;17;22
18.02.2023;22:00;23:00;63;26
18.02.2023;23:00;00:00;28;0
19.02.2023;00:00;01:00;12;0
19.02.2023;01:00;02:00;39;0
19.02.2023;02:00;03:00;52;0
19.02.2023;03:00;04:00;25;0
19.02.2023;04:00;05:00;0;0
19.02.2023;05:00;06:00;0;0
19.02.2023;06:00;07:00;0;0
19.02.2023;07:00;08:00;0;0
19.02.2023;08:00;09:00;0;0
19.02.2023;09:00;10:00;0;0
19.02.2023;10:00;11:00;0;0
19.02.2023;11:00;12:00;0;1
19.02.2023;12:00;13:00;0;0
19.02.2023;13:00;14:00;74;1
19.02.2023;14:00;15:00;65;0
19.02.2023;15:00;16:00;36;0
19.02.2023;16:00;17:00;28;78
19.02.2023;17:00;18:00;42;94
19.02.2023;18:00;19:00;67;95
19.02.2023;19:00;20:00;126;127
19.02.2023;20:00;21:00;94;86
19.02.2023;21:00;22:00;141;132
19.02.2023;22:00;23:00;103;108
19.02.2023;23:00;00:00;0;5
20.02.2023;00:00;01:00;0;0
20.02.2023;01:00;02:00;0;70
20.02.2023;02:00;03:00;0;3
20.02.2023;03:00;04:00;0;0
20.02.2023;04:00;05:00;0;0
20.02.2023;05:00;06:00;0;0
20.02.2023;06:00;07:00;0;103
20.02.2023;07:00;08:00;0;98
20.02.2023;08:00;09:00;0;82
20.02.2023;09:00;10:00;0;52
20.02.2023;10:00;11:00;0;41
20.02.2023;11:00;12:00;0;0
20.02.2023;12:00;13:00;0;0
20.02.2023;13:00;14:00;0;0
20.02.2023;14:00;15:00;0;0
20.02.2023;15:00;16:00;0;0
20.02.2023;16:00;17:00;0;0
20.02.2023;17:00;18:00;73;62
20.02.2023;18:00;19:00;138;78
20.02.2023;19:00;20:00;131;162
20.02.2023;20:00;21:00;80;126
20.02.2023;21:00;22:00;66;77
20.02.2023;22:00;23:00;103;20
20.02.2023;23:00;00:00;139;95
21.02.2023;00:00;01:00;0;30
21.02.2023;01:00;02:00;0;12
21.02.2023;02:00;03:00;0;0
21.02.2023;03:00;04:00;0;0
21.02.2023;04:00;05:00;0;76
21.02.2023;05:00;06:00;0;21
21.02.2023;06:00;07:00;1;6
21.02.2023;07:00;08:00;9;0
21.02.2023;08:00;09:00;0;0
21.02.2023;09:00;10:00;0;0
21.02.2023;10:00;11:00;0;7
21.02.2023;11:00;12:00;0;0
21.02.2023;12:00;13:00;0;0
21.02.2023;13:00;14:00;0;0
21.02.2023;14:00;15:00;0;0
21.02.2023;15:00;16:00;0;0
21.02.2023;16:00;17:00;48;53
21.02.2023;17:00;18:00;89;124
21.02.2023;18:00;19:00;142;149
21.02.2023;19:00;20:00;148;144
21.02.2023;20:00;21:00;131;92
21.02.2023;21:00;22:00;9;0
21.02.2023;22:00;23:00;0;87
21.02.2023;23:00;00:00;0;0
22.02.2023;00:00;01:00;0;0
22.02.2023;01:00;02:00;0;0
22.02.2023;02:00;03:00;0;0
22.02.2023;03:00;04:00;0;0
22.02.2023;04:00;05:00;0;0
22.02.2023;05:00;06:00;0;0
22.02.2023;06:00;07:00;0;0
22.02.2023;07:00;08:00;0;0
22.02.2023;08:00;09:00;0;0
22.02.2023;09:00;10:00;0;0
22.02.2023;10:00;11:00;0;0
22.02.2023;11:00;12:00;0;0
22.02.2023;12:00;13:00;0;0
22.02.2023;13:00;14:00;0;0
22.02.2023;14:00;15:00;16;13
22.02.2023;15:00;16:00;72;0
22.02.2023;16:00;17:00;57;2
22.02.2023;17:00;18:00;20;44
22.02.2023;18:00;19:00;69;66
22.02.2023;19:00;20:00;120;71
22.02.2023;20:00;21:00;44;60
22.02.2023;21:00;22:00;35;44
22.02.2023;22:00;23:00;0;13
22.02.2023;23:00;00:00;22;0
23.02.2023;00:00;01:00;0;0
23.02.2023;01:00;02:00;0;0
23.02.2023;02:00;03:00;0;0
23.02.2023;03:00;04:00;0;0
23.02.2023;04:00;05:00;0;0
23.02.2023;05:00;06:00;0;0
23.02.2023;06:00;07:00;56;56
23.02.2023;07:00;08:00;127;137
23.02.2023;08:00;09:00;95;93
23.02.2023;09:00;10:00;76;71
23.02.2023;10:00;11:00;65;61
23.02.2023;11:00;12:00;66;24
23.02.2023;12:00;13:00;87;0
23.02.2023;13:00;14:00;78;54
23.02.2023;14:00;15:00;103;110
23.02.2023;15:00;16:00;57;24
23.02.2023;16:00;17:00;6;0
23.02.2023;17:00;18:00;0;0
23.02.2023;18:00;19:00;123;80
23.02.2023;19:00;20:00;107;77
23.02.2023;20:00;21:00;91;72
23.02.2023;21:00;22:00;59;45
23.02.2023;22:00;23:00;0;0
23.02.2023;23:00;00:00;0;0
24.02.2023;00:00;01:00;0;0
24.02.2023;01:00;02:00;0;0
24.02.2023;02:00;03:00;0;0
24.02.2023;03:00;04:00;0;0
24.02.2023;04:00;05:00;0;0
24.02.2023;05:00;06:00;0;0
24.02.2023;06:00;07:00;69;58
24.02.2023;07:00;08:00;1;140
24.02.2023;08:00;09:00;0;94
24.02.2023;09:00;10:00;0;0
24.02.2023;10:00;11:00;0;0
24.02.2023;11:00;12:00;0;43
24.02.2023;12:00;13:00;0;68
24.02.2023;13:00;14:00;0;1
24.02.2023;14:00;15:00;0;0
24.02.2023;15:00;16:00;0;0
24.02.2023;16:00;17:00;0;0
24.02.2023;17:00;18:00;0;0
24.02.2023;18:00;19:00;0;0
24.02.2023;19:00;20:00;0;11
24.02.2023;20:00;21:00;0;34
24.02.2023;21:00;22:00;70;37
24.02.2023;22:00;23:00;51;26
24.02.2023;23:00;00:00;0;0
25.02.2023;00:00;01:00;8;19
25.02.2023;01:00;02:00;30;0
25.02.2023;02:00;03:00;0;0
25.02.2023;03:00;04:00;0;0
25.02.2023;04:00;05:00;45;0
25.02.2023;05:00;06:00;15;22
25.02.2023;06:00;07:00;0;0
25.02.2023;07:00;08:00;0;0
25.02.2023;08:00;09:00;0;37
25.02.2023;09:00;10:00;14;18
25.02.2023;10:00;11:00;15;7
25.02.2023;11:00;12:00;27;12
25.02.2023;12:00;13:00;0;0
25.02.2023;13:00;14:00;0;0
25.02.2023;14:00;15:00;0;0
25.02.2023;15:00;16:00;0;0
25.02.2023;16:00;17:00;0;25
25.02.2023;17:00;18:00;42;75
25.02.2023;18:00;19:00;17;65
25.02.2023;19:00;20:00;98;90
25.02.2023;20:00;21:00;26;138
25.02.2023;21:00;22:00;0;130
25.02.2023;22:00;23:00;0;144
25.02.2023;23:00;00:00;63;108
26.02.2023;00:00;01:00;0;0
26.02.2023;01:00;02:00;0;0
26.02.2023;02:00;03:00;0;0
26.02.2023;03:00;04:00;0;0
26.02.2023;04:00;05:00;0;0
26.02.2023;05:00;06:00;0;0
26.02.2023;06:00;07:00;0;0
26.02.2023;07:00;08:00;16;20
26.02.2023;08:00;09:00;161;121
26.02.2023;09:00;10:00;33;1
26.02.2023;10:00;11:00;0;0
26.02.2023;11:00;12:00;0;0
26.02.2023;12:00;13:00;58;0
26.02.2023;13:00;14:00;12;0
26.02.2023;14:00;15:00;0;0
26.02.2023;15:00;16:00;0;0
26.02.2023;16:00;17:00;0;0
26.02.2023;17:00;18:00;13;0
26.02.2023;18:00;19:00;147;91
26.02.2023;19:00;20:00;65;20
26.02.2023;20:00;21:00;36;0
26.02.2023;21:00;22:00;0;0
26.02.2023;22:00;23:00;0;0
26.02.2023;23:00;00:00;0;0
27.02.2023;00:00;01:00;0;0
27.02.2023;01:00;02:00;0;0
27.02.2023;02:00;03:00;0;0
27.02.2023;03:00;04:00;0;0
27.02.2023;04:00;05:00;0;0
27.02.2023;05:00;06:00;0;0
27.02.2023;06:00;07:00;40;47
27.02.2023;07:00;08:00;10;135
27.02.2023;08:00;09:00;0;127
27.02.2023;09:00;10:00;22;51
27.02.2023;10:00;11:00;0;0
27.02.2023;11:00;12:00;0;0
27.02.2023;12:00;13:00;0;0
27.02.2023;13:00;14:00;114;0
27.02.2023;14:00;15:00;36;27
27.02.2023;15:00;16:00;0;0
27.02.2023;16:00;17:00;0;0
27.02.2023;17:00;18:00;50;0
27.02.2023;18:00;19:00;112;119
27.02.2023;19:00;20:00;92;101
27.02.2023;20:00;21:00;80;37
27.02.2023;21:00;22:00;35;0
27.02.2023;22:00;23:00;0;0
27.02.2023;23:00;00:00;0;0
28.02.2023;00:00;01:00;28;0
28.02.2023;01:00;02:00;0;0
28.02.2023;02:00;03:00;0;0
28.02.2023;03:00;04:00;0;0
28.02.2023;04:00;05:00;0;0
28.02.2023;05:00;06:00;12;0
28.02.2023;06:00;07:00;119;77
28.02.2023;07:00;08:00;141;134
28.02.2023;08:00;09:00;73;98
28.02.2023;09:00;10:00;12;96
28.02.2023;10:00;11:00;2;5
28.02.2023;11:00;12:00;3;24
28.02.2023;12:00;13:00;0;0
28.02.2023;13:00;14:00;0;0
28.02.2023;14:00;15:00;0;0
28.02.2023;15:00;16:00;23;30
28.02.2023;16:00;17:00;98;40
28.02.2023;17:00;18:00;101;63
28.02.2023;18:00;19:00;134;127
28.02.2023;19:00;20:00;107;74
28.02.2023;20:00;21:00;33;33
28.02.2023;21:00;22:00;29;61
28.02.2023;22:00;23:00;60;4
28.02.2023;23:00;00:00;41;27
01.03.2023;00:00;01:00;37;0
01.03.2023;01:00;02:00;0;0
01.03.2023;02:00;03:00;0;0
01.03.2023;03:00;04:00;0;22
01.03.2023;04:00;05:00;0;0
01.03.2023;05:00;06:00;0;10
01.03.2023;06:00;07:00;101;104
01.03.2023;07:00;08:00;116;96
01.03.2023;08:00;09:00;50;68
01.03.2023;09:00;10:00;39;65
01.03.2023;10:00;11:00;43;46
01.03.2023;11:00;12:00;0;0
01.03.2023;12:00;13:00;73;20
01.03.2023;13:00;14:00;51;35
01.03.2023;14:00;15:00;0;0
01.03.2023;15:00;16:00;5;43
01.03.2023;16:00;17:00;52;104
01.03.2023;17:00;18:00;1;45
01.03.2023;18:00;19:00;0;4
01.03.2023;19:00;20:00;17;0
01.03.2023;20:00;21:00;0;0
01.03.2023;21:00;22:00;0;0
01.03.2023;22:00;23:00;0;0
01.03.2023;23:00;00:00;0;0
02.03.2023;00:00;01:00;45;0
02.03.2023;01:00;02:00;43;0
02.03.2023;02:00;03:00;0;0
02.03.2023;03:00;04:00;0;0
02.03.2023;04:00;05:00;0;0
02.03.2023;05:00;06:00;0;0
02.03.2023;06:00;07:00;116;88
02.03.2023;07:00;08:00;124;118
02.03.2023;08:00;09:00;125;95
02.03.2023;09:00;10:00;84;71
02.03.2023;10:00;11:00;109;105
02.03.2023;11:00;12:00;31;31
02.03.2023;12:00;13:00;31;0
02.03.2023;13:00;14:00;0;0
02.03.2023;14:00;15:00;0;0
02.03.2023;15:00;16:00;0;0
02.03.2023;16:00;17:00;0;0
02.03.2023;17:00;18:00;0;0
02.03.2023;18:00;19:00;104;74
02.03.2023;19:00;20:00;97;97
02.03.2023;20:00;21:00;75;75
02.03.2023;21:00;22:00;0;0
02.03.2023;22:00;23:00;0;0
02.03.2023;23:00;00:00;0;0
03.03.2023;00:00;01:00;0;0
