Datum;Anfang;Ende;Generation_DE Gasturbinen Kraftwerk [MW] Originalauflösungen;Generation_DE SWD KWF T1 [MW] Originalauflösungen;Generation_DE SWD KWF T4 [MW] Originalauflösungen
Keine Daten für gegebene Anfrage
