Date;Start;End;Generation_DE 3.0 [MW] Original resolutions;Generation_DE 1.0 [MW] Original resolutions;Generation_DE 2.0 [MW] Original resolutions;Generation_DE Datteln 4 [MW] Original resolutions
No data for submitted query
