Datum;Anfang;Ende;Generation_DE Vianden M6 [MW] Originalauflösungen;Generation_DE Vianden M7 [MW] Originalauflösungen;Generation_DE Vianden M8 [MW] Originalauflösungen;Generation_DE Vianden M9 [MW] Originalauflösungen;Generation_DE Vianden M1 [MW] Originalauflösungen;Generation_DE Vianden M2 [MW] Originalauflösungen;Generation_DE Vianden M3 [MW] Originalauflösungen;Generation_DE Vianden M4 [MW] Originalauflösungen;Generation_DE Vianden M10 [MW] Originalauflösungen;Generation_DE Vianden M5 [MW] Originalauflösungen;Generation_DE Vianden M11 [MW] Originalauflösungen
03.01.2022;15:00;16:00;62;9;0;0;28;0;26;27;0;63;1
03.01.2022;16:00;17:00;61;20;16;14;17;0;26;25;0;61;39
03.01.2022;17:00;18:00;44;15;17;73;17;0;11;38;0;44;150
03.01.2022;18:00;19:00;10;10;32;31;15;0;11;11;0;10;84
03.01.2022;19:00;20:00;29;5;5;5;28;0;20;30;0;29;12
03.01.2022;20:00;21:00;14;0;0;0;23;0;11;19;0;15;1
03.01.2022;21:00;22:00;0;0;0;0;30;0;0;2;0;0;1
03.01.2022;22:00;23:00;0;0;0;0;24;0;23;0;0;0;1
03.01.2022;23:00;00:00;0;0;0;0;11;0;46;0;0;0;1
04.01.2022;00:00;01:00;0;0;0;0;3;0;37;0;0;0;1
04.01.2022;01:00;02:00;0;0;0;0;0;0;15;0;0;0;1
04.01.2022;02:00;03:00;0;0;0;0;0;0;3;0;0;0;0
04.01.2022;03:00;04:00;0;0;0;0;0;0;12;0;0;0;0
04.01.2022;04:00;05:00;0;0;0;0;0;0;0;0;0;0;1
04.01.2022;05:00;06:00;0;0;0;0;0;0;3;0;0;0;1
04.01.2022;06:00;07:00;0;0;0;0;0;0;16;0;0;0;1
04.01.2022;07:00;08:00;0;0;0;0;0;0;16;0;0;0;1
04.01.2022;08:00;09:00;25;20;17;16;10;0;35;26;0;25;1
04.01.2022;09:00;10:00;79;97;2;4;56;0;58;81;0;79;4
04.01.2022;10:00;11:00;85;98;89;91;16;0;17;87;0;85;158
04.01.2022;11:00;12:00;67;98;36;98;37;0;39;69;0;67;134
04.01.2022;12:00;13:00;23;4;1;1;23;0;22;85;0;23;8
04.01.2022;13:00;14:00;0;0;0;0;20;0;20;33;0;0;1
04.01.2022;14:00;15:00;0;0;0;0;94;0;16;26;0;0;1
04.01.2022;15:00;16:00;0;0;0;0;37;0;16;37;0;0;1
04.01.2022;16:00;17:00;0;0;0;0;50;0;16;2;0;0;1
04.01.2022;17:00;18:00;0;0;0;0;36;0;13;35;0;24;1
04.01.2022;18:00;19:00;0;0;0;0;15;0;12;27;0;26;1
04.01.2022;19:00;20:00;0;0;0;0;15;0;12;34;0;33;1
04.01.2022;20:00;21:00;0;0;0;0;18;0;12;51;0;50;1
04.01.2022;21:00;22:00;0;0;0;0;40;0;34;76;0;75;1
04.01.2022;22:00;23:00;0;0;0;0;72;0;67;65;0;64;1
04.01.2022;23:00;00:00;0;0;0;0;80;0;47;46;0;6;1
05.01.2022;00:00;01:00;0;0;0;0;28;0;13;7;0;0;0
05.01.2022;01:00;02:00;0;0;0;0;15;0;0;0;0;0;0
05.01.2022;02:00;03:00;0;0;0;0;15;0;0;0;0;0;0
05.01.2022;03:00;04:00;0;0;0;0;15;0;0;0;0;0;0
05.01.2022;04:00;05:00;0;0;0;0;16;0;0;0;0;0;0
05.01.2022;05:00;06:00;0;0;0;0;15;0;0;0;0;0;0
05.01.2022;06:00;07:00;0;0;0;0;48;0;14;0;0;0;1
05.01.2022;07:00;08:00;0;0;0;0;33;0;21;0;0;0;1
05.01.2022;08:00;09:00;0;0;0;0;22;0;55;14;0;0;1
05.01.2022;09:00;10:00;0;0;0;0;29;0;67;50;0;0;1
05.01.2022;10:00;11:00;0;0;0;0;20;0;0;16;0;0;1
05.01.2022;11:00;12:00;0;0;0;0;22;0;0;48;0;0;1
05.01.2022;12:00;13:00;0;0;0;0;22;0;0;22;0;0;1
05.01.2022;13:00;14:00;0;0;0;0;24;0;0;18;0;0;1
05.01.2022;14:00;15:00;0;0;0;0;21;0;0;10;0;0;1
05.01.2022;15:00;16:00;0;0;0;0;21;0;0;18;0;0;1
05.01.2022;16:00;17:00;0;0;0;0;29;0;0;78;0;0;1
05.01.2022;17:00;18:00;0;0;0;0;18;0;0;44;0;0;1
05.01.2022;18:00;19:00;0;0;0;0;46;0;0;19;0;0;1
05.01.2022;19:00;20:00;0;0;0;0;31;0;0;7;0;0;1
05.01.2022;20:00;21:00;0;0;0;0;17;0;0;0;0;0;1
05.01.2022;21:00;22:00;0;0;0;0;15;0;0;0;0;0;1
05.01.2022;22:00;23:00;0;0;0;0;12;0;0;0;0;0;1
05.01.2022;23:00;00:00;0;0;0;0;0;0;0;0;0;0;1
06.01.2022;00:00;01:00;0;0;0;0;13;0;0;0;0;0;0
06.01.2022;01:00;02:00;0;0;0;0;26;0;0;0;0;0;0
06.01.2022;02:00;03:00;0;0;0;0;15;0;0;0;0;0;0
06.01.2022;03:00;04:00;0;0;0;0;31;0;0;0;0;0;0
06.01.2022;04:00;05:00;0;0;0;0;16;0;0;0;0;0;0
06.01.2022;05:00;06:00;0;0;0;0;40;0;2;2;0;0;1
06.01.2022;06:00;07:00;0;0;0;0;22;0;55;25;0;0;1
06.01.2022;07:00;08:00;0;0;0;0;21;0;50;18;0;0;1
06.01.2022;08:00;09:00;13;13;34;7;23;0;73;48;0;26;1
06.01.2022;09:00;10:00;51;69;8;8;18;0;68;52;0;51;1
06.01.2022;10:00;11:00;1;0;0;0;16;0;68;29;0;28;1
06.01.2022;11:00;12:00;0;0;0;0;15;0;65;16;0;0;1
06.01.2022;12:00;13:00;0;0;0;0;28;0;33;0;0;0;1
06.01.2022;13:00;14:00;0;0;0;0;15;0;15;0;0;0;1
06.01.2022;14:00;15:00;0;0;0;0;16;0;89;0;0;0;1
06.01.2022;15:00;16:00;0;0;0;0;21;0;83;17;0;0;35
06.01.2022;16:00;17:00;16;2;2;2;43;0;44;24;0;2;55
06.01.2022;17:00;18:00;15;10;10;10;15;0;16;86;0;9;76
06.01.2022;18:00;19:00;14;8;8;8;14;0;16;47;0;9;1
06.01.2022;19:00;20:00;1;0;0;0;15;0;15;11;0;1;1
06.01.2022;20:00;21:00;0;0;0;0;23;0;23;11;0;0;1
06.01.2022;21:00;22:00;0;0;0;0;50;0;51;11;0;0;1
06.01.2022;22:00;23:00;28;0;0;0;43;0;46;48;0;40;1
06.01.2022;23:00;00:00;0;0;0;0;16;0;8;0;0;0;1
07.01.2022;00:00;01:00;0;0;0;0;15;0;8;8;0;0;1
07.01.2022;01:00;02:00;0;0;0;0;49;0;0;0;0;0;0
07.01.2022;02:00;03:00;0;0;0;0;35;0;0;0;0;0;0
07.01.2022;03:00;04:00;0;0;0;0;15;0;0;0;0;0;0
07.01.2022;04:00;05:00;0;0;0;0;36;0;0;0;0;0;0
07.01.2022;05:00;06:00;0;0;0;0;38;0;0;0;0;0;0
07.01.2022;06:00;07:00;0;0;0;0;37;0;0;0;0;0;1
07.01.2022;07:00;08:00;0;0;0;0;38;0;0;0;0;0;1
07.01.2022;08:00;09:00;0;0;0;0;30;0;0;0;0;0;1
07.01.2022;09:00;10:00;0;0;0;0;30;0;0;0;0;0;1
07.01.2022;10:00;11:00;0;0;0;0;30;0;0;0;0;0;1
07.01.2022;11:00;12:00;0;0;0;0;30;0;0;0;0;0;1
07.01.2022;12:00;13:00;0;0;0;0;32;0;0;0;0;0;1
07.01.2022;13:00;14:00;0;0;0;0;37;0;0;0;0;0;1
07.01.2022;14:00;15:00;0;0;0;0;18;0;0;69;0;0;0
07.01.2022;15:00;16:00;0;0;0;0;17;0;0;6;0;0;1
07.01.2022;16:00;17:00;0;0;0;0;20;0;6;2;0;1;1
07.01.2022;17:00;18:00;59;4;4;2;73;0;79;72;0;70;1
07.01.2022;18:00;19:00;81;81;72;49;72;0;85;83;0;81;1
07.01.2022;19:00;20:00;77;78;71;49;71;0;81;79;0;77;1
07.01.2022;20:00;21:00;21;21;15;1;53;0;64;51;0;21;1
07.01.2022;21:00;22:00;0;0;0;0;26;0;14;13;0;0;1
07.01.2022;22:00;23:00;0;0;0;0;19;0;21;55;0;0;1
07.01.2022;23:00;00:00;0;0;0;0;15;0;44;43;0;0;1
08.01.2022;00:00;01:00;0;0;0;0;49;0;13;6;0;0;1
08.01.2022;01:00;02:00;0;0;0;0;19;0;11;0;0;0;1
08.01.2022;02:00;03:00;0;0;0;0;16;0;11;0;0;0;1
08.01.2022;03:00;04:00;0;0;0;0;18;0;11;0;0;0;1
08.01.2022;04:00;05:00;0;0;0;0;18;0;65;0;0;0;1
08.01.2022;05:00;06:00;0;0;0;0;15;0;40;0;0;0;1
08.01.2022;06:00;07:00;0;0;0;0;15;0;17;0;0;0;1
08.01.2022;07:00;08:00;0;0;0;0;15;0;17;0;0;0;1
08.01.2022;08:00;09:00;0;0;0;0;15;0;17;0;0;0;1
08.01.2022;09:00;10:00;0;0;0;0;15;0;20;0;0;0;1
08.01.2022;10:00;11:00;74;3;0;0;21;0;16;75;0;73;1
08.01.2022;11:00;12:00;99;10;0;0;13;0;49;101;0;98;1
08.01.2022;12:00;13:00;66;5;0;0;18;0;93;87;0;84;1
08.01.2022;13:00;14:00;0;0;0;0;19;0;22;29;0;0;1
08.01.2022;14:00;15:00;0;0;0;0;21;0;22;26;0;0;1
08.01.2022;15:00;16:00;0;0;0;0;25;0;26;25;0;0;1
08.01.2022;16:00;17:00;0;0;0;0;21;0;22;21;0;0;1
08.01.2022;17:00;18:00;0;0;0;0;18;0;75;74;0;0;1
08.01.2022;18:00;19:00;0;0;0;0;15;0;31;30;0;0;1
08.01.2022;19:00;20:00;0;0;0;0;26;0;17;12;0;0;1
08.01.2022;20:00;21:00;0;0;0;0;17;0;16;0;0;0;1
08.01.2022;21:00;22:00;0;0;0;0;45;0;16;0;0;0;1
08.01.2022;22:00;23:00;0;0;0;0;28;0;27;0;0;0;1
08.01.2022;23:00;00:00;0;0;0;0;21;0;21;0;0;0;0
09.01.2022;00:00;01:00;0;0;0;0;70;0;71;0;0;0;0
09.01.2022;01:00;02:00;0;0;0;0;26;0;26;0;0;0;0
09.01.2022;02:00;03:00;0;0;0;0;14;0;13;0;0;0;0
09.01.2022;03:00;04:00;0;0;0;0;16;0;16;0;0;0;0
09.01.2022;04:00;05:00;0;0;0;0;2;0;2;0;0;0;0
09.01.2022;05:00;06:00;0;0;0;0;0;0;0;0;0;0;0
09.01.2022;06:00;07:00;0;0;0;0;0;0;0;0;0;0;0
09.01.2022;07:00;08:00;0;0;0;0;0;0;0;0;0;0;0
09.01.2022;08:00;09:00;0;0;0;0;0;0;43;42;0;0;0
09.01.2022;09:00;10:00;0;0;0;0;0;0;23;22;0;0;0
09.01.2022;10:00;11:00;0;0;0;0;0;0;60;59;0;0;1
09.01.2022;11:00;12:00;0;0;0;0;0;0;31;30;0;0;1
09.01.2022;12:00;13:00;0;0;0;0;0;0;31;30;0;0;1
09.01.2022;13:00;14:00;0;0;0;0;0;0;26;26;0;0;1
09.01.2022;14:00;15:00;0;0;0;0;0;0;0;0;0;0;1
09.01.2022;15:00;16:00;0;0;0;0;3;0;6;6;0;0;1
09.01.2022;16:00;17:00;0;0;0;0;0;0;0;0;0;0;1
09.01.2022;17:00;18:00;0;0;0;0;0;0;0;0;0;0;1
09.01.2022;18:00;19:00;14;0;0;0;38;0;39;38;0;14;1
09.01.2022;19:00;20:00;0;0;0;0;10;0;11;10;0;0;1
09.01.2022;20:00;21:00;0;0;0;0;10;0;24;10;0;0;1
09.01.2022;21:00;22:00;0;0;0;0;10;0;31;10;0;0;1
09.01.2022;22:00;23:00;0;0;0;0;10;0;25;10;0;0;1
09.01.2022;23:00;00:00;0;0;0;0;10;0;15;10;0;0;1
10.01.2022;00:00;01:00;0;0;0;0;10;0;15;22;0;0;1
10.01.2022;01:00;02:00;0;0;0;0;10;0;18;10;0;0;1
10.01.2022;02:00;03:00;0;0;0;0;10;0;17;10;0;0;1
10.01.2022;03:00;04:00;0;0;0;0;10;0;17;10;0;0;1
10.01.2022;04:00;05:00;0;0;0;0;10;0;16;10;0;0;0
10.01.2022;05:00;06:00;0;0;0;0;10;0;22;21;0;0;0
10.01.2022;06:00;07:00;9;9;0;0;23;0;44;10;0;9;29
10.01.2022;07:00;08:00;8;8;0;0;20;0;21;16;0;23;197
10.01.2022;08:00;09:00;56;31;0;0;75;0;76;100;0;65;197
10.01.2022;09:00;10:00;20;34;0;0;36;0;36;22;0;34;143
10.01.2022;10:00;11:00;0;0;0;0;1;0;12;0;0;0;1
10.01.2022;11:00;12:00;16;0;0;0;0;0;13;0;0;21;1
10.01.2022;12:00;13:00;1;0;0;0;0;0;16;0;0;1;1
10.01.2022;13:00;14:00;0;0;0;0;0;0;19;0;0;0;1
10.01.2022;14:00;15:00;0;0;0;0;0;0;19;0;0;0;1
10.01.2022;15:00;16:00;0;0;0;0;43;0;19;43;0;0;1
10.01.2022;16:00;17:00;0;0;0;0;20;0;20;20;0;0;1
10.01.2022;17:00;18:00;0;0;0;0;51;0;24;45;0;28;1
10.01.2022;18:00;19:00;0;0;0;0;40;0;20;22;0;2;1
10.01.2022;19:00;20:00;0;0;0;0;10;0;21;10;0;0;1
10.01.2022;20:00;21:00;0;0;0;0;20;0;21;10;0;0;1
10.01.2022;21:00;22:00;0;0;0;0;18;0;29;0;0;0;1
10.01.2022;22:00;23:00;0;0;0;0;17;0;26;0;0;0;1
10.01.2022;23:00;00:00;0;0;0;0;18;0;34;0;0;0;1
11.01.2022;00:00;01:00;0;0;0;0;11;0;13;0;0;0;0
11.01.2022;01:00;02:00;0;0;0;0;0;0;0;0;0;0;0
11.01.2022;02:00;03:00;0;0;0;0;0;0;0;0;0;0;0
11.01.2022;03:00;04:00;0;0;0;0;12;0;0;33;0;0;0
11.01.2022;04:00;05:00;0;0;0;0;15;0;0;16;0;0;0
11.01.2022;05:00;06:00;0;0;0;0;20;0;0;1;0;0;0
11.01.2022;06:00;07:00;0;0;0;0;19;0;0;15;0;0;1
11.01.2022;07:00;08:00;7;1;1;0;28;0;12;20;0;7;1
11.01.2022;08:00;09:00;30;31;31;79;24;0;16;15;0;53;140
11.01.2022;09:00;10:00;0;0;1;1;21;0;30;4;0;10;9
11.01.2022;10:00;11:00;0;0;0;0;18;0;40;0;0;10;1
11.01.2022;11:00;12:00;0;0;0;0;17;0;67;0;0;10;1
11.01.2022;12:00;13:00;0;0;0;0;14;0;24;0;0;1;1
11.01.2022;13:00;14:00;0;0;0;0;28;0;63;39;0;0;1
11.01.2022;14:00;15:00;0;0;0;0;15;0;63;2;0;0;1
11.01.2022;15:00;16:00;2;2;0;0;15;0;99;0;0;2;1
11.01.2022;16:00;17:00;10;10;0;0;17;0;35;0;0;33;1
11.01.2022;17:00;18:00;94;86;26;26;19;0;100;0;0;95;1
11.01.2022;18:00;19:00;71;62;61;60;20;0;88;0;0;73;1
11.01.2022;19:00;20:00;60;58;21;8;16;0;77;1;0;68;1
11.01.2022;20:00;21:00;0;0;0;0;26;0;6;46;0;0;1
11.01.2022;21:00;22:00;0;0;0;0;17;0;0;20;0;0;1
11.01.2022;22:00;23:00;0;0;0;0;24;0;0;59;0;0;1
11.01.2022;23:00;00:00;0;0;0;0;41;0;0;70;0;0;1
12.01.2022;00:00;01:00;0;0;0;0;16;0;0;48;0;0;1
12.01.2022;01:00;02:00;0;0;0;0;20;0;0;26;0;0;0
12.01.2022;02:00;03:00;0;0;0;0;17;0;0;1;0;0;0
12.01.2022;03:00;04:00;0;0;0;0;3;0;0;0;0;0;0
12.01.2022;04:00;05:00;0;0;0;0;0;0;0;0;0;0;0
12.01.2022;05:00;06:00;0;0;0;0;0;0;32;0;0;0;0
12.01.2022;06:00;07:00;0;0;0;0;20;0;43;37;0;0;1
12.01.2022;07:00;08:00;2;2;10;2;40;0;25;38;0;5;12
12.01.2022;08:00;09:00;89;81;97;81;90;0;19;90;0;79;133
12.01.2022;09:00;10:00;87;82;72;82;84;0;19;84;0;82;183
12.01.2022;10:00;11:00;9;14;5;14;20;0;14;6;0;13;131
12.01.2022;11:00;12:00;0;10;0;10;16;0;0;0;0;40;1
12.01.2022;12:00;13:00;0;0;0;0;15;0;0;0;0;1;1
12.01.2022;13:00;14:00;0;0;0;0;16;0;0;0;0;0;1
12.01.2022;14:00;15:00;0;0;0;0;23;0;0;0;0;0;1
12.01.2022;15:00;16:00;0;0;0;0;21;0;9;0;0;0;1
12.01.2022;16:00;17:00;0;0;0;0;16;0;16;0;0;53;1
12.01.2022;17:00;18:00;0;0;0;0;17;0;17;0;0;9;1
12.01.2022;18:00;19:00;0;14;0;0;17;0;17;0;0;48;1
12.01.2022;19:00;20:00;0;36;0;0;14;0;16;0;0;35;1
12.01.2022;20:00;21:00;0;6;0;0;0;0;15;0;0;5;1
12.01.2022;21:00;22:00;0;0;0;0;40;0;16;38;0;0;1
12.01.2022;22:00;23:00;0;0;0;0;19;0;15;27;0;0;1
12.01.2022;23:00;00:00;0;0;0;0;37;0;15;39;0;0;0
13.01.2022;00:00;01:00;0;0;0;0;37;0;15;41;0;0;0
13.01.2022;01:00;02:00;0;0;0;0;48;0;15;50;0;0;0
13.01.2022;02:00;03:00;0;0;0;0;11;0;15;11;0;0;0
13.01.2022;03:00;04:00;0;0;0;0;23;0;15;18;0;0;0
13.01.2022;04:00;05:00;0;0;0;0;22;0;15;27;0;0;0
13.01.2022;05:00;06:00;0;0;0;0;19;0;15;24;0;0;0
13.01.2022;06:00;07:00;0;0;0;0;10;0;15;10;0;0;1
13.01.2022;07:00;08:00;0;0;0;0;28;0;29;28;0;0;1
13.01.2022;08:00;09:00;82;81;93;85;68;0;20;68;0;91;162
13.01.2022;09:00;10:00;50;52;44;39;66;0;0;1;0;51;18
13.01.2022;10:00;11:00;15;16;10;10;15;0;0;0;0;15;1
13.01.2022;11:00;12:00;1;1;1;1;15;0;0;0;0;4;1
13.01.2022;12:00;13:00;0;0;0;0;15;0;0;0;0;0;1
13.01.2022;13:00;14:00;0;0;0;0;14;0;0;0;0;0;1
13.01.2022;14:00;15:00;0;0;0;0;15;0;0;0;0;0;1
13.01.2022;15:00;16:00;39;0;0;0;15;0;0;0;0;0;1
13.01.2022;16:00;17:00;51;0;0;0;16;0;0;0;0;0;1
13.01.2022;17:00;18:00;99;0;27;32;17;0;0;0;0;89;79
13.01.2022;18:00;19:00;26;0;8;8;16;0;0;0;0;26;19
13.01.2022;19:00;20:00;38;0;0;0;16;0;0;0;0;38;1
13.01.2022;20:00;21:00;0;0;0;0;15;0;25;1;0;0;1
13.01.2022;21:00;22:00;0;0;0;0;15;0;26;22;0;0;1
13.01.2022;22:00;23:00;0;0;0;0;15;0;26;22;0;0;1
13.01.2022;23:00;00:00;0;0;0;0;20;0;27;18;0;0;1
14.01.2022;00:00;01:00;0;0;0;0;75;0;39;10;0;0;0
14.01.2022;01:00;02:00;0;0;0;0;71;0;72;23;0;0;0
14.01.2022;02:00;03:00;0;0;0;0;69;0;70;10;0;0;0
14.01.2022;03:00;04:00;0;0;0;0;50;0;51;10;0;0;0
14.01.2022;04:00;05:00;0;0;0;0;52;0;54;17;0;0;0
14.01.2022;05:00;06:00;0;0;0;0;71;0;73;24;0;0;0
14.01.2022;06:00;07:00;0;0;0;0;56;0;57;16;0;0;1
14.01.2022;07:00;08:00;0;0;0;0;14;0;0;2;0;0;1
14.01.2022;08:00;09:00;0;0;0;0;10;0;0;0;0;0;1
14.01.2022;09:00;10:00;0;0;0;0;10;0;0;0;0;0;1
14.01.2022;10:00;11:00;0;0;0;0;10;0;0;0;0;0;1
14.01.2022;11:00;12:00;0;0;0;0;10;0;0;0;0;0;1
14.01.2022;12:00;13:00;0;0;0;0;16;0;0;0;0;0;1
14.01.2022;13:00;14:00;0;0;0;0;25;0;0;0;0;0;1
14.01.2022;14:00;15:00;0;0;0;0;16;0;0;0;0;0;1
14.01.2022;15:00;16:00;0;0;0;0;21;0;0;0;0;0;1
14.01.2022;16:00;17:00;0;0;0;0;46;0;0;0;0;0;1
14.01.2022;17:00;18:00;0;0;0;0;30;0;30;69;0;0;1
14.01.2022;18:00;19:00;0;0;0;0;12;0;12;72;0;0;1
14.01.2022;19:00;20:00;0;0;0;0;17;0;0;52;0;0;1
14.01.2022;20:00;21:00;0;0;0;0;17;0;0;19;0;0;1
14.01.2022;21:00;22:00;0;0;0;0;16;0;0;55;0;0;1
14.01.2022;22:00;23:00;0;0;0;0;15;0;23;54;0;0;1
14.01.2022;23:00;00:00;0;0;0;0;25;0;19;50;0;0;1
15.01.2022;00:00;01:00;0;0;0;0;16;0;0;27;0;0;1
15.01.2022;01:00;02:00;0;0;0;0;8;0;5;27;0;21;1
15.01.2022;02:00;03:00;0;0;0;0;0;0;11;48;0;0;1
15.01.2022;03:00;04:00;0;0;0;0;0;0;12;37;0;0;1
15.01.2022;04:00;05:00;0;0;0;0;0;0;13;12;0;0;1
15.01.2022;05:00;06:00;0;0;0;0;0;0;10;0;0;0;1
15.01.2022;06:00;07:00;0;0;0;0;0;0;0;0;0;0;1
15.01.2022;07:00;08:00;0;0;0;0;0;0;0;0;0;0;1
15.01.2022;08:00;09:00;0;0;0;0;0;0;0;0;0;0;1
15.01.2022;09:00;10:00;0;0;0;0;0;0;0;0;0;0;1
15.01.2022;10:00;11:00;0;0;0;0;0;0;0;0;0;0;1
15.01.2022;11:00;12:00;0;0;0;0;0;0;0;0;0;0;1
15.01.2022;12:00;13:00;0;0;0;0;0;0;0;0;3;0;1
15.01.2022;13:00;14:00;0;0;0;0;0;0;0;0;0;0;1
15.01.2022;14:00;15:00;0;0;0;0;0;0;0;0;0;0;1
15.01.2022;15:00;16:00;0;0;0;0;0;0;0;0;0;0;1
15.01.2022;16:00;17:00;0;0;0;0;0;0;0;0;0;0;1
15.01.2022;17:00;18:00;1;1;2;1;20;0;9;10;0;1;3
15.01.2022;18:00;19:00;31;26;10;10;71;0;24;22;0;50;69
15.01.2022;19:00;20:00;0;0;0;0;71;0;49;35;0;27;1
15.01.2022;20:00;21:00;0;0;0;0;13;0;25;23;0;24;1
15.01.2022;21:00;22:00;0;0;0;0;0;0;0;0;0;22;1
15.01.2022;22:00;23:00;0;0;0;0;0;0;0;0;0;15;1
15.01.2022;23:00;00:00;0;0;0;0;0;0;0;0;0;10;1
16.01.2022;00:00;01:00;27;23;0;0;0;0;0;0;0;20;1
16.01.2022;01:00;02:00;0;0;0;0;30;0;0;0;0;12;1
