Date;Start;End;Generation_DE D [MW] Original resolutions;Generation_DE C1 [MW] Original resolutions;Generation_DE B1 [MW] Original resolutions;Generation_DE Emsland B DT [MW] Original resolutions;Generation_DE Emsland C DT [MW] Original resolutions
04.01.2021;13:00;14:00;861;-;-;112;201
04.01.2021;14:00;15:00;861;-;-;114;384
04.01.2021;15:00;16:00;861;-;-;7;468
04.01.2021;16:00;17:00;862;-;-;0;485
04.01.2021;17:00;18:00;861;-;-;0;240
04.01.2021;18:00;19:00;860;-;-;0;169
04.01.2021;19:00;20:00;859;-;-;0;99
04.01.2021;20:00;21:00;860;-;-;0;0
04.01.2021;21:00;22:00;859;-;-;0;0
04.01.2021;22:00;23:00;859;-;-;0;0
04.01.2021;23:00;00:00;858;-;-;0;0
05.01.2021;00:00;01:00;716;-;-;0;0
05.01.2021;01:00;02:00;731;-;-;0;0
05.01.2021;02:00;03:00;669;-;-;0;0
05.01.2021;03:00;04:00;849;-;-;0;0
05.01.2021;04:00;05:00;849;-;-;0;0
05.01.2021;05:00;06:00;858;-;-;0;0
05.01.2021;06:00;07:00;860;-;-;0;0
05.01.2021;07:00;08:00;859;-;-;59;32
05.01.2021;08:00;09:00;858;-;-;80;113
05.01.2021;09:00;10:00;861;-;-;0;137
05.01.2021;10:00;11:00;860;-;-;0;138
05.01.2021;11:00;12:00;860;-;-;0;138
05.01.2021;12:00;13:00;860;-;-;16;200
05.01.2021;13:00;14:00;860;-;-;11;237
05.01.2021;14:00;15:00;862;-;-;0;430
05.01.2021;15:00;16:00;863;-;-;0;482
05.01.2021;16:00;17:00;864;-;-;0;482
05.01.2021;17:00;18:00;864;-;-;0;482
05.01.2021;18:00;19:00;864;-;-;0;474
05.01.2021;19:00;20:00;863;-;-;0;107
05.01.2021;20:00;21:00;863;-;-;0;0
05.01.2021;21:00;22:00;862;-;-;0;0
05.01.2021;22:00;23:00;863;-;-;0;0
05.01.2021;23:00;00:00;864;-;-;0;0
06.01.2021;00:00;01:00;863;-;-;0;0
06.01.2021;01:00;02:00;862;-;-;0;0
06.01.2021;02:00;03:00;862;-;-;0;0
06.01.2021;03:00;04:00;845;-;-;0;0
06.01.2021;04:00;05:00;854;-;-;0;0
06.01.2021;05:00;06:00;860;-;-;0;0
06.01.2021;06:00;07:00;861;-;-;0;0
06.01.2021;07:00;08:00;861;-;-;0;0
06.01.2021;08:00;09:00;862;-;-;0;0
06.01.2021;09:00;10:00;862;-;-;0;0
06.01.2021;10:00;11:00;862;-;-;91;96
06.01.2021;11:00;12:00;866;-;-;124;132
06.01.2021;12:00;13:00;866;-;-;135;137
06.01.2021;13:00;14:00;865;-;-;136;137
06.01.2021;14:00;15:00;859;-;-;136;137
06.01.2021;15:00;16:00;857;-;-;136;136
06.01.2021;16:00;17:00;858;-;-;136;136
06.01.2021;17:00;18:00;858;-;-;135;136
06.01.2021;18:00;19:00;858;-;-;136;136
06.01.2021;19:00;20:00;856;-;-;136;137
06.01.2021;20:00;21:00;855;-;-;136;16
06.01.2021;21:00;22:00;858;-;-;26;0
06.01.2021;22:00;23:00;859;-;-;0;0
06.01.2021;23:00;00:00;859;-;-;0;0
07.01.2021;00:00;01:00;860;-;-;0;0
07.01.2021;01:00;02:00;860;-;-;0;0
07.01.2021;02:00;03:00;860;-;-;0;0
07.01.2021;03:00;04:00;861;-;-;0;0
07.01.2021;04:00;05:00;859;-;-;0;0
07.01.2021;05:00;06:00;856;-;-;83;42
07.01.2021;06:00;07:00;857;-;-;204;124
07.01.2021;07:00;08:00;860;-;-;386;376
07.01.2021;08:00;09:00;862;-;-;480;482
07.01.2021;09:00;10:00;861;-;-;481;481
07.01.2021;10:00;11:00;860;-;-;481;481
07.01.2021;11:00;12:00;858;-;-;483;483
07.01.2021;12:00;13:00;858;-;-;483;483
07.01.2021;13:00;14:00;856;-;-;483;402
07.01.2021;14:00;15:00;857;-;-;426;281
07.01.2021;15:00;16:00;856;-;-;454;452
07.01.2021;16:00;17:00;856;-;-;468;463
07.01.2021;17:00;18:00;855;-;-;210;482
07.01.2021;18:00;19:00;856;-;-;30;270
07.01.2021;19:00;20:00;856;-;-;0;233
07.01.2021;20:00;21:00;855;-;-;0;4
07.01.2021;21:00;22:00;855;-;-;0;0
07.01.2021;22:00;23:00;854;-;-;0;0
07.01.2021;23:00;00:00;854;-;-;0;0
08.01.2021;00:00;01:00;849;-;-;0;0
08.01.2021;01:00;02:00;848;-;-;0;0
08.01.2021;02:00;03:00;848;-;-;0;0
08.01.2021;03:00;04:00;850;-;-;0;0
08.01.2021;04:00;05:00;854;-;-;0;0
08.01.2021;05:00;06:00;853;-;-;83;42
08.01.2021;06:00;07:00;856;-;-;182;169
08.01.2021;07:00;08:00;857;-;-;270;299
08.01.2021;08:00;09:00;860;-;-;462;452
08.01.2021;09:00;10:00;860;-;-;485;485
08.01.2021;10:00;11:00;860;-;-;485;485
08.01.2021;11:00;12:00;861;-;-;485;485
08.01.2021;12:00;13:00;862;-;-;482;485
08.01.2021;13:00;14:00;863;-;-;487;485
08.01.2021;14:00;15:00;861;-;-;487;328
08.01.2021;15:00;16:00;863;-;-;487;314
08.01.2021;16:00;17:00;864;-;-;487;478
08.01.2021;17:00;18:00;866;-;-;487;479
08.01.2021;18:00;19:00;867;-;-;487;480
08.01.2021;19:00;20:00;865;-;-;474;478
08.01.2021;20:00;21:00;862;-;-;169;178
08.01.2021;21:00;22:00;864;-;-;0;0
08.01.2021;22:00;23:00;864;-;-;0;0
08.01.2021;23:00;00:00;865;-;-;0;0
09.01.2021;00:00;01:00;865;-;-;0;0
09.01.2021;01:00;02:00;866;-;-;0;0
09.01.2021;02:00;03:00;869;-;-;0;0
09.01.2021;03:00;04:00;875;-;-;0;0
09.01.2021;04:00;05:00;876;-;-;0;0
09.01.2021;05:00;06:00;869;-;-;0;0
09.01.2021;06:00;07:00;871;-;-;0;0
09.01.2021;07:00;08:00;874;-;-;0;0
09.01.2021;08:00;09:00;875;-;-;0;0
09.01.2021;09:00;10:00;875;-;-;0;0
09.01.2021;10:00;11:00;876;-;-;0;0
09.01.2021;11:00;12:00;873;-;-;0;0
09.01.2021;12:00;13:00;870;-;-;0;0
09.01.2021;13:00;14:00;869;-;-;0;0
09.01.2021;14:00;15:00;869;-;-;0;0
09.01.2021;15:00;16:00;868;-;-;0;0
09.01.2021;16:00;17:00;869;-;-;0;0
09.01.2021;17:00;18:00;870;-;-;0;0
09.01.2021;18:00;19:00;870;-;-;0;0
09.01.2021;19:00;20:00;872;-;-;0;0
09.01.2021;20:00;21:00;871;-;-;0;0
09.01.2021;21:00;22:00;870;-;-;0;0
09.01.2021;22:00;23:00;870;-;-;0;0
09.01.2021;23:00;00:00;846;-;-;0;0
10.01.2021;00:00;01:00;877;-;-;0;0
10.01.2021;01:00;02:00;628;-;-;0;0
10.01.2021;02:00;03:00;0;-;-;0;0
10.01.2021;03:00;04:00;0;-;-;0;0
10.01.2021;04:00;05:00;0;-;-;0;0
10.01.2021;05:00;06:00;0;-;-;0;0
10.01.2021;06:00;07:00;0;-;-;0;0
10.01.2021;07:00;08:00;0;-;-;0;0
10.01.2021;08:00;09:00;0;-;-;0;0
10.01.2021;09:00;10:00;0;-;-;0;0
10.01.2021;10:00;11:00;0;-;-;0;0
10.01.2021;11:00;12:00;0;-;-;0;0
10.01.2021;12:00;13:00;0;-;-;0;0
10.01.2021;13:00;14:00;0;-;-;0;0
10.01.2021;14:00;15:00;0;-;-;0;0
10.01.2021;15:00;16:00;0;-;-;0;0
10.01.2021;16:00;17:00;0;-;-;0;0
10.01.2021;17:00;18:00;0;-;-;0;0
10.01.2021;18:00;19:00;0;-;-;0;0
10.01.2021;19:00;20:00;0;-;-;0;0
10.01.2021;20:00;21:00;0;-;-;0;0
10.01.2021;21:00;22:00;0;-;-;0;0
10.01.2021;22:00;23:00;0;-;-;0;0
10.01.2021;23:00;00:00;0;-;-;0;0
11.01.2021;00:00;01:00;0;-;-;0;111
11.01.2021;01:00;02:00;0;-;-;0;131
11.01.2021;02:00;03:00;0;-;-;0;136
11.01.2021;03:00;04:00;0;-;-;0;137
11.01.2021;04:00;05:00;0;-;-;0;137
11.01.2021;05:00;06:00;0;-;-;0;137
11.01.2021;06:00;07:00;0;-;-;0;138
11.01.2021;07:00;08:00;0;-;-;0;210
11.01.2021;08:00;09:00;0;-;-;0;237
11.01.2021;09:00;10:00;0;-;-;0;310
11.01.2021;10:00;11:00;0;-;-;0;310
11.01.2021;11:00;12:00;0;-;-;0;310
11.01.2021;12:00;13:00;0;-;-;0;339
11.01.2021;13:00;14:00;0;-;-;0;309
11.01.2021;14:00;15:00;0;-;-;0;309
11.01.2021;15:00;16:00;0;-;-;0;309
11.01.2021;16:00;17:00;0;-;-;0;318
11.01.2021;17:00;18:00;0;-;-;0;334
11.01.2021;18:00;19:00;0;-;-;0;334
11.01.2021;19:00;20:00;0;-;-;0;316
11.01.2021;20:00;21:00;0;-;-;0;333
11.01.2021;21:00;22:00;0;-;-;0;98
11.01.2021;22:00;23:00;0;-;-;0;0
11.01.2021;23:00;00:00;0;-;-;0;0
12.01.2021;00:00;01:00;0;-;-;0;0
12.01.2021;01:00;02:00;0;-;-;0;0
12.01.2021;02:00;03:00;0;-;-;0;0
12.01.2021;03:00;04:00;0;-;-;0;0
12.01.2021;04:00;05:00;0;-;-;0;0
12.01.2021;05:00;06:00;29;-;-;0;0
12.01.2021;06:00;07:00;314;-;-;0;0
12.01.2021;07:00;08:00;795;-;-;0;0
12.01.2021;08:00;09:00;832;-;-;0;0
12.01.2021;09:00;10:00;838;-;-;0;0
12.01.2021;10:00;11:00;843;-;-;0;0
12.01.2021;11:00;12:00;850;-;-;0;0
12.01.2021;12:00;13:00;836;-;-;0;0
12.01.2021;13:00;14:00;791;-;-;0;0
12.01.2021;14:00;15:00;764;-;-;0;0
12.01.2021;15:00;16:00;840;-;-;0;0
12.01.2021;16:00;17:00;853;-;-;0;0
12.01.2021;17:00;18:00;860;-;-;0;0
12.01.2021;18:00;19:00;862;-;-;0;0
12.01.2021;19:00;20:00;612;-;-;0;0
12.01.2021;20:00;21:00;0;-;-;0;0
12.01.2021;21:00;22:00;0;-;-;0;0
12.01.2021;22:00;23:00;0;-;-;0;0
12.01.2021;23:00;00:00;0;-;-;0;0
13.01.2021;00:00;01:00;0;-;-;0;0
13.01.2021;01:00;02:00;0;-;-;0;0
13.01.2021;02:00;03:00;0;-;-;0;0
13.01.2021;03:00;04:00;0;-;-;0;0
13.01.2021;04:00;05:00;0;-;-;0;0
13.01.2021;05:00;06:00;0;-;-;0;0
13.01.2021;06:00;07:00;0;-;-;0;0
13.01.2021;07:00;08:00;0;-;-;0;0
13.01.2021;08:00;09:00;0;-;-;0;0
13.01.2021;09:00;10:00;0;-;-;0;0
13.01.2021;10:00;11:00;0;-;-;0;0
13.01.2021;11:00;12:00;0;-;-;0;0
13.01.2021;12:00;13:00;0;-;-;0;0
13.01.2021;13:00;14:00;0;-;-;0;0
13.01.2021;14:00;15:00;0;-;-;0;0
13.01.2021;15:00;16:00;0;-;-;0;0
13.01.2021;16:00;17:00;0;-;-;0;0
13.01.2021;17:00;18:00;0;-;-;0;0
13.01.2021;18:00;19:00;0;-;-;0;0
13.01.2021;19:00;20:00;0;-;-;0;0
13.01.2021;20:00;21:00;0;-;-;0;0
13.01.2021;21:00;22:00;0;-;-;0;0
13.01.2021;22:00;23:00;0;-;-;0;0
13.01.2021;23:00;00:00;0;-;-;0;0
14.01.2021;00:00;01:00;0;-;-;0;0
14.01.2021;01:00;02:00;0;-;-;0;0
14.01.2021;02:00;03:00;0;-;-;0;0
14.01.2021;03:00;04:00;0;-;-;0;0
14.01.2021;04:00;05:00;0;-;-;82;37
14.01.2021;05:00;06:00;29;-;-;115;115
14.01.2021;06:00;07:00;235;-;-;132;132
14.01.2021;07:00;08:00;803;-;-;134;133
14.01.2021;08:00;09:00;849;-;-;147;149
14.01.2021;09:00;10:00;854;-;-;223;221
14.01.2021;10:00;11:00;861;-;-;223;227
14.01.2021;11:00;12:00;862;-;-;173;213
14.01.2021;12:00;13:00;862;-;-;139;159
14.01.2021;13:00;14:00;860;-;-;136;136
14.01.2021;14:00;15:00;857;-;-;136;150
14.01.2021;15:00;16:00;858;-;-;136;217
14.01.2021;16:00;17:00;857;-;-;191;239
14.01.2021;17:00;18:00;853;-;-;151;207
14.01.2021;18:00;19:00;865;-;-;137;0
14.01.2021;19:00;20:00;867;-;-;136;0
14.01.2021;20:00;21:00;860;-;-;28;0
14.01.2021;21:00;22:00;865;-;-;0;0
14.01.2021;22:00;23:00;874;-;-;0;0
14.01.2021;23:00;00:00;785;-;-;0;0
15.01.2021;00:00;01:00;874;-;-;0;0
15.01.2021;01:00;02:00;875;-;-;0;0
15.01.2021;02:00;03:00;875;-;-;0;0
15.01.2021;03:00;04:00;874;-;-;0;0
15.01.2021;04:00;05:00;852;-;-;0;0
15.01.2021;05:00;06:00;873;-;-;26;0
15.01.2021;06:00;07:00;874;-;-;147;82
15.01.2021;07:00;08:00;871;-;-;237;84
15.01.2021;08:00;09:00;846;-;-;247;238
15.01.2021;09:00;10:00;875;-;-;468;344
15.01.2021;10:00;11:00;875;-;-;482;350
15.01.2021;11:00;12:00;875;-;-;480;354
15.01.2021;12:00;13:00;875;-;-;476;470
15.01.2021;13:00;14:00;836;-;-;235;238
15.01.2021;14:00;15:00;882;-;-;276;320
15.01.2021;15:00;16:00;891;-;-;417;419
15.01.2021;16:00;17:00;893;-;-;487;487
15.01.2021;17:00;18:00;897;-;-;486;486
15.01.2021;18:00;19:00;897;-;-;486;486
15.01.2021;19:00;20:00;898;-;-;484;484
15.01.2021;20:00;21:00;898;-;-;336;340
15.01.2021;21:00;22:00;886;-;-;37;37
15.01.2021;22:00;23:00;885;-;-;0;0
15.01.2021;23:00;00:00;888;-;-;0;0
16.01.2021;00:00;01:00;887;-;-;0;0
16.01.2021;01:00;02:00;888;-;-;0;0
16.01.2021;02:00;03:00;887;-;-;0;0
16.01.2021;03:00;04:00;887;-;-;0;0
16.01.2021;04:00;05:00;887;-;-;0;0
16.01.2021;05:00;06:00;886;-;-;0;0
16.01.2021;06:00;07:00;889;-;-;0;0
16.01.2021;07:00;08:00;890;-;-;0;0
16.01.2021;08:00;09:00;888;-;-;0;0
16.01.2021;09:00;10:00;887;-;-;0;0
16.01.2021;10:00;11:00;892;-;-;0;0
16.01.2021;11:00;12:00;893;-;-;0;0
16.01.2021;12:00;13:00;891;-;-;0;0
16.01.2021;13:00;14:00;890;-;-;0;0
16.01.2021;14:00;15:00;889;-;-;0;0
16.01.2021;15:00;16:00;888;-;-;0;0
16.01.2021;16:00;17:00;889;-;-;0;0
16.01.2021;17:00;18:00;889;-;-;0;0
16.01.2021;18:00;19:00;888;-;-;0;0
16.01.2021;19:00;20:00;886;-;-;0;0
16.01.2021;20:00;21:00;866;-;-;0;0
16.01.2021;21:00;22:00;874;-;-;0;0
16.01.2021;22:00;23:00;874;-;-;0;0
16.01.2021;23:00;00:00;873;-;-;0;0
17.01.2021;00:00;01:00;874;-;-;0;0
17.01.2021;01:00;02:00;873;-;-;0;0
17.01.2021;02:00;03:00;873;-;-;0;0
17.01.2021;03:00;04:00;873;-;-;0;0
17.01.2021;04:00;05:00;872;-;-;0;0
17.01.2021;05:00;06:00;872;-;-;0;0
17.01.2021;06:00;07:00;872;-;-;0;0
17.01.2021;07:00;08:00;872;-;-;0;0
17.01.2021;08:00;09:00;870;-;-;0;0
17.01.2021;09:00;10:00;870;-;-;0;0
17.01.2021;10:00;11:00;871;-;-;0;0
17.01.2021;11:00;12:00;870;-;-;0;0
17.01.2021;12:00;13:00;869;-;-;0;0
17.01.2021;13:00;14:00;867;-;-;0;0
17.01.2021;14:00;15:00;866;-;-;0;0
17.01.2021;15:00;16:00;866;-;-;0;0
17.01.2021;16:00;17:00;865;-;-;0;0
17.01.2021;17:00;18:00;866;-;-;0;0
17.01.2021;18:00;19:00;866;-;-;0;0
17.01.2021;19:00;20:00;854;-;-;0;0
17.01.2021;20:00;21:00;853;-;-;0;0
17.01.2021;21:00;22:00;869;-;-;0;0
17.01.2021;22:00;23:00;868;-;-;0;0
17.01.2021;23:00;00:00;871;-;-;0;0
18.01.2021;00:00;01:00;873;-;-;0;0
18.01.2021;01:00;02:00;809;-;-;0;0
18.01.2021;02:00;03:00;791;-;-;0;0
18.01.2021;03:00;04:00;864;-;-;0;0
18.01.2021;04:00;05:00;771;-;-;0;0
18.01.2021;05:00;06:00;858;-;-;0;0
18.01.2021;06:00;07:00;851;-;-;0;0
18.01.2021;07:00;08:00;859;-;-;106;104
18.01.2021;08:00;09:00;867;-;-;126;122
18.01.2021;09:00;10:00;867;-;-;132;129
18.01.2021;10:00;11:00;864;-;-;132;130
18.01.2021;11:00;12:00;862;-;-;122;130
18.01.2021;12:00;13:00;869;-;-;0;130
18.01.2021;13:00;14:00;873;-;-;0;11
18.01.2021;14:00;15:00;875;-;-;0;0
18.01.2021;15:00;16:00;873;-;-;0;0
18.01.2021;16:00;17:00;867;-;-;0;0
18.01.2021;17:00;18:00;874;-;-;0;0
18.01.2021;18:00;19:00;848;-;-;0;0
18.01.2021;19:00;20:00;762;-;-;0;0
18.01.2021;20:00;21:00;52;-;-;0;0
18.01.2021;21:00;22:00;0;-;-;0;0
18.01.2021;22:00;23:00;0;-;-;0;0
18.01.2021;23:00;00:00;0;-;-;0;0
19.01.2021;00:00;01:00;0;-;-;0;0
19.01.2021;01:00;02:00;0;-;-;0;0
19.01.2021;02:00;03:00;0;-;-;0;0
19.01.2021;03:00;04:00;0;-;-;0;0
19.01.2021;04:00;05:00;0;-;-;0;0
19.01.2021;05:00;06:00;0;-;-;0;0
19.01.2021;06:00;07:00;0;-;-;0;0
19.01.2021;07:00;08:00;0;-;-;0;0
19.01.2021;08:00;09:00;0;-;-;0;0
19.01.2021;09:00;10:00;0;-;-;0;0
19.01.2021;10:00;11:00;0;-;-;0;0
19.01.2021;11:00;12:00;0;-;-;0;0
19.01.2021;12:00;13:00;0;-;-;0;0
19.01.2021;13:00;14:00;0;-;-;0;0
19.01.2021;14:00;15:00;0;-;-;0;0
19.01.2021;15:00;16:00;0;-;-;0;0
19.01.2021;16:00;17:00;0;-;-;0;0
19.01.2021;17:00;18:00;0;-;-;0;0
19.01.2021;18:00;19:00;0;-;-;0;0
19.01.2021;19:00;20:00;0;-;-;0;0
19.01.2021;20:00;21:00;0;-;-;0;0
19.01.2021;21:00;22:00;0;-;-;0;0
19.01.2021;22:00;23:00;0;-;-;0;0
19.01.2021;23:00;00:00;0;-;-;0;0
20.01.2021;00:00;01:00;0;-;-;0;0
20.01.2021;01:00;02:00;0;-;-;0;0
20.01.2021;02:00;03:00;0;-;-;0;0
20.01.2021;03:00;04:00;0;-;-;0;0
20.01.2021;04:00;05:00;0;-;-;0;0
20.01.2021;05:00;06:00;0;-;-;0;0
20.01.2021;06:00;07:00;0;-;-;0;0
20.01.2021;07:00;08:00;0;-;-;0;0
20.01.2021;08:00;09:00;0;-;-;0;0
20.01.2021;09:00;10:00;0;-;-;0;0
20.01.2021;10:00;11:00;0;-;-;0;0
20.01.2021;11:00;12:00;0;-;-;0;0
20.01.2021;12:00;13:00;0;-;-;0;0
20.01.2021;13:00;14:00;0;-;-;0;0
20.01.2021;14:00;15:00;0;-;-;0;0
20.01.2021;15:00;16:00;0;-;-;0;0
20.01.2021;16:00;17:00;0;-;-;0;0
20.01.2021;17:00;18:00;0;-;-;0;0
20.01.2021;18:00;19:00;0;-;-;0;0
20.01.2021;19:00;20:00;0;-;-;0;0
20.01.2021;20:00;21:00;0;-;-;0;0
20.01.2021;21:00;22:00;0;-;-;0;0
20.01.2021;22:00;23:00;0;-;-;0;0
20.01.2021;23:00;00:00;0;-;-;0;0
21.01.2021;00:00;01:00;0;-;-;0;0
21.01.2021;01:00;02:00;0;-;-;0;0
21.01.2021;02:00;03:00;0;-;-;0;0
21.01.2021;03:00;04:00;0;-;-;0;0
21.01.2021;04:00;05:00;0;-;-;0;0
21.01.2021;05:00;06:00;0;-;-;0;0
21.01.2021;06:00;07:00;0;-;-;0;0
21.01.2021;07:00;08:00;0;-;-;0;0
21.01.2021;08:00;09:00;0;-;-;0;0
21.01.2021;09:00;10:00;0;-;-;0;0
21.01.2021;10:00;11:00;0;-;-;0;0
21.01.2021;11:00;12:00;0;-;-;0;0
21.01.2021;12:00;13:00;0;-;-;0;0
21.01.2021;13:00;14:00;0;-;-;0;0
21.01.2021;14:00;15:00;0;-;-;0;0
21.01.2021;15:00;16:00;0;-;-;0;0
21.01.2021;16:00;17:00;0;-;-;0;0
21.01.2021;17:00;18:00;0;-;-;0;0
21.01.2021;18:00;19:00;0;-;-;0;0
21.01.2021;19:00;20:00;0;-;-;0;0
21.01.2021;20:00;21:00;0;-;-;0;0
21.01.2021;21:00;22:00;0;-;-;0;0
21.01.2021;22:00;23:00;0;-;-;0;0
21.01.2021;23:00;00:00;0;-;-;0;0
22.01.2021;00:00;01:00;0;-;-;0;0
22.01.2021;01:00;02:00;0;-;-;0;0
22.01.2021;02:00;03:00;0;-;-;0;0
22.01.2021;03:00;04:00;0;-;-;0;0
22.01.2021;04:00;05:00;0;-;-;0;0
22.01.2021;05:00;06:00;0;-;-;0;0
22.01.2021;06:00;07:00;0;-;-;0;0
22.01.2021;07:00;08:00;0;-;-;0;0
22.01.2021;08:00;09:00;11;-;-;14;0
22.01.2021;09:00;10:00;71;-;-;91;0
22.01.2021;10:00;11:00;387;-;-;118;0
22.01.2021;11:00;12:00;790;-;-;186;0
22.01.2021;12:00;13:00;835;-;-;227;0
22.01.2021;13:00;14:00;825;-;-;224;0
22.01.2021;14:00;15:00;832;-;-;224;0
22.01.2021;15:00;16:00;844;-;-;224;0
22.01.2021;16:00;17:00;845;-;-;224;0
22.01.2021;17:00;18:00;848;-;-;224;0
22.01.2021;18:00;19:00;851;-;-;224;0
22.01.2021;19:00;20:00;851;-;-;224;0
22.01.2021;20:00;21:00;611;-;-;224;0
22.01.2021;21:00;22:00;0;-;-;48;0
22.01.2021;22:00;23:00;0;-;-;0;0
22.01.2021;23:00;00:00;0;-;-;0;0
23.01.2021;00:00;01:00;0;-;-;0;0
23.01.2021;01:00;02:00;0;-;-;0;0
23.01.2021;02:00;03:00;0;-;-;0;0
23.01.2021;03:00;04:00;0;-;-;0;0
23.01.2021;04:00;05:00;0;-;-;0;0
23.01.2021;05:00;06:00;0;-;-;0;0
23.01.2021;06:00;07:00;0;-;-;0;0
23.01.2021;07:00;08:00;0;-;-;0;0
23.01.2021;08:00;09:00;0;-;-;0;0
23.01.2021;09:00;10:00;0;-;-;0;0
23.01.2021;10:00;11:00;0;-;-;0;0
23.01.2021;11:00;12:00;0;-;-;0;0
23.01.2021;12:00;13:00;0;-;-;0;0
23.01.2021;13:00;14:00;0;-;-;0;0
23.01.2021;14:00;15:00;0;-;-;0;0
23.01.2021;15:00;16:00;0;-;-;0;0
23.01.2021;16:00;17:00;0;-;-;0;0
23.01.2021;17:00;18:00;0;-;-;0;0
23.01.2021;18:00;19:00;0;-;-;0;0
23.01.2021;19:00;20:00;0;-;-;0;0
23.01.2021;20:00;21:00;0;-;-;0;0
23.01.2021;21:00;22:00;0;-;-;0;0
