Datum;Anfang;Ende;Generation_DE GT C [MW] Originalauflösungen;Generation_DE GT B [MW] Originalauflösungen;Generation_DE GT D [MW] Originalauflösungen;Generation_DE GT A [MW] Originalauflösungen
Keine Daten für gegebene Anfrage
