Date;Start;End;Generation_DE D [MW] Original resolutions;Generation_DE C [MW] Original resolutions;Generation_DE B [MW] Original resolutions;Generation_DE A [MW] Original resolutions;Generation_DE Niederaußem E [MW] Original resolutions;Generation_DE Niederaußem F [MW] Original resolutions;Generation_DE Niederaußem G [MW] Original resolutions;Generation_DE Niederaußem H [MW] Original resolutions;Generation_DE Niederaußem K [MW] Original resolutions
20.03.2021;23:00;00:00;-;177;-;-;-;-;0;0;913
21.03.2021;00:00;01:00;-;149;-;-;-;-;0;0;804
21.03.2021;01:00;02:00;-;150;-;-;-;-;0;0;511
21.03.2021;02:00;03:00;-;150;-;-;-;-;0;0;370
21.03.2021;03:00;04:00;-;150;-;-;-;-;0;0;368
21.03.2021;04:00;05:00;-;150;-;-;-;-;0;0;368
21.03.2021;05:00;06:00;-;150;-;-;-;-;0;0;369
21.03.2021;06:00;07:00;-;150;-;-;-;-;0;0;369
21.03.2021;07:00;08:00;-;149;-;-;-;-;0;0;369
21.03.2021;08:00;09:00;-;150;-;-;-;-;0;0;368
21.03.2021;09:00;10:00;-;151;-;-;-;-;0;0;369
21.03.2021;10:00;11:00;-;150;-;-;-;-;0;0;374
21.03.2021;11:00;12:00;-;150;-;-;-;-;0;0;494
21.03.2021;12:00;13:00;-;150;-;-;-;-;0;0;523
21.03.2021;13:00;14:00;-;151;-;-;-;-;0;0;520
21.03.2021;14:00;15:00;-;150;-;-;-;-;0;0;411
21.03.2021;15:00;16:00;-;150;-;-;-;-;0;0;395
21.03.2021;16:00;17:00;-;150;-;-;-;-;0;0;372
21.03.2021;17:00;18:00;-;152;-;-;-;-;0;0;511
21.03.2021;18:00;19:00;-;208;-;-;-;-;0;0;817
21.03.2021;19:00;20:00;-;261;-;-;-;-;0;0;919
21.03.2021;20:00;21:00;-;278;-;-;-;-;0;0;920
21.03.2021;21:00;22:00;-;274;-;-;-;-;0;0;919
21.03.2021;22:00;23:00;-;273;-;-;-;-;0;0;919
21.03.2021;23:00;00:00;-;275;-;-;-;-;0;0;919
22.03.2021;00:00;01:00;-;274;-;-;-;-;0;0;916
22.03.2021;01:00;02:00;-;276;-;-;-;-;0;248;917
22.03.2021;02:00;03:00;-;268;-;-;-;-;0;286;915
22.03.2021;03:00;04:00;-;267;-;-;-;-;0;325;916
22.03.2021;04:00;05:00;-;279;-;-;-;-;1;371;916
22.03.2021;05:00;06:00;-;280;-;-;-;-;276;596;921
22.03.2021;06:00;07:00;-;283;-;-;-;-;450;243;939
22.03.2021;07:00;08:00;-;282;-;-;-;-;649;0;940
22.03.2021;08:00;09:00;-;282;-;-;-;-;637;0;939
22.03.2021;09:00;10:00;-;283;-;-;-;-;633;0;947
22.03.2021;10:00;11:00;-;282;-;-;-;-;631;0;948
22.03.2021;11:00;12:00;-;283;-;-;-;-;632;0;947
22.03.2021;12:00;13:00;-;283;-;-;-;-;630;0;946
22.03.2021;13:00;14:00;-;283;-;-;-;-;628;0;929
22.03.2021;14:00;15:00;-;283;-;-;-;-;629;0;929
22.03.2021;15:00;16:00;-;283;-;-;-;-;627;0;927
22.03.2021;16:00;17:00;-;283;-;-;-;-;631;0;928
22.03.2021;17:00;18:00;-;282;-;-;-;-;643;0;948
22.03.2021;18:00;19:00;-;283;-;-;-;-;643;0;946
22.03.2021;19:00;20:00;-;281;-;-;-;-;643;0;947
22.03.2021;20:00;21:00;-;283;-;-;-;-;645;0;948
22.03.2021;21:00;22:00;-;282;-;-;-;-;643;0;949
22.03.2021;22:00;23:00;-;283;-;-;-;-;597;0;946
22.03.2021;23:00;00:00;-;283;-;-;-;-;530;0;930
23.03.2021;00:00;01:00;-;283;-;-;-;-;478;0;928
23.03.2021;01:00;02:00;-;284;-;-;-;-;481;0;928
23.03.2021;02:00;03:00;-;283;-;-;-;-;481;0;929
23.03.2021;03:00;04:00;-;284;-;-;-;-;482;0;929
23.03.2021;04:00;05:00;-;282;-;-;-;-;486;0;927
23.03.2021;05:00;06:00;-;285;-;-;-;-;619;0;929
23.03.2021;06:00;07:00;-;284;-;-;-;-;632;0;949
23.03.2021;07:00;08:00;-;284;-;-;-;-;638;0;949
23.03.2021;08:00;09:00;-;283;-;-;-;-;637;0;952
23.03.2021;09:00;10:00;-;284;-;-;-;-;640;0;949
23.03.2021;10:00;11:00;-;283;-;-;-;-;635;0;953
23.03.2021;11:00;12:00;-;282;-;-;-;-;639;0;952
23.03.2021;12:00;13:00;-;279;-;-;-;-;632;0;950
23.03.2021;13:00;14:00;-;276;-;-;-;-;543;0;928
23.03.2021;14:00;15:00;-;275;-;-;-;-;335;0;928
23.03.2021;15:00;16:00;-;268;-;-;-;-;290;0;932
23.03.2021;16:00;17:00;-;263;-;-;-;-;514;0;949
23.03.2021;17:00;18:00;-;264;-;-;-;-;633;0;949
23.03.2021;18:00;19:00;-;263;-;-;-;-;633;0;947
23.03.2021;19:00;20:00;-;264;-;-;-;-;634;0;947
23.03.2021;20:00;21:00;-;259;-;-;-;-;634;0;948
23.03.2021;21:00;22:00;-;261;-;-;-;-;635;0;950
23.03.2021;22:00;23:00;-;259;-;-;-;-;630;0;950
23.03.2021;23:00;00:00;-;258;-;-;-;-;626;0;931
24.03.2021;00:00;01:00;-;259;-;-;-;-;628;0;926
24.03.2021;01:00;02:00;-;258;-;-;-;-;625;0;929
24.03.2021;02:00;03:00;-;260;-;-;-;-;627;0;928
24.03.2021;03:00;04:00;-;261;-;-;-;-;627;0;937
24.03.2021;04:00;05:00;-;264;-;-;-;-;630;275;940
24.03.2021;05:00;06:00;-;263;-;-;-;-;627;505;941
24.03.2021;06:00;07:00;-;264;-;-;-;-;633;615;946
24.03.2021;07:00;08:00;-;265;-;-;-;-;638;640;946
24.03.2021;08:00;09:00;-;257;-;-;-;-;639;643;945
24.03.2021;09:00;10:00;-;257;-;-;-;-;628;643;924
24.03.2021;10:00;11:00;-;198;-;-;-;-;629;533;921
24.03.2021;11:00;12:00;-;157;-;-;-;-;592;473;915
24.03.2021;12:00;13:00;-;159;-;-;-;-;551;451;912
24.03.2021;13:00;14:00;-;176;-;-;-;-;613;394;912
24.03.2021;14:00;15:00;-;186;-;-;-;-;619;303;911
24.03.2021;15:00;16:00;-;209;-;-;-;-;624;363;914
24.03.2021;16:00;17:00;-;271;-;-;-;-;629;621;918
24.03.2021;17:00;18:00;-;278;-;-;-;-;625;648;939
24.03.2021;18:00;19:00;-;280;-;-;-;-;635;651;938
24.03.2021;19:00;20:00;-;283;-;-;-;-;637;653;940
24.03.2021;20:00;21:00;-;283;-;-;-;-;638;653;940
24.03.2021;21:00;22:00;-;282;-;-;-;-;639;657;940
24.03.2021;22:00;23:00;-;280;-;-;-;-;641;650;945
24.03.2021;23:00;00:00;-;274;-;-;-;-;638;647;908
25.03.2021;00:00;01:00;-;273;-;-;-;-;640;652;802
25.03.2021;01:00;02:00;-;272;-;-;-;-;640;648;742
25.03.2021;02:00;03:00;-;274;-;-;-;-;637;651;747
25.03.2021;03:00;04:00;-;273;-;-;-;-;632;638;831
25.03.2021;04:00;05:00;-;273;-;-;-;-;644;640;839
25.03.2021;05:00;06:00;-;273;-;-;-;-;640;644;942
25.03.2021;06:00;07:00;-;273;-;-;-;-;645;650;947
25.03.2021;07:00;08:00;-;273;-;-;-;-;638;654;946
25.03.2021;08:00;09:00;-;273;-;-;-;-;634;644;947
25.03.2021;09:00;10:00;-;273;-;-;-;-;631;639;946
25.03.2021;10:00;11:00;-;273;-;-;-;-;624;634;926
25.03.2021;11:00;12:00;-;274;-;-;-;-;623;632;922
25.03.2021;12:00;13:00;-;273;-;-;-;-;630;634;923
25.03.2021;13:00;14:00;-;273;-;-;-;-;630;633;922
25.03.2021;14:00;15:00;-;272;-;-;-;-;631;632;923
25.03.2021;15:00;16:00;-;273;-;-;-;-;633;643;919
25.03.2021;16:00;17:00;-;273;-;-;-;-;629;640;922
25.03.2021;17:00;18:00;-;275;-;-;-;-;639;639;942
25.03.2021;18:00;19:00;-;278;-;-;-;-;641;647;941
25.03.2021;19:00;20:00;-;278;-;-;-;-;642;648;934
25.03.2021;20:00;21:00;-;278;-;-;-;-;645;651;834
25.03.2021;21:00;22:00;-;278;-;-;-;-;644;651;829
25.03.2021;22:00;23:00;-;278;-;-;-;-;635;590;758
25.03.2021;23:00;00:00;-;278;-;-;-;-;636;593;675
26.03.2021;00:00;01:00;-;278;-;-;-;-;635;637;839
26.03.2021;01:00;02:00;-;278;-;-;-;-;639;637;928
26.03.2021;02:00;03:00;-;279;-;-;-;-;636;645;930
26.03.2021;03:00;04:00;-;278;-;-;-;-;638;639;928
26.03.2021;04:00;05:00;-;277;-;-;-;-;642;645;930
26.03.2021;05:00;06:00;-;278;-;-;-;-;631;645;925
26.03.2021;06:00;07:00;-;277;-;-;-;-;643;645;926
26.03.2021;07:00;08:00;-;278;-;-;-;-;643;657;930
26.03.2021;08:00;09:00;-;282;-;-;-;-;527;649;926
26.03.2021;09:00;10:00;-;224;-;-;-;-;152;620;924
26.03.2021;10:00;11:00;-;153;-;-;-;-;0;289;685
26.03.2021;11:00;12:00;-;149;-;-;-;-;0;0;399
26.03.2021;12:00;13:00;-;154;-;-;-;-;0;0;376
26.03.2021;13:00;14:00;-;163;-;-;-;-;0;0;409
26.03.2021;14:00;15:00;-;166;-;-;-;-;0;0;450
26.03.2021;15:00;16:00;-;166;-;-;-;-;0;0;647
26.03.2021;16:00;17:00;-;225;-;-;-;-;0;0;906
26.03.2021;17:00;18:00;-;273;-;-;-;-;0;0;921
26.03.2021;18:00;19:00;-;275;-;-;-;-;0;0;920
26.03.2021;19:00;20:00;-;274;-;-;-;-;0;0;922
26.03.2021;20:00;21:00;-;273;-;-;-;-;0;0;921
26.03.2021;21:00;22:00;-;271;-;-;-;-;0;0;924
26.03.2021;22:00;23:00;-;215;-;-;-;-;0;0;922
26.03.2021;23:00;00:00;-;105;-;-;-;-;0;0;904
27.03.2021;00:00;01:00;-;93;-;-;-;-;0;0;819
27.03.2021;01:00;02:00;-;92;-;-;-;-;0;0;405
27.03.2021;02:00;03:00;-;93;-;-;-;-;0;0;342
27.03.2021;03:00;04:00;-;93;-;-;-;-;0;0;357
27.03.2021;04:00;05:00;-;92;-;-;-;-;0;0;368
27.03.2021;05:00;06:00;-;95;-;-;-;-;0;0;370
27.03.2021;06:00;07:00;-;94;-;-;-;-;0;0;368
27.03.2021;07:00;08:00;-;94;-;-;-;-;0;0;370
27.03.2021;08:00;09:00;-;94;-;-;-;-;0;0;372
27.03.2021;09:00;10:00;-;94;-;-;-;-;0;0;370
27.03.2021;10:00;11:00;-;100;-;-;-;-;0;0;367
27.03.2021;11:00;12:00;-;89;-;-;-;-;0;0;369
27.03.2021;12:00;13:00;-;88;-;-;-;-;0;0;369
27.03.2021;13:00;14:00;-;90;-;-;-;-;0;0;370
27.03.2021;14:00;15:00;-;92;-;-;-;-;0;0;367
27.03.2021;15:00;16:00;-;101;-;-;-;-;0;0;371
27.03.2021;16:00;17:00;-;103;-;-;-;-;0;0;483
27.03.2021;17:00;18:00;-;129;-;-;-;-;0;0;865
27.03.2021;18:00;19:00;-;142;-;-;-;-;0;0;918
27.03.2021;19:00;20:00;-;141;-;-;-;-;0;0;918
27.03.2021;20:00;21:00;-;141;-;-;-;-;0;0;917
27.03.2021;21:00;22:00;-;141;-;-;-;-;0;0;916
27.03.2021;22:00;23:00;-;126;-;-;-;-;0;0;916
27.03.2021;23:00;00:00;-;96;-;-;-;-;0;0;913
28.03.2021;00:00;01:00;-;92;-;-;-;-;0;0;816
28.03.2021;01:00;02:00;-;92;-;-;-;-;0;0;745
28.03.2021;03:00;04:00;-;92;-;-;-;-;0;0;469
28.03.2021;04:00;05:00;-;92;-;-;-;-;0;0;380
28.03.2021;05:00;06:00;-;92;-;-;-;-;0;0;370
28.03.2021;06:00;07:00;-;91;-;-;-;-;0;0;366
28.03.2021;07:00;08:00;-;90;-;-;-;-;0;0;370
28.03.2021;08:00;09:00;-;90;-;-;-;-;0;0;368
28.03.2021;09:00;10:00;-;90;-;-;-;-;0;0;368
28.03.2021;10:00;11:00;-;90;-;-;-;-;0;0;372
28.03.2021;11:00;12:00;-;90;-;-;-;-;0;0;369
28.03.2021;12:00;13:00;-;91;-;-;-;-;0;0;369
28.03.2021;13:00;14:00;-;91;-;-;-;-;0;0;368
28.03.2021;14:00;15:00;-;91;-;-;-;-;0;0;371
28.03.2021;15:00;16:00;-;91;-;-;-;-;0;0;369
28.03.2021;16:00;17:00;-;91;-;-;-;-;0;0;367
28.03.2021;17:00;18:00;-;91;-;-;-;-;0;0;369
28.03.2021;18:00;19:00;-;95;-;-;-;-;0;0;589
28.03.2021;19:00;20:00;-;134;-;-;-;-;0;0;902
28.03.2021;20:00;21:00;-;140;-;-;-;-;0;0;912
28.03.2021;21:00;22:00;-;140;-;-;-;-;0;0;911
28.03.2021;22:00;23:00;-;140;-;-;-;-;0;0;913
28.03.2021;23:00;00:00;-;139;-;-;-;-;0;0;910
29.03.2021;00:00;01:00;-;105;-;-;-;-;0;0;698
29.03.2021;01:00;02:00;-;95;-;-;-;-;0;0;479
29.03.2021;02:00;03:00;-;91;-;-;-;-;0;0;439
29.03.2021;03:00;04:00;-;91;-;-;-;-;0;0;488
29.03.2021;04:00;05:00;-;91;-;-;-;-;0;0;838
29.03.2021;05:00;06:00;-;105;-;-;-;-;0;0;925
29.03.2021;06:00;07:00;-;136;-;-;-;-;0;0;923
29.03.2021;07:00;08:00;-;143;-;-;-;-;0;0;922
29.03.2021;08:00;09:00;-;140;-;-;-;-;0;0;920
29.03.2021;09:00;10:00;-;140;-;-;-;-;0;0;921
29.03.2021;10:00;11:00;-;133;-;-;-;-;0;0;915
29.03.2021;11:00;12:00;-;108;-;-;-;-;0;0;831
29.03.2021;12:00;13:00;-;99;-;-;-;-;0;0;458
29.03.2021;13:00;14:00;-;91;-;-;-;-;0;0;372
29.03.2021;14:00;15:00;-;90;-;-;-;-;0;0;366
29.03.2021;15:00;16:00;-;91;-;-;-;-;0;0;366
29.03.2021;16:00;17:00;-;117;-;-;-;-;0;0;486
29.03.2021;17:00;18:00;-;138;-;-;-;-;0;0;809
29.03.2021;18:00;19:00;-;140;-;-;-;-;0;0;908
29.03.2021;19:00;20:00;-;141;-;-;-;-;0;0;928
29.03.2021;20:00;21:00;-;138;-;-;-;-;0;0;930
29.03.2021;21:00;22:00;-;126;-;-;-;-;0;0;930
29.03.2021;22:00;23:00;-;127;-;-;-;-;0;0;928
29.03.2021;23:00;00:00;-;126;-;-;-;-;0;0;913
30.03.2021;00:00;01:00;-;121;-;-;-;-;0;0;915
30.03.2021;01:00;02:00;-;121;-;-;-;-;0;0;914
30.03.2021;02:00;03:00;-;117;-;-;-;-;0;0;914
30.03.2021;03:00;04:00;-;115;-;-;-;-;0;0;916
30.03.2021;04:00;05:00;-;175;-;-;-;-;0;0;915
30.03.2021;05:00;06:00;-;259;-;-;-;-;0;0;915
30.03.2021;06:00;07:00;-;271;-;-;-;-;0;0;929
30.03.2021;07:00;08:00;-;280;-;-;-;-;0;0;934
30.03.2021;08:00;09:00;-;277;-;-;-;-;0;0;935
30.03.2021;09:00;10:00;-;278;-;-;-;-;0;0;930
30.03.2021;10:00;11:00;-;269;-;-;-;-;0;0;906
30.03.2021;11:00;12:00;-;260;-;-;-;-;0;0;906
30.03.2021;12:00;13:00;-;241;-;-;-;-;0;0;906
30.03.2021;13:00;14:00;-;174;-;-;-;-;0;0;896
30.03.2021;14:00;15:00;-;192;-;-;-;-;0;0;885
30.03.2021;15:00;16:00;-;192;-;-;-;-;0;0;904
30.03.2021;16:00;17:00;-;239;-;-;-;-;0;0;902
30.03.2021;17:00;18:00;-;278;-;-;-;-;0;0;906
30.03.2021;18:00;19:00;-;283;-;-;-;-;0;0;926
30.03.2021;19:00;20:00;-;282;-;-;-;-;0;0;926
30.03.2021;20:00;21:00;-;283;-;-;-;-;0;0;930
30.03.2021;21:00;22:00;-;283;-;-;-;-;0;0;934
30.03.2021;22:00;23:00;-;282;-;-;-;-;0;0;936
30.03.2021;23:00;00:00;-;282;-;-;-;-;0;0;935
31.03.2021;00:00;01:00;-;283;-;-;-;-;0;0;916
31.03.2021;01:00;02:00;-;282;-;-;-;-;0;0;920
31.03.2021;02:00;03:00;-;282;-;-;-;-;0;0;919
31.03.2021;03:00;04:00;-;283;-;-;-;-;0;0;919
31.03.2021;04:00;05:00;-;283;-;-;-;-;0;0;918
31.03.2021;05:00;06:00;-;283;-;-;-;-;0;0;920
31.03.2021;06:00;07:00;-;283;-;-;-;-;0;0;938
31.03.2021;07:00;08:00;-;290;-;-;-;-;0;0;941
31.03.2021;08:00;09:00;-;292;-;-;-;-;0;0;951
31.03.2021;09:00;10:00;-;291;-;-;-;-;0;0;947
31.03.2021;10:00;11:00;-;292;-;-;-;-;0;0;924
31.03.2021;11:00;12:00;-;292;-;-;-;-;0;0;923
31.03.2021;12:00;13:00;-;274;-;-;-;-;0;0;926
31.03.2021;13:00;14:00;-;201;-;-;-;-;0;0;922
31.03.2021;14:00;15:00;-;199;-;-;-;-;0;0;916
31.03.2021;15:00;16:00;-;202;-;-;-;-;0;0;920
31.03.2021;16:00;17:00;-;240;-;-;-;-;0;0;920
31.03.2021;17:00;18:00;-;279;-;-;-;-;0;0;921
31.03.2021;18:00;19:00;-;279;-;-;-;-;0;0;918
31.03.2021;19:00;20:00;-;280;-;-;-;-;0;0;919
31.03.2021;20:00;21:00;-;279;-;-;-;-;0;0;920
31.03.2021;21:00;22:00;-;279;-;-;-;-;0;0;920
31.03.2021;22:00;23:00;-;279;-;-;-;-;0;0;920
31.03.2021;23:00;00:00;-;279;-;-;-;-;0;0;914
01.04.2021;00:00;01:00;-;279;-;-;-;-;0;0;918
01.04.2021;01:00;02:00;-;279;-;-;-;-;0;0;921
01.04.2021;02:00;03:00;-;279;-;-;-;-;0;0;924
01.04.2021;03:00;04:00;-;279;-;-;-;-;0;0;922
01.04.2021;04:00;05:00;-;279;-;-;-;-;0;0;920
01.04.2021;05:00;06:00;-;279;-;-;-;-;0;0;920
01.04.2021;06:00;07:00;-;279;-;-;-;-;0;0;923
01.04.2021;07:00;08:00;-;279;-;-;-;-;0;0;927
01.04.2021;08:00;09:00;-;279;-;-;-;-;0;0;925
01.04.2021;09:00;10:00;-;279;-;-;-;-;0;0;924
01.04.2021;10:00;11:00;-;278;-;-;-;-;0;0;916
01.04.2021;11:00;12:00;-;214;-;-;-;-;0;0;855
01.04.2021;12:00;13:00;-;154;-;-;-;-;0;0;621
01.04.2021;13:00;14:00;-;155;-;-;-;-;0;0;548
01.04.2021;14:00;15:00;-;169;-;-;-;-;0;0;551
01.04.2021;15:00;16:00;-;169;-;-;-;-;0;0;568
01.04.2021;16:00;17:00;-;169;-;-;-;-;0;0;781
01.04.2021;17:00;18:00;-;169;-;-;-;-;0;0;897
01.04.2021;18:00;19:00;-;202;-;-;-;-;0;0;919
01.04.2021;19:00;20:00;-;279;-;-;-;-;0;0;940
01.04.2021;20:00;21:00;-;283;-;-;-;-;0;0;941
01.04.2021;21:00;22:00;-;282;-;-;-;-;0;0;941
01.04.2021;22:00;23:00;-;284;-;-;-;-;0;0;925
01.04.2021;23:00;00:00;-;282;-;-;-;-;0;0;923
02.04.2021;00:00;01:00;-;282;-;-;-;-;0;0;921
02.04.2021;01:00;02:00;-;282;-;-;-;-;0;0;924
02.04.2021;02:00;03:00;-;275;-;-;-;-;0;0;924
02.04.2021;03:00;04:00;-;244;-;-;-;-;0;0;903
02.04.2021;04:00;05:00;-;219;-;-;-;-;0;0;923
02.04.2021;05:00;06:00;-;178;-;-;-;-;0;0;862
02.04.2021;06:00;07:00;-;171;-;-;-;-;0;0;590
02.04.2021;07:00;08:00;-;186;-;-;-;-;0;0;493
02.04.2021;08:00;09:00;-;262;-;-;-;-;0;0;496
02.04.2021;09:00;10:00;-;273;-;-;-;-;0;0;496
02.04.2021;10:00;11:00;-;256;-;-;-;-;0;0;584
02.04.2021;11:00;12:00;-;172;-;-;-;-;0;0;591
02.04.2021;12:00;13:00;-;152;-;-;-;-;0;0;647
02.04.2021;13:00;14:00;-;153;-;-;-;-;0;0;390
02.04.2021;14:00;15:00;-;155;-;-;-;-;0;0;0
02.04.2021;15:00;16:00;-;155;-;-;-;-;0;0;0
02.04.2021;16:00;17:00;-;155;-;-;-;-;0;0;0
02.04.2021;17:00;18:00;-;156;-;-;-;-;0;0;0
02.04.2021;18:00;19:00;-;209;-;-;-;-;0;0;0
02.04.2021;19:00;20:00;-;272;-;-;-;-;0;0;0
02.04.2021;20:00;21:00;-;264;-;-;-;-;0;0;0
02.04.2021;21:00;22:00;-;193;-;-;-;-;0;0;0
02.04.2021;22:00;23:00;-;181;-;-;-;-;0;0;0
02.04.2021;23:00;00:00;-;182;-;-;-;-;0;0;0
03.04.2021;00:00;01:00;-;168;-;-;-;-;0;0;0
03.04.2021;01:00;02:00;-;155;-;-;-;-;0;0;0
03.04.2021;02:00;03:00;-;155;-;-;-;-;0;0;0
03.04.2021;03:00;04:00;-;155;-;-;-;-;0;0;0
03.04.2021;04:00;05:00;-;155;-;-;-;-;0;0;0
03.04.2021;05:00;06:00;-;155;-;-;-;-;0;0;0
03.04.2021;06:00;07:00;-;162;-;-;-;-;0;0;0
03.04.2021;07:00;08:00;-;183;-;-;-;-;0;0;0
03.04.2021;08:00;09:00;-;181;-;-;-;-;0;0;0
03.04.2021;09:00;10:00;-;155;-;-;-;-;0;0;0
03.04.2021;10:00;11:00;-;155;-;-;-;-;0;0;0
03.04.2021;11:00;12:00;-;155;-;-;-;-;0;0;0
03.04.2021;12:00;13:00;-;155;-;-;-;-;0;0;0
03.04.2021;13:00;14:00;-;155;-;-;-;-;0;0;0
03.04.2021;14:00;15:00;-;155;-;-;-;-;0;0;0
03.04.2021;15:00;16:00;-;172;-;-;-;-;0;0;0
03.04.2021;16:00;17:00;-;154;-;-;-;-;0;0;0
03.04.2021;17:00;18:00;-;155;-;-;-;-;0;0;0
03.04.2021;18:00;19:00;-;157;-;-;-;-;0;0;0
03.04.2021;19:00;20:00;-;181;-;-;-;-;0;0;0
03.04.2021;20:00;21:00;-;180;-;-;-;-;0;0;0
03.04.2021;21:00;22:00;-;155;-;-;-;-;0;0;0
03.04.2021;22:00;23:00;-;155;-;-;-;-;0;0;0
03.04.2021;23:00;00:00;-;155;-;-;-;-;0;0;0
04.04.2021;00:00;01:00;-;155;-;-;-;-;0;0;0
04.04.2021;01:00;02:00;-;155;-;-;-;-;0;0;0
04.04.2021;02:00;03:00;-;156;-;-;-;-;0;0;0
04.04.2021;03:00;04:00;-;157;-;-;-;-;0;0;0
04.04.2021;04:00;05:00;-;185;-;-;-;-;0;0;0
04.04.2021;05:00;06:00;-;182;-;-;-;-;0;0;0
04.04.2021;06:00;07:00;-;168;-;-;-;-;0;0;0
04.04.2021;07:00;08:00;-;156;-;-;-;-;0;0;0
04.04.2021;08:00;09:00;-;156;-;-;-;-;0;0;0
04.04.2021;09:00;10:00;-;156;-;-;-;-;0;0;0
04.04.2021;10:00;11:00;-;156;-;-;-;-;0;0;0
04.04.2021;11:00;12:00;-;156;-;-;-;-;0;0;0
04.04.2021;12:00;13:00;-;155;-;-;-;-;0;0;0
04.04.2021;13:00;14:00;-;155;-;-;-;-;0;0;0
04.04.2021;14:00;15:00;-;154;-;-;-;-;0;0;0
04.04.2021;15:00;16:00;-;154;-;-;-;-;0;0;0
04.04.2021;16:00;17:00;-;155;-;-;-;-;0;0;0
04.04.2021;17:00;18:00;-;154;-;-;-;-;0;0;0
04.04.2021;18:00;19:00;-;155;-;-;-;-;0;0;0
04.04.2021;19:00;20:00;-;155;-;-;-;-;0;0;0
04.04.2021;20:00;21:00;-;155;-;-;-;-;0;0;0
04.04.2021;21:00;22:00;-;155;-;-;-;-;0;0;0
04.04.2021;22:00;23:00;-;159;-;-;-;-;0;0;0
04.04.2021;23:00;00:00;-;159;-;-;-;-;0;0;0
05.04.2021;00:00;01:00;-;190;-;-;-;-;0;0;0
05.04.2021;01:00;02:00;-;187;-;-;-;-;0;0;0
05.04.2021;02:00;03:00;-;156;-;-;-;-;0;0;0
05.04.2021;03:00;04:00;-;155;-;-;-;-;0;0;0
05.04.2021;04:00;05:00;-;155;-;-;-;-;0;0;0
05.04.2021;05:00;06:00;-;155;-;-;-;-;0;0;0
05.04.2021;06:00;07:00;-;155;-;-;-;-;0;0;0
05.04.2021;07:00;08:00;-;155;-;-;-;-;0;0;0
05.04.2021;08:00;09:00;-;154;-;-;-;-;0;0;0
05.04.2021;09:00;10:00;-;154;-;-;-;-;0;0;0
05.04.2021;10:00;11:00;-;154;-;-;-;-;0;0;0
05.04.2021;11:00;12:00;-;154;-;-;-;-;0;0;0
05.04.2021;12:00;13:00;-;155;-;-;-;-;0;0;0
05.04.2021;13:00;14:00;-;155;-;-;-;-;0;0;0
05.04.2021;14:00;15:00;-;155;-;-;-;-;0;0;0
05.04.2021;15:00;16:00;-;155;-;-;-;-;0;0;0
05.04.2021;16:00;17:00;-;154;-;-;-;-;0;0;0
05.04.2021;17:00;18:00;-;155;-;-;-;-;0;0;0
05.04.2021;18:00;19:00;-;154;-;-;-;-;0;0;0
05.04.2021;19:00;20:00;-;155;-;-;-;-;0;0;0
05.04.2021;20:00;21:00;-;155;-;-;-;-;0;0;0
05.04.2021;21:00;22:00;-;157;-;-;-;-;0;0;0
05.04.2021;22:00;23:00;-;181;-;-;-;-;0;0;0
05.04.2021;23:00;00:00;-;181;-;-;-;-;0;0;0
06.04.2021;00:00;01:00;-;181;-;-;-;-;0;0;0
06.04.2021;01:00;02:00;-;180;-;-;-;-;0;0;0
06.04.2021;02:00;03:00;-;179;-;-;-;-;0;0;0
06.04.2021;03:00;04:00;-;190;-;-;-;-;0;0;0
06.04.2021;04:00;05:00;-;216;-;-;-;-;0;0;0
06.04.2021;05:00;06:00;-;244;-;-;-;-;0;0;0
06.04.2021;06:00;07:00;-;239;-;-;-;-;0;0;0
06.04.2021;07:00;08:00;-;243;-;-;-;-;0;0;0
06.04.2021;08:00;09:00;-;255;-;-;-;-;0;0;74
06.04.2021;09:00;10:00;-;266;-;-;-;-;0;0;437
06.04.2021;10:00;11:00;-;267;-;-;-;-;0;0;521
06.04.2021;11:00;12:00;-;265;-;-;-;-;0;0;780
06.04.2021;12:00;13:00;-;240;-;-;-;-;0;0;910
06.04.2021;13:00;14:00;-;174;-;-;-;-;0;0;908
06.04.2021;14:00;15:00;-;159;-;-;-;-;0;0;887
06.04.2021;15:00;16:00;-;155;-;-;-;-;0;0;673
06.04.2021;16:00;17:00;-;155;-;-;-;-;0;0;700
06.04.2021;17:00;18:00;-;220;-;-;-;-;0;0;918
06.04.2021;18:00;19:00;-;266;-;-;-;-;0;0;930
06.04.2021;19:00;20:00;-;271;-;-;-;-;0;0;934
06.04.2021;20:00;21:00;-;276;-;-;-;-;0;0;951
06.04.2021;21:00;22:00;-;282;-;-;-;-;0;0;952
06.04.2021;22:00;23:00;-;282;-;-;-;-;0;0;932
06.04.2021;23:00;00:00;-;282;-;-;-;-;0;0;928
07.04.2021;00:00;01:00;-;229;-;-;-;-;0;0;929
07.04.2021;01:00;02:00;-;154;-;-;-;-;0;0;931
07.04.2021;02:00;03:00;-;151;-;-;-;-;0;0;931
07.04.2021;03:00;04:00;-;160;-;-;-;-;0;0;930
07.04.2021;04:00;05:00;-;167;-;-;-;-;0;0;931
07.04.2021;05:00;06:00;-;252;-;-;-;-;0;0;932
07.04.2021;06:00;07:00;-;281;-;-;-;-;0;0;950
07.04.2021;07:00;08:00;-;282;-;-;-;-;0;0;953
07.04.2021;08:00;09:00;-;282;-;-;-;-;0;0;949
07.04.2021;09:00;10:00;-;283;-;-;-;-;0;0;948
